# _root_ If she is nominated by President Bush and confirmed by the Senate , Dr. Novello would succeed C. Everett Koop , who rattled liberals and conservatives alike with his outspoken views on a range of health issues .
#goldHeads=16,3,1,3,4,7,5,4,8,9,12,10,16,15,16,0,16,20,20,17,20,23,20,23,24,25,24,23,31,31,28,31,34,32,34,37,35,16,
#predictedHeads=16,3,1,3,4,7,5,4,8,9,12,10,16,15,16,0,16,20,20,17,20,23,20,23,24,25,23,23,31,31,28,31,34,32,34,37,35,16,
(19,15),(19,21),0.0788213 # DEPENDENCYPART_SIBL
(19,15),(19,22),-0.0614398 # DEPENDENCYPART_SIBL
(19,15),(19,23),0.0215186 # DEPENDENCYPART_SIBL
(19,15),(19,24),0.048752 # DEPENDENCYPART_SIBL
(19,15),(19,25),0.0862081 # DEPENDENCYPART_SIBL
(19,15),(19,26),0.0483786 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.089869 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.00761721 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.0491909 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.0452539 # DEPENDENCYPART_SIBL
(19,17),(19,23),-0.00395089 # DEPENDENCYPART_SIBL
(19,17),(19,24),-0.0364151 # DEPENDENCYPART_SIBL
(19,17),(19,25),0.00384963 # DEPENDENCYPART_SIBL
(19,17),(19,26),-0.0365807 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0606576 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.121498 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.0407332 # DEPENDENCYPART_SIBL
(19,18),(19,23),0.0470445 # DEPENDENCYPART_SIBL
(19,18),(19,24),0.067234 # DEPENDENCYPART_SIBL
(19,18),(19,25),0.103516 # DEPENDENCYPART_SIBL
(19,18),(19,26),0.0668606 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.00641578 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.0809951 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.0777115 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.0402948 # DEPENDENCYPART_SIBL
(19,20),(19,25),-0.010761 # DEPENDENCYPART_SIBL
(19,20),(19,26),-0.0405955 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.0669873 # DEPENDENCYPART_SIBL
(19,21),(19,23),0.467983 # DEPENDENCYPART_SIBL
(19,21),(19,24),0.382251 # DEPENDENCYPART_SIBL
(19,21),(19,25),0.449563 # DEPENDENCYPART_SIBL
(19,21),(19,26),0.380664 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.0307669 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.0150207 # DEPENDENCYPART_SIBL
(19,22),(19,25),-0.0499935 # DEPENDENCYPART_SIBL
(19,22),(19,26),-0.0153215 # DEPENDENCYPART_SIBL
(19,23),(19,24),-0.0177488 # DEPENDENCYPART_SIBL
(19,23),(19,25),0.0834558 # DEPENDENCYPART_SIBL
(19,23),(19,26),-0.0180495 # DEPENDENCYPART_SIBL
(19,24),(19,25),-0.035903 # DEPENDENCYPART_SIBL
(19,24),(19,26),-0.231085 # DEPENDENCYPART_SIBL
(19,25),(19,26),0.148531 # DEPENDENCYPART_SIBL
(20,4),(20,6),0.161637 # DEPENDENCYPART_SIBL
(20,4),(20,11),-0.0677732 # DEPENDENCYPART_SIBL
(20,4),(20,12),0.163891 # DEPENDENCYPART_SIBL
(20,4),(20,14),0.137228 # DEPENDENCYPART_SIBL
(20,4),(20,15),0.168189 # DEPENDENCYPART_SIBL
(20,4),(20,16),0.0519396 # DEPENDENCYPART_SIBL
(20,4),(20,17),0.0627602 # DEPENDENCYPART_SIBL
(20,4),(20,18),0.216313 # DEPENDENCYPART_SIBL
(20,4),(20,19),0.168185 # DEPENDENCYPART_SIBL
(20,4),(20,21),-0.042859 # DEPENDENCYPART_SIBL
(20,4),(20,22),-0.0438936 # DEPENDENCYPART_SIBL
(20,4),(20,23),-0.00960248 # DEPENDENCYPART_SIBL
(20,4),(20,24),0.0185138 # DEPENDENCYPART_SIBL
(20,4),(20,25),-0.0137583 # DEPENDENCYPART_SIBL
(20,4),(20,26),0.0183482 # DEPENDENCYPART_SIBL
(20,4),(20,27),0.00448852 # DEPENDENCYPART_SIBL
(20,4),(20,28),0.0257745 # DEPENDENCYPART_SIBL
(20,4),(20,31),0.018515 # DEPENDENCYPART_SIBL
(20,4),(20,38),-0.0301691 # DEPENDENCYPART_SIBL
(20,6),(20,11),-0.172835 # DEPENDENCYPART_SIBL
(20,6),(20,12),0.0582207 # DEPENDENCYPART_SIBL
(20,6),(20,14),0.0307418 # DEPENDENCYPART_SIBL
(20,6),(20,15),0.066916 # DEPENDENCYPART_SIBL
(20,6),(20,16),0.123972 # DEPENDENCYPART_SIBL
(20,6),(20,17),0.129982 # DEPENDENCYPART_SIBL
(20,6),(20,18),0.19801 # DEPENDENCYPART_SIBL
(20,6),(20,19),0.0669081 # DEPENDENCYPART_SIBL
(20,6),(20,21),0.044156 # DEPENDENCYPART_SIBL
(20,6),(20,22),-0.0962074 # DEPENDENCYPART_SIBL
(20,6),(20,23),0.00785045 # DEPENDENCYPART_SIBL
(20,6),(20,24),0.0010504 # DEPENDENCYPART_SIBL
(20,6),(20,25),0.0377954 # DEPENDENCYPART_SIBL
(20,6),(20,26),0.000677037 # DEPENDENCYPART_SIBL
(20,6),(20,27),0.00548573 # DEPENDENCYPART_SIBL
(20,6),(20,28),0.0415686 # DEPENDENCYPART_SIBL
(20,6),(20,31),0.00106363 # DEPENDENCYPART_SIBL
(20,6),(20,38),0.013231 # DEPENDENCYPART_SIBL
(20,11),(20,12),0.0893201 # DEPENDENCYPART_SIBL
(20,11),(20,14),0.0419153 # DEPENDENCYPART_SIBL
(20,11),(20,15),0.125804 # DEPENDENCYPART_SIBL
(20,11),(20,16),0.152464 # DEPENDENCYPART_SIBL
(20,11),(20,17),0.117702 # DEPENDENCYPART_SIBL
(20,11),(20,18),0.167554 # DEPENDENCYPART_SIBL
(20,11),(20,19),0.125801 # DEPENDENCYPART_SIBL
(20,11),(20,21),0.0338447 # DEPENDENCYPART_SIBL
(20,11),(20,22),-0.0509035 # DEPENDENCYPART_SIBL
(20,11),(20,23),0.183743 # DEPENDENCYPART_SIBL
(20,11),(20,24),-0.00576726 # DEPENDENCYPART_SIBL
(20,11),(20,25),0.0115399 # DEPENDENCYPART_SIBL
(20,11),(20,26),-0.00378744 # DEPENDENCYPART_SIBL
(20,11),(20,27),0.079993 # DEPENDENCYPART_SIBL
(20,11),(20,28),-0.0939563 # DEPENDENCYPART_SIBL
(20,11),(20,31),-0.00414682 # DEPENDENCYPART_SIBL
(20,11),(20,38),-0.0649358 # DEPENDENCYPART_SIBL
(20,12),(20,14),0.162831 # DEPENDENCYPART_SIBL
(20,12),(20,15),0.199005 # DEPENDENCYPART_SIBL
(20,12),(20,16),0.164661 # DEPENDENCYPART_SIBL
(20,12),(20,17),0.170559 # DEPENDENCYPART_SIBL
(20,12),(20,18),0.31824 # DEPENDENCYPART_SIBL
(20,12),(20,19),0.198997 # DEPENDENCYPART_SIBL
(20,12),(20,21),-0.0275897 # DEPENDENCYPART_SIBL
(20,12),(20,22),-0.0907706 # DEPENDENCYPART_SIBL
(20,12),(20,23),-0.0137564 # DEPENDENCYPART_SIBL
(20,12),(20,24),0.0205644 # DEPENDENCYPART_SIBL
(20,12),(20,25),0.0789032 # DEPENDENCYPART_SIBL
(20,12),(20,26),0.020191 # DEPENDENCYPART_SIBL
(20,12),(20,27),0.0232264 # DEPENDENCYPART_SIBL
(20,12),(20,28),0.0753731 # DEPENDENCYPART_SIBL
(20,12),(20,31),0.020578 # DEPENDENCYPART_SIBL
(20,12),(20,38),0.0217871 # DEPENDENCYPART_SIBL
(20,14),(20,15),0.137392 # DEPENDENCYPART_SIBL
(20,14),(20,16),0.146528 # DEPENDENCYPART_SIBL
(20,14),(20,17),0.152438 # DEPENDENCYPART_SIBL
(20,14),(20,18),0.256627 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.137384 # DEPENDENCYPART_SIBL
(20,14),(20,21),0.118152 # DEPENDENCYPART_SIBL
(20,14),(20,22),-0.0562355 # DEPENDENCYPART_SIBL
(20,14),(20,23),0.034012 # DEPENDENCYPART_SIBL
(20,14),(20,24),0.0496912 # DEPENDENCYPART_SIBL
(20,14),(20,25),0.0946398 # DEPENDENCYPART_SIBL
(20,14),(20,26),0.0493178 # DEPENDENCYPART_SIBL
(20,14),(20,27),0.0395333 # DEPENDENCYPART_SIBL
(20,14),(20,28),0.130132 # DEPENDENCYPART_SIBL
(20,14),(20,31),0.0497048 # DEPENDENCYPART_SIBL
(20,14),(20,38),0.0548225 # DEPENDENCYPART_SIBL
(20,15),(20,16),0.138199 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.14412 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.235211 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.115968 # DEPENDENCYPART_SIBL
(20,15),(20,21),0.0788217 # DEPENDENCYPART_SIBL
(20,15),(20,22),-0.0614394 # DEPENDENCYPART_SIBL
(20,15),(20,23),0.02152 # DEPENDENCYPART_SIBL
(20,15),(20,24),0.0487524 # DEPENDENCYPART_SIBL
(20,15),(20,25),0.0862086 # DEPENDENCYPART_SIBL
(20,15),(20,26),0.0483791 # DEPENDENCYPART_SIBL
(20,15),(20,27),0.0490754 # DEPENDENCYPART_SIBL
(20,15),(20,28),0.108843 # DEPENDENCYPART_SIBL
(20,15),(20,31),0.0487661 # DEPENDENCYPART_SIBL
(20,15),(20,38),0.0545876 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.0153336 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.112896 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.0649642 # DEPENDENCYPART_SIBL
(20,16),(20,21),0.0132817 # DEPENDENCYPART_SIBL
(20,16),(20,22),-0.0419988 # DEPENDENCYPART_SIBL
(20,16),(20,23),-0.026846 # DEPENDENCYPART_SIBL
(20,16),(20,24),0.0268726 # DEPENDENCYPART_SIBL
(20,16),(20,25),0.0323486 # DEPENDENCYPART_SIBL
(20,16),(20,26),0.0267069 # DEPENDENCYPART_SIBL
(20,16),(20,27),-0.0121625 # DEPENDENCYPART_SIBL
(20,16),(20,28),-0.0114496 # DEPENDENCYPART_SIBL
(20,16),(20,31),0.0268738 # DEPENDENCYPART_SIBL
(20,16),(20,38),-0.0281623 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.0898698 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.0417423 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.0491909 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.0452539 # DEPENDENCYPART_SIBL
(20,17),(20,23),-0.00395035 # DEPENDENCYPART_SIBL
(20,17),(20,24),-0.0364151 # DEPENDENCYPART_SIBL
(20,17),(20,25),0.00384963 # DEPENDENCYPART_SIBL
(20,17),(20,26),-0.0365807 # DEPENDENCYPART_SIBL
(20,17),(20,27),-0.000428307 # DEPENDENCYPART_SIBL
(20,17),(20,28),0.0246693 # DEPENDENCYPART_SIBL
(20,17),(20,31),-0.0364138 # DEPENDENCYPART_SIBL
(20,17),(20,38),-0.0625793 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.103079 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.121498 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.0407327 # DEPENDENCYPART_SIBL
(20,18),(20,23),0.0470458 # DEPENDENCYPART_SIBL
(20,18),(20,24),0.0672344 # DEPENDENCYPART_SIBL
(20,18),(20,25),0.103517 # DEPENDENCYPART_SIBL
(20,18),(20,26),0.066861 # DEPENDENCYPART_SIBL
(20,18),(20,27),0.0768449 # DEPENDENCYPART_SIBL
(20,18),(20,28),0.117081 # DEPENDENCYPART_SIBL
(20,18),(20,31),0.067248 # DEPENDENCYPART_SIBL
(20,18),(20,38),0.0676117 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.0865775 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.0598888 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.0230693 # DEPENDENCYPART_SIBL
(20,19),(20,24),0.0503031 # DEPENDENCYPART_SIBL
(20,19),(20,25),0.0877592 # DEPENDENCYPART_SIBL
(20,19),(20,26),0.0499297 # DEPENDENCYPART_SIBL
(20,19),(20,27),0.050626 # DEPENDENCYPART_SIBL
(20,19),(20,28),0.110394 # DEPENDENCYPART_SIBL
(20,19),(20,31),0.0503167 # DEPENDENCYPART_SIBL
(20,19),(20,38),0.0561382 # DEPENDENCYPART_SIBL
(20,21),(20,22),0.0669884 # DEPENDENCYPART_SIBL
(20,21),(20,23),0.467985 # DEPENDENCYPART_SIBL
(20,21),(20,24),0.382252 # DEPENDENCYPART_SIBL
(20,21),(20,25),0.449565 # DEPENDENCYPART_SIBL
(20,21),(20,26),0.380665 # DEPENDENCYPART_SIBL
(20,21),(20,27),0.362334 # DEPENDENCYPART_SIBL
(20,21),(20,28),0.475971 # DEPENDENCYPART_SIBL
(20,21),(20,31),0.378721 # DEPENDENCYPART_SIBL
(20,21),(20,38),0.00426558 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.0307666 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.0150207 # DEPENDENCYPART_SIBL
(20,22),(20,25),-0.0499935 # DEPENDENCYPART_SIBL
(20,22),(20,26),-0.0153215 # DEPENDENCYPART_SIBL
(20,22),(20,27),-0.0554745 # DEPENDENCYPART_SIBL
(20,22),(20,28),-0.0477848 # DEPENDENCYPART_SIBL
(20,22),(20,31),-0.0150273 # DEPENDENCYPART_SIBL
(20,22),(20,38),-0.0166049 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.0177488 # DEPENDENCYPART_SIBL
(20,23),(20,25),0.0834558 # DEPENDENCYPART_SIBL
(20,23),(20,26),-0.0180495 # DEPENDENCYPART_SIBL
(20,23),(20,27),-0.0404691 # DEPENDENCYPART_SIBL
(20,23),(20,28),-0.0225988 # DEPENDENCYPART_SIBL
(20,23),(20,31),-0.0177589 # DEPENDENCYPART_SIBL
(20,23),(20,38),0.0397262 # DEPENDENCYPART_SIBL
(20,24),(20,25),-0.035903 # DEPENDENCYPART_SIBL
(20,24),(20,26),-0.231085 # DEPENDENCYPART_SIBL
(20,24),(20,27),-0.0153505 # DEPENDENCYPART_SIBL
(20,24),(20,28),-0.0114051 # DEPENDENCYPART_SIBL
(20,24),(20,31),-0.231306 # DEPENDENCYPART_SIBL
(20,24),(20,38),0.0894562 # DEPENDENCYPART_SIBL
(20,25),(20,26),0.148531 # DEPENDENCYPART_SIBL
(20,25),(20,27),0.11181 # DEPENDENCYPART_SIBL
(20,25),(20,28),-0.0358096 # DEPENDENCYPART_SIBL
(20,25),(20,31),0.148729 # DEPENDENCYPART_SIBL
(20,25),(20,38),-0.175504 # DEPENDENCYPART_SIBL
(20,26),(20,27),-0.0148601 # DEPENDENCYPART_SIBL
(20,26),(20,28),-0.02344 # DEPENDENCYPART_SIBL
(20,26),(20,31),-0.231484 # DEPENDENCYPART_SIBL
(20,26),(20,38),0.0890418 # DEPENDENCYPART_SIBL
(20,27),(20,28),0.056018 # DEPENDENCYPART_SIBL
(20,27),(20,31),0.0612431 # DEPENDENCYPART_SIBL
(20,27),(20,38),0.0193702 # DEPENDENCYPART_SIBL
(20,28),(20,31),0.0124931 # DEPENDENCYPART_SIBL
(20,28),(20,38),0.0825885 # DEPENDENCYPART_SIBL
(20,31),(20,38),0.0980431 # DEPENDENCYPART_SIBL
(23,1),(23,4),-0.0122318 # DEPENDENCYPART_SIBL
(23,1),(23,5),-0.111987 # DEPENDENCYPART_SIBL
(23,1),(23,7),0.0587205 # DEPENDENCYPART_SIBL
(23,1),(23,8),-0.10809 # DEPENDENCYPART_SIBL
(23,1),(23,10),-0.111987 # DEPENDENCYPART_SIBL
(23,1),(23,12),0.0660004 # DEPENDENCYPART_SIBL
(23,1),(23,13),0.780198 # DEPENDENCYPART_SIBL
(23,1),(23,14),0.0234702 # DEPENDENCYPART_SIBL
(23,1),(23,15),0.024989 # DEPENDENCYPART_SIBL
(23,1),(23,16),-0.151502 # DEPENDENCYPART_SIBL
(23,1),(23,18),0.0190373 # DEPENDENCYPART_SIBL
(23,1),(23,19),0.0249868 # DEPENDENCYPART_SIBL
(23,1),(23,20),0.024989 # DEPENDENCYPART_SIBL
(23,1),(23,21),0.780198 # DEPENDENCYPART_SIBL
(23,1),(23,22),-0.146983 # DEPENDENCYPART_SIBL
(23,1),(23,24),-0.0271132 # DEPENDENCYPART_SIBL
(23,1),(23,25),0.0284401 # DEPENDENCYPART_SIBL
(23,1),(23,26),-0.0271139 # DEPENDENCYPART_SIBL
(23,1),(23,27),-0.0486235 # DEPENDENCYPART_SIBL
(23,1),(23,28),0.0136451 # DEPENDENCYPART_SIBL
(23,1),(23,31),-0.0137359 # DEPENDENCYPART_SIBL
(23,1),(23,32),-0.0534966 # DEPENDENCYPART_SIBL
(23,1),(23,34),-0.0214889 # DEPENDENCYPART_SIBL
(23,1),(23,35),-0.0325903 # DEPENDENCYPART_SIBL
(23,1),(23,38),0.0462648 # DEPENDENCYPART_SIBL
(23,4),(23,5),-0.109915 # DEPENDENCYPART_SIBL
(23,4),(23,7),-0.0355528 # DEPENDENCYPART_SIBL
(23,4),(23,8),-0.0892714 # DEPENDENCYPART_SIBL
(23,4),(23,10),-0.109915 # DEPENDENCYPART_SIBL
(23,4),(23,12),-0.00456094 # DEPENDENCYPART_SIBL
(23,4),(23,13),0.278973 # DEPENDENCYPART_SIBL
(23,4),(23,14),-0.0288713 # DEPENDENCYPART_SIBL
(23,4),(23,15),-0.0281519 # DEPENDENCYPART_SIBL
(23,4),(23,16),-0.150457 # DEPENDENCYPART_SIBL
(23,4),(23,18),-0.0314441 # DEPENDENCYPART_SIBL
(23,4),(23,19),-0.028153 # DEPENDENCYPART_SIBL
(23,4),(23,20),-0.0281519 # DEPENDENCYPART_SIBL
(23,4),(23,21),0.278973 # DEPENDENCYPART_SIBL
(23,4),(23,22),-0.147425 # DEPENDENCYPART_SIBL
(23,4),(23,24),0.040783 # DEPENDENCYPART_SIBL
(23,4),(23,25),-0.0228 # DEPENDENCYPART_SIBL
(23,4),(23,26),0.0407812 # DEPENDENCYPART_SIBL
(23,4),(23,27),-0.0212891 # DEPENDENCYPART_SIBL
(23,4),(23,28),-0.0334899 # DEPENDENCYPART_SIBL
(23,4),(23,31),0.0461408 # DEPENDENCYPART_SIBL
(23,4),(23,32),0.00280143 # DEPENDENCYPART_SIBL
(23,4),(23,34),-0.0583832 # DEPENDENCYPART_SIBL
(23,4),(23,35),-0.0675405 # DEPENDENCYPART_SIBL
(23,4),(23,38),0.0449574 # DEPENDENCYPART_SIBL
(23,5),(23,7),0.0131855 # DEPENDENCYPART_SIBL
(23,5),(23,8),-0.110656 # DEPENDENCYPART_SIBL
(23,5),(23,10),-0.0637572 # DEPENDENCYPART_SIBL
(23,5),(23,12),0.0309408 # DEPENDENCYPART_SIBL
(23,5),(23,13),0.24223 # DEPENDENCYPART_SIBL
(23,5),(23,14),-0.0183118 # DEPENDENCYPART_SIBL
(23,5),(23,15),-0.016795 # DEPENDENCYPART_SIBL
(23,5),(23,16),-0.161286 # DEPENDENCYPART_SIBL
(23,5),(23,18),-0.0241466 # DEPENDENCYPART_SIBL
(23,5),(23,19),-0.0167972 # DEPENDENCYPART_SIBL
(23,5),(23,20),-0.016795 # DEPENDENCYPART_SIBL
(23,5),(23,21),0.24223 # DEPENDENCYPART_SIBL
(23,5),(23,22),-0.16771 # DEPENDENCYPART_SIBL
(23,5),(23,24),-0.0389236 # DEPENDENCYPART_SIBL
(23,5),(23,25),0.0530202 # DEPENDENCYPART_SIBL
(23,5),(23,26),-0.0389243 # DEPENDENCYPART_SIBL
(23,5),(23,27),-0.0299427 # DEPENDENCYPART_SIBL
(23,5),(23,28),-0.0486534 # DEPENDENCYPART_SIBL
(23,5),(23,31),-0.0255462 # DEPENDENCYPART_SIBL
(23,5),(23,32),-0.127427 # DEPENDENCYPART_SIBL
(23,5),(23,34),-0.0740968 # DEPENDENCYPART_SIBL
(23,5),(23,35),-0.100745 # DEPENDENCYPART_SIBL
(23,5),(23,38),0.036086 # DEPENDENCYPART_SIBL
(23,7),(23,8),-0.252357 # DEPENDENCYPART_SIBL
(23,7),(23,10),0.00351473 # DEPENDENCYPART_SIBL
(23,7),(23,12),-0.443976 # DEPENDENCYPART_SIBL
(23,7),(23,13),-0.065847 # DEPENDENCYPART_SIBL
(23,7),(23,14),-0.467486 # DEPENDENCYPART_SIBL
(23,7),(23,15),-0.464815 # DEPENDENCYPART_SIBL
(23,7),(23,16),-0.280827 # DEPENDENCYPART_SIBL
(23,7),(23,18),-0.433309 # DEPENDENCYPART_SIBL
(23,7),(23,19),-0.464818 # DEPENDENCYPART_SIBL
(23,7),(23,20),-0.464815 # DEPENDENCYPART_SIBL
(23,7),(23,21),-0.065847 # DEPENDENCYPART_SIBL
(23,7),(23,22),-0.311184 # DEPENDENCYPART_SIBL
(23,7),(23,24),0.0198013 # DEPENDENCYPART_SIBL
(23,7),(23,25),-0.00724677 # DEPENDENCYPART_SIBL
(23,7),(23,26),0.0196888 # DEPENDENCYPART_SIBL
(23,7),(23,27),0.0407713 # DEPENDENCYPART_SIBL
(23,7),(23,28),0.0847548 # DEPENDENCYPART_SIBL
(23,7),(23,31),0.0244191 # DEPENDENCYPART_SIBL
(23,7),(23,32),0.0818364 # DEPENDENCYPART_SIBL
(23,7),(23,34),0.0230268 # DEPENDENCYPART_SIBL
(23,7),(23,35),0.00504309 # DEPENDENCYPART_SIBL
(23,7),(23,38),-0.00558881 # DEPENDENCYPART_SIBL
(23,8),(23,10),0.0489316 # DEPENDENCYPART_SIBL
(23,8),(23,12),0.0540538 # DEPENDENCYPART_SIBL
(23,8),(23,13),0.216307 # DEPENDENCYPART_SIBL
(23,8),(23,14),0.029368 # DEPENDENCYPART_SIBL
(23,8),(23,15),0.0301051 # DEPENDENCYPART_SIBL
(23,8),(23,16),-0.103508 # DEPENDENCYPART_SIBL
(23,8),(23,18),0.0250459 # DEPENDENCYPART_SIBL
(23,8),(23,19),0.0301036 # DEPENDENCYPART_SIBL
(23,8),(23,20),0.0301051 # DEPENDENCYPART_SIBL
(23,8),(23,21),0.216307 # DEPENDENCYPART_SIBL
(23,8),(23,22),-0.0949047 # DEPENDENCYPART_SIBL
(23,8),(23,24),-0.0280071 # DEPENDENCYPART_SIBL
(23,8),(23,25),-0.0541091 # DEPENDENCYPART_SIBL
(23,8),(23,26),-0.028009 # DEPENDENCYPART_SIBL
(23,8),(23,27),-0.0318055 # DEPENDENCYPART_SIBL
(23,8),(23,28),-0.0490677 # DEPENDENCYPART_SIBL
(23,8),(23,31),-0.0235129 # DEPENDENCYPART_SIBL
(23,8),(23,32),0.0182853 # DEPENDENCYPART_SIBL
(23,8),(23,34),-0.0558588 # DEPENDENCYPART_SIBL
(23,8),(23,35),-0.0719739 # DEPENDENCYPART_SIBL
(23,8),(23,38),0.0849155 # DEPENDENCYPART_SIBL
(23,10),(23,12),0.0309408 # DEPENDENCYPART_SIBL
(23,10),(23,13),0.24223 # DEPENDENCYPART_SIBL
(23,10),(23,14),-0.0183118 # DEPENDENCYPART_SIBL
(23,10),(23,15),-0.016795 # DEPENDENCYPART_SIBL
(23,10),(23,16),-0.161286 # DEPENDENCYPART_SIBL
(23,10),(23,18),-0.0241466 # DEPENDENCYPART_SIBL
(23,10),(23,19),-0.0167972 # DEPENDENCYPART_SIBL
(23,10),(23,20),-0.016795 # DEPENDENCYPART_SIBL
(23,10),(23,21),0.24223 # DEPENDENCYPART_SIBL
(23,10),(23,22),-0.16771 # DEPENDENCYPART_SIBL
(23,10),(23,24),-0.0389236 # DEPENDENCYPART_SIBL
(23,10),(23,25),0.0530202 # DEPENDENCYPART_SIBL
(23,10),(23,26),-0.0389243 # DEPENDENCYPART_SIBL
(23,10),(23,27),-0.0299427 # DEPENDENCYPART_SIBL
(23,10),(23,28),-0.0486534 # DEPENDENCYPART_SIBL
(23,10),(23,31),-0.0255462 # DEPENDENCYPART_SIBL
(23,10),(23,32),-0.127427 # DEPENDENCYPART_SIBL
(23,10),(23,34),-0.0740968 # DEPENDENCYPART_SIBL
(23,10),(23,35),-0.100745 # DEPENDENCYPART_SIBL
(23,10),(23,38),0.036086 # DEPENDENCYPART_SIBL
(23,12),(23,13),-0.000885306 # DEPENDENCYPART_SIBL
(23,12),(23,14),-0.414261 # DEPENDENCYPART_SIBL
(23,12),(23,15),-0.411591 # DEPENDENCYPART_SIBL
(23,12),(23,16),-0.268554 # DEPENDENCYPART_SIBL
(23,12),(23,18),-0.380085 # DEPENDENCYPART_SIBL
(23,12),(23,19),-0.411594 # DEPENDENCYPART_SIBL
(23,12),(23,20),-0.411591 # DEPENDENCYPART_SIBL
(23,12),(23,21),-0.000885306 # DEPENDENCYPART_SIBL
(23,12),(23,22),-0.298908 # DEPENDENCYPART_SIBL
(23,12),(23,24),-0.00431141 # DEPENDENCYPART_SIBL
(23,12),(23,25),0.0489796 # DEPENDENCYPART_SIBL
(23,12),(23,26),-0.0044239 # DEPENDENCYPART_SIBL
(23,12),(23,27),0.00934868 # DEPENDENCYPART_SIBL
(23,12),(23,28),0.0306848 # DEPENDENCYPART_SIBL
(23,12),(23,31),0.000329119 # DEPENDENCYPART_SIBL
(23,12),(23,32),0.0380505 # DEPENDENCYPART_SIBL
(23,12),(23,34),-0.0355535 # DEPENDENCYPART_SIBL
(23,12),(23,35),-0.0548308 # DEPENDENCYPART_SIBL
(23,12),(23,38),0.0257128 # DEPENDENCYPART_SIBL
(23,13),(23,14),0.0366757 # DEPENDENCYPART_SIBL
(23,13),(23,15),0.0404292 # DEPENDENCYPART_SIBL
(23,13),(23,16),-0.167989 # DEPENDENCYPART_SIBL
(23,13),(23,18),0.0284139 # DEPENDENCYPART_SIBL
(23,13),(23,19),0.0404264 # DEPENDENCYPART_SIBL
(23,13),(23,20),0.0404292 # DEPENDENCYPART_SIBL
(23,13),(23,21),-0.0111269 # DEPENDENCYPART_SIBL
(23,13),(23,22),-0.298941 # DEPENDENCYPART_SIBL
(23,13),(23,24),0.0246974 # DEPENDENCYPART_SIBL
(23,13),(23,25),-0.0518577 # DEPENDENCYPART_SIBL
(23,13),(23,26),0.0246527 # DEPENDENCYPART_SIBL
(23,13),(23,27),-0.00634431 # DEPENDENCYPART_SIBL
(23,13),(23,28),0.0291128 # DEPENDENCYPART_SIBL
(23,13),(23,31),0.0388958 # DEPENDENCYPART_SIBL
(23,13),(23,32),0.0219208 # DEPENDENCYPART_SIBL
(23,13),(23,34),-0.0225502 # DEPENDENCYPART_SIBL
(23,13),(23,35),-0.0777808 # DEPENDENCYPART_SIBL
(23,13),(23,38),0.0791507 # DEPENDENCYPART_SIBL
(23,14),(23,15),-0.453386 # DEPENDENCYPART_SIBL
(23,14),(23,16),-0.282962 # DEPENDENCYPART_SIBL
(23,14),(23,18),-0.42188 # DEPENDENCYPART_SIBL
(23,14),(23,19),-0.453389 # DEPENDENCYPART_SIBL
(23,14),(23,20),-0.453386 # DEPENDENCYPART_SIBL
(23,14),(23,21),-0.0430967 # DEPENDENCYPART_SIBL
(23,14),(23,22),-0.313316 # DEPENDENCYPART_SIBL
(23,14),(23,24),-0.0143333 # DEPENDENCYPART_SIBL
(23,14),(23,25),0.00801117 # DEPENDENCYPART_SIBL
(23,14),(23,26),-0.0144458 # DEPENDENCYPART_SIBL
(23,14),(23,27),-0.0111041 # DEPENDENCYPART_SIBL
