# _root_ `` It 's a problem that clearly has to be resolved , '' said David Cooke , executive director of the RTC .
#goldHeads=14,3,14,5,3,8,8,5,8,9,10,14,14,0,16,14,16,19,16,19,22,20,14,
#predictedHeads=14,3,14,5,3,8,8,5,8,9,10,14,14,0,16,14,16,19,16,19,22,20,14,
(7,5),(5,2),-0.844662 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.866481 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.515946 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.641858 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.62201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.754019 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.853312 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.692094 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.944425 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.915051 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.857244 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-1.19101 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-1.14062 # DEPENDENCYPART_GRANDPAR
(7,5),(5,19),-1.32278 # DEPENDENCYPART_GRANDPAR
(7,5),(5,20),-1.1627 # DEPENDENCYPART_GRANDPAR
(7,5),(5,22),-1.44621 # DEPENDENCYPART_GRANDPAR
(7,5),(5,23),-1.39718 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.515393 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-1.02445 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.58394 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.773933 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.901985 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.836604 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.856271 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-1.15025 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-1.26404 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-1.15631 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-1.11504 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-1.10505 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.833345 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.09685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.425409 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.460385 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.0817335 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.340709 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.468741 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.345559 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.620616 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.536903 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.77227 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),-0.857776 # DEPENDENCYPART_GRANDPAR
(7,8),(8,22),-0.874127 # DEPENDENCYPART_GRANDPAR
(7,8),(8,23),-0.981162 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.902118 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.18595 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.244539 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.307132 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.183435 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.277086 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.337447 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.390548 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.545961 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.631785 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.690561 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.24693 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.632396 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.163022 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.120475 # DEPENDENCYPART_GRANDPAR
(8,2),(2,9),0.349211 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.47241 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.337953 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.404536 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.350759 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.0391578 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.0794098 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.04227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),0.0613631 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-0.250456 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.648657 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-0.881376 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),-0.542316 # DEPENDENCYPART_GRANDPAR
(8,3),(3,14),-0.546601 # DEPENDENCYPART_GRANDPAR
(8,3),(3,16),-0.983431 # DEPENDENCYPART_GRANDPAR
(8,3),(3,17),-1.12243 # DEPENDENCYPART_GRANDPAR
(8,3),(3,19),-0.996024 # DEPENDENCYPART_GRANDPAR
(8,3),(3,20),-0.975077 # DEPENDENCYPART_GRANDPAR
(8,3),(3,23),-0.901806 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.00233944 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.303613 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.1705 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,1),-0.482859 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.461181 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.437314 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.396775 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.445571 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.0419025 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.08616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),0.147039 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.63975 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-1.04275 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.561366 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-0.552312 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-1.1008 # DEPENDENCYPART_GRANDPAR
(8,5),(5,17),-1.2838 # DEPENDENCYPART_GRANDPAR
(8,5),(5,19),-1.15395 # DEPENDENCYPART_GRANDPAR
(8,5),(5,20),-0.822908 # DEPENDENCYPART_GRANDPAR
(8,5),(5,22),-1.30075 # DEPENDENCYPART_GRANDPAR
(8,5),(5,23),-0.933481 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.0797601 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.599447 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.240419 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.19519 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.0645014 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.981882 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.643305 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.414463 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.412929 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.10516 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),0.0460931 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.183949 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.481118 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.406242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.322549 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.216258 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.340436 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.343127 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.223134 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.416687 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.631511 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.785512 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.654236 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.0140525 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.403013 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.0434367 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.467768 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.401389 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.191458 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.573254 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.708822 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.702181 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.816942 # DEPENDENCYPART_GRANDPAR
(8,10),(10,23),-0.780759 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.555742 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.367211 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.409296 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),0.347643 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.317347 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.723281 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.111471 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.00332627 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.14977 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.102793 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),0.0441708 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.432282 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.299185 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.390824 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.247309 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.450916 # DEPENDENCYPART_GRANDPAR
(8,11),(11,22),-0.501726 # DEPENDENCYPART_GRANDPAR
(8,11),(11,23),-0.601222 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.44551 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.427548 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-0.591102 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-0.731227 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-0.50086 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.507082 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-0.0397053 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.2968 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.777813 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),0.13702 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),-0.00743713 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.475059 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.668012 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.455796 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.748998 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.608094 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.68701 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.718982 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.655445 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.516623 # DEPENDENCYPART_GRANDPAR
(8,14),(14,22),-0.810746 # DEPENDENCYPART_GRANDPAR
(8,14),(14,23),-0.802622 # DEPENDENCYPART_GRANDPAR
(8,16),(16,1),-0.885903 # DEPENDENCYPART_GRANDPAR
(8,16),(16,3),-0.71711 # DEPENDENCYPART_GRANDPAR
(8,16),(16,5),-0.836106 # DEPENDENCYPART_GRANDPAR
(8,16),(16,6),-0.330265 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),-0.598182 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-0.452762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,9),0.371296 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),-0.194287 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),-0.122999 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.0348798 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),0.155585 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.474496 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.700177 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.778587 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.533341 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.65043 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),-0.953269 # DEPENDENCYPART_GRANDPAR
(8,16),(16,22),-0.706339 # DEPENDENCYPART_GRANDPAR
(8,16),(16,23),-0.720764 # DEPENDENCYPART_GRANDPAR
(8,19),(19,1),-0.771649 # DEPENDENCYPART_GRANDPAR
(8,19),(19,4),-0.952468 # DEPENDENCYPART_GRANDPAR
(8,19),(19,5),-0.723357 # DEPENDENCYPART_GRANDPAR
(8,19),(19,9),0.44354 # DEPENDENCYPART_GRANDPAR
(8,19),(19,11),-0.199436 # DEPENDENCYPART_GRANDPAR
(8,19),(19,12),-0.132817 # DEPENDENCYPART_GRANDPAR
(8,19),(19,13),-0.15654 # DEPENDENCYPART_GRANDPAR
(8,19),(19,15),-0.562725 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),-0.420954 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.37387 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.622539 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.49542 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),-0.918566 # DEPENDENCYPART_GRANDPAR
(8,19),(19,22),-0.706878 # DEPENDENCYPART_GRANDPAR
(8,19),(19,23),-0.758461 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),-0.852408 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),-1.10694 # DEPENDENCYPART_GRANDPAR
(8,20),(20,22),-0.772692 # DEPENDENCYPART_GRANDPAR
(8,22),(22,18),-0.592463 # DEPENDENCYPART_GRANDPAR
(8,22),(22,21),-0.80316 # DEPENDENCYPART_GRANDPAR
(8,22),(22,23),-0.719043 # DEPENDENCYPART_GRANDPAR
(8,23),(23,22),-0.968568 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),0.112045 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.48366 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.203534 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.157359 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.04742 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,12),-0.613985 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.727671 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.243039 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.228177 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.111 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.00678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,1),-0.546129 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.203758 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.175503 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.197221 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.217794 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.163826 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.21398 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.03929 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.158297 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.098338 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.566502 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.765255 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.72102 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-1.0038 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.627531 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-0.493534 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),-1.25275 # DEPENDENCYPART_GRANDPAR
(9,8),(8,22),-1.24372 # DEPENDENCYPART_GRANDPAR
(9,8),(8,23),-1.2398 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.724353 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.465478 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),0.582302 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.279892 # DEPENDENCYPART_GRANDPAR
(9,10),(10,11),0.861278 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.0938516 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.0557668 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),0.015594 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.163804 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),0.0328221 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),0.248082 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.627299 # DEPENDENCYPART_GRANDPAR
(9,10),(10,23),-0.713574 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.951594 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.405066 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.725882 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),0.183833 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.646607 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.583815 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.705322 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.371768 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.302224 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.38164 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.403627 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.814767 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.573808 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.363253 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.116821 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.923034 # DEPENDENCYPART_GRANDPAR
(9,11),(11,22),-0.814387 # DEPENDENCYPART_GRANDPAR
(9,11),(11,23),-1.01621 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.400499 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.394899 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-0.917492 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-0.74171 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-0.427018 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.701782 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),0.0761865 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.584336 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.604421 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.762467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.294155 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.328576 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.383227 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.509548 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.920142 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.671296 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.31844 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.712868 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.137221 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.90011 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.911986 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-1.01019 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),-0.952544 # DEPENDENCYPART_GRANDPAR
(9,16),(16,3),-0.419858 # DEPENDENCYPART_GRANDPAR
(9,16),(16,5),-0.786795 # DEPENDENCYPART_GRANDPAR
(9,16),(16,6),0.0375189 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-0.623001 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-0.599463 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-0.552492 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,11),0.580471 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),-0.00381014 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.217618 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.111752 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.433962 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.141678 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.69972 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),0.070997 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.815074 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-0.728295 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),-0.623023 # DEPENDENCYPART_GRANDPAR
(9,16),(16,23),-0.834492 # DEPENDENCYPART_GRANDPAR
(9,19),(19,1),-1.04488 # DEPENDENCYPART_GRANDPAR
(9,19),(19,4),-0.870645 # DEPENDENCYPART_GRANDPAR
(9,19),(19,5),-0.886548 # DEPENDENCYPART_GRANDPAR
(9,19),(19,9),-0.639419 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,19),(19,11),0.549711 # DEPENDENCYPART_GRANDPAR
(9,19),(19,12),-0.0511831 # DEPENDENCYPART_GRANDPAR
(9,19),(19,13),-0.267073 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),-0.631399 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),-0.407015 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.112213 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.376637 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.705195 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.649111 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),-0.69162 # DEPENDENCYPART_GRANDPAR
(9,19),(19,23),-0.785233 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.49593 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.28236 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.319833 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.333629 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.322345 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.299399 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),0.164351 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.126393 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.266453 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.23083 # DEPENDENCYPART_GRANDPAR
(10,5),(5,11),-0.125828 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),-0.750223 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.562322 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-0.834346 # DEPENDENCYPART_GRANDPAR
(10,5),(5,16),-0.943015 # DEPENDENCYPART_GRANDPAR
(10,5),(5,17),-0.907991 # DEPENDENCYPART_GRANDPAR
(10,5),(5,19),-1.06486 # DEPENDENCYPART_GRANDPAR
(10,5),(5,20),-0.808636 # DEPENDENCYPART_GRANDPAR
(10,5),(5,22),-1.21603 # DEPENDENCYPART_GRANDPAR
(10,5),(5,23),-1.41778 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.134879 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.561522 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.110789 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.50212 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.201066 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.629789 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.821007 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.173647 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.515434 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.361991 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.134821 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.697369 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.62537 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.673147 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),0.36311 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.523779 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.715427 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.380603 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.12592 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.102225 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.141103 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.286623 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.0624563 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.146731 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.055543 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.28381 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.35435 # DEPENDENCYPART_GRANDPAR
(10,11),(11,22),-0.420398 # DEPENDENCYPART_GRANDPAR
