# _root_ Among those sighing with relief was John H. Gutfreund , chairman of Salomon Brothers , who took to the firm 's trading floor to monitor yesterday 's events .
#goldHeads=6,1,2,3,4,0,9,9,6,9,9,11,14,12,9,17,9,17,20,23,20,23,18,17,24,28,26,25,6,
#predictedHeads=6,1,2,3,4,0,9,9,6,9,9,11,14,12,9,17,9,17,20,23,20,23,18,17,24,28,26,25,6,
(17,13),(17,24),-0.0167375 # DEPENDENCYPART_SIBL
(17,13),(17,25),-0.00300338 # DEPENDENCYPART_SIBL
(17,13),(17,26),0.100793 # DEPENDENCYPART_SIBL
(17,13),(17,27),0.0369738 # DEPENDENCYPART_SIBL
(17,13),(17,28),0.0136946 # DEPENDENCYPART_SIBL
(17,13),(17,29),0.0632258 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.0642584 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.319894 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.130925 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.129664 # DEPENDENCYPART_SIBL
(17,14),(17,20),0.00441003 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.0383194 # DEPENDENCYPART_SIBL
(17,14),(17,22),0.0242458 # DEPENDENCYPART_SIBL
(17,14),(17,23),0.0143541 # DEPENDENCYPART_SIBL
(17,14),(17,24),-0.130925 # DEPENDENCYPART_SIBL
(17,14),(17,25),-0.0691981 # DEPENDENCYPART_SIBL
(17,14),(17,26),0.0541815 # DEPENDENCYPART_SIBL
(17,14),(17,27),-0.0383194 # DEPENDENCYPART_SIBL
(17,14),(17,28),-0.0533369 # DEPENDENCYPART_SIBL
(17,14),(17,29),-0.0297117 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.313891 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.036392 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0286374 # DEPENDENCYPART_SIBL
(17,15),(17,20),0.0290072 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.208766 # DEPENDENCYPART_SIBL
(17,15),(17,22),-0.013588 # DEPENDENCYPART_SIBL
(17,15),(17,23),0.0468154 # DEPENDENCYPART_SIBL
(17,15),(17,24),0.036392 # DEPENDENCYPART_SIBL
(17,15),(17,25),-0.0608377 # DEPENDENCYPART_SIBL
(17,15),(17,26),-0.0364111 # DEPENDENCYPART_SIBL
(17,15),(17,27),-0.208766 # DEPENDENCYPART_SIBL
(17,15),(17,28),0.0520582 # DEPENDENCYPART_SIBL
(17,15),(17,29),0.140932 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0588031 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.0302969 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.265725 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.00341775 # DEPENDENCYPART_SIBL
(17,16),(17,22),0.25562 # DEPENDENCYPART_SIBL
(17,16),(17,23),0.280209 # DEPENDENCYPART_SIBL
(17,16),(17,24),0.0588031 # DEPENDENCYPART_SIBL
(17,16),(17,25),0.0526939 # DEPENDENCYPART_SIBL
(17,16),(17,26),0.284798 # DEPENDENCYPART_SIBL
(17,16),(17,27),0.00341775 # DEPENDENCYPART_SIBL
(17,16),(17,28),0.260175 # DEPENDENCYPART_SIBL
(17,16),(17,29),-0.429973 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.129099 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.114495 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.127147 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.133174 # DEPENDENCYPART_SIBL
(17,18),(17,23),-0.0993739 # DEPENDENCYPART_SIBL
(17,18),(17,24),-0.517097 # DEPENDENCYPART_SIBL
(17,18),(17,25),-0.208108 # DEPENDENCYPART_SIBL
(17,18),(17,26),0.168276 # DEPENDENCYPART_SIBL
(17,18),(17,27),-0.127147 # DEPENDENCYPART_SIBL
(17,18),(17,28),-0.216075 # DEPENDENCYPART_SIBL
(17,18),(17,29),0.0537589 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.248578 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.0470204 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.27169 # DEPENDENCYPART_SIBL
(17,19),(17,23),-0.232966 # DEPENDENCYPART_SIBL
(17,19),(17,24),-0.155579 # DEPENDENCYPART_SIBL
(17,19),(17,25),-0.0978632 # DEPENDENCYPART_SIBL
(17,19),(17,26),-0.0996669 # DEPENDENCYPART_SIBL
(17,19),(17,27),-0.0470204 # DEPENDENCYPART_SIBL
(17,19),(17,28),-0.121341 # DEPENDENCYPART_SIBL
(17,19),(17,29),-0.21449 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.00705395 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.234507 # DEPENDENCYPART_SIBL
(17,20),(17,23),-0.181767 # DEPENDENCYPART_SIBL
(17,20),(17,24),-0.0318086 # DEPENDENCYPART_SIBL
(17,20),(17,25),-0.0603868 # DEPENDENCYPART_SIBL
(17,20),(17,26),0.0230358 # DEPENDENCYPART_SIBL
(17,20),(17,27),-0.00705395 # DEPENDENCYPART_SIBL
(17,20),(17,28),-0.341849 # DEPENDENCYPART_SIBL
(17,20),(17,29),-0.0240449 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.342471 # DEPENDENCYPART_SIBL
(17,21),(17,23),-0.30506 # DEPENDENCYPART_SIBL
(17,21),(17,24),-0.168273 # DEPENDENCYPART_SIBL
(17,21),(17,25),-0.0888099 # DEPENDENCYPART_SIBL
(17,21),(17,26),-0.187526 # DEPENDENCYPART_SIBL
(17,21),(17,27),-0.179255 # DEPENDENCYPART_SIBL
(17,21),(17,28),-0.246543 # DEPENDENCYPART_SIBL
(17,21),(17,29),-0.106421 # DEPENDENCYPART_SIBL
(17,22),(17,23),-0.166507 # DEPENDENCYPART_SIBL
(17,22),(17,24),-0.06464 # DEPENDENCYPART_SIBL
(17,22),(17,25),-0.0939877 # DEPENDENCYPART_SIBL
(17,22),(17,26),0.0405178 # DEPENDENCYPART_SIBL
(17,22),(17,27),-0.0361282 # DEPENDENCYPART_SIBL
(17,22),(17,28),-0.372508 # DEPENDENCYPART_SIBL
(17,22),(17,29),-0.0716382 # DEPENDENCYPART_SIBL
(17,23),(17,24),0.00258421 # DEPENDENCYPART_SIBL
(17,23),(17,25),-0.0395544 # DEPENDENCYPART_SIBL
(17,23),(17,26),0.0597293 # DEPENDENCYPART_SIBL
(17,23),(17,27),0.022185 # DEPENDENCYPART_SIBL
(17,23),(17,28),-0.313618 # DEPENDENCYPART_SIBL
(17,23),(17,29),0.0234377 # DEPENDENCYPART_SIBL
(17,24),(17,25),-0.208108 # DEPENDENCYPART_SIBL
(17,24),(17,26),0.168276 # DEPENDENCYPART_SIBL
(17,24),(17,27),-0.127147 # DEPENDENCYPART_SIBL
(17,24),(17,28),-0.216075 # DEPENDENCYPART_SIBL
(17,24),(17,29),0.0537589 # DEPENDENCYPART_SIBL
(17,25),(17,26),-0.253345 # DEPENDENCYPART_SIBL
(17,25),(17,27),-0.0694382 # DEPENDENCYPART_SIBL
(17,25),(17,28),-0.247716 # DEPENDENCYPART_SIBL
(17,25),(17,29),-0.0204186 # DEPENDENCYPART_SIBL
(17,26),(17,27),0.0512429 # DEPENDENCYPART_SIBL
(17,26),(17,28),-0.260096 # DEPENDENCYPART_SIBL
(17,26),(17,29),0.0989984 # DEPENDENCYPART_SIBL
(17,27),(17,28),-0.246543 # DEPENDENCYPART_SIBL
(17,27),(17,29),-0.106421 # DEPENDENCYPART_SIBL
(17,28),(17,29),0.0437852 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0902547 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0105986 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.107111 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.0162664 # DEPENDENCYPART_SIBL
(18,16),(18,23),-0.0113687 # DEPENDENCYPART_SIBL
(18,16),(18,24),-0.0724579 # DEPENDENCYPART_SIBL
(18,16),(18,25),-0.0380116 # DEPENDENCYPART_SIBL
(18,16),(18,26),-0.0219168 # DEPENDENCYPART_SIBL
(18,16),(18,28),0.0270432 # DEPENDENCYPART_SIBL
(18,16),(18,29),-0.40687 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.385189 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.0499665 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.386796 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.383873 # DEPENDENCYPART_SIBL
(18,19),(18,24),0.0461625 # DEPENDENCYPART_SIBL
(18,19),(18,25),-0.135507 # DEPENDENCYPART_SIBL
(18,19),(18,26),-0.390895 # DEPENDENCYPART_SIBL
(18,19),(18,28),-0.31489 # DEPENDENCYPART_SIBL
(18,19),(18,29),-0.167156 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.23972 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.768773 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.752818 # DEPENDENCYPART_SIBL
(18,20),(18,24),-0.0336951 # DEPENDENCYPART_SIBL
(18,20),(18,25),-0.351927 # DEPENDENCYPART_SIBL
(18,20),(18,26),-0.699331 # DEPENDENCYPART_SIBL
(18,20),(18,28),-0.748681 # DEPENDENCYPART_SIBL
(18,20),(18,29),-0.277213 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.422774 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.421165 # DEPENDENCYPART_SIBL
(18,21),(18,24),0.133114 # DEPENDENCYPART_SIBL
(18,21),(18,25),-0.0696081 # DEPENDENCYPART_SIBL
(18,21),(18,26),-0.435778 # DEPENDENCYPART_SIBL
(18,21),(18,28),-0.370877 # DEPENDENCYPART_SIBL
(18,21),(18,29),-0.0756603 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.71141 # DEPENDENCYPART_SIBL
(18,22),(18,24),-0.0409703 # DEPENDENCYPART_SIBL
(18,22),(18,25),-0.353293 # DEPENDENCYPART_SIBL
(18,22),(18,26),-0.656817 # DEPENDENCYPART_SIBL
(18,22),(18,28),-0.74771 # DEPENDENCYPART_SIBL
(18,22),(18,29),-0.253157 # DEPENDENCYPART_SIBL
(18,23),(18,24),-0.0234161 # DEPENDENCYPART_SIBL
(18,23),(18,25),-0.357497 # DEPENDENCYPART_SIBL
(18,23),(18,26),-0.691578 # DEPENDENCYPART_SIBL
(18,23),(18,28),-0.746852 # DEPENDENCYPART_SIBL
(18,23),(18,29),-0.256674 # DEPENDENCYPART_SIBL
(18,24),(18,25),-0.174387 # DEPENDENCYPART_SIBL
(18,24),(18,26),-0.251517 # DEPENDENCYPART_SIBL
(18,24),(18,28),-0.340337 # DEPENDENCYPART_SIBL
(18,24),(18,29),-0.0154096 # DEPENDENCYPART_SIBL
(18,25),(18,26),-0.737141 # DEPENDENCYPART_SIBL
(18,25),(18,28),-0.684941 # DEPENDENCYPART_SIBL
(18,25),(18,29),-0.134997 # DEPENDENCYPART_SIBL
(18,26),(18,28),-0.744374 # DEPENDENCYPART_SIBL
(18,26),(18,29),-0.251547 # DEPENDENCYPART_SIBL
(18,28),(18,29),-0.110472 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.0432362 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.535449 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.110738 # DEPENDENCYPART_SIBL
(20,16),(20,22),-0.026728 # DEPENDENCYPART_SIBL
(20,16),(20,23),-0.0243097 # DEPENDENCYPART_SIBL
(20,16),(20,24),-0.0530817 # DEPENDENCYPART_SIBL
(20,16),(20,27),-0.110738 # DEPENDENCYPART_SIBL
(20,16),(20,28),0.0131532 # DEPENDENCYPART_SIBL
(20,16),(20,29),-0.368318 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.354837 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0671464 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.0338443 # DEPENDENCYPART_SIBL
(20,18),(20,23),-0.0309028 # DEPENDENCYPART_SIBL
(20,18),(20,24),-0.0345557 # DEPENDENCYPART_SIBL
(20,18),(20,27),-0.0671464 # DEPENDENCYPART_SIBL
(20,18),(20,28),-0.00155725 # DEPENDENCYPART_SIBL
(20,18),(20,29),0.0519966 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.482392 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.0198867 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.0259126 # DEPENDENCYPART_SIBL
(20,19),(20,24),-0.087113 # DEPENDENCYPART_SIBL
(20,19),(20,27),0.482392 # DEPENDENCYPART_SIBL
(20,19),(20,28),-0.0542407 # DEPENDENCYPART_SIBL
(20,19),(20,29),-0.108885 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.17112 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.166299 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.125178 # DEPENDENCYPART_SIBL
(20,21),(20,27),-0.282269 # DEPENDENCYPART_SIBL
(20,21),(20,28),-0.129911 # DEPENDENCYPART_SIBL
(20,21),(20,29),-0.193242 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.0494343 # DEPENDENCYPART_SIBL
(20,22),(20,24),0.00139991 # DEPENDENCYPART_SIBL
(20,22),(20,27),-0.0550507 # DEPENDENCYPART_SIBL
(20,22),(20,28),-0.118172 # DEPENDENCYPART_SIBL
(20,22),(20,29),0.0274484 # DEPENDENCYPART_SIBL
(20,23),(20,24),0.00299032 # DEPENDENCYPART_SIBL
(20,23),(20,27),-0.0708331 # DEPENDENCYPART_SIBL
(20,23),(20,28),-0.133377 # DEPENDENCYPART_SIBL
(20,23),(20,29),-0.00887042 # DEPENDENCYPART_SIBL
(20,24),(20,27),-0.0913679 # DEPENDENCYPART_SIBL
(20,24),(20,28),0.0697813 # DEPENDENCYPART_SIBL
(20,24),(20,29),0.0254297 # DEPENDENCYPART_SIBL
(20,27),(20,28),-0.129911 # DEPENDENCYPART_SIBL
(20,27),(20,29),-0.193242 # DEPENDENCYPART_SIBL
(20,28),(20,29),-0.036985 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.0644725 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.112763 # DEPENDENCYPART_SIBL
(22,19),(22,24),-0.187229 # DEPENDENCYPART_SIBL
(22,19),(22,27),0.429987 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.00799938 # DEPENDENCYPART_SIBL
(22,20),(22,24),-0.0970986 # DEPENDENCYPART_SIBL
(22,20),(22,27),0.173478 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.00335505 # DEPENDENCYPART_SIBL
(22,21),(22,27),-0.0183964 # DEPENDENCYPART_SIBL
(22,24),(22,27),-0.088669 # DEPENDENCYPART_SIBL
(23,16),(23,18),-0.0432307 # DEPENDENCYPART_SIBL
(23,16),(23,19),-0.493625 # DEPENDENCYPART_SIBL
(23,16),(23,20),-0.147937 # DEPENDENCYPART_SIBL
(23,16),(23,21),-0.0754291 # DEPENDENCYPART_SIBL
(23,16),(23,22),-0.089765 # DEPENDENCYPART_SIBL
(23,16),(23,24),-0.0547652 # DEPENDENCYPART_SIBL
(23,16),(23,25),-0.0324554 # DEPENDENCYPART_SIBL
(23,16),(23,26),-0.0189063 # DEPENDENCYPART_SIBL
(23,16),(23,27),-0.111198 # DEPENDENCYPART_SIBL
(23,16),(23,28),0.0194709 # DEPENDENCYPART_SIBL
(23,16),(23,29),-0.359575 # DEPENDENCYPART_SIBL
(23,18),(23,19),-0.313013 # DEPENDENCYPART_SIBL
(23,18),(23,20),-0.1159 # DEPENDENCYPART_SIBL
(23,18),(23,21),-0.0506309 # DEPENDENCYPART_SIBL
(23,18),(23,22),-0.0707247 # DEPENDENCYPART_SIBL
(23,18),(23,24),-0.0362383 # DEPENDENCYPART_SIBL
(23,18),(23,25),-0.00476367 # DEPENDENCYPART_SIBL
(23,18),(23,26),-0.0262908 # DEPENDENCYPART_SIBL
(23,18),(23,27),-0.0676055 # DEPENDENCYPART_SIBL
(23,18),(23,28),0.00476131 # DEPENDENCYPART_SIBL
(23,18),(23,29),0.0607406 # DEPENDENCYPART_SIBL
(23,19),(23,20),0.314973 # DEPENDENCYPART_SIBL
(23,19),(23,21),0.0214945 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.46241 # DEPENDENCYPART_SIBL
(23,19),(23,24),-0.14057 # DEPENDENCYPART_SIBL
(23,19),(23,25),-0.00917894 # DEPENDENCYPART_SIBL
(23,19),(23,26),0.0401242 # DEPENDENCYPART_SIBL
(23,19),(23,27),0.423547 # DEPENDENCYPART_SIBL
(23,19),(23,28),-0.101649 # DEPENDENCYPART_SIBL
(23,19),(23,29),-0.152832 # DEPENDENCYPART_SIBL
(23,20),(23,21),-0.000472264 # DEPENDENCYPART_SIBL
(23,20),(23,22),-0.00558034 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.0232532 # DEPENDENCYPART_SIBL
(23,20),(23,25),0.0385235 # DEPENDENCYPART_SIBL
(23,20),(23,26),0.0580067 # DEPENDENCYPART_SIBL
(23,20),(23,27),0.186885 # DEPENDENCYPART_SIBL
(23,20),(23,28),0.0550291 # DEPENDENCYPART_SIBL
(23,20),(23,29),0.0706924 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.137999 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.044301 # DEPENDENCYPART_SIBL
(23,21),(23,25),0.00201123 # DEPENDENCYPART_SIBL
(23,21),(23,26),-0.0365445 # DEPENDENCYPART_SIBL
(23,21),(23,27),-0.0178168 # DEPENDENCYPART_SIBL
(23,21),(23,28),-0.0200547 # DEPENDENCYPART_SIBL
(23,21),(23,29),0.21096 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.026759 # DEPENDENCYPART_SIBL
(23,22),(23,25),0.0516155 # DEPENDENCYPART_SIBL
(23,22),(23,26),0.00660089 # DEPENDENCYPART_SIBL
(23,22),(23,27),0.191087 # DEPENDENCYPART_SIBL
(23,22),(23,28),0.0562585 # DEPENDENCYPART_SIBL
(23,22),(23,29),-0.0111924 # DEPENDENCYPART_SIBL
(23,24),(23,25),0.0284053 # DEPENDENCYPART_SIBL
(23,24),(23,26),0.190842 # DEPENDENCYPART_SIBL
(23,24),(23,27),-0.105713 # DEPENDENCYPART_SIBL
(23,24),(23,28),0.0546058 # DEPENDENCYPART_SIBL
(23,24),(23,29),0.0252494 # DEPENDENCYPART_SIBL
(23,25),(23,26),-0.110447 # DEPENDENCYPART_SIBL
(23,25),(23,27),-0.0516778 # DEPENDENCYPART_SIBL
(23,25),(23,28),-0.0325399 # DEPENDENCYPART_SIBL
(23,25),(23,29),-0.0173994 # DEPENDENCYPART_SIBL
(23,26),(23,27),-0.0559798 # DEPENDENCYPART_SIBL
(23,26),(23,28),-0.106136 # DEPENDENCYPART_SIBL
(23,26),(23,29),0.0300105 # DEPENDENCYPART_SIBL
(23,27),(23,28),-0.113679 # DEPENDENCYPART_SIBL
(23,27),(23,29),-0.162101 # DEPENDENCYPART_SIBL
(23,28),(23,29),-0.0162259 # DEPENDENCYPART_SIBL
(24,20),(24,22),-0.264146 # DEPENDENCYPART_SIBL
(24,20),(24,23),-0.236461 # DEPENDENCYPART_SIBL
(24,20),(24,25),0.119885 # DEPENDENCYPART_SIBL
(24,20),(24,26),0.0746763 # DEPENDENCYPART_SIBL
(24,20),(24,27),0.111814 # DEPENDENCYPART_SIBL
(24,20),(24,28),0.0410986 # DEPENDENCYPART_SIBL
(24,22),(24,23),-0.265727 # DEPENDENCYPART_SIBL
(24,22),(24,25),0.0844721 # DEPENDENCYPART_SIBL
(24,22),(24,26),0.0029698 # DEPENDENCYPART_SIBL
(24,22),(24,27),0.0802504 # DEPENDENCYPART_SIBL
(24,22),(24,28),0.00569921 # DEPENDENCYPART_SIBL
(24,23),(24,25),0.0186596 # DEPENDENCYPART_SIBL
(24,23),(24,26),0.0155666 # DEPENDENCYPART_SIBL
(24,23),(24,27),0.064096 # DEPENDENCYPART_SIBL
(24,23),(24,28),-0.00444533 # DEPENDENCYPART_SIBL
(24,25),(24,26),-0.737141 # DEPENDENCYPART_SIBL
(24,25),(24,27),-0.14705 # DEPENDENCYPART_SIBL
(24,25),(24,28),-0.684941 # DEPENDENCYPART_SIBL
(24,26),(24,27),-0.247688 # DEPENDENCYPART_SIBL
(24,26),(24,28),-0.744374 # DEPENDENCYPART_SIBL
(24,27),(24,28),-0.370877 # DEPENDENCYPART_SIBL
(25,1),(25,16),-0.0801829 # DEPENDENCYPART_SIBL
(25,1),(25,20),-0.0373672 # DEPENDENCYPART_SIBL
(25,1),(25,22),-0.0373226 # DEPENDENCYPART_SIBL
(25,1),(25,23),-0.0546549 # DEPENDENCYPART_SIBL
(25,1),(25,24),0.00970809 # DEPENDENCYPART_SIBL
(25,1),(25,26),-0.126478 # DEPENDENCYPART_SIBL
(25,1),(25,27),-0.0873546 # DEPENDENCYPART_SIBL
(25,1),(25,28),-0.089504 # DEPENDENCYPART_SIBL
(25,1),(25,29),0.087812 # DEPENDENCYPART_SIBL
(25,16),(25,20),-0.0864243 # DEPENDENCYPART_SIBL
(25,16),(25,22),-0.0864222 # DEPENDENCYPART_SIBL
(25,16),(25,23),-0.0864011 # DEPENDENCYPART_SIBL
(25,16),(25,24),-0.0718993 # DEPENDENCYPART_SIBL
(25,16),(25,26),-0.0778303 # DEPENDENCYPART_SIBL
(25,16),(25,27),-0.136551 # DEPENDENCYPART_SIBL
(25,16),(25,28),-0.0494234 # DEPENDENCYPART_SIBL
(25,16),(25,29),-0.409252 # DEPENDENCYPART_SIBL
(25,20),(25,22),-0.126484 # DEPENDENCYPART_SIBL
(25,20),(25,23),-0.0987903 # DEPENDENCYPART_SIBL
(25,20),(25,24),0.00156243 # DEPENDENCYPART_SIBL
(25,20),(25,26),0.0305504 # DEPENDENCYPART_SIBL
(25,20),(25,27),0.0485321 # DEPENDENCYPART_SIBL
(25,20),(25,28),-0.0247642 # DEPENDENCYPART_SIBL
(25,20),(25,29),0.0621993 # DEPENDENCYPART_SIBL
(25,22),(25,23),-0.155309 # DEPENDENCYPART_SIBL
(25,22),(25,24),-0.0208312 # DEPENDENCYPART_SIBL
(25,22),(25,26),-0.0270746 # DEPENDENCYPART_SIBL
(25,22),(25,27),0.0353853 # DEPENDENCYPART_SIBL
(25,22),(25,28),-0.0415602 # DEPENDENCYPART_SIBL
(25,22),(25,29),-0.0457467 # DEPENDENCYPART_SIBL
(25,23),(25,24),-0.0205932 # DEPENDENCYPART_SIBL
(25,23),(25,26),0.00215472 # DEPENDENCYPART_SIBL
(25,23),(25,27),0.0358563 # DEPENDENCYPART_SIBL
(25,23),(25,28),-0.0350788 # DEPENDENCYPART_SIBL
(25,23),(25,29),-0.0169435 # DEPENDENCYPART_SIBL
(25,24),(25,26),0.0327351 # DEPENDENCYPART_SIBL
(25,24),(25,27),-0.034709 # DEPENDENCYPART_SIBL
(25,24),(25,28),0.014225 # DEPENDENCYPART_SIBL
(25,24),(25,29),-0.0411969 # DEPENDENCYPART_SIBL
(25,26),(25,27),-0.119317 # DEPENDENCYPART_SIBL
(25,26),(25,28),-0.418529 # DEPENDENCYPART_SIBL
(25,26),(25,29),-0.0539749 # DEPENDENCYPART_SIBL
(25,27),(25,28),-0.237269 # DEPENDENCYPART_SIBL
(25,27),(25,29),-0.068404 # DEPENDENCYPART_SIBL
(25,28),(25,29),0.00505631 # DEPENDENCYPART_SIBL
(26,27),(26,28),-0.102661 # DEPENDENCYPART_SIBL
(28,13),(28,14),0.0118152 # DEPENDENCYPART_SIBL
(28,13),(28,20),0.0833067 # DEPENDENCYPART_SIBL
(28,13),(28,22),0.0686989 # DEPENDENCYPART_SIBL
(28,13),(28,23),0.0484104 # DEPENDENCYPART_SIBL
(28,13),(28,25),-0.0165368 # DEPENDENCYPART_SIBL
(28,13),(28,26),0.0448766 # DEPENDENCYPART_SIBL
(28,13),(28,27),-0.0109845 # DEPENDENCYPART_SIBL
(28,13),(28,29),0.00851677 # DEPENDENCYPART_SIBL
(28,14),(28,20),0.107274 # DEPENDENCYPART_SIBL
(28,14),(28,22),0.0926958 # DEPENDENCYPART_SIBL
(28,14),(28,23),0.0724063 # DEPENDENCYPART_SIBL
(28,14),(28,25),-0.00814514 # DEPENDENCYPART_SIBL
(28,14),(28,26),0.0688725 # DEPENDENCYPART_SIBL
(28,14),(28,27),-0.00288353 # DEPENDENCYPART_SIBL
(28,14),(28,29),0.0390534 # DEPENDENCYPART_SIBL
(28,20),(28,22),-0.101192 # DEPENDENCYPART_SIBL
(28,20),(28,23),-0.0542627 # DEPENDENCYPART_SIBL
(28,20),(28,25),-0.00350855 # DEPENDENCYPART_SIBL
(28,20),(28,26),-0.119823 # DEPENDENCYPART_SIBL
(28,20),(28,27),-0.0334077 # DEPENDENCYPART_SIBL
(28,20),(28,29),0.0312504 # DEPENDENCYPART_SIBL
(28,22),(28,23),-0.159635 # DEPENDENCYPART_SIBL
(28,22),(28,25),-0.0658155 # DEPENDENCYPART_SIBL
(28,22),(28,26),-0.233799 # DEPENDENCYPART_SIBL
(28,22),(28,27),-0.0954685 # DEPENDENCYPART_SIBL
(28,22),(28,29),-0.13828 # DEPENDENCYPART_SIBL
(28,23),(28,25),-0.0246197 # DEPENDENCYPART_SIBL
(28,23),(28,26),-0.147382 # DEPENDENCYPART_SIBL
(28,23),(28,27),-0.0542592 # DEPENDENCYPART_SIBL
(28,23),(28,29),-0.0283181 # DEPENDENCYPART_SIBL
(28,25),(28,26),-0.0308229 # DEPENDENCYPART_SIBL
(28,25),(28,27),-0.00469813 # DEPENDENCYPART_SIBL
(28,25),(28,29),-0.0378809 # DEPENDENCYPART_SIBL
(28,26),(28,27),-0.060127 # DEPENDENCYPART_SIBL
(28,26),(28,29),0.0443064 # DEPENDENCYPART_SIBL
(28,27),(28,29),0.137813 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.0383433 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.264855 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.242234 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.512487 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.544648 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.0387008 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),0.300555 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),0.235062 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),-0.120063 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),-0.416668 # DEPENDENCYPART_GRANDPAR
(0,1),(1,17),-0.5219 # DEPENDENCYPART_GRANDPAR
(0,1),(1,29),1.15731 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),1.02664 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.299828 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.123276 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.686622 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.365391 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),1.02461 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.313407 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.188379 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.560849 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.323295 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.0317359 # DEPENDENCYPART_GRANDPAR
