# _root_ Other , more thinly traded Asian markets were hit harder than Tokyo 's , but there were no free-fall declines .
#goldHeads=7,7,5,5,7,7,8,0,8,9,10,11,12,8,8,17,15,20,20,17,8,
#predictedHeads=7,8,4,5,7,7,8,0,8,9,10,11,12,8,8,17,15,20,20,17,8,
(7,5),(5,8),-0.592635 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.79399 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.615404 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.921705 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.753971 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-1.38661 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.714731 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.855001 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.792238 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-0.790981 # DEPENDENCYPART_GRANDPAR
(7,5),(5,20),-0.937557 # DEPENDENCYPART_GRANDPAR
(7,5),(5,21),-1.32949 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.194519 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.1202 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.0523203 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.109536 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.130488 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.786176 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.716728 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.647009 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.493506 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.548984 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.585741 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.635459 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.695464 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.137106 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.0170859 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.172123 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.150718 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.990975 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.20824 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.403671 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.226862 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.323457 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),-0.265898 # DEPENDENCYPART_GRANDPAR
(7,8),(8,21),-0.913272 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.753238 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.745265 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.562542 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.654087 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.657656 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.671962 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.756088 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.200587 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.0559152 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.256715 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.256244 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-1.06868 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.213396 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.469374 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.324251 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.381535 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),-0.366282 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-0.973178 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.139743 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.0466972 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.990754 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.0719398 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.456978 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.231633 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.104853 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.351625 # DEPENDENCYPART_GRANDPAR
(7,11),(11,21),-0.888674 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.688653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),-0.0453445 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.193502 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.0980515 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.0890167 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-1.0971 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),0.011314 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.285884 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.257047 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.245125 # DEPENDENCYPART_GRANDPAR
(7,17),(17,1),-0.716728 # DEPENDENCYPART_GRANDPAR
(7,17),(17,2),-0.647009 # DEPENDENCYPART_GRANDPAR
(7,17),(17,3),-0.493506 # DEPENDENCYPART_GRANDPAR
(7,17),(17,4),-0.548984 # DEPENDENCYPART_GRANDPAR
(7,17),(17,5),-0.585741 # DEPENDENCYPART_GRANDPAR
(7,17),(17,6),-0.635459 # DEPENDENCYPART_GRANDPAR
(7,17),(17,7),-0.695464 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,17),(17,8),-0.0798387 # DEPENDENCYPART_GRANDPAR
(7,17),(17,9),-0.197793 # DEPENDENCYPART_GRANDPAR
(7,17),(17,10),-0.0917701 # DEPENDENCYPART_GRANDPAR
(7,17),(17,11),-0.18521 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),-0.207328 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),-0.582639 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.22161 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.294174 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.213387 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.0994822 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.438012 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),-0.265898 # DEPENDENCYPART_GRANDPAR
(7,17),(17,21),-0.913272 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.0744939 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),0.321619 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),0.12538 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),0.34535 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),-0.242479 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-1.08885 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,14),-0.553454 # DEPENDENCYPART_GRANDPAR
(8,1),(1,15),-0.621597 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.127007 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),0.108432 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.190944 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.175516 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),0.125916 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),0.336098 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.0145435 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.0667015 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.13774 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.212839 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-0.431125 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.147137 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-0.866907 # DEPENDENCYPART_GRANDPAR
(8,3),(3,15),-0.633918 # DEPENDENCYPART_GRANDPAR
(8,3),(3,21),-1.02695 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.103401 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.128684 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),0.0385509 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),0.424807 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.0524163 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.0194425 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.12149 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,10),-0.432985 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.122608 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-0.65106 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),0.0474877 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),0.0886902 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),0.156304 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),0.207958 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.361583 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.195519 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.05367 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.146379 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.364452 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.175027 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.806817 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-1.32198 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-0.559289 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.570935 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-0.74908 # DEPENDENCYPART_GRANDPAR
(8,5),(5,17),-0.280366 # DEPENDENCYPART_GRANDPAR
(8,5),(5,20),-0.98169 # DEPENDENCYPART_GRANDPAR
(8,5),(5,21),-0.962163 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.014535 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.125847 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),0.00918913 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.053813 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.310955 # DEPENDENCYPART_GRANDPAR
(8,6),(6,9),-0.164472 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),0.124228 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),0.00256926 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),0.0459966 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),0.144194 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.340495 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.150975 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.1176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.191415 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),0.0853443 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.83613 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.671981 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-0.344292 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.467405 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.659387 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.30366 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.328709 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.125055 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.473221 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.580079 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.669103 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.204364 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.0350989 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.299721 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.90376 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),0.148854 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.250047 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.282336 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),0.183114 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.393889 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),-0.805301 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.705827 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.376012 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.366634 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.198413 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.635859 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.587895 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.256367 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.152225 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.454643 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-1.00979 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.0518333 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.296536 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.425305 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),0.198585 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.548783 # DEPENDENCYPART_GRANDPAR
(8,10),(10,21),-0.842828 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.00330315 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.408748 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-1.10204 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.190526 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.523026 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.502244 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),0.0330805 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.655903 # DEPENDENCYPART_GRANDPAR
(8,11),(11,21),-0.999318 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.72755 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.551213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.30262 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.015722 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.13926 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-1.17787 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.160559 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.377961 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.481257 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),0.10351 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.381132 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.640236 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.0114541 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.136155 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.583022 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.382258 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.362759 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),1.13187 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.44347 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.641807 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.768962 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),0.158648 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.573933 # DEPENDENCYPART_GRANDPAR
(8,17),(17,1),-0.50454 # DEPENDENCYPART_GRANDPAR
(8,17),(17,2),-0.603167 # DEPENDENCYPART_GRANDPAR
(8,17),(17,3),-0.301852 # DEPENDENCYPART_GRANDPAR
(8,17),(17,4),-0.271403 # DEPENDENCYPART_GRANDPAR
(8,17),(17,5),-0.10376 # DEPENDENCYPART_GRANDPAR
(8,17),(17,6),-0.510362 # DEPENDENCYPART_GRANDPAR
(8,17),(17,7),-0.499643 # DEPENDENCYPART_GRANDPAR
(8,17),(17,8),-0.751242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,17),(17,9),0.271081 # DEPENDENCYPART_GRANDPAR
(8,17),(17,10),-0.084886 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),-0.274097 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),-0.253723 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),-1.06037 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.26385 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.3994 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.32384 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.609304 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.399656 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.455435 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.914126 # DEPENDENCYPART_GRANDPAR
(8,20),(20,1),-0.59389 # DEPENDENCYPART_GRANDPAR
(8,20),(20,9),0.485045 # DEPENDENCYPART_GRANDPAR
(8,20),(20,10),0.0778723 # DEPENDENCYPART_GRANDPAR
(8,20),(20,12),-0.138998 # DEPENDENCYPART_GRANDPAR
(8,20),(20,16),-0.0651048 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),-0.302468 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),-0.519069 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),-0.717041 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),-0.699097 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.215895 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),0.0727928 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.129444 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-2.45555e-05 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.223983 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),-0.188796 # DEPENDENCYPART_GRANDPAR
(9,1),(1,14),-0.484852 # DEPENDENCYPART_GRANDPAR
(9,1),(1,15),-0.473872 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.124585 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),0.0159937 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.140732 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.199338 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),0.000624183 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),0.0906947 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),0.118022 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.248435 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),-0.08493 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-1.15808 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,10),0.0600648 # DEPENDENCYPART_GRANDPAR
(9,3),(3,11),0.0393234 # DEPENDENCYPART_GRANDPAR
(9,3),(3,12),-0.640462 # DEPENDENCYPART_GRANDPAR
(9,3),(3,15),-0.453285 # DEPENDENCYPART_GRANDPAR
(9,3),(3,21),-0.816761 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),0.0085336 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.088632 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),0.154421 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),0.133313 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.0260163 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.25704 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.063997 # DEPENDENCYPART_GRANDPAR
(9,4),(4,10),0.0676746 # DEPENDENCYPART_GRANDPAR
(9,4),(4,11),0.101461 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-0.460464 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.0787643 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.156827 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),0.0436655 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.0222278 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.276592 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.407238 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.269217 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.12305 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),0.0948277 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),0.00943271 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.608779 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-1.05522 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.480762 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-0.421445 # DEPENDENCYPART_GRANDPAR
(9,5),(5,16),-0.504303 # DEPENDENCYPART_GRANDPAR
(9,5),(5,17),-0.479356 # DEPENDENCYPART_GRANDPAR
(9,5),(5,20),-0.815215 # DEPENDENCYPART_GRANDPAR
(9,5),(5,21),-0.7842 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.0441045 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.195298 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.0437803 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.0911035 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),0.118594 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.14256 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,1),-0.0382661 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.157382 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),0.0116994 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.108399 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),0.133895 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.0358816 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.0603564 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.20075 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,11),0.0749198 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.699407 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.622435 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.570755 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.00592247 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.352476 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.0448907 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.125192 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),0.140529 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.0359271 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.361175 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.1416 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),0.0709897 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),0.0116655 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.63145 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-1.09127 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.46357 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.395434 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.533152 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.523765 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),-0.795628 # DEPENDENCYPART_GRANDPAR
(9,8),(8,21),-0.72683 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.645424 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.462615 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.558766 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.406141 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.786434 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.604848 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.665756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.505386 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.11163 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.652241 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),0.00486727 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.0735602 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.0548613 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.0424288 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.365545 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),-0.345512 # DEPENDENCYPART_GRANDPAR
(9,11),(11,10),0.435497 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.0467546 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.683123 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.0279815 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.210139 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.102945 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.0447832 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.396486 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),-0.463475 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.806013 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.617009 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.569902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.579773 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.457027 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.847244 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.103488 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.134725 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.117153 # DEPENDENCYPART_GRANDPAR
