# _root_ On Oct. 16 , 1987 -- the Friday before the Black Monday crash -- the New York market dropped 4.6 % , and Tokyo followed on Monday with a 2.4 % drop .
#goldHeads=19,1,2,2,2,8,8,2,8,13,13,13,9,8,18,18,18,19,0,21,19,19,19,25,23,25,26,25,32,31,32,28,19,
#predictedHeads=19,1,2,2,2,9,8,9,19,13,13,13,9,9,18,18,18,19,0,21,19,19,19,25,23,25,26,25,32,31,32,28,19,
(20,22),(20,25),0.546062 # DEPENDENCYPART_SIBL
(20,23),(20,24),0.0703967 # DEPENDENCYPART_SIBL
(20,23),(20,25),0.0039766 # DEPENDENCYPART_SIBL
(20,24),(20,25),-0.0707605 # DEPENDENCYPART_SIBL
(21,3),(21,5),-0.0166003 # DEPENDENCYPART_SIBL
(21,3),(21,15),-0.297144 # DEPENDENCYPART_SIBL
(21,3),(21,16),0.182323 # DEPENDENCYPART_SIBL
(21,3),(21,17),0.207945 # DEPENDENCYPART_SIBL
(21,3),(21,18),0.274317 # DEPENDENCYPART_SIBL
(21,3),(21,19),0.197318 # DEPENDENCYPART_SIBL
(21,3),(21,20),-0.0506596 # DEPENDENCYPART_SIBL
(21,3),(21,22),0.0174034 # DEPENDENCYPART_SIBL
(21,3),(21,23),0.105766 # DEPENDENCYPART_SIBL
(21,3),(21,24),-0.0443764 # DEPENDENCYPART_SIBL
(21,3),(21,25),-0.0380327 # DEPENDENCYPART_SIBL
(21,3),(21,26),-0.0778242 # DEPENDENCYPART_SIBL
(21,3),(21,27),-0.00390603 # DEPENDENCYPART_SIBL
(21,3),(21,28),-0.118768 # DEPENDENCYPART_SIBL
(21,3),(21,32),-0.0868138 # DEPENDENCYPART_SIBL
(21,3),(21,33),-0.0161415 # DEPENDENCYPART_SIBL
(21,5),(21,15),-0.265622 # DEPENDENCYPART_SIBL
(21,5),(21,16),0.180977 # DEPENDENCYPART_SIBL
(21,5),(21,17),0.207889 # DEPENDENCYPART_SIBL
(21,5),(21,18),0.323705 # DEPENDENCYPART_SIBL
(21,5),(21,19),0.231223 # DEPENDENCYPART_SIBL
(21,5),(21,20),0.00221442 # DEPENDENCYPART_SIBL
(21,5),(21,22),-0.0204629 # DEPENDENCYPART_SIBL
(21,5),(21,23),0.0642101 # DEPENDENCYPART_SIBL
(21,5),(21,24),-0.0619239 # DEPENDENCYPART_SIBL
(21,5),(21,25),-0.0150587 # DEPENDENCYPART_SIBL
(21,5),(21,26),-0.0692381 # DEPENDENCYPART_SIBL
(21,5),(21,27),-0.0362428 # DEPENDENCYPART_SIBL
(21,5),(21,28),-0.110027 # DEPENDENCYPART_SIBL
(21,5),(21,32),-0.079824 # DEPENDENCYPART_SIBL
(21,5),(21,33),-0.0102688 # DEPENDENCYPART_SIBL
(21,15),(21,16),-0.0265143 # DEPENDENCYPART_SIBL
(21,15),(21,17),-0.0587177 # DEPENDENCYPART_SIBL
(21,15),(21,18),0.115717 # DEPENDENCYPART_SIBL
(21,15),(21,19),0.00734159 # DEPENDENCYPART_SIBL
(21,15),(21,20),-0.0703008 # DEPENDENCYPART_SIBL
(21,15),(21,22),0.0644478 # DEPENDENCYPART_SIBL
(21,15),(21,23),-0.0276279 # DEPENDENCYPART_SIBL
(21,15),(21,24),0.00334209 # DEPENDENCYPART_SIBL
(21,15),(21,25),0.224818 # DEPENDENCYPART_SIBL
(21,15),(21,26),-0.106335 # DEPENDENCYPART_SIBL
(21,15),(21,27),0.1275 # DEPENDENCYPART_SIBL
(21,15),(21,28),-0.392096 # DEPENDENCYPART_SIBL
(21,15),(21,32),-0.0462027 # DEPENDENCYPART_SIBL
(21,15),(21,33),-0.163968 # DEPENDENCYPART_SIBL
(21,16),(21,17),0.033192 # DEPENDENCYPART_SIBL
(21,16),(21,18),0.0589684 # DEPENDENCYPART_SIBL
(21,16),(21,19),0.038382 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.254364 # DEPENDENCYPART_SIBL
(21,16),(21,22),0.13611 # DEPENDENCYPART_SIBL
(21,16),(21,23),-0.100245 # DEPENDENCYPART_SIBL
(21,16),(21,24),0.0335449 # DEPENDENCYPART_SIBL
(21,16),(21,25),0.0597959 # DEPENDENCYPART_SIBL
(21,16),(21,26),-0.035103 # DEPENDENCYPART_SIBL
(21,16),(21,27),0.0330207 # DEPENDENCYPART_SIBL
(21,16),(21,28),-0.139018 # DEPENDENCYPART_SIBL
(21,16),(21,32),-0.0942262 # DEPENDENCYPART_SIBL
(21,16),(21,33),-0.0562538 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.0473633 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.0207298 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.282087 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.0950396 # DEPENDENCYPART_SIBL
(21,17),(21,23),-0.0975686 # DEPENDENCYPART_SIBL
(21,17),(21,24),-0.092826 # DEPENDENCYPART_SIBL
(21,17),(21,25),-0.0304206 # DEPENDENCYPART_SIBL
(21,17),(21,26),-0.166629 # DEPENDENCYPART_SIBL
(21,17),(21,27),-0.0907937 # DEPENDENCYPART_SIBL
(21,17),(21,28),-0.141625 # DEPENDENCYPART_SIBL
(21,17),(21,32),-0.132861 # DEPENDENCYPART_SIBL
(21,17),(21,33),-0.149428 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.0935828 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.330784 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.0543895 # DEPENDENCYPART_SIBL
(21,18),(21,23),0.0645976 # DEPENDENCYPART_SIBL
(21,18),(21,24),-0.00348535 # DEPENDENCYPART_SIBL
(21,18),(21,25),-0.0798379 # DEPENDENCYPART_SIBL
(21,18),(21,26),-0.0760523 # DEPENDENCYPART_SIBL
(21,18),(21,27),0.0444825 # DEPENDENCYPART_SIBL
(21,18),(21,28),-0.0828617 # DEPENDENCYPART_SIBL
(21,18),(21,32),-0.0259508 # DEPENDENCYPART_SIBL
(21,18),(21,33),-0.0778038 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.0967747 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.0213929 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.0107902 # DEPENDENCYPART_SIBL
(21,19),(21,24),0.0183643 # DEPENDENCYPART_SIBL
(21,19),(21,25),-0.0271087 # DEPENDENCYPART_SIBL
(21,19),(21,26),-0.0119686 # DEPENDENCYPART_SIBL
(21,19),(21,27),0.0587807 # DEPENDENCYPART_SIBL
(21,19),(21,28),0.0176623 # DEPENDENCYPART_SIBL
(21,19),(21,32),-0.0205351 # DEPENDENCYPART_SIBL
(21,19),(21,33),0.0620581 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.108477 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.0338609 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.111521 # DEPENDENCYPART_SIBL
(21,20),(21,25),-0.0846883 # DEPENDENCYPART_SIBL
(21,20),(21,26),-0.101214 # DEPENDENCYPART_SIBL
(21,20),(21,27),-0.0858402 # DEPENDENCYPART_SIBL
(21,20),(21,28),-0.13465 # DEPENDENCYPART_SIBL
(21,20),(21,32),-0.129949 # DEPENDENCYPART_SIBL
(21,20),(21,33),-0.0625733 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.607799 # DEPENDENCYPART_SIBL
(21,22),(21,24),0.624621 # DEPENDENCYPART_SIBL
(21,22),(21,25),0.618692 # DEPENDENCYPART_SIBL
(21,22),(21,26),0.292355 # DEPENDENCYPART_SIBL
(21,22),(21,27),0.541887 # DEPENDENCYPART_SIBL
(21,22),(21,28),0.49337 # DEPENDENCYPART_SIBL
(21,22),(21,32),0.82028 # DEPENDENCYPART_SIBL
(21,22),(21,33),0.124336 # DEPENDENCYPART_SIBL
(21,23),(21,24),0.115298 # DEPENDENCYPART_SIBL
(21,23),(21,25),0.0937222 # DEPENDENCYPART_SIBL
(21,23),(21,26),0.145501 # DEPENDENCYPART_SIBL
(21,23),(21,27),0.148715 # DEPENDENCYPART_SIBL
(21,23),(21,28),0.110328 # DEPENDENCYPART_SIBL
(21,23),(21,32),0.0685666 # DEPENDENCYPART_SIBL
(21,23),(21,33),0.110772 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.0530235 # DEPENDENCYPART_SIBL
(21,24),(21,26),-0.0984113 # DEPENDENCYPART_SIBL
(21,24),(21,27),-0.182003 # DEPENDENCYPART_SIBL
(21,24),(21,28),-0.0779903 # DEPENDENCYPART_SIBL
(21,24),(21,32),-0.0971422 # DEPENDENCYPART_SIBL
(21,24),(21,33),-0.0582762 # DEPENDENCYPART_SIBL
(21,25),(21,26),-0.046979 # DEPENDENCYPART_SIBL
(21,25),(21,27),-0.013941 # DEPENDENCYPART_SIBL
(21,25),(21,28),-0.0489331 # DEPENDENCYPART_SIBL
(21,25),(21,32),0.000957009 # DEPENDENCYPART_SIBL
(21,25),(21,33),0.0556691 # DEPENDENCYPART_SIBL
(21,26),(21,27),0.238845 # DEPENDENCYPART_SIBL
(21,26),(21,28),0.0283634 # DEPENDENCYPART_SIBL
(21,26),(21,32),0.179987 # DEPENDENCYPART_SIBL
(21,26),(21,33),0.174745 # DEPENDENCYPART_SIBL
(21,27),(21,28),0.0446469 # DEPENDENCYPART_SIBL
(21,27),(21,32),-0.068312 # DEPENDENCYPART_SIBL
(21,27),(21,33),-0.0230482 # DEPENDENCYPART_SIBL
(21,28),(21,32),0.111582 # DEPENDENCYPART_SIBL
(21,28),(21,33),0.0548272 # DEPENDENCYPART_SIBL
(21,32),(21,33),-0.0152545 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.706344 # DEPENDENCYPART_SIBL
(23,24),(23,26),-0.0969858 # DEPENDENCYPART_SIBL
(23,24),(23,27),-0.531757 # DEPENDENCYPART_SIBL
(23,24),(23,28),-0.0575833 # DEPENDENCYPART_SIBL
(23,24),(23,32),-0.461571 # DEPENDENCYPART_SIBL
(23,25),(23,26),-0.224972 # DEPENDENCYPART_SIBL
(23,25),(23,27),-0.403739 # DEPENDENCYPART_SIBL
(23,25),(23,28),-0.226062 # DEPENDENCYPART_SIBL
(23,25),(23,32),-0.51935 # DEPENDENCYPART_SIBL
(23,26),(23,27),-0.100116 # DEPENDENCYPART_SIBL
(23,26),(23,28),-0.0180355 # DEPENDENCYPART_SIBL
(23,26),(23,32),-0.220082 # DEPENDENCYPART_SIBL
(23,27),(23,28),0.00553194 # DEPENDENCYPART_SIBL
(23,27),(23,32),-0.461898 # DEPENDENCYPART_SIBL
(23,28),(23,32),-0.257861 # DEPENDENCYPART_SIBL
(24,21),(24,25),-0.000986775 # DEPENDENCYPART_SIBL
(24,21),(24,26),0.0248213 # DEPENDENCYPART_SIBL
(24,21),(24,27),-0.0381492 # DEPENDENCYPART_SIBL
(24,21),(24,28),-0.019906 # DEPENDENCYPART_SIBL
(24,25),(24,26),-0.0452295 # DEPENDENCYPART_SIBL
(24,25),(24,27),0.0125252 # DEPENDENCYPART_SIBL
(24,25),(24,28),-0.0334801 # DEPENDENCYPART_SIBL
(24,26),(24,27),0.196312 # DEPENDENCYPART_SIBL
(24,26),(24,28),0.109331 # DEPENDENCYPART_SIBL
(24,27),(24,28),0.0376001 # DEPENDENCYPART_SIBL
(25,1),(25,2),-0.0481665 # DEPENDENCYPART_SIBL
(25,1),(25,4),0.297472 # DEPENDENCYPART_SIBL
(25,1),(25,5),-0.0571654 # DEPENDENCYPART_SIBL
(25,1),(25,6),-0.0287994 # DEPENDENCYPART_SIBL
(25,1),(25,8),0.154284 # DEPENDENCYPART_SIBL
(25,1),(25,9),-0.125282 # DEPENDENCYPART_SIBL
(25,1),(25,11),-0.0268391 # DEPENDENCYPART_SIBL
(25,1),(25,12),0.126002 # DEPENDENCYPART_SIBL
(25,1),(25,13),-0.0319711 # DEPENDENCYPART_SIBL
(25,1),(25,14),-0.0287994 # DEPENDENCYPART_SIBL
(25,1),(25,16),-0.00495623 # DEPENDENCYPART_SIBL
(25,1),(25,17),-0.0525677 # DEPENDENCYPART_SIBL
(25,1),(25,18),-0.0389113 # DEPENDENCYPART_SIBL
(25,1),(25,19),-0.0388186 # DEPENDENCYPART_SIBL
(25,1),(25,20),-0.045959 # DEPENDENCYPART_SIBL
(25,1),(25,21),0.0443433 # DEPENDENCYPART_SIBL
(25,1),(25,22),0.297472 # DEPENDENCYPART_SIBL
(25,1),(25,23),-0.118018 # DEPENDENCYPART_SIBL
(25,1),(25,24),-0.029343 # DEPENDENCYPART_SIBL
(25,1),(25,26),0.0020078 # DEPENDENCYPART_SIBL
(25,1),(25,27),-0.0182995 # DEPENDENCYPART_SIBL
(25,1),(25,28),0.103785 # DEPENDENCYPART_SIBL
(25,1),(25,30),-0.030376 # DEPENDENCYPART_SIBL
(25,1),(25,31),-0.0431351 # DEPENDENCYPART_SIBL
(25,1),(25,32),-0.0563574 # DEPENDENCYPART_SIBL
(25,1),(25,33),0.0816601 # DEPENDENCYPART_SIBL
(25,2),(25,4),-0.0334923 # DEPENDENCYPART_SIBL
(25,2),(25,5),-0.211107 # DEPENDENCYPART_SIBL
(25,2),(25,6),-0.0998837 # DEPENDENCYPART_SIBL
(25,2),(25,8),-0.335668 # DEPENDENCYPART_SIBL
(25,2),(25,9),-0.0170733 # DEPENDENCYPART_SIBL
(25,2),(25,11),-0.396343 # DEPENDENCYPART_SIBL
(25,2),(25,12),-0.373511 # DEPENDENCYPART_SIBL
(25,2),(25,13),-0.208691 # DEPENDENCYPART_SIBL
(25,2),(25,14),-0.0998837 # DEPENDENCYPART_SIBL
(25,2),(25,16),-0.437448 # DEPENDENCYPART_SIBL
(25,2),(25,17),-0.4262 # DEPENDENCYPART_SIBL
(25,2),(25,18),-0.216554 # DEPENDENCYPART_SIBL
(25,2),(25,19),-0.126527 # DEPENDENCYPART_SIBL
(25,2),(25,20),-0.197145 # DEPENDENCYPART_SIBL
(25,2),(25,21),-0.143319 # DEPENDENCYPART_SIBL
(25,2),(25,22),-0.0334923 # DEPENDENCYPART_SIBL
(25,2),(25,23),-0.235524 # DEPENDENCYPART_SIBL
(25,2),(25,24),-0.423924 # DEPENDENCYPART_SIBL
(25,2),(25,26),0.0820069 # DEPENDENCYPART_SIBL
(25,2),(25,27),-0.0490316 # DEPENDENCYPART_SIBL
(25,2),(25,28),0.0612709 # DEPENDENCYPART_SIBL
(25,2),(25,30),-0.0103354 # DEPENDENCYPART_SIBL
(25,2),(25,31),-0.111921 # DEPENDENCYPART_SIBL
(25,2),(25,32),-0.0330807 # DEPENDENCYPART_SIBL
(25,2),(25,33),-0.043524 # DEPENDENCYPART_SIBL
(25,4),(25,5),0.0525854 # DEPENDENCYPART_SIBL
(25,4),(25,6),-0.051154 # DEPENDENCYPART_SIBL
(25,4),(25,8),0.0587357 # DEPENDENCYPART_SIBL
(25,4),(25,9),0.0725355 # DEPENDENCYPART_SIBL
(25,4),(25,11),0.0901524 # DEPENDENCYPART_SIBL
(25,4),(25,12),0.0491368 # DEPENDENCYPART_SIBL
(25,4),(25,13),0.0217254 # DEPENDENCYPART_SIBL
(25,4),(25,14),-0.051154 # DEPENDENCYPART_SIBL
(25,4),(25,16),0.0490274 # DEPENDENCYPART_SIBL
(25,4),(25,17),-0.00608175 # DEPENDENCYPART_SIBL
(25,4),(25,18),-0.0102987 # DEPENDENCYPART_SIBL
(25,4),(25,19),0.0303666 # DEPENDENCYPART_SIBL
(25,4),(25,20),0.0455957 # DEPENDENCYPART_SIBL
(25,4),(25,21),0.130262 # DEPENDENCYPART_SIBL
(25,4),(25,22),-0.0108431 # DEPENDENCYPART_SIBL
(25,4),(25,23),0.0189504 # DEPENDENCYPART_SIBL
(25,4),(25,24),0.0232761 # DEPENDENCYPART_SIBL
(25,4),(25,26),0.035539 # DEPENDENCYPART_SIBL
(25,4),(25,27),0.00416911 # DEPENDENCYPART_SIBL
(25,4),(25,28),0.0387985 # DEPENDENCYPART_SIBL
(25,4),(25,30),-0.0793815 # DEPENDENCYPART_SIBL
(25,4),(25,31),-0.0198563 # DEPENDENCYPART_SIBL
(25,4),(25,32),-0.0594625 # DEPENDENCYPART_SIBL
(25,4),(25,33),0.0845825 # DEPENDENCYPART_SIBL
(25,5),(25,6),-0.0946892 # DEPENDENCYPART_SIBL
(25,5),(25,8),-0.0676115 # DEPENDENCYPART_SIBL
(25,5),(25,9),-0.077386 # DEPENDENCYPART_SIBL
(25,5),(25,11),-0.124284 # DEPENDENCYPART_SIBL
(25,5),(25,12),-0.07317 # DEPENDENCYPART_SIBL
(25,5),(25,13),-0.129195 # DEPENDENCYPART_SIBL
(25,5),(25,14),-0.0946892 # DEPENDENCYPART_SIBL
(25,5),(25,16),-0.114317 # DEPENDENCYPART_SIBL
(25,5),(25,17),-0.14855 # DEPENDENCYPART_SIBL
(25,5),(25,18),-0.171549 # DEPENDENCYPART_SIBL
(25,5),(25,19),-0.0777524 # DEPENDENCYPART_SIBL
(25,5),(25,20),-0.167062 # DEPENDENCYPART_SIBL
(25,5),(25,21),-0.28995 # DEPENDENCYPART_SIBL
(25,5),(25,22),-0.0956383 # DEPENDENCYPART_SIBL
(25,5),(25,23),-0.00546592 # DEPENDENCYPART_SIBL
(25,5),(25,24),-0.127468 # DEPENDENCYPART_SIBL
(25,5),(25,26),-0.0256226 # DEPENDENCYPART_SIBL
(25,5),(25,27),-0.0299377 # DEPENDENCYPART_SIBL
(25,5),(25,28),-0.0898364 # DEPENDENCYPART_SIBL
(25,5),(25,30),-0.0574484 # DEPENDENCYPART_SIBL
(25,5),(25,31),0.0481587 # DEPENDENCYPART_SIBL
(25,5),(25,32),-0.0155476 # DEPENDENCYPART_SIBL
(25,5),(25,33),-0.0264187 # DEPENDENCYPART_SIBL
(25,6),(25,8),0.116718 # DEPENDENCYPART_SIBL
(25,6),(25,9),0.0523006 # DEPENDENCYPART_SIBL
(25,6),(25,11),0.0676635 # DEPENDENCYPART_SIBL
(25,6),(25,12),0.107244 # DEPENDENCYPART_SIBL
(25,6),(25,13),0.0168207 # DEPENDENCYPART_SIBL
(25,6),(25,14),0.106399 # DEPENDENCYPART_SIBL
(25,6),(25,16),0.0718028 # DEPENDENCYPART_SIBL
(25,6),(25,17),0.0386604 # DEPENDENCYPART_SIBL
(25,6),(25,18),-0.0179628 # DEPENDENCYPART_SIBL
(25,6),(25,19),0.00489481 # DEPENDENCYPART_SIBL
(25,6),(25,20),0.0255797 # DEPENDENCYPART_SIBL
(25,6),(25,21),0.0214872 # DEPENDENCYPART_SIBL
(25,6),(25,22),0.19184 # DEPENDENCYPART_SIBL
(25,6),(25,23),0.625082 # DEPENDENCYPART_SIBL
(25,6),(25,24),0.0547677 # DEPENDENCYPART_SIBL
(25,6),(25,26),-0.00393167 # DEPENDENCYPART_SIBL
(25,6),(25,27),-0.00600454 # DEPENDENCYPART_SIBL
(25,6),(25,28),0.0346606 # DEPENDENCYPART_SIBL
(25,6),(25,30),-0.0549802 # DEPENDENCYPART_SIBL
(25,6),(25,31),-0.0397376 # DEPENDENCYPART_SIBL
(25,6),(25,32),-0.0208624 # DEPENDENCYPART_SIBL
(25,6),(25,33),-0.0138868 # DEPENDENCYPART_SIBL
(25,8),(25,9),0.104757 # DEPENDENCYPART_SIBL
(25,8),(25,11),-0.283855 # DEPENDENCYPART_SIBL
(25,8),(25,12),-0.262503 # DEPENDENCYPART_SIBL
(25,8),(25,13),-0.0735854 # DEPENDENCYPART_SIBL
(25,8),(25,14),-0.00177779 # DEPENDENCYPART_SIBL
(25,8),(25,16),-0.324338 # DEPENDENCYPART_SIBL
(25,8),(25,17),-0.312997 # DEPENDENCYPART_SIBL
(25,8),(25,18),-0.0796219 # DEPENDENCYPART_SIBL
(25,8),(25,19),-0.0280595 # DEPENDENCYPART_SIBL
(25,8),(25,20),-0.126821 # DEPENDENCYPART_SIBL
(25,8),(25,21),-0.00710408 # DEPENDENCYPART_SIBL
(25,8),(25,22),0.197866 # DEPENDENCYPART_SIBL
(25,8),(25,23),-0.136985 # DEPENDENCYPART_SIBL
(25,8),(25,24),-0.311434 # DEPENDENCYPART_SIBL
(25,8),(25,26),0.0354659 # DEPENDENCYPART_SIBL
(25,8),(25,27),-0.0214434 # DEPENDENCYPART_SIBL
(25,8),(25,28),0.0490386 # DEPENDENCYPART_SIBL
(25,8),(25,30),-0.00768632 # DEPENDENCYPART_SIBL
(25,8),(25,31),-0.0913563 # DEPENDENCYPART_SIBL
(25,8),(25,32),-0.010226 # DEPENDENCYPART_SIBL
(25,8),(25,33),0.118466 # DEPENDENCYPART_SIBL
(25,9),(25,11),0.026667 # DEPENDENCYPART_SIBL
(25,9),(25,12),0.177718 # DEPENDENCYPART_SIBL
(25,9),(25,13),-0.0286877 # DEPENDENCYPART_SIBL
(25,9),(25,14),0.0152681 # DEPENDENCYPART_SIBL
(25,9),(25,16),0.0369176 # DEPENDENCYPART_SIBL
(25,9),(25,17),-0.0107522 # DEPENDENCYPART_SIBL
(25,9),(25,18),-0.0401661 # DEPENDENCYPART_SIBL
(25,9),(25,19),-0.0345585 # DEPENDENCYPART_SIBL
(25,9),(25,20),-0.0189642 # DEPENDENCYPART_SIBL
(25,9),(25,21),0.0468849 # DEPENDENCYPART_SIBL
(25,9),(25,22),0.480619 # DEPENDENCYPART_SIBL
(25,9),(25,23),-0.0919776 # DEPENDENCYPART_SIBL
(25,9),(25,24),0.01564 # DEPENDENCYPART_SIBL
(25,9),(25,26),-0.0635247 # DEPENDENCYPART_SIBL
(25,9),(25,27),-0.045078 # DEPENDENCYPART_SIBL
(25,9),(25,28),0.00374006 # DEPENDENCYPART_SIBL
(25,9),(25,30),-0.0168661 # DEPENDENCYPART_SIBL
(25,9),(25,31),-0.00226087 # DEPENDENCYPART_SIBL
(25,9),(25,32),-0.0276139 # DEPENDENCYPART_SIBL
(25,9),(25,33),0.0071328 # DEPENDENCYPART_SIBL
(25,11),(25,12),-0.43317 # DEPENDENCYPART_SIBL
(25,11),(25,13),-0.220411 # DEPENDENCYPART_SIBL
(25,11),(25,14),-0.128428 # DEPENDENCYPART_SIBL
(25,11),(25,16),-0.496007 # DEPENDENCYPART_SIBL
(25,11),(25,17),-0.484762 # DEPENDENCYPART_SIBL
(25,11),(25,18),-0.238381 # DEPENDENCYPART_SIBL
(25,11),(25,19),-0.155068 # DEPENDENCYPART_SIBL
(25,11),(25,20),-0.235927 # DEPENDENCYPART_SIBL
(25,11),(25,21),-0.155005 # DEPENDENCYPART_SIBL
(25,11),(25,22),-0.0935511 # DEPENDENCYPART_SIBL
(25,11),(25,23),-0.26406 # DEPENDENCYPART_SIBL
(25,11),(25,24),-0.483201 # DEPENDENCYPART_SIBL
(25,11),(25,26),0.0964101 # DEPENDENCYPART_SIBL
(25,11),(25,27),-0.0123982 # DEPENDENCYPART_SIBL
(25,11),(25,28),0.109291 # DEPENDENCYPART_SIBL
(25,11),(25,30),0.0072778 # DEPENDENCYPART_SIBL
(25,11),(25,31),-0.0920235 # DEPENDENCYPART_SIBL
(25,11),(25,32),-0.0125842 # DEPENDENCYPART_SIBL
(25,11),(25,33),0.0291827 # DEPENDENCYPART_SIBL
(25,12),(25,13),-0.0900186 # DEPENDENCYPART_SIBL
(25,12),(25,14),-0.0499476 # DEPENDENCYPART_SIBL
(25,12),(25,16),-0.426733 # DEPENDENCYPART_SIBL
(25,12),(25,17),-0.413387 # DEPENDENCYPART_SIBL
(25,12),(25,18),-0.107388 # DEPENDENCYPART_SIBL
(25,12),(25,19),-0.0766326 # DEPENDENCYPART_SIBL
(25,12),(25,20),-0.165408 # DEPENDENCYPART_SIBL
(25,12),(25,21),-0.0245975 # DEPENDENCYPART_SIBL
(25,12),(25,22),0.162873 # DEPENDENCYPART_SIBL
(25,12),(25,23),-0.185577 # DEPENDENCYPART_SIBL
(25,12),(25,24),-0.410574 # DEPENDENCYPART_SIBL
(25,12),(25,26),0.042239 # DEPENDENCYPART_SIBL
(25,12),(25,27),-0.0240402 # DEPENDENCYPART_SIBL
(25,12),(25,28),0.0346476 # DEPENDENCYPART_SIBL
(25,12),(25,30),0.0439552 # DEPENDENCYPART_SIBL
(25,12),(25,31),-0.101912 # DEPENDENCYPART_SIBL
(25,12),(25,32),-0.0211723 # DEPENDENCYPART_SIBL
(25,12),(25,33),0.0695902 # DEPENDENCYPART_SIBL
(25,13),(25,14),-0.0894762 # DEPENDENCYPART_SIBL
(25,13),(25,16),-0.384915 # DEPENDENCYPART_SIBL
(25,13),(25,17),-0.402005 # DEPENDENCYPART_SIBL
(25,13),(25,18),-0.537097 # DEPENDENCYPART_SIBL
(25,13),(25,19),-0.188608 # DEPENDENCYPART_SIBL
(25,13),(25,20),-0.265265 # DEPENDENCYPART_SIBL
(25,13),(25,21),-0.563912 # DEPENDENCYPART_SIBL
(25,13),(25,22),-0.0662034 # DEPENDENCYPART_SIBL
(25,13),(25,23),-0.273078 # DEPENDENCYPART_SIBL
(25,13),(25,24),-0.389588 # DEPENDENCYPART_SIBL
(25,13),(25,26),0.00670001 # DEPENDENCYPART_SIBL
(25,13),(25,27),0.0486661 # DEPENDENCYPART_SIBL
(25,13),(25,28),-0.0357963 # DEPENDENCYPART_SIBL
(25,13),(25,30),-0.0570944 # DEPENDENCYPART_SIBL
(25,13),(25,31),0.00615308 # DEPENDENCYPART_SIBL
(25,13),(25,32),0.0128493 # DEPENDENCYPART_SIBL
(25,13),(25,33),0.0413853 # DEPENDENCYPART_SIBL
(25,14),(25,16),0.0718028 # DEPENDENCYPART_SIBL
(25,14),(25,17),0.0386604 # DEPENDENCYPART_SIBL
(25,14),(25,18),-0.0179628 # DEPENDENCYPART_SIBL
(25,14),(25,19),0.00489481 # DEPENDENCYPART_SIBL
(25,14),(25,20),0.0255797 # DEPENDENCYPART_SIBL
(25,14),(25,21),0.0214872 # DEPENDENCYPART_SIBL
(25,14),(25,22),0.19184 # DEPENDENCYPART_SIBL
(25,14),(25,23),0.625082 # DEPENDENCYPART_SIBL
(25,14),(25,24),0.0547677 # DEPENDENCYPART_SIBL
(25,14),(25,26),-0.00393167 # DEPENDENCYPART_SIBL
(25,14),(25,27),-0.00600454 # DEPENDENCYPART_SIBL
(25,14),(25,28),0.0346606 # DEPENDENCYPART_SIBL
(25,14),(25,30),-0.0549802 # DEPENDENCYPART_SIBL
(25,14),(25,31),-0.0397376 # DEPENDENCYPART_SIBL
(25,14),(25,32),-0.0208624 # DEPENDENCYPART_SIBL
(25,14),(25,33),-0.0138868 # DEPENDENCYPART_SIBL
(25,16),(25,17),-0.349839 # DEPENDENCYPART_SIBL
(25,16),(25,18),-0.232315 # DEPENDENCYPART_SIBL
(25,16),(25,19),-0.145307 # DEPENDENCYPART_SIBL
(25,16),(25,20),-0.225363 # DEPENDENCYPART_SIBL
(25,16),(25,21),-0.149507 # DEPENDENCYPART_SIBL
(25,16),(25,22),0.0452223 # DEPENDENCYPART_SIBL
(25,16),(25,23),-0.255843 # DEPENDENCYPART_SIBL
(25,16),(25,24),-0.403845 # DEPENDENCYPART_SIBL
(25,16),(25,26),0.0998441 # DEPENDENCYPART_SIBL
(25,16),(25,27),-0.014702 # DEPENDENCYPART_SIBL
(25,16),(25,28),0.0251048 # DEPENDENCYPART_SIBL
(25,16),(25,30),0.000767299 # DEPENDENCYPART_SIBL
(25,16),(25,31),-0.140293 # DEPENDENCYPART_SIBL
(25,16),(25,32),-0.058702 # DEPENDENCYPART_SIBL
(25,16),(25,33),-0.023388 # DEPENDENCYPART_SIBL
(25,17),(25,18),-0.230874 # DEPENDENCYPART_SIBL
(25,17),(25,19),-0.146095 # DEPENDENCYPART_SIBL
(25,17),(25,20),-0.23189 # DEPENDENCYPART_SIBL
(25,17),(25,21),-0.146485 # DEPENDENCYPART_SIBL
