# _root_ BMA 's investment banker , Alex . Brown & Sons Inc. , has been authorized to contact possible buyers for the unit .
#goldHeads=4,1,4,13,4,8,8,4,8,9,10,4,0,13,14,15,16,19,17,19,22,20,13,
#predictedHeads=4,1,4,13,4,8,8,4,8,9,10,4,0,13,14,15,16,19,17,19,22,20,13,
(11,4),(4,13),-1.50935 # DEPENDENCYPART_GRANDPAR
(11,4),(4,14),-1.0653 # DEPENDENCYPART_GRANDPAR
(11,4),(4,15),-1.33783 # DEPENDENCYPART_GRANDPAR
(11,4),(4,16),-1.19662 # DEPENDENCYPART_GRANDPAR
(11,4),(4,20),-1.27887 # DEPENDENCYPART_GRANDPAR
(11,4),(4,22),-1.75178 # DEPENDENCYPART_GRANDPAR
(11,4),(4,23),-1.64666 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.725492 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.618346 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.502109 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.365892 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.0890048 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.0567676 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),0.179587 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.0189054 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-2.1691 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-1.71892 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.430116 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.0349023 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.426454 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.767315 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.642804 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.52504 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.382965 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.515846 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.00823318 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.169733 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.0339179 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-2.16975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-1.71913 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-1.57191 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-1.1143 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-1.38794 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-1.30906 # DEPENDENCYPART_GRANDPAR
(11,8),(8,19),-1.44226 # DEPENDENCYPART_GRANDPAR
(11,8),(8,20),-1.44294 # DEPENDENCYPART_GRANDPAR
(11,8),(8,22),-1.79355 # DEPENDENCYPART_GRANDPAR
(11,8),(8,23),-1.68595 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.737345 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.485679 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),0.033675 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.3188 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-2.16932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-1.71912 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-1.5719 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-1.1143 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-1.38794 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-1.30906 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-1.44226 # DEPENDENCYPART_GRANDPAR
(11,10),(10,23),-1.68595 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-1.2112 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.882822 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.784156 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.850561 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.961906 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.649367 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.779412 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.320935 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.742981 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.5773 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-1.05771 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.404819 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.747154 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.695293 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.867459 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.771771 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.808459 # DEPENDENCYPART_GRANDPAR
(11,13),(13,23),-1.14072 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.851009 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.920917 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.972644 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.650964 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.789988 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.75374 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-1.61036 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,13),-0.948807 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.694894 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.848236 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.813461 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.745157 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.894122 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.766225 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),-1.21366 # DEPENDENCYPART_GRANDPAR
(11,14),(14,23),-1.06008 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.942537 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),0.167569 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),0.126858 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),0.405135 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),0.152219 # DEPENDENCYPART_GRANDPAR
(13,1),(1,7),0.325244 # DEPENDENCYPART_GRANDPAR
(13,1),(1,8),0.105085 # DEPENDENCYPART_GRANDPAR
(13,1),(1,9),0.475805 # DEPENDENCYPART_GRANDPAR
(13,1),(1,11),0.574766 # DEPENDENCYPART_GRANDPAR
(13,1),(1,12),0.790984 # DEPENDENCYPART_GRANDPAR
(13,1),(1,23),-0.838082 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),0.592595 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),0.0409442 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),0.473282 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),0.123576 # DEPENDENCYPART_GRANDPAR
(13,3),(3,12),0.859131 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),0.590938 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-1.54997 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),0.00220731 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),0.511562 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),0.152036 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),0.250374 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),0.119144 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),0.355009 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),0.298915 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),0.444501 # DEPENDENCYPART_GRANDPAR
(13,4),(4,12),0.897412 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-1.04201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,14),-0.404064 # DEPENDENCYPART_GRANDPAR
(13,4),(4,15),-0.433358 # DEPENDENCYPART_GRANDPAR
(13,4),(4,16),-0.108348 # DEPENDENCYPART_GRANDPAR
(13,4),(4,20),-0.382021 # DEPENDENCYPART_GRANDPAR
(13,4),(4,22),-1.15027 # DEPENDENCYPART_GRANDPAR
(13,4),(4,23),-0.714076 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),0.5588 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.0748542 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.128351 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),0.062181 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),0.322266 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),0.102008 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),0.474767 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),0.288379 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),0.571689 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),0.784757 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),0.068459 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),0.134398 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.112414 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),0.552503 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.0668965 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.118866 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),0.0914348 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),0.00506544 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.0546462 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),0.451404 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),0.303946 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),0.586993 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),0.807431 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-1.17203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.55434 # DEPENDENCYPART_GRANDPAR
(13,8),(8,15),-0.585327 # DEPENDENCYPART_GRANDPAR
(13,8),(8,16),-0.37386 # DEPENDENCYPART_GRANDPAR
(13,8),(8,19),-0.461819 # DEPENDENCYPART_GRANDPAR
(13,8),(8,20),-0.755469 # DEPENDENCYPART_GRANDPAR
(13,8),(8,22),-1.26411 # DEPENDENCYPART_GRANDPAR
(13,8),(8,23),-0.838145 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.215406 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.0726062 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.232276 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.13294 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.501148 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.531415 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.341405 # DEPENDENCYPART_GRANDPAR
(13,9),(9,19),-0.39581 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),0.561548 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),0.0143051 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.0317096 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.0549088 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.603739 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.77964 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.17196 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.554277 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.585264 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.373798 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),-0.461756 # DEPENDENCYPART_GRANDPAR
(13,10),(10,23),-0.838082 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.194792 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.183806 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.0917415 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.253016 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.0603224 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.688965 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.17196 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.55428 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.417637 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.266289 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-0.361856 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.0907064 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.407787 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.225128 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.0964595 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.681287 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.558631 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.0826679 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.233526 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.188985 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),0.506206 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),0.0536031 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.339389 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),-0.308595 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-0.342902 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-0.210398 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.306673 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-0.0352134 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.352603 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.169945 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.0412763 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),0.175451 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.672875 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),-0.301886 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.209023 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),0.201935 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.319752 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),0.532403 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.198049 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-0.284481 # DEPENDENCYPART_GRANDPAR
(13,15),(15,23),-0.376878 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.573848 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.120424 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),0.105259 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.548245 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),0.0984701 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.509517 # DEPENDENCYPART_GRANDPAR
(13,17),(17,4),-0.56999 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.605175 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),0.0765308 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.450084 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.684981 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),-0.524052 # DEPENDENCYPART_GRANDPAR
(13,19),(19,1),-0.0457014 # DEPENDENCYPART_GRANDPAR
(13,19),(19,6),-0.60132 # DEPENDENCYPART_GRANDPAR
(13,19),(19,8),-0.647222 # DEPENDENCYPART_GRANDPAR
(13,19),(19,10),-0.464587 # DEPENDENCYPART_GRANDPAR
(13,19),(19,14),-0.0667223 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),-0.0642951 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.0807226 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.477825 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.369583 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.671674 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),-0.533091 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),0.0974762 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.747429 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),-0.635692 # DEPENDENCYPART_GRANDPAR
(13,20),(20,23),-0.656449 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.28838 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.934378 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.181231 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.214635 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.241531 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.0822614 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),-0.171405 # DEPENDENCYPART_GRANDPAR
(14,4),(4,9),-0.0520203 # DEPENDENCYPART_GRANDPAR
(14,4),(4,10),-0.161785 # DEPENDENCYPART_GRANDPAR
(14,4),(4,11),-0.152518 # DEPENDENCYPART_GRANDPAR
(14,4),(4,12),-0.272296 # DEPENDENCYPART_GRANDPAR
(14,4),(4,13),-0.154972 # DEPENDENCYPART_GRANDPAR
(14,4),(4,14),-1.38129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,4),(4,15),-0.182083 # DEPENDENCYPART_GRANDPAR
(14,4),(4,16),-0.622889 # DEPENDENCYPART_GRANDPAR
(14,4),(4,20),-0.274572 # DEPENDENCYPART_GRANDPAR
(14,4),(4,22),-0.707384 # DEPENDENCYPART_GRANDPAR
(14,4),(4,23),-1.06215 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),-0.231776 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.254159 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.0727603 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.276998 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),0.0303375 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.180717 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),0.0283588 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),-0.166097 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),-0.0778427 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),-0.166142 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.243139 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.103445 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),-0.355061 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.250266 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.260895 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.0779689 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.271448 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.249604 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.113163 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),0.016128 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.137627 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.0496359 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),-0.126783 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),-0.188879 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-1.33491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,15),-0.137417 # DEPENDENCYPART_GRANDPAR
(14,8),(8,16),-0.640535 # DEPENDENCYPART_GRANDPAR
(14,8),(8,19),-0.703392 # DEPENDENCYPART_GRANDPAR
(14,8),(8,20),-0.337919 # DEPENDENCYPART_GRANDPAR
(14,8),(8,22),-0.649959 # DEPENDENCYPART_GRANDPAR
(14,8),(8,23),-1.00652 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.227218 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.226361 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.077503 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.184053 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.0427637 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.168338 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),-0.182816 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-1.33491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.137417 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.640535 # DEPENDENCYPART_GRANDPAR
(14,10),(10,19),-0.703391 # DEPENDENCYPART_GRANDPAR
(14,10),(10,23),-1.00652 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.0916461 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.299456 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.0877002 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.257144 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.233509 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.221194 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.18701 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.33491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,1),-0.392668 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.302361 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.132892 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.364047 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.397078 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.336065 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.33482 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.426473 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.324632 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.313216 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.421708 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.34632 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.167436 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.663574 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.669055 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.734339 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.46235 # DEPENDENCYPART_GRANDPAR
(14,13),(13,23),-1.03809 # DEPENDENCYPART_GRANDPAR
(14,15),(15,4),-0.432243 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-0.672457 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-0.722841 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-0.510889 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.65918 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.647439 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.624633 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.730118 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.611876 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.02607 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.0538093 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.0659074 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.0786594 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.0917245 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),0.286033 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),0.0696517 # DEPENDENCYPART_GRANDPAR
(14,15),(15,23),-0.460372 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-0.74165 # DEPENDENCYPART_GRANDPAR
(14,16),(16,15),0.225837 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.136553 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.227667 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.132852 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.0365695 # DEPENDENCYPART_GRANDPAR
(14,17),(17,4),-0.498292 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.241489 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.203031 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),0.0493792 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.103787 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),-0.553178 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),0.0875803 # DEPENDENCYPART_GRANDPAR
(14,19),(19,1),-0.857544 # DEPENDENCYPART_GRANDPAR
(14,19),(19,6),-0.861093 # DEPENDENCYPART_GRANDPAR
(14,19),(19,8),-0.797406 # DEPENDENCYPART_GRANDPAR
(14,19),(19,10),-0.785685 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.82023 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),0.405595 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.232689 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.224018 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.0229658 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.025267 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),-0.547444 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.192237 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.8383 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),0.0865713 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),-0.514914 # DEPENDENCYPART_GRANDPAR
(14,22),(22,18),-0.170174 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),-0.252337 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),-0.087669 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.607632 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),-0.0608014 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.88526 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.171002 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),-0.108247 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),-0.149973 # DEPENDENCYPART_GRANDPAR
