# _root_ `` It was simply overbought , '' he said , and selling by funds that are computer guided helped depress prices .
#goldHeads=3,3,9,3,3,3,3,9,0,9,3,19,12,13,16,14,16,17,11,19,20,3,
#predictedHeads=9,3,9,3,3,9,9,9,0,9,9,11,12,13,16,14,16,16,18,19,20,3,
(7,3),(3,6),-0.16237 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.59046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.486483 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.738978 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.635346 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.678101 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.828057 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-0.871405 # DEPENDENCYPART_GRANDPAR
(7,3),(3,16),-0.642784 # DEPENDENCYPART_GRANDPAR
(7,3),(3,18),-0.920667 # DEPENDENCYPART_GRANDPAR
(7,3),(3,19),-0.835799 # DEPENDENCYPART_GRANDPAR
(7,3),(3,20),-1.00092 # DEPENDENCYPART_GRANDPAR
(7,3),(3,22),-0.857654 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.268869 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.0426428 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.0683841 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.0584214 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.64542 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,9),-0.736453 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.671658 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.704838 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.181753 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.0170876 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.144714 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.018664 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.0982356 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.64876 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.481677 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.731763 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.689528 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.694461 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.806307 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.863429 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.95905 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.665064 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-0.818157 # DEPENDENCYPART_GRANDPAR
(7,5),(5,22),-0.987578 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.10595 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.155126 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.64418 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,1),-0.671952 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.53768 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.506049 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.57984 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.505974 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.17409 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,10),-0.132927 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.364626 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.645627 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.464232 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.54651 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.472535 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.570413 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.478676 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.25242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.102293 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.161829 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.264689 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.435406 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.39978 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.602104 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.471884 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.0985916 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.240123 # DEPENDENCYPART_GRANDPAR
(7,9),(9,22),-0.566171 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.289341 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.229168 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.321017 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.235711 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.409141 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.443259 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.466674 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.054073 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.271066 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.376243 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.375828 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.469707 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.234411 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.245658 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.270023 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.0698148 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.348325 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.150741 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.47299 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.292914 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.30289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.558383 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-0.926259 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.515924 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-0.72449 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),-0.722756 # DEPENDENCYPART_GRANDPAR
(8,3),(3,16),-0.702989 # DEPENDENCYPART_GRANDPAR
(8,3),(3,18),-0.806391 # DEPENDENCYPART_GRANDPAR
(8,3),(3,19),-0.641584 # DEPENDENCYPART_GRANDPAR
(8,3),(3,20),-0.835547 # DEPENDENCYPART_GRANDPAR
(8,3),(3,22),-0.666919 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.36019 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.18313 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.131795 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.358708 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.26908 # DEPENDENCYPART_GRANDPAR
(8,4),(4,9),-0.575714 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.982427 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.562408 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.310916 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.195604 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.358877 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.274691 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.399419 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.291453 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.31883 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.571925 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-1.0012 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.553007 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.723499 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.735538 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-0.562788 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-0.746028 # DEPENDENCYPART_GRANDPAR
(8,5),(5,17),-0.756559 # DEPENDENCYPART_GRANDPAR
(8,5),(5,22),-0.839419 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.368964 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.236232 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.243486 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.299867 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.308757 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.21471 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.389514 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.31363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.582468 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.981669 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.543227 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.157714 # DEPENDENCYPART_GRANDPAR
(8,11),(11,9),-0.0764059 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.634282 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.123376 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.252898 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),0.260306 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.282719 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.240185 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.125853 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.249406 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.279663 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.338893 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.181736 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),0.10227 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.353321 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),0.297259 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),0.0631017 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),0.089947 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),0.384479 # DEPENDENCYPART_GRANDPAR
(9,2),(2,11),-0.141309 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),0.206033 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),0.41127 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),0.234935 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),0.308103 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),0.323281 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),0.278756 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),0.602976 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-1.44284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,10),-0.382672 # DEPENDENCYPART_GRANDPAR
(9,3),(3,11),0.173891 # DEPENDENCYPART_GRANDPAR
(9,3),(3,12),-0.389547 # DEPENDENCYPART_GRANDPAR
(9,3),(3,13),-0.137964 # DEPENDENCYPART_GRANDPAR
(9,3),(3,16),-0.234086 # DEPENDENCYPART_GRANDPAR
(9,3),(3,18),-0.44026 # DEPENDENCYPART_GRANDPAR
(9,3),(3,19),-0.453934 # DEPENDENCYPART_GRANDPAR
(9,3),(3,20),-0.346241 # DEPENDENCYPART_GRANDPAR
(9,3),(3,22),1.24248 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.200231 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),0.0874516 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),0.10672 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),0.322678 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),0.0174692 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.62778 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.611608 # DEPENDENCYPART_GRANDPAR
(9,4),(4,11),-0.0551968 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.0364238 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),0.182206 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),0.273871 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),0.18957 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.299849 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.0157021 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.194045 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.51528 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.536901 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),0.0565671 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.439377 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.140604 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.787093 # DEPENDENCYPART_GRANDPAR
(9,5),(5,16),-0.35875 # DEPENDENCYPART_GRANDPAR
(9,5),(5,17),-1.15096 # DEPENDENCYPART_GRANDPAR
(9,5),(5,22),0.950452 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.0251207 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),0.0562167 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.00124277 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),0.248984 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),0.0156826 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),0.0214631 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.171888 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.105768 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.63019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.607106 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.0315002 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.346695 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),0.221152 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.178132 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.106772 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.0718955 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.274115 # DEPENDENCYPART_GRANDPAR
(9,8),(8,10),-0.694186 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.284786 # DEPENDENCYPART_GRANDPAR
(9,10),(10,11),0.0494574 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.49391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.476356 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.358743 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.224663 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.706027 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.762754 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),0.0398284 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-1.16796 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.0337189 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),0.572305 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.100583 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.28128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,11),0.232852 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.0433785 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.278706 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.706546 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.193149 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.73417 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.231031 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.271469 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.0318707 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),-0.744934 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.147674 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.407617 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.888465 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.292562 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.698073 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.296224 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.383824 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.0935046 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),-0.824909 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.266105 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.244897 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.0945781 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.885006 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.334513 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.993403 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.371208 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.4169 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.177317 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-0.858424 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),0.934395 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.644929 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),0.223902 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-0.144982 # DEPENDENCYPART_GRANDPAR
(9,16),(16,3),0.068629 # DEPENDENCYPART_GRANDPAR
(9,16),(16,4),0.019326 # DEPENDENCYPART_GRANDPAR
(9,16),(16,5),-0.120718 # DEPENDENCYPART_GRANDPAR
(9,16),(16,6),0.0928094 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),0.112004 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-0.112644 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-1.17795 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),-0.191518 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),0.0192687 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),0.0273343 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.252895 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.414693 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.580371 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.0444547 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.10818 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),0.0676522 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-0.58146 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),1.02167 # DEPENDENCYPART_GRANDPAR
(9,19),(19,1),-0.0513725 # DEPENDENCYPART_GRANDPAR
(9,19),(19,2),-0.206576 # DEPENDENCYPART_GRANDPAR
(9,19),(19,3),0.0274549 # DEPENDENCYPART_GRANDPAR
(9,19),(19,4),-0.0705464 # DEPENDENCYPART_GRANDPAR
(9,19),(19,5),-0.132301 # DEPENDENCYPART_GRANDPAR
(9,19),(19,6),0.0319705 # DEPENDENCYPART_GRANDPAR
(9,19),(19,7),-0.00640187 # DEPENDENCYPART_GRANDPAR
(9,19),(19,8),-0.175616 # DEPENDENCYPART_GRANDPAR
(9,19),(19,9),-1.2825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,19),(19,10),-0.138534 # DEPENDENCYPART_GRANDPAR
(9,19),(19,11),0.327991 # DEPENDENCYPART_GRANDPAR
(9,19),(19,12),-0.063201 # DEPENDENCYPART_GRANDPAR
(9,19),(19,13),0.175709 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),-0.286995 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),-0.384281 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),-0.00309236 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.555126 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.100257 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),0.350407 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.472815 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),1.13056 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.749587 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.3044 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.0574422 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.33623 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.312832 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.445001 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),0.232548 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.472682 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.342267 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.295698 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.46431 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),0.176451 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),0.542774 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),0.319644 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),0.146565 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),0.420785 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.176298 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.200732 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.298107 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.324307 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.22437 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),0.495061 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.335063 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.371323 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-1.19685 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.140308 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-0.398264 # DEPENDENCYPART_GRANDPAR
(11,9),(9,22),-1.47086 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.20652 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,9),-0.504027 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.905934 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.144368 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.116964 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.676594 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),0.189284 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.642954 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.0149879 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.0632966 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.229713 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),-0.717746 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),1.04948 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.105399 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.876699 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),0.0834965 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.498522 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.151515 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.210405 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.354881 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.619426 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.680596 # DEPENDENCYPART_GRANDPAR
(11,14),(14,12),1.26303 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.344166 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.679428 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),0.143622 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.585444 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.118134 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.0865514 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.253621 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),-0.646939 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),-1.16388 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.231933 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-0.484528 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-0.253688 # DEPENDENCYPART_GRANDPAR
(11,16),(16,3),-0.544093 # DEPENDENCYPART_GRANDPAR
(11,16),(16,4),-0.551116 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-0.309335 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-0.793785 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-0.476118 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-0.365804 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-0.53515 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.650002 # DEPENDENCYPART_GRANDPAR
(11,16),(16,12),1.05588 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.239484 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.215742 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.931249 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.337824 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),0.246611 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),0.0708679 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.0869938 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.499225 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-1.09798 # DEPENDENCYPART_GRANDPAR
(11,17),(17,12),1.23017 # DEPENDENCYPART_GRANDPAR
