# _root_ But prices of junk bonds , which were battered Friday in near standstill trading , rebounded to post small gains after a volatile trading session .
#goldHeads=16,16,2,5,3,5,8,5,8,9,9,13,14,11,5,0,16,17,20,18,18,25,25,25,21,16,
#predictedHeads=16,16,2,5,3,5,8,5,8,9,9,14,14,11,5,0,16,17,20,18,18,25,25,25,21,16,
(8,5),(5,11),0.0618383 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.82263 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-0.303364 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.848074 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-0.277818 # DEPENDENCYPART_GRANDPAR
(8,5),(5,20),-0.77964 # DEPENDENCYPART_GRANDPAR
(8,5),(5,25),-0.708193 # DEPENDENCYPART_GRANDPAR
(8,5),(5,26),-1.06029 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.976443 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.531252 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.35621 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.266649 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-1.24947 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-1.05578 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.556241 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.961216 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.146514 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.936065 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.429829 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.247908 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.220174 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.0950704 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),0.208195 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.0672553 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),0.25153 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.0926514 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.169772 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),-0.188924 # DEPENDENCYPART_GRANDPAR
(8,9),(9,25),-0.199671 # DEPENDENCYPART_GRANDPAR
(8,9),(9,26),-0.870245 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-1.2968 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.374564 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.830881 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.176776 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.0935506 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.480527 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.36815 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.0336599 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.422862 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),0.0774798 # DEPENDENCYPART_GRANDPAR
(8,10),(10,26),-0.926337 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.190538 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.585506 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.272201 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.195788 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),0.452196 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.321602 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.0239264 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.344522 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.253859 # DEPENDENCYPART_GRANDPAR
(8,11),(11,26),-1.01342 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.32161 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.138791 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.168603 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),0.283483 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),0.0600473 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-1.37768 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-1.11636 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-1.15573 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.282013 # DEPENDENCYPART_GRANDPAR
(8,14),(14,9),0.344437 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),0.493157 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.500866 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.260827 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.18355 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.271775 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),0.0563094 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.322756 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.401936 # DEPENDENCYPART_GRANDPAR
(8,14),(14,21),-0.591964 # DEPENDENCYPART_GRANDPAR
(8,14),(14,25),-0.424059 # DEPENDENCYPART_GRANDPAR
(8,14),(14,26),-0.952946 # DEPENDENCYPART_GRANDPAR
(8,16),(16,1),-1.2678 # DEPENDENCYPART_GRANDPAR
(8,16),(16,2),-1.06939 # DEPENDENCYPART_GRANDPAR
(8,16),(16,3),-0.573524 # DEPENDENCYPART_GRANDPAR
(8,16),(16,5),-1.0108 # DEPENDENCYPART_GRANDPAR
(8,16),(16,6),-0.966188 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),-0.189998 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-0.952393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,9),0.204254 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),0.329148 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),0.142889 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),-0.50332 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.410349 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),0.119232 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.443317 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.094814 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.386002 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.225658 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.0983765 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),-0.277607 # DEPENDENCYPART_GRANDPAR
(8,16),(16,24),-0.238464 # DEPENDENCYPART_GRANDPAR
(8,16),(16,25),-0.162134 # DEPENDENCYPART_GRANDPAR
(8,16),(16,26),-1.02837 # DEPENDENCYPART_GRANDPAR
(8,17),(17,2),-1.13625 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),0.147327 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.0122477 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.444432 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.346891 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.276282 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.444032 # DEPENDENCYPART_GRANDPAR
(8,17),(17,25),-0.326407 # DEPENDENCYPART_GRANDPAR
(8,20),(20,9),0.499228 # DEPENDENCYPART_GRANDPAR
(8,20),(20,10),0.511754 # DEPENDENCYPART_GRANDPAR
(8,20),(20,12),-0.187661 # DEPENDENCYPART_GRANDPAR
(8,20),(20,13),-0.0792422 # DEPENDENCYPART_GRANDPAR
(8,20),(20,14),0.270553 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),-0.269778 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),-0.106557 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),-0.398976 # DEPENDENCYPART_GRANDPAR
(8,20),(20,23),-0.247924 # DEPENDENCYPART_GRANDPAR
(8,20),(20,24),-0.316694 # DEPENDENCYPART_GRANDPAR
(8,20),(20,25),-0.257951 # DEPENDENCYPART_GRANDPAR
(8,20),(20,26),-0.84444 # DEPENDENCYPART_GRANDPAR
(8,21),(21,11),0.352191 # DEPENDENCYPART_GRANDPAR
(8,21),(21,19),-0.383007 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),-0.0837562 # DEPENDENCYPART_GRANDPAR
(8,21),(21,22),-0.786771 # DEPENDENCYPART_GRANDPAR
(8,21),(21,23),-0.256081 # DEPENDENCYPART_GRANDPAR
(8,21),(21,24),-0.0880297 # DEPENDENCYPART_GRANDPAR
(8,21),(21,25),-0.0680727 # DEPENDENCYPART_GRANDPAR
(8,25),(25,12),-0.239912 # DEPENDENCYPART_GRANDPAR
(8,25),(25,19),-0.189215 # DEPENDENCYPART_GRANDPAR
(8,25),(25,20),-0.331637 # DEPENDENCYPART_GRANDPAR
(8,25),(25,21),-0.386494 # DEPENDENCYPART_GRANDPAR
(8,25),(25,22),-0.559111 # DEPENDENCYPART_GRANDPAR
(8,25),(25,23),-0.303682 # DEPENDENCYPART_GRANDPAR
(8,25),(25,24),-0.322942 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.411852 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.323536 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),-0.216913 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.233636 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.112106 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.263908 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.314903 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.247501 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),0.23747 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),-0.118359 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.35715 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),-0.144698 # DEPENDENCYPART_GRANDPAR
(9,2),(2,11),-0.276686 # DEPENDENCYPART_GRANDPAR
(9,2),(2,15),-0.89512 # DEPENDENCYPART_GRANDPAR
(9,2),(2,16),-0.52346 # DEPENDENCYPART_GRANDPAR
(9,2),(2,21),-0.544282 # DEPENDENCYPART_GRANDPAR
(9,2),(2,26),-1.15398 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.369649 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.157931 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.146 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.252422 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.362165 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),0.781011 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),-0.0906376 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-1.22595 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,1),-0.228349 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.307836 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.182933 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.3067 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,1),-0.334873 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.250633 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.307515 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.272205 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.411917 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.00816353 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.29596 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.0747343 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.257752 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.738687 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.514559 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.736179 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.475866 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.673498 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),-0.716915 # DEPENDENCYPART_GRANDPAR
(9,8),(8,21),-0.599554 # DEPENDENCYPART_GRANDPAR
(9,8),(8,25),-1.13778 # DEPENDENCYPART_GRANDPAR
(9,8),(8,26),-1.03781 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.883354 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.193435 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.640033 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.763846 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.0056939 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.258501 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.12848 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.117847 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.378594 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.073791 # DEPENDENCYPART_GRANDPAR
(9,10),(10,26),-0.58137 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),0.0642651 # DEPENDENCYPART_GRANDPAR
(9,11),(11,10),0.395327 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.0833053 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.0298211 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.208233 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.181856 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.0558704 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.198705 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.118576 # DEPENDENCYPART_GRANDPAR
(9,11),(11,26),-0.651105 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),0.274447 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.0694608 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.294318 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.0412899 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.0260011 # DEPENDENCYPART_GRANDPAR
(9,13),(13,10),0.278489 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.372365 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.0255373 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.0133808 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-0.677007 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-0.771873 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.881512 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.218785 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.808262 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.537914 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.190965 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.150534 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.0300122 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.304891 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.0615572 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.105457 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.251363 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-0.400505 # DEPENDENCYPART_GRANDPAR
(9,14),(14,25),-0.712448 # DEPENDENCYPART_GRANDPAR
(9,14),(14,26),-0.556433 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),-0.556891 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-0.711146 # DEPENDENCYPART_GRANDPAR
(9,16),(16,3),-0.535214 # DEPENDENCYPART_GRANDPAR
(9,16),(16,5),-0.714622 # DEPENDENCYPART_GRANDPAR
(9,16),(16,6),-0.713106 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-0.161786 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-0.625933 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-0.84732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),0.355896 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),0.0809869 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),-0.308515 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.179913 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.114884 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.470192 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.115229 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.0797555 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.31701 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.230506 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-0.240423 # DEPENDENCYPART_GRANDPAR
(9,16),(16,24),-0.526929 # DEPENDENCYPART_GRANDPAR
(9,16),(16,25),-0.663444 # DEPENDENCYPART_GRANDPAR
(9,16),(16,26),-0.79225 # DEPENDENCYPART_GRANDPAR
(9,17),(17,2),-0.759572 # DEPENDENCYPART_GRANDPAR
(9,17),(17,11),0.118976 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.138093 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),0.112538 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.277129 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.141018 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-0.250293 # DEPENDENCYPART_GRANDPAR
(9,17),(17,25),-0.57611 # DEPENDENCYPART_GRANDPAR
(9,20),(20,9),-0.773098 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,20),(20,10),0.34379 # DEPENDENCYPART_GRANDPAR
(9,20),(20,12),-0.233402 # DEPENDENCYPART_GRANDPAR
(9,20),(20,13),-0.0894799 # DEPENDENCYPART_GRANDPAR
(9,20),(20,14),-0.134528 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),-0.186519 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.33839 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-0.334799 # DEPENDENCYPART_GRANDPAR
(9,20),(20,23),-0.434185 # DEPENDENCYPART_GRANDPAR
(9,20),(20,24),-0.465017 # DEPENDENCYPART_GRANDPAR
(9,20),(20,25),-0.622799 # DEPENDENCYPART_GRANDPAR
(9,20),(20,26),-0.629835 # DEPENDENCYPART_GRANDPAR
(9,21),(21,11),0.16224 # DEPENDENCYPART_GRANDPAR
(9,21),(21,19),-0.449943 # DEPENDENCYPART_GRANDPAR
(9,21),(21,20),-0.133665 # DEPENDENCYPART_GRANDPAR
(9,21),(21,22),-0.658493 # DEPENDENCYPART_GRANDPAR
(9,21),(21,23),-0.282507 # DEPENDENCYPART_GRANDPAR
(9,21),(21,24),-0.300942 # DEPENDENCYPART_GRANDPAR
(9,21),(21,25),-0.469313 # DEPENDENCYPART_GRANDPAR
(9,25),(25,12),-0.149661 # DEPENDENCYPART_GRANDPAR
(9,25),(25,19),-0.267516 # DEPENDENCYPART_GRANDPAR
(9,25),(25,20),-0.331011 # DEPENDENCYPART_GRANDPAR
(9,25),(25,21),-0.270532 # DEPENDENCYPART_GRANDPAR
(9,25),(25,22),-0.391138 # DEPENDENCYPART_GRANDPAR
(9,25),(25,23),-0.39088 # DEPENDENCYPART_GRANDPAR
(9,25),(25,24),-0.607711 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.276376 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.126624 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.156812 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.176247 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.264393 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.285116 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.189086 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.129498 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.149272 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.0406395 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.113968 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.48863 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.705265 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.613405 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.45831 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.655682 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.665861 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.779414 # DEPENDENCYPART_GRANDPAR
(10,8),(8,20),-0.981698 # DEPENDENCYPART_GRANDPAR
(10,8),(8,21),-0.915493 # DEPENDENCYPART_GRANDPAR
(10,8),(8,25),-1.06918 # DEPENDENCYPART_GRANDPAR
(10,8),(8,26),-1.31423 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.290806 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.367034 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.251901 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.0837459 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.0263165 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.262187 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.49403 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.710395 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.58905 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.550469 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.489761 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.701246 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.654439 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.740951 # DEPENDENCYPART_GRANDPAR
(10,9),(9,20),-1.02927 # DEPENDENCYPART_GRANDPAR
(10,9),(9,21),-0.924943 # DEPENDENCYPART_GRANDPAR
(10,9),(9,25),-1.1006 # DEPENDENCYPART_GRANDPAR
(10,9),(9,26),-1.40265 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.252539 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.946642 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.162426 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.132263 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.100333 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.175458 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.464562 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.443077 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.638668 # DEPENDENCYPART_GRANDPAR
(10,11),(11,26),-1.02724 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-1.08199 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,13),0.0284981 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),0.025628 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.185933 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.176627 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-1.08047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,12),-0.167844 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.182697 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.17682 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-0.789313 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-0.823546 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-0.73403 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.371797 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.657255 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.849713 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),-0.100595 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.0571998 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.0916783 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.207734 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.105689 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.367687 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.533603 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),-0.408439 # DEPENDENCYPART_GRANDPAR
(10,14),(14,25),-0.602154 # DEPENDENCYPART_GRANDPAR
(10,14),(14,26),-0.758084 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),-0.688769 # DEPENDENCYPART_GRANDPAR
(10,16),(16,2),-0.784509 # DEPENDENCYPART_GRANDPAR
(10,16),(16,3),-0.750578 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-0.657409 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),-0.58363 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-0.313513 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-0.63183 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.615707 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-1.08305 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),-0.0956934 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.172591 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.128692 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),0.0692679 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.330958 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.163276 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.101286 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.352926 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.433566 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.207314 # DEPENDENCYPART_GRANDPAR
(10,16),(16,24),-0.352731 # DEPENDENCYPART_GRANDPAR
(10,16),(16,25),-0.452441 # DEPENDENCYPART_GRANDPAR
(10,16),(16,26),-0.969083 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.419092 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.922819 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.318595 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.382262 # DEPENDENCYPART_GRANDPAR
