# _root_ But analysts , while applauding the acquisition , say Applied 's chief executive faces a tough challenge in integrating the two companies .
#goldHeads=9,9,9,9,4,7,5,9,0,13,10,13,14,9,17,17,14,17,18,22,22,19,9,
#predictedHeads=9,9,2,9,4,7,5,9,0,13,10,13,14,9,17,17,14,17,18,22,22,19,9,
(9,10),(10,6),-0.460373 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.268218 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.128977 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.572602 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.26392 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.0180781 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.138559 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),0.275005 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),0.13758 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.00824428 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.368893 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.188048 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),0.00412714 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.618134 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,12),0.298761 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-0.128611 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),0.0473981 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),0.453949 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.189449 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),0.105993 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),0.266786 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),0.115218 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-0.389647 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-0.282637 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.143416 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.332192 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.652001 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.313972 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.111792 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.800058 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.385525 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.0406797 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.0997298 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.167131 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),0.0535693 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.170494 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.274959 # DEPENDENCYPART_GRANDPAR
(9,13),(13,22),-0.202296 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),0.221591 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-0.233892 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),0.0049322 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-0.120566 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.149767 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),0.0403743 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),0.175777 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.569543 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.721629 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.0582645 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.071774 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.468735 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.139792 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),0.0778057 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),0.494027 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),0.216015 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),0.0275135 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),0.22411 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-0.101378 # DEPENDENCYPART_GRANDPAR
(9,17),(17,7),-0.312733 # DEPENDENCYPART_GRANDPAR
(9,17),(17,10),0.381234 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),-0.135345 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),0.158482 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),0.030047 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.430429 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.190357 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.264042 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-0.545544 # DEPENDENCYPART_GRANDPAR
(9,17),(17,22),-0.202155 # DEPENDENCYPART_GRANDPAR
(9,17),(17,23),-0.192224 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),0.40589 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.217494 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.371086 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),0.0100247 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),0.225386 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.167157 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.305402 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.440759 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),-0.0643355 # DEPENDENCYPART_GRANDPAR
(9,19),(19,23),-0.254661 # DEPENDENCYPART_GRANDPAR
(9,22),(22,10),0.633559 # DEPENDENCYPART_GRANDPAR
(9,22),(22,12),0.08297 # DEPENDENCYPART_GRANDPAR
(9,22),(22,13),0.354814 # DEPENDENCYPART_GRANDPAR
(9,22),(22,15),-0.00469718 # DEPENDENCYPART_GRANDPAR
(9,22),(22,16),-0.142226 # DEPENDENCYPART_GRANDPAR
(9,22),(22,17),0.366793 # DEPENDENCYPART_GRANDPAR
(9,22),(22,18),0.0169499 # DEPENDENCYPART_GRANDPAR
(9,22),(22,19),-0.142292 # DEPENDENCYPART_GRANDPAR
(9,22),(22,20),-0.273483 # DEPENDENCYPART_GRANDPAR
(9,22),(22,21),-0.404583 # DEPENDENCYPART_GRANDPAR
(9,22),(22,23),-0.391897 # DEPENDENCYPART_GRANDPAR
(9,23),(23,22),-0.169408 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.791367 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.597124 # DEPENDENCYPART_GRANDPAR
(10,1),(1,14),-0.778305 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.641586 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.434834 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.545845 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.490912 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),-0.530208 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),-0.499501 # DEPENDENCYPART_GRANDPAR
(10,2),(2,9),-0.475827 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-1.31017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,11),-0.96421 # DEPENDENCYPART_GRANDPAR
(10,2),(2,13),-0.587418 # DEPENDENCYPART_GRANDPAR
(10,2),(2,14),-0.768779 # DEPENDENCYPART_GRANDPAR
(10,2),(2,22),-0.821226 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.778528 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.837519 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.602808 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.871646 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.91561 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.453526 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.467488 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.55769 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),-0.474708 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),-0.282525 # DEPENDENCYPART_GRANDPAR
(10,4),(4,14),-0.820762 # DEPENDENCYPART_GRANDPAR
(10,4),(4,19),-0.923743 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.78758 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.73489 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.438815 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.604618 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.847493 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.521811 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.608738 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.538058 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.28747 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.962198 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),-0.654503 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.59345 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-0.770574 # DEPENDENCYPART_GRANDPAR
(10,5),(5,17),-0.778226 # DEPENDENCYPART_GRANDPAR
(10,5),(5,18),-1.1126 # DEPENDENCYPART_GRANDPAR
(10,5),(5,19),-0.920305 # DEPENDENCYPART_GRANDPAR
(10,5),(5,22),-0.812643 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.702077 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.408474 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.478558 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.671249 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.669162 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.539775 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.559042 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.607184 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.868666 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.436842 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.458591 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.38072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.985168 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.698157 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.648374 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.793615 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-0.833158 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-1.10326 # DEPENDENCYPART_GRANDPAR
(10,7),(7,19),-0.928189 # DEPENDENCYPART_GRANDPAR
(10,7),(7,22),-0.80885 # DEPENDENCYPART_GRANDPAR
(10,7),(7,23),-1.33543 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.756412 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.806755 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.360614 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.623546 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.665094 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.942034 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.659234 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.42528 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.28309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.956111 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.634101 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.553237 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.75808 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.738017 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-1.12456 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.906412 # DEPENDENCYPART_GRANDPAR
(10,9),(9,22),-0.758795 # DEPENDENCYPART_GRANDPAR
(10,9),(9,23),-1.21692 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-1.16287 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-1.18811 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-1.08377 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-1.01951 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.987482 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),-0.177751 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-1.07274 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-1.01829 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.821013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.324588 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.0143828 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.210447 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.170902 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-1.21065 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-1.07509 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-1.04754 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-1.08049 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-1.48795 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-1.19379 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-1.13976 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-1.01876 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.665749 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.0325076 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.196957 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.140705 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.169267 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.587415 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.435037 # DEPENDENCYPART_GRANDPAR
(10,13),(13,22),-0.244089 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-1.10567 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-1.20466 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-0.923971 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-1.14215 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-1.05631 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-1.02739 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.988637 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.994269 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.795776 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),-0.345823 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.104708 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.0014293 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.846614 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.464467 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.139181 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.542217 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.512427 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),-0.186221 # DEPENDENCYPART_GRANDPAR
(10,14),(14,23),-0.852111 # DEPENDENCYPART_GRANDPAR
(10,17),(17,7),-1.19205 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-0.689506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,12),0.143292 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),0.249793 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.185352 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.298794 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.621246 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.436643 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.44591 # DEPENDENCYPART_GRANDPAR
(10,17),(17,22),-0.257157 # DEPENDENCYPART_GRANDPAR
(10,17),(17,23),-0.610798 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.286325 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.309397 # DEPENDENCYPART_GRANDPAR
(11,1),(1,14),-0.871932 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.166926 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.266724 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),0.133893 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.130538 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),-0.195975 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),-0.274778 # DEPENDENCYPART_GRANDPAR
(11,2),(2,9),-0.0948618 # DEPENDENCYPART_GRANDPAR
(11,2),(2,10),-0.0836117 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-1.96323 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,13),-0.659273 # DEPENDENCYPART_GRANDPAR
(11,2),(2,14),-0.855165 # DEPENDENCYPART_GRANDPAR
(11,2),(2,22),-1.25223 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.256178 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.447423 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.324867 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),0.0117517 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.126051 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.232354 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),0.247382 # DEPENDENCYPART_GRANDPAR
(11,4),(4,14),-0.892945 # DEPENDENCYPART_GRANDPAR
(11,4),(4,19),-1.08686 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.117548 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.335302 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.152325 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),0.173212 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.0648216 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.124706 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.279701 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.16038 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.0647595 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.96101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.687443 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.633174 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.850504 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.910614 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.99534 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-1.09015 # DEPENDENCYPART_GRANDPAR
(11,9),(9,22),-1.19583 # DEPENDENCYPART_GRANDPAR
(11,9),(9,23),-1.2448 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-0.267059 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.645418 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.460989 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.45507 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.331081 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.497372 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.603654 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.574416 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.417962 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.437016 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.374546 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.401306 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),-0.548022 # DEPENDENCYPART_GRANDPAR
(12,4),(4,9),-0.0462124 # DEPENDENCYPART_GRANDPAR
(12,4),(4,14),-1.05978 # DEPENDENCYPART_GRANDPAR
(12,4),(4,19),-0.838731 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.597479 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.409996 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.427061 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.498012 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.382472 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.615798 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.292816 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.333423 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.320711 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.365643 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.55607 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.303951 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-1.03075 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.919373 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.494283 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.454857 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.490887 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.399369 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.262653 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.53961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,2),-0.861224 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-1.09998 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.79379 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.828516 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-1.15917 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.814752 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-1.00634 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.697825 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.994978 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.993826 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.12587 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.530779 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.308396 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.250468 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.321954 # DEPENDENCYPART_GRANDPAR
(12,13),(13,22),-0.447188 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-0.857084 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-0.863343 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-0.958412 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-0.896954 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-0.81235 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.656973 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.864774 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.682242 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.87343 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.984455 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-1.18541 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.210803 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.230101 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.225525 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.319637 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.100418 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.346053 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.374731 # DEPENDENCYPART_GRANDPAR
(12,14),(14,23),-0.602326 # DEPENDENCYPART_GRANDPAR
(12,17),(17,7),-0.813564 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.993502 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-1.16228 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),0.136356 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.00771322 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.494627 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.271248 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.311901 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.520769 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),-0.447913 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),-0.413585 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.361912 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-1.07199 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.669728 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.402991 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),-0.327777 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),-0.740645 # DEPENDENCYPART_GRANDPAR
(13,2),(2,9),0.0042408 # DEPENDENCYPART_GRANDPAR
(13,2),(2,10),-0.352861 # DEPENDENCYPART_GRANDPAR
(13,2),(2,11),1.02093 # DEPENDENCYPART_GRANDPAR
(13,2),(2,13),-1.35538 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,2),(2,14),-0.761202 # DEPENDENCYPART_GRANDPAR
(13,2),(2,22),-1.15551 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.473594 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.641299 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.814344 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.532519 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.643076 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.964417 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.443753 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.476361 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.59924 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),0.164343 # DEPENDENCYPART_GRANDPAR
