# _root_ Burmah Oil PLC , a British independent oil and specialty chemicals marketing concern , said SHV Holdings N.V. of the Netherlands has built up a 6.7 % stake in the company .
#goldHeads=3,3,15,3,8,8,8,3,8,13,13,13,9,3,0,17,22,17,17,21,19,15,22,23,28,27,28,23,28,31,29,15,
#predictedHeads=3,3,15,3,8,8,8,3,8,13,13,13,9,3,0,17,22,17,17,21,19,15,22,23,28,27,28,23,28,31,29,15,
(18,24),(18,27),0.110574 # DEPENDENCYPART_SIBL
(18,24),(18,28),0.124669 # DEPENDENCYPART_SIBL
(18,26),(18,27),-0.061318 # DEPENDENCYPART_SIBL
(18,26),(18,28),-0.0532737 # DEPENDENCYPART_SIBL
(18,27),(18,28),-0.249148 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.428501 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.537979 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.192267 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.135655 # DEPENDENCYPART_SIBL
(19,20),(19,28),-0.624691 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.741467 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.439397 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.348995 # DEPENDENCYPART_SIBL
(19,21),(19,28),-0.951007 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.267477 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.148761 # DEPENDENCYPART_SIBL
(19,22),(19,28),-0.608679 # DEPENDENCYPART_SIBL
(19,23),(19,24),-0.1854 # DEPENDENCYPART_SIBL
(19,23),(19,28),-0.686835 # DEPENDENCYPART_SIBL
(19,24),(19,28),-0.357187 # DEPENDENCYPART_SIBL
(21,16),(21,17),0.109847 # DEPENDENCYPART_SIBL
(21,16),(21,18),0.0662373 # DEPENDENCYPART_SIBL
(21,16),(21,19),0.062066 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.179442 # DEPENDENCYPART_SIBL
(21,16),(21,22),0.0213025 # DEPENDENCYPART_SIBL
(21,16),(21,23),0.0452251 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.12266 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.089728 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.155815 # DEPENDENCYPART_SIBL
(21,17),(21,22),0.0164976 # DEPENDENCYPART_SIBL
(21,17),(21,23),0.0724741 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.0959 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.147911 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.0299521 # DEPENDENCYPART_SIBL
(21,18),(21,23),0.0317067 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.0268227 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0517034 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.010039 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.12033 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.160945 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.0776047 # DEPENDENCYPART_SIBL
(22,1),(22,2),-0.402649 # DEPENDENCYPART_SIBL
(22,1),(22,3),-0.399018 # DEPENDENCYPART_SIBL
(22,1),(22,4),-0.0131333 # DEPENDENCYPART_SIBL
(22,1),(22,6),-0.401198 # DEPENDENCYPART_SIBL
(22,1),(22,7),-0.244361 # DEPENDENCYPART_SIBL
(22,1),(22,8),-0.3652 # DEPENDENCYPART_SIBL
(22,1),(22,9),-0.294504 # DEPENDENCYPART_SIBL
(22,1),(22,10),-0.348654 # DEPENDENCYPART_SIBL
(22,1),(22,12),-0.353782 # DEPENDENCYPART_SIBL
(22,1),(22,13),-0.353595 # DEPENDENCYPART_SIBL
(22,1),(22,14),-0.0131333 # DEPENDENCYPART_SIBL
(22,1),(22,15),-0.151041 # DEPENDENCYPART_SIBL
(22,1),(22,16),-0.39087 # DEPENDENCYPART_SIBL
(22,1),(22,17),-0.360496 # DEPENDENCYPART_SIBL
(22,1),(22,18),-0.394973 # DEPENDENCYPART_SIBL
(22,1),(22,19),-0.0860578 # DEPENDENCYPART_SIBL
(22,1),(22,20),-0.416918 # DEPENDENCYPART_SIBL
(22,1),(22,21),-0.391221 # DEPENDENCYPART_SIBL
(22,1),(22,23),0.0472622 # DEPENDENCYPART_SIBL
(22,1),(22,24),0.00881112 # DEPENDENCYPART_SIBL
(22,1),(22,26),0.0311086 # DEPENDENCYPART_SIBL
(22,1),(22,27),-0.041174 # DEPENDENCYPART_SIBL
(22,1),(22,28),-0.00376123 # DEPENDENCYPART_SIBL
(22,1),(22,29),0.0321446 # DEPENDENCYPART_SIBL
(22,1),(22,31),0.0148961 # DEPENDENCYPART_SIBL
(22,1),(22,32),0.0267701 # DEPENDENCYPART_SIBL
(22,2),(22,3),-0.396515 # DEPENDENCYPART_SIBL
(22,2),(22,4),-0.0276297 # DEPENDENCYPART_SIBL
(22,2),(22,6),-0.398695 # DEPENDENCYPART_SIBL
(22,2),(22,7),-0.241845 # DEPENDENCYPART_SIBL
(22,2),(22,8),-0.367454 # DEPENDENCYPART_SIBL
(22,2),(22,9),-0.293021 # DEPENDENCYPART_SIBL
(22,2),(22,10),-0.347992 # DEPENDENCYPART_SIBL
(22,2),(22,12),-0.356408 # DEPENDENCYPART_SIBL
(22,2),(22,13),-0.352933 # DEPENDENCYPART_SIBL
(22,2),(22,14),-0.0276297 # DEPENDENCYPART_SIBL
(22,2),(22,15),-0.145648 # DEPENDENCYPART_SIBL
(22,2),(22,16),-0.388367 # DEPENDENCYPART_SIBL
(22,2),(22,17),-0.357993 # DEPENDENCYPART_SIBL
(22,2),(22,18),-0.39247 # DEPENDENCYPART_SIBL
(22,2),(22,19),-0.0818304 # DEPENDENCYPART_SIBL
(22,2),(22,20),-0.41151 # DEPENDENCYPART_SIBL
(22,2),(22,21),-0.388718 # DEPENDENCYPART_SIBL
(22,2),(22,23),0.0468777 # DEPENDENCYPART_SIBL
(22,2),(22,24),0.00349563 # DEPENDENCYPART_SIBL
(22,2),(22,26),0.0257999 # DEPENDENCYPART_SIBL
(22,2),(22,27),-0.0377367 # DEPENDENCYPART_SIBL
(22,2),(22,28),-0.000321692 # DEPENDENCYPART_SIBL
(22,2),(22,29),-0.066855 # DEPENDENCYPART_SIBL
(22,2),(22,31),0.0195414 # DEPENDENCYPART_SIBL
(22,2),(22,32),-0.0468588 # DEPENDENCYPART_SIBL
(22,3),(22,4),-0.0332076 # DEPENDENCYPART_SIBL
(22,3),(22,6),-0.406933 # DEPENDENCYPART_SIBL
(22,3),(22,7),-0.244759 # DEPENDENCYPART_SIBL
(22,3),(22,8),-0.36442 # DEPENDENCYPART_SIBL
(22,3),(22,9),-0.295438 # DEPENDENCYPART_SIBL
(22,3),(22,10),-0.345721 # DEPENDENCYPART_SIBL
(22,3),(22,12),-0.350849 # DEPENDENCYPART_SIBL
(22,3),(22,13),-0.350662 # DEPENDENCYPART_SIBL
(22,3),(22,14),-0.0332076 # DEPENDENCYPART_SIBL
(22,3),(22,15),-0.152028 # DEPENDENCYPART_SIBL
(22,3),(22,16),-0.396581 # DEPENDENCYPART_SIBL
(22,3),(22,17),-0.366207 # DEPENDENCYPART_SIBL
(22,3),(22,18),-0.40148 # DEPENDENCYPART_SIBL
(22,3),(22,19),-0.0875518 # DEPENDENCYPART_SIBL
(22,3),(22,20),-0.417875 # DEPENDENCYPART_SIBL
(22,3),(22,21),-0.396932 # DEPENDENCYPART_SIBL
(22,3),(22,23),0.0365002 # DEPENDENCYPART_SIBL
(22,3),(22,24),0.00401297 # DEPENDENCYPART_SIBL
(22,3),(22,26),0.0303121 # DEPENDENCYPART_SIBL
(22,3),(22,27),-0.0422593 # DEPENDENCYPART_SIBL
(22,3),(22,28),-0.00485117 # DEPENDENCYPART_SIBL
(22,3),(22,29),0.0708174 # DEPENDENCYPART_SIBL
(22,3),(22,31),0.0138136 # DEPENDENCYPART_SIBL
(22,3),(22,32),0.0139727 # DEPENDENCYPART_SIBL
(22,4),(22,6),-0.00686149 # DEPENDENCYPART_SIBL
(22,4),(22,7),-0.0103352 # DEPENDENCYPART_SIBL
(22,4),(22,8),-0.00177983 # DEPENDENCYPART_SIBL
(22,4),(22,9),-0.0966151 # DEPENDENCYPART_SIBL
(22,4),(22,10),0.0643519 # DEPENDENCYPART_SIBL
(22,4),(22,12),0.0188628 # DEPENDENCYPART_SIBL
(22,4),(22,13),0.041652 # DEPENDENCYPART_SIBL
(22,4),(22,14),0.0177746 # DEPENDENCYPART_SIBL
(22,4),(22,15),-0.114408 # DEPENDENCYPART_SIBL
(22,4),(22,16),-0.00577492 # DEPENDENCYPART_SIBL
(22,4),(22,17),-0.0209682 # DEPENDENCYPART_SIBL
(22,4),(22,18),-0.0122995 # DEPENDENCYPART_SIBL
(22,4),(22,19),-0.0422718 # DEPENDENCYPART_SIBL
(22,4),(22,20),-0.14854 # DEPENDENCYPART_SIBL
(22,4),(22,21),-0.00631366 # DEPENDENCYPART_SIBL
(22,4),(22,23),-0.00551377 # DEPENDENCYPART_SIBL
(22,4),(22,24),-0.0178643 # DEPENDENCYPART_SIBL
(22,4),(22,26),-0.0407599 # DEPENDENCYPART_SIBL
(22,4),(22,27),-0.00241383 # DEPENDENCYPART_SIBL
(22,4),(22,28),-0.0476155 # DEPENDENCYPART_SIBL
(22,4),(22,29),0.0194573 # DEPENDENCYPART_SIBL
(22,4),(22,31),-0.0122551 # DEPENDENCYPART_SIBL
(22,4),(22,32),0.0903759 # DEPENDENCYPART_SIBL
(22,6),(22,7),-0.247548 # DEPENDENCYPART_SIBL
(22,6),(22,8),-0.347735 # DEPENDENCYPART_SIBL
(22,6),(22,9),-0.29675 # DEPENDENCYPART_SIBL
(22,6),(22,10),-0.325956 # DEPENDENCYPART_SIBL
(22,6),(22,12),-0.334387 # DEPENDENCYPART_SIBL
(22,6),(22,13),-0.330701 # DEPENDENCYPART_SIBL
(22,6),(22,14),-0.0249158 # DEPENDENCYPART_SIBL
(22,6),(22,15),-0.153307 # DEPENDENCYPART_SIBL
(22,6),(22,16),-0.384938 # DEPENDENCYPART_SIBL
(22,6),(22,17),-0.354569 # DEPENDENCYPART_SIBL
(22,6),(22,18),-0.389041 # DEPENDENCYPART_SIBL
(22,6),(22,19),-0.0889929 # DEPENDENCYPART_SIBL
(22,6),(22,20),-0.419166 # DEPENDENCYPART_SIBL
(22,6),(22,21),-0.385289 # DEPENDENCYPART_SIBL
(22,6),(22,23),0.0280538 # DEPENDENCYPART_SIBL
(22,6),(22,24),5.69859e-05 # DEPENDENCYPART_SIBL
(22,6),(22,26),0.0215252 # DEPENDENCYPART_SIBL
(22,6),(22,27),-0.0381534 # DEPENDENCYPART_SIBL
(22,6),(22,28),0.00068431 # DEPENDENCYPART_SIBL
(22,6),(22,29),0.0127677 # DEPENDENCYPART_SIBL
(22,6),(22,31),0.0193582 # DEPENDENCYPART_SIBL
(22,6),(22,32),0.00730458 # DEPENDENCYPART_SIBL
(22,7),(22,8),-0.0980443 # DEPENDENCYPART_SIBL
(22,7),(22,9),-0.18194 # DEPENDENCYPART_SIBL
(22,7),(22,10),-0.0895586 # DEPENDENCYPART_SIBL
(22,7),(22,12),-0.0937194 # DEPENDENCYPART_SIBL
(22,7),(22,13),-0.0887188 # DEPENDENCYPART_SIBL
(22,7),(22,14),0.117638 # DEPENDENCYPART_SIBL
(22,7),(22,15),-0.0597437 # DEPENDENCYPART_SIBL
(22,7),(22,16),-0.0300147 # DEPENDENCYPART_SIBL
(22,7),(22,17),-0.0321586 # DEPENDENCYPART_SIBL
(22,7),(22,18),-0.0332672 # DEPENDENCYPART_SIBL
(22,7),(22,19),-0.0643227 # DEPENDENCYPART_SIBL
(22,7),(22,20),-0.335864 # DEPENDENCYPART_SIBL
(22,7),(22,21),-0.0303357 # DEPENDENCYPART_SIBL
(22,7),(22,23),-0.0464842 # DEPENDENCYPART_SIBL
(22,7),(22,24),-0.0148452 # DEPENDENCYPART_SIBL
(22,7),(22,26),-0.0340476 # DEPENDENCYPART_SIBL
(22,7),(22,27),-0.0302553 # DEPENDENCYPART_SIBL
(22,7),(22,28),0.0296767 # DEPENDENCYPART_SIBL
(22,7),(22,29),0.00138341 # DEPENDENCYPART_SIBL
(22,7),(22,31),0.0305305 # DEPENDENCYPART_SIBL
(22,7),(22,32),0.0520459 # DEPENDENCYPART_SIBL
(22,8),(22,9),-0.403075 # DEPENDENCYPART_SIBL
(22,8),(22,10),-0.873254 # DEPENDENCYPART_SIBL
(22,8),(22,12),-0.885371 # DEPENDENCYPART_SIBL
(22,8),(22,13),-0.883212 # DEPENDENCYPART_SIBL
(22,8),(22,14),-0.0354479 # DEPENDENCYPART_SIBL
(22,8),(22,15),-0.294417 # DEPENDENCYPART_SIBL
(22,8),(22,16),-0.589275 # DEPENDENCYPART_SIBL
(22,8),(22,17),-0.591008 # DEPENDENCYPART_SIBL
(22,8),(22,18),-0.59191 # DEPENDENCYPART_SIBL
(22,8),(22,19),-0.0460881 # DEPENDENCYPART_SIBL
(22,8),(22,20),-0.577077 # DEPENDENCYPART_SIBL
(22,8),(22,21),-0.590253 # DEPENDENCYPART_SIBL
(22,8),(22,23),-0.0213067 # DEPENDENCYPART_SIBL
(22,8),(22,24),0.0333732 # DEPENDENCYPART_SIBL
(22,8),(22,26),-0.026938 # DEPENDENCYPART_SIBL
(22,8),(22,27),-0.016446 # DEPENDENCYPART_SIBL
(22,8),(22,28),-0.00703139 # DEPENDENCYPART_SIBL
(22,8),(22,29),-0.106235 # DEPENDENCYPART_SIBL
(22,8),(22,31),-0.016411 # DEPENDENCYPART_SIBL
(22,8),(22,32),-0.0712513 # DEPENDENCYPART_SIBL
(22,9),(22,10),-0.0455655 # DEPENDENCYPART_SIBL
(22,9),(22,12),-0.0471748 # DEPENDENCYPART_SIBL
(22,9),(22,13),-0.0456829 # DEPENDENCYPART_SIBL
(22,9),(22,14),0.105667 # DEPENDENCYPART_SIBL
(22,9),(22,15),-0.000976966 # DEPENDENCYPART_SIBL
(22,9),(22,16),-0.0107869 # DEPENDENCYPART_SIBL
(22,9),(22,17),-0.0099121 # DEPENDENCYPART_SIBL
(22,9),(22,18),-0.0137551 # DEPENDENCYPART_SIBL
(22,9),(22,19),-0.0236988 # DEPENDENCYPART_SIBL
(22,9),(22,20),0.0465581 # DEPENDENCYPART_SIBL
(22,9),(22,21),-0.0110333 # DEPENDENCYPART_SIBL
(22,9),(22,23),0.0355121 # DEPENDENCYPART_SIBL
(22,9),(22,24),0.00674176 # DEPENDENCYPART_SIBL
(22,9),(22,26),-0.00437925 # DEPENDENCYPART_SIBL
(22,9),(22,27),-0.0440492 # DEPENDENCYPART_SIBL
(22,9),(22,28),-0.0189266 # DEPENDENCYPART_SIBL
(22,9),(22,29),-0.0331899 # DEPENDENCYPART_SIBL
(22,9),(22,31),-0.0319766 # DEPENDENCYPART_SIBL
(22,9),(22,32),0.152772 # DEPENDENCYPART_SIBL
(22,10),(22,12),-0.865682 # DEPENDENCYPART_SIBL
(22,10),(22,13),-0.866811 # DEPENDENCYPART_SIBL
(22,10),(22,14),-0.00753942 # DEPENDENCYPART_SIBL
(22,10),(22,15),-0.299755 # DEPENDENCYPART_SIBL
(22,10),(22,16),-0.585122 # DEPENDENCYPART_SIBL
(22,10),(22,17),-0.586854 # DEPENDENCYPART_SIBL
(22,10),(22,18),-0.587756 # DEPENDENCYPART_SIBL
(22,10),(22,19),-0.05026 # DEPENDENCYPART_SIBL
(22,10),(22,20),-0.58243 # DEPENDENCYPART_SIBL
(22,10),(22,21),-0.5861 # DEPENDENCYPART_SIBL
(22,10),(22,23),-0.0136067 # DEPENDENCYPART_SIBL
(22,10),(22,24),0.0452847 # DEPENDENCYPART_SIBL
(22,10),(22,26),-0.0150356 # DEPENDENCYPART_SIBL
(22,10),(22,27),-0.00860094 # DEPENDENCYPART_SIBL
(22,10),(22,28),0.000815859 # DEPENDENCYPART_SIBL
(22,10),(22,29),0.00381613 # DEPENDENCYPART_SIBL
(22,10),(22,31),-0.00976961 # DEPENDENCYPART_SIBL
(22,10),(22,32),0.0185705 # DEPENDENCYPART_SIBL
(22,12),(22,13),-0.882229 # DEPENDENCYPART_SIBL
(22,12),(22,14),-0.0184407 # DEPENDENCYPART_SIBL
(22,12),(22,15),-0.300876 # DEPENDENCYPART_SIBL
(22,12),(22,16),-0.580784 # DEPENDENCYPART_SIBL
(22,12),(22,17),-0.582517 # DEPENDENCYPART_SIBL
(22,12),(22,18),-0.583419 # DEPENDENCYPART_SIBL
(22,12),(22,19),-0.0518214 # DEPENDENCYPART_SIBL
(22,12),(22,20),-0.588715 # DEPENDENCYPART_SIBL
(22,12),(22,21),-0.581762 # DEPENDENCYPART_SIBL
(22,12),(22,23),-0.0285193 # DEPENDENCYPART_SIBL
(22,12),(22,24),0.036324 # DEPENDENCYPART_SIBL
(22,12),(22,26),-0.0239821 # DEPENDENCYPART_SIBL
(22,12),(22,27),-0.0254893 # DEPENDENCYPART_SIBL
(22,12),(22,28),-0.0160753 # DEPENDENCYPART_SIBL
(22,12),(22,29),-0.00585248 # DEPENDENCYPART_SIBL
(22,12),(22,31),-0.0267041 # DEPENDENCYPART_SIBL
(22,12),(22,32),-0.00512543 # DEPENDENCYPART_SIBL
(22,13),(22,14),-0.00456272 # DEPENDENCYPART_SIBL
(22,13),(22,15),-0.290565 # DEPENDENCYPART_SIBL
(22,13),(22,16),-0.590642 # DEPENDENCYPART_SIBL
(22,13),(22,17),-0.592374 # DEPENDENCYPART_SIBL
(22,13),(22,18),-0.593276 # DEPENDENCYPART_SIBL
(22,13),(22,19),-0.0248246 # DEPENDENCYPART_SIBL
(22,13),(22,20),-0.556559 # DEPENDENCYPART_SIBL
(22,13),(22,21),-0.59162 # DEPENDENCYPART_SIBL
(22,13),(22,23),-0.0164294 # DEPENDENCYPART_SIBL
(22,13),(22,24),0.0577057 # DEPENDENCYPART_SIBL
(22,13),(22,26),0.00390726 # DEPENDENCYPART_SIBL
(22,13),(22,27),0.0160875 # DEPENDENCYPART_SIBL
(22,13),(22,28),0.0289161 # DEPENDENCYPART_SIBL
(22,13),(22,29),0.0228885 # DEPENDENCYPART_SIBL
(22,13),(22,31),0.0157578 # DEPENDENCYPART_SIBL
(22,13),(22,32),0.00449456 # DEPENDENCYPART_SIBL
(22,14),(22,15),-0.114408 # DEPENDENCYPART_SIBL
(22,14),(22,16),-0.00577492 # DEPENDENCYPART_SIBL
(22,14),(22,17),-0.0209682 # DEPENDENCYPART_SIBL
(22,14),(22,18),-0.0122995 # DEPENDENCYPART_SIBL
(22,14),(22,19),-0.0422718 # DEPENDENCYPART_SIBL
(22,14),(22,20),-0.14854 # DEPENDENCYPART_SIBL
(22,14),(22,21),-0.00631366 # DEPENDENCYPART_SIBL
(22,14),(22,23),-0.00551377 # DEPENDENCYPART_SIBL
(22,14),(22,24),-0.0178643 # DEPENDENCYPART_SIBL
(22,14),(22,26),-0.0407599 # DEPENDENCYPART_SIBL
(22,14),(22,27),-0.00241383 # DEPENDENCYPART_SIBL
(22,14),(22,28),-0.0476155 # DEPENDENCYPART_SIBL
(22,14),(22,29),0.0194573 # DEPENDENCYPART_SIBL
(22,14),(22,31),-0.0122551 # DEPENDENCYPART_SIBL
(22,14),(22,32),0.0903759 # DEPENDENCYPART_SIBL
(22,15),(22,16),-0.0965342 # DEPENDENCYPART_SIBL
(22,15),(22,17),-0.0989182 # DEPENDENCYPART_SIBL
(22,15),(22,18),-0.0993233 # DEPENDENCYPART_SIBL
(22,15),(22,19),-0.156388 # DEPENDENCYPART_SIBL
(22,15),(22,20),-0.148763 # DEPENDENCYPART_SIBL
(22,15),(22,21),-0.0968757 # DEPENDENCYPART_SIBL
(22,15),(22,23),-0.190188 # DEPENDENCYPART_SIBL
(22,15),(22,24),-0.129745 # DEPENDENCYPART_SIBL
(22,15),(22,26),-0.112807 # DEPENDENCYPART_SIBL
(22,15),(22,27),-0.104751 # DEPENDENCYPART_SIBL
(22,15),(22,28),-0.0846406 # DEPENDENCYPART_SIBL
(22,15),(22,29),-0.0940215 # DEPENDENCYPART_SIBL
(22,15),(22,31),-0.0814814 # DEPENDENCYPART_SIBL
(22,15),(22,32),-0.101898 # DEPENDENCYPART_SIBL
(22,16),(22,17),-0.39473 # DEPENDENCYPART_SIBL
(22,16),(22,18),-0.408958 # DEPENDENCYPART_SIBL
(22,16),(22,19),-0.0879849 # DEPENDENCYPART_SIBL
(22,16),(22,20),-0.416863 # DEPENDENCYPART_SIBL
(22,16),(22,21),-0.405204 # DEPENDENCYPART_SIBL
(22,16),(22,23),0.0412702 # DEPENDENCYPART_SIBL
(22,16),(22,24),0.00610993 # DEPENDENCYPART_SIBL
(22,16),(22,26),0.0283979 # DEPENDENCYPART_SIBL
(22,16),(22,27),-0.0451231 # DEPENDENCYPART_SIBL
(22,16),(22,28),-0.00771039 # DEPENDENCYPART_SIBL
(22,16),(22,29),0.0378527 # DEPENDENCYPART_SIBL
(22,16),(22,31),0.0109469 # DEPENDENCYPART_SIBL
(22,16),(22,32),0.0266907 # DEPENDENCYPART_SIBL
(22,17),(22,18),-0.396994 # DEPENDENCYPART_SIBL
(22,17),(22,19),-0.088257 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.420199 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.393241 # DEPENDENCYPART_SIBL
(22,17),(22,23),0.143335 # DEPENDENCYPART_SIBL
(22,17),(22,24),0.0283941 # DEPENDENCYPART_SIBL
(22,17),(22,26),0.0495582 # DEPENDENCYPART_SIBL
(22,17),(22,27),-0.0071206 # DEPENDENCYPART_SIBL
(22,17),(22,28),0.0225644 # DEPENDENCYPART_SIBL
(22,17),(22,29),0.0284256 # DEPENDENCYPART_SIBL
(22,17),(22,31),0.0424446 # DEPENDENCYPART_SIBL
(22,17),(22,32),0.0335931 # DEPENDENCYPART_SIBL
(22,18),(22,19),-0.0869302 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.41777 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.400319 # DEPENDENCYPART_SIBL
(22,18),(22,23),-0.0510915 # DEPENDENCYPART_SIBL
(22,18),(22,24),-0.0218799 # DEPENDENCYPART_SIBL
(22,18),(22,26),0.000412669 # DEPENDENCYPART_SIBL
(22,18),(22,27),-0.0726863 # DEPENDENCYPART_SIBL
(22,18),(22,28),-0.0352735 # DEPENDENCYPART_SIBL
(22,18),(22,29),0.00597198 # DEPENDENCYPART_SIBL
(22,18),(22,31),-0.0166163 # DEPENDENCYPART_SIBL
(22,18),(22,32),-0.00771793 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.154764 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.0387399 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.00982768 # DEPENDENCYPART_SIBL
(22,19),(22,24),-0.0525618 # DEPENDENCYPART_SIBL
(22,19),(22,26),-0.0318494 # DEPENDENCYPART_SIBL
(22,19),(22,27),-0.11119 # DEPENDENCYPART_SIBL
(22,19),(22,28),-0.0899894 # DEPENDENCYPART_SIBL
(22,19),(22,29),-0.0632592 # DEPENDENCYPART_SIBL
(22,19),(22,31),-0.113239 # DEPENDENCYPART_SIBL
(22,19),(22,32),-0.0103958 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.274863 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.0634587 # DEPENDENCYPART_SIBL
(22,20),(22,24),-0.289883 # DEPENDENCYPART_SIBL
(22,20),(22,26),-0.117141 # DEPENDENCYPART_SIBL
(22,20),(22,27),-0.143235 # DEPENDENCYPART_SIBL
(22,20),(22,28),-0.0956095 # DEPENDENCYPART_SIBL
(22,20),(22,29),-0.00522086 # DEPENDENCYPART_SIBL
(22,20),(22,31),-0.106931 # DEPENDENCYPART_SIBL
(22,20),(22,32),-0.204456 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.0463694 # DEPENDENCYPART_SIBL
(22,21),(22,24),0.00794036 # DEPENDENCYPART_SIBL
(22,21),(22,26),0.0302278 # DEPENDENCYPART_SIBL
(22,21),(22,27),-0.0459917 # DEPENDENCYPART_SIBL
(22,21),(22,28),-0.00728838 # DEPENDENCYPART_SIBL
(22,21),(22,29),0.0343492 # DEPENDENCYPART_SIBL
(22,21),(22,31),0.0113689 # DEPENDENCYPART_SIBL
(22,21),(22,32),0.0225844 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.316444 # DEPENDENCYPART_SIBL
(22,23),(22,26),-0.269107 # DEPENDENCYPART_SIBL
(22,23),(22,27),-0.623914 # DEPENDENCYPART_SIBL
(22,23),(22,28),-0.615784 # DEPENDENCYPART_SIBL
(22,23),(22,29),-0.461147 # DEPENDENCYPART_SIBL
(22,23),(22,31),-0.638391 # DEPENDENCYPART_SIBL
(22,23),(22,32),-0.0028587 # DEPENDENCYPART_SIBL
(22,24),(22,26),-0.0715253 # DEPENDENCYPART_SIBL
(22,24),(22,27),-0.0613916 # DEPENDENCYPART_SIBL
(22,24),(22,28),-0.0655129 # DEPENDENCYPART_SIBL
(22,24),(22,29),0.00911123 # DEPENDENCYPART_SIBL
(22,24),(22,31),-0.0756763 # DEPENDENCYPART_SIBL
(22,24),(22,32),-0.0654464 # DEPENDENCYPART_SIBL
(22,26),(22,27),-0.234696 # DEPENDENCYPART_SIBL
(22,26),(22,28),-0.242814 # DEPENDENCYPART_SIBL
(22,26),(22,29),-0.0531178 # DEPENDENCYPART_SIBL
(22,26),(22,31),-0.274296 # DEPENDENCYPART_SIBL
(22,26),(22,32),-0.0268771 # DEPENDENCYPART_SIBL
(22,27),(22,28),-0.275844 # DEPENDENCYPART_SIBL
(22,27),(22,29),0.138715 # DEPENDENCYPART_SIBL
(22,27),(22,31),-0.319921 # DEPENDENCYPART_SIBL
(22,27),(22,32),-0.0706321 # DEPENDENCYPART_SIBL
(22,28),(22,29),0.129586 # DEPENDENCYPART_SIBL
(22,28),(22,31),-0.326589 # DEPENDENCYPART_SIBL
(22,28),(22,32),-0.0379389 # DEPENDENCYPART_SIBL
(22,29),(22,31),-0.0695073 # DEPENDENCYPART_SIBL
(22,29),(22,32),0.0257139 # DEPENDENCYPART_SIBL
(22,31),(22,32),-0.0640289 # DEPENDENCYPART_SIBL
(23,3),(23,4),0.00336014 # DEPENDENCYPART_SIBL
(23,3),(23,13),-0.0171661 # DEPENDENCYPART_SIBL
(23,3),(23,17),-0.0675437 # DEPENDENCYPART_SIBL
(23,3),(23,18),-0.100843 # DEPENDENCYPART_SIBL
(23,3),(23,19),-0.0756368 # DEPENDENCYPART_SIBL
(23,3),(23,20),-0.217716 # DEPENDENCYPART_SIBL
(23,3),(23,21),-0.0999363 # DEPENDENCYPART_SIBL
(23,3),(23,24),0.0598014 # DEPENDENCYPART_SIBL
(23,3),(23,25),0.0226043 # DEPENDENCYPART_SIBL
(23,3),(23,26),0.0146294 # DEPENDENCYPART_SIBL
(23,3),(23,27),0.000273803 # DEPENDENCYPART_SIBL
(23,3),(23,28),0.0117638 # DEPENDENCYPART_SIBL
(23,3),(23,29),-0.0373157 # DEPENDENCYPART_SIBL
(23,3),(23,31),0.0276435 # DEPENDENCYPART_SIBL
(23,3),(23,32),0.162901 # DEPENDENCYPART_SIBL
(23,4),(23,13),0.0892472 # DEPENDENCYPART_SIBL
(23,4),(23,17),0.0883582 # DEPENDENCYPART_SIBL
(23,4),(23,18),0.0956938 # DEPENDENCYPART_SIBL
(23,4),(23,19),-0.055871 # DEPENDENCYPART_SIBL
(23,4),(23,20),-0.0193446 # DEPENDENCYPART_SIBL
(23,4),(23,21),0.0973428 # DEPENDENCYPART_SIBL
