# _root_ A Fidelity spokesman says the 800-line , which already was operating but which many clients did n't know about , received about double the usual volume of calls over the weekend .
#goldHeads=3,3,4,0,6,21,6,10,10,6,10,10,19,15,16,12,16,16,18,6,4,23,26,26,26,21,26,27,21,31,29,4,
#predictedHeads=3,3,4,0,6,4,6,10,10,6,10,10,16,15,16,12,16,16,18,19,19,23,26,26,26,21,26,27,28,31,29,4,
(18,7),(18,32),0.286362 # DEPENDENCYPART_SIBL
(18,8),(18,9),0.0437975 # DEPENDENCYPART_SIBL
(18,8),(18,11),-0.0641679 # DEPENDENCYPART_SIBL
(18,8),(18,13),-0.0897071 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.0773724 # DEPENDENCYPART_SIBL
(18,8),(18,15),-0.190355 # DEPENDENCYPART_SIBL
(18,8),(18,17),0.0161548 # DEPENDENCYPART_SIBL
(18,8),(18,19),-0.262072 # DEPENDENCYPART_SIBL
(18,8),(18,20),-0.32499 # DEPENDENCYPART_SIBL
(18,8),(18,21),-0.253499 # DEPENDENCYPART_SIBL
(18,8),(18,22),-0.195373 # DEPENDENCYPART_SIBL
(18,8),(18,23),-0.0745952 # DEPENDENCYPART_SIBL
(18,8),(18,26),-0.178834 # DEPENDENCYPART_SIBL
(18,8),(18,27),-0.194701 # DEPENDENCYPART_SIBL
(18,8),(18,28),-0.188152 # DEPENDENCYPART_SIBL
(18,8),(18,29),-0.117 # DEPENDENCYPART_SIBL
(18,8),(18,32),-0.449289 # DEPENDENCYPART_SIBL
(18,9),(18,11),-0.0480504 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.046861 # DEPENDENCYPART_SIBL
(18,9),(18,14),0.062533 # DEPENDENCYPART_SIBL
(18,9),(18,15),0.0174865 # DEPENDENCYPART_SIBL
(18,9),(18,17),0.0115947 # DEPENDENCYPART_SIBL
(18,9),(18,19),0.00370603 # DEPENDENCYPART_SIBL
(18,9),(18,20),-0.0438618 # DEPENDENCYPART_SIBL
(18,9),(18,21),0.0899799 # DEPENDENCYPART_SIBL
(18,9),(18,22),0.0776682 # DEPENDENCYPART_SIBL
(18,9),(18,23),0.0114341 # DEPENDENCYPART_SIBL
(18,9),(18,26),0.0646278 # DEPENDENCYPART_SIBL
(18,9),(18,27),-0.0835456 # DEPENDENCYPART_SIBL
(18,9),(18,28),0.00514595 # DEPENDENCYPART_SIBL
(18,9),(18,29),-0.0306549 # DEPENDENCYPART_SIBL
(18,9),(18,32),0.291753 # DEPENDENCYPART_SIBL
(18,11),(18,13),0.00846708 # DEPENDENCYPART_SIBL
(18,11),(18,14),0.000779382 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.0452113 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.00988578 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.0493338 # DEPENDENCYPART_SIBL
(18,11),(18,20),-0.140612 # DEPENDENCYPART_SIBL
(18,11),(18,21),-0.0482604 # DEPENDENCYPART_SIBL
(18,11),(18,22),-0.0421406 # DEPENDENCYPART_SIBL
(18,11),(18,23),-0.0774893 # DEPENDENCYPART_SIBL
(18,11),(18,26),-0.068064 # DEPENDENCYPART_SIBL
(18,11),(18,27),-0.0563676 # DEPENDENCYPART_SIBL
(18,11),(18,28),-0.089731 # DEPENDENCYPART_SIBL
(18,11),(18,29),-0.0470485 # DEPENDENCYPART_SIBL
(18,11),(18,32),0.0241452 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.0773724 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.190355 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.0161548 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.262072 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.32499 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.253499 # DEPENDENCYPART_SIBL
(18,13),(18,22),-0.195373 # DEPENDENCYPART_SIBL
(18,13),(18,23),-0.0745952 # DEPENDENCYPART_SIBL
(18,13),(18,26),-0.178834 # DEPENDENCYPART_SIBL
(18,13),(18,27),-0.194701 # DEPENDENCYPART_SIBL
(18,13),(18,28),-0.188152 # DEPENDENCYPART_SIBL
(18,13),(18,29),-0.117 # DEPENDENCYPART_SIBL
(18,13),(18,32),-0.449289 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.0983103 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.019428 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.028482 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.111739 # DEPENDENCYPART_SIBL
(18,14),(18,21),0.00441022 # DEPENDENCYPART_SIBL
(18,14),(18,22),0.00899395 # DEPENDENCYPART_SIBL
(18,14),(18,23),-0.0629954 # DEPENDENCYPART_SIBL
(18,14),(18,26),-0.0235133 # DEPENDENCYPART_SIBL
(18,14),(18,27),-0.00647031 # DEPENDENCYPART_SIBL
(18,14),(18,28),-0.0671224 # DEPENDENCYPART_SIBL
(18,14),(18,29),-0.055544 # DEPENDENCYPART_SIBL
(18,14),(18,32),0.0786394 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.176395 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0445888 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.0729429 # DEPENDENCYPART_SIBL
(18,15),(18,21),0.036478 # DEPENDENCYPART_SIBL
(18,15),(18,22),0.00579939 # DEPENDENCYPART_SIBL
(18,15),(18,23),-0.00119912 # DEPENDENCYPART_SIBL
(18,15),(18,26),-0.0403831 # DEPENDENCYPART_SIBL
(18,15),(18,27),-0.0556229 # DEPENDENCYPART_SIBL
(18,15),(18,28),-0.0305923 # DEPENDENCYPART_SIBL
(18,15),(18,29),-0.0513573 # DEPENDENCYPART_SIBL
(18,15),(18,32),0.172038 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.137362 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.149591 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.0212257 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.00430672 # DEPENDENCYPART_SIBL
(18,17),(18,23),-0.0692235 # DEPENDENCYPART_SIBL
(18,17),(18,26),-0.0852124 # DEPENDENCYPART_SIBL
(18,17),(18,27),-0.233384 # DEPENDENCYPART_SIBL
(18,17),(18,28),-0.0961501 # DEPENDENCYPART_SIBL
(18,17),(18,29),-0.170542 # DEPENDENCYPART_SIBL
(18,17),(18,32),0.102046 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.00807783 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.196064 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.113136 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.157391 # DEPENDENCYPART_SIBL
(18,19),(18,26),-0.402621 # DEPENDENCYPART_SIBL
(18,19),(18,27),-0.438097 # DEPENDENCYPART_SIBL
(18,19),(18,28),-0.407522 # DEPENDENCYPART_SIBL
(18,19),(18,29),-0.186502 # DEPENDENCYPART_SIBL
(18,19),(18,32),-0.141983 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.323663 # DEPENDENCYPART_SIBL
(18,20),(18,22),0.220301 # DEPENDENCYPART_SIBL
(18,20),(18,23),0.316548 # DEPENDENCYPART_SIBL
(18,20),(18,26),0.135738 # DEPENDENCYPART_SIBL
(18,20),(18,27),0.288416 # DEPENDENCYPART_SIBL
(18,20),(18,28),0.146082 # DEPENDENCYPART_SIBL
(18,20),(18,29),0.153928 # DEPENDENCYPART_SIBL
(18,20),(18,32),-0.0173939 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.229564 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.212944 # DEPENDENCYPART_SIBL
(18,21),(18,26),-0.438858 # DEPENDENCYPART_SIBL
(18,21),(18,27),-0.254042 # DEPENDENCYPART_SIBL
(18,21),(18,28),-0.359542 # DEPENDENCYPART_SIBL
(18,21),(18,29),-0.174078 # DEPENDENCYPART_SIBL
(18,21),(18,32),0.0178576 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.180719 # DEPENDENCYPART_SIBL
(18,22),(18,26),-0.441101 # DEPENDENCYPART_SIBL
(18,22),(18,27),-0.276855 # DEPENDENCYPART_SIBL
(18,22),(18,28),-0.346857 # DEPENDENCYPART_SIBL
(18,22),(18,29),-0.189234 # DEPENDENCYPART_SIBL
(18,22),(18,32),-0.18463 # DEPENDENCYPART_SIBL
(18,23),(18,26),-0.235321 # DEPENDENCYPART_SIBL
(18,23),(18,27),-0.136992 # DEPENDENCYPART_SIBL
(18,23),(18,28),-0.193533 # DEPENDENCYPART_SIBL
(18,23),(18,29),-0.0749801 # DEPENDENCYPART_SIBL
(18,23),(18,32),-0.0715443 # DEPENDENCYPART_SIBL
(18,26),(18,27),-0.153112 # DEPENDENCYPART_SIBL
(18,26),(18,28),-0.459303 # DEPENDENCYPART_SIBL
(18,26),(18,29),-0.065708 # DEPENDENCYPART_SIBL
(18,26),(18,32),-0.0731738 # DEPENDENCYPART_SIBL
(18,27),(18,28),-0.269564 # DEPENDENCYPART_SIBL
(18,27),(18,29),-0.26825 # DEPENDENCYPART_SIBL
(18,27),(18,32),-0.209126 # DEPENDENCYPART_SIBL
(18,28),(18,29),-0.060029 # DEPENDENCYPART_SIBL
(18,28),(18,32),-0.0660292 # DEPENDENCYPART_SIBL
(18,29),(18,32),-0.047543 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.0333746 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.00531096 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.0359896 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.0140293 # DEPENDENCYPART_SIBL
(19,17),(19,23),-0.0217544 # DEPENDENCYPART_SIBL
(19,17),(19,26),-0.093798 # DEPENDENCYPART_SIBL
(19,17),(19,27),0.00827445 # DEPENDENCYPART_SIBL
(19,17),(19,29),-0.0242089 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.054008 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0430725 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.0424437 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.0309678 # DEPENDENCYPART_SIBL
(19,18),(19,26),-0.0417373 # DEPENDENCYPART_SIBL
(19,18),(19,27),0.0152713 # DEPENDENCYPART_SIBL
(19,18),(19,29),0.0255502 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.215843 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.338071 # DEPENDENCYPART_SIBL
(19,20),(19,23),0.424833 # DEPENDENCYPART_SIBL
(19,20),(19,26),-0.0194241 # DEPENDENCYPART_SIBL
(19,20),(19,27),0.41636 # DEPENDENCYPART_SIBL
(19,20),(19,29),0.288325 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.153574 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.147001 # DEPENDENCYPART_SIBL
(19,21),(19,26),-0.544338 # DEPENDENCYPART_SIBL
(19,21),(19,27),-0.0279754 # DEPENDENCYPART_SIBL
(19,21),(19,29),-0.033964 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.0914478 # DEPENDENCYPART_SIBL
(19,22),(19,26),-0.488102 # DEPENDENCYPART_SIBL
(19,22),(19,27),-0.0438116 # DEPENDENCYPART_SIBL
(19,22),(19,29),-0.097908 # DEPENDENCYPART_SIBL
(19,23),(19,26),-0.352852 # DEPENDENCYPART_SIBL
(19,23),(19,27),0.0567543 # DEPENDENCYPART_SIBL
(19,23),(19,29),-0.0103113 # DEPENDENCYPART_SIBL
(19,26),(19,27),-0.000416594 # DEPENDENCYPART_SIBL
(19,26),(19,29),-0.0784241 # DEPENDENCYPART_SIBL
(19,27),(19,29),0.00200553 # DEPENDENCYPART_SIBL
(21,3),(21,4),0.0623772 # DEPENDENCYPART_SIBL
(21,3),(21,6),-0.11407 # DEPENDENCYPART_SIBL
(21,3),(21,8),-0.115799 # DEPENDENCYPART_SIBL
(21,3),(21,9),0.037786 # DEPENDENCYPART_SIBL
(21,3),(21,11),0.091669 # DEPENDENCYPART_SIBL
(21,3),(21,13),-0.115799 # DEPENDENCYPART_SIBL
(21,3),(21,15),-0.126581 # DEPENDENCYPART_SIBL
(21,3),(21,17),0.0238909 # DEPENDENCYPART_SIBL
(21,3),(21,18),0.00943621 # DEPENDENCYPART_SIBL
(21,3),(21,19),-0.000466708 # DEPENDENCYPART_SIBL
(21,3),(21,20),0.0172785 # DEPENDENCYPART_SIBL
(21,3),(21,22),-0.0944562 # DEPENDENCYPART_SIBL
(21,3),(21,23),-0.0271954 # DEPENDENCYPART_SIBL
(21,3),(21,24),-0.0491147 # DEPENDENCYPART_SIBL
(21,3),(21,25),-0.0823646 # DEPENDENCYPART_SIBL
(21,3),(21,26),-0.0623108 # DEPENDENCYPART_SIBL
(21,3),(21,27),-0.0861675 # DEPENDENCYPART_SIBL
(21,3),(21,28),0.0409708 # DEPENDENCYPART_SIBL
(21,3),(21,29),-0.0187507 # DEPENDENCYPART_SIBL
(21,3),(21,31),-0.0650177 # DEPENDENCYPART_SIBL
(21,3),(21,32),0.292292 # DEPENDENCYPART_SIBL
(21,4),(21,6),0.0876565 # DEPENDENCYPART_SIBL
(21,4),(21,8),-0.00641689 # DEPENDENCYPART_SIBL
(21,4),(21,9),-0.0555499 # DEPENDENCYPART_SIBL
(21,4),(21,11),-0.0272719 # DEPENDENCYPART_SIBL
(21,4),(21,13),-0.00641689 # DEPENDENCYPART_SIBL
(21,4),(21,15),0.0543851 # DEPENDENCYPART_SIBL
(21,4),(21,17),-0.0371932 # DEPENDENCYPART_SIBL
(21,4),(21,18),-0.00244911 # DEPENDENCYPART_SIBL
(21,4),(21,19),-0.103919 # DEPENDENCYPART_SIBL
(21,4),(21,20),0.116832 # DEPENDENCYPART_SIBL
(21,4),(21,22),-0.0468966 # DEPENDENCYPART_SIBL
(21,4),(21,23),-0.0251936 # DEPENDENCYPART_SIBL
(21,4),(21,24),-0.0203477 # DEPENDENCYPART_SIBL
(21,4),(21,25),-0.0662933 # DEPENDENCYPART_SIBL
(21,4),(21,26),-0.0604985 # DEPENDENCYPART_SIBL
(21,4),(21,27),-0.0589343 # DEPENDENCYPART_SIBL
(21,4),(21,28),0.0133443 # DEPENDENCYPART_SIBL
(21,4),(21,29),0.0227517 # DEPENDENCYPART_SIBL
(21,4),(21,31),-0.0622964 # DEPENDENCYPART_SIBL
(21,4),(21,32),0.0538056 # DEPENDENCYPART_SIBL
(21,6),(21,8),-0.115733 # DEPENDENCYPART_SIBL
(21,6),(21,9),0.0375303 # DEPENDENCYPART_SIBL
(21,6),(21,11),0.08817 # DEPENDENCYPART_SIBL
(21,6),(21,13),-0.115733 # DEPENDENCYPART_SIBL
(21,6),(21,15),-0.125686 # DEPENDENCYPART_SIBL
(21,6),(21,17),0.0236656 # DEPENDENCYPART_SIBL
(21,6),(21,18),0.00950162 # DEPENDENCYPART_SIBL
(21,6),(21,19),-0.00383129 # DEPENDENCYPART_SIBL
(21,6),(21,20),0.0478165 # DEPENDENCYPART_SIBL
(21,6),(21,22),-0.0915287 # DEPENDENCYPART_SIBL
(21,6),(21,23),-0.0242679 # DEPENDENCYPART_SIBL
(21,6),(21,24),-0.0440191 # DEPENDENCYPART_SIBL
(21,6),(21,25),-0.074883 # DEPENDENCYPART_SIBL
(21,6),(21,26),-0.0396639 # DEPENDENCYPART_SIBL
(21,6),(21,27),-0.0750918 # DEPENDENCYPART_SIBL
(21,6),(21,28),0.0426006 # DEPENDENCYPART_SIBL
(21,6),(21,29),-0.00780436 # DEPENDENCYPART_SIBL
(21,6),(21,31),-0.0423708 # DEPENDENCYPART_SIBL
(21,6),(21,32),0.155346 # DEPENDENCYPART_SIBL
(21,8),(21,9),0.00943499 # DEPENDENCYPART_SIBL
(21,8),(21,11),-0.00991863 # DEPENDENCYPART_SIBL
(21,8),(21,13),-0.0440457 # DEPENDENCYPART_SIBL
(21,8),(21,15),-0.112506 # DEPENDENCYPART_SIBL
(21,8),(21,17),0.0029316 # DEPENDENCYPART_SIBL
(21,8),(21,18),-0.00131892 # DEPENDENCYPART_SIBL
(21,8),(21,19),0.156678 # DEPENDENCYPART_SIBL
(21,8),(21,20),0.0891711 # DEPENDENCYPART_SIBL
(21,8),(21,22),-0.056139 # DEPENDENCYPART_SIBL
(21,8),(21,23),0.10836 # DEPENDENCYPART_SIBL
(21,8),(21,24),-0.0037987 # DEPENDENCYPART_SIBL
(21,8),(21,25),-0.0340618 # DEPENDENCYPART_SIBL
(21,8),(21,26),0.0038161 # DEPENDENCYPART_SIBL
(21,8),(21,27),-0.0679312 # DEPENDENCYPART_SIBL
(21,8),(21,28),0.0413018 # DEPENDENCYPART_SIBL
(21,8),(21,29),0.0696373 # DEPENDENCYPART_SIBL
(21,8),(21,31),0.00183247 # DEPENDENCYPART_SIBL
(21,8),(21,32),-0.362681 # DEPENDENCYPART_SIBL
(21,9),(21,11),-0.0194234 # DEPENDENCYPART_SIBL
(21,9),(21,13),-0.0255012 # DEPENDENCYPART_SIBL
(21,9),(21,15),0.0632949 # DEPENDENCYPART_SIBL
(21,9),(21,17),-0.0186784 # DEPENDENCYPART_SIBL
(21,9),(21,18),-0.0300443 # DEPENDENCYPART_SIBL
(21,9),(21,19),-0.0498481 # DEPENDENCYPART_SIBL
(21,9),(21,20),0.0569158 # DEPENDENCYPART_SIBL
(21,9),(21,22),-0.128182 # DEPENDENCYPART_SIBL
(21,9),(21,23),-0.112447 # DEPENDENCYPART_SIBL
(21,9),(21,24),-0.0673559 # DEPENDENCYPART_SIBL
(21,9),(21,25),-0.123133 # DEPENDENCYPART_SIBL
(21,9),(21,26),-0.0659049 # DEPENDENCYPART_SIBL
(21,9),(21,27),-0.0833099 # DEPENDENCYPART_SIBL
(21,9),(21,28),-0.0457373 # DEPENDENCYPART_SIBL
(21,9),(21,29),0.0321331 # DEPENDENCYPART_SIBL
(21,9),(21,31),-0.0710047 # DEPENDENCYPART_SIBL
(21,9),(21,32),0.0315409 # DEPENDENCYPART_SIBL
(21,11),(21,13),0.0292281 # DEPENDENCYPART_SIBL
(21,11),(21,15),0.00472525 # DEPENDENCYPART_SIBL
(21,11),(21,17),-0.0421469 # DEPENDENCYPART_SIBL
(21,11),(21,18),-0.00372088 # DEPENDENCYPART_SIBL
(21,11),(21,19),-0.0952026 # DEPENDENCYPART_SIBL
(21,11),(21,20),0.3135 # DEPENDENCYPART_SIBL
(21,11),(21,22),-0.00394274 # DEPENDENCYPART_SIBL
(21,11),(21,23),0.00303242 # DEPENDENCYPART_SIBL
(21,11),(21,24),0.00263669 # DEPENDENCYPART_SIBL
(21,11),(21,25),-0.0312816 # DEPENDENCYPART_SIBL
(21,11),(21,26),-0.000419788 # DEPENDENCYPART_SIBL
(21,11),(21,27),-0.00101108 # DEPENDENCYPART_SIBL
(21,11),(21,28),0.0767286 # DEPENDENCYPART_SIBL
(21,11),(21,29),0.0697829 # DEPENDENCYPART_SIBL
(21,11),(21,31),0.00146394 # DEPENDENCYPART_SIBL
(21,11),(21,32),0.0565573 # DEPENDENCYPART_SIBL
(21,13),(21,15),-0.112506 # DEPENDENCYPART_SIBL
(21,13),(21,17),0.0029316 # DEPENDENCYPART_SIBL
(21,13),(21,18),-0.00131892 # DEPENDENCYPART_SIBL
(21,13),(21,19),0.156678 # DEPENDENCYPART_SIBL
(21,13),(21,20),0.0891711 # DEPENDENCYPART_SIBL
(21,13),(21,22),-0.056139 # DEPENDENCYPART_SIBL
(21,13),(21,23),0.10836 # DEPENDENCYPART_SIBL
(21,13),(21,24),-0.0037987 # DEPENDENCYPART_SIBL
(21,13),(21,25),-0.0340618 # DEPENDENCYPART_SIBL
(21,13),(21,26),0.0038161 # DEPENDENCYPART_SIBL
(21,13),(21,27),-0.0679312 # DEPENDENCYPART_SIBL
(21,13),(21,28),0.0413018 # DEPENDENCYPART_SIBL
(21,13),(21,29),0.0696373 # DEPENDENCYPART_SIBL
(21,13),(21,31),0.00183247 # DEPENDENCYPART_SIBL
(21,13),(21,32),-0.362681 # DEPENDENCYPART_SIBL
(21,15),(21,17),0.0586731 # DEPENDENCYPART_SIBL
(21,15),(21,18),-0.0391701 # DEPENDENCYPART_SIBL
(21,15),(21,19),-0.0260995 # DEPENDENCYPART_SIBL
(21,15),(21,20),-0.0441325 # DEPENDENCYPART_SIBL
(21,15),(21,22),-0.0437013 # DEPENDENCYPART_SIBL
(21,15),(21,23),0.000900735 # DEPENDENCYPART_SIBL
(21,15),(21,24),-0.0134297 # DEPENDENCYPART_SIBL
(21,15),(21,25),-0.0422674 # DEPENDENCYPART_SIBL
(21,15),(21,26),-0.0250894 # DEPENDENCYPART_SIBL
(21,15),(21,27),-0.083003 # DEPENDENCYPART_SIBL
(21,15),(21,28),0.059187 # DEPENDENCYPART_SIBL
(21,15),(21,29),-0.0186367 # DEPENDENCYPART_SIBL
(21,15),(21,31),-0.0256289 # DEPENDENCYPART_SIBL
(21,15),(21,32),0.123515 # DEPENDENCYPART_SIBL
(21,17),(21,18),-0.0223367 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.0397216 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.0747405 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.128107 # DEPENDENCYPART_SIBL
(21,17),(21,23),-0.111216 # DEPENDENCYPART_SIBL
(21,17),(21,24),-0.0699554 # DEPENDENCYPART_SIBL
(21,17),(21,25),-0.122381 # DEPENDENCYPART_SIBL
(21,17),(21,26),-0.12579 # DEPENDENCYPART_SIBL
(21,17),(21,27),-0.173533 # DEPENDENCYPART_SIBL
(21,17),(21,28),-0.0611087 # DEPENDENCYPART_SIBL
(21,17),(21,29),-0.0473863 # DEPENDENCYPART_SIBL
(21,17),(21,31),-0.13089 # DEPENDENCYPART_SIBL
(21,17),(21,32),-0.035035 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.0685534 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.0469055 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.0416075 # DEPENDENCYPART_SIBL
(21,18),(21,23),-0.0239343 # DEPENDENCYPART_SIBL
(21,18),(21,24),-0.0261528 # DEPENDENCYPART_SIBL
(21,18),(21,25),-0.075232 # DEPENDENCYPART_SIBL
(21,18),(21,26),-0.0532569 # DEPENDENCYPART_SIBL
(21,18),(21,27),-0.0439489 # DEPENDENCYPART_SIBL
(21,18),(21,28),-0.0121653 # DEPENDENCYPART_SIBL
(21,18),(21,29),0.0543935 # DEPENDENCYPART_SIBL
(21,18),(21,31),-0.0550565 # DEPENDENCYPART_SIBL
(21,18),(21,32),0.0270337 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.224531 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.0031415 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.0356593 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.0418507 # DEPENDENCYPART_SIBL
(21,19),(21,25),-0.0788119 # DEPENDENCYPART_SIBL
(21,19),(21,26),0.00697806 # DEPENDENCYPART_SIBL
(21,19),(21,27),0.0688572 # DEPENDENCYPART_SIBL
(21,19),(21,28),-0.000810795 # DEPENDENCYPART_SIBL
(21,19),(21,29),0.07217 # DEPENDENCYPART_SIBL
(21,19),(21,31),0.00916589 # DEPENDENCYPART_SIBL
(21,19),(21,32),-0.0495661 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.0297161 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.0176157 # DEPENDENCYPART_SIBL
(21,20),(21,24),0.000389393 # DEPENDENCYPART_SIBL
(21,20),(21,25),-0.0209547 # DEPENDENCYPART_SIBL
(21,20),(21,26),-0.00857385 # DEPENDENCYPART_SIBL
(21,20),(21,27),-0.00798591 # DEPENDENCYPART_SIBL
(21,20),(21,28),0.162426 # DEPENDENCYPART_SIBL
(21,20),(21,29),0.0890805 # DEPENDENCYPART_SIBL
(21,20),(21,31),0.000294489 # DEPENDENCYPART_SIBL
(21,20),(21,32),0.171437 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.10424 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.0723603 # DEPENDENCYPART_SIBL
(21,22),(21,25),-0.0647812 # DEPENDENCYPART_SIBL
(21,22),(21,26),-0.259577 # DEPENDENCYPART_SIBL
(21,22),(21,27),-0.264736 # DEPENDENCYPART_SIBL
(21,22),(21,28),-0.230796 # DEPENDENCYPART_SIBL
(21,22),(21,29),-0.150887 # DEPENDENCYPART_SIBL
(21,22),(21,31),-0.260048 # DEPENDENCYPART_SIBL
(21,22),(21,32),-0.0810709 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.0684967 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.0321745 # DEPENDENCYPART_SIBL
(21,23),(21,26),-0.105664 # DEPENDENCYPART_SIBL
(21,23),(21,27),-0.132951 # DEPENDENCYPART_SIBL
(21,23),(21,28),-0.111929 # DEPENDENCYPART_SIBL
(21,23),(21,29),-0.0365225 # DEPENDENCYPART_SIBL
(21,23),(21,31),-0.106144 # DEPENDENCYPART_SIBL
(21,23),(21,32),0.0119055 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.0028446 # DEPENDENCYPART_SIBL
(21,24),(21,26),-0.176045 # DEPENDENCYPART_SIBL
(21,24),(21,27),-0.152809 # DEPENDENCYPART_SIBL
(21,24),(21,28),-0.10583 # DEPENDENCYPART_SIBL
(21,24),(21,29),-0.0645423 # DEPENDENCYPART_SIBL
(21,24),(21,31),-0.177079 # DEPENDENCYPART_SIBL
(21,24),(21,32),-0.0675376 # DEPENDENCYPART_SIBL
(21,25),(21,26),-0.202264 # DEPENDENCYPART_SIBL
(21,25),(21,27),-0.129489 # DEPENDENCYPART_SIBL
(21,25),(21,28),-0.180455 # DEPENDENCYPART_SIBL
(21,25),(21,29),-0.070409 # DEPENDENCYPART_SIBL
(21,25),(21,31),-0.197445 # DEPENDENCYPART_SIBL
(21,25),(21,32),-0.00294955 # DEPENDENCYPART_SIBL
(21,26),(21,27),-0.126959 # DEPENDENCYPART_SIBL
(21,26),(21,28),-0.309212 # DEPENDENCYPART_SIBL
(21,26),(21,29),-0.0483004 # DEPENDENCYPART_SIBL
(21,26),(21,31),-0.271314 # DEPENDENCYPART_SIBL
(21,26),(21,32),0.0713061 # DEPENDENCYPART_SIBL
(21,27),(21,28),-0.169679 # DEPENDENCYPART_SIBL
(21,27),(21,29),-0.177272 # DEPENDENCYPART_SIBL
(21,27),(21,31),-0.103063 # DEPENDENCYPART_SIBL
(21,27),(21,32),-0.0552347 # DEPENDENCYPART_SIBL
(21,28),(21,29),0.130895 # DEPENDENCYPART_SIBL
(21,28),(21,31),-0.0979684 # DEPENDENCYPART_SIBL
(21,28),(21,32),0.157216 # DEPENDENCYPART_SIBL
(21,29),(21,31),-0.0715398 # DEPENDENCYPART_SIBL
(21,29),(21,32),0.0626851 # DEPENDENCYPART_SIBL
(21,31),(21,32),0.0675864 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.068317 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.0547996 # DEPENDENCYPART_SIBL
(22,19),(22,24),-0.0244686 # DEPENDENCYPART_SIBL
(22,19),(22,25),0.0503003 # DEPENDENCYPART_SIBL
(22,19),(22,26),0.0844455 # DEPENDENCYPART_SIBL
(22,19),(22,27),0.144671 # DEPENDENCYPART_SIBL
(22,19),(22,28),0.00217365 # DEPENDENCYPART_SIBL
(22,19),(22,29),0.0674264 # DEPENDENCYPART_SIBL
(22,19),(22,31),0.0884104 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.0533301 # DEPENDENCYPART_SIBL
