# _root_ The 7 1\/8 % issue of Triborough Bridge and Tunnel Authority of New York , due 2019 , was off 5\/8 at 98 1\/8 bid .
#goldHeads=5,3,5,3,19,5,8,6,8,11,9,8,14,12,5,5,16,5,0,19,20,19,24,25,22,19,
#predictedHeads=5,3,5,3,19,5,8,6,8,11,9,11,14,12,5,5,16,19,0,19,20,19,24,22,24,19,
(19,11),(19,14),-0.502764 # DEPENDENCYPART_SIBL
(19,11),(19,15),0.0105101 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.194164 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.225475 # DEPENDENCYPART_SIBL
(19,11),(19,18),0.0105101 # DEPENDENCYPART_SIBL
(19,11),(19,20),0.067695 # DEPENDENCYPART_SIBL
(19,11),(19,21),-0.0011268 # DEPENDENCYPART_SIBL
(19,11),(19,22),-0.037602 # DEPENDENCYPART_SIBL
(19,11),(19,23),0.000598601 # DEPENDENCYPART_SIBL
(19,11),(19,24),-0.00743291 # DEPENDENCYPART_SIBL
(19,11),(19,25),-0.0118692 # DEPENDENCYPART_SIBL
(19,11),(19,26),-0.0305748 # DEPENDENCYPART_SIBL
(19,12),(19,13),0.0155732 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.0349734 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.161123 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.0796758 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.120941 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.161123 # DEPENDENCYPART_SIBL
(19,12),(19,20),0.0426312 # DEPENDENCYPART_SIBL
(19,12),(19,21),-0.0343104 # DEPENDENCYPART_SIBL
(19,12),(19,22),-0.099287 # DEPENDENCYPART_SIBL
(19,12),(19,23),-0.0257141 # DEPENDENCYPART_SIBL
(19,12),(19,24),-0.0543506 # DEPENDENCYPART_SIBL
(19,12),(19,25),-0.088784 # DEPENDENCYPART_SIBL
(19,12),(19,26),-0.0254047 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.380111 # DEPENDENCYPART_SIBL
(19,13),(19,15),0.0814231 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.237074 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.229256 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.0814231 # DEPENDENCYPART_SIBL
(19,13),(19,20),0.0571973 # DEPENDENCYPART_SIBL
(19,13),(19,21),0.00125069 # DEPENDENCYPART_SIBL
(19,13),(19,22),-0.0433972 # DEPENDENCYPART_SIBL
(19,13),(19,23),0.00297601 # DEPENDENCYPART_SIBL
(19,13),(19,24),-0.00506413 # DEPENDENCYPART_SIBL
(19,13),(19,25),-0.0668364 # DEPENDENCYPART_SIBL
(19,13),(19,26),-0.051543 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.0268031 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.188026 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.239495 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.0268031 # DEPENDENCYPART_SIBL
(19,14),(19,20),0.0255467 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.0420114 # DEPENDENCYPART_SIBL
(19,14),(19,22),-0.116769 # DEPENDENCYPART_SIBL
(19,14),(19,23),-0.040286 # DEPENDENCYPART_SIBL
(19,14),(19,24),-0.0483175 # DEPENDENCYPART_SIBL
(19,14),(19,25),-0.0650053 # DEPENDENCYPART_SIBL
(19,14),(19,26),-0.135387 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.0125035 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.00222346 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.000959273 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.0646744 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.0388175 # DEPENDENCYPART_SIBL
(19,15),(19,22),-0.0101146 # DEPENDENCYPART_SIBL
(19,15),(19,23),-0.0103468 # DEPENDENCYPART_SIBL
(19,15),(19,24),-0.0826465 # DEPENDENCYPART_SIBL
(19,15),(19,25),-0.0682723 # DEPENDENCYPART_SIBL
(19,15),(19,26),0.0636823 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.153783 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.127047 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.0976866 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.087855 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.0117417 # DEPENDENCYPART_SIBL
(19,16),(19,23),-0.0843573 # DEPENDENCYPART_SIBL
(19,16),(19,24),-0.0948429 # DEPENDENCYPART_SIBL
(19,16),(19,25),0.137741 # DEPENDENCYPART_SIBL
(19,16),(19,26),-0.078576 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.118603 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.0451155 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.0771638 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.0928268 # DEPENDENCYPART_SIBL
(19,17),(19,23),-0.070202 # DEPENDENCYPART_SIBL
(19,17),(19,24),-0.0820629 # DEPENDENCYPART_SIBL
(19,17),(19,25),-0.00584577 # DEPENDENCYPART_SIBL
(19,17),(19,26),-0.0591655 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0646744 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0388175 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.0101146 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.0103468 # DEPENDENCYPART_SIBL
(19,18),(19,24),-0.0826465 # DEPENDENCYPART_SIBL
(19,18),(19,25),-0.0682723 # DEPENDENCYPART_SIBL
(19,18),(19,26),0.0636823 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0952493 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.15614 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.0850801 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.0983283 # DEPENDENCYPART_SIBL
(19,20),(19,25),-0.0141533 # DEPENDENCYPART_SIBL
(19,20),(19,26),0.210005 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.256432 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.172147 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.189808 # DEPENDENCYPART_SIBL
(19,21),(19,25),-0.18683 # DEPENDENCYPART_SIBL
(19,21),(19,26),-0.0824123 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.010309 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.0259762 # DEPENDENCYPART_SIBL
(19,22),(19,25),0.14078 # DEPENDENCYPART_SIBL
(19,22),(19,26),0.0225282 # DEPENDENCYPART_SIBL
(19,23),(19,24),-0.197099 # DEPENDENCYPART_SIBL
(19,23),(19,25),-0.194113 # DEPENDENCYPART_SIBL
(19,23),(19,26),-0.0833819 # DEPENDENCYPART_SIBL
(19,24),(19,25),-0.173421 # DEPENDENCYPART_SIBL
(19,24),(19,26),-0.0494762 # DEPENDENCYPART_SIBL
(19,25),(19,26),-0.0182282 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.0227731 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.0837093 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.0876967 # DEPENDENCYPART_SIBL
(20,21),(20,25),-0.094758 # DEPENDENCYPART_SIBL
(20,21),(20,26),-0.0770395 # DEPENDENCYPART_SIBL
(20,22),(20,23),0.010501 # DEPENDENCYPART_SIBL
(20,22),(20,24),0.00842259 # DEPENDENCYPART_SIBL
(20,22),(20,25),0.0792755 # DEPENDENCYPART_SIBL
(20,22),(20,26),0.0612188 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.0855116 # DEPENDENCYPART_SIBL
(20,23),(20,25),-0.0920106 # DEPENDENCYPART_SIBL
(20,23),(20,26),-0.0724945 # DEPENDENCYPART_SIBL
(20,24),(20,25),-0.11178 # DEPENDENCYPART_SIBL
(20,24),(20,26),-0.0729215 # DEPENDENCYPART_SIBL
(20,25),(20,26),0.0300851 # DEPENDENCYPART_SIBL
(21,5),(21,16),-0.0260775 # DEPENDENCYPART_SIBL
(21,5),(21,17),0.0485429 # DEPENDENCYPART_SIBL
(21,5),(21,20),-0.0195561 # DEPENDENCYPART_SIBL
(21,5),(21,22),0.0419307 # DEPENDENCYPART_SIBL
(21,5),(21,23),-0.0229435 # DEPENDENCYPART_SIBL
(21,5),(21,24),-0.0141255 # DEPENDENCYPART_SIBL
(21,5),(21,25),0.0187836 # DEPENDENCYPART_SIBL
(21,16),(21,17),0.0930437 # DEPENDENCYPART_SIBL
(21,16),(21,20),0.0121766 # DEPENDENCYPART_SIBL
(21,16),(21,22),0.0958085 # DEPENDENCYPART_SIBL
(21,16),(21,23),-0.0708887 # DEPENDENCYPART_SIBL
(21,16),(21,24),-0.0709402 # DEPENDENCYPART_SIBL
(21,16),(21,25),0.159704 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.215946 # DEPENDENCYPART_SIBL
(21,17),(21,22),0.0684864 # DEPENDENCYPART_SIBL
(21,17),(21,23),-0.00125541 # DEPENDENCYPART_SIBL
(21,17),(21,24),-0.00267807 # DEPENDENCYPART_SIBL
(21,17),(21,25),0.18641 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.0122444 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.0316501 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.0317299 # DEPENDENCYPART_SIBL
(21,20),(21,25),0.0603957 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.0794002 # DEPENDENCYPART_SIBL
(21,22),(21,24),0.0768812 # DEPENDENCYPART_SIBL
(21,22),(21,25),0.13159 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.00273796 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.00865861 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.0126726 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.00467057 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.0988623 # DEPENDENCYPART_SIBL
(22,20),(22,24),-0.0989397 # DEPENDENCYPART_SIBL
(22,20),(22,25),-0.0324279 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.0337377 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.0353448 # DEPENDENCYPART_SIBL
(22,21),(22,25),-0.00335816 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.417418 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.61594 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.617837 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.17556 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.0109643 # DEPENDENCYPART_SIBL
(23,21),(23,25),0.225676 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.0280539 # DEPENDENCYPART_SIBL
(23,22),(23,25),0.0127145 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.0126669 # DEPENDENCYPART_SIBL
(24,17),(24,20),0.219179 # DEPENDENCYPART_SIBL
(24,17),(24,21),0.128479 # DEPENDENCYPART_SIBL
(24,17),(24,22),0.186109 # DEPENDENCYPART_SIBL
(24,17),(24,23),0.125637 # DEPENDENCYPART_SIBL
(24,17),(24,25),0.279322 # DEPENDENCYPART_SIBL
(24,20),(24,21),0.0272067 # DEPENDENCYPART_SIBL
(24,20),(24,22),0.0225537 # DEPENDENCYPART_SIBL
(24,20),(24,23),0.0274899 # DEPENDENCYPART_SIBL
(24,20),(24,25),0.0941712 # DEPENDENCYPART_SIBL
(24,21),(24,22),0.171218 # DEPENDENCYPART_SIBL
(24,21),(24,23),0.11278 # DEPENDENCYPART_SIBL
(24,21),(24,25),0.27387 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.0904809 # DEPENDENCYPART_SIBL
(24,22),(24,25),0.0309624 # DEPENDENCYPART_SIBL
(24,23),(24,25),0.293712 # DEPENDENCYPART_SIBL
(25,1),(25,3),0.135386 # DEPENDENCYPART_SIBL
(25,1),(25,16),-0.0304494 # DEPENDENCYPART_SIBL
(25,1),(25,17),0.144619 # DEPENDENCYPART_SIBL
(25,1),(25,20),-0.0124141 # DEPENDENCYPART_SIBL
(25,1),(25,21),0.149175 # DEPENDENCYPART_SIBL
(25,1),(25,22),-0.12316 # DEPENDENCYPART_SIBL
(25,1),(25,23),0.140032 # DEPENDENCYPART_SIBL
(25,1),(25,24),0.135386 # DEPENDENCYPART_SIBL
(25,1),(25,26),-0.066695 # DEPENDENCYPART_SIBL
(25,3),(25,16),0.0822988 # DEPENDENCYPART_SIBL
(25,3),(25,17),-0.0439002 # DEPENDENCYPART_SIBL
(25,3),(25,20),0.0648922 # DEPENDENCYPART_SIBL
(25,3),(25,21),-0.0366993 # DEPENDENCYPART_SIBL
(25,3),(25,22),-0.0482305 # DEPENDENCYPART_SIBL
(25,3),(25,23),-0.04976 # DEPENDENCYPART_SIBL
(25,3),(25,24),-0.0685914 # DEPENDENCYPART_SIBL
(25,3),(25,26),0.0102889 # DEPENDENCYPART_SIBL
(25,16),(25,17),-0.11295 # DEPENDENCYPART_SIBL
(25,16),(25,20),-0.217898 # DEPENDENCYPART_SIBL
(25,16),(25,21),-0.110468 # DEPENDENCYPART_SIBL
(25,16),(25,22),-0.120154 # DEPENDENCYPART_SIBL
(25,16),(25,23),-0.115616 # DEPENDENCYPART_SIBL
(25,16),(25,24),-0.121737 # DEPENDENCYPART_SIBL
(25,16),(25,26),-0.0651486 # DEPENDENCYPART_SIBL
(25,17),(25,20),0.0750692 # DEPENDENCYPART_SIBL
(25,17),(25,21),-0.0203328 # DEPENDENCYPART_SIBL
(25,17),(25,22),-0.0437242 # DEPENDENCYPART_SIBL
(25,17),(25,23),-0.0333935 # DEPENDENCYPART_SIBL
(25,17),(25,24),-0.0522231 # DEPENDENCYPART_SIBL
(25,17),(25,26),0.0153621 # DEPENDENCYPART_SIBL
(25,20),(25,21),-0.0990308 # DEPENDENCYPART_SIBL
(25,20),(25,22),-0.106158 # DEPENDENCYPART_SIBL
(25,20),(25,23),-0.104181 # DEPENDENCYPART_SIBL
(25,20),(25,24),-0.0946525 # DEPENDENCYPART_SIBL
(25,20),(25,26),-0.0411928 # DEPENDENCYPART_SIBL
(25,21),(25,22),-0.0335708 # DEPENDENCYPART_SIBL
(25,21),(25,23),-0.0155855 # DEPENDENCYPART_SIBL
(25,21),(25,24),-0.0344151 # DEPENDENCYPART_SIBL
(25,21),(25,26),0.0461365 # DEPENDENCYPART_SIBL
(25,22),(25,23),-0.00847513 # DEPENDENCYPART_SIBL
(25,22),(25,24),-0.00339447 # DEPENDENCYPART_SIBL
(25,22),(25,26),0.0516541 # DEPENDENCYPART_SIBL
(25,23),(25,24),-0.0624701 # DEPENDENCYPART_SIBL
(25,23),(25,26),0.0104539 # DEPENDENCYPART_SIBL
(25,24),(25,26),0.0102889 # DEPENDENCYPART_SIBL
(0,5),(5,1),0.223232 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.0313063 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.102056 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.157591 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.385682 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.815601 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.0370021 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.0892797 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.64024 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.260387 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.313229 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),-0.441278 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.389547 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),0.180155 # DEPENDENCYPART_GRANDPAR
(0,5),(5,18),-0.273343 # DEPENDENCYPART_GRANDPAR
(0,5),(5,19),0.588658 # DEPENDENCYPART_GRANDPAR
(0,5),(5,20),0.275752 # DEPENDENCYPART_GRANDPAR
(0,5),(5,22),-0.0896979 # DEPENDENCYPART_GRANDPAR
(0,5),(5,25),-0.297307 # DEPENDENCYPART_GRANDPAR
(0,5),(5,26),2.48492 # DEPENDENCYPART_GRANDPAR
(0,19),(19,2),0.100226 # DEPENDENCYPART_GRANDPAR
(0,19),(19,3),-0.0349287 # DEPENDENCYPART_GRANDPAR
(0,19),(19,4),-0.0742084 # DEPENDENCYPART_GRANDPAR
(0,19),(19,5),0.201864 # DEPENDENCYPART_GRANDPAR
(0,19),(19,6),-0.490315 # DEPENDENCYPART_GRANDPAR
(0,19),(19,7),-0.869399 # DEPENDENCYPART_GRANDPAR
(0,19),(19,8),-0.0682823 # DEPENDENCYPART_GRANDPAR
(0,19),(19,9),-0.426839 # DEPENDENCYPART_GRANDPAR
(0,19),(19,10),-0.693416 # DEPENDENCYPART_GRANDPAR
(0,19),(19,11),-0.310711 # DEPENDENCYPART_GRANDPAR
(0,19),(19,12),-0.417863 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),-1.34743 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),-0.583099 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),0.0718014 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),0.146941 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.421452 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),0.188005 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),0.765751 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),0.130529 # DEPENDENCYPART_GRANDPAR
(0,19),(19,22),0.195018 # DEPENDENCYPART_GRANDPAR
(0,19),(19,23),-0.598757 # DEPENDENCYPART_GRANDPAR
(0,19),(19,24),-0.379466 # DEPENDENCYPART_GRANDPAR
(0,19),(19,25),-0.116653 # DEPENDENCYPART_GRANDPAR
(0,19),(19,26),2.70015 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.46146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.443266 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.822226 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.960239 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.853561 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.432007 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.4611 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.364366 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.811311 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.834473 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.975411 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.853654 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.433947 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.48216 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.578902 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.788701 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.1263 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),0.0394595 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.0797802 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.257945 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.119587 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),0.113622 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.958865 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.04587 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.165286 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.103515 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.323797 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.266291 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.18086 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.369986 # DEPENDENCYPART_GRANDPAR
(2,6),(6,3),-0.198055 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.273159 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.203681 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.213474 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.35617 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.438108 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.575945 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-0.798996 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-1.09236 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),-0.178931 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),-0.0414057 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),-0.120583 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.176724 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.107731 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.0454087 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.28017 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.356213 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.449032 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.502955 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.492491 # DEPENDENCYPART_GRANDPAR
(2,8),(8,17),-0.573368 # DEPENDENCYPART_GRANDPAR
(2,8),(8,18),-0.597872 # DEPENDENCYPART_GRANDPAR
(2,8),(8,19),-0.583272 # DEPENDENCYPART_GRANDPAR
(2,8),(8,26),-0.865548 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.341347 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.412193 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.462084 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.566855 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.59722 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.523794 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),-0.302241 # DEPENDENCYPART_GRANDPAR
(2,9),(9,19),-0.571796 # DEPENDENCYPART_GRANDPAR
(2,9),(9,25),0.129506 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.426003 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.70028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,1),-0.263039 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.70791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.547869 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.915041 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.934047 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.79947 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.99982 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.926159 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.29224 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.28391 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.466803 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.519611 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.356456 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.542064 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.999232 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.920594 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.34352 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.0082398 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.493038 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.378598 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.422655 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.300821 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.49179 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.541829 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.568299 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.75669 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.683401 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.628538 # DEPENDENCYPART_GRANDPAR
(3,5),(5,18),-0.759437 # DEPENDENCYPART_GRANDPAR
(3,5),(5,19),-0.734846 # DEPENDENCYPART_GRANDPAR
(3,5),(5,20),-0.670843 # DEPENDENCYPART_GRANDPAR
(3,5),(5,22),-0.800979 # DEPENDENCYPART_GRANDPAR
(3,5),(5,25),-0.244653 # DEPENDENCYPART_GRANDPAR
(3,5),(5,26),-1.00774 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.32515 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,7),-0.42148 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.458021 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.390232 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.534055 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.597743 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.757409 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.839951 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.913343 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-1.30603 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),-0.106827 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.299098 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.320759 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.256587 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.221696 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.457921 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.515715 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.622071 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.684285 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.65086 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.595358 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-0.726896 # DEPENDENCYPART_GRANDPAR
(3,8),(8,19),-0.752597 # DEPENDENCYPART_GRANDPAR
(3,8),(8,26),-1.00286 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.524231 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.576828 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.638739 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.738504 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.783683 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.685787 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.441957 # DEPENDENCYPART_GRANDPAR
