# _root_ Besides spurring Barry Wright 's sales , which were $ 201.7 million in 1988 , Mr. Sim must pare its costs and product line .
#goldHeads=18,1,4,6,4,2,6,9,6,9,10,10,9,13,6,17,18,0,18,21,19,21,24,22,18,
#predictedHeads=18,1,4,6,4,2,6,9,6,9,10,10,10,13,18,17,18,0,18,21,19,21,24,22,18,
(6,10),(10,1),-0.933208 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.903083 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),-0.264302 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.0582843 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.172457 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.297726 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.12618 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.467416 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.590716 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.167027 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.330671 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.320737 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.426437 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.464439 # DEPENDENCYPART_GRANDPAR
(6,10),(10,21),-0.256437 # DEPENDENCYPART_GRANDPAR
(6,10),(10,22),-0.300283 # DEPENDENCYPART_GRANDPAR
(6,10),(10,24),-0.449425 # DEPENDENCYPART_GRANDPAR
(6,10),(10,25),-0.646058 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.314324 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.291616 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.421033 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.0090644 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),0.0276799 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),0.0775363 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.402907 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.44343 # DEPENDENCYPART_GRANDPAR
(6,13),(13,21),-0.187331 # DEPENDENCYPART_GRANDPAR
(6,13),(13,22),-0.099825 # DEPENDENCYPART_GRANDPAR
(6,13),(13,25),-0.629267 # DEPENDENCYPART_GRANDPAR
(6,18),(18,1),-0.942341 # DEPENDENCYPART_GRANDPAR
(6,18),(18,2),-0.636572 # DEPENDENCYPART_GRANDPAR
(6,18),(18,4),-0.768526 # DEPENDENCYPART_GRANDPAR
(6,18),(18,6),-0.704205 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,18),(18,7),-0.176102 # DEPENDENCYPART_GRANDPAR
(6,18),(18,8),0.245385 # DEPENDENCYPART_GRANDPAR
(6,18),(18,9),-0.121024 # DEPENDENCYPART_GRANDPAR
(6,18),(18,10),-0.172894 # DEPENDENCYPART_GRANDPAR
(6,18),(18,12),0.0206055 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),-0.366671 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),-0.416598 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),-0.106871 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.173576 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.111944 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-0.150512 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.542867 # DEPENDENCYPART_GRANDPAR
(6,18),(18,21),-0.184414 # DEPENDENCYPART_GRANDPAR
(6,18),(18,22),-0.033971 # DEPENDENCYPART_GRANDPAR
(6,18),(18,23),-0.559896 # DEPENDENCYPART_GRANDPAR
(6,18),(18,24),-0.339839 # DEPENDENCYPART_GRANDPAR
(6,18),(18,25),-0.561804 # DEPENDENCYPART_GRANDPAR
(6,21),(21,14),-0.384768 # DEPENDENCYPART_GRANDPAR
(6,21),(21,16),-0.268612 # DEPENDENCYPART_GRANDPAR
(6,21),(21,17),-0.169618 # DEPENDENCYPART_GRANDPAR
(6,21),(21,20),-0.305133 # DEPENDENCYPART_GRANDPAR
(6,21),(21,22),0.205709 # DEPENDENCYPART_GRANDPAR
(6,21),(21,23),-0.478759 # DEPENDENCYPART_GRANDPAR
(6,21),(21,24),-0.261094 # DEPENDENCYPART_GRANDPAR
(6,21),(21,25),-0.451619 # DEPENDENCYPART_GRANDPAR
(6,22),(22,21),-0.577797 # DEPENDENCYPART_GRANDPAR
(6,22),(22,23),-0.204069 # DEPENDENCYPART_GRANDPAR
(6,22),(22,24),-0.0270643 # DEPENDENCYPART_GRANDPAR
(6,24),(24,2),-0.743073 # DEPENDENCYPART_GRANDPAR
(6,24),(24,4),-0.954119 # DEPENDENCYPART_GRANDPAR
(6,24),(24,10),-0.239556 # DEPENDENCYPART_GRANDPAR
(6,24),(24,14),-0.476468 # DEPENDENCYPART_GRANDPAR
(6,24),(24,16),-0.23309 # DEPENDENCYPART_GRANDPAR
(6,24),(24,17),-0.146059 # DEPENDENCYPART_GRANDPAR
(6,24),(24,20),-0.325658 # DEPENDENCYPART_GRANDPAR
(6,24),(24,21),-0.380173 # DEPENDENCYPART_GRANDPAR
(6,24),(24,22),0.0527728 # DEPENDENCYPART_GRANDPAR
(6,24),(24,23),-0.46281 # DEPENDENCYPART_GRANDPAR
(6,24),(24,25),-0.457425 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.305029 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.243772 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.397512 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.378006 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.492246 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.233327 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.6133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.37363 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.480238 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.520174 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.805427 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-0.688497 # DEPENDENCYPART_GRANDPAR
(8,6),(6,21),-0.9065 # DEPENDENCYPART_GRANDPAR
(8,6),(6,22),-0.791079 # DEPENDENCYPART_GRANDPAR
(8,6),(6,24),-1.13732 # DEPENDENCYPART_GRANDPAR
(8,6),(6,25),-0.948881 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.677219 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.658292 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.836562 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.741033 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.668384 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.916482 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.0130862 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.00380314 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.0683066 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.0102687 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.190176 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.325635 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.426544 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.430299 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.205506 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.535829 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),-0.364505 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),-0.326113 # DEPENDENCYPART_GRANDPAR
(8,9),(9,24),-0.580021 # DEPENDENCYPART_GRANDPAR
(8,9),(9,25),-0.554334 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.657334 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.773706 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.715131 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.16297 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.157556 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.00963175 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-7.13837e-05 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.104172 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.188144 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.260209 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.458477 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.487718 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.257995 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.569022 # DEPENDENCYPART_GRANDPAR
(8,10),(10,21),-0.424244 # DEPENDENCYPART_GRANDPAR
(8,10),(10,22),-0.408458 # DEPENDENCYPART_GRANDPAR
(8,10),(10,24),-0.690427 # DEPENDENCYPART_GRANDPAR
(8,10),(10,25),-0.495284 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.323771 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.422001 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.409015 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.389026 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),-0.592846 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),0.42074 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-1.26607 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,18),-0.173026 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.203275 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.58801 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.561641 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-1.2674 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.458531 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.715379 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),-0.153054 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.06679 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),0.0347614 # DEPENDENCYPART_GRANDPAR
(9,2),(2,13),0.19225 # DEPENDENCYPART_GRANDPAR
(9,2),(2,15),-0.267224 # DEPENDENCYPART_GRANDPAR
(9,2),(2,17),-0.519501 # DEPENDENCYPART_GRANDPAR
(9,2),(2,18),-0.029684 # DEPENDENCYPART_GRANDPAR
(9,2),(2,21),-0.910128 # DEPENDENCYPART_GRANDPAR
(9,2),(2,22),-0.28302 # DEPENDENCYPART_GRANDPAR
(9,2),(2,24),-0.746045 # DEPENDENCYPART_GRANDPAR
(9,2),(2,25),-0.969927 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.41894 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.413881 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.592503 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.850876 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.388313 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.474344 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.168253 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.25143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.142436 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-0.630946 # DEPENDENCYPART_GRANDPAR
(9,4),(4,25),-1.12786 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.262576 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.292136 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.427098 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.42355 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-1.2437 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.364316 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.0354202 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.16053 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.0465637 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),0.175342 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.436811 # DEPENDENCYPART_GRANDPAR
(9,6),(6,18),-0.102418 # DEPENDENCYPART_GRANDPAR
(9,6),(6,21),-0.996259 # DEPENDENCYPART_GRANDPAR
(9,6),(6,22),-0.369129 # DEPENDENCYPART_GRANDPAR
(9,6),(6,24),-0.769551 # DEPENDENCYPART_GRANDPAR
(9,6),(6,25),-1.03636 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.533735 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.612639 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.1688 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.0648998 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.515777 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.951293 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-1.1011 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.405069 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.606023 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.16044 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.272053 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.424301 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),0.0775385 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),0.212104 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.243523 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.231267 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),0.277018 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.0144243 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),-0.550359 # DEPENDENCYPART_GRANDPAR
(9,10),(10,22),-0.188243 # DEPENDENCYPART_GRANDPAR
(9,10),(10,24),-0.52252 # DEPENDENCYPART_GRANDPAR
(9,10),(10,25),-0.895012 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.412107 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.310036 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.344109 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-0.510783 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-1.10504 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.412127 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.217699 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),0.3515 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),0.13599 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),0.412064 # DEPENDENCYPART_GRANDPAR
(9,13),(13,10),0.387547 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.397768 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.412869 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),0.104287 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),0.100301 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),0.161721 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),0.130636 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.0524403 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),-0.504107 # DEPENDENCYPART_GRANDPAR
(9,13),(13,22),-0.145482 # DEPENDENCYPART_GRANDPAR
(9,13),(13,25),-0.974118 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.272905 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.386631 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.224223 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.168474 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.156711 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),0.380878 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),0.0910493 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.173637 # DEPENDENCYPART_GRANDPAR
(9,17),(17,10),0.483278 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),0.239048 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),0.107746 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),0.292163 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.118728 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),0.289282 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.067463 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-0.552317 # DEPENDENCYPART_GRANDPAR
(9,17),(17,24),-0.441268 # DEPENDENCYPART_GRANDPAR
(9,18),(18,1),-0.386422 # DEPENDENCYPART_GRANDPAR
(9,18),(18,2),-0.58568 # DEPENDENCYPART_GRANDPAR
(9,18),(18,4),-0.896475 # DEPENDENCYPART_GRANDPAR
(9,18),(18,6),-0.756559 # DEPENDENCYPART_GRANDPAR
(9,18),(18,7),-0.851377 # DEPENDENCYPART_GRANDPAR
(9,18),(18,8),-0.206882 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-0.659172 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,10),0.417239 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),0.280986 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),0.330619 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),0.0919779 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),0.139984 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.129807 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),0.0089721 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),0.208512 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.339747 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.519307 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),0.0422106 # DEPENDENCYPART_GRANDPAR
(9,18),(18,23),-0.539427 # DEPENDENCYPART_GRANDPAR
(9,18),(18,24),-0.428344 # DEPENDENCYPART_GRANDPAR
(9,18),(18,25),-0.855393 # DEPENDENCYPART_GRANDPAR
(9,19),(19,1),-0.46825 # DEPENDENCYPART_GRANDPAR
(9,19),(19,2),-0.69772 # DEPENDENCYPART_GRANDPAR
(9,19),(19,6),-0.883715 # DEPENDENCYPART_GRANDPAR
(9,19),(19,8),-0.206853 # DEPENDENCYPART_GRANDPAR
(9,19),(19,9),-0.659441 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,19),(19,10),0.407086 # DEPENDENCYPART_GRANDPAR
(9,19),(19,13),0.256637 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),0.0847992 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),-0.226305 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.0952895 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.364222 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.480705 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),0.00962203 # DEPENDENCYPART_GRANDPAR
(9,19),(19,23),-0.464099 # DEPENDENCYPART_GRANDPAR
(9,19),(19,24),-0.34447 # DEPENDENCYPART_GRANDPAR
(9,19),(19,25),-0.825415 # DEPENDENCYPART_GRANDPAR
(9,21),(21,14),0.269333 # DEPENDENCYPART_GRANDPAR
(9,21),(21,16),-0.114006 # DEPENDENCYPART_GRANDPAR
(9,21),(21,17),0.0671783 # DEPENDENCYPART_GRANDPAR
(9,21),(21,20),-0.13055 # DEPENDENCYPART_GRANDPAR
(9,21),(21,22),0.0115368 # DEPENDENCYPART_GRANDPAR
(9,21),(21,23),-0.425553 # DEPENDENCYPART_GRANDPAR
(9,21),(21,24),-0.318361 # DEPENDENCYPART_GRANDPAR
(9,21),(21,25),-0.728935 # DEPENDENCYPART_GRANDPAR
(9,22),(22,21),-0.913121 # DEPENDENCYPART_GRANDPAR
(9,22),(22,23),-0.662113 # DEPENDENCYPART_GRANDPAR
(9,22),(22,24),-0.58284 # DEPENDENCYPART_GRANDPAR
(9,24),(24,2),-0.778364 # DEPENDENCYPART_GRANDPAR
(9,24),(24,4),-1.18998 # DEPENDENCYPART_GRANDPAR
(9,24),(24,10),0.525883 # DEPENDENCYPART_GRANDPAR
(9,24),(24,14),0.160265 # DEPENDENCYPART_GRANDPAR
(9,24),(24,16),-0.113576 # DEPENDENCYPART_GRANDPAR
(9,24),(24,17),0.0603205 # DEPENDENCYPART_GRANDPAR
(9,24),(24,20),-0.192625 # DEPENDENCYPART_GRANDPAR
(9,24),(24,21),-0.545163 # DEPENDENCYPART_GRANDPAR
(9,24),(24,22),0.366073 # DEPENDENCYPART_GRANDPAR
(9,24),(24,23),-0.39759 # DEPENDENCYPART_GRANDPAR
(9,24),(24,25),-0.905333 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.297111 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.521792 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.498135 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.338053 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),-0.502888 # DEPENDENCYPART_GRANDPAR
(10,1),(1,8),0.425792 # DEPENDENCYPART_GRANDPAR
(10,1),(1,9),-0.149602 # DEPENDENCYPART_GRANDPAR
(10,1),(1,18),-0.625383 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.546806 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.456227 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.625941 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.602165 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.810587 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.524693 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.10771 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.238736 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.1039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,13),-0.602137 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.832825 # DEPENDENCYPART_GRANDPAR
(10,6),(6,18),-0.60284 # DEPENDENCYPART_GRANDPAR
(10,6),(6,21),-0.427081 # DEPENDENCYPART_GRANDPAR
(10,6),(6,22),-0.289449 # DEPENDENCYPART_GRANDPAR
(10,6),(6,24),-0.451743 # DEPENDENCYPART_GRANDPAR
(10,6),(6,25),-0.667376 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.26268 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.591341 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.305397 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.08469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,1),-0.437767 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.380829 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.635929 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.245775 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.688074 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.234356 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.0916 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.256466 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.236953 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.610018 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.586545 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.699124 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.582126 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.559323 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.567135 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.52594 # DEPENDENCYPART_GRANDPAR
(10,9),(9,21),-0.356676 # DEPENDENCYPART_GRANDPAR
(10,9),(9,22),-0.203348 # DEPENDENCYPART_GRANDPAR
(10,9),(9,24),-0.36887 # DEPENDENCYPART_GRANDPAR
(10,9),(9,25),-0.574467 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.546425 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),0.621724 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.531141 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-0.855265 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.989963 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.546425 # DEPENDENCYPART_GRANDPAR
(10,12),(12,11),0.100824 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.769649 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.244733 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.566693 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.556353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,12),0.0708984 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.00330668 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.32412 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.218082 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.151848 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.308736 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.15052 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),0.589177 # DEPENDENCYPART_GRANDPAR
(10,13),(13,22),-0.0868922 # DEPENDENCYPART_GRANDPAR
(10,13),(13,25),-0.290424 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.0317382 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.257659 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.480666 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.424374 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.40076 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.399974 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.15017 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.136502 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-0.53317 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,13),-0.115223 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.150125 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.147363 # DEPENDENCYPART_GRANDPAR
