# _root_ In the first nine months of 1988 , net was $ 85 million , or $ 3.76 a share .
#goldHeads=10,5,5,5,1,5,6,10,10,0,10,11,11,11,11,15,16,19,16,10,
#predictedHeads=10,5,5,5,1,5,6,10,10,0,10,11,11,11,11,15,16,19,16,10,
(17,13),(13,12),-0.253397 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.587693 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.0673257 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),-0.2415 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),-0.717153 # DEPENDENCYPART_GRANDPAR
(17,16),(16,1),-0.438736 # DEPENDENCYPART_GRANDPAR
(17,16),(16,6),-0.32192 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.29412 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.444286 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.285621 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.50374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.354877 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.667536 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-1.01284 # DEPENDENCYPART_GRANDPAR
(17,19),(19,2),-1.11532 # DEPENDENCYPART_GRANDPAR
(17,19),(19,9),-0.962281 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.752793 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-1.11434 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.566843 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.501194 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),-0.336499 # DEPENDENCYPART_GRANDPAR
(19,2),(2,3),-0.384369 # DEPENDENCYPART_GRANDPAR
(19,2),(2,4),-0.808464 # DEPENDENCYPART_GRANDPAR
(19,9),(9,1),-0.656134 # DEPENDENCYPART_GRANDPAR
(19,9),(9,5),-0.0768151 # DEPENDENCYPART_GRANDPAR
(19,9),(9,6),-0.445512 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),-0.54329 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.400677 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),-0.405338 # DEPENDENCYPART_GRANDPAR
(19,9),(9,11),-0.173825 # DEPENDENCYPART_GRANDPAR
(19,9),(9,14),-0.142295 # DEPENDENCYPART_GRANDPAR
(19,9),(9,15),0.38457 # DEPENDENCYPART_GRANDPAR
(19,9),(9,19),-1.80641 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,1),-0.784239 # DEPENDENCYPART_GRANDPAR
(19,16),(16,6),-0.499974 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.505531 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.0833335 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.151903 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.0608001 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.0639156 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.77283 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-1.16251 # DEPENDENCYPART_GRANDPAR
(19,17),(17,1),-0.590959 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.48652 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),0.0330008 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.76115 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-1.10074 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-1.31821 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,2),0.0543208 # DEPENDENCYPART_GRANDPAR
(20,19),(19,9),-0.085831 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.0474705 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.511144 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.203425 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.85963 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
