# _root_ Dataproducts , which had been seeking a buyer for several months , announced a restructuring plan in September and took itself off the auction block .
#goldHeads=13,1,4,1,4,5,8,6,6,11,9,1,0,16,16,13,13,17,13,19,20,20,25,25,22,13,
#predictedHeads=13,1,4,1,4,5,8,6,8,11,9,1,0,16,16,13,13,17,13,19,20,20,25,25,22,13,
(5,4),(4,5),-1.32318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.29753 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.387041 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.0605731 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.260694 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.509819 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.619291 # DEPENDENCYPART_GRANDPAR
(5,4),(4,17),-0.741037 # DEPENDENCYPART_GRANDPAR
(5,4),(4,19),-0.45739 # DEPENDENCYPART_GRANDPAR
(5,4),(4,26),-1.07507 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.551398 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.580398 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),0.00210138 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.415872 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.865298 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.377411 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.248367 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.512544 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.0406114 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),0.528501 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),0.15451 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.0639881 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.389625 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.209238 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.279116 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.0789205 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.104166 # DEPENDENCYPART_GRANDPAR
(5,6),(6,20),0.00238132 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),-0.107126 # DEPENDENCYPART_GRANDPAR
(5,6),(6,22),-0.3505 # DEPENDENCYPART_GRANDPAR
(5,6),(6,25),-0.946011 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.189441 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.570783 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.874925 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.129051 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.123926 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.259631 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.244793 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),0.293005 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.087899 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.222893 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.457209 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.515089 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-0.209589 # DEPENDENCYPART_GRANDPAR
(5,8),(8,20),-0.163118 # DEPENDENCYPART_GRANDPAR
(5,8),(8,22),-0.595358 # DEPENDENCYPART_GRANDPAR
(5,8),(8,26),-0.627134 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),0.213294 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.0808287 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),0.0051287 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),0.777203 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),0.107789 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.264284 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.291328 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.0961965 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.0798321 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.183252 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.703045 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.187826 # DEPENDENCYPART_GRANDPAR
(5,11),(11,6),0.106544 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.458933 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),0.004695 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),0.283425 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.318111 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.0781937 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.192561 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.465662 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.487648 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.282611 # DEPENDENCYPART_GRANDPAR
(5,13),(13,1),-0.641611 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-0.645226 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),-0.143301 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-0.505306 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.915338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),0.0598201 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),-0.0454198 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),0.212306 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.364814 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),0.0302307 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.256163 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.736668 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.571918 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.403586 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.351021 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.257498 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.11744 # DEPENDENCYPART_GRANDPAR
(5,13),(13,20),-0.166664 # DEPENDENCYPART_GRANDPAR
(5,13),(13,21),-0.169563 # DEPENDENCYPART_GRANDPAR
(5,13),(13,22),-0.445262 # DEPENDENCYPART_GRANDPAR
(5,13),(13,25),-1.12617 # DEPENDENCYPART_GRANDPAR
(5,13),(13,26),-0.838562 # DEPENDENCYPART_GRANDPAR
(5,16),(16,3),-0.189411 # DEPENDENCYPART_GRANDPAR
(5,16),(16,4),-0.571501 # DEPENDENCYPART_GRANDPAR
(5,16),(16,5),-0.855275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,16),(16,6),0.144617 # DEPENDENCYPART_GRANDPAR
(5,16),(16,7),-0.110568 # DEPENDENCYPART_GRANDPAR
(5,16),(16,8),0.102488 # DEPENDENCYPART_GRANDPAR
(5,16),(16,9),0.247667 # DEPENDENCYPART_GRANDPAR
(5,16),(16,10),-0.167667 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),0.154566 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),-0.0565534 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-0.0260708 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),-0.341092 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.565993 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.507665 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.182164 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.198845 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.126056 # DEPENDENCYPART_GRANDPAR
(5,16),(16,21),-0.17356 # DEPENDENCYPART_GRANDPAR
(5,16),(16,22),-0.582962 # DEPENDENCYPART_GRANDPAR
(5,16),(16,25),-1.15328 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.373479 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),0.104304 # DEPENDENCYPART_GRANDPAR
(5,17),(17,19),-0.104947 # DEPENDENCYPART_GRANDPAR
(5,17),(17,20),-0.12894 # DEPENDENCYPART_GRANDPAR
(5,17),(17,21),-0.0898514 # DEPENDENCYPART_GRANDPAR
(5,17),(17,25),-1.02739 # DEPENDENCYPART_GRANDPAR
(5,19),(19,1),-0.519646 # DEPENDENCYPART_GRANDPAR
(5,19),(19,17),-0.616715 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),-0.461343 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),0.136194 # DEPENDENCYPART_GRANDPAR
(5,19),(19,21),-0.153102 # DEPENDENCYPART_GRANDPAR
(5,19),(19,22),-0.321875 # DEPENDENCYPART_GRANDPAR
(5,19),(19,25),-1.28925 # DEPENDENCYPART_GRANDPAR
(5,20),(20,1),-0.638793 # DEPENDENCYPART_GRANDPAR
(5,20),(20,3),-0.136191 # DEPENDENCYPART_GRANDPAR
(5,20),(20,4),-0.503068 # DEPENDENCYPART_GRANDPAR
(5,20),(20,5),-0.909355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,20),(20,6),0.0701447 # DEPENDENCYPART_GRANDPAR
(5,20),(20,8),-0.035165 # DEPENDENCYPART_GRANDPAR
(5,20),(20,9),0.21228 # DEPENDENCYPART_GRANDPAR
(5,20),(20,16),-0.511868 # DEPENDENCYPART_GRANDPAR
(5,20),(20,17),-0.47077 # DEPENDENCYPART_GRANDPAR
(5,20),(20,18),-0.339484 # DEPENDENCYPART_GRANDPAR
(5,20),(20,21),-0.175339 # DEPENDENCYPART_GRANDPAR
(5,20),(20,22),-0.431041 # DEPENDENCYPART_GRANDPAR
(5,20),(20,23),-1.38231 # DEPENDENCYPART_GRANDPAR
(5,20),(20,24),-1.08026 # DEPENDENCYPART_GRANDPAR
(5,20),(20,25),-1.10438 # DEPENDENCYPART_GRANDPAR
(5,20),(20,26),-0.868143 # DEPENDENCYPART_GRANDPAR
(5,22),(22,21),-0.317022 # DEPENDENCYPART_GRANDPAR
(5,22),(22,23),-1.3431 # DEPENDENCYPART_GRANDPAR
(5,22),(22,24),-0.92041 # DEPENDENCYPART_GRANDPAR
(5,22),(22,25),-0.967052 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.43901 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),0.483787 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.140052 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.135478 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.00322 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,8),0.133536 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),0.0613986 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-0.162023 # DEPENDENCYPART_GRANDPAR
(6,1),(1,12),-0.638572 # DEPENDENCYPART_GRANDPAR
(6,1),(1,13),-0.366621 # DEPENDENCYPART_GRANDPAR
(6,1),(1,16),-0.611175 # DEPENDENCYPART_GRANDPAR
(6,1),(1,18),-0.594096 # DEPENDENCYPART_GRANDPAR
(6,1),(1,19),-0.573049 # DEPENDENCYPART_GRANDPAR
(6,1),(1,20),-0.532461 # DEPENDENCYPART_GRANDPAR
(6,1),(1,21),-0.742908 # DEPENDENCYPART_GRANDPAR
(6,1),(1,26),-1.04512 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.361458 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.254563 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.380661 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.54761 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.261742 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.234751 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.371174 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.557111 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.28651 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.236456 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.990927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,8),0.25105 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),0.0430477 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.110793 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.464916 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.342839 # DEPENDENCYPART_GRANDPAR
(6,4),(4,17),-0.308938 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-0.484596 # DEPENDENCYPART_GRANDPAR
(6,4),(4,26),-0.948146 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.379452 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.52954 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.362238 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.302478 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.945634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,8),0.199122 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),0.0125813 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.577328 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.166373 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.503544 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.333586 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-0.545214 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-0.329299 # DEPENDENCYPART_GRANDPAR
(6,5),(5,19),-0.518881 # DEPENDENCYPART_GRANDPAR
(6,5),(5,20),-0.499422 # DEPENDENCYPART_GRANDPAR
(6,5),(5,22),-0.392816 # DEPENDENCYPART_GRANDPAR
(6,5),(5,26),-1.03667 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.772737 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.070999 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.810644 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.837359 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.613784 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.871894 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.736203 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.0792843 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),0.433655 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.0351977 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),0.194006 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.00440298 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),0.339545 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.177462 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),0.0192329 # DEPENDENCYPART_GRANDPAR
(6,8),(8,22),0.231258 # DEPENDENCYPART_GRANDPAR
(6,8),(8,26),-0.529548 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),0.219382 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.705645 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.0145579 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),0.617772 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.0267647 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.0634362 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),0.149055 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.229368 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.0130615 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),0.105562 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.970456 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.0360299 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.614657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.583781 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.69832 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.686018 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.129516 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.0314219 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),0.187104 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),0.0111279 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),0.156263 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),0.0586508 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-0.893887 # DEPENDENCYPART_GRANDPAR
(6,13),(13,2),-0.945125 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),0.0433731 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-0.698641 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-0.731654 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.677382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,8),0.581254 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),0.522727 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.242444 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),0.186246 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.233669 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.536468 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.191161 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),0.0308181 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),0.284229 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),0.044307 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.074019 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),-0.119597 # DEPENDENCYPART_GRANDPAR
(6,13),(13,21),-0.163265 # DEPENDENCYPART_GRANDPAR
(6,13),(13,22),0.228017 # DEPENDENCYPART_GRANDPAR
(6,13),(13,25),-0.372267 # DEPENDENCYPART_GRANDPAR
(6,13),(13,26),-0.757639 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.276014 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),0.283829 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),0.145656 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),0.0217195 # DEPENDENCYPART_GRANDPAR
(6,16),(16,3),-0.0713309 # DEPENDENCYPART_GRANDPAR
(6,16),(16,4),-0.811723 # DEPENDENCYPART_GRANDPAR
(6,16),(16,5),-0.83824 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-0.606396 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,7),0.830559 # DEPENDENCYPART_GRANDPAR
(6,16),(16,8),0.739997 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),0.613745 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),-0.054207 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),0.300373 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),-0.0357718 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),0.234181 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.34606 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.22566 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),0.260288 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),0.118788 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.237626 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-0.00131124 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),-0.186679 # DEPENDENCYPART_GRANDPAR
(6,16),(16,22),0.156938 # DEPENDENCYPART_GRANDPAR
(6,16),(16,25),-0.450778 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),0.031516 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),0.308885 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),-0.213915 # DEPENDENCYPART_GRANDPAR
(6,17),(17,20),-0.152355 # DEPENDENCYPART_GRANDPAR
(6,17),(17,21),-0.174637 # DEPENDENCYPART_GRANDPAR
(6,17),(17,25),-0.356388 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),0.00125312 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),0.00773967 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),0.00569241 # DEPENDENCYPART_GRANDPAR
(6,18),(18,21),-0.192782 # DEPENDENCYPART_GRANDPAR
(6,18),(18,22),0.171555 # DEPENDENCYPART_GRANDPAR
(6,18),(18,25),-0.377736 # DEPENDENCYPART_GRANDPAR
(6,19),(19,1),-0.781822 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),0.017534 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-0.211444 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.12683 # DEPENDENCYPART_GRANDPAR
(6,19),(19,21),-0.243474 # DEPENDENCYPART_GRANDPAR
(6,19),(19,22),0.190402 # DEPENDENCYPART_GRANDPAR
(6,19),(19,25),-0.601567 # DEPENDENCYPART_GRANDPAR
(6,20),(20,1),-0.893304 # DEPENDENCYPART_GRANDPAR
(6,20),(20,3),0.046162 # DEPENDENCYPART_GRANDPAR
(6,20),(20,4),-0.698636 # DEPENDENCYPART_GRANDPAR
(6,20),(20,5),-0.731656 # DEPENDENCYPART_GRANDPAR
(6,20),(20,6),-0.674421 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,20),(20,8),0.588714 # DEPENDENCYPART_GRANDPAR
(6,20),(20,9),0.514317 # DEPENDENCYPART_GRANDPAR
(6,20),(20,16),-0.156571 # DEPENDENCYPART_GRANDPAR
(6,20),(20,17),0.176067 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),-0.11108 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),-0.171161 # DEPENDENCYPART_GRANDPAR
(6,20),(20,22),0.237488 # DEPENDENCYPART_GRANDPAR
(6,20),(20,23),-1.05362 # DEPENDENCYPART_GRANDPAR
(6,20),(20,24),-0.370006 # DEPENDENCYPART_GRANDPAR
(6,20),(20,25),-0.363593 # DEPENDENCYPART_GRANDPAR
(6,20),(20,26),-0.78833 # DEPENDENCYPART_GRANDPAR
(6,21),(21,22),0.07352 # DEPENDENCYPART_GRANDPAR
(6,21),(21,25),-0.53293 # DEPENDENCYPART_GRANDPAR
(6,22),(22,21),-0.338362 # DEPENDENCYPART_GRANDPAR
(6,22),(22,23),-0.979269 # DEPENDENCYPART_GRANDPAR
(6,22),(22,24),-0.181134 # DEPENDENCYPART_GRANDPAR
(6,22),(22,25),-0.192824 # DEPENDENCYPART_GRANDPAR
(6,25),(25,18),-0.0230996 # DEPENDENCYPART_GRANDPAR
(6,25),(25,21),-0.274094 # DEPENDENCYPART_GRANDPAR
(6,25),(25,22),0.194379 # DEPENDENCYPART_GRANDPAR
(6,25),(25,23),-0.939735 # DEPENDENCYPART_GRANDPAR
(6,25),(25,24),-0.441311 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.363202 # DEPENDENCYPART_GRANDPAR
(7,9),(9,8),0.256762 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.274444 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.047995 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.352992 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.779294 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.623416 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.423959 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.420735 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.525418 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.165258 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.00218892 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.334695 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.590083 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),0.0525726 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),0.104711 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.174323 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.10901 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.593154 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.634026 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.81521 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.756799 # DEPENDENCYPART_GRANDPAR
(8,4),(4,17),-1.01876 # DEPENDENCYPART_GRANDPAR
(8,4),(4,19),-0.788477 # DEPENDENCYPART_GRANDPAR
(8,4),(4,26),-1.5245 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.358636 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.61459 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),0.100076 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.180155 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.208938 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.18562 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.674579 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.731045 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.724607 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.876807 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.781525 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-0.74899 # DEPENDENCYPART_GRANDPAR
(8,5),(5,17),-1.09248 # DEPENDENCYPART_GRANDPAR
(8,5),(5,19),-0.856052 # DEPENDENCYPART_GRANDPAR
(8,5),(5,20),-0.724843 # DEPENDENCYPART_GRANDPAR
(8,5),(5,22),-1.48675 # DEPENDENCYPART_GRANDPAR
(8,5),(5,26),-1.64693 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.345415 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.499321 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),0.137278 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.146608 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.00511224 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.00234611 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.26265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.657551 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.803803 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.741109 # DEPENDENCYPART_GRANDPAR
