# _root_ Mr. Jarrell , former top economist at the Securities and Exchange Commission , teaches at the University of Rochester 's Simon Business School .
#goldHeads=2,14,2,6,6,2,6,9,7,9,12,10,2,0,14,17,23,17,18,17,23,23,15,14,
#predictedHeads=2,14,2,6,6,2,6,9,7,9,12,10,2,0,14,17,23,17,18,17,23,23,15,14,
(6,14),(14,7),0.227336 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),-0.482423 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),-0.0879797 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.0173061 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.189018 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),0.103993 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.245358 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.107807 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.64194 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.33891 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.4875 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.735324 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-0.81218 # DEPENDENCYPART_GRANDPAR
(6,14),(14,21),-0.360377 # DEPENDENCYPART_GRANDPAR
(6,14),(14,22),-0.480282 # DEPENDENCYPART_GRANDPAR
(6,14),(14,23),0.148653 # DEPENDENCYPART_GRANDPAR
(6,14),(14,24),-0.765183 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.59268 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.107595 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.477545 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.547736 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.852008 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),-0.16833 # DEPENDENCYPART_GRANDPAR
(6,15),(15,22),-0.269094 # DEPENDENCYPART_GRANDPAR
(6,15),(15,23),0.399832 # DEPENDENCYPART_GRANDPAR
(6,15),(15,24),-0.797637 # DEPENDENCYPART_GRANDPAR
(6,24),(24,23),-0.018756 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.484841 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.900455 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.258274 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.113765 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.45652 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,9),-0.111763 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.803549 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.507384 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-0.322036 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.47888 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.457973 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.830902 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.470028 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.483823 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.47856 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.00570605 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.242713 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.894474 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.859493 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.670342 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.654673 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.344074 # DEPENDENCYPART_GRANDPAR
(7,6),(6,24),-1.3299 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.880522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,10),-0.411937 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-1.18568 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-1.17329 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-1.51882 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-1.00768 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-1.01872 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.927498 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.691231 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),1.02278 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.0300832 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.471861 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),0.169313 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),0.270377 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),0.0543295 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),0.46017 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.802119 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.176372 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),-0.529355 # DEPENDENCYPART_GRANDPAR
(7,9),(9,24),-0.697272 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-1.00417 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.963393 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.235912 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.112278 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.260317 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),0.833839 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-1.23507 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-1.66049 # DEPENDENCYPART_GRANDPAR
(7,10),(10,22),-0.71265 # DEPENDENCYPART_GRANDPAR
(7,10),(10,23),-0.892831 # DEPENDENCYPART_GRANDPAR
(7,11),(11,8),1.19721 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),1.01961 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),0.101674 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),0.227029 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),0.0521557 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),0.616701 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.0424975 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-1.16988 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-1.51796 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-1.00623 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-1.01728 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-0.926451 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.691471 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),1.09292 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.892898 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.164216 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.417238 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),0.144918 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),0.0138707 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),0.470104 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.919244 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.190218 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),-0.570748 # DEPENDENCYPART_GRANDPAR
(7,12),(12,24),-0.743773 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.192637 # DEPENDENCYPART_GRANDPAR
(7,14),(14,1),-1.14224 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),-1.13175 # DEPENDENCYPART_GRANDPAR
(7,14),(14,3),-1.39968 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-1.00376 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),-1.01546 # DEPENDENCYPART_GRANDPAR
(7,14),(14,6),-0.854007 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-0.983224 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,8),0.560606 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),0.44115 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.357547 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.842631 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.208316 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.127367 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),0.395171 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),0.0574125 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-1.03563 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.21904 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-1.45535 # DEPENDENCYPART_GRANDPAR
(7,14),(14,20),-0.472708 # DEPENDENCYPART_GRANDPAR
(7,14),(14,21),-0.817669 # DEPENDENCYPART_GRANDPAR
(7,14),(14,22),-0.490528 # DEPENDENCYPART_GRANDPAR
(7,14),(14,23),-0.684273 # DEPENDENCYPART_GRANDPAR
(7,14),(14,24),-0.973896 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.0517778 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-1.00434 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.205497 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-1.44035 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-0.55789 # DEPENDENCYPART_GRANDPAR
(7,15),(15,21),-0.797627 # DEPENDENCYPART_GRANDPAR
(7,15),(15,22),-0.480804 # DEPENDENCYPART_GRANDPAR
(7,15),(15,23),-0.632133 # DEPENDENCYPART_GRANDPAR
(7,15),(15,24),-1.03024 # DEPENDENCYPART_GRANDPAR
(7,17),(17,8),1.06511 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),0.40218 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),0.574155 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),0.188987 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.293169 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-1.34791 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),-0.609443 # DEPENDENCYPART_GRANDPAR
(7,17),(17,21),-0.720014 # DEPENDENCYPART_GRANDPAR
(7,17),(17,22),-0.403976 # DEPENDENCYPART_GRANDPAR
(7,17),(17,23),-0.600593 # DEPENDENCYPART_GRANDPAR
(7,17),(17,24),-0.778534 # DEPENDENCYPART_GRANDPAR
(7,22),(22,16),0.366274 # DEPENDENCYPART_GRANDPAR
(7,22),(22,17),-0.594327 # DEPENDENCYPART_GRANDPAR
(7,22),(22,19),-1.07681 # DEPENDENCYPART_GRANDPAR
(7,22),(22,20),0.235265 # DEPENDENCYPART_GRANDPAR
(7,22),(22,21),-0.47548 # DEPENDENCYPART_GRANDPAR
(7,22),(22,23),-0.619877 # DEPENDENCYPART_GRANDPAR
(7,23),(23,2),-1.17495 # DEPENDENCYPART_GRANDPAR
(7,23),(23,4),-1.01137 # DEPENDENCYPART_GRANDPAR
(7,23),(23,5),-1.02242 # DEPENDENCYPART_GRANDPAR
(7,23),(23,6),-0.931392 # DEPENDENCYPART_GRANDPAR
(7,23),(23,8),1.29448 # DEPENDENCYPART_GRANDPAR
(7,23),(23,9),1.01662 # DEPENDENCYPART_GRANDPAR
(7,23),(23,11),-0.297582 # DEPENDENCYPART_GRANDPAR
(7,23),(23,12),0.356035 # DEPENDENCYPART_GRANDPAR
(7,23),(23,16),0.418352 # DEPENDENCYPART_GRANDPAR
(7,23),(23,17),-0.475874 # DEPENDENCYPART_GRANDPAR
(7,23),(23,18),-0.115762 # DEPENDENCYPART_GRANDPAR
(7,23),(23,19),-1.00641 # DEPENDENCYPART_GRANDPAR
(7,23),(23,20),0.341896 # DEPENDENCYPART_GRANDPAR
(7,23),(23,21),-0.405086 # DEPENDENCYPART_GRANDPAR
(7,23),(23,22),-0.180514 # DEPENDENCYPART_GRANDPAR
(7,23),(23,24),-0.691353 # DEPENDENCYPART_GRANDPAR
(7,24),(24,23),-0.800933 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.735617 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.457106 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.527549 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.68554 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.243273 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.663714 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.811829 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.782745 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.995555 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.894053 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.841304 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-1.0548 # DEPENDENCYPART_GRANDPAR
(8,7),(7,22),-1.32989 # DEPENDENCYPART_GRANDPAR
(8,7),(7,23),-1.36122 # DEPENDENCYPART_GRANDPAR
(8,7),(7,24),-1.67474 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.929969 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.3504 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.228773 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.456755 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.327463 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.364609 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.540636 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.875186 # DEPENDENCYPART_GRANDPAR
(8,10),(10,22),-0.788294 # DEPENDENCYPART_GRANDPAR
(8,10),(10,23),-0.847186 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.087727 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.202223 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.094889 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.23926 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),-0.273372 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-1.47272 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,10),-0.710455 # DEPENDENCYPART_GRANDPAR
(9,1),(1,13),-1.05547 # DEPENDENCYPART_GRANDPAR
(9,1),(1,24),-1.57651 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),0.0105075 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.189173 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.0877928 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.261893 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.234321 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.265675 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.47166 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),-0.708796 # DEPENDENCYPART_GRANDPAR
(9,2),(2,12),-0.586187 # DEPENDENCYPART_GRANDPAR
(9,2),(2,13),-1.05421 # DEPENDENCYPART_GRANDPAR
(9,2),(2,14),-0.962244 # DEPENDENCYPART_GRANDPAR
(9,2),(2,15),-0.921746 # DEPENDENCYPART_GRANDPAR
(9,2),(2,18),-0.946225 # DEPENDENCYPART_GRANDPAR
(9,2),(2,24),-1.57544 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),0.097717 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),0.0874816 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.268019 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.0948865 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.315267 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.33983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.63657 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.835831 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-0.841833 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),0.135109 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),0.165591 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.0461648 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.0866018 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.307852 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.33983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.636568 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.323037 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.18309 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.1124 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.119802 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.264462 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.2515 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.140035 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.43071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.675153 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.545079 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.957418 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.905858 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.82917 # DEPENDENCYPART_GRANDPAR
(9,6),(6,24),-1.54213 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.130292 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.12947 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.354869 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.0873098 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.3511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.617942 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.951428 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.465443 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.841454 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.926616 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.792611 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.553839 # DEPENDENCYPART_GRANDPAR
(9,7),(7,22),-1.2049 # DEPENDENCYPART_GRANDPAR
(9,7),(7,23),-1.29891 # DEPENDENCYPART_GRANDPAR
(9,7),(7,24),-1.50753 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.356702 # DEPENDENCYPART_GRANDPAR
(9,8),(8,10),-0.573763 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.566398 # DEPENDENCYPART_GRANDPAR
(9,10),(10,11),-0.0349589 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.587684 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.130381 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.517687 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.545498 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),0.450563 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),0.159911 # DEPENDENCYPART_GRANDPAR
(9,10),(10,22),-0.211092 # DEPENDENCYPART_GRANDPAR
(9,10),(10,23),-0.332152 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.76203 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.613618 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,12),0.172241 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.187742 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.430643 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.434699 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.432463 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-0.830778 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-0.793108 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-0.744419 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.869944 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.890574 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.8748 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.762114 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.684685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),-0.150597 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.314622 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.225597 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.427073 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.490858 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),0.127055 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.489656 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-1.09213 # DEPENDENCYPART_GRANDPAR
(9,12),(12,24),-0.781979 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.028251 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-0.767389 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-0.672885 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-0.543795 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-0.636005 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.762032 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.690025 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.857417 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.659913 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.839274 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),-0.197253 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.446881 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.0295147 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.359026 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.255795 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.362263 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),0.135263 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.26224 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.148693 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.921889 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-0.725748 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.493134 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-0.641991 # DEPENDENCYPART_GRANDPAR
(9,14),(14,24),-1.02223 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.516141 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),0.145722 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.36819 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.179032 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-1.09109 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.73451 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-0.492582 # DEPENDENCYPART_GRANDPAR
(9,15),(15,23),-0.643936 # DEPENDENCYPART_GRANDPAR
(9,15),(15,24),-1.16563 # DEPENDENCYPART_GRANDPAR
(9,17),(17,8),-0.761796 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),0.267234 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.192503 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.193243 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.442148 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.148242 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-1.08535 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-0.743387 # DEPENDENCYPART_GRANDPAR
(9,17),(17,22),-0.534248 # DEPENDENCYPART_GRANDPAR
(9,17),(17,23),-0.66725 # DEPENDENCYPART_GRANDPAR
(9,17),(17,24),-0.775273 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.343861 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.0958271 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-1.06592 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.613694 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-0.317108 # DEPENDENCYPART_GRANDPAR
(9,18),(18,23),-0.621392 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-0.833873 # DEPENDENCYPART_GRANDPAR
(9,24),(24,23),-0.950512 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.00509465 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.422936 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.241832 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.236836 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),0.184747 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),-0.0452242 # DEPENDENCYPART_GRANDPAR
(10,2),(2,9),0.670005 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-1.07125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,12),0.504438 # DEPENDENCYPART_GRANDPAR
(10,2),(2,13),-0.776098 # DEPENDENCYPART_GRANDPAR
(10,2),(2,14),-0.258957 # DEPENDENCYPART_GRANDPAR
(10,2),(2,15),-0.794738 # DEPENDENCYPART_GRANDPAR
(10,2),(2,18),-0.795274 # DEPENDENCYPART_GRANDPAR
(10,2),(2,24),-0.988 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.963333 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.450456 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),1.07719 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.100625 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.240982 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.286949 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.216185 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-0.743271 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-1.22105 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-0.969212 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-1.00289 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.794837 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.748008 # DEPENDENCYPART_GRANDPAR
