# _root_ `` Spain is down 10 % and suspended , Sweden 's down 8 % , Norway 11 % .
#goldHeads=3,3,0,3,6,4,4,7,3,11,3,11,14,12,11,11,18,11,3,
#predictedHeads=3,3,0,3,6,4,3,7,11,11,7,11,14,12,14,18,18,14,3,
(7,8),(8,7),-0.69905 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.130767 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.0110405 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.107821 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),0.291874 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),0.331385 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.0682021 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.314086 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),0.289831 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.941268 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.715545 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.568025 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.551855 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.605198 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.616739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.844625 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.227119 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.0934578 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),0.139896 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.385793 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),0.333894 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.078234 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.340638 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.809922 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.554818 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.485146 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.527476 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.594011 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.841846 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.500355 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.966096 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.619994 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.00684577 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.2251 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),0.345748 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.0592379 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),0.601699 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.0574166 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.16978 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),0.323088 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),0.560146 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.971283 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.42976 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),0.337627 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.074019 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.251365 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.00789624 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),0.296073 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-0.947766 # DEPENDENCYPART_GRANDPAR
(7,14),(14,1),-0.808286 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-0.755674 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),-0.944076 # DEPENDENCYPART_GRANDPAR
(7,14),(14,6),-0.744033 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-0.787849 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,8),0.786909 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),0.168789 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.0632339 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),0.470665 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.0875668 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.358414 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.161819 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.330035 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),0.119229 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),0.13722 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.855725 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),0.0281439 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),0.0724068 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),0.292337 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.809926 # DEPENDENCYPART_GRANDPAR
(7,18),(18,1),-0.808286 # DEPENDENCYPART_GRANDPAR
(7,18),(18,4),-0.755674 # DEPENDENCYPART_GRANDPAR
(7,18),(18,5),-0.944076 # DEPENDENCYPART_GRANDPAR
(7,18),(18,6),-0.744033 # DEPENDENCYPART_GRANDPAR
(7,18),(18,8),0.786909 # DEPENDENCYPART_GRANDPAR
(7,18),(18,10),-0.0632339 # DEPENDENCYPART_GRANDPAR
(7,18),(18,12),-0.0875668 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),-0.358414 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),0.411431 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),-0.0301798 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.36628 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),0.143969 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.855725 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.691619 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.654879 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.813944 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.500342 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.560555 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.653261 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.584303 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),-0.353028 # DEPENDENCYPART_GRANDPAR
(8,2),(2,9),-0.587527 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.512861 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.906029 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.66702 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.673235 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.776192 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.616821 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.642762 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-0.888476 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.43717 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-0.418507 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.511528 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-0.359057 # DEPENDENCYPART_GRANDPAR
(8,3),(3,14),-0.477916 # DEPENDENCYPART_GRANDPAR
(8,3),(3,15),-0.546166 # DEPENDENCYPART_GRANDPAR
(8,3),(3,18),-0.554594 # DEPENDENCYPART_GRANDPAR
(8,3),(3,19),-0.891938 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.877408 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.675002 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.652795 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.702539 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.478157 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.448328 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-0.864971 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.437227 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.448726 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.499583 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.405779 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.624553 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-0.58128 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-0.546222 # DEPENDENCYPART_GRANDPAR
(8,4),(4,17),-0.74608 # DEPENDENCYPART_GRANDPAR
(8,4),(4,18),-0.657958 # DEPENDENCYPART_GRANDPAR
(8,4),(4,19),-0.802048 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.813665 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.604468 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.613623 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.631889 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.367112 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.354009 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-0.865401 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.447295 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.451291 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.501535 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.833456 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.663584 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.735966 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.703366 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.596828 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.474047 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.918673 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.592159 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.58322 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.543275 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.473718 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.71583 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.701154 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.952644 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-0.792508 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-0.87346 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.424972 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.551268 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.870379 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.442482 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.328219 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.521089 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.396679 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.596887 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.697643 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-0.673565 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-1.27377 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-1.18422 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-1.11255 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-1.18311 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-1.13849 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.302583 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.24643 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.111476 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.0223076 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.0426575 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.0767458 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.130989 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.258694 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.275045 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-1.13939 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-1.12974 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-1.11276 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-1.08477 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-1.18104 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-1.09542 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-1.04654 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.452121 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.151656 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.0945359 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.0510902 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.121574 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.0579219 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.183413 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.367051 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.270671 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.1346 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.55764 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.270565 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),0.00611332 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.155413 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.369765 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.380705 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.0705646 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.434241 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-1.34202 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-1.18865 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-1.22872 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-1.27844 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-1.20778 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.380135 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),0.0442885 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),-0.0296041 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.272453 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.0117223 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.183983 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.161299 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.360174 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.104926 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.0650433 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.286938 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),0.13743 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.144425 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.153424 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.275045 # DEPENDENCYPART_GRANDPAR
(8,18),(18,1),-1.34202 # DEPENDENCYPART_GRANDPAR
(8,18),(18,4),-1.18865 # DEPENDENCYPART_GRANDPAR
(8,18),(18,5),-1.22872 # DEPENDENCYPART_GRANDPAR
(8,18),(18,6),-1.27844 # DEPENDENCYPART_GRANDPAR
(8,18),(18,8),-0.380135 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,18),(18,10),-0.0296041 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),-0.0117223 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),-0.183983 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),0.105996 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.064707 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.399028 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.22645 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.286938 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.692722 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.410265 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.515068 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.374966 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.230056 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.479391 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.512445 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),-0.438063 # DEPENDENCYPART_GRANDPAR
(10,2),(2,9),-0.380902 # DEPENDENCYPART_GRANDPAR
(10,2),(2,11),-1.10561 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.511871 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.453528 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.232277 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.464571 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.442723 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.54161 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),-0.432404 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),-0.326466 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-1.5494 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,11),-1.01023 # DEPENDENCYPART_GRANDPAR
(10,3),(3,12),-0.981196 # DEPENDENCYPART_GRANDPAR
(10,3),(3,14),-0.872266 # DEPENDENCYPART_GRANDPAR
(10,3),(3,15),-0.804144 # DEPENDENCYPART_GRANDPAR
(10,3),(3,18),-1.06341 # DEPENDENCYPART_GRANDPAR
(10,3),(3,19),-1.4118 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.558878 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.693709 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.309196 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.325683 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.535202 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.431879 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.317352 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.263478 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.69579 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-1.04646 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-1.09221 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-1.11702 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.958432 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-1.13986 # DEPENDENCYPART_GRANDPAR
(10,6),(6,18),-1.30817 # DEPENDENCYPART_GRANDPAR
(10,6),(6,19),-1.39306 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.349225 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.375943 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.51025 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.489288 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.47068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-1.04145 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-1.04257 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-1.01566 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.914744 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-1.2068 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.460709 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.485407 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.418018 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.201825 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.567381 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.467686 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.408977 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.396911 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.58925 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-1.01214 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-1.06755 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.964643 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.8456 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-1.03332 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-1.15579 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-1.35276 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.891199 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-1.1009 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.838475 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.730078 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-1.01328 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.909792 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.853642 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.886419 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.766544 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.26747 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.587895 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.446768 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.412686 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.348346 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.437853 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.664029 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.603831 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.980777 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.585804 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.38824 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.331165 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.449527 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.76411 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.579385 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.873549 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-0.845385 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.927038 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.886638 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-1.17915 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,12),-0.490416 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.857021 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.657188 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-1.04817 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-1.09282 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-0.830355 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-1.06135 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-1.10157 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-1.01836 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.919061 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.910417 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-1.14393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),-0.138112 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.52718 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.361627 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.433376 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.617096 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.585675 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.609381 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.749926 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.404535 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.595228 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.719467 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.620201 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.492741 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.00827931 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.725096 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),0.2002 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.0533245 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.315165 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),-0.0918796 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),-0.201526 # DEPENDENCYPART_GRANDPAR
(11,2),(2,9),0.0164716 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-1.38129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,1),-0.815362 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.301247 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.0843069 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.452002 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.324398 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.45441 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),-0.309685 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),-0.455751 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),-0.210528 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-1.218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,12),0.0139395 # DEPENDENCYPART_GRANDPAR
(11,3),(3,14),-0.192408 # DEPENDENCYPART_GRANDPAR
(11,3),(3,15),-0.552543 # DEPENDENCYPART_GRANDPAR
(11,3),(3,18),-0.315819 # DEPENDENCYPART_GRANDPAR
(11,3),(3,19),-0.937643 # DEPENDENCYPART_GRANDPAR
