# _root_ Under the agreement , Intel will invest $ 3 million to acquire a 4 % stake in Alliant , a maker of minisupercomputers for scientists and engineers .
#goldHeads=6,3,1,6,6,0,6,7,8,8,7,11,16,15,16,12,16,17,18,21,18,21,22,23,24,25,26,6,
#predictedHeads=6,3,1,6,6,0,6,7,8,8,7,11,16,15,16,12,16,17,18,21,18,21,22,23,24,25,26,6,
(7,8),(8,15),-0.0320893 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),0.282767 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.0777321 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.233357 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.166289 # DEPENDENCYPART_GRANDPAR
(7,8),(8,21),0.266784 # DEPENDENCYPART_GRANDPAR
(7,8),(8,22),0.0444717 # DEPENDENCYPART_GRANDPAR
(7,8),(8,24),0.0588033 # DEPENDENCYPART_GRANDPAR
(7,8),(8,26),-0.136386 # DEPENDENCYPART_GRANDPAR
(7,8),(8,28),-0.853112 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.0702685 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.263842 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.386666 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.822856 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.872694 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.209352 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.266529 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),0.608564 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.431925 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.838545 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.897391 # DEPENDENCYPART_GRANDPAR
(7,11),(11,8),0.629774 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.0991747 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),0.542852 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.0911342 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),0.188002 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),0.368476 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.0221169 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-0.411899 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-0.843234 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.911946 # DEPENDENCYPART_GRANDPAR
(7,12),(12,8),0.573343 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.0989984 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.0600583 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.275816 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.273465 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),0.103906 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),0.396732 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.124294 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.198937 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-0.120996 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),0.364845 # DEPENDENCYPART_GRANDPAR
(7,12),(12,22),-0.219379 # DEPENDENCYPART_GRANDPAR
(7,12),(12,24),0.0397551 # DEPENDENCYPART_GRANDPAR
(7,12),(12,26),0.0977585 # DEPENDENCYPART_GRANDPAR
(7,12),(12,28),-0.804553 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),0.191375 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.136706 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.178884 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),0.197828 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.034215 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.196992 # DEPENDENCYPART_GRANDPAR
(7,14),(14,21),0.183444 # DEPENDENCYPART_GRANDPAR
(7,15),(15,8),0.620648 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),-0.0899613 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.391913 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.313954 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),0.385324 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.232727 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.21689 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.0912505 # DEPENDENCYPART_GRANDPAR
(7,15),(15,21),0.318878 # DEPENDENCYPART_GRANDPAR
(7,16),(16,1),-0.374064 # DEPENDENCYPART_GRANDPAR
(7,16),(16,2),-0.913253 # DEPENDENCYPART_GRANDPAR
(7,16),(16,5),-0.977032 # DEPENDENCYPART_GRANDPAR
(7,16),(16,8),0.673134 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),-0.0801825 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),0.123064 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.0103581 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.284242 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),0.0437695 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.070416 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.207544 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.148512 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),0.251975 # DEPENDENCYPART_GRANDPAR
(7,16),(16,22),0.016565 # DEPENDENCYPART_GRANDPAR
(7,16),(16,23),-0.250406 # DEPENDENCYPART_GRANDPAR
(7,16),(16,24),0.00784186 # DEPENDENCYPART_GRANDPAR
(7,16),(16,25),-0.462755 # DEPENDENCYPART_GRANDPAR
(7,16),(16,26),-0.110137 # DEPENDENCYPART_GRANDPAR
(7,16),(16,28),-0.790013 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),0.181015 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.00839762 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.25674 # DEPENDENCYPART_GRANDPAR
(7,17),(17,21),0.462418 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),0.21928 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.141578 # DEPENDENCYPART_GRANDPAR
(7,18),(18,21),0.315185 # DEPENDENCYPART_GRANDPAR
(7,18),(18,22),-0.162621 # DEPENDENCYPART_GRANDPAR
(7,18),(18,23),-0.307357 # DEPENDENCYPART_GRANDPAR
(7,18),(18,24),-0.064101 # DEPENDENCYPART_GRANDPAR
(7,18),(18,25),-0.513478 # DEPENDENCYPART_GRANDPAR
(7,18),(18,26),-0.051803 # DEPENDENCYPART_GRANDPAR
(7,18),(18,28),-0.788938 # DEPENDENCYPART_GRANDPAR
(7,21),(21,13),-0.000795953 # DEPENDENCYPART_GRANDPAR
(7,21),(21,18),-0.285596 # DEPENDENCYPART_GRANDPAR
(7,21),(21,19),-0.196248 # DEPENDENCYPART_GRANDPAR
(7,21),(21,20),-0.27955 # DEPENDENCYPART_GRANDPAR
(7,21),(21,22),-0.0337136 # DEPENDENCYPART_GRANDPAR
(7,21),(21,23),-0.256119 # DEPENDENCYPART_GRANDPAR
(7,21),(21,24),-0.0740883 # DEPENDENCYPART_GRANDPAR
(7,21),(21,25),-0.468468 # DEPENDENCYPART_GRANDPAR
(7,21),(21,26),-0.0830671 # DEPENDENCYPART_GRANDPAR
(7,21),(21,27),-0.303863 # DEPENDENCYPART_GRANDPAR
(7,21),(21,28),-0.796983 # DEPENDENCYPART_GRANDPAR
(7,22),(22,23),-0.296504 # DEPENDENCYPART_GRANDPAR
(7,22),(22,24),-0.232843 # DEPENDENCYPART_GRANDPAR
(7,22),(22,25),-0.510063 # DEPENDENCYPART_GRANDPAR
(7,22),(22,27),-0.346241 # DEPENDENCYPART_GRANDPAR
(7,24),(24,21),0.192048 # DEPENDENCYPART_GRANDPAR
(7,24),(24,22),-0.184247 # DEPENDENCYPART_GRANDPAR
(7,24),(24,23),-0.368844 # DEPENDENCYPART_GRANDPAR
(7,24),(24,25),-0.319445 # DEPENDENCYPART_GRANDPAR
(7,24),(24,26),-0.020279 # DEPENDENCYPART_GRANDPAR
(7,24),(24,27),-0.140727 # DEPENDENCYPART_GRANDPAR
(7,26),(26,27),-0.412558 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.463789 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.311594 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.520091 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.468632 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),-0.229453 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),-0.18191 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-1.00666 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,11),-0.478576 # DEPENDENCYPART_GRANDPAR
(8,1),(1,28),-0.607065 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.533193 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.554169 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.49968 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.425867 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.2463 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.318763 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.01716 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,11),-0.403088 # DEPENDENCYPART_GRANDPAR
(8,3),(3,16),-0.707689 # DEPENDENCYPART_GRANDPAR
(8,3),(3,17),-0.53571 # DEPENDENCYPART_GRANDPAR
(8,3),(3,18),-0.730505 # DEPENDENCYPART_GRANDPAR
(8,3),(3,19),-0.606111 # DEPENDENCYPART_GRANDPAR
(8,3),(3,21),-0.756746 # DEPENDENCYPART_GRANDPAR
(8,3),(3,24),-0.517607 # DEPENDENCYPART_GRANDPAR
(8,3),(3,28),-0.610836 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.54715 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.571986 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.440646 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.552504 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.281346 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-0.988565 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,1),-0.51739 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.630371 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.483595 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.641706 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.596871 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.244198 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.984494 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,10),-0.272896 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.445813 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.502672 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.580676 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.581287 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-0.434827 # DEPENDENCYPART_GRANDPAR
(8,6),(6,24),-0.611188 # DEPENDENCYPART_GRANDPAR
(8,6),(6,26),-0.14781 # DEPENDENCYPART_GRANDPAR
(8,6),(6,28),-0.417414 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.416 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.398012 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.587025 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.576598 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.449769 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.990543 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.256284 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.278409 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.421977 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.485808 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.609999 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.432424 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.603916 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-0.529683 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-0.657435 # DEPENDENCYPART_GRANDPAR
(8,7),(7,19),-0.496183 # DEPENDENCYPART_GRANDPAR
(8,7),(7,21),-0.65281 # DEPENDENCYPART_GRANDPAR
(8,7),(7,22),-0.485871 # DEPENDENCYPART_GRANDPAR
(8,7),(7,24),-0.612901 # DEPENDENCYPART_GRANDPAR
(8,7),(7,26),-0.28321 # DEPENDENCYPART_GRANDPAR
(8,7),(7,28),-0.591245 # DEPENDENCYPART_GRANDPAR
(8,9),(9,10),0.571824 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.138131 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.875459 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-1.01477 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.98769 # DEPENDENCYPART_GRANDPAR
(8,10),(10,9),0.0799364 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.338909 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.477382 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.896567 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-1.01914 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-1.00018 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.528147 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,10),-0.0594717 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.0887239 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.188903 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.110997 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.397009 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.365003 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-0.860999 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-1.00561 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.997708 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.502314 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,10),0.0533412 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.0459545 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),0.156167 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.0866557 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),0.0542787 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.113486 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.130066 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.253324 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.0839229 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-0.166374 # DEPENDENCYPART_GRANDPAR
(8,12),(12,22),-0.22325 # DEPENDENCYPART_GRANDPAR
(8,12),(12,24),-0.166882 # DEPENDENCYPART_GRANDPAR
(8,12),(12,26),-0.0131402 # DEPENDENCYPART_GRANDPAR
(8,12),(12,28),-0.093832 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.14831 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.0367905 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.0688598 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.105919 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),0.450605 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.42173 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.500947 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.44546 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.443895 # DEPENDENCYPART_GRANDPAR
(8,14),(14,21),-0.544487 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.421828 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,10),0.152131 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),0.77467 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.0642614 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.0258514 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.109404 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.240325 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.0121455 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.0952724 # DEPENDENCYPART_GRANDPAR
(8,16),(16,1),-0.847504 # DEPENDENCYPART_GRANDPAR
(8,16),(16,2),-1.14676 # DEPENDENCYPART_GRANDPAR
(8,16),(16,5),-1.0708 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-0.4916 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,10),-0.00776289 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),-0.0166845 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),0.938269 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.210245 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),0.276722 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.107052 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.296166 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.108989 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),-0.2571 # DEPENDENCYPART_GRANDPAR
(8,16),(16,22),0.0316175 # DEPENDENCYPART_GRANDPAR
(8,16),(16,23),-0.572879 # DEPENDENCYPART_GRANDPAR
(8,16),(16,24),-0.295375 # DEPENDENCYPART_GRANDPAR
(8,16),(16,25),-0.732798 # DEPENDENCYPART_GRANDPAR
(8,16),(16,26),-0.0483303 # DEPENDENCYPART_GRANDPAR
(8,16),(16,28),-0.100818 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.0403908 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.234573 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.0967803 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.0192904 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.0756665 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.0399414 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),-0.182546 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),-0.140895 # DEPENDENCYPART_GRANDPAR
(8,18),(18,23),-0.554401 # DEPENDENCYPART_GRANDPAR
(8,18),(18,24),-0.234274 # DEPENDENCYPART_GRANDPAR
(8,18),(18,25),-0.708093 # DEPENDENCYPART_GRANDPAR
(8,18),(18,26),0.00306149 # DEPENDENCYPART_GRANDPAR
(8,18),(18,28),-0.0496207 # DEPENDENCYPART_GRANDPAR
(8,21),(21,13),1.02286 # DEPENDENCYPART_GRANDPAR
(8,21),(21,18),-0.0759952 # DEPENDENCYPART_GRANDPAR
(8,21),(21,19),-0.0279181 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),0.320408 # DEPENDENCYPART_GRANDPAR
(8,21),(21,22),-0.00553249 # DEPENDENCYPART_GRANDPAR
(8,21),(21,23),-0.581491 # DEPENDENCYPART_GRANDPAR
(8,21),(21,24),-0.366206 # DEPENDENCYPART_GRANDPAR
(8,21),(21,25),-0.74141 # DEPENDENCYPART_GRANDPAR
(8,21),(21,26),-0.0269514 # DEPENDENCYPART_GRANDPAR
(8,21),(21,27),-1.09326 # DEPENDENCYPART_GRANDPAR
(8,21),(21,28),-0.110518 # DEPENDENCYPART_GRANDPAR
(8,22),(22,23),-0.258471 # DEPENDENCYPART_GRANDPAR
(8,22),(22,24),-0.294082 # DEPENDENCYPART_GRANDPAR
(8,22),(22,25),-0.41557 # DEPENDENCYPART_GRANDPAR
(8,22),(22,27),-0.772072 # DEPENDENCYPART_GRANDPAR
(8,24),(24,21),-0.105049 # DEPENDENCYPART_GRANDPAR
(8,24),(24,22),-0.0233432 # DEPENDENCYPART_GRANDPAR
(8,24),(24,23),-0.607284 # DEPENDENCYPART_GRANDPAR
(8,24),(24,25),-0.451449 # DEPENDENCYPART_GRANDPAR
(8,24),(24,26),-0.0514038 # DEPENDENCYPART_GRANDPAR
(8,24),(24,27),-0.796037 # DEPENDENCYPART_GRANDPAR
(8,26),(26,27),-0.988641 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.83719 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-1.06004 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.926282 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.29969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.296051 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.324501 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.871352 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-1.07741 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.9518 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.784661 # DEPENDENCYPART_GRANDPAR
(9,11),(11,10),-0.389394 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.356804 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.478747 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.39853 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.560788 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.574403 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.430203 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.398038 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.535498 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.371752 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.143625 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),-0.148889 # DEPENDENCYPART_GRANDPAR
(10,1),(1,8),-0.313485 # DEPENDENCYPART_GRANDPAR
(10,1),(1,11),-0.791886 # DEPENDENCYPART_GRANDPAR
(10,1),(1,28),-1.40767 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.421602 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.436409 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.441827 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.337145 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.291187 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.321938 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.73691 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.743301 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.807725 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.921318 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.872804 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.803254 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.42955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.382786 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.413265 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.407626 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.581254 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.605217 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-0.760246 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-0.896078 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.858622 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.79091 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-1.32136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.311977 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.424776 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.482642 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.4394 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.497612 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.536848 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.44766 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.513025 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.662187 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-0.857843 # DEPENDENCYPART_GRANDPAR
(10,12),(12,24),-0.603938 # DEPENDENCYPART_GRANDPAR
(10,12),(12,26),-0.544005 # DEPENDENCYPART_GRANDPAR
(10,12),(12,28),-0.897977 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),0.0625791 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.180795 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.423254 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.42117 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),0.0340467 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),0.16602 # DEPENDENCYPART_GRANDPAR
(11,1),(1,8),-0.419286 # DEPENDENCYPART_GRANDPAR
(11,1),(1,11),-1.22597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,1),(1,28),-1.80682 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.346732 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),0.080465 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.194827 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.337655 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),0.167705 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.275741 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.305857 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.10881 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.249491 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.272295 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),0.00383651 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.0084703 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.00396285 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.206919 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.20366 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.292683 # DEPENDENCYPART_GRANDPAR
