# _root_ But then it shot upward 7 1\/2 as Goldman , Sachs & Co. stepped in and bought , traders said .
#goldHeads=4,4,4,20,4,7,5,4,14,9,9,11,12,8,14,14,16,20,20,0,20,
#predictedHeads=4,4,4,20,4,7,5,4,8,9,9,11,12,20,14,14,16,20,20,0,20,
(6,11),(11,8),-0.468632 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.307969 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.652717 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.388214 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.401177 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.622014 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.561278 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.513229 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.745033 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.846389 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.481219 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.656907 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.60167 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.623367 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.636846 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.461253 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.424337 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.741877 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.785591 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.441439 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.689899 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.396194 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.353877 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.265139 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.301089 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.348848 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.24494 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.161224 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-0.306256 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.33424 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.323012 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-0.597939 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.658655 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.764469 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.393261 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.392554 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.276473 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.193695 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.356311 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.310631 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.24577 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.195833 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.378594 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.31319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.38742 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.591663 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.634087 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.640021 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.72798 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.721184 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-0.603696 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-0.693192 # DEPENDENCYPART_GRANDPAR
(7,4),(4,17),-0.856182 # DEPENDENCYPART_GRANDPAR
(7,4),(4,18),-0.998963 # DEPENDENCYPART_GRANDPAR
(7,4),(4,19),-0.497303 # DEPENDENCYPART_GRANDPAR
(7,4),(4,21),-0.865768 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.282447 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.264579 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.322386 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.276698 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.285168 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.33487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.322977 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.597905 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.658655 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.645928 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.76435 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.717983 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.665202 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.74138 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.159419 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.235734 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.22807 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.173191 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.119273 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.32289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.351169 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.594587 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.662703 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.642611 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.757273 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.854413 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.709054 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.851992 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.969061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.074555 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.135049 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.132919 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.359914 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.203864 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.296065 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.352865 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),-0.290976 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.677865 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.830787 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.932921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.119602 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.0287332 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.122751 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.1114 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.12478 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.307628 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.213676 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.152161 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.448862 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.393609 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.019477 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),-0.358843 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.830787 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.932294 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.117096 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.0535738 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.215659 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.189704 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.130394 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.306297 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.215053 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.189858 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.447532 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.467682 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.0246605 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.357513 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.225892 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.365951 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.331928 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.125773 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.11171 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.455174 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.417635 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),0.00437478 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),-0.401304 # DEPENDENCYPART_GRANDPAR
(7,14),(14,1),-0.753544 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),-0.748981 # DEPENDENCYPART_GRANDPAR
(7,14),(14,3),-0.800667 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-0.730636 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),-0.637909 # DEPENDENCYPART_GRANDPAR
(7,14),(14,6),-0.814172 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-0.881826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,8),0.173122 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),-0.0704611 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.378008 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.114975 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.337745 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.40341 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.153643 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.217056 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.519677 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.591316 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),0.0129267 # DEPENDENCYPART_GRANDPAR
(7,14),(14,20),-0.49936 # DEPENDENCYPART_GRANDPAR
(7,14),(14,21),-0.677456 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.0913168 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.456925 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.417997 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.260565 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.218155 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.294774 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.29279 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.31659 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.337162 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.270594 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.47643 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.11574 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.666944 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.541079 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-1.24482 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-0.847858 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-1.10718 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-1.42278 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.139467 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.141895 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.153277 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.156869 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.119751 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.112553 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.37695 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),0.0127828 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.549701 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.412556 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-1.11657 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.181428 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.178576 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.175925 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.180643 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.156433 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.263563 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.37696 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),0.0127767 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.549706 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.412562 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-1.11657 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.731804 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-1.33817 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.719265 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.89689 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.869379 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.814141 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.174184 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.408089 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.30825 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.527936 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.153893 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.188687 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.497784 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.403487 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.614278 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.855835 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.731539 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.89689 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.869379 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.827055 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.833243 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.101159 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.40293 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.579019 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.180151 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.219062 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.558301 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.429745 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.758384 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.894464 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.757797 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.0471861 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-1.183 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.525204 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.306484 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.735089 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.753763 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.932539 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-1.17043 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-1.11674 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-0.524014 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-0.741106 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-0.8669 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-0.694312 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.706283 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-0.90786 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.880364 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.8308 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),0.754113 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),-0.067415 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.323595 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.571548 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-1.04489 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.132619 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.525912 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.416362 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.769299 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.626763 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.806776 # DEPENDENCYPART_GRANDPAR
(8,14),(14,21),-1.45794 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.755091 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.816416 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-1.03545 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-1.2672 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-1.19937 # DEPENDENCYPART_GRANDPAR
(8,17),(17,1),-0.524038 # DEPENDENCYPART_GRANDPAR
(8,17),(17,2),-0.74111 # DEPENDENCYPART_GRANDPAR
(8,17),(17,4),-0.694315 # DEPENDENCYPART_GRANDPAR
(8,17),(17,5),-0.706286 # DEPENDENCYPART_GRANDPAR
(8,17),(17,7),-0.880368 # DEPENDENCYPART_GRANDPAR
(8,17),(17,8),-0.861492 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,17),(17,9),0.713988 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),0.28347 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.481995 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.79369 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.732422 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.56624 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.796311 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-1.46152 # DEPENDENCYPART_GRANDPAR
(8,20),(20,1),-0.530923 # DEPENDENCYPART_GRANDPAR
(8,20),(20,2),-0.748057 # DEPENDENCYPART_GRANDPAR
(8,20),(20,3),-0.872873 # DEPENDENCYPART_GRANDPAR
(8,20),(20,4),-0.70688 # DEPENDENCYPART_GRANDPAR
(8,20),(20,5),-0.713234 # DEPENDENCYPART_GRANDPAR
(8,20),(20,6),-0.913808 # DEPENDENCYPART_GRANDPAR
(8,20),(20,7),-0.886313 # DEPENDENCYPART_GRANDPAR
(8,20),(20,8),-0.881855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,20),(20,9),0.779968 # DEPENDENCYPART_GRANDPAR
(8,20),(20,10),-0.0754073 # DEPENDENCYPART_GRANDPAR
(8,20),(20,11),0.349489 # DEPENDENCYPART_GRANDPAR
(8,20),(20,12),-0.587066 # DEPENDENCYPART_GRANDPAR
(8,20),(20,13),-1.05213 # DEPENDENCYPART_GRANDPAR
(8,20),(20,14),-0.164652 # DEPENDENCYPART_GRANDPAR
(8,20),(20,15),-0.459357 # DEPENDENCYPART_GRANDPAR
(8,20),(20,16),-0.765485 # DEPENDENCYPART_GRANDPAR
(8,20),(20,17),-0.358641 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),-0.863869 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),-0.680824 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),-1.33264 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.732749 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.709415 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.765563 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.671114 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.631169 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.620886 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.66808 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.40207 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.740509 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),-0.471004 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.0962644 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.805853 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-0.650742 # DEPENDENCYPART_GRANDPAR
(9,5),(5,16),-0.583346 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.977816 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.946026 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.940848 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.843289 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.89908 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.831043 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.847418 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.4009 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.746665 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.469831 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.0924769 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.990403 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.953801 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.940986 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.844084 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.906856 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.929071 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.852069 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.4009 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.746666 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.469834 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.0924769 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.813796 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-1.3503 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.883894 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.656991 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.780997 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.786647 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.42595 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.753688 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.494886 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.116613 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.867931 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.618199 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.947804 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),-1.35661 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-1.34891 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-1.35055 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-1.33294 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.701534 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.330638 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.526008 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.172152 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.45779 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.288396 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),0.0235965 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.531768 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.813144 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.297508 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.924212 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.162706 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.0918575 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.490927 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.169946 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),0.346963 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.545437 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.510899 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.0880791 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.98569 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.505034 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-1.17595 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-1.12958 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-1.18576 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-1.09964 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-1.07835 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-1.25953 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-1.26119 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-1.2715 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.959412 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),-0.389169 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.0300987 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.309997 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.542392 # DEPENDENCYPART_GRANDPAR
