# _root_ The new offer , which seeks 50.3 % of the cellular and broadcasting concern , is for $ 125 a share for 22 million LIN shares .
#goldHeads=3,3,16,3,6,3,8,6,8,14,14,11,12,9,3,0,16,17,18,21,18,18,24,26,26,22,16,
#predictedHeads=3,3,16,3,6,3,8,6,8,14,14,11,14,9,3,0,16,17,18,21,18,18,24,26,26,22,16,
(6,26),(26,25),0.000875566 # DEPENDENCYPART_GRANDPAR
(6,26),(26,27),-0.80355 # DEPENDENCYPART_GRANDPAR
(6,27),(27,26),-0.130462 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.500245 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.642468 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.647818 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.198409 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.287818 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.72728 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.676826 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-1.01858 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-1.10787 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-1.16539 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-1.09105 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-1.13137 # DEPENDENCYPART_GRANDPAR
(7,3),(3,14),-0.948459 # DEPENDENCYPART_GRANDPAR
(7,3),(3,15),-1.06697 # DEPENDENCYPART_GRANDPAR
(7,3),(3,16),-1.16486 # DEPENDENCYPART_GRANDPAR
(7,3),(3,17),-0.853196 # DEPENDENCYPART_GRANDPAR
(7,3),(3,21),-1.33052 # DEPENDENCYPART_GRANDPAR
(7,3),(3,22),-1.00936 # DEPENDENCYPART_GRANDPAR
(7,3),(3,27),-1.46346 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.618366 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.63198 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.362078 # DEPENDENCYPART_GRANDPAR
(7,5),(5,8),-0.570456 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.485058 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.631663 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.16387 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.70303 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.514299 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-1.0837 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.921497 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-1.11039 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.945966 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.985052 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.802527 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.933539 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-1.16341 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-1.00425 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-1.0711 # DEPENDENCYPART_GRANDPAR
(7,6),(6,22),-1.1604 # DEPENDENCYPART_GRANDPAR
(7,6),(6,26),-1.54752 # DEPENDENCYPART_GRANDPAR
(7,6),(6,27),-1.46473 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-1.19179 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-1.13193 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-1.16483 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-1.22118 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.544214 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.833342 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.2992 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.543002 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.515617 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.709234 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.571063 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.53806 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.366123 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.482865 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.808427 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.550543 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.628977 # DEPENDENCYPART_GRANDPAR
(7,8),(8,21),-0.727493 # DEPENDENCYPART_GRANDPAR
(7,8),(8,22),-0.706702 # DEPENDENCYPART_GRANDPAR
(7,8),(8,26),-1.03118 # DEPENDENCYPART_GRANDPAR
(7,8),(8,27),-0.980272 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.435373 # DEPENDENCYPART_GRANDPAR
(7,9),(9,8),-0.0670266 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.442174 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.55554 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.603822 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.487466 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.248942 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.491872 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.859655 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.549304 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.536581 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.485855 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.302225 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.427404 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.726348 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.50197 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.255227 # DEPENDENCYPART_GRANDPAR
(7,12),(12,22),-0.658129 # DEPENDENCYPART_GRANDPAR
(7,16),(16,3),-0.960952 # DEPENDENCYPART_GRANDPAR
(7,16),(16,4),-1.08515 # DEPENDENCYPART_GRANDPAR
(7,16),(16,5),-0.504457 # DEPENDENCYPART_GRANDPAR
(7,16),(16,6),-0.822511 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-1.30242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,8),-0.106707 # DEPENDENCYPART_GRANDPAR
(7,16),(16,9),-0.576984 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),-0.545138 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),-0.653767 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.632009 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.537896 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.357993 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.705781 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.470778 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.577605 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.304104 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),-0.672069 # DEPENDENCYPART_GRANDPAR
(7,16),(16,22),-0.626938 # DEPENDENCYPART_GRANDPAR
(7,16),(16,23),-0.4588 # DEPENDENCYPART_GRANDPAR
(7,16),(16,24),-0.612457 # DEPENDENCYPART_GRANDPAR
(7,16),(16,26),-0.992878 # DEPENDENCYPART_GRANDPAR
(7,16),(16,27),-1.04054 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.629189 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),-0.325083 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.741611 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.62207 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.26702 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.50429 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,1),-0.777734 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.552204 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.647258 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),0.0224907 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.233221 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),0.129959 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.64075 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.945227 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-1.15233 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.674199 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-0.710483 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),-1.39548 # DEPENDENCYPART_GRANDPAR
(8,3),(3,14),-1.09428 # DEPENDENCYPART_GRANDPAR
(8,3),(3,15),-1.05993 # DEPENDENCYPART_GRANDPAR
(8,3),(3,16),-1.09257 # DEPENDENCYPART_GRANDPAR
(8,3),(3,17),-1.20086 # DEPENDENCYPART_GRANDPAR
(8,3),(3,21),-1.49233 # DEPENDENCYPART_GRANDPAR
(8,3),(3,22),-1.22016 # DEPENDENCYPART_GRANDPAR
(8,3),(3,27),-1.74597 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.689657 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.622501 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.409214 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.43855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,3),-0.61242 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.637519 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.21964 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.0729178 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.40778 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.916039 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.905337 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.556711 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.487518 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-1.18022 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.879408 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.869131 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-1.0254 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-1.25832 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-0.693574 # DEPENDENCYPART_GRANDPAR
(8,6),(6,22),-1.27762 # DEPENDENCYPART_GRANDPAR
(8,6),(6,26),-0.783048 # DEPENDENCYPART_GRANDPAR
(8,6),(6,27),-1.68551 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.755903 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.640743 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.193613 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.466842 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.45633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.812541 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.546057 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.882698 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-1.01162 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.329989 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.09777 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.0457941 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.318994 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.0658534 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.197847 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),0.251754 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.107457 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.279008 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),0.229454 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.142659 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.0650321 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-1.28695 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.494354 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.553669 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.709901 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.0257129 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.232089 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.0315063 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.648907 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.315454 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.25843 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.498551 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.30788 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.198807 # DEPENDENCYPART_GRANDPAR
(8,11),(11,23),-0.94312 # DEPENDENCYPART_GRANDPAR
(8,11),(11,24),-0.857264 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.628063 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.374578 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.0234748 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.238372 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.770283 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.63171 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.208658 # DEPENDENCYPART_GRANDPAR
(8,12),(12,22),-0.651008 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.269439 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.00356972 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.281346 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.34229 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.131579 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.466613 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-1.19313 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-1.40626 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-1.37069 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.534483 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.619263 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.74274 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),0.0109684 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),-0.207671 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.0117235 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),0.234573 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.623463 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.118162 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.437075 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.279387 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.186844 # DEPENDENCYPART_GRANDPAR
(8,14),(14,21),-0.727423 # DEPENDENCYPART_GRANDPAR
(8,14),(14,22),-0.298684 # DEPENDENCYPART_GRANDPAR
(8,16),(16,3),-1.14773 # DEPENDENCYPART_GRANDPAR
(8,16),(16,4),-1.18512 # DEPENDENCYPART_GRANDPAR
(8,16),(16,5),-0.442448 # DEPENDENCYPART_GRANDPAR
(8,16),(16,6),-0.927301 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),-0.535084 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-0.953018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,9),-0.190589 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),-0.543018 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),-0.0880856 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),-0.0240002 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.705237 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.4158 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.337511 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.445899 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.187818 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.344257 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),-0.774287 # DEPENDENCYPART_GRANDPAR
(8,16),(16,22),-0.465196 # DEPENDENCYPART_GRANDPAR
(8,16),(16,23),-0.910098 # DEPENDENCYPART_GRANDPAR
(8,16),(16,24),-0.798 # DEPENDENCYPART_GRANDPAR
(8,16),(16,26),-0.11002 # DEPENDENCYPART_GRANDPAR
(8,16),(16,27),-1.29854 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.127022 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.194401 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.616356 # DEPENDENCYPART_GRANDPAR
(8,17),(17,22),-0.465441 # DEPENDENCYPART_GRANDPAR
(8,17),(17,23),-0.752929 # DEPENDENCYPART_GRANDPAR
(8,17),(17,24),-0.668636 # DEPENDENCYPART_GRANDPAR
(8,17),(17,26),0.162803 # DEPENDENCYPART_GRANDPAR
(8,18),(18,3),-1.25291 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.344579 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.640952 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.340781 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.304659 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),-0.818146 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),-0.541347 # DEPENDENCYPART_GRANDPAR
(8,18),(18,23),-0.933949 # DEPENDENCYPART_GRANDPAR
(8,18),(18,24),-0.773082 # DEPENDENCYPART_GRANDPAR
(8,18),(18,26),-0.175244 # DEPENDENCYPART_GRANDPAR
(8,18),(18,27),-1.30036 # DEPENDENCYPART_GRANDPAR
(8,21),(21,11),0.032485 # DEPENDENCYPART_GRANDPAR
(8,21),(21,18),-0.187019 # DEPENDENCYPART_GRANDPAR
(8,21),(21,19),-0.317751 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),0.41255 # DEPENDENCYPART_GRANDPAR
(8,21),(21,22),-0.386456 # DEPENDENCYPART_GRANDPAR
(8,21),(21,23),-1.22775 # DEPENDENCYPART_GRANDPAR
(8,21),(21,24),-1.21001 # DEPENDENCYPART_GRANDPAR
(8,21),(21,26),-0.101165 # DEPENDENCYPART_GRANDPAR
(8,22),(22,21),-0.855803 # DEPENDENCYPART_GRANDPAR
(8,22),(22,23),-0.752929 # DEPENDENCYPART_GRANDPAR
(8,22),(22,24),-0.668636 # DEPENDENCYPART_GRANDPAR
(8,22),(22,25),-0.685334 # DEPENDENCYPART_GRANDPAR
(8,22),(22,26),0.162803 # DEPENDENCYPART_GRANDPAR
(8,26),(26,10),-0.362774 # DEPENDENCYPART_GRANDPAR
(8,26),(26,11),0.0374307 # DEPENDENCYPART_GRANDPAR
(8,26),(26,18),-0.0747679 # DEPENDENCYPART_GRANDPAR
(8,26),(26,20),-0.17152 # DEPENDENCYPART_GRANDPAR
(8,26),(26,21),-0.695201 # DEPENDENCYPART_GRANDPAR
(8,26),(26,23),-0.790047 # DEPENDENCYPART_GRANDPAR
(8,26),(26,24),-0.604488 # DEPENDENCYPART_GRANDPAR
(8,26),(26,25),-0.831733 # DEPENDENCYPART_GRANDPAR
(8,26),(26,27),-1.34201 # DEPENDENCYPART_GRANDPAR
(8,27),(27,26),-0.37729 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.574509 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.900716 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.186133 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.11893 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.8519 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.336995 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.283845 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.901349 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),0.158329 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.291637 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.122168 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.71159 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.128762 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.344076 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.677637 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-1.53235 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.753777 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.771988 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.748089 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.822222 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-1.39488 # DEPENDENCYPART_GRANDPAR
(9,8),(8,21),-1.51596 # DEPENDENCYPART_GRANDPAR
(9,8),(8,22),-0.96388 # DEPENDENCYPART_GRANDPAR
(9,8),(8,26),-1.219 # DEPENDENCYPART_GRANDPAR
(9,8),(8,27),-1.99143 # DEPENDENCYPART_GRANDPAR
(9,10),(10,11),0.320935 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.00631315 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-1.21072 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.413541 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.894286 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.794147 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.9729 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.969499 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.362092 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.480725 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.285969 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),0.0768362 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.117847 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.210121 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.575691 # DEPENDENCYPART_GRANDPAR
(9,11),(11,23),-1.02746 # DEPENDENCYPART_GRANDPAR
(9,11),(11,24),-1.13208 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),0.381632 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.884607 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.117846 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.242508 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.405182 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.0229909 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.866552 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),-0.164649 # DEPENDENCYPART_GRANDPAR
(9,13),(13,10),0.932036 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.69009 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.208801 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.219723 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),0.0144403 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.13237 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-1.06519 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-1.36339 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-1.52347 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.484882 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.984742 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.966795 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.940304 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),1.07187 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.782448 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.200052 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.354286 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.0531513 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.117251 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.227975 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.552732 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-0.411764 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.369633 # DEPENDENCYPART_GRANDPAR
(9,16),(16,3),-1.10128 # DEPENDENCYPART_GRANDPAR
(9,16),(16,4),-1.35353 # DEPENDENCYPART_GRANDPAR
(9,16),(16,5),-0.389392 # DEPENDENCYPART_GRANDPAR
(9,16),(16,6),-0.760753 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-0.899813 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-0.689543 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-1.46762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),0.168466 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),0.0573441 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),-0.319641 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.909004 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.112648 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.338355 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.463591 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.841024 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.612536 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-0.470212 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),-0.605248 # DEPENDENCYPART_GRANDPAR
(9,16),(16,23),-1.08702 # DEPENDENCYPART_GRANDPAR
(9,16),(16,24),-1.18777 # DEPENDENCYPART_GRANDPAR
(9,16),(16,26),-0.495119 # DEPENDENCYPART_GRANDPAR
(9,16),(16,27),-1.71442 # DEPENDENCYPART_GRANDPAR
(9,18),(18,3),-1.12215 # DEPENDENCYPART_GRANDPAR
