# _root_ Purchase of the 76-story structure is subject to execution of a definitive agreement , approval by the boards of Seafirst and its parent company BankAmerica Corp. , and approval by regulators .
#goldHeads=6,1,5,5,2,0,6,7,8,9,13,13,10,9,9,15,18,16,18,19,20,25,25,25,21,25,15,15,28,29,30,6,
#predictedHeads=6,1,5,5,2,0,6,7,8,9,13,13,10,9,9,15,18,16,18,19,20,25,25,25,21,25,25,25,28,29,30,6,
(18,22),(18,28),-0.068475 # DEPENDENCYPART_SIBL
(18,22),(18,29),0.0199243 # DEPENDENCYPART_SIBL
(18,22),(18,30),-0.0609122 # DEPENDENCYPART_SIBL
(18,22),(18,32),-0.0869962 # DEPENDENCYPART_SIBL
(18,23),(18,24),-0.149104 # DEPENDENCYPART_SIBL
(18,23),(18,25),-0.0685229 # DEPENDENCYPART_SIBL
(18,23),(18,26),-0.0599718 # DEPENDENCYPART_SIBL
(18,23),(18,27),-0.00582393 # DEPENDENCYPART_SIBL
(18,23),(18,28),-0.0388487 # DEPENDENCYPART_SIBL
(18,23),(18,29),-0.109794 # DEPENDENCYPART_SIBL
(18,23),(18,30),0.0301324 # DEPENDENCYPART_SIBL
(18,23),(18,32),0.0513607 # DEPENDENCYPART_SIBL
(18,24),(18,25),-0.079885 # DEPENDENCYPART_SIBL
(18,24),(18,26),-0.0717926 # DEPENDENCYPART_SIBL
(18,24),(18,27),-0.0528029 # DEPENDENCYPART_SIBL
(18,24),(18,28),-0.0232588 # DEPENDENCYPART_SIBL
(18,24),(18,29),-0.0922608 # DEPENDENCYPART_SIBL
(18,24),(18,30),0.0174199 # DEPENDENCYPART_SIBL
(18,24),(18,32),0.0207569 # DEPENDENCYPART_SIBL
(18,25),(18,26),-0.115613 # DEPENDENCYPART_SIBL
(18,25),(18,27),0.0126358 # DEPENDENCYPART_SIBL
(18,25),(18,28),-0.0178496 # DEPENDENCYPART_SIBL
(18,25),(18,29),-0.0444228 # DEPENDENCYPART_SIBL
(18,25),(18,30),0.022447 # DEPENDENCYPART_SIBL
(18,25),(18,32),0.0434682 # DEPENDENCYPART_SIBL
(18,26),(18,27),-0.0170135 # DEPENDENCYPART_SIBL
(18,26),(18,28),0.0378749 # DEPENDENCYPART_SIBL
(18,26),(18,29),-0.0325934 # DEPENDENCYPART_SIBL
(18,26),(18,30),-0.0141304 # DEPENDENCYPART_SIBL
(18,26),(18,32),0.0888439 # DEPENDENCYPART_SIBL
(18,27),(18,28),0.457552 # DEPENDENCYPART_SIBL
(18,27),(18,29),0.548387 # DEPENDENCYPART_SIBL
(18,27),(18,30),0.126224 # DEPENDENCYPART_SIBL
(18,27),(18,32),0.00694072 # DEPENDENCYPART_SIBL
(18,28),(18,29),0.00273878 # DEPENDENCYPART_SIBL
(18,28),(18,30),0.00423196 # DEPENDENCYPART_SIBL
(18,28),(18,32),-0.0405529 # DEPENDENCYPART_SIBL
(18,29),(18,30),-0.00760994 # DEPENDENCYPART_SIBL
(18,29),(18,32),0.0774571 # DEPENDENCYPART_SIBL
(18,30),(18,32),0.116212 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0735522 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.0137168 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.122794 # DEPENDENCYPART_SIBL
(19,18),(19,24),-0.131703 # DEPENDENCYPART_SIBL
(19,18),(19,25),-0.0735522 # DEPENDENCYPART_SIBL
(19,18),(19,26),-0.0830103 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.104869 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.95576 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.957739 # DEPENDENCYPART_SIBL
(19,20),(19,25),-0.840803 # DEPENDENCYPART_SIBL
(19,20),(19,26),-0.889271 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.198851 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.177705 # DEPENDENCYPART_SIBL
(19,21),(19,25),-0.0401695 # DEPENDENCYPART_SIBL
(19,21),(19,26),-0.0510251 # DEPENDENCYPART_SIBL
(19,23),(19,24),-1.1794 # DEPENDENCYPART_SIBL
(19,23),(19,25),-0.741035 # DEPENDENCYPART_SIBL
(19,23),(19,26),-0.750816 # DEPENDENCYPART_SIBL
(19,24),(19,25),-0.801896 # DEPENDENCYPART_SIBL
(19,24),(19,26),-0.812136 # DEPENDENCYPART_SIBL
(19,25),(19,26),-0.889271 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.131589 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.0021987 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.0115399 # DEPENDENCYPART_SIBL
(20,17),(20,22),0.00275751 # DEPENDENCYPART_SIBL
(20,17),(20,23),0.0511255 # DEPENDENCYPART_SIBL
(20,17),(20,24),-0.0365842 # DEPENDENCYPART_SIBL
(20,17),(20,25),-0.0178032 # DEPENDENCYPART_SIBL
(20,17),(20,26),0.198775 # DEPENDENCYPART_SIBL
(20,17),(20,27),0.0338447 # DEPENDENCYPART_SIBL
(20,17),(20,29),-0.0104242 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.110736 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.324041 # DEPENDENCYPART_SIBL
(20,18),(20,22),0.00368399 # DEPENDENCYPART_SIBL
(20,18),(20,23),0.0496228 # DEPENDENCYPART_SIBL
(20,18),(20,24),0.00241205 # DEPENDENCYPART_SIBL
(20,18),(20,25),0.0176996 # DEPENDENCYPART_SIBL
(20,18),(20,26),0.143497 # DEPENDENCYPART_SIBL
(20,18),(20,27),-0.0186145 # DEPENDENCYPART_SIBL
(20,18),(20,29),-0.00517332 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0632212 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.0375867 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.00129677 # DEPENDENCYPART_SIBL
(20,19),(20,24),-0.0572236 # DEPENDENCYPART_SIBL
(20,19),(20,25),-0.0733043 # DEPENDENCYPART_SIBL
(20,19),(20,26),0.036281 # DEPENDENCYPART_SIBL
(20,19),(20,27),-0.0682399 # DEPENDENCYPART_SIBL
(20,19),(20,29),-0.0529004 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.0866239 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.0431197 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.00571665 # DEPENDENCYPART_SIBL
(20,21),(20,25),-0.00559051 # DEPENDENCYPART_SIBL
(20,21),(20,26),-0.123315 # DEPENDENCYPART_SIBL
(20,21),(20,27),-0.0683324 # DEPENDENCYPART_SIBL
(20,21),(20,29),-0.0764838 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.0013693 # DEPENDENCYPART_SIBL
(20,22),(20,24),0.00836849 # DEPENDENCYPART_SIBL
(20,22),(20,25),0.0409816 # DEPENDENCYPART_SIBL
(20,22),(20,26),-0.0670249 # DEPENDENCYPART_SIBL
(20,22),(20,27),-0.00394481 # DEPENDENCYPART_SIBL
(20,22),(20,29),-0.0335396 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.271712 # DEPENDENCYPART_SIBL
(20,23),(20,25),0.00948727 # DEPENDENCYPART_SIBL
(20,23),(20,26),-0.10839 # DEPENDENCYPART_SIBL
(20,23),(20,27),0.300674 # DEPENDENCYPART_SIBL
(20,23),(20,29),-0.267183 # DEPENDENCYPART_SIBL
(20,24),(20,25),-0.0174116 # DEPENDENCYPART_SIBL
(20,24),(20,26),-0.136205 # DEPENDENCYPART_SIBL
(20,24),(20,27),0.218241 # DEPENDENCYPART_SIBL
(20,24),(20,29),-0.262639 # DEPENDENCYPART_SIBL
(20,25),(20,26),-0.231147 # DEPENDENCYPART_SIBL
(20,25),(20,27),0.0061253 # DEPENDENCYPART_SIBL
(20,25),(20,29),-0.0674707 # DEPENDENCYPART_SIBL
(20,26),(20,27),0.105268 # DEPENDENCYPART_SIBL
(20,26),(20,29),0.0279256 # DEPENDENCYPART_SIBL
(20,27),(20,29),0.627058 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0381694 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.0505374 # DEPENDENCYPART_SIBL
(21,20),(21,24),0.0123733 # DEPENDENCYPART_SIBL
(21,20),(21,25),0.0870911 # DEPENDENCYPART_SIBL
(21,20),(21,26),0.153551 # DEPENDENCYPART_SIBL
(21,20),(21,27),-0.0366862 # DEPENDENCYPART_SIBL
(21,20),(21,28),-0.000464303 # DEPENDENCYPART_SIBL
(21,20),(21,29),0.00434392 # DEPENDENCYPART_SIBL
(21,20),(21,31),0.0696585 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.234008 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.214546 # DEPENDENCYPART_SIBL
(21,22),(21,25),-0.170415 # DEPENDENCYPART_SIBL
(21,22),(21,26),-0.17563 # DEPENDENCYPART_SIBL
(21,22),(21,27),-0.169156 # DEPENDENCYPART_SIBL
(21,22),(21,28),-0.115275 # DEPENDENCYPART_SIBL
(21,22),(21,29),-0.232584 # DEPENDENCYPART_SIBL
(21,22),(21,31),-0.245083 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.580886 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.415798 # DEPENDENCYPART_SIBL
(21,23),(21,26),-0.426127 # DEPENDENCYPART_SIBL
(21,23),(21,27),-0.26467 # DEPENDENCYPART_SIBL
(21,23),(21,28),-0.344148 # DEPENDENCYPART_SIBL
(21,23),(21,29),-0.568297 # DEPENDENCYPART_SIBL
(21,23),(21,31),-0.592519 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.406582 # DEPENDENCYPART_SIBL
(21,24),(21,26),-0.41737 # DEPENDENCYPART_SIBL
(21,24),(21,27),-0.291506 # DEPENDENCYPART_SIBL
(21,24),(21,28),-0.307027 # DEPENDENCYPART_SIBL
(21,24),(21,29),-0.530602 # DEPENDENCYPART_SIBL
(21,24),(21,31),-0.566406 # DEPENDENCYPART_SIBL
(21,25),(21,26),-0.57333 # DEPENDENCYPART_SIBL
(21,25),(21,27),-0.280635 # DEPENDENCYPART_SIBL
(21,25),(21,28),-0.335995 # DEPENDENCYPART_SIBL
(21,25),(21,29),-0.456233 # DEPENDENCYPART_SIBL
(21,25),(21,31),-0.522094 # DEPENDENCYPART_SIBL
(21,26),(21,27),-0.310336 # DEPENDENCYPART_SIBL
(21,26),(21,28),-0.282273 # DEPENDENCYPART_SIBL
(21,26),(21,29),-0.445408 # DEPENDENCYPART_SIBL
(21,26),(21,31),-0.519029 # DEPENDENCYPART_SIBL
(21,27),(21,28),0.647258 # DEPENDENCYPART_SIBL
(21,27),(21,29),0.152791 # DEPENDENCYPART_SIBL
(21,27),(21,31),0.0811567 # DEPENDENCYPART_SIBL
(21,28),(21,29),-0.158376 # DEPENDENCYPART_SIBL
(21,28),(21,31),-0.14053 # DEPENDENCYPART_SIBL
(21,29),(21,31),-0.5956 # DEPENDENCYPART_SIBL
(23,20),(23,22),-0.321715 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.0498306 # DEPENDENCYPART_SIBL
(23,20),(23,25),0.0278066 # DEPENDENCYPART_SIBL
(23,20),(23,26),0.0301309 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.0347259 # DEPENDENCYPART_SIBL
(23,22),(23,25),0.255297 # DEPENDENCYPART_SIBL
(23,22),(23,26),0.138153 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.0557419 # DEPENDENCYPART_SIBL
(23,24),(23,26),-0.0924447 # DEPENDENCYPART_SIBL
(23,25),(23,26),-0.177765 # DEPENDENCYPART_SIBL
(24,17),(24,19),-0.0957151 # DEPENDENCYPART_SIBL
(24,17),(24,20),0.177776 # DEPENDENCYPART_SIBL
(24,17),(24,22),-0.478481 # DEPENDENCYPART_SIBL
(24,17),(24,23),0.188886 # DEPENDENCYPART_SIBL
(24,17),(24,25),-0.0716141 # DEPENDENCYPART_SIBL
(24,17),(24,26),-0.0994962 # DEPENDENCYPART_SIBL
(24,17),(24,27),0.0152066 # DEPENDENCYPART_SIBL
(24,17),(24,28),-0.168847 # DEPENDENCYPART_SIBL
(24,17),(24,29),-0.148956 # DEPENDENCYPART_SIBL
(24,17),(24,30),-0.379462 # DEPENDENCYPART_SIBL
(24,17),(24,31),-0.118875 # DEPENDENCYPART_SIBL
(24,19),(24,20),-0.178216 # DEPENDENCYPART_SIBL
(24,19),(24,22),-0.28909 # DEPENDENCYPART_SIBL
(24,19),(24,23),-0.23022 # DEPENDENCYPART_SIBL
(24,19),(24,25),-0.0853263 # DEPENDENCYPART_SIBL
(24,19),(24,26),-0.153784 # DEPENDENCYPART_SIBL
(24,19),(24,27),-0.0597627 # DEPENDENCYPART_SIBL
(24,19),(24,28),-0.0755632 # DEPENDENCYPART_SIBL
(24,19),(24,29),-0.121498 # DEPENDENCYPART_SIBL
(24,19),(24,30),-0.201524 # DEPENDENCYPART_SIBL
(24,19),(24,31),-0.0371743 # DEPENDENCYPART_SIBL
(24,20),(24,22),-0.352246 # DEPENDENCYPART_SIBL
(24,20),(24,23),0.0927843 # DEPENDENCYPART_SIBL
(24,20),(24,25),-0.0135687 # DEPENDENCYPART_SIBL
(24,20),(24,26),-0.00696172 # DEPENDENCYPART_SIBL
(24,20),(24,27),-0.0149478 # DEPENDENCYPART_SIBL
(24,20),(24,28),-0.0600533 # DEPENDENCYPART_SIBL
(24,20),(24,29),-0.0831384 # DEPENDENCYPART_SIBL
(24,20),(24,30),-0.309961 # DEPENDENCYPART_SIBL
(24,20),(24,31),-0.049814 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.211065 # DEPENDENCYPART_SIBL
(24,22),(24,25),0.238121 # DEPENDENCYPART_SIBL
(24,22),(24,26),0.118202 # DEPENDENCYPART_SIBL
(24,22),(24,27),0.23617 # DEPENDENCYPART_SIBL
(24,22),(24,28),0.0360632 # DEPENDENCYPART_SIBL
(24,22),(24,29),-0.0436375 # DEPENDENCYPART_SIBL
(24,22),(24,30),-0.346025 # DEPENDENCYPART_SIBL
(24,22),(24,31),0.0946159 # DEPENDENCYPART_SIBL
(24,23),(24,25),0.10508 # DEPENDENCYPART_SIBL
(24,23),(24,26),0.0401607 # DEPENDENCYPART_SIBL
(24,23),(24,27),0.0178597 # DEPENDENCYPART_SIBL
(24,23),(24,28),0.136566 # DEPENDENCYPART_SIBL
(24,23),(24,29),0.00103789 # DEPENDENCYPART_SIBL
(24,23),(24,30),-0.046999 # DEPENDENCYPART_SIBL
(24,23),(24,31),0.0626792 # DEPENDENCYPART_SIBL
(24,25),(24,26),-0.170856 # DEPENDENCYPART_SIBL
(24,25),(24,27),0.0787317 # DEPENDENCYPART_SIBL
(24,25),(24,28),0.082759 # DEPENDENCYPART_SIBL
(24,25),(24,29),-0.0821297 # DEPENDENCYPART_SIBL
(24,25),(24,30),0.0233945 # DEPENDENCYPART_SIBL
(24,25),(24,31),-0.0695105 # DEPENDENCYPART_SIBL
(24,26),(24,27),-0.0186183 # DEPENDENCYPART_SIBL
(24,26),(24,28),0.109513 # DEPENDENCYPART_SIBL
(24,26),(24,29),-0.0988646 # DEPENDENCYPART_SIBL
(24,26),(24,30),-0.0445193 # DEPENDENCYPART_SIBL
(24,26),(24,31),-0.0934121 # DEPENDENCYPART_SIBL
(24,27),(24,28),0.616375 # DEPENDENCYPART_SIBL
(24,27),(24,29),0.722497 # DEPENDENCYPART_SIBL
(24,27),(24,30),0.226242 # DEPENDENCYPART_SIBL
(24,27),(24,31),0.635976 # DEPENDENCYPART_SIBL
(24,28),(24,29),-0.123499 # DEPENDENCYPART_SIBL
(24,28),(24,30),-0.0390392 # DEPENDENCYPART_SIBL
(24,28),(24,31),-0.0621925 # DEPENDENCYPART_SIBL
(24,29),(24,30),0.013209 # DEPENDENCYPART_SIBL
(24,29),(24,31),-0.170036 # DEPENDENCYPART_SIBL
(24,30),(24,31),0.00795066 # DEPENDENCYPART_SIBL
(25,20),(25,22),-0.00597493 # DEPENDENCYPART_SIBL
(25,20),(25,23),0.454102 # DEPENDENCYPART_SIBL
(25,20),(25,24),0.447986 # DEPENDENCYPART_SIBL
(25,20),(25,26),0.323189 # DEPENDENCYPART_SIBL
(25,20),(25,27),0.0881031 # DEPENDENCYPART_SIBL
(25,20),(25,28),0.1141 # DEPENDENCYPART_SIBL
(25,20),(25,29),0.0298271 # DEPENDENCYPART_SIBL
(25,20),(25,30),-0.0477999 # DEPENDENCYPART_SIBL
(25,20),(25,31),0.0643132 # DEPENDENCYPART_SIBL
(25,20),(25,32),0.0638836 # DEPENDENCYPART_SIBL
(25,22),(25,23),0.314739 # DEPENDENCYPART_SIBL
(25,22),(25,24),0.359152 # DEPENDENCYPART_SIBL
(25,22),(25,26),0.0493484 # DEPENDENCYPART_SIBL
(25,22),(25,27),-0.0666097 # DEPENDENCYPART_SIBL
(25,22),(25,28),0.295025 # DEPENDENCYPART_SIBL
(25,22),(25,29),-0.0347535 # DEPENDENCYPART_SIBL
(25,22),(25,30),-0.118471 # DEPENDENCYPART_SIBL
(25,22),(25,31),0.0550903 # DEPENDENCYPART_SIBL
(25,22),(25,32),-0.0642778 # DEPENDENCYPART_SIBL
(25,23),(25,24),0.268957 # DEPENDENCYPART_SIBL
(25,23),(25,26),0.210664 # DEPENDENCYPART_SIBL
(25,23),(25,27),-0.015239 # DEPENDENCYPART_SIBL
(25,23),(25,28),0.138213 # DEPENDENCYPART_SIBL
(25,23),(25,29),0.011258 # DEPENDENCYPART_SIBL
(25,23),(25,30),-0.00801947 # DEPENDENCYPART_SIBL
(25,23),(25,31),-0.013006 # DEPENDENCYPART_SIBL
(25,23),(25,32),-0.0818674 # DEPENDENCYPART_SIBL
(25,24),(25,26),0.115168 # DEPENDENCYPART_SIBL
(25,24),(25,27),0.0152165 # DEPENDENCYPART_SIBL
(25,24),(25,28),0.160194 # DEPENDENCYPART_SIBL
(25,24),(25,29),0.000713426 # DEPENDENCYPART_SIBL
(25,24),(25,30),-0.0152536 # DEPENDENCYPART_SIBL
(25,24),(25,31),0.000155781 # DEPENDENCYPART_SIBL
(25,24),(25,32),-0.0620695 # DEPENDENCYPART_SIBL
(25,26),(25,27),0.101014 # DEPENDENCYPART_SIBL
(25,26),(25,28),0.200776 # DEPENDENCYPART_SIBL
(25,26),(25,29),0.0408997 # DEPENDENCYPART_SIBL
(25,26),(25,30),0.0295464 # DEPENDENCYPART_SIBL
(25,26),(25,31),0.0371813 # DEPENDENCYPART_SIBL
(25,26),(25,32),0.196997 # DEPENDENCYPART_SIBL
(25,27),(25,28),0.467406 # DEPENDENCYPART_SIBL
(25,27),(25,29),0.648632 # DEPENDENCYPART_SIBL
(25,27),(25,30),0.190422 # DEPENDENCYPART_SIBL
(25,27),(25,31),0.376264 # DEPENDENCYPART_SIBL
(25,27),(25,32),0.0128232 # DEPENDENCYPART_SIBL
(25,28),(25,29),-0.0695288 # DEPENDENCYPART_SIBL
(25,28),(25,30),0.102185 # DEPENDENCYPART_SIBL
(25,28),(25,31),0.144952 # DEPENDENCYPART_SIBL
(25,28),(25,32),-0.175514 # DEPENDENCYPART_SIBL
(25,29),(25,30),0.000684008 # DEPENDENCYPART_SIBL
(25,29),(25,31),-0.110971 # DEPENDENCYPART_SIBL
(25,29),(25,32),0.102115 # DEPENDENCYPART_SIBL
(25,30),(25,31),-0.0230528 # DEPENDENCYPART_SIBL
(25,30),(25,32),0.0104324 # DEPENDENCYPART_SIBL
(25,31),(25,32),0.0938616 # DEPENDENCYPART_SIBL
(26,17),(26,20),0.0377988 # DEPENDENCYPART_SIBL
(26,17),(26,22),-0.11086 # DEPENDENCYPART_SIBL
(26,17),(26,23),0.25087 # DEPENDENCYPART_SIBL
(26,17),(26,24),0.269658 # DEPENDENCYPART_SIBL
(26,17),(26,25),0.0269947 # DEPENDENCYPART_SIBL
(26,17),(26,28),0.0506331 # DEPENDENCYPART_SIBL
(26,17),(26,29),-0.00713182 # DEPENDENCYPART_SIBL
(26,20),(26,22),0.0380548 # DEPENDENCYPART_SIBL
(26,20),(26,23),0.496099 # DEPENDENCYPART_SIBL
(26,20),(26,24),0.489847 # DEPENDENCYPART_SIBL
(26,20),(26,25),0.16184 # DEPENDENCYPART_SIBL
(26,20),(26,28),0.22197 # DEPENDENCYPART_SIBL
(26,20),(26,29),0.140742 # DEPENDENCYPART_SIBL
(26,22),(26,23),0.311446 # DEPENDENCYPART_SIBL
(26,22),(26,24),0.355709 # DEPENDENCYPART_SIBL
(26,22),(26,25),0.188739 # DEPENDENCYPART_SIBL
(26,22),(26,28),0.323606 # DEPENDENCYPART_SIBL
(26,22),(26,29),-0.040118 # DEPENDENCYPART_SIBL
(26,23),(26,24),0.300069 # DEPENDENCYPART_SIBL
(26,23),(26,25),0.156612 # DEPENDENCYPART_SIBL
(26,23),(26,28),0.255696 # DEPENDENCYPART_SIBL
(26,23),(26,29),0.0488425 # DEPENDENCYPART_SIBL
(26,24),(26,25),0.240928 # DEPENDENCYPART_SIBL
(26,24),(26,28),0.298476 # DEPENDENCYPART_SIBL
(26,24),(26,29),0.0487005 # DEPENDENCYPART_SIBL
(26,25),(26,28),0.184836 # DEPENDENCYPART_SIBL
(26,25),(26,29),0.129096 # DEPENDENCYPART_SIBL
(26,28),(26,29),-0.0192661 # DEPENDENCYPART_SIBL
(28,29),(28,30),0.128519 # DEPENDENCYPART_SIBL
(28,29),(28,31),-0.5956 # DEPENDENCYPART_SIBL
(28,30),(28,31),-0.381053 # DEPENDENCYPART_SIBL
(29,22),(29,25),0.218278 # DEPENDENCYPART_SIBL
(29,22),(29,26),0.25945 # DEPENDENCYPART_SIBL
(29,22),(29,30),-0.368976 # DEPENDENCYPART_SIBL
(29,22),(29,31),0.019936 # DEPENDENCYPART_SIBL
(29,25),(29,26),0.0868009 # DEPENDENCYPART_SIBL
(29,25),(29,30),-0.270349 # DEPENDENCYPART_SIBL
(29,25),(29,31),-0.0529588 # DEPENDENCYPART_SIBL
(29,26),(29,30),-0.232874 # DEPENDENCYPART_SIBL
(29,26),(29,31),-0.0285799 # DEPENDENCYPART_SIBL
(29,30),(29,31),0.0174089 # DEPENDENCYPART_SIBL
(30,29),(30,31),-0.0907462 # DEPENDENCYPART_SIBL
(31,22),(31,29),0.0524208 # DEPENDENCYPART_SIBL
(31,22),(31,32),-0.112443 # DEPENDENCYPART_SIBL
(31,29),(31,32),0.032297 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.109503 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.874679 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.514586 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.197845 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.162526 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.437247 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.122294 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.367948 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.330557 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),-0.0350908 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),-0.136911 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),0.127012 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),-0.555375 # DEPENDENCYPART_GRANDPAR
(0,1),(1,18),-0.221854 # DEPENDENCYPART_GRANDPAR
(0,1),(1,19),-0.441309 # DEPENDENCYPART_GRANDPAR
(0,1),(1,21),-0.658636 # DEPENDENCYPART_GRANDPAR
(0,1),(1,27),0.0168443 # DEPENDENCYPART_GRANDPAR
(0,1),(1,28),-0.374428 # DEPENDENCYPART_GRANDPAR
(0,1),(1,30),-0.334865 # DEPENDENCYPART_GRANDPAR
(0,1),(1,32),2.24303 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.768989 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.111349 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-1.31829 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.380147 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.247268 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.0836713 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),0.144703 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.188941 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.164323 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),0.137221 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),-0.0171952 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),0.330274 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),-0.463692 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),-0.204992 # DEPENDENCYPART_GRANDPAR
(0,6),(6,19),-0.275075 # DEPENDENCYPART_GRANDPAR
(0,6),(6,21),-0.310107 # DEPENDENCYPART_GRANDPAR
(0,6),(6,27),0.13656 # DEPENDENCYPART_GRANDPAR
(0,6),(6,28),-0.025899 # DEPENDENCYPART_GRANDPAR
(0,6),(6,30),-0.243182 # DEPENDENCYPART_GRANDPAR
(0,6),(6,32),2.57096 # DEPENDENCYPART_GRANDPAR
(1,2),(2,3),-0.258395 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),0.122317 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),0.712922 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.109745 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),0.0948219 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.159252 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),0.282128 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),0.164459 # DEPENDENCYPART_GRANDPAR
(1,2),(2,32),-1.80542 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),0.0575098 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.495341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,3),-0.295373 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.179527 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.0756416 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),0.0706959 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.487346 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.392463 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.229505 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.0402631 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.209656 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.263377 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.188165 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),0.0497775 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.230379 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-0.338028 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.556606 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.233018 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.492268 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.120401 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),0.404881 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),0.0186442 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.112211 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),0.0860815 # DEPENDENCYPART_GRANDPAR
