# _root_ In a stark lesson in the power of the appropriations committees , the House deliberately killed a handful of projects backed by lawmakers in Florida , Illinois and Pennsylvania who had voted against the panel leadership on the House floor .
#goldHeads=16,4,4,1,4,7,5,7,11,11,8,16,14,16,16,0,18,16,18,19,20,21,22,23,24,25,25,27,28,31,23,31,32,36,36,33,32,40,40,37,16,
#predictedHeads=16,4,4,1,4,7,5,7,11,11,8,16,14,16,16,0,18,16,18,19,20,21,22,23,24,25,25,27,28,31,23,31,32,36,36,33,36,40,40,37,16,
(21,27),(21,29),-0.193415 # DEPENDENCYPART_SIBL
(21,27),(21,33),-0.0024832 # DEPENDENCYPART_SIBL
(21,27),(21,37),-0.0526769 # DEPENDENCYPART_SIBL
(21,27),(21,41),0.0479844 # DEPENDENCYPART_SIBL
(21,28),(21,29),0.0070396 # DEPENDENCYPART_SIBL
(21,28),(21,33),-0.012732 # DEPENDENCYPART_SIBL
(21,28),(21,37),-0.0450794 # DEPENDENCYPART_SIBL
(21,28),(21,41),0.0760771 # DEPENDENCYPART_SIBL
(21,29),(21,33),-0.00158659 # DEPENDENCYPART_SIBL
(21,29),(21,37),-0.0517803 # DEPENDENCYPART_SIBL
(21,29),(21,41),0.0487927 # DEPENDENCYPART_SIBL
(21,33),(21,37),-0.0720302 # DEPENDENCYPART_SIBL
(21,33),(21,41),0.0165672 # DEPENDENCYPART_SIBL
(21,37),(21,41),0.070317 # DEPENDENCYPART_SIBL
(22,23),(22,24),0.0882723 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.497502 # DEPENDENCYPART_SIBL
(22,23),(22,27),-0.48765 # DEPENDENCYPART_SIBL
(22,23),(22,28),0.00526238 # DEPENDENCYPART_SIBL
(22,23),(22,31),-0.599188 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.252612 # DEPENDENCYPART_SIBL
(22,24),(22,27),-0.250169 # DEPENDENCYPART_SIBL
(22,24),(22,28),-0.0600962 # DEPENDENCYPART_SIBL
(22,24),(22,31),-0.323905 # DEPENDENCYPART_SIBL
(22,25),(22,27),-0.711953 # DEPENDENCYPART_SIBL
(22,25),(22,28),-0.0450886 # DEPENDENCYPART_SIBL
(22,25),(22,31),-0.650522 # DEPENDENCYPART_SIBL
(22,27),(22,28),-0.0460582 # DEPENDENCYPART_SIBL
(22,27),(22,31),-0.651751 # DEPENDENCYPART_SIBL
(22,28),(22,31),-0.149122 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.0629847 # DEPENDENCYPART_SIBL
(23,20),(23,24),0.0171222 # DEPENDENCYPART_SIBL
(23,20),(23,25),5.58357e-05 # DEPENDENCYPART_SIBL
(23,20),(23,26),0.0472692 # DEPENDENCYPART_SIBL
(23,20),(23,27),-0.00132727 # DEPENDENCYPART_SIBL
(23,20),(23,28),0.0148484 # DEPENDENCYPART_SIBL
(23,20),(23,29),-0.00140588 # DEPENDENCYPART_SIBL
(23,20),(23,30),-0.0713608 # DEPENDENCYPART_SIBL
(23,20),(23,31),0.00783437 # DEPENDENCYPART_SIBL
(23,20),(23,32),-0.0701146 # DEPENDENCYPART_SIBL
(23,20),(23,33),0.0232898 # DEPENDENCYPART_SIBL
(23,20),(23,37),-0.103975 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.00952215 # DEPENDENCYPART_SIBL
(23,21),(23,25),0.0213905 # DEPENDENCYPART_SIBL
(23,21),(23,26),-0.0165457 # DEPENDENCYPART_SIBL
(23,21),(23,27),0.0198457 # DEPENDENCYPART_SIBL
(23,21),(23,28),-0.00115774 # DEPENDENCYPART_SIBL
(23,21),(23,29),0.0197917 # DEPENDENCYPART_SIBL
(23,21),(23,30),-0.061594 # DEPENDENCYPART_SIBL
(23,21),(23,31),-0.101175 # DEPENDENCYPART_SIBL
(23,21),(23,32),-0.0518018 # DEPENDENCYPART_SIBL
(23,21),(23,33),-0.0424909 # DEPENDENCYPART_SIBL
(23,21),(23,37),-0.0598955 # DEPENDENCYPART_SIBL
(23,24),(23,25),0.049221 # DEPENDENCYPART_SIBL
(23,24),(23,26),0.0340884 # DEPENDENCYPART_SIBL
(23,24),(23,27),0.0385037 # DEPENDENCYPART_SIBL
(23,24),(23,28),0.0839074 # DEPENDENCYPART_SIBL
(23,24),(23,29),0.0398646 # DEPENDENCYPART_SIBL
(23,24),(23,30),-0.0288843 # DEPENDENCYPART_SIBL
(23,24),(23,31),0.0602024 # DEPENDENCYPART_SIBL
(23,24),(23,32),0.0185356 # DEPENDENCYPART_SIBL
(23,24),(23,33),0.10794 # DEPENDENCYPART_SIBL
(23,24),(23,37),0.0916175 # DEPENDENCYPART_SIBL
(23,25),(23,26),0.0302094 # DEPENDENCYPART_SIBL
(23,25),(23,27),-0.0944117 # DEPENDENCYPART_SIBL
(23,25),(23,28),-0.0204704 # DEPENDENCYPART_SIBL
(23,25),(23,29),-0.0951845 # DEPENDENCYPART_SIBL
(23,25),(23,30),-0.0452329 # DEPENDENCYPART_SIBL
(23,25),(23,31),-0.0345407 # DEPENDENCYPART_SIBL
(23,25),(23,32),-0.0545121 # DEPENDENCYPART_SIBL
(23,25),(23,33),-0.0109241 # DEPENDENCYPART_SIBL
(23,25),(23,37),-0.0715554 # DEPENDENCYPART_SIBL
(23,26),(23,27),0.520162 # DEPENDENCYPART_SIBL
(23,26),(23,28),0.459985 # DEPENDENCYPART_SIBL
(23,26),(23,29),0.514444 # DEPENDENCYPART_SIBL
(23,26),(23,30),0.137791 # DEPENDENCYPART_SIBL
(23,26),(23,31),0.450562 # DEPENDENCYPART_SIBL
(23,26),(23,32),0.424048 # DEPENDENCYPART_SIBL
(23,26),(23,33),0.271607 # DEPENDENCYPART_SIBL
(23,26),(23,37),0.162099 # DEPENDENCYPART_SIBL
(23,27),(23,28),-0.0205514 # DEPENDENCYPART_SIBL
(23,27),(23,29),-0.0959438 # DEPENDENCYPART_SIBL
(23,27),(23,30),-0.0455755 # DEPENDENCYPART_SIBL
(23,27),(23,31),-0.0348818 # DEPENDENCYPART_SIBL
(23,27),(23,32),-0.0548547 # DEPENDENCYPART_SIBL
(23,27),(23,33),-0.0135689 # DEPENDENCYPART_SIBL
(23,27),(23,37),-0.0741999 # DEPENDENCYPART_SIBL
(23,28),(23,29),0.0381622 # DEPENDENCYPART_SIBL
(23,28),(23,30),-0.0819583 # DEPENDENCYPART_SIBL
(23,28),(23,31),-0.0150269 # DEPENDENCYPART_SIBL
(23,28),(23,32),0.01153 # DEPENDENCYPART_SIBL
(23,28),(23,33),-0.0333517 # DEPENDENCYPART_SIBL
(23,28),(23,37),-0.110939 # DEPENDENCYPART_SIBL
(23,29),(23,30),-0.0435404 # DEPENDENCYPART_SIBL
(23,29),(23,31),-0.0330177 # DEPENDENCYPART_SIBL
(23,29),(23,32),-0.0528195 # DEPENDENCYPART_SIBL
(23,29),(23,33),-0.0106363 # DEPENDENCYPART_SIBL
(23,29),(23,37),-0.0712674 # DEPENDENCYPART_SIBL
(23,30),(23,31),-0.0445904 # DEPENDENCYPART_SIBL
(23,30),(23,32),-0.0648191 # DEPENDENCYPART_SIBL
(23,30),(23,33),-0.0699191 # DEPENDENCYPART_SIBL
(23,30),(23,37),-0.10761 # DEPENDENCYPART_SIBL
(23,31),(23,32),-0.0118657 # DEPENDENCYPART_SIBL
(23,31),(23,33),0.0521818 # DEPENDENCYPART_SIBL
(23,31),(23,37),-0.00628451 # DEPENDENCYPART_SIBL
(23,32),(23,33),-0.0203306 # DEPENDENCYPART_SIBL
(23,32),(23,37),-0.0579788 # DEPENDENCYPART_SIBL
(23,33),(23,37),0.0711254 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.0129191 # DEPENDENCYPART_SIBL
(24,22),(24,25),-0.0666881 # DEPENDENCYPART_SIBL
(24,22),(24,27),-0.0656287 # DEPENDENCYPART_SIBL
(24,22),(24,28),-0.112629 # DEPENDENCYPART_SIBL
(24,22),(24,29),-0.0780206 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.062478 # DEPENDENCYPART_SIBL
(24,23),(24,27),-0.0625401 # DEPENDENCYPART_SIBL
(24,23),(24,28),-0.012931 # DEPENDENCYPART_SIBL
(24,23),(24,29),-0.0749502 # DEPENDENCYPART_SIBL
(24,25),(24,27),-0.816533 # DEPENDENCYPART_SIBL
(24,25),(24,28),-0.0927892 # DEPENDENCYPART_SIBL
(24,25),(24,29),-0.818569 # DEPENDENCYPART_SIBL
(24,27),(24,28),-0.0950314 # DEPENDENCYPART_SIBL
(24,27),(24,29),-0.821489 # DEPENDENCYPART_SIBL
(24,28),(24,29),0.0303847 # DEPENDENCYPART_SIBL
(25,26),(25,27),0.688381 # DEPENDENCYPART_SIBL
(25,26),(25,28),0.415419 # DEPENDENCYPART_SIBL
(25,26),(25,29),0.666581 # DEPENDENCYPART_SIBL
(25,26),(25,30),0.0537138 # DEPENDENCYPART_SIBL
(25,26),(25,31),0.336126 # DEPENDENCYPART_SIBL
(25,26),(25,32),0.412282 # DEPENDENCYPART_SIBL
(25,26),(25,36),0.611923 # DEPENDENCYPART_SIBL
(25,27),(25,28),-0.0289265 # DEPENDENCYPART_SIBL
(25,27),(25,29),-0.0776277 # DEPENDENCYPART_SIBL
(25,27),(25,30),-0.0886917 # DEPENDENCYPART_SIBL
(25,27),(25,31),-0.0931556 # DEPENDENCYPART_SIBL
(25,27),(25,32),-0.0994393 # DEPENDENCYPART_SIBL
(25,27),(25,36),-0.0692538 # DEPENDENCYPART_SIBL
(25,28),(25,29),-0.0140429 # DEPENDENCYPART_SIBL
(25,28),(25,30),-0.105085 # DEPENDENCYPART_SIBL
(25,28),(25,31),-0.00112397 # DEPENDENCYPART_SIBL
(25,28),(25,32),0.0185078 # DEPENDENCYPART_SIBL
(25,28),(25,36),-0.0746758 # DEPENDENCYPART_SIBL
(25,29),(25,30),-0.0874606 # DEPENDENCYPART_SIBL
(25,29),(25,31),-0.0920955 # DEPENDENCYPART_SIBL
(25,29),(25,32),-0.0982081 # DEPENDENCYPART_SIBL
(25,29),(25,36),-0.0680244 # DEPENDENCYPART_SIBL
(25,30),(25,31),-0.0537575 # DEPENDENCYPART_SIBL
(25,30),(25,32),-0.071139 # DEPENDENCYPART_SIBL
(25,30),(25,36),-0.0916825 # DEPENDENCYPART_SIBL
(25,31),(25,32),-0.116003 # DEPENDENCYPART_SIBL
(25,31),(25,36),-0.146345 # DEPENDENCYPART_SIBL
(25,32),(25,36),-0.192165 # DEPENDENCYPART_SIBL
(27,23),(27,25),0.00981249 # DEPENDENCYPART_SIBL
(27,23),(27,26),0.0666117 # DEPENDENCYPART_SIBL
(27,23),(27,28),0.330728 # DEPENDENCYPART_SIBL
(27,23),(27,29),0.0181701 # DEPENDENCYPART_SIBL
(27,23),(27,30),-0.0132991 # DEPENDENCYPART_SIBL
(27,23),(27,31),0.114381 # DEPENDENCYPART_SIBL
(27,23),(27,32),0.0703767 # DEPENDENCYPART_SIBL
(27,23),(27,33),0.0186709 # DEPENDENCYPART_SIBL
(27,23),(27,36),-5.67287e-05 # DEPENDENCYPART_SIBL
(27,25),(27,26),0.464724 # DEPENDENCYPART_SIBL
(27,25),(27,28),0.0639921 # DEPENDENCYPART_SIBL
(27,25),(27,29),0.0246454 # DEPENDENCYPART_SIBL
(27,25),(27,30),-0.0726898 # DEPENDENCYPART_SIBL
(27,25),(27,31),0.050161 # DEPENDENCYPART_SIBL
(27,25),(27,32),0.0344487 # DEPENDENCYPART_SIBL
(27,25),(27,33),-0.0133104 # DEPENDENCYPART_SIBL
(27,25),(27,36),0.0198551 # DEPENDENCYPART_SIBL
(27,26),(27,28),-0.181611 # DEPENDENCYPART_SIBL
(27,26),(27,29),-0.121419 # DEPENDENCYPART_SIBL
(27,26),(27,30),-0.109545 # DEPENDENCYPART_SIBL
(27,26),(27,31),0.100925 # DEPENDENCYPART_SIBL
(27,26),(27,32),-0.0810609 # DEPENDENCYPART_SIBL
(27,26),(27,33),-0.065726 # DEPENDENCYPART_SIBL
(27,26),(27,36),-0.161323 # DEPENDENCYPART_SIBL
(27,28),(27,29),-0.0147573 # DEPENDENCYPART_SIBL
(27,28),(27,30),-0.103878 # DEPENDENCYPART_SIBL
(27,28),(27,31),8.63134e-05 # DEPENDENCYPART_SIBL
(27,28),(27,32),0.0197148 # DEPENDENCYPART_SIBL
(27,28),(27,33),0.0358816 # DEPENDENCYPART_SIBL
(27,28),(27,36),-0.0777556 # DEPENDENCYPART_SIBL
(27,29),(27,30),-0.0911905 # DEPENDENCYPART_SIBL
(27,29),(27,31),-0.0958239 # DEPENDENCYPART_SIBL
(27,29),(27,32),-0.101938 # DEPENDENCYPART_SIBL
(27,29),(27,33),-0.0415708 # DEPENDENCYPART_SIBL
(27,29),(27,36),-0.0771459 # DEPENDENCYPART_SIBL
(27,30),(27,31),-0.0537559 # DEPENDENCYPART_SIBL
(27,30),(27,32),-0.0711389 # DEPENDENCYPART_SIBL
(27,30),(27,33),-0.0476721 # DEPENDENCYPART_SIBL
(27,30),(27,36),-0.095785 # DEPENDENCYPART_SIBL
(27,31),(27,32),-0.116003 # DEPENDENCYPART_SIBL
(27,31),(27,33),-0.0244252 # DEPENDENCYPART_SIBL
(27,31),(27,36),-0.150448 # DEPENDENCYPART_SIBL
(27,32),(27,33),-0.0416595 # DEPENDENCYPART_SIBL
(27,32),(27,36),-0.196268 # DEPENDENCYPART_SIBL
(27,33),(27,36),0.0378353 # DEPENDENCYPART_SIBL
(28,29),(28,30),-0.249781 # DEPENDENCYPART_SIBL
(28,29),(28,31),-0.721472 # DEPENDENCYPART_SIBL
(28,29),(28,32),-0.210564 # DEPENDENCYPART_SIBL
(28,29),(28,33),-0.0972879 # DEPENDENCYPART_SIBL
(28,29),(28,36),-0.455088 # DEPENDENCYPART_SIBL
(28,29),(28,40),-0.455313 # DEPENDENCYPART_SIBL
(28,30),(28,31),-0.469203 # DEPENDENCYPART_SIBL
(28,30),(28,32),-0.0622522 # DEPENDENCYPART_SIBL
(28,30),(28,33),-0.0149693 # DEPENDENCYPART_SIBL
(28,30),(28,36),-0.285263 # DEPENDENCYPART_SIBL
(28,30),(28,40),-0.285263 # DEPENDENCYPART_SIBL
(28,31),(28,32),-0.348106 # DEPENDENCYPART_SIBL
(28,31),(28,33),-0.222062 # DEPENDENCYPART_SIBL
(28,31),(28,36),-0.543006 # DEPENDENCYPART_SIBL
(28,31),(28,40),-0.543004 # DEPENDENCYPART_SIBL
(28,32),(28,33),-0.143294 # DEPENDENCYPART_SIBL
(28,32),(28,36),-0.525637 # DEPENDENCYPART_SIBL
(28,32),(28,40),-0.525638 # DEPENDENCYPART_SIBL
(28,33),(28,36),-0.242469 # DEPENDENCYPART_SIBL
(28,33),(28,40),-0.238102 # DEPENDENCYPART_SIBL
(28,36),(28,40),-0.575206 # DEPENDENCYPART_SIBL
(29,30),(29,31),-0.053756 # DEPENDENCYPART_SIBL
(29,30),(29,32),-0.0711471 # DEPENDENCYPART_SIBL
(29,30),(29,33),-0.0471218 # DEPENDENCYPART_SIBL
(29,30),(29,36),-0.0915986 # DEPENDENCYPART_SIBL
(29,31),(29,32),-0.116011 # DEPENDENCYPART_SIBL
(29,31),(29,33),-0.0238749 # DEPENDENCYPART_SIBL
(29,31),(29,36),-0.146262 # DEPENDENCYPART_SIBL
(29,32),(29,33),-0.0411095 # DEPENDENCYPART_SIBL
(29,32),(29,36),-0.192082 # DEPENDENCYPART_SIBL
(29,33),(29,36),0.0433887 # DEPENDENCYPART_SIBL
(30,27),(30,29),-0.0947232 # DEPENDENCYPART_SIBL
(30,27),(30,32),-0.00203542 # DEPENDENCYPART_SIBL
(30,29),(30,32),-0.00799451 # DEPENDENCYPART_SIBL
(31,1),(31,4),-0.0226386 # DEPENDENCYPART_SIBL
(31,1),(31,7),-0.0411222 # DEPENDENCYPART_SIBL
(31,1),(31,11),0.0400285 # DEPENDENCYPART_SIBL
(31,1),(31,12),0.315151 # DEPENDENCYPART_SIBL
(31,1),(31,14),0.0278599 # DEPENDENCYPART_SIBL
(31,1),(31,15),-0.0358772 # DEPENDENCYPART_SIBL
(31,1),(31,16),-0.0508922 # DEPENDENCYPART_SIBL
(31,1),(31,18),0.000811718 # DEPENDENCYPART_SIBL
(31,1),(31,20),0.0654456 # DEPENDENCYPART_SIBL
(31,1),(31,22),-0.0481117 # DEPENDENCYPART_SIBL
(31,1),(31,23),0.0715951 # DEPENDENCYPART_SIBL
(31,1),(31,24),-0.00843525 # DEPENDENCYPART_SIBL
(31,1),(31,25),0.0569719 # DEPENDENCYPART_SIBL
(31,1),(31,26),0.315151 # DEPENDENCYPART_SIBL
(31,1),(31,27),0.0667476 # DEPENDENCYPART_SIBL
(31,1),(31,29),0.0576962 # DEPENDENCYPART_SIBL
(31,1),(31,30),-0.195833 # DEPENDENCYPART_SIBL
(31,1),(31,32),-0.0500912 # DEPENDENCYPART_SIBL
(31,1),(31,33),0.0407801 # DEPENDENCYPART_SIBL
(31,1),(31,35),-0.0491378 # DEPENDENCYPART_SIBL
(31,1),(31,36),-0.0632583 # DEPENDENCYPART_SIBL
(31,1),(31,37),-0.0241208 # DEPENDENCYPART_SIBL
(31,1),(31,40),-0.0465762 # DEPENDENCYPART_SIBL
(31,1),(31,41),0.0774976 # DEPENDENCYPART_SIBL
(31,4),(31,7),-0.632923 # DEPENDENCYPART_SIBL
(31,4),(31,11),-0.617208 # DEPENDENCYPART_SIBL
(31,4),(31,12),-0.125727 # DEPENDENCYPART_SIBL
(31,4),(31,14),-0.443676 # DEPENDENCYPART_SIBL
(31,4),(31,15),-0.0607955 # DEPENDENCYPART_SIBL
(31,4),(31,16),-0.235681 # DEPENDENCYPART_SIBL
(31,4),(31,18),-0.603698 # DEPENDENCYPART_SIBL
(31,4),(31,20),-0.612432 # DEPENDENCYPART_SIBL
(31,4),(31,22),-0.0462093 # DEPENDENCYPART_SIBL
(31,4),(31,23),-0.607448 # DEPENDENCYPART_SIBL
(31,4),(31,24),-0.0159021 # DEPENDENCYPART_SIBL
(31,4),(31,25),-0.442739 # DEPENDENCYPART_SIBL
(31,4),(31,26),-0.125727 # DEPENDENCYPART_SIBL
(31,4),(31,27),-0.441776 # DEPENDENCYPART_SIBL
(31,4),(31,29),-0.442466 # DEPENDENCYPART_SIBL
(31,4),(31,30),-0.38286 # DEPENDENCYPART_SIBL
(31,4),(31,32),0.0297064 # DEPENDENCYPART_SIBL
(31,4),(31,33),-0.0459735 # DEPENDENCYPART_SIBL
(31,4),(31,35),-0.0308708 # DEPENDENCYPART_SIBL
(31,4),(31,36),-0.0570462 # DEPENDENCYPART_SIBL
(31,4),(31,37),-0.0242508 # DEPENDENCYPART_SIBL
(31,4),(31,40),-0.05428 # DEPENDENCYPART_SIBL
(31,4),(31,41),-0.00543773 # DEPENDENCYPART_SIBL
(31,7),(31,11),-0.606994 # DEPENDENCYPART_SIBL
(31,7),(31,12),-0.0794174 # DEPENDENCYPART_SIBL
(31,7),(31,14),-0.436183 # DEPENDENCYPART_SIBL
(31,7),(31,15),-0.047568 # DEPENDENCYPART_SIBL
(31,7),(31,16),-0.22051 # DEPENDENCYPART_SIBL
(31,7),(31,18),-0.584795 # DEPENDENCYPART_SIBL
(31,7),(31,20),-0.602219 # DEPENDENCYPART_SIBL
(31,7),(31,22),-0.021771 # DEPENDENCYPART_SIBL
(31,7),(31,23),-0.597235 # DEPENDENCYPART_SIBL
(31,7),(31,24),0.00532807 # DEPENDENCYPART_SIBL
(31,7),(31,25),-0.435246 # DEPENDENCYPART_SIBL
(31,7),(31,26),-0.0794174 # DEPENDENCYPART_SIBL
(31,7),(31,27),-0.434283 # DEPENDENCYPART_SIBL
(31,7),(31,29),-0.434972 # DEPENDENCYPART_SIBL
(31,7),(31,30),-0.367676 # DEPENDENCYPART_SIBL
(31,7),(31,32),0.021225 # DEPENDENCYPART_SIBL
(31,7),(31,33),-0.0384505 # DEPENDENCYPART_SIBL
(31,7),(31,35),-0.0403091 # DEPENDENCYPART_SIBL
(31,7),(31,36),-0.0662592 # DEPENDENCYPART_SIBL
(31,7),(31,37),-0.0115202 # DEPENDENCYPART_SIBL
(31,7),(31,40),-0.063493 # DEPENDENCYPART_SIBL
(31,7),(31,41),-0.0156781 # DEPENDENCYPART_SIBL
(31,11),(31,12),-0.0855849 # DEPENDENCYPART_SIBL
(31,11),(31,14),-0.562729 # DEPENDENCYPART_SIBL
(31,11),(31,15),-0.0401946 # DEPENDENCYPART_SIBL
(31,11),(31,16),-0.262038 # DEPENDENCYPART_SIBL
(31,11),(31,18),-0.547679 # DEPENDENCYPART_SIBL
(31,11),(31,20),-0.84772 # DEPENDENCYPART_SIBL
(31,11),(31,22),-0.0392356 # DEPENDENCYPART_SIBL
(31,11),(31,23),-0.836927 # DEPENDENCYPART_SIBL
(31,11),(31,24),-0.000445549 # DEPENDENCYPART_SIBL
(31,11),(31,25),-0.554034 # DEPENDENCYPART_SIBL
(31,11),(31,26),-0.0855849 # DEPENDENCYPART_SIBL
(31,11),(31,27),-0.550293 # DEPENDENCYPART_SIBL
(31,11),(31,29),-0.550808 # DEPENDENCYPART_SIBL
(31,11),(31,30),-0.461025 # DEPENDENCYPART_SIBL
(31,11),(31,32),0.0300535 # DEPENDENCYPART_SIBL
(31,11),(31,33),0.0116558 # DEPENDENCYPART_SIBL
(31,11),(31,35),-0.0402894 # DEPENDENCYPART_SIBL
(31,11),(31,36),-0.0581205 # DEPENDENCYPART_SIBL
(31,11),(31,37),-0.023531 # DEPENDENCYPART_SIBL
(31,11),(31,40),-0.0308911 # DEPENDENCYPART_SIBL
(31,11),(31,41),-0.0120672 # DEPENDENCYPART_SIBL
(31,12),(31,14),-0.00868232 # DEPENDENCYPART_SIBL
(31,12),(31,15),0.0885272 # DEPENDENCYPART_SIBL
(31,12),(31,16),0.00951184 # DEPENDENCYPART_SIBL
(31,12),(31,18),0.0753134 # DEPENDENCYPART_SIBL
(31,12),(31,20),0.0205093 # DEPENDENCYPART_SIBL
(31,12),(31,22),0.077695 # DEPENDENCYPART_SIBL
(31,12),(31,23),0.0425429 # DEPENDENCYPART_SIBL
(31,12),(31,24),0.108661 # DEPENDENCYPART_SIBL
(31,12),(31,25),0.0203014 # DEPENDENCYPART_SIBL
(31,12),(31,26),-0.01123 # DEPENDENCYPART_SIBL
(31,12),(31,27),0.0271489 # DEPENDENCYPART_SIBL
(31,12),(31,29),0.0198086 # DEPENDENCYPART_SIBL
(31,12),(31,30),-0.313643 # DEPENDENCYPART_SIBL
(31,12),(31,32),0.0306393 # DEPENDENCYPART_SIBL
(31,12),(31,33),-0.0177334 # DEPENDENCYPART_SIBL
(31,12),(31,35),-0.101596 # DEPENDENCYPART_SIBL
(31,12),(31,36),-0.18118 # DEPENDENCYPART_SIBL
(31,12),(31,37),0.0323769 # DEPENDENCYPART_SIBL
(31,12),(31,40),-0.110218 # DEPENDENCYPART_SIBL
(31,12),(31,41),0.0634279 # DEPENDENCYPART_SIBL
(31,14),(31,15),0.0731877 # DEPENDENCYPART_SIBL
(31,14),(31,16),-0.108371 # DEPENDENCYPART_SIBL
(31,14),(31,18),-0.174055 # DEPENDENCYPART_SIBL
(31,14),(31,20),-0.30869 # DEPENDENCYPART_SIBL
(31,14),(31,22),0.0744322 # DEPENDENCYPART_SIBL
(31,14),(31,23),-0.304231 # DEPENDENCYPART_SIBL
(31,14),(31,24),0.0618093 # DEPENDENCYPART_SIBL
(31,14),(31,25),-0.44761 # DEPENDENCYPART_SIBL
(31,14),(31,26),0.12175 # DEPENDENCYPART_SIBL
(31,14),(31,27),-0.439488 # DEPENDENCYPART_SIBL
(31,14),(31,29),-0.4437 # DEPENDENCYPART_SIBL
(31,14),(31,30),-0.280488 # DEPENDENCYPART_SIBL
(31,14),(31,32),0.0680947 # DEPENDENCYPART_SIBL
(31,14),(31,33),-0.0136943 # DEPENDENCYPART_SIBL
(31,14),(31,35),-0.0513333 # DEPENDENCYPART_SIBL
(31,14),(31,36),-0.0684067 # DEPENDENCYPART_SIBL
(31,14),(31,37),0.0917264 # DEPENDENCYPART_SIBL
(31,14),(31,40),-0.0491607 # DEPENDENCYPART_SIBL
(31,14),(31,41),0.0376895 # DEPENDENCYPART_SIBL
(31,15),(31,16),-0.0300111 # DEPENDENCYPART_SIBL
(31,15),(31,18),-0.0269128 # DEPENDENCYPART_SIBL
(31,15),(31,20),-0.061077 # DEPENDENCYPART_SIBL
(31,15),(31,22),0.00353021 # DEPENDENCYPART_SIBL
(31,15),(31,23),-0.032182 # DEPENDENCYPART_SIBL
(31,15),(31,24),0.0127786 # DEPENDENCYPART_SIBL
(31,15),(31,25),-0.0498377 # DEPENDENCYPART_SIBL
(31,15),(31,26),0.116891 # DEPENDENCYPART_SIBL
(31,15),(31,27),-0.0507788 # DEPENDENCYPART_SIBL
(31,15),(31,29),-0.0516168 # DEPENDENCYPART_SIBL
(31,15),(31,30),-0.147152 # DEPENDENCYPART_SIBL
(31,15),(31,32),0.0356288 # DEPENDENCYPART_SIBL
(31,15),(31,33),0.0165338 # DEPENDENCYPART_SIBL
(31,15),(31,35),-0.0698737 # DEPENDENCYPART_SIBL
(31,15),(31,36),-0.0945202 # DEPENDENCYPART_SIBL
(31,15),(31,37),-0.00270595 # DEPENDENCYPART_SIBL
(31,15),(31,40),-0.0719861 # DEPENDENCYPART_SIBL
(31,15),(31,41),0.0589174 # DEPENDENCYPART_SIBL
(31,16),(31,18),-0.0207454 # DEPENDENCYPART_SIBL
(31,16),(31,20),-0.00922352 # DEPENDENCYPART_SIBL
(31,16),(31,22),-0.0928564 # DEPENDENCYPART_SIBL
(31,16),(31,23),-0.00254602 # DEPENDENCYPART_SIBL
(31,16),(31,24),-0.105842 # DEPENDENCYPART_SIBL
(31,16),(31,25),-0.0189873 # DEPENDENCYPART_SIBL
(31,16),(31,26),0.253046 # DEPENDENCYPART_SIBL
(31,16),(31,27),-0.0178585 # DEPENDENCYPART_SIBL
(31,16),(31,29),-0.0184176 # DEPENDENCYPART_SIBL
(31,16),(31,30),-0.166361 # DEPENDENCYPART_SIBL
(31,16),(31,32),-0.0481262 # DEPENDENCYPART_SIBL
(31,16),(31,33),-0.0640687 # DEPENDENCYPART_SIBL
(31,16),(31,35),-0.052013 # DEPENDENCYPART_SIBL
(31,16),(31,36),-0.0669992 # DEPENDENCYPART_SIBL
(31,16),(31,37),-0.0253579 # DEPENDENCYPART_SIBL
(31,16),(31,40),-0.0581975 # DEPENDENCYPART_SIBL
(31,16),(31,41),0.0326804 # DEPENDENCYPART_SIBL
(31,18),(31,20),-0.613485 # DEPENDENCYPART_SIBL
(31,18),(31,22),-0.0487216 # DEPENDENCYPART_SIBL
(31,18),(31,23),-0.608502 # DEPENDENCYPART_SIBL
(31,18),(31,24),-0.0193528 # DEPENDENCYPART_SIBL
(31,18),(31,25),-0.444493 # DEPENDENCYPART_SIBL
(31,18),(31,26),-0.126909 # DEPENDENCYPART_SIBL
(31,18),(31,27),-0.443529 # DEPENDENCYPART_SIBL
(31,18),(31,29),-0.444219 # DEPENDENCYPART_SIBL
(31,18),(31,30),-0.383801 # DEPENDENCYPART_SIBL
(31,18),(31,32),0.0391022 # DEPENDENCYPART_SIBL
(31,18),(31,33),-0.033281 # DEPENDENCYPART_SIBL
(31,18),(31,35),-0.018532 # DEPENDENCYPART_SIBL
(31,18),(31,36),-0.0447074 # DEPENDENCYPART_SIBL
(31,18),(31,37),-0.0115583 # DEPENDENCYPART_SIBL
(31,18),(31,40),-0.0419412 # DEPENDENCYPART_SIBL
(31,18),(31,41),0.0140528 # DEPENDENCYPART_SIBL
(31,20),(31,22),-0.0472209 # DEPENDENCYPART_SIBL
(31,20),(31,23),-0.847752 # DEPENDENCYPART_SIBL
