# _root_ `` Because Tokyo did n't collapse , let 's pick up a little stock , '' Mr. Smith said .
#goldHeads=19,8,4,2,4,4,8,19,8,8,10,14,14,10,19,19,18,19,0,19,
#predictedHeads=19,19,4,2,4,4,6,6,8,8,10,14,14,10,19,19,18,19,0,19,
(10,2),(2,6),-0.0940991 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),-0.396336 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),-0.183723 # DEPENDENCYPART_GRANDPAR
(10,2),(2,9),-0.100799 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-0.890285 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,11),-0.0410337 # DEPENDENCYPART_GRANDPAR
(10,2),(2,14),-0.427082 # DEPENDENCYPART_GRANDPAR
(10,2),(2,15),-0.623851 # DEPENDENCYPART_GRANDPAR
(10,2),(2,16),-0.526162 # DEPENDENCYPART_GRANDPAR
(10,2),(2,19),-0.59246 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.175998 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.0417707 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),0.0218438 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.0912806 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),0.293496 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.209376 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.0951027 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.240734 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.136385 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.161362 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.381915 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),-0.242789 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),-0.0715421 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-0.912648 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,11),-0.0715203 # DEPENDENCYPART_GRANDPAR
(10,4),(4,14),-0.332179 # DEPENDENCYPART_GRANDPAR
(10,4),(4,15),-0.631906 # DEPENDENCYPART_GRANDPAR
(10,4),(4,16),-0.504037 # DEPENDENCYPART_GRANDPAR
(10,4),(4,18),-0.679793 # DEPENDENCYPART_GRANDPAR
(10,4),(4,19),-0.564704 # DEPENDENCYPART_GRANDPAR
(10,4),(4,20),-1.08874 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.222578 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.00659897 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.235815 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.11871 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.254848 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.0997728 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.179337 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),0.0264606 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.150057 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.064008 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.0120339 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.412146 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.306498 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.136647 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-0.912019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.0806213 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.356085 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.651567 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.563742 # DEPENDENCYPART_GRANDPAR
(10,6),(6,18),-0.703009 # DEPENDENCYPART_GRANDPAR
(10,6),(6,19),-0.58484 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.0222204 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.213886 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.209596 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.0382065 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.161141 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.0968672 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.100803 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),0.12557 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.15552 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.132811 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.917501 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.0872681 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.428055 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.362301 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.658738 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.569021 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.708489 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-0.592013 # DEPENDENCYPART_GRANDPAR
(10,8),(8,20),-1.17992 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.190012 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.0269608 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.895741 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,9),-0.509515 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.511101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.163163 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.11894 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.351769 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.293906 # DEPENDENCYPART_GRANDPAR
(10,12),(12,11),0.403528 # DEPENDENCYPART_GRANDPAR
(10,13),(13,11),0.405804 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.170479 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.135669 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.0934743 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-0.676006 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-0.157826 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-0.812998 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-0.572877 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-0.5165 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-0.52 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.767469 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.616827 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.527793 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.533448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.334458 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.522483 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.235847 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.168302 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.144691 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.229549 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.151765 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.0828676 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.0870659 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.22193 # DEPENDENCYPART_GRANDPAR
(10,17),(17,8),-0.617008 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-0.458627 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,13),0.282092 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),0.18248 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.0750047 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),0.0292863 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.156135 # DEPENDENCYPART_GRANDPAR
(10,18),(18,1),-0.636812 # DEPENDENCYPART_GRANDPAR
(10,18),(18,2),-0.210131 # DEPENDENCYPART_GRANDPAR
(10,18),(18,3),-0.774134 # DEPENDENCYPART_GRANDPAR
(10,18),(18,4),-0.553843 # DEPENDENCYPART_GRANDPAR
(10,18),(18,6),-0.516346 # DEPENDENCYPART_GRANDPAR
(10,18),(18,8),-0.617008 # DEPENDENCYPART_GRANDPAR
(10,18),(18,10),-0.458823 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,18),(18,12),0.458913 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),0.282481 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),0.197557 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),-0.0291102 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),0.029093 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.0723908 # DEPENDENCYPART_GRANDPAR
(10,19),(19,1),-0.607116 # DEPENDENCYPART_GRANDPAR
(10,19),(19,2),-0.212735 # DEPENDENCYPART_GRANDPAR
(10,19),(19,3),-0.725301 # DEPENDENCYPART_GRANDPAR
(10,19),(19,4),-0.555764 # DEPENDENCYPART_GRANDPAR
(10,19),(19,5),-0.436767 # DEPENDENCYPART_GRANDPAR
(10,19),(19,6),-0.522902 # DEPENDENCYPART_GRANDPAR
(10,19),(19,7),-0.642208 # DEPENDENCYPART_GRANDPAR
(10,19),(19,8),-0.623583 # DEPENDENCYPART_GRANDPAR
(10,19),(19,9),-0.525571 # DEPENDENCYPART_GRANDPAR
(10,19),(19,10),-0.585481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,19),(19,11),0.331566 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),0.0420402 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),-0.43401 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),-0.220595 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.409099 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.268083 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.84611 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.445355 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.264686 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.16723 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.37617 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.28588 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.417457 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.358238 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.322128 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.282194 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.441631 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.261664 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.280321 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.35665 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.474783 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.572497 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.502028 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.655816 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.669726 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.763752 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-0.791301 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-0.755295 # DEPENDENCYPART_GRANDPAR
(11,10),(10,20),-0.868469 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.885858 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,1),-0.88297 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-0.72151 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-0.972256 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.822843 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.798224 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.710536 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.99387 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.671407 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.74611 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.646418 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.969688 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.242889 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.0871382 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.252936 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.235731 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.294522 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.32267 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.320033 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.0864561 # DEPENDENCYPART_GRANDPAR
(11,18),(18,1),-0.85471 # DEPENDENCYPART_GRANDPAR
(11,18),(18,2),-0.768425 # DEPENDENCYPART_GRANDPAR
(11,18),(18,3),-0.943507 # DEPENDENCYPART_GRANDPAR
(11,18),(18,4),-0.813559 # DEPENDENCYPART_GRANDPAR
(11,18),(18,6),-0.716795 # DEPENDENCYPART_GRANDPAR
(11,18),(18,8),-0.681501 # DEPENDENCYPART_GRANDPAR
(11,18),(18,10),-0.652679 # DEPENDENCYPART_GRANDPAR
(11,18),(18,12),0.0586155 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),0.015808 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),-0.0256186 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.0871368 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.170528 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.10707 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.346856 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.274415 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.55971 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,14),-0.391204 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.629693 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.721676 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.726369 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.327887 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.368866 # DEPENDENCYPART_GRANDPAR
(13,11),(11,14),-0.345583 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-1.04935 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.739508 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.422792 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.322544 # DEPENDENCYPART_GRANDPAR
(13,18),(18,1),-1.00514 # DEPENDENCYPART_GRANDPAR
(13,18),(18,2),-1.03342 # DEPENDENCYPART_GRANDPAR
(13,18),(18,3),-1.0995 # DEPENDENCYPART_GRANDPAR
(13,18),(18,4),-1.01719 # DEPENDENCYPART_GRANDPAR
(13,18),(18,6),-0.828477 # DEPENDENCYPART_GRANDPAR
(13,18),(18,8),-0.823164 # DEPENDENCYPART_GRANDPAR
(13,18),(18,10),-0.787774 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.879167 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-1.18131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),0.158741 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),-0.543022 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.338138 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.163376 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.634976 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.520164 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),-0.423521 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.508392 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.503988 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.329337 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),-0.128639 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),0.00821074 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),-0.76641 # DEPENDENCYPART_GRANDPAR
(14,2),(2,8),0.0665036 # DEPENDENCYPART_GRANDPAR
(14,2),(2,9),0.459767 # DEPENDENCYPART_GRANDPAR
(14,2),(2,10),0.0612133 # DEPENDENCYPART_GRANDPAR
(14,2),(2,11),-0.0991237 # DEPENDENCYPART_GRANDPAR
(14,2),(2,14),-1.3353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,2),(2,15),-0.856575 # DEPENDENCYPART_GRANDPAR
(14,2),(2,16),-0.817073 # DEPENDENCYPART_GRANDPAR
(14,2),(2,19),-0.790159 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-0.503567 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.585872 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.312507 # DEPENDENCYPART_GRANDPAR
(14,3),(3,7),-0.739207 # DEPENDENCYPART_GRANDPAR
(14,3),(3,9),0.969825 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.410384 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.494193 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.286977 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.112866 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.0532166 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.861606 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),0.0121759 # DEPENDENCYPART_GRANDPAR
(14,4),(4,9),0.514325 # DEPENDENCYPART_GRANDPAR
(14,4),(4,10),0.0010478 # DEPENDENCYPART_GRANDPAR
(14,4),(4,11),-0.0369924 # DEPENDENCYPART_GRANDPAR
(14,4),(4,14),-1.2166 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,4),(4,15),-0.854535 # DEPENDENCYPART_GRANDPAR
(14,4),(4,16),-0.767534 # DEPENDENCYPART_GRANDPAR
(14,4),(4,18),-0.504788 # DEPENDENCYPART_GRANDPAR
(14,4),(4,19),-0.735153 # DEPENDENCYPART_GRANDPAR
(14,4),(4,20),-0.851808 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.529365 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.603351 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.394259 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),0.0415541 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.704418 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),0.53373 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),-0.604927 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.620157 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.464093 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.523015 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.172069 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.814241 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),0.0320615 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),0.539867 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),0.0391582 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),-0.00591804 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-1.22224 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,6),(6,15),-0.840058 # DEPENDENCYPART_GRANDPAR
(14,6),(6,16),-0.81135 # DEPENDENCYPART_GRANDPAR
(14,6),(6,18),-0.512681 # DEPENDENCYPART_GRANDPAR
(14,6),(6,19),-0.738254 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.0735413 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.0355457 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.608422 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.667151 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.448981 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.530194 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.232382 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),0.0196424 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.886557 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),0.553987 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),0.0502469 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.0012285 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),0.128935 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-1.22301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,15),-0.841951 # DEPENDENCYPART_GRANDPAR
(14,8),(8,16),-0.811352 # DEPENDENCYPART_GRANDPAR
(14,8),(8,18),-0.512783 # DEPENDENCYPART_GRANDPAR
(14,8),(8,19),-0.739224 # DEPENDENCYPART_GRANDPAR
(14,8),(8,20),-0.921533 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.67 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),0.105031 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.0794481 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.599072 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.596001 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.475964 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.513479 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.16835 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.0780024 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.861061 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.073091 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),0.0361059 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.0053681 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.0209335 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.129827 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-1.22224 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.840064 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.806111 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.77386 # DEPENDENCYPART_GRANDPAR
(14,10),(10,18),-0.51269 # DEPENDENCYPART_GRANDPAR
(14,10),(10,19),-0.738254 # DEPENDENCYPART_GRANDPAR
(14,10),(10,20),-0.916135 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),0.118681 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.00489832 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.0789638 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.22947 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.834265 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.48802 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.00445494 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.0176397 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.0542819 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.842617 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.547778 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.821078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,18),-0.0235994 # DEPENDENCYPART_GRANDPAR
(14,17),(17,8),-0.51283 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.496995 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.415304 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.780309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),-0.271698 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.293194 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),0.0813818 # DEPENDENCYPART_GRANDPAR
(14,18),(18,1),-1.00798 # DEPENDENCYPART_GRANDPAR
(14,18),(18,2),-1.21964 # DEPENDENCYPART_GRANDPAR
(14,18),(18,3),-1.03079 # DEPENDENCYPART_GRANDPAR
(14,18),(18,4),-0.927016 # DEPENDENCYPART_GRANDPAR
(14,18),(18,6),-0.550512 # DEPENDENCYPART_GRANDPAR
(14,18),(18,8),-0.51306 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-0.497225 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.576749 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.415578 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.750003 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),-0.210771 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.277717 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.102416 # DEPENDENCYPART_GRANDPAR
(14,19),(19,1),-0.958392 # DEPENDENCYPART_GRANDPAR
(14,19),(19,2),-1.21384 # DEPENDENCYPART_GRANDPAR
(14,19),(19,3),-0.960773 # DEPENDENCYPART_GRANDPAR
(14,19),(19,4),-0.909075 # DEPENDENCYPART_GRANDPAR
(14,19),(19,5),-0.548817 # DEPENDENCYPART_GRANDPAR
(14,19),(19,6),-0.535691 # DEPENDENCYPART_GRANDPAR
(14,19),(19,7),-1.32173 # DEPENDENCYPART_GRANDPAR
(14,19),(19,8),-0.498278 # DEPENDENCYPART_GRANDPAR
(14,19),(19,9),-0.272725 # DEPENDENCYPART_GRANDPAR
(14,19),(19,10),-0.482404 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-0.523066 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.703455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),-0.343872 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),-0.340192 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.300613 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),0.073722 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.50527 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),-0.282357 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),0.20631 # DEPENDENCYPART_GRANDPAR
