# _root_ He said the third-quarter estimate indicates profit for the nine months of $ 4.65 a share , `` almost equal to the full-year 1988 earnings '' of $ 108.6 million , or $ 4.81 a share .
#goldHeads=2,0,5,5,6,2,6,7,11,11,8,7,12,13,16,13,7,20,20,7,20,25,25,25,21,25,25,27,28,28,28,28,32,33,36,33,2,
#predictedHeads=2,0,5,5,6,2,6,7,11,11,8,11,12,13,16,13,13,13,20,13,20,25,25,25,21,25,25,27,28,28,28,28,32,33,36,33,2,
(20,26),(20,27),0.495698 # DEPENDENCYPART_SIBL
(20,26),(20,28),0.0556888 # DEPENDENCYPART_SIBL
(20,26),(20,30),0.245436 # DEPENDENCYPART_SIBL
(20,26),(20,31),0.0671401 # DEPENDENCYPART_SIBL
(20,26),(20,32),0.458716 # DEPENDENCYPART_SIBL
(20,27),(20,28),-0.111396 # DEPENDENCYPART_SIBL
(20,27),(20,30),0.0784014 # DEPENDENCYPART_SIBL
(20,27),(20,31),0.0935533 # DEPENDENCYPART_SIBL
(20,27),(20,32),-0.0363307 # DEPENDENCYPART_SIBL
(20,28),(20,30),0.163203 # DEPENDENCYPART_SIBL
(20,28),(20,31),0.158983 # DEPENDENCYPART_SIBL
(20,28),(20,32),0.251245 # DEPENDENCYPART_SIBL
(20,30),(20,31),-0.0298954 # DEPENDENCYPART_SIBL
(20,30),(20,32),0.0633085 # DEPENDENCYPART_SIBL
(20,31),(20,32),0.909874 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.0396693 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.0222503 # DEPENDENCYPART_SIBL
(21,18),(21,23),0.0136117 # DEPENDENCYPART_SIBL
(21,18),(21,24),0.120176 # DEPENDENCYPART_SIBL
(21,18),(21,25),-0.026832 # DEPENDENCYPART_SIBL
(21,18),(21,26),0.585227 # DEPENDENCYPART_SIBL
(21,18),(21,27),0.0845678 # DEPENDENCYPART_SIBL
(21,18),(21,28),-0.0856616 # DEPENDENCYPART_SIBL
(21,18),(21,30),0.116678 # DEPENDENCYPART_SIBL
(21,18),(21,31),0.0833904 # DEPENDENCYPART_SIBL
(21,18),(21,32),0.140009 # DEPENDENCYPART_SIBL
(21,18),(21,33),-0.0856616 # DEPENDENCYPART_SIBL
(21,18),(21,36),0.0531106 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0288561 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.0284632 # DEPENDENCYPART_SIBL
(21,19),(21,24),0.0560541 # DEPENDENCYPART_SIBL
(21,19),(21,25),0.00992546 # DEPENDENCYPART_SIBL
(21,19),(21,26),-0.00834953 # DEPENDENCYPART_SIBL
(21,19),(21,27),0.00991353 # DEPENDENCYPART_SIBL
(21,19),(21,28),-0.0813405 # DEPENDENCYPART_SIBL
(21,19),(21,30),0.0646039 # DEPENDENCYPART_SIBL
(21,19),(21,31),-0.0130009 # DEPENDENCYPART_SIBL
(21,19),(21,32),-0.00192483 # DEPENDENCYPART_SIBL
(21,19),(21,33),-0.0813405 # DEPENDENCYPART_SIBL
(21,19),(21,36),0.216048 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.0951781 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.142218 # DEPENDENCYPART_SIBL
(21,22),(21,25),-0.323023 # DEPENDENCYPART_SIBL
(21,22),(21,26),-0.0613097 # DEPENDENCYPART_SIBL
(21,22),(21,27),-0.0556657 # DEPENDENCYPART_SIBL
(21,22),(21,28),-0.271925 # DEPENDENCYPART_SIBL
(21,22),(21,30),-0.139165 # DEPENDENCYPART_SIBL
(21,22),(21,31),-0.020072 # DEPENDENCYPART_SIBL
(21,22),(21,32),-0.0287005 # DEPENDENCYPART_SIBL
(21,22),(21,33),-0.271925 # DEPENDENCYPART_SIBL
(21,22),(21,36),-0.396535 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.243606 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.464787 # DEPENDENCYPART_SIBL
(21,23),(21,26),-0.0135826 # DEPENDENCYPART_SIBL
(21,23),(21,27),-0.0439908 # DEPENDENCYPART_SIBL
(21,23),(21,28),-0.306621 # DEPENDENCYPART_SIBL
(21,23),(21,30),-0.253974 # DEPENDENCYPART_SIBL
(21,23),(21,31),-0.0527322 # DEPENDENCYPART_SIBL
(21,23),(21,32),-0.084482 # DEPENDENCYPART_SIBL
(21,23),(21,33),-0.306621 # DEPENDENCYPART_SIBL
(21,23),(21,36),-0.46665 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.602662 # DEPENDENCYPART_SIBL
(21,24),(21,26),-0.0996878 # DEPENDENCYPART_SIBL
(21,24),(21,27),-0.0604276 # DEPENDENCYPART_SIBL
(21,24),(21,28),-0.280215 # DEPENDENCYPART_SIBL
(21,24),(21,30),-0.181949 # DEPENDENCYPART_SIBL
(21,24),(21,31),-0.192809 # DEPENDENCYPART_SIBL
(21,24),(21,32),-0.127096 # DEPENDENCYPART_SIBL
(21,24),(21,33),-0.280215 # DEPENDENCYPART_SIBL
(21,24),(21,36),-0.491965 # DEPENDENCYPART_SIBL
(21,25),(21,26),-0.0387069 # DEPENDENCYPART_SIBL
(21,25),(21,27),-0.105725 # DEPENDENCYPART_SIBL
(21,25),(21,28),-0.340046 # DEPENDENCYPART_SIBL
(21,25),(21,30),-0.274265 # DEPENDENCYPART_SIBL
(21,25),(21,31),0.00379268 # DEPENDENCYPART_SIBL
(21,25),(21,32),-0.0544361 # DEPENDENCYPART_SIBL
(21,25),(21,33),-0.340046 # DEPENDENCYPART_SIBL
(21,25),(21,36),-0.537665 # DEPENDENCYPART_SIBL
(21,26),(21,27),0.298897 # DEPENDENCYPART_SIBL
(21,26),(21,28),-0.22326 # DEPENDENCYPART_SIBL
(21,26),(21,30),-0.0531482 # DEPENDENCYPART_SIBL
(21,26),(21,31),-0.0356526 # DEPENDENCYPART_SIBL
(21,26),(21,32),0.187526 # DEPENDENCYPART_SIBL
(21,26),(21,33),-0.22326 # DEPENDENCYPART_SIBL
(21,26),(21,36),-0.132914 # DEPENDENCYPART_SIBL
(21,27),(21,28),-0.266089 # DEPENDENCYPART_SIBL
(21,27),(21,30),-0.153853 # DEPENDENCYPART_SIBL
(21,27),(21,31),-0.0115957 # DEPENDENCYPART_SIBL
(21,27),(21,32),-0.128926 # DEPENDENCYPART_SIBL
(21,27),(21,33),-0.266089 # DEPENDENCYPART_SIBL
(21,27),(21,36),-0.274501 # DEPENDENCYPART_SIBL
(21,28),(21,30),-0.0850693 # DEPENDENCYPART_SIBL
(21,28),(21,31),-0.0258412 # DEPENDENCYPART_SIBL
(21,28),(21,32),-0.0124057 # DEPENDENCYPART_SIBL
(21,28),(21,33),-0.44888 # DEPENDENCYPART_SIBL
(21,28),(21,36),-0.25609 # DEPENDENCYPART_SIBL
(21,30),(21,31),-0.116558 # DEPENDENCYPART_SIBL
(21,30),(21,32),-0.048059 # DEPENDENCYPART_SIBL
(21,30),(21,33),-0.261058 # DEPENDENCYPART_SIBL
(21,30),(21,36),-0.528907 # DEPENDENCYPART_SIBL
(21,31),(21,32),0.960365 # DEPENDENCYPART_SIBL
(21,31),(21,33),0.000369961 # DEPENDENCYPART_SIBL
(21,31),(21,36),-0.0826871 # DEPENDENCYPART_SIBL
(21,32),(21,33),-0.101113 # DEPENDENCYPART_SIBL
(21,32),(21,36),-0.0357897 # DEPENDENCYPART_SIBL
(21,33),(21,36),-0.25609 # DEPENDENCYPART_SIBL
(22,23),(22,24),0.04088 # DEPENDENCYPART_SIBL
(23,22),(23,24),0.0127456 # DEPENDENCYPART_SIBL
(23,22),(23,26),0.187628 # DEPENDENCYPART_SIBL
(23,22),(23,27),0.457176 # DEPENDENCYPART_SIBL
(23,22),(23,28),0.0899416 # DEPENDENCYPART_SIBL
(23,22),(23,31),0.0576779 # DEPENDENCYPART_SIBL
(23,22),(23,32),0.17162 # DEPENDENCYPART_SIBL
(23,24),(23,26),-0.000216671 # DEPENDENCYPART_SIBL
(23,24),(23,27),0.00827054 # DEPENDENCYPART_SIBL
(23,24),(23,28),-0.0502661 # DEPENDENCYPART_SIBL
(23,24),(23,31),-0.0956558 # DEPENDENCYPART_SIBL
(23,24),(23,32),-0.0161055 # DEPENDENCYPART_SIBL
(23,26),(23,27),0.510645 # DEPENDENCYPART_SIBL
(23,26),(23,28),0.0560579 # DEPENDENCYPART_SIBL
(23,26),(23,31),0.0751002 # DEPENDENCYPART_SIBL
(23,26),(23,32),0.44053 # DEPENDENCYPART_SIBL
(23,27),(23,28),-0.117882 # DEPENDENCYPART_SIBL
(23,27),(23,31),0.0947569 # DEPENDENCYPART_SIBL
(23,27),(23,32),-0.0606318 # DEPENDENCYPART_SIBL
(23,28),(23,31),0.168862 # DEPENDENCYPART_SIBL
(23,28),(23,32),0.234871 # DEPENDENCYPART_SIBL
(23,31),(23,32),0.903575 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.328287 # DEPENDENCYPART_SIBL
(24,22),(24,27),0.454404 # DEPENDENCYPART_SIBL
(24,22),(24,28),0.0154217 # DEPENDENCYPART_SIBL
(24,23),(24,27),0.0633458 # DEPENDENCYPART_SIBL
(24,23),(24,28),0.0542946 # DEPENDENCYPART_SIBL
(24,27),(24,28),0.101154 # DEPENDENCYPART_SIBL
(25,13),(25,16),0.0437064 # DEPENDENCYPART_SIBL
(25,13),(25,18),0.106961 # DEPENDENCYPART_SIBL
(25,13),(25,19),0.0301124 # DEPENDENCYPART_SIBL
(25,13),(25,20),0.0913063 # DEPENDENCYPART_SIBL
(25,13),(25,22),-0.259018 # DEPENDENCYPART_SIBL
(25,13),(25,23),0.0972258 # DEPENDENCYPART_SIBL
(25,13),(25,24),-0.0194572 # DEPENDENCYPART_SIBL
(25,13),(25,26),-0.00224281 # DEPENDENCYPART_SIBL
(25,13),(25,27),0.0605042 # DEPENDENCYPART_SIBL
(25,13),(25,28),-0.039072 # DEPENDENCYPART_SIBL
(25,13),(25,30),0.00543765 # DEPENDENCYPART_SIBL
(25,13),(25,31),0.00785339 # DEPENDENCYPART_SIBL
(25,13),(25,32),0.0623075 # DEPENDENCYPART_SIBL
(25,13),(25,33),-0.039072 # DEPENDENCYPART_SIBL
(25,13),(25,36),0.0482633 # DEPENDENCYPART_SIBL
(25,16),(25,18),0.175919 # DEPENDENCYPART_SIBL
(25,16),(25,19),0.0110462 # DEPENDENCYPART_SIBL
(25,16),(25,20),-0.0437227 # DEPENDENCYPART_SIBL
(25,16),(25,22),-0.478002 # DEPENDENCYPART_SIBL
(25,16),(25,23),-0.041053 # DEPENDENCYPART_SIBL
(25,16),(25,24),-0.100332 # DEPENDENCYPART_SIBL
(25,16),(25,26),0.0671577 # DEPENDENCYPART_SIBL
(25,16),(25,27),0.0336149 # DEPENDENCYPART_SIBL
(25,16),(25,28),0.0354276 # DEPENDENCYPART_SIBL
(25,16),(25,30),0.0344688 # DEPENDENCYPART_SIBL
(25,16),(25,31),0.0159551 # DEPENDENCYPART_SIBL
(25,16),(25,32),0.0931742 # DEPENDENCYPART_SIBL
(25,16),(25,33),0.0354276 # DEPENDENCYPART_SIBL
(25,16),(25,36),0.0198716 # DEPENDENCYPART_SIBL
(25,18),(25,19),0.0903049 # DEPENDENCYPART_SIBL
(25,18),(25,20),0.161539 # DEPENDENCYPART_SIBL
(25,18),(25,22),0.0185591 # DEPENDENCYPART_SIBL
(25,18),(25,23),0.162479 # DEPENDENCYPART_SIBL
(25,18),(25,24),0.10344 # DEPENDENCYPART_SIBL
(25,18),(25,26),0.830493 # DEPENDENCYPART_SIBL
(25,18),(25,27),0.178105 # DEPENDENCYPART_SIBL
(25,18),(25,28),0.00152158 # DEPENDENCYPART_SIBL
(25,18),(25,30),0.133741 # DEPENDENCYPART_SIBL
(25,18),(25,31),0.0966504 # DEPENDENCYPART_SIBL
(25,18),(25,32),0.192885 # DEPENDENCYPART_SIBL
(25,18),(25,33),0.00152158 # DEPENDENCYPART_SIBL
(25,18),(25,36),0.0824886 # DEPENDENCYPART_SIBL
(25,19),(25,20),0.015164 # DEPENDENCYPART_SIBL
(25,19),(25,22),-0.0037363 # DEPENDENCYPART_SIBL
(25,19),(25,23),0.0248943 # DEPENDENCYPART_SIBL
(25,19),(25,24),-0.172663 # DEPENDENCYPART_SIBL
(25,19),(25,26),0.00129357 # DEPENDENCYPART_SIBL
(25,19),(25,27),0.128312 # DEPENDENCYPART_SIBL
(25,19),(25,28),-0.0429286 # DEPENDENCYPART_SIBL
(25,19),(25,30),0.0209817 # DEPENDENCYPART_SIBL
(25,19),(25,31),0.0078716 # DEPENDENCYPART_SIBL
(25,19),(25,32),0.0139603 # DEPENDENCYPART_SIBL
(25,19),(25,33),-0.0429286 # DEPENDENCYPART_SIBL
(25,19),(25,36),0.0915067 # DEPENDENCYPART_SIBL
(25,20),(25,22),-0.542152 # DEPENDENCYPART_SIBL
(25,20),(25,23),-0.0654322 # DEPENDENCYPART_SIBL
(25,20),(25,24),-0.096584 # DEPENDENCYPART_SIBL
(25,20),(25,26),0.0382132 # DEPENDENCYPART_SIBL
(25,20),(25,27),0.208784 # DEPENDENCYPART_SIBL
(25,20),(25,28),0.0944713 # DEPENDENCYPART_SIBL
(25,20),(25,30),0.0172577 # DEPENDENCYPART_SIBL
(25,20),(25,31),0.124461 # DEPENDENCYPART_SIBL
(25,20),(25,32),0.0610754 # DEPENDENCYPART_SIBL
(25,20),(25,33),0.0944713 # DEPENDENCYPART_SIBL
(25,20),(25,36),0.0593417 # DEPENDENCYPART_SIBL
(25,22),(25,23),0.0327366 # DEPENDENCYPART_SIBL
(25,22),(25,24),0.142765 # DEPENDENCYPART_SIBL
(25,22),(25,26),0.0950561 # DEPENDENCYPART_SIBL
(25,22),(25,27),0.507311 # DEPENDENCYPART_SIBL
(25,22),(25,28),-0.0943859 # DEPENDENCYPART_SIBL
(25,22),(25,30),-0.00358667 # DEPENDENCYPART_SIBL
(25,22),(25,31),0.0188782 # DEPENDENCYPART_SIBL
(25,22),(25,32),0.0531334 # DEPENDENCYPART_SIBL
(25,22),(25,33),-0.0943859 # DEPENDENCYPART_SIBL
(25,22),(25,36),0.0168732 # DEPENDENCYPART_SIBL
(25,23),(25,24),-0.0753843 # DEPENDENCYPART_SIBL
(25,23),(25,26),0.0410592 # DEPENDENCYPART_SIBL
(25,23),(25,27),0.204141 # DEPENDENCYPART_SIBL
(25,23),(25,28),0.0973164 # DEPENDENCYPART_SIBL
(25,23),(25,30),0.0203161 # DEPENDENCYPART_SIBL
(25,23),(25,31),0.123681 # DEPENDENCYPART_SIBL
(25,23),(25,32),0.0708018 # DEPENDENCYPART_SIBL
(25,23),(25,33),0.0973164 # DEPENDENCYPART_SIBL
(25,23),(25,36),0.0640046 # DEPENDENCYPART_SIBL
(25,24),(25,26),-0.0148737 # DEPENDENCYPART_SIBL
(25,24),(25,27),0.0711705 # DEPENDENCYPART_SIBL
(25,24),(25,28),-0.00267977 # DEPENDENCYPART_SIBL
(25,24),(25,30),-0.0116154 # DEPENDENCYPART_SIBL
(25,24),(25,31),-0.00978374 # DEPENDENCYPART_SIBL
(25,24),(25,32),0.0576046 # DEPENDENCYPART_SIBL
(25,24),(25,33),-0.00267977 # DEPENDENCYPART_SIBL
(25,24),(25,36),0.049843 # DEPENDENCYPART_SIBL
(25,26),(25,27),0.518205 # DEPENDENCYPART_SIBL
(25,26),(25,28),0.0965354 # DEPENDENCYPART_SIBL
(25,26),(25,30),0.225863 # DEPENDENCYPART_SIBL
(25,26),(25,31),-0.0092513 # DEPENDENCYPART_SIBL
(25,26),(25,32),0.307561 # DEPENDENCYPART_SIBL
(25,26),(25,33),0.0965354 # DEPENDENCYPART_SIBL
(25,26),(25,36),0.300317 # DEPENDENCYPART_SIBL
(25,27),(25,28),0.000804681 # DEPENDENCYPART_SIBL
(25,27),(25,30),0.0709555 # DEPENDENCYPART_SIBL
(25,27),(25,31),0.0354485 # DEPENDENCYPART_SIBL
(25,27),(25,32),-0.000261834 # DEPENDENCYPART_SIBL
(25,27),(25,33),0.000804681 # DEPENDENCYPART_SIBL
(25,27),(25,36),0.069542 # DEPENDENCYPART_SIBL
(25,28),(25,30),0.0869223 # DEPENDENCYPART_SIBL
(25,28),(25,31),-0.00835246 # DEPENDENCYPART_SIBL
(25,28),(25,32),0.0785382 # DEPENDENCYPART_SIBL
(25,28),(25,33),-0.178823 # DEPENDENCYPART_SIBL
(25,28),(25,36),0.0861304 # DEPENDENCYPART_SIBL
(25,30),(25,31),-0.0158227 # DEPENDENCYPART_SIBL
(25,30),(25,32),0.0647806 # DEPENDENCYPART_SIBL
(25,30),(25,33),0.0521284 # DEPENDENCYPART_SIBL
(25,30),(25,36),-0.0394515 # DEPENDENCYPART_SIBL
(25,31),(25,32),0.985342 # DEPENDENCYPART_SIBL
(25,31),(25,33),0.33124 # DEPENDENCYPART_SIBL
(25,31),(25,36),0.348568 # DEPENDENCYPART_SIBL
(25,32),(25,33),-0.0837678 # DEPENDENCYPART_SIBL
(25,32),(25,36),-0.0354722 # DEPENDENCYPART_SIBL
(25,33),(25,36),0.0861304 # DEPENDENCYPART_SIBL
(26,23),(26,24),-0.0165345 # DEPENDENCYPART_SIBL
(26,23),(26,25),0.0472591 # DEPENDENCYPART_SIBL
(26,23),(26,27),0.00993334 # DEPENDENCYPART_SIBL
(26,23),(26,28),-0.00184885 # DEPENDENCYPART_SIBL
(26,24),(26,25),-0.0112899 # DEPENDENCYPART_SIBL
(26,24),(26,27),0.0306004 # DEPENDENCYPART_SIBL
(26,24),(26,28),0.0144199 # DEPENDENCYPART_SIBL
(26,25),(26,27),0.0725877 # DEPENDENCYPART_SIBL
(26,25),(26,28),-0.0302547 # DEPENDENCYPART_SIBL
(26,27),(26,28),-0.0791549 # DEPENDENCYPART_SIBL
(27,25),(27,26),0.0790993 # DEPENDENCYPART_SIBL
(27,25),(27,28),-0.147157 # DEPENDENCYPART_SIBL
(27,25),(27,29),-0.089175 # DEPENDENCYPART_SIBL
(27,25),(27,30),-0.108439 # DEPENDENCYPART_SIBL
(27,25),(27,31),-0.116382 # DEPENDENCYPART_SIBL
(27,25),(27,32),-0.129746 # DEPENDENCYPART_SIBL
(27,25),(27,33),-0.147157 # DEPENDENCYPART_SIBL
(27,25),(27,36),-0.106602 # DEPENDENCYPART_SIBL
(27,26),(27,28),-0.0497829 # DEPENDENCYPART_SIBL
(27,26),(27,29),0.0442219 # DEPENDENCYPART_SIBL
(27,26),(27,30),0.0364354 # DEPENDENCYPART_SIBL
(27,26),(27,31),0.021783 # DEPENDENCYPART_SIBL
(27,26),(27,32),-0.123472 # DEPENDENCYPART_SIBL
(27,26),(27,33),-0.0497829 # DEPENDENCYPART_SIBL
(27,26),(27,36),0.0138824 # DEPENDENCYPART_SIBL
(27,28),(27,29),-0.347824 # DEPENDENCYPART_SIBL
(27,28),(27,30),-0.381796 # DEPENDENCYPART_SIBL
(27,28),(27,31),-0.0624368 # DEPENDENCYPART_SIBL
(27,28),(27,32),-0.156393 # DEPENDENCYPART_SIBL
(27,28),(27,33),-0.757704 # DEPENDENCYPART_SIBL
(27,28),(27,36),-0.846493 # DEPENDENCYPART_SIBL
(27,29),(27,30),-0.335972 # DEPENDENCYPART_SIBL
(27,29),(27,31),-0.108241 # DEPENDENCYPART_SIBL
(27,29),(27,32),-0.162734 # DEPENDENCYPART_SIBL
(27,29),(27,33),-0.422373 # DEPENDENCYPART_SIBL
(27,29),(27,36),-0.740355 # DEPENDENCYPART_SIBL
(27,30),(27,31),-0.0693255 # DEPENDENCYPART_SIBL
(27,30),(27,32),-0.0728277 # DEPENDENCYPART_SIBL
(27,30),(27,33),-0.388206 # DEPENDENCYPART_SIBL
(27,30),(27,36),-0.768822 # DEPENDENCYPART_SIBL
(27,31),(27,32),0.937841 # DEPENDENCYPART_SIBL
(27,31),(27,33),0.0302822 # DEPENDENCYPART_SIBL
(27,31),(27,36),-0.116067 # DEPENDENCYPART_SIBL
(27,32),(27,33),-0.211707 # DEPENDENCYPART_SIBL
(27,32),(27,36),-0.264368 # DEPENDENCYPART_SIBL
(27,33),(27,36),-0.846493 # DEPENDENCYPART_SIBL
(28,22),(28,23),0.185898 # DEPENDENCYPART_SIBL
(28,22),(28,24),0.120608 # DEPENDENCYPART_SIBL
(28,22),(28,26),0.186523 # DEPENDENCYPART_SIBL
(28,22),(28,27),0.118302 # DEPENDENCYPART_SIBL
(28,22),(28,29),0.130114 # DEPENDENCYPART_SIBL
(28,22),(28,30),0.0273955 # DEPENDENCYPART_SIBL
(28,22),(28,31),0.108466 # DEPENDENCYPART_SIBL
(28,22),(28,32),0.0900239 # DEPENDENCYPART_SIBL
(28,22),(28,33),-0.0209126 # DEPENDENCYPART_SIBL
(28,22),(28,34),0.130114 # DEPENDENCYPART_SIBL
(28,22),(28,36),0.18235 # DEPENDENCYPART_SIBL
(28,23),(28,24),0.00499733 # DEPENDENCYPART_SIBL
(28,23),(28,26),0.196281 # DEPENDENCYPART_SIBL
(28,23),(28,27),0.200107 # DEPENDENCYPART_SIBL
(28,23),(28,29),-0.10068 # DEPENDENCYPART_SIBL
(28,23),(28,30),-0.30227 # DEPENDENCYPART_SIBL
(28,23),(28,31),-0.126454 # DEPENDENCYPART_SIBL
(28,23),(28,32),-0.109547 # DEPENDENCYPART_SIBL
(28,23),(28,33),-0.0920905 # DEPENDENCYPART_SIBL
(28,23),(28,34),-0.10068 # DEPENDENCYPART_SIBL
(28,23),(28,36),-0.0979665 # DEPENDENCYPART_SIBL
(28,24),(28,26),0.0876236 # DEPENDENCYPART_SIBL
(28,24),(28,27),0.173792 # DEPENDENCYPART_SIBL
(28,24),(28,29),-0.0638081 # DEPENDENCYPART_SIBL
(28,24),(28,30),-0.16583 # DEPENDENCYPART_SIBL
(28,24),(28,31),-0.0920895 # DEPENDENCYPART_SIBL
(28,24),(28,32),-0.0480413 # DEPENDENCYPART_SIBL
(28,24),(28,33),-0.09174 # DEPENDENCYPART_SIBL
(28,24),(28,34),-0.0638081 # DEPENDENCYPART_SIBL
(28,24),(28,36),-0.0199791 # DEPENDENCYPART_SIBL
(28,26),(28,27),0.148877 # DEPENDENCYPART_SIBL
(28,26),(28,29),0.190971 # DEPENDENCYPART_SIBL
(28,26),(28,30),0.128002 # DEPENDENCYPART_SIBL
(28,26),(28,31),0.064073 # DEPENDENCYPART_SIBL
(28,26),(28,32),-0.0025753 # DEPENDENCYPART_SIBL
(28,26),(28,33),-0.0071958 # DEPENDENCYPART_SIBL
(28,26),(28,34),0.190971 # DEPENDENCYPART_SIBL
(28,26),(28,36),0.076582 # DEPENDENCYPART_SIBL
(28,27),(28,29),-0.0436365 # DEPENDENCYPART_SIBL
(28,27),(28,30),-0.0817012 # DEPENDENCYPART_SIBL
(28,27),(28,31),-0.0519072 # DEPENDENCYPART_SIBL
(28,27),(28,32),-0.0474693 # DEPENDENCYPART_SIBL
(28,27),(28,33),-0.157651 # DEPENDENCYPART_SIBL
(28,27),(28,34),-0.0436365 # DEPENDENCYPART_SIBL
(28,27),(28,36),-0.00430151 # DEPENDENCYPART_SIBL
(28,29),(28,30),0.234261 # DEPENDENCYPART_SIBL
(28,29),(28,31),0.00829002 # DEPENDENCYPART_SIBL
(28,29),(28,32),0.359292 # DEPENDENCYPART_SIBL
(28,29),(28,33),0.193712 # DEPENDENCYPART_SIBL
(28,29),(28,34),-0.043116 # DEPENDENCYPART_SIBL
(28,29),(28,36),0.112575 # DEPENDENCYPART_SIBL
(28,30),(28,31),0.0818435 # DEPENDENCYPART_SIBL
(28,30),(28,32),0.554726 # DEPENDENCYPART_SIBL
(28,30),(28,33),0.194148 # DEPENDENCYPART_SIBL
(28,30),(28,34),-0.0154023 # DEPENDENCYPART_SIBL
(28,30),(28,36),-0.013037 # DEPENDENCYPART_SIBL
(28,31),(28,32),1.85856 # DEPENDENCYPART_SIBL
(28,31),(28,33),0.409187 # DEPENDENCYPART_SIBL
(28,31),(28,34),-0.0370808 # DEPENDENCYPART_SIBL
(28,31),(28,36),0.141639 # DEPENDENCYPART_SIBL
(28,32),(28,33),-0.0234788 # DEPENDENCYPART_SIBL
(28,32),(28,34),-0.213359 # DEPENDENCYPART_SIBL
(28,32),(28,36),-0.187216 # DEPENDENCYPART_SIBL
(28,33),(28,34),0.313319 # DEPENDENCYPART_SIBL
(28,33),(28,36),0.107285 # DEPENDENCYPART_SIBL
(28,34),(28,36),0.112575 # DEPENDENCYPART_SIBL
(29,30),(29,32),0.0368308 # DEPENDENCYPART_SIBL
(29,30),(29,33),0.0668037 # DEPENDENCYPART_SIBL
(29,32),(29,33),0.0544217 # DEPENDENCYPART_SIBL
(30,22),(30,24),0.272114 # DEPENDENCYPART_SIBL
(30,22),(30,29),0.201622 # DEPENDENCYPART_SIBL
(30,22),(30,31),0.17188 # DEPENDENCYPART_SIBL
(30,22),(30,32),-0.046456 # DEPENDENCYPART_SIBL
(30,22),(30,33),0.0175077 # DEPENDENCYPART_SIBL
(30,22),(30,36),0.099519 # DEPENDENCYPART_SIBL
(30,24),(30,29),0.0629343 # DEPENDENCYPART_SIBL
(30,24),(30,31),0.0487736 # DEPENDENCYPART_SIBL
(30,24),(30,32),-0.0151534 # DEPENDENCYPART_SIBL
(30,24),(30,33),0.143386 # DEPENDENCYPART_SIBL
(30,24),(30,36),0.319997 # DEPENDENCYPART_SIBL
(30,29),(30,31),0.0758114 # DEPENDENCYPART_SIBL
(30,29),(30,32),-0.00135958 # DEPENDENCYPART_SIBL
(30,29),(30,33),0.153203 # DEPENDENCYPART_SIBL
(30,29),(30,36),0.335214 # DEPENDENCYPART_SIBL
(30,31),(30,32),1.01122 # DEPENDENCYPART_SIBL
(30,31),(30,33),0.337832 # DEPENDENCYPART_SIBL
(30,31),(30,36),0.463929 # DEPENDENCYPART_SIBL
(30,32),(30,33),0.0656304 # DEPENDENCYPART_SIBL
(30,32),(30,36),0.0907601 # DEPENDENCYPART_SIBL
(30,33),(30,36),0.0537271 # DEPENDENCYPART_SIBL
(32,33),(32,34),-0.0682245 # DEPENDENCYPART_SIBL
(32,33),(32,36),-0.336057 # DEPENDENCYPART_SIBL
(32,34),(32,36),-0.355739 # DEPENDENCYPART_SIBL
(33,30),(33,34),-0.0919913 # DEPENDENCYPART_SIBL
(33,30),(33,35),-0.0833472 # DEPENDENCYPART_SIBL
(33,30),(33,36),-0.025194 # DEPENDENCYPART_SIBL
(33,34),(33,35),-0.0416112 # DEPENDENCYPART_SIBL
(33,34),(33,36),0.112575 # DEPENDENCYPART_SIBL
(33,35),(33,36),-0.044324 # DEPENDENCYPART_SIBL
(34,30),(34,33),0.197307 # DEPENDENCYPART_SIBL
(34,30),(34,36),0.248162 # DEPENDENCYPART_SIBL
(34,33),(34,36),0.0495329 # DEPENDENCYPART_SIBL
(36,22),(36,33),0.461514 # DEPENDENCYPART_SIBL
(36,22),(36,34),0.250606 # DEPENDENCYPART_SIBL
(36,22),(36,35),-0.795711 # DEPENDENCYPART_SIBL
(36,33),(36,34),0.00869425 # DEPENDENCYPART_SIBL
(36,33),(36,35),-0.388992 # DEPENDENCYPART_SIBL
(36,34),(36,35),-0.394932 # DEPENDENCYPART_SIBL
(0,2),(2,1),1.42641 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.7077 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.39503 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.384112 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.34615 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.316919 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.506482 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.701695 # DEPENDENCYPART_GRANDPAR
