# _root_ Two years ago when the NAHB lobbied for the $ 19 billion omnibus housing bill , the organization `` basically dropped out of the taxpayers ' coalition , '' says Ms. MacDonald .
#goldHeads=2,3,21,7,6,7,21,7,15,15,10,10,15,15,8,21,18,21,21,21,30,21,22,25,27,25,23,30,30,0,32,30,30,
#predictedHeads=2,3,21,7,6,7,21,7,15,15,10,10,15,15,8,21,18,21,21,21,30,21,21,25,27,25,23,30,30,0,32,30,30,
(21,12),(21,17),-0.277524 # DEPENDENCYPART_SIBL
(21,12),(21,18),-0.159617 # DEPENDENCYPART_SIBL
(21,12),(21,19),0.041923 # DEPENDENCYPART_SIBL
(21,12),(21,20),-0.00405281 # DEPENDENCYPART_SIBL
(21,12),(21,22),-0.0469939 # DEPENDENCYPART_SIBL
(21,12),(21,23),-0.117102 # DEPENDENCYPART_SIBL
(21,12),(21,24),-0.0650087 # DEPENDENCYPART_SIBL
(21,12),(21,25),0.00501386 # DEPENDENCYPART_SIBL
(21,12),(21,26),-0.131613 # DEPENDENCYPART_SIBL
(21,12),(21,27),-0.0193896 # DEPENDENCYPART_SIBL
(21,12),(21,28),-0.0128849 # DEPENDENCYPART_SIBL
(21,12),(21,29),-0.0735655 # DEPENDENCYPART_SIBL
(21,12),(21,30),-0.0879783 # DEPENDENCYPART_SIBL
(21,12),(21,31),-0.0800507 # DEPENDENCYPART_SIBL
(21,12),(21,32),-0.0607945 # DEPENDENCYPART_SIBL
(21,12),(21,33),-0.0634965 # DEPENDENCYPART_SIBL
(21,13),(21,14),-0.538502 # DEPENDENCYPART_SIBL
(21,13),(21,15),-0.530004 # DEPENDENCYPART_SIBL
(21,13),(21,16),-0.0550244 # DEPENDENCYPART_SIBL
(21,13),(21,17),-0.42211 # DEPENDENCYPART_SIBL
(21,13),(21,18),-0.525923 # DEPENDENCYPART_SIBL
(21,13),(21,19),0.0255227 # DEPENDENCYPART_SIBL
(21,13),(21,20),-0.0232163 # DEPENDENCYPART_SIBL
(21,13),(21,22),-0.0505335 # DEPENDENCYPART_SIBL
(21,13),(21,23),-0.0594287 # DEPENDENCYPART_SIBL
(21,13),(21,24),-0.102927 # DEPENDENCYPART_SIBL
(21,13),(21,25),0.0155709 # DEPENDENCYPART_SIBL
(21,13),(21,26),0.01009 # DEPENDENCYPART_SIBL
(21,13),(21,27),-0.000604076 # DEPENDENCYPART_SIBL
(21,13),(21,28),0.0388377 # DEPENDENCYPART_SIBL
(21,13),(21,29),-0.0341521 # DEPENDENCYPART_SIBL
(21,13),(21,30),-0.0258463 # DEPENDENCYPART_SIBL
(21,13),(21,31),-0.0589954 # DEPENDENCYPART_SIBL
(21,13),(21,32),-0.0400216 # DEPENDENCYPART_SIBL
(21,13),(21,33),-0.0150216 # DEPENDENCYPART_SIBL
(21,14),(21,15),-0.527497 # DEPENDENCYPART_SIBL
(21,14),(21,16),-0.0381961 # DEPENDENCYPART_SIBL
(21,14),(21,17),-0.42346 # DEPENDENCYPART_SIBL
(21,14),(21,18),-0.523415 # DEPENDENCYPART_SIBL
(21,14),(21,19),0.0248096 # DEPENDENCYPART_SIBL
(21,14),(21,20),-0.0256033 # DEPENDENCYPART_SIBL
(21,14),(21,22),-0.0540207 # DEPENDENCYPART_SIBL
(21,14),(21,23),-0.0740875 # DEPENDENCYPART_SIBL
(21,14),(21,24),-0.106389 # DEPENDENCYPART_SIBL
(21,14),(21,25),0.000912571 # DEPENDENCYPART_SIBL
(21,14),(21,26),0.00333898 # DEPENDENCYPART_SIBL
(21,14),(21,27),-0.000251413 # DEPENDENCYPART_SIBL
(21,14),(21,28),0.0896317 # DEPENDENCYPART_SIBL
(21,14),(21,29),-0.0278351 # DEPENDENCYPART_SIBL
(21,14),(21,30),-0.0311662 # DEPENDENCYPART_SIBL
(21,14),(21,31),-0.0661009 # DEPENDENCYPART_SIBL
(21,14),(21,32),-0.0471271 # DEPENDENCYPART_SIBL
(21,14),(21,33),-0.0213196 # DEPENDENCYPART_SIBL
(21,15),(21,16),-0.0644095 # DEPENDENCYPART_SIBL
(21,15),(21,17),-0.424318 # DEPENDENCYPART_SIBL
(21,15),(21,18),-0.542442 # DEPENDENCYPART_SIBL
(21,15),(21,19),0.0208749 # DEPENDENCYPART_SIBL
(21,15),(21,20),-0.0092942 # DEPENDENCYPART_SIBL
(21,15),(21,22),-0.0380841 # DEPENDENCYPART_SIBL
(21,15),(21,23),-0.0350929 # DEPENDENCYPART_SIBL
(21,15),(21,24),-0.0904096 # DEPENDENCYPART_SIBL
(21,15),(21,25),0.038424 # DEPENDENCYPART_SIBL
(21,15),(21,26),0.0202878 # DEPENDENCYPART_SIBL
(21,15),(21,27),0.0273939 # DEPENDENCYPART_SIBL
(21,15),(21,28),0.033893 # DEPENDENCYPART_SIBL
(21,15),(21,29),-0.0355124 # DEPENDENCYPART_SIBL
(21,15),(21,30),-0.0369686 # DEPENDENCYPART_SIBL
(21,15),(21,31),-0.0124156 # DEPENDENCYPART_SIBL
(21,15),(21,32),0.0065582 # DEPENDENCYPART_SIBL
(21,15),(21,33),0.0285115 # DEPENDENCYPART_SIBL
(21,16),(21,17),-0.0912681 # DEPENDENCYPART_SIBL
(21,16),(21,18),0.00549323 # DEPENDENCYPART_SIBL
(21,16),(21,19),0.0912494 # DEPENDENCYPART_SIBL
(21,16),(21,20),0.0969168 # DEPENDENCYPART_SIBL
(21,16),(21,22),0.178576 # DEPENDENCYPART_SIBL
(21,16),(21,23),-0.0525887 # DEPENDENCYPART_SIBL
(21,16),(21,24),-0.0108221 # DEPENDENCYPART_SIBL
(21,16),(21,25),0.0639972 # DEPENDENCYPART_SIBL
(21,16),(21,26),-0.148451 # DEPENDENCYPART_SIBL
(21,16),(21,27),0.0211364 # DEPENDENCYPART_SIBL
(21,16),(21,28),0.102783 # DEPENDENCYPART_SIBL
(21,16),(21,29),-0.00162012 # DEPENDENCYPART_SIBL
(21,16),(21,30),0.0422142 # DEPENDENCYPART_SIBL
(21,16),(21,31),-0.0491184 # DEPENDENCYPART_SIBL
(21,16),(21,32),-0.0141456 # DEPENDENCYPART_SIBL
(21,16),(21,33),0.0873045 # DEPENDENCYPART_SIBL
(21,17),(21,18),-0.167395 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.324304 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.047042 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.313255 # DEPENDENCYPART_SIBL
(21,17),(21,23),0.121399 # DEPENDENCYPART_SIBL
(21,17),(21,24),-0.195649 # DEPENDENCYPART_SIBL
(21,17),(21,25),-0.109674 # DEPENDENCYPART_SIBL
(21,17),(21,26),0.146083 # DEPENDENCYPART_SIBL
(21,17),(21,27),-0.169941 # DEPENDENCYPART_SIBL
(21,17),(21,28),-0.107261 # DEPENDENCYPART_SIBL
(21,17),(21,29),-0.0676616 # DEPENDENCYPART_SIBL
(21,17),(21,30),-0.0601947 # DEPENDENCYPART_SIBL
(21,17),(21,31),-0.210653 # DEPENDENCYPART_SIBL
(21,17),(21,32),-0.191662 # DEPENDENCYPART_SIBL
(21,17),(21,33),-0.214881 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.0466387 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.00302311 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.0524215 # DEPENDENCYPART_SIBL
(21,18),(21,23),-0.0510561 # DEPENDENCYPART_SIBL
(21,18),(21,24),-0.104828 # DEPENDENCYPART_SIBL
(21,18),(21,25),0.00911485 # DEPENDENCYPART_SIBL
(21,18),(21,26),0.00806493 # DEPENDENCYPART_SIBL
(21,18),(21,27),-0.00797946 # DEPENDENCYPART_SIBL
(21,18),(21,28),0.0299989 # DEPENDENCYPART_SIBL
(21,18),(21,29),-0.0354862 # DEPENDENCYPART_SIBL
(21,18),(21,30),-0.0407494 # DEPENDENCYPART_SIBL
(21,18),(21,31),-0.0617332 # DEPENDENCYPART_SIBL
(21,18),(21,32),-0.0427594 # DEPENDENCYPART_SIBL
(21,18),(21,33),-0.0176496 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.0567059 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.182997 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.0197473 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.164086 # DEPENDENCYPART_SIBL
(21,19),(21,25),-0.0484003 # DEPENDENCYPART_SIBL
(21,19),(21,26),-0.224955 # DEPENDENCYPART_SIBL
(21,19),(21,27),-0.0147821 # DEPENDENCYPART_SIBL
(21,19),(21,28),-0.000291346 # DEPENDENCYPART_SIBL
(21,19),(21,29),0.095887 # DEPENDENCYPART_SIBL
(21,19),(21,30),-0.158596 # DEPENDENCYPART_SIBL
(21,19),(21,31),-0.0768725 # DEPENDENCYPART_SIBL
(21,19),(21,32),-0.0555278 # DEPENDENCYPART_SIBL
(21,19),(21,33),0.0788122 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.0159372 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.123168 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.0863144 # DEPENDENCYPART_SIBL
(21,20),(21,25),-0.00455098 # DEPENDENCYPART_SIBL
(21,20),(21,26),-0.202259 # DEPENDENCYPART_SIBL
(21,20),(21,27),-0.0781663 # DEPENDENCYPART_SIBL
(21,20),(21,28),0.00369691 # DEPENDENCYPART_SIBL
(21,20),(21,29),-0.0924402 # DEPENDENCYPART_SIBL
(21,20),(21,30),-0.0817109 # DEPENDENCYPART_SIBL
(21,20),(21,31),-0.127394 # DEPENDENCYPART_SIBL
(21,20),(21,32),-0.105546 # DEPENDENCYPART_SIBL
(21,20),(21,33),-0.0700094 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.0808413 # DEPENDENCYPART_SIBL
(21,22),(21,24),0.0619308 # DEPENDENCYPART_SIBL
(21,22),(21,25),0.0882717 # DEPENDENCYPART_SIBL
(21,22),(21,26),-0.0330307 # DEPENDENCYPART_SIBL
(21,22),(21,27),0.0321653 # DEPENDENCYPART_SIBL
(21,22),(21,28),0.0247773 # DEPENDENCYPART_SIBL
(21,22),(21,29),-0.0483844 # DEPENDENCYPART_SIBL
(21,22),(21,30),0.0154561 # DEPENDENCYPART_SIBL
(21,22),(21,31),-0.0118976 # DEPENDENCYPART_SIBL
(21,22),(21,32),-0.0124889 # DEPENDENCYPART_SIBL
(21,22),(21,33),-0.0105146 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.148803 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.161569 # DEPENDENCYPART_SIBL
(21,23),(21,26),-0.138125 # DEPENDENCYPART_SIBL
(21,23),(21,27),-0.140076 # DEPENDENCYPART_SIBL
(21,23),(21,28),-0.127048 # DEPENDENCYPART_SIBL
(21,23),(21,29),-0.233355 # DEPENDENCYPART_SIBL
(21,23),(21,30),-0.121842 # DEPENDENCYPART_SIBL
(21,23),(21,31),-0.165433 # DEPENDENCYPART_SIBL
(21,23),(21,32),-0.165838 # DEPENDENCYPART_SIBL
(21,23),(21,33),-0.0622882 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.141007 # DEPENDENCYPART_SIBL
(21,24),(21,26),-0.0831572 # DEPENDENCYPART_SIBL
(21,24),(21,27),-0.223279 # DEPENDENCYPART_SIBL
(21,24),(21,28),-0.0902707 # DEPENDENCYPART_SIBL
(21,24),(21,29),-0.169832 # DEPENDENCYPART_SIBL
(21,24),(21,30),-0.0650581 # DEPENDENCYPART_SIBL
(21,24),(21,31),-0.178012 # DEPENDENCYPART_SIBL
(21,24),(21,32),-0.178209 # DEPENDENCYPART_SIBL
(21,24),(21,33),-0.201213 # DEPENDENCYPART_SIBL
(21,25),(21,26),-0.0238877 # DEPENDENCYPART_SIBL
(21,25),(21,27),-0.13624 # DEPENDENCYPART_SIBL
(21,25),(21,28),0.0620905 # DEPENDENCYPART_SIBL
(21,25),(21,29),0.0338398 # DEPENDENCYPART_SIBL
(21,25),(21,30),-0.010756 # DEPENDENCYPART_SIBL
(21,25),(21,31),-0.0736796 # DEPENDENCYPART_SIBL
(21,25),(21,32),-0.0738767 # DEPENDENCYPART_SIBL
(21,25),(21,33),0.00774602 # DEPENDENCYPART_SIBL
(21,26),(21,27),-0.243393 # DEPENDENCYPART_SIBL
(21,26),(21,28),-0.162049 # DEPENDENCYPART_SIBL
(21,26),(21,29),-0.0866755 # DEPENDENCYPART_SIBL
(21,26),(21,30),-0.0671735 # DEPENDENCYPART_SIBL
(21,26),(21,31),-0.167597 # DEPENDENCYPART_SIBL
(21,26),(21,32),-0.167794 # DEPENDENCYPART_SIBL
(21,26),(21,33),-0.164286 # DEPENDENCYPART_SIBL
(21,27),(21,28),-0.0339628 # DEPENDENCYPART_SIBL
(21,27),(21,29),-0.0815168 # DEPENDENCYPART_SIBL
(21,27),(21,30),-0.0564235 # DEPENDENCYPART_SIBL
(21,27),(21,31),-0.128389 # DEPENDENCYPART_SIBL
(21,27),(21,32),-0.128986 # DEPENDENCYPART_SIBL
(21,27),(21,33),-0.0202023 # DEPENDENCYPART_SIBL
(21,28),(21,29),0.0873613 # DEPENDENCYPART_SIBL
(21,28),(21,30),0.112952 # DEPENDENCYPART_SIBL
(21,28),(21,31),0.0200031 # DEPENDENCYPART_SIBL
(21,28),(21,32),0.0209352 # DEPENDENCYPART_SIBL
(21,28),(21,33),0.0709822 # DEPENDENCYPART_SIBL
(21,29),(21,30),0.0177273 # DEPENDENCYPART_SIBL
(21,29),(21,31),-0.00196215 # DEPENDENCYPART_SIBL
(21,29),(21,32),-0.00274914 # DEPENDENCYPART_SIBL
(21,29),(21,33),-0.0806809 # DEPENDENCYPART_SIBL
(21,30),(21,31),-0.236718 # DEPENDENCYPART_SIBL
(21,30),(21,32),-0.236893 # DEPENDENCYPART_SIBL
(21,30),(21,33),0.0280262 # DEPENDENCYPART_SIBL
(21,31),(21,32),-0.221719 # DEPENDENCYPART_SIBL
(21,31),(21,33),-0.0612908 # DEPENDENCYPART_SIBL
(21,32),(21,33),-0.0134698 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.0126975 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.123137 # DEPENDENCYPART_SIBL
(22,19),(22,25),-0.0367465 # DEPENDENCYPART_SIBL
(22,19),(22,26),-0.124265 # DEPENDENCYPART_SIBL
(22,19),(22,27),0.06666 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.0456202 # DEPENDENCYPART_SIBL
(22,20),(22,25),0.0129435 # DEPENDENCYPART_SIBL
(22,20),(22,26),-0.142097 # DEPENDENCYPART_SIBL
(22,20),(22,27),0.01283 # DEPENDENCYPART_SIBL
(22,23),(22,25),0.0163862 # DEPENDENCYPART_SIBL
(22,23),(22,26),-0.0341324 # DEPENDENCYPART_SIBL
(22,23),(22,27),-0.0256476 # DEPENDENCYPART_SIBL
(22,25),(22,26),-0.0619266 # DEPENDENCYPART_SIBL
(22,25),(22,27),-0.145066 # DEPENDENCYPART_SIBL
(22,26),(22,27),-0.168484 # DEPENDENCYPART_SIBL
(23,22),(23,24),0.00317108 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.0983319 # DEPENDENCYPART_SIBL
(23,22),(23,26),0.00897878 # DEPENDENCYPART_SIBL
(23,22),(23,27),0.0897943 # DEPENDENCYPART_SIBL
(23,22),(23,28),-0.00654127 # DEPENDENCYPART_SIBL
(23,22),(23,29),-0.0313148 # DEPENDENCYPART_SIBL
(23,22),(23,30),0.00207416 # DEPENDENCYPART_SIBL
(23,22),(23,32),-0.0195447 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.388478 # DEPENDENCYPART_SIBL
(23,24),(23,26),-0.100077 # DEPENDENCYPART_SIBL
(23,24),(23,27),-0.624137 # DEPENDENCYPART_SIBL
(23,24),(23,28),-0.00482386 # DEPENDENCYPART_SIBL
(23,24),(23,29),-0.0858372 # DEPENDENCYPART_SIBL
(23,24),(23,30),-0.462384 # DEPENDENCYPART_SIBL
(23,24),(23,32),-0.42846 # DEPENDENCYPART_SIBL
(23,25),(23,26),-0.329196 # DEPENDENCYPART_SIBL
(23,25),(23,27),-0.969217 # DEPENDENCYPART_SIBL
(23,25),(23,28),-0.0483362 # DEPENDENCYPART_SIBL
(23,25),(23,29),-0.0889905 # DEPENDENCYPART_SIBL
(23,25),(23,30),-0.695899 # DEPENDENCYPART_SIBL
(23,25),(23,32),-0.667868 # DEPENDENCYPART_SIBL
(23,26),(23,27),-0.57713 # DEPENDENCYPART_SIBL
(23,26),(23,28),-0.0170227 # DEPENDENCYPART_SIBL
(23,26),(23,29),0.0513842 # DEPENDENCYPART_SIBL
(23,26),(23,30),-0.358721 # DEPENDENCYPART_SIBL
(23,26),(23,32),-0.338197 # DEPENDENCYPART_SIBL
(23,27),(23,28),0.0120034 # DEPENDENCYPART_SIBL
(23,27),(23,29),-0.210919 # DEPENDENCYPART_SIBL
(23,27),(23,30),-0.74743 # DEPENDENCYPART_SIBL
(23,27),(23,32),-0.742126 # DEPENDENCYPART_SIBL
(23,28),(23,29),0.250738 # DEPENDENCYPART_SIBL
(23,28),(23,30),0.0912765 # DEPENDENCYPART_SIBL
(23,28),(23,32),0.126478 # DEPENDENCYPART_SIBL
(23,29),(23,30),-0.367454 # DEPENDENCYPART_SIBL
(23,29),(23,32),-0.253211 # DEPENDENCYPART_SIBL
(23,30),(23,32),-0.407299 # DEPENDENCYPART_SIBL
(25,20),(25,22),-0.0345724 # DEPENDENCYPART_SIBL
(25,20),(25,24),-0.0913392 # DEPENDENCYPART_SIBL
(25,20),(25,26),-0.137535 # DEPENDENCYPART_SIBL
(25,20),(25,27),0.00130577 # DEPENDENCYPART_SIBL
(25,20),(25,28),0.00508591 # DEPENDENCYPART_SIBL
(25,20),(25,29),-0.0207054 # DEPENDENCYPART_SIBL
(25,20),(25,30),-0.0144313 # DEPENDENCYPART_SIBL
(25,20),(25,32),-0.00104157 # DEPENDENCYPART_SIBL
(25,22),(25,24),-0.249929 # DEPENDENCYPART_SIBL
(25,22),(25,26),-0.00653644 # DEPENDENCYPART_SIBL
(25,22),(25,27),0.0128427 # DEPENDENCYPART_SIBL
(25,22),(25,28),-0.0353304 # DEPENDENCYPART_SIBL
(25,22),(25,29),0.019364 # DEPENDENCYPART_SIBL
(25,22),(25,30),-0.0138568 # DEPENDENCYPART_SIBL
(25,22),(25,32),-0.00352725 # DEPENDENCYPART_SIBL
(25,24),(25,26),0.385274 # DEPENDENCYPART_SIBL
(25,24),(25,27),-0.0498367 # DEPENDENCYPART_SIBL
(25,24),(25,28),-0.036638 # DEPENDENCYPART_SIBL
(25,24),(25,29),0.0931512 # DEPENDENCYPART_SIBL
(25,24),(25,30),0.301479 # DEPENDENCYPART_SIBL
(25,24),(25,32),-0.0277734 # DEPENDENCYPART_SIBL
(25,26),(25,27),-0.217668 # DEPENDENCYPART_SIBL
(25,26),(25,28),-0.239264 # DEPENDENCYPART_SIBL
(25,26),(25,29),-0.147571 # DEPENDENCYPART_SIBL
(25,26),(25,30),-0.188428 # DEPENDENCYPART_SIBL
(25,26),(25,32),-0.18165 # DEPENDENCYPART_SIBL
(25,27),(25,28),0.00819536 # DEPENDENCYPART_SIBL
(25,27),(25,29),-0.0280627 # DEPENDENCYPART_SIBL
(25,27),(25,30),-0.0800968 # DEPENDENCYPART_SIBL
(25,27),(25,32),-0.065439 # DEPENDENCYPART_SIBL
(25,28),(25,29),0.375886 # DEPENDENCYPART_SIBL
(25,28),(25,30),0.156789 # DEPENDENCYPART_SIBL
(25,28),(25,32),0.531515 # DEPENDENCYPART_SIBL
(25,29),(25,30),0.0872962 # DEPENDENCYPART_SIBL
(25,29),(25,32),0.193834 # DEPENDENCYPART_SIBL
(25,30),(25,32),0.0105183 # DEPENDENCYPART_SIBL
(26,24),(26,25),0.00908975 # DEPENDENCYPART_SIBL
(26,24),(26,27),-0.0530383 # DEPENDENCYPART_SIBL
(26,25),(26,27),-0.02037 # DEPENDENCYPART_SIBL
(27,10),(27,17),-0.488792 # DEPENDENCYPART_SIBL
(27,10),(27,18),-0.0438431 # DEPENDENCYPART_SIBL
(27,10),(27,19),0.0736851 # DEPENDENCYPART_SIBL
(27,10),(27,20),-0.0660879 # DEPENDENCYPART_SIBL
(27,10),(27,22),-0.0755287 # DEPENDENCYPART_SIBL
(27,10),(27,23),-0.136784 # DEPENDENCYPART_SIBL
(27,10),(27,24),-0.488792 # DEPENDENCYPART_SIBL
(27,10),(27,25),-0.0440809 # DEPENDENCYPART_SIBL
(27,10),(27,26),-0.076575 # DEPENDENCYPART_SIBL
(27,10),(27,28),0.0929723 # DEPENDENCYPART_SIBL
(27,10),(27,29),-0.0111249 # DEPENDENCYPART_SIBL
(27,10),(27,30),0.139002 # DEPENDENCYPART_SIBL
(27,10),(27,31),-0.0558134 # DEPENDENCYPART_SIBL
(27,10),(27,32),-0.0552348 # DEPENDENCYPART_SIBL
(27,17),(27,18),0.175554 # DEPENDENCYPART_SIBL
(27,17),(27,19),0.622584 # DEPENDENCYPART_SIBL
(27,17),(27,20),0.0559178 # DEPENDENCYPART_SIBL
(27,17),(27,22),0.0585373 # DEPENDENCYPART_SIBL
(27,17),(27,23),-0.0853578 # DEPENDENCYPART_SIBL
(27,17),(27,24),-0.874554 # DEPENDENCYPART_SIBL
(27,17),(27,25),0.175032 # DEPENDENCYPART_SIBL
(27,17),(27,26),0.00628098 # DEPENDENCYPART_SIBL
(27,17),(27,28),0.101596 # DEPENDENCYPART_SIBL
(27,17),(27,29),0.0901386 # DEPENDENCYPART_SIBL
(27,17),(27,30),0.241084 # DEPENDENCYPART_SIBL
(27,17),(27,31),0.0595351 # DEPENDENCYPART_SIBL
(27,17),(27,32),0.0599162 # DEPENDENCYPART_SIBL
(27,18),(27,19),0.191424 # DEPENDENCYPART_SIBL
(27,18),(27,20),0.0541823 # DEPENDENCYPART_SIBL
(27,18),(27,22),-0.0177078 # DEPENDENCYPART_SIBL
(27,18),(27,23),0.0453817 # DEPENDENCYPART_SIBL
(27,18),(27,24),-0.497587 # DEPENDENCYPART_SIBL
(27,18),(27,25),-0.0022504 # DEPENDENCYPART_SIBL
(27,18),(27,26),-0.0353198 # DEPENDENCYPART_SIBL
(27,18),(27,28),0.0240199 # DEPENDENCYPART_SIBL
(27,18),(27,29),0.0566054 # DEPENDENCYPART_SIBL
(27,18),(27,30),0.0419141 # DEPENDENCYPART_SIBL
(27,18),(27,31),0.0261167 # DEPENDENCYPART_SIBL
(27,18),(27,32),0.0264373 # DEPENDENCYPART_SIBL
(27,19),(27,20),0.060244 # DEPENDENCYPART_SIBL
(27,19),(27,22),0.0420018 # DEPENDENCYPART_SIBL
(27,19),(27,23),-0.0263557 # DEPENDENCYPART_SIBL
(27,19),(27,24),-0.0345564 # DEPENDENCYPART_SIBL
(27,19),(27,25),0.172481 # DEPENDENCYPART_SIBL
(27,19),(27,26),0.116952 # DEPENDENCYPART_SIBL
(27,19),(27,28),0.0708762 # DEPENDENCYPART_SIBL
(27,19),(27,29),0.722002 # DEPENDENCYPART_SIBL
(27,19),(27,30),0.0716492 # DEPENDENCYPART_SIBL
(27,19),(27,31),0.0479031 # DEPENDENCYPART_SIBL
(27,19),(27,32),0.0494259 # DEPENDENCYPART_SIBL
(27,20),(27,22),0.0139606 # DEPENDENCYPART_SIBL
(27,20),(27,23),0.111006 # DEPENDENCYPART_SIBL
(27,20),(27,24),-0.0469966 # DEPENDENCYPART_SIBL
(27,20),(27,25),0.117857 # DEPENDENCYPART_SIBL
(27,20),(27,26),0.0455546 # DEPENDENCYPART_SIBL
(27,20),(27,28),0.053447 # DEPENDENCYPART_SIBL
(27,20),(27,29),-0.0190764 # DEPENDENCYPART_SIBL
(27,20),(27,30),-0.00666675 # DEPENDENCYPART_SIBL
(27,20),(27,31),-0.0321187 # DEPENDENCYPART_SIBL
(27,20),(27,32),-0.0303112 # DEPENDENCYPART_SIBL
(27,22),(27,23),-0.00304588 # DEPENDENCYPART_SIBL
(27,22),(27,24),-0.306082 # DEPENDENCYPART_SIBL
(27,22),(27,25),0.0445463 # DEPENDENCYPART_SIBL
(27,22),(27,26),-0.0170904 # DEPENDENCYPART_SIBL
(27,22),(27,28),-0.0670662 # DEPENDENCYPART_SIBL
(27,22),(27,29),-0.0282203 # DEPENDENCYPART_SIBL
(27,22),(27,30),-0.0211111 # DEPENDENCYPART_SIBL
(27,22),(27,31),-0.0548514 # DEPENDENCYPART_SIBL
(27,22),(27,32),-0.0542728 # DEPENDENCYPART_SIBL
(27,23),(27,24),-0.183816 # DEPENDENCYPART_SIBL
(27,23),(27,25),-0.0461973 # DEPENDENCYPART_SIBL
(27,23),(27,26),-0.0791215 # DEPENDENCYPART_SIBL
(27,23),(27,28),-0.0380051 # DEPENDENCYPART_SIBL
(27,23),(27,29),-0.0346297 # DEPENDENCYPART_SIBL
(27,23),(27,30),-0.0221215 # DEPENDENCYPART_SIBL
(27,23),(27,31),-0.0807721 # DEPENDENCYPART_SIBL
(27,23),(27,32),-0.0800469 # DEPENDENCYPART_SIBL
(27,24),(27,25),0.175032 # DEPENDENCYPART_SIBL
(27,24),(27,26),0.00628098 # DEPENDENCYPART_SIBL
(27,24),(27,28),0.101596 # DEPENDENCYPART_SIBL
(27,24),(27,29),0.0901386 # DEPENDENCYPART_SIBL
(27,24),(27,30),0.241084 # DEPENDENCYPART_SIBL
(27,24),(27,31),0.0595351 # DEPENDENCYPART_SIBL
(27,24),(27,32),0.0599162 # DEPENDENCYPART_SIBL
(27,25),(27,26),-0.0245849 # DEPENDENCYPART_SIBL
(27,25),(27,28),-0.00326823 # DEPENDENCYPART_SIBL
(27,25),(27,29),0.0391644 # DEPENDENCYPART_SIBL
(27,25),(27,30),0.0371893 # DEPENDENCYPART_SIBL
(27,25),(27,31),-0.0170383 # DEPENDENCYPART_SIBL
(27,25),(27,32),-0.0165254 # DEPENDENCYPART_SIBL
(27,26),(27,28),0.00315709 # DEPENDENCYPART_SIBL
(27,26),(27,29),0.0426694 # DEPENDENCYPART_SIBL
(27,26),(27,30),0.0204412 # DEPENDENCYPART_SIBL
(27,26),(27,31),-0.0158697 # DEPENDENCYPART_SIBL
(27,26),(27,32),-0.0152911 # DEPENDENCYPART_SIBL
(27,28),(27,29),0.360236 # DEPENDENCYPART_SIBL
(27,28),(27,30),0.315794 # DEPENDENCYPART_SIBL
(27,28),(27,31),0.632282 # DEPENDENCYPART_SIBL
(27,28),(27,32),0.633876 # DEPENDENCYPART_SIBL
(27,29),(27,30),0.0463705 # DEPENDENCYPART_SIBL
(27,29),(27,31),0.124659 # DEPENDENCYPART_SIBL
(27,29),(27,32),0.124276 # DEPENDENCYPART_SIBL
(27,30),(27,31),0.00489442 # DEPENDENCYPART_SIBL
(27,30),(27,32),0.00513726 # DEPENDENCYPART_SIBL
(27,31),(27,32),-0.132037 # DEPENDENCYPART_SIBL
(30,2),(30,3),0.0259243 # DEPENDENCYPART_SIBL
(30,2),(30,4),-0.152668 # DEPENDENCYPART_SIBL
(30,2),(30,6),-0.144327 # DEPENDENCYPART_SIBL
(30,2),(30,7),-0.124185 # DEPENDENCYPART_SIBL
(30,2),(30,8),-0.0290774 # DEPENDENCYPART_SIBL
(30,2),(30,10),-0.11139 # DEPENDENCYPART_SIBL
(30,2),(30,15),-0.190156 # DEPENDENCYPART_SIBL
(30,2),(30,16),-0.156061 # DEPENDENCYPART_SIBL
(30,2),(30,18),-0.196508 # DEPENDENCYPART_SIBL
(30,2),(30,19),0.118066 # DEPENDENCYPART_SIBL
(30,2),(30,20),0.073827 # DEPENDENCYPART_SIBL
(30,2),(30,21),-0.124469 # DEPENDENCYPART_SIBL
(30,2),(30,22),-0.0682926 # DEPENDENCYPART_SIBL
