# _root_ That should stop a lot of account-churning , and produce a stock market driven only by professional concern , careful thought and good sense .
#goldHeads=2,0,2,5,3,5,6,3,3,9,13,13,10,13,14,14,18,16,18,21,18,21,24,22,2,
#predictedHeads=2,0,2,5,3,5,6,3,3,9,13,13,10,13,16,14,18,16,18,21,18,21,24,22,2,
(7,21),(21,19),-0.395749 # DEPENDENCYPART_GRANDPAR
(7,21),(21,20),-0.102177 # DEPENDENCYPART_GRANDPAR
(7,21),(21,22),0.299511 # DEPENDENCYPART_GRANDPAR
(7,21),(21,23),-0.543707 # DEPENDENCYPART_GRANDPAR
(7,21),(21,24),-0.292198 # DEPENDENCYPART_GRANDPAR
(7,21),(21,25),-1.33368 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.34813 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.293531 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.509177 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.478823 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.352519 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.546693 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.600996 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.16116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,1),-0.500631 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.436401 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.573291 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.802776 # DEPENDENCYPART_GRANDPAR
(9,10),(10,11),-0.187165 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.108106 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.297486 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),0.114276 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.185895 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),0.071721 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.058755 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),0.043002 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),0.249093 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.0390764 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),-0.302152 # DEPENDENCYPART_GRANDPAR
(9,10),(10,22),-0.171566 # DEPENDENCYPART_GRANDPAR
(9,10),(10,23),-0.250444 # DEPENDENCYPART_GRANDPAR
(9,10),(10,24),0.0850846 # DEPENDENCYPART_GRANDPAR
(9,10),(10,25),-1.45526 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.0751677 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.0264929 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.220503 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-1.11678 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-1.01408 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.732852 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),1.01854 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.051207 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.0558154 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.00519483 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.326345 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.177474 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.269365 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),0.143333 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),-0.5937 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-0.549344 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-0.591883 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.456942 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.61695 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.482358 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.830077 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.643997 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),1.11141 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.455891 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.0872176 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.282591 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.287533 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),0.0165802 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.1455 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.141517 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),0.246925 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.129731 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-0.481751 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.239374 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-0.331489 # DEPENDENCYPART_GRANDPAR
(9,14),(14,24),-0.0852042 # DEPENDENCYPART_GRANDPAR
(9,14),(14,25),-1.63179 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),0.0603703 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.50092 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.382293 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.242979 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.185061 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.369086 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-0.62184 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),-0.505079 # DEPENDENCYPART_GRANDPAR
(9,16),(16,24),-0.218159 # DEPENDENCYPART_GRANDPAR
(9,16),(16,25),-1.87524 # DEPENDENCYPART_GRANDPAR
(9,18),(18,11),0.100576 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),0.152764 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),0.369382 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),0.197942 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.224079 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.0780422 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.0711361 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),0.0736938 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.321084 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.700143 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-0.334761 # DEPENDENCYPART_GRANDPAR
(9,18),(18,23),-0.539407 # DEPENDENCYPART_GRANDPAR
(9,18),(18,24),-0.312309 # DEPENDENCYPART_GRANDPAR
(9,18),(18,25),-1.55766 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.840892 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.607002 # DEPENDENCYPART_GRANDPAR
(10,1),(1,8),-0.831888 # DEPENDENCYPART_GRANDPAR
(10,1),(1,9),-0.30877 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.863544 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.442228 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.193828 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.429424 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.658129 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.206373 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-0.930562 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,12),-0.333539 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.501832 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-0.303436 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-0.536933 # DEPENDENCYPART_GRANDPAR
(10,5),(5,16),-0.401807 # DEPENDENCYPART_GRANDPAR
(10,5),(5,18),-0.661887 # DEPENDENCYPART_GRANDPAR
(10,5),(5,19),-0.720856 # DEPENDENCYPART_GRANDPAR
(10,5),(5,21),-0.696402 # DEPENDENCYPART_GRANDPAR
(10,5),(5,22),-0.759762 # DEPENDENCYPART_GRANDPAR
(10,5),(5,24),-0.727269 # DEPENDENCYPART_GRANDPAR
(10,5),(5,25),-1.36693 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.794531 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.43631 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.868527 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.281486 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-0.899802 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,13),-0.466132 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.376719 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),0.304663 # DEPENDENCYPART_GRANDPAR
(10,12),(12,11),0.481736 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.105445 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.287854 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-1.33491 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-1.38615 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.992089 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.548343 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.496224 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.275643 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.0656416 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.142294 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.316375 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.0863412 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.145851 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.0992549 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-1.1149 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-1.10237 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-1.00962 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-0.745963 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.93908 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-1.22064 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.833677 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.568286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.0497419 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.223477 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.10316 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.128487 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),0.0113536 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.20738 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.0366344 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.145808 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.223973 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),-0.0696529 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),-0.306677 # DEPENDENCYPART_GRANDPAR
(10,14),(14,23),-0.579332 # DEPENDENCYPART_GRANDPAR
(10,14),(14,24),-0.0988868 # DEPENDENCYPART_GRANDPAR
(10,14),(14,25),-0.970573 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.0619579 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.304418 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.105957 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.21593 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.000220511 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.23925 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.03399 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),-0.218517 # DEPENDENCYPART_GRANDPAR
(10,15),(15,24),-0.0593063 # DEPENDENCYPART_GRANDPAR
(10,15),(15,25),-0.911118 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.116102 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.221183 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.14018 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),0.198305 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.101675 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.159336 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),0.134898 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-0.174831 # DEPENDENCYPART_GRANDPAR
(10,16),(16,24),0.116848 # DEPENDENCYPART_GRANDPAR
(10,16),(16,25),-0.913533 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.0688402 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.234812 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.0966413 # DEPENDENCYPART_GRANDPAR
(10,18),(18,11),0.555443 # DEPENDENCYPART_GRANDPAR
(10,18),(18,12),0.296883 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),0.197137 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),0.463235 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),0.0855233 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.00999501 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.168263 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.119872 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.263014 # DEPENDENCYPART_GRANDPAR
(10,18),(18,21),-0.0892618 # DEPENDENCYPART_GRANDPAR
(10,18),(18,22),-0.34346 # DEPENDENCYPART_GRANDPAR
(10,18),(18,23),-0.62747 # DEPENDENCYPART_GRANDPAR
(10,18),(18,24),-0.127531 # DEPENDENCYPART_GRANDPAR
(10,18),(18,25),-0.864756 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),-0.346395 # DEPENDENCYPART_GRANDPAR
(10,20),(20,22),-0.25934 # DEPENDENCYPART_GRANDPAR
(10,20),(20,23),-0.55666 # DEPENDENCYPART_GRANDPAR
(10,20),(20,24),-0.139546 # DEPENDENCYPART_GRANDPAR
(10,21),(21,11),0.496543 # DEPENDENCYPART_GRANDPAR
(10,21),(21,12),0.278107 # DEPENDENCYPART_GRANDPAR
(10,21),(21,15),0.138915 # DEPENDENCYPART_GRANDPAR
(10,21),(21,16),-0.0011814 # DEPENDENCYPART_GRANDPAR
(10,21),(21,17),-0.172239 # DEPENDENCYPART_GRANDPAR
(10,21),(21,18),0.0373164 # DEPENDENCYPART_GRANDPAR
(10,21),(21,19),0.0681214 # DEPENDENCYPART_GRANDPAR
(10,21),(21,20),-0.194535 # DEPENDENCYPART_GRANDPAR
(10,21),(21,22),-0.338551 # DEPENDENCYPART_GRANDPAR
(10,21),(21,23),-0.641409 # DEPENDENCYPART_GRANDPAR
(10,21),(21,24),-0.160745 # DEPENDENCYPART_GRANDPAR
(10,21),(21,25),-0.91192 # DEPENDENCYPART_GRANDPAR
(10,22),(22,23),-0.502127 # DEPENDENCYPART_GRANDPAR
(10,22),(22,24),-0.0894468 # DEPENDENCYPART_GRANDPAR
(10,22),(22,25),-0.913095 # DEPENDENCYPART_GRANDPAR
(10,23),(23,24),-0.100637 # DEPENDENCYPART_GRANDPAR
(10,24),(24,11),0.499618 # DEPENDENCYPART_GRANDPAR
(10,24),(24,15),0.112457 # DEPENDENCYPART_GRANDPAR
(10,24),(24,17),-0.167541 # DEPENDENCYPART_GRANDPAR
(10,24),(24,18),0.0381322 # DEPENDENCYPART_GRANDPAR
(10,24),(24,19),0.0303999 # DEPENDENCYPART_GRANDPAR
(10,24),(24,20),-0.189837 # DEPENDENCYPART_GRANDPAR
(10,24),(24,21),-0.00787919 # DEPENDENCYPART_GRANDPAR
(10,24),(24,23),-0.521198 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.10227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,14),-0.323839 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.415734 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.81519 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,1),-1.72715 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-1.07838 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-1.12544 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-1.47749 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-1.06621 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-1.18816 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-1.02596 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.749161 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.775451 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-1.27792 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),-0.102891 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.324859 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),0.192025 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.363773 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.251187 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.447623 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.255091 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),-0.284483 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.332981 # DEPENDENCYPART_GRANDPAR
(12,14),(14,23),-0.393796 # DEPENDENCYPART_GRANDPAR
(12,14),(14,24),-0.409169 # DEPENDENCYPART_GRANDPAR
(12,14),(14,25),-1.24474 # DEPENDENCYPART_GRANDPAR
(12,16),(16,13),-0.135323 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.228022 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.462385 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.128253 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.450846 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.356274 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.247872 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),-0.412336 # DEPENDENCYPART_GRANDPAR
(12,16),(16,24),-0.350738 # DEPENDENCYPART_GRANDPAR
(12,16),(16,25),-1.36508 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-1.27444 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.435675 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),-0.0477119 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.0823018 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),0.085955 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),0.0391575 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),-0.177011 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.31444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.516241 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.630667 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-0.559232 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-1.34573 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.247093 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.464959 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.00907909 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.043831 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.00598155 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.26633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.508373 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.603652 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.632106 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.783885 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-0.513455 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),-0.695658 # DEPENDENCYPART_GRANDPAR
(13,10),(10,20),-0.717329 # DEPENDENCYPART_GRANDPAR
(13,10),(10,21),-0.674674 # DEPENDENCYPART_GRANDPAR
(13,10),(10,22),-0.848556 # DEPENDENCYPART_GRANDPAR
(13,10),(10,23),-1.0191 # DEPENDENCYPART_GRANDPAR
(13,10),(10,24),-0.793433 # DEPENDENCYPART_GRANDPAR
(13,10),(10,25),-1.39908 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.0724729 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.373383 # DEPENDENCYPART_GRANDPAR
(13,12),(12,14),-0.606011 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.701082 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-1.41392 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-0.767021 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.794659 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-1.15408 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.907336 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.534639 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.68878 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.341018 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.649429 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.510028 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.727776 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.161447 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.359874 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.312596 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),0.115633 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.144642 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.230147 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.0750981 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.319087 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),-0.539988 # DEPENDENCYPART_GRANDPAR
(13,14),(14,24),-0.191454 # DEPENDENCYPART_GRANDPAR
(13,14),(14,25),-1.01954 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.614252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.155961 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.0146388 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.320058 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),0.12643 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.244335 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.0648782 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-0.373033 # DEPENDENCYPART_GRANDPAR
(13,15),(15,24),-0.178319 # DEPENDENCYPART_GRANDPAR
(13,15),(15,25),-1.06837 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.760309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,15),-0.0903071 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.357538 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),0.281492 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.0796095 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.277659 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),0.00576454 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.346892 # DEPENDENCYPART_GRANDPAR
(13,16),(16,24),-0.0887714 # DEPENDENCYPART_GRANDPAR
(13,16),(16,25),-1.07924 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-0.882216 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.657688 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.632264 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),0.103809 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),-0.0323071 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),0.113748 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.224659 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.00781459 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.304135 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.0742945 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),-0.0538489 # DEPENDENCYPART_GRANDPAR
(13,18),(18,23),-0.630308 # DEPENDENCYPART_GRANDPAR
(13,18),(18,24),-0.204362 # DEPENDENCYPART_GRANDPAR
(13,18),(18,25),-0.955568 # DEPENDENCYPART_GRANDPAR
(13,21),(21,11),-0.881652 # DEPENDENCYPART_GRANDPAR
(13,21),(21,12),-0.657515 # DEPENDENCYPART_GRANDPAR
(13,21),(21,15),0.0492117 # DEPENDENCYPART_GRANDPAR
(13,21),(21,16),0.137578 # DEPENDENCYPART_GRANDPAR
(13,21),(21,17),-0.20782 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),0.158812 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),-0.0458643 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.136217 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),-0.0349092 # DEPENDENCYPART_GRANDPAR
(13,21),(21,23),-0.626735 # DEPENDENCYPART_GRANDPAR
(13,21),(21,24),-0.240506 # DEPENDENCYPART_GRANDPAR
(13,21),(21,25),-0.987487 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.393545 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.022784 # DEPENDENCYPART_GRANDPAR
(14,1),(1,8),-0.367909 # DEPENDENCYPART_GRANDPAR
(14,1),(1,9),-0.0501833 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.260278 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.00744501 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),-0.315784 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),-0.170907 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),-0.24838 # DEPENDENCYPART_GRANDPAR
(14,2),(2,8),-0.537786 # DEPENDENCYPART_GRANDPAR
(14,2),(2,9),-0.244459 # DEPENDENCYPART_GRANDPAR
(14,2),(2,10),-0.0626364 # DEPENDENCYPART_GRANDPAR
(14,2),(2,14),-0.939918 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,2),(2,19),-0.439141 # DEPENDENCYPART_GRANDPAR
