# _root_ Mr. Eskandarian , who resigned his Della Femina post in September , becomes chairman and chief executive of Arnold .
#goldHeads=2,13,2,5,2,9,9,9,5,5,10,2,0,13,14,17,15,14,18,13,
#predictedHeads=2,13,2,5,2,9,9,9,5,5,10,2,0,13,14,17,15,14,18,13,
(8,11),(11,6),-1.08237 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-1.12381 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.92129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.0310987 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.318853 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.505316 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.637363 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.281798 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.834527 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.913336 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-1.07279 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-0.848951 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-0.685912 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.615991 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.707656 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-1.00819 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.967153 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-1.08511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.031299 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.35106 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.590709 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.368456 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.375472 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.360648 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.923748 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.598249 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.771564 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.892741 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-1.11117 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-1.05831 # DEPENDENCYPART_GRANDPAR
(8,14),(14,9),0.234861 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),-0.44388 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.454153 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.237852 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.341866 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.353982 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.960292 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.56143 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.44304 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-1.04502 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.918666 # DEPENDENCYPART_GRANDPAR
(8,15),(15,2),-0.742474 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.991437 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.665505 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-1.05075 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.642923 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),-1.21142 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.177182 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.569472 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),0.0963826 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.115836 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-1.0206 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,10),-0.439979 # DEPENDENCYPART_GRANDPAR
(9,1),(1,12),-0.699448 # DEPENDENCYPART_GRANDPAR
(9,1),(1,13),-0.676564 # DEPENDENCYPART_GRANDPAR
(9,1),(1,20),-1.08585 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.0703322 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.546315 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),0.110682 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.10143 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.028341 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.0958069 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),0.0781663 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.02057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),-0.439213 # DEPENDENCYPART_GRANDPAR
(9,2),(2,11),-0.564631 # DEPENDENCYPART_GRANDPAR
(9,2),(2,12),-0.699322 # DEPENDENCYPART_GRANDPAR
(9,2),(2,13),-0.676486 # DEPENDENCYPART_GRANDPAR
(9,2),(2,14),-0.691852 # DEPENDENCYPART_GRANDPAR
(9,2),(2,15),-0.820422 # DEPENDENCYPART_GRANDPAR
(9,2),(2,17),-0.65235 # DEPENDENCYPART_GRANDPAR
(9,2),(2,18),-0.96694 # DEPENDENCYPART_GRANDPAR
(9,2),(2,19),-0.980817 # DEPENDENCYPART_GRANDPAR
(9,2),(2,20),-1.08584 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),0.11761 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.208037 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.244016 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.57217 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.198436 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-0.912063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,1),-0.365781 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.123889 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.593469 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.0661769 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.0706737 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.21937 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.0479962 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-0.913746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.422977 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),-0.491253 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.520586 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.664341 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.585247 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-0.725052 # DEPENDENCYPART_GRANDPAR
(9,5),(5,17),-0.544973 # DEPENDENCYPART_GRANDPAR
(9,5),(5,18),-0.952916 # DEPENDENCYPART_GRANDPAR
(9,5),(5,19),-0.907438 # DEPENDENCYPART_GRANDPAR
(9,5),(5,20),-0.966345 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.287092 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.580649 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.1654 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.23914 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.305952 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.133744 # DEPENDENCYPART_GRANDPAR
(9,6),(6,10),-0.412674 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.119499 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.214396 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.21967 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.207432 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.0765593 # DEPENDENCYPART_GRANDPAR
(9,7),(7,10),-0.439213 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.564631 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.699322 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.676486 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.691852 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.820422 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.111883 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.214833 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.220096 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.207858 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.0629421 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.02057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.439213 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.564631 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.699322 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.676486 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.691852 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.820422 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),-1.08584 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.406576 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.325478 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.0856706 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.136057 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.336524 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),0.0554101 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.300131 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),0.0347125 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.632383 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.838465 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.666123 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.45316 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,12),0.0907103 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.15801 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.0715912 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.307736 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.0481184 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.136722 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-1.02233 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-0.809073 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-1.13146 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.532336 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.691546 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.628175 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.767706 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.595364 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.381285 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.390496 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.0920878 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.0307758 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.0537234 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.169109 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.36821 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),0.0672596 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.196056 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.320954 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.753957 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.719504 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.341196 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.32356 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.0347291 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.0220038 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.0273967 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.0555084 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.49693 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),0.0673453 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),0.00463011 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.425589 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.633609 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-0.677977 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.507059 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),0.428389 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.362742 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.319849 # DEPENDENCYPART_GRANDPAR
(9,17),(17,6),-0.71951 # DEPENDENCYPART_GRANDPAR
(9,17),(17,7),-0.924286 # DEPENDENCYPART_GRANDPAR
(9,17),(17,9),-0.316361 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,17),(17,10),0.364779 # DEPENDENCYPART_GRANDPAR
(9,17),(17,11),0.0202052 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.00496333 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),0.0311293 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.218732 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.0762325 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.411347 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.622384 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.120843 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.204515 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.619251 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),-0.270507 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.0888188 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.574219 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.502207 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.643133 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.841069 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.325885 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),-0.310053 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.676963 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.596587 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.868127 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),0.0458102 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.370742 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.717794 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.535372 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.524682 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.79888 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.461323 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-1.09966 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.929408 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-1.30887 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-1.22005 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-1.43292 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-1.37313 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-1.65974 # DEPENDENCYPART_GRANDPAR
(10,9),(9,20),-1.50548 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-1.16818 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-1.20341 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-1.19224 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.996815 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),-0.526867 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.384191 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.522068 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.5858 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.67934 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.601407 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-1.29856 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-1.22857 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-1.34085 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.353572 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.863541 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-1.20212 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-1.16556 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-1.15439 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.925104 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-1.26432 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.135998 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.562857 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.179702 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.365835 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-1.12323 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.320918 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.463134 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.797847 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-1.10441 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-1.31205 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-1.1573 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.965633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.663621 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.0467156 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.104635 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.699036 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-1.13147 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.440203 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.292086 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.753472 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.903282 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-1.09987 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-1.21034 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.796692 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.18226 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-1.03536 # DEPENDENCYPART_GRANDPAR
(10,17),(17,6),-1.31207 # DEPENDENCYPART_GRANDPAR
(10,17),(17,7),-1.34657 # DEPENDENCYPART_GRANDPAR
(10,17),(17,9),-1.15796 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-1.00719 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,11),0.543542 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.159935 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.196761 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.781573 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.418716 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.790699 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.918143 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.627525 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.430272 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.536107 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.535997 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.694009 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.714414 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.552007 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.567723 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.628429 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.550154 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.788491 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.483768 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.534236 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.63914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-1.32855 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-1.10034 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.867313 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.8031 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.559493 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.628769 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.550471 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.788807 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.50178 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.546437 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.534284 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.63914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-1.32855 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-1.10034 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.867313 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.8031 # DEPENDENCYPART_GRANDPAR
(11,8),(8,20),-0.91227 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.887514 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.708057 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.492196 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.584648 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.401257 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.704379 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.658925 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.679447 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.542222 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.59812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-1.23136 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-1.04381 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.830684 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.770369 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-1.05472 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-1.1404 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-1.22327 # DEPENDENCYPART_GRANDPAR
(11,9),(9,20),-0.878819 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-1.31479 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-1.18064 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.93385 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.911405 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.97187 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-1.17055 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-1.13055 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-1.15129 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.999612 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-1.12362 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.997918 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.644322 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.125141 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.0922601 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.696402 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.356095 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.576631 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.472246 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.365233 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-1.22065 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-1.16443 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-1.05558 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.902616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),-0.554863 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.426531 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.106912 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.754073 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.335606 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.298494 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.645655 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.19386 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-1.07416 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.764285 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.415904 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.86703 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.213437 # DEPENDENCYPART_GRANDPAR
(11,17),(17,6),-1.22092 # DEPENDENCYPART_GRANDPAR
(11,17),(17,7),-1.24775 # DEPENDENCYPART_GRANDPAR
(11,17),(17,9),-1.16577 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),-1.05634 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-0.92763 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,14),0.0201723 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.169081 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.455087 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.385804 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.607504 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.181783 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.291922 # DEPENDENCYPART_GRANDPAR
