# _root_ The average discount rate on new three-month Treasury bills was 7.37 % , the lowest since the average of 7.36 % at the auction on Oct. 17 , 1988 .
#goldHeads=4,4,4,10,4,9,9,9,5,0,12,10,12,15,12,15,18,16,18,21,19,18,24,22,24,25,26,26,26,10,
#predictedHeads=4,4,4,10,4,9,9,9,5,0,12,10,12,15,12,15,18,16,18,21,19,18,24,22,24,25,26,26,26,10,
(21,14),(21,15),0.0540209 # DEPENDENCYPART_SIBL
(21,14),(21,17),-0.96174 # DEPENDENCYPART_SIBL
(21,14),(21,18),0.297724 # DEPENDENCYPART_SIBL
(21,14),(21,19),-0.188336 # DEPENDENCYPART_SIBL
(21,14),(21,20),-0.0369082 # DEPENDENCYPART_SIBL
(21,14),(21,22),-0.104553 # DEPENDENCYPART_SIBL
(21,14),(21,24),-0.0834865 # DEPENDENCYPART_SIBL
(21,14),(21,25),-0.106335 # DEPENDENCYPART_SIBL
(21,14),(21,26),0.0554829 # DEPENDENCYPART_SIBL
(21,14),(21,28),0.0644478 # DEPENDENCYPART_SIBL
(21,14),(21,29),-0.185036 # DEPENDENCYPART_SIBL
(21,15),(21,17),-0.161289 # DEPENDENCYPART_SIBL
(21,15),(21,18),0.177526 # DEPENDENCYPART_SIBL
(21,15),(21,19),0.0377833 # DEPENDENCYPART_SIBL
(21,15),(21,20),0.0828703 # DEPENDENCYPART_SIBL
(21,15),(21,22),0.0922613 # DEPENDENCYPART_SIBL
(21,15),(21,24),0.0351769 # DEPENDENCYPART_SIBL
(21,15),(21,25),0.136745 # DEPENDENCYPART_SIBL
(21,15),(21,26),0.082449 # DEPENDENCYPART_SIBL
(21,15),(21,28),0.0776765 # DEPENDENCYPART_SIBL
(21,15),(21,29),0.0975865 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.297724 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.188336 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.0369082 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.104553 # DEPENDENCYPART_SIBL
(21,17),(21,24),-0.0834865 # DEPENDENCYPART_SIBL
(21,17),(21,25),-0.106335 # DEPENDENCYPART_SIBL
(21,17),(21,26),0.0554829 # DEPENDENCYPART_SIBL
(21,17),(21,28),0.0644478 # DEPENDENCYPART_SIBL
(21,17),(21,29),-0.185036 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.0413303 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.118794 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.0535915 # DEPENDENCYPART_SIBL
(21,18),(21,24),-0.110178 # DEPENDENCYPART_SIBL
(21,18),(21,25),0.0462009 # DEPENDENCYPART_SIBL
(21,18),(21,26),-0.0303317 # DEPENDENCYPART_SIBL
(21,18),(21,28),-0.013579 # DEPENDENCYPART_SIBL
(21,18),(21,29),-0.0727949 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.0184935 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.226148 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.102412 # DEPENDENCYPART_SIBL
(21,19),(21,25),-0.250499 # DEPENDENCYPART_SIBL
(21,19),(21,26),-0.11709 # DEPENDENCYPART_SIBL
(21,19),(21,28),-0.070997 # DEPENDENCYPART_SIBL
(21,19),(21,29),-0.0613435 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.0160796 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.060505 # DEPENDENCYPART_SIBL
(21,20),(21,25),-0.0289058 # DEPENDENCYPART_SIBL
(21,20),(21,26),-0.0293051 # DEPENDENCYPART_SIBL
(21,20),(21,28),0.0270883 # DEPENDENCYPART_SIBL
(21,20),(21,29),-0.0345079 # DEPENDENCYPART_SIBL
(21,22),(21,24),0.12243 # DEPENDENCYPART_SIBL
(21,22),(21,25),0.0643577 # DEPENDENCYPART_SIBL
(21,22),(21,26),0.0609579 # DEPENDENCYPART_SIBL
(21,22),(21,28),0.242132 # DEPENDENCYPART_SIBL
(21,22),(21,29),0.0984074 # DEPENDENCYPART_SIBL
(21,24),(21,25),0.0467094 # DEPENDENCYPART_SIBL
(21,24),(21,26),-0.0531702 # DEPENDENCYPART_SIBL
(21,24),(21,28),-0.0162251 # DEPENDENCYPART_SIBL
(21,24),(21,29),-0.00407094 # DEPENDENCYPART_SIBL
(21,25),(21,26),0.152225 # DEPENDENCYPART_SIBL
(21,25),(21,28),0.217874 # DEPENDENCYPART_SIBL
(21,25),(21,29),0.143639 # DEPENDENCYPART_SIBL
(21,26),(21,28),-0.0249114 # DEPENDENCYPART_SIBL
(21,26),(21,29),-0.0328455 # DEPENDENCYPART_SIBL
(21,28),(21,29),0.488616 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.0121174 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.0544514 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.104395 # DEPENDENCYPART_SIBL
(22,19),(22,24),-0.0785014 # DEPENDENCYPART_SIBL
(22,19),(22,25),-0.101735 # DEPENDENCYPART_SIBL
(22,19),(22,26),-0.0786963 # DEPENDENCYPART_SIBL
(22,19),(22,27),-0.0188474 # DEPENDENCYPART_SIBL
(22,19),(22,28),-0.12706 # DEPENDENCYPART_SIBL
(22,19),(22,29),-0.033511 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.187951 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.0288668 # DEPENDENCYPART_SIBL
(22,20),(22,24),-0.0345644 # DEPENDENCYPART_SIBL
(22,20),(22,25),-0.0222353 # DEPENDENCYPART_SIBL
(22,20),(22,26),-0.0186549 # DEPENDENCYPART_SIBL
(22,20),(22,27),-0.0286773 # DEPENDENCYPART_SIBL
(22,20),(22,28),-0.0252727 # DEPENDENCYPART_SIBL
(22,20),(22,29),-0.0376948 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.108209 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.0254077 # DEPENDENCYPART_SIBL
(22,21),(22,25),0.00831107 # DEPENDENCYPART_SIBL
(22,21),(22,26),-0.0924508 # DEPENDENCYPART_SIBL
(22,21),(22,27),-0.110768 # DEPENDENCYPART_SIBL
(22,21),(22,28),-0.0348784 # DEPENDENCYPART_SIBL
(22,21),(22,29),-0.12211 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.484643 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.0372035 # DEPENDENCYPART_SIBL
(22,23),(22,26),-0.379205 # DEPENDENCYPART_SIBL
(22,23),(22,27),-0.250353 # DEPENDENCYPART_SIBL
(22,23),(22,28),-0.0357319 # DEPENDENCYPART_SIBL
(22,23),(22,29),-0.258112 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.0351381 # DEPENDENCYPART_SIBL
(22,24),(22,26),-0.535628 # DEPENDENCYPART_SIBL
(22,24),(22,27),-0.462759 # DEPENDENCYPART_SIBL
(22,24),(22,28),0.0524803 # DEPENDENCYPART_SIBL
(22,24),(22,29),-0.469588 # DEPENDENCYPART_SIBL
(22,25),(22,26),-0.155195 # DEPENDENCYPART_SIBL
(22,25),(22,27),-0.147375 # DEPENDENCYPART_SIBL
(22,25),(22,28),0.00717089 # DEPENDENCYPART_SIBL
(22,25),(22,29),-0.169855 # DEPENDENCYPART_SIBL
(22,26),(22,27),-0.451133 # DEPENDENCYPART_SIBL
(22,26),(22,28),-0.0832004 # DEPENDENCYPART_SIBL
(22,26),(22,29),-0.465463 # DEPENDENCYPART_SIBL
(22,27),(22,28),-0.170657 # DEPENDENCYPART_SIBL
(22,27),(22,29),-0.403672 # DEPENDENCYPART_SIBL
(22,28),(22,29),0.0131261 # DEPENDENCYPART_SIBL
(24,19),(24,20),-0.0438176 # DEPENDENCYPART_SIBL
(24,19),(24,21),-0.0706078 # DEPENDENCYPART_SIBL
(24,19),(24,22),-0.250494 # DEPENDENCYPART_SIBL
(24,19),(24,23),-0.183846 # DEPENDENCYPART_SIBL
(24,19),(24,25),-0.126699 # DEPENDENCYPART_SIBL
(24,19),(24,26),-0.0505851 # DEPENDENCYPART_SIBL
(24,19),(24,27),0.000902861 # DEPENDENCYPART_SIBL
(24,19),(24,28),-0.0454394 # DEPENDENCYPART_SIBL
(24,19),(24,29),-0.0080468 # DEPENDENCYPART_SIBL
(24,19),(24,30),0.00943191 # DEPENDENCYPART_SIBL
(24,20),(24,21),-0.0620021 # DEPENDENCYPART_SIBL
(24,20),(24,22),-0.0349275 # DEPENDENCYPART_SIBL
(24,20),(24,23),-0.415274 # DEPENDENCYPART_SIBL
(24,20),(24,25),0.0100884 # DEPENDENCYPART_SIBL
(24,20),(24,26),0.0338056 # DEPENDENCYPART_SIBL
(24,20),(24,27),-0.0239618 # DEPENDENCYPART_SIBL
(24,20),(24,28),0.00853457 # DEPENDENCYPART_SIBL
(24,20),(24,29),-0.0264967 # DEPENDENCYPART_SIBL
(24,20),(24,30),0.00582868 # DEPENDENCYPART_SIBL
(24,21),(24,22),0.0620967 # DEPENDENCYPART_SIBL
(24,21),(24,23),-0.406297 # DEPENDENCYPART_SIBL
(24,21),(24,25),0.117436 # DEPENDENCYPART_SIBL
(24,21),(24,26),0.0325218 # DEPENDENCYPART_SIBL
(24,21),(24,27),-0.0368795 # DEPENDENCYPART_SIBL
(24,21),(24,28),0.0649535 # DEPENDENCYPART_SIBL
(24,21),(24,29),-0.0423003 # DEPENDENCYPART_SIBL
(24,21),(24,30),-0.021531 # DEPENDENCYPART_SIBL
(24,22),(24,23),-0.126924 # DEPENDENCYPART_SIBL
(24,22),(24,25),-0.0246085 # DEPENDENCYPART_SIBL
(24,22),(24,26),-0.0390035 # DEPENDENCYPART_SIBL
(24,22),(24,27),0.0224207 # DEPENDENCYPART_SIBL
(24,22),(24,28),-0.0520666 # DEPENDENCYPART_SIBL
(24,22),(24,29),0.0170509 # DEPENDENCYPART_SIBL
(24,22),(24,30),0.0534747 # DEPENDENCYPART_SIBL
(24,23),(24,25),0.0437306 # DEPENDENCYPART_SIBL
(24,23),(24,26),0.165878 # DEPENDENCYPART_SIBL
(24,23),(24,27),-0.102362 # DEPENDENCYPART_SIBL
(24,23),(24,28),0.0720052 # DEPENDENCYPART_SIBL
(24,23),(24,29),-0.10315 # DEPENDENCYPART_SIBL
(24,23),(24,30),-0.0870709 # DEPENDENCYPART_SIBL
(24,25),(24,26),0.145658 # DEPENDENCYPART_SIBL
(24,25),(24,27),0.0853238 # DEPENDENCYPART_SIBL
(24,25),(24,28),0.0540077 # DEPENDENCYPART_SIBL
(24,25),(24,29),0.0687153 # DEPENDENCYPART_SIBL
(24,25),(24,30),0.160042 # DEPENDENCYPART_SIBL
(24,26),(24,27),-0.0377146 # DEPENDENCYPART_SIBL
(24,26),(24,28),0.017631 # DEPENDENCYPART_SIBL
(24,26),(24,29),-0.0436309 # DEPENDENCYPART_SIBL
(24,26),(24,30),-0.0303131 # DEPENDENCYPART_SIBL
(24,27),(24,28),0.0193912 # DEPENDENCYPART_SIBL
(24,27),(24,29),0.00228546 # DEPENDENCYPART_SIBL
(24,27),(24,30),-0.0540883 # DEPENDENCYPART_SIBL
(24,28),(24,29),0.411254 # DEPENDENCYPART_SIBL
(24,28),(24,30),0.00749284 # DEPENDENCYPART_SIBL
(24,29),(24,30),-0.0645236 # DEPENDENCYPART_SIBL
(25,24),(25,26),-0.124018 # DEPENDENCYPART_SIBL
(25,24),(25,27),-0.0757726 # DEPENDENCYPART_SIBL
(25,24),(25,28),-0.049146 # DEPENDENCYPART_SIBL
(25,24),(25,29),-0.0867496 # DEPENDENCYPART_SIBL
(25,26),(25,27),-0.454313 # DEPENDENCYPART_SIBL
(25,26),(25,28),-0.118994 # DEPENDENCYPART_SIBL
(25,26),(25,29),-0.468587 # DEPENDENCYPART_SIBL
(25,27),(25,28),-0.0672597 # DEPENDENCYPART_SIBL
(25,27),(25,29),-0.34102 # DEPENDENCYPART_SIBL
(25,28),(25,29),0.0520103 # DEPENDENCYPART_SIBL
(26,27),(26,28),-0.00976866 # DEPENDENCYPART_SIBL
(26,27),(26,29),0.170417 # DEPENDENCYPART_SIBL
(26,27),(26,30),-0.119504 # DEPENDENCYPART_SIBL
(26,28),(26,29),0.967911 # DEPENDENCYPART_SIBL
(26,28),(26,30),-0.0111326 # DEPENDENCYPART_SIBL
(26,29),(26,30),-0.101724 # DEPENDENCYPART_SIBL
(27,20),(27,25),0.275709 # DEPENDENCYPART_SIBL
(27,20),(27,26),0.21926 # DEPENDENCYPART_SIBL
(27,20),(27,28),0.0304056 # DEPENDENCYPART_SIBL
(27,20),(27,29),0.00327357 # DEPENDENCYPART_SIBL
(27,25),(27,26),-0.027406 # DEPENDENCYPART_SIBL
(27,25),(27,28),-0.0600124 # DEPENDENCYPART_SIBL
(27,25),(27,29),-0.0343012 # DEPENDENCYPART_SIBL
(27,26),(27,28),0.110111 # DEPENDENCYPART_SIBL
(27,26),(27,29),0.0474852 # DEPENDENCYPART_SIBL
(27,28),(27,29),0.591296 # DEPENDENCYPART_SIBL
(29,27),(29,28),0.36797 # DEPENDENCYPART_SIBL
(29,27),(29,30),0.016039 # DEPENDENCYPART_SIBL
(29,28),(29,30),0.012247 # DEPENDENCYPART_SIBL
(0,4),(4,1),0.109486 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.0250645 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.037852 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.181161 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.443253 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.339805 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.131036 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.542596 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),0.188818 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),0.255863 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),0.0352149 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.560151 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),-0.108138 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),-0.29777 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),0.0606354 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),-0.361989 # DEPENDENCYPART_GRANDPAR
(0,4),(4,21),0.256098 # DEPENDENCYPART_GRANDPAR
(0,4),(4,22),0.15901 # DEPENDENCYPART_GRANDPAR
(0,4),(4,24),0.0589929 # DEPENDENCYPART_GRANDPAR
(0,4),(4,25),-0.142956 # DEPENDENCYPART_GRANDPAR
(0,4),(4,30),2.36658 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),-0.316686 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),-0.256246 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.0914985 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.223046 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.554292 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.729088 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.619621 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.325949 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.108841 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),0.17153 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),0.0107269 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.0452335 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.537555 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),-0.0620646 # DEPENDENCYPART_GRANDPAR
(0,9),(9,30),2.08917 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),-0.0162374 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),0.16492 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),0.346176 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.147114 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.544366 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.391214 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.284097 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.962935 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.243761 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),0.147813 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),0.116828 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.630135 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),0.0474495 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.197068 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),0.0246012 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),-0.346476 # DEPENDENCYPART_GRANDPAR
(0,10),(10,21),0.148048 # DEPENDENCYPART_GRANDPAR
(0,10),(10,22),0.239315 # DEPENDENCYPART_GRANDPAR
(0,10),(10,25),-0.126429 # DEPENDENCYPART_GRANDPAR
(0,10),(10,26),-0.951631 # DEPENDENCYPART_GRANDPAR
(0,10),(10,28),-0.321305 # DEPENDENCYPART_GRANDPAR
(0,10),(10,30),2.4406 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-1.12896 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.28188 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),0.133485 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.113952 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.323068 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.0635152 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.0129491 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.548169 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.505579 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.305747 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.0261993 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.462829 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.474828 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.76301 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.531899 # DEPENDENCYPART_GRANDPAR
(2,5),(5,30),-0.75871 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),0.0878094 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.0321951 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.304769 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.205191 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.15666 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.603363 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.74364 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,5),-0.99947 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.939942 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-1.27909 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.916258 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.00293 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.317749 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.474644 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.458407 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.424548 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.126944 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.406589 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.822942 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.524887 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.219738 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.561811 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.170861 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),-0.758607 # DEPENDENCYPART_GRANDPAR
(3,4),(4,19),-0.586857 # DEPENDENCYPART_GRANDPAR
(3,4),(4,21),-1.10679 # DEPENDENCYPART_GRANDPAR
(3,4),(4,22),-0.420049 # DEPENDENCYPART_GRANDPAR
(3,4),(4,24),-0.782477 # DEPENDENCYPART_GRANDPAR
(3,4),(4,25),-0.46711 # DEPENDENCYPART_GRANDPAR
(3,4),(4,30),-1.78199 # DEPENDENCYPART_GRANDPAR
(3,5),(5,4),-0.0130658 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.501978 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.358361 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.194776 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),0.0837516 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.495574 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.706188 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.659633 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.503586 # DEPENDENCYPART_GRANDPAR
(3,5),(5,30),-1.93724 # DEPENDENCYPART_GRANDPAR
(3,6),(6,4),0.139275 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.361602 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.295097 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.184577 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.000116504 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-1.19897 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.899987 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-1.10203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),0.161625 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),-0.306102 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.284484 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.286549 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.369532 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.366302 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.768776 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.514454 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.431864 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.240965 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-0.799191 # DEPENDENCYPART_GRANDPAR
(3,9),(9,30),-1.81613 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.0202064 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.0812452 # DEPENDENCYPART_GRANDPAR
(4,2),(2,5),-0.417688 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.413788 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.158947 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.026047 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.12268 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.405746 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.500968 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.0128408 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.485184 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.0975777 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.340922 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.346362 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),0.870461 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.164946 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.354816 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.221486 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.00654683 # DEPENDENCYPART_GRANDPAR
(4,5),(5,30),-1.43116 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.335571 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.191662 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.371898 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.341653 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),0.457988 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.306536 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.217584 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.139976 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),0.392369 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),0.661342 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.0548473 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.0637462 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.337938 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.138036 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),0.0772893 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),0.465229 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.451987 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,6),0.238914 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.353793 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),0.597171 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.131144 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),0.0088141 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.450174 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.0669371 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.478593 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.641102 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.64184 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.613453 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.313155 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.250641 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.231194 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.329395 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.128774 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.0444903 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.421973 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.0799115 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),0.0501684 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),0.21047 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.406698 # DEPENDENCYPART_GRANDPAR
(4,9),(9,30),-1.32505 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-0.550515 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.483712 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.299181 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),0.266704 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),0.0741392 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),0.215427 # DEPENDENCYPART_GRANDPAR
