# _root_ Even food products and automobiles , which have long depended on color , are making the switch .
#goldHeads=3,3,14,3,4,3,8,3,10,8,10,11,3,0,14,17,15,14,
#predictedHeads=3,3,14,3,4,3,8,3,8,8,10,11,3,0,14,17,15,14,
(12,15),(15,11),-1.05983 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.758947 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),-0.33608 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.3156 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.492093 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),0.061892 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.634186 # DEPENDENCYPART_GRANDPAR
(12,17),(17,3),-1.12172 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.652682 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,15),-0.0145475 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.220385 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.49482 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.0783739 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.407594 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),0.0875032 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),-0.190244 # DEPENDENCYPART_GRANDPAR
(14,1),(1,6),0.350339 # DEPENDENCYPART_GRANDPAR
(14,1),(1,8),0.994634 # DEPENDENCYPART_GRANDPAR
(14,1),(1,18),-0.798582 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.195547 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.408524 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),0.408232 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),-0.20599 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),0.389779 # DEPENDENCYPART_GRANDPAR
(14,2),(2,8),1.0397 # DEPENDENCYPART_GRANDPAR
(14,2),(2,10),0.281352 # DEPENDENCYPART_GRANDPAR
(14,2),(2,13),0.619476 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-0.0402735 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.137599 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),0.0107154 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),-0.0479215 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),0.420765 # DEPENDENCYPART_GRANDPAR
(14,3),(3,7),-0.22559 # DEPENDENCYPART_GRANDPAR
(14,3),(3,8),1.24443 # DEPENDENCYPART_GRANDPAR
(14,3),(3,9),-0.0413341 # DEPENDENCYPART_GRANDPAR
(14,3),(3,10),0.452767 # DEPENDENCYPART_GRANDPAR
(14,3),(3,11),0.340537 # DEPENDENCYPART_GRANDPAR
(14,3),(3,12),0.212375 # DEPENDENCYPART_GRANDPAR
(14,3),(3,13),0.650462 # DEPENDENCYPART_GRANDPAR
(14,3),(3,14),-1.02544 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,3),(3,15),0.0766239 # DEPENDENCYPART_GRANDPAR
(14,3),(3,18),-0.747029 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.132568 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.62775 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.112701 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.514105 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),0.550285 # DEPENDENCYPART_GRANDPAR
(14,4),(4,9),-0.566599 # DEPENDENCYPART_GRANDPAR
(14,4),(4,10),-0.149124 # DEPENDENCYPART_GRANDPAR
(14,4),(4,14),-1.13986 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,4),(4,15),-0.134014 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.0978245 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.213054 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.425234 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),0.424332 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.248004 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),1.22357 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),-0.0533954 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),0.417838 # DEPENDENCYPART_GRANDPAR
(14,5),(5,11),0.327485 # DEPENDENCYPART_GRANDPAR
(14,5),(5,12),0.182474 # DEPENDENCYPART_GRANDPAR
(14,5),(5,13),0.654029 # DEPENDENCYPART_GRANDPAR
(14,5),(5,14),-1.02466 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,5),(5,15),0.0774062 # DEPENDENCYPART_GRANDPAR
(14,5),(5,18),-0.74625 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.525901 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),0.226537 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),0.904826 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.196287 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.0636933 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.265777 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),0.0742238 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.0507508 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),0.301401 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.199885 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.247917 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),0.0215833 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),0.0560667 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),-0.0930161 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),0.283117 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-1.08613 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,15),-0.0924231 # DEPENDENCYPART_GRANDPAR
(14,8),(8,17),-0.429051 # DEPENDENCYPART_GRANDPAR
(14,8),(8,18),-0.727467 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),0.224512 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.313794 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),0.179441 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),0.216113 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),0.157611 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),0.471243 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-1.07748 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.0867711 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.129364 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.479311 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.255613 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.234553 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),0.325037 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.22592 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),0.785851 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.0809402 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.210487 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.0432825 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.367098 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-1.01629 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.000389878 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.355006 # DEPENDENCYPART_GRANDPAR
(14,10),(10,18),-0.751332 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),0.0261277 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.493279 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.0566382 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.184478 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.286457 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.23873 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.145899 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.567437 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.885419 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.209196 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.250953 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),0.103066 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.0736747 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.606068 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.09581 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.101363 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.51659 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.852422 # DEPENDENCYPART_GRANDPAR
(14,15),(15,1),-0.400078 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-0.790324 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-0.33075 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),0.408227 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.381433 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.173751 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),0.118153 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.267735 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),0.144399 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.637839 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.113922 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.200655 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.578949 # DEPENDENCYPART_GRANDPAR
(14,17),(17,3),-0.92683 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.467022 # DEPENDENCYPART_GRANDPAR
(14,17),(17,15),0.29827 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.150653 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.583673 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.408591 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),-0.433553 # DEPENDENCYPART_GRANDPAR
(15,1),(1,4),0.0409562 # DEPENDENCYPART_GRANDPAR
(15,1),(1,5),-0.432056 # DEPENDENCYPART_GRANDPAR
(15,1),(1,6),-0.508531 # DEPENDENCYPART_GRANDPAR
(15,1),(1,8),-0.24682 # DEPENDENCYPART_GRANDPAR
(15,1),(1,18),-0.838022 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-0.413837 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.339062 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),0.0745201 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.294763 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),-0.34546 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),0.439684 # DEPENDENCYPART_GRANDPAR
(15,3),(3,8),-0.00766502 # DEPENDENCYPART_GRANDPAR
(15,3),(3,9),-0.164356 # DEPENDENCYPART_GRANDPAR
(15,3),(3,10),0.196256 # DEPENDENCYPART_GRANDPAR
(15,3),(3,11),0.0604344 # DEPENDENCYPART_GRANDPAR
(15,3),(3,12),-0.0317281 # DEPENDENCYPART_GRANDPAR
(15,3),(3,13),-0.313744 # DEPENDENCYPART_GRANDPAR
(15,3),(3,14),-0.113041 # DEPENDENCYPART_GRANDPAR
(15,3),(3,15),-1.05655 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,3),(3,18),-0.879021 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.381368 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.470795 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.210383 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.250382 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),-0.465893 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.302727 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.160039 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.308301 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.551898 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),0.227581 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.282867 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-0.143455 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-0.12659 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),-0.27741 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),-0.625584 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),-0.329335 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-1.09633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,17),-0.191487 # DEPENDENCYPART_GRANDPAR
(15,8),(8,18),-0.790621 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.418663 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),0.275232 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.0731357 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.0827894 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.141653 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),-0.502491 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),-0.33182 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-1.0965 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,1),-0.427187 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.421975 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.192047 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.396378 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.451103 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),0.27005 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.314034 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.273149 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.0937036 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.197678 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.579712 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),-0.320994 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-1.05059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,17),-0.160658 # DEPENDENCYPART_GRANDPAR
(15,10),(10,18),-0.837225 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.361968 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),0.090106 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.283786 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.131077 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.525401 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.207404 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.07168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,17),-0.244136 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.829465 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),0.335502 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.381123 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.136285 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.0337153 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.387985 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.23888 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.15539 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,17),-0.340031 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.940238 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),-0.506687 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),-0.328237 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),-0.33281 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.172024 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.340172 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.472315 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),0.214611 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.323347 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.337388 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.160605 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.138947 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.0656106 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.440599 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.10262 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),0.107343 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.206284 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.774988 # DEPENDENCYPART_GRANDPAR
(15,17),(17,3),-0.923528 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.789451 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.681642 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.803525 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.371563 # DEPENDENCYPART_GRANDPAR
(17,3),(3,1),-0.502414 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),-0.44808 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),-0.596809 # DEPENDENCYPART_GRANDPAR
(17,3),(3,5),-0.42296 # DEPENDENCYPART_GRANDPAR
(17,3),(3,6),-0.696707 # DEPENDENCYPART_GRANDPAR
(17,3),(3,7),0.0631079 # DEPENDENCYPART_GRANDPAR
(17,3),(3,8),-0.0449554 # DEPENDENCYPART_GRANDPAR
(17,3),(3,9),-0.323839 # DEPENDENCYPART_GRANDPAR
(17,3),(3,10),-0.0530024 # DEPENDENCYPART_GRANDPAR
(17,3),(3,11),-0.415891 # DEPENDENCYPART_GRANDPAR
(17,3),(3,12),-0.238968 # DEPENDENCYPART_GRANDPAR
(17,3),(3,13),-0.485504 # DEPENDENCYPART_GRANDPAR
(17,3),(3,14),0.155133 # DEPENDENCYPART_GRANDPAR
(17,3),(3,15),-0.261349 # DEPENDENCYPART_GRANDPAR
(17,3),(3,18),-0.83077 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.187646 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.456908 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.165678 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.402107 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.412097 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),0.123454 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),-0.185088 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-1.57353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,18),-0.895479 # DEPENDENCYPART_GRANDPAR
(17,15),(15,1),-0.578728 # DEPENDENCYPART_GRANDPAR
(17,15),(15,3),-0.129529 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.176287 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.252193 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.33811 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.18646 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.380299 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.0836536 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.363731 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.0814753 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.144844 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.52255 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.863679 # DEPENDENCYPART_GRANDPAR
