# _root_ In 1989 , Regatta will have sales `` in excess of $ 10 million '' and will show a profit , Mr. Parker said .
#goldHeads=5,1,5,5,24,5,6,9,6,9,10,11,12,12,9,5,16,17,20,18,24,23,24,0,24,
#predictedHeads=5,1,5,5,24,5,6,7,7,9,10,11,12,12,5,5,16,17,20,18,24,23,24,0,24,
(7,6),(6,12),-0.184162 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.456177 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.818022 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-0.592525 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-0.632022 # DEPENDENCYPART_GRANDPAR
(7,6),(6,20),-0.746303 # DEPENDENCYPART_GRANDPAR
(7,6),(6,21),-0.70045 # DEPENDENCYPART_GRANDPAR
(7,6),(6,23),-0.615889 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-1.34751 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-1.0342 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-1.04142 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.628798 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.853459 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.848837 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.0299159 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.879151 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.137879 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.175072 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.0192556 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),0.377077 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.444016 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.306833 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.393268 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.237428 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-1.21794 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.796616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),-0.0285516 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.0672229 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),0.419136 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.514875 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.000873195 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.0528554 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.133858 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),-0.208528 # DEPENDENCYPART_GRANDPAR
(7,10),(10,21),-0.0596054 # DEPENDENCYPART_GRANDPAR
(7,10),(10,24),-0.549743 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),0.665933 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.241803 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.28324 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),0.125247 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.395464 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.314247 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.145422 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.074252 # DEPENDENCYPART_GRANDPAR
(7,11),(11,23),0.115659 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-1.31972 # DEPENDENCYPART_GRANDPAR
(7,12),(12,8),-0.0555654 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.241412 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.337511 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.501398 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.440982 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.133715 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.507291 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.330428 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.24812 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),-0.401116 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),-0.315934 # DEPENDENCYPART_GRANDPAR
(7,12),(12,23),-0.209112 # DEPENDENCYPART_GRANDPAR
(7,12),(12,24),-0.74091 # DEPENDENCYPART_GRANDPAR
(7,15),(15,5),-0.628802 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),0.296902 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.328846 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.309666 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.200881 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.515874 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.146743 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.351171 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.316552 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),0.0432062 # DEPENDENCYPART_GRANDPAR
(7,16),(16,23),-0.150945 # DEPENDENCYPART_GRANDPAR
(7,16),(16,24),-0.795339 # DEPENDENCYPART_GRANDPAR
(7,17),(17,1),-1.37624 # DEPENDENCYPART_GRANDPAR
(7,17),(17,3),-0.966685 # DEPENDENCYPART_GRANDPAR
(7,17),(17,4),-1.03166 # DEPENDENCYPART_GRANDPAR
(7,17),(17,5),-0.63113 # DEPENDENCYPART_GRANDPAR
(7,17),(17,7),-0.812305 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,17),(17,8),-0.0835006 # DEPENDENCYPART_GRANDPAR
(7,17),(17,9),-0.174724 # DEPENDENCYPART_GRANDPAR
(7,17),(17,10),0.0925869 # DEPENDENCYPART_GRANDPAR
(7,17),(17,11),-0.254559 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),0.288593 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.318894 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.0526881 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),0.0879424 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),-0.27196 # DEPENDENCYPART_GRANDPAR
(7,17),(17,21),-0.230742 # DEPENDENCYPART_GRANDPAR
(7,17),(17,23),-0.0633955 # DEPENDENCYPART_GRANDPAR
(7,17),(17,24),-0.640265 # DEPENDENCYPART_GRANDPAR
(7,17),(17,25),-0.53667 # DEPENDENCYPART_GRANDPAR
(7,20),(20,19),0.153117 # DEPENDENCYPART_GRANDPAR
(7,20),(20,21),-0.0842343 # DEPENDENCYPART_GRANDPAR
(7,20),(20,22),-0.203242 # DEPENDENCYPART_GRANDPAR
(7,20),(20,23),-0.0845272 # DEPENDENCYPART_GRANDPAR
(7,20),(20,24),-0.576874 # DEPENDENCYPART_GRANDPAR
(7,23),(23,5),-0.643522 # DEPENDENCYPART_GRANDPAR
(7,23),(23,18),-0.19954 # DEPENDENCYPART_GRANDPAR
(7,23),(23,19),-0.176564 # DEPENDENCYPART_GRANDPAR
(7,23),(23,20),-0.253479 # DEPENDENCYPART_GRANDPAR
(7,23),(23,21),-0.09576 # DEPENDENCYPART_GRANDPAR
(7,23),(23,22),-0.121163 # DEPENDENCYPART_GRANDPAR
(7,23),(23,24),-0.526577 # DEPENDENCYPART_GRANDPAR
(7,24),(24,1),-1.34788 # DEPENDENCYPART_GRANDPAR
(7,24),(24,2),-1.01779 # DEPENDENCYPART_GRANDPAR
(7,24),(24,3),-1.00461 # DEPENDENCYPART_GRANDPAR
(7,24),(24,4),-1.02235 # DEPENDENCYPART_GRANDPAR
(7,24),(24,5),-0.425094 # DEPENDENCYPART_GRANDPAR
(7,24),(24,6),-0.822614 # DEPENDENCYPART_GRANDPAR
(7,24),(24,7),-0.923292 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,24),(24,8),-0.0730425 # DEPENDENCYPART_GRANDPAR
(7,24),(24,9),-0.196492 # DEPENDENCYPART_GRANDPAR
(7,24),(24,10),-0.000831117 # DEPENDENCYPART_GRANDPAR
(7,24),(24,12),0.271787 # DEPENDENCYPART_GRANDPAR
(7,24),(24,14),-0.362661 # DEPENDENCYPART_GRANDPAR
(7,24),(24,15),-0.0840626 # DEPENDENCYPART_GRANDPAR
(7,24),(24,16),-0.331859 # DEPENDENCYPART_GRANDPAR
(7,24),(24,17),-0.209012 # DEPENDENCYPART_GRANDPAR
(7,24),(24,18),-0.19155 # DEPENDENCYPART_GRANDPAR
(7,24),(24,20),-0.307729 # DEPENDENCYPART_GRANDPAR
(7,24),(24,21),-0.355607 # DEPENDENCYPART_GRANDPAR
(7,24),(24,22),-0.303743 # DEPENDENCYPART_GRANDPAR
(7,24),(24,23),-0.0841277 # DEPENDENCYPART_GRANDPAR
(7,24),(24,25),-0.550107 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.396142 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.484979 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.371442 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.111518 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),-0.163375 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),-0.228974 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-1.44154 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,9),-0.389999 # DEPENDENCYPART_GRANDPAR
(8,1),(1,11),-0.637077 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.414516 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.10318 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.240965 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.362335 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.157461 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.286137 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.2288 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.113137 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.421015 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.438928 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.393018 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.227654 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.259869 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.29051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.477427 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.306991 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.705166 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.571598 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.484764 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),0.10594 # DEPENDENCYPART_GRANDPAR
(8,5),(5,17),-0.612341 # DEPENDENCYPART_GRANDPAR
(8,5),(5,18),-0.92948 # DEPENDENCYPART_GRANDPAR
(8,5),(5,21),-0.624389 # DEPENDENCYPART_GRANDPAR
(8,5),(5,24),-0.818812 # DEPENDENCYPART_GRANDPAR
(8,5),(5,25),-0.731961 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.096552 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.398913 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.499061 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.413331 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.239125 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.43574 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.45974 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.323431 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.755851 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.577338 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.506075 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.0301542 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.591085 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-0.913739 # DEPENDENCYPART_GRANDPAR
(8,6),(6,20),-0.671971 # DEPENDENCYPART_GRANDPAR
(8,6),(6,21),-0.659074 # DEPENDENCYPART_GRANDPAR
(8,6),(6,23),-1.01541 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.329994 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.370551 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.394306 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.151149 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.317014 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.45025 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.415541 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.392539 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.648927 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.585273 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.543749 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.0760367 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-0.62023 # DEPENDENCYPART_GRANDPAR
(8,7),(7,20),-0.741087 # DEPENDENCYPART_GRANDPAR
(8,7),(7,21),-0.791609 # DEPENDENCYPART_GRANDPAR
(8,7),(7,23),-1.03617 # DEPENDENCYPART_GRANDPAR
(8,7),(7,24),-0.839944 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.836779 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.01089 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.146404 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.203051 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.114892 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),0.0822547 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),0.463591 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.316371 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.544639 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.691317 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.635726 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.431755 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.26155 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.260852 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.216551 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.63041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.102557 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.825813 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.760063 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-1.10377 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.727254 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.69688 # DEPENDENCYPART_GRANDPAR
(9,7),(7,20),-1.73192 # DEPENDENCYPART_GRANDPAR
(9,7),(7,21),-1.34669 # DEPENDENCYPART_GRANDPAR
(9,7),(7,23),-1.52661 # DEPENDENCYPART_GRANDPAR
(9,7),(7,24),-1.17235 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.101789 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.628618 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.468112 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.260847 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.243221 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.502492 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.49667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,4),-1.322 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-1.23452 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-1.09163 # DEPENDENCYPART_GRANDPAR
(9,10),(10,11),0.0794627 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.0819481 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.392989 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.470182 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.303036 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.0537804 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.874663 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),-0.66334 # DEPENDENCYPART_GRANDPAR
(9,10),(10,24),-0.538729 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.165558 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.358306 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.42371 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.562848 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.0831867 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.37293 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.625292 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.991775 # DEPENDENCYPART_GRANDPAR
(9,11),(11,23),-0.775179 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-0.760933 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.951709 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.750016 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,11),-0.067573 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.400894 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.322907 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.569305 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.182046 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.212433 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.510265 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.929047 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),-0.609135 # DEPENDENCYPART_GRANDPAR
(9,12),(12,23),-0.800791 # DEPENDENCYPART_GRANDPAR
(9,12),(12,24),-0.651916 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-0.765084 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-1.34598 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.936489 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.760233 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,11),0.138277 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.0825291 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.473443 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.198261 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.747526 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.727498 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.225224 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.623163 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-1.1431 # DEPENDENCYPART_GRANDPAR
(9,16),(16,23),-0.923262 # DEPENDENCYPART_GRANDPAR
(9,16),(16,24),-0.872648 # DEPENDENCYPART_GRANDPAR
(9,17),(17,1),-0.839762 # DEPENDENCYPART_GRANDPAR
(9,17),(17,3),-1.18874 # DEPENDENCYPART_GRANDPAR
(9,17),(17,4),-1.12152 # DEPENDENCYPART_GRANDPAR
(9,17),(17,5),-0.790851 # DEPENDENCYPART_GRANDPAR
(9,17),(17,7),-1.10067 # DEPENDENCYPART_GRANDPAR
(9,17),(17,8),-0.810523 # DEPENDENCYPART_GRANDPAR
(9,17),(17,9),-1.12415 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,17),(17,10),0.488436 # DEPENDENCYPART_GRANDPAR
(9,17),(17,11),-0.488913 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),-0.119584 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.722392 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.791445 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.393791 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.974028 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-0.65959 # DEPENDENCYPART_GRANDPAR
(9,17),(17,23),-0.80796 # DEPENDENCYPART_GRANDPAR
(9,17),(17,24),-0.696785 # DEPENDENCYPART_GRANDPAR
(9,17),(17,25),-1.4351 # DEPENDENCYPART_GRANDPAR
(9,18),(18,1),-0.77877 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-0.996931 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,11),-0.255283 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),0.067099 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),-0.45895 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.808943 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.855564 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.61854 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-1.11635 # DEPENDENCYPART_GRANDPAR
(9,18),(18,23),-0.759387 # DEPENDENCYPART_GRANDPAR
(9,18),(18,24),-0.625778 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.601018 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-1.02348 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.321346 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.284883 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.418852 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.530038 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-1.13087 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.325362 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.797581 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.359061 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.452342 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.684629 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.0712117 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.5577 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.896224 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.604632 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.963401 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.959394 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-1.00448 # DEPENDENCYPART_GRANDPAR
(10,7),(7,20),-1.09241 # DEPENDENCYPART_GRANDPAR
(10,7),(7,21),-1.24274 # DEPENDENCYPART_GRANDPAR
(10,7),(7,23),-1.04186 # DEPENDENCYPART_GRANDPAR
(10,7),(7,24),-0.93269 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.63395 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.468861 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.825929 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.387811 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.434105 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.556971 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.3225 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),0.255546 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.179455 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.0533726 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.28432 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.428616 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.543899 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.371962 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.317026 # DEPENDENCYPART_GRANDPAR
(10,11),(11,23),-0.330991 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-1.38159 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-1.21637 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.928807 # DEPENDENCYPART_GRANDPAR
(10,12),(12,11),-0.295113 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.445573 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.264424 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.499943 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.522543 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.559661 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.413189 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.535784 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.546639 # DEPENDENCYPART_GRANDPAR
(10,12),(12,23),-0.48231 # DEPENDENCYPART_GRANDPAR
(10,12),(12,24),-0.504368 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-1.33511 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-1.72935 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-1.15819 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.882325 # DEPENDENCYPART_GRANDPAR
(10,14),(14,11),-0.0835808 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.467027 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.445074 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.414402 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-0.818575 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.120303 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.457729 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.46747 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.5577 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.606937 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.647958 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.70595 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.510316 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.119262 # DEPENDENCYPART_GRANDPAR
(10,16),(16,23),-0.406137 # DEPENDENCYPART_GRANDPAR
(10,16),(16,24),-0.760645 # DEPENDENCYPART_GRANDPAR
(10,17),(17,1),-1.36348 # DEPENDENCYPART_GRANDPAR
(10,17),(17,3),-0.942823 # DEPENDENCYPART_GRANDPAR
(10,17),(17,4),-1.30409 # DEPENDENCYPART_GRANDPAR
