# _root_ The multibillion-dollar prospects , where the bidder must line up a consortium of banks and / or issue billions in high-yield debt , were where the damage was concentrated .
#goldHeads=3,3,24,3,9,7,8,3,8,9,12,9,12,13,9,15,15,15,18,19,22,20,3,0,29,27,28,24,28,24,
#predictedHeads=3,3,24,3,9,7,8,3,8,9,12,9,12,13,8,15,16,19,15,19,22,20,24,0,29,27,28,24,28,24,
(24,4),(24,10),0.00507872 # DEPENDENCYPART_SIBL
(24,4),(24,12),0.018323 # DEPENDENCYPART_SIBL
(24,4),(24,13),-0.0798646 # DEPENDENCYPART_SIBL
(24,4),(24,14),0.0254049 # DEPENDENCYPART_SIBL
(24,4),(24,15),0.00502207 # DEPENDENCYPART_SIBL
(24,4),(24,16),0.04862 # DEPENDENCYPART_SIBL
(24,4),(24,17),0.195014 # DEPENDENCYPART_SIBL
(24,4),(24,18),0.0505018 # DEPENDENCYPART_SIBL
(24,4),(24,19),0.0674741 # DEPENDENCYPART_SIBL
(24,4),(24,20),0.0674085 # DEPENDENCYPART_SIBL
(24,4),(24,21),0.0155829 # DEPENDENCYPART_SIBL
(24,4),(24,22),-0.00872698 # DEPENDENCYPART_SIBL
(24,4),(24,23),0.0361094 # DEPENDENCYPART_SIBL
(24,4),(24,25),-0.0685968 # DEPENDENCYPART_SIBL
(24,4),(24,26),-0.0604187 # DEPENDENCYPART_SIBL
(24,4),(24,27),-0.0378679 # DEPENDENCYPART_SIBL
(24,4),(24,28),-0.0319168 # DEPENDENCYPART_SIBL
(24,4),(24,29),-0.0412704 # DEPENDENCYPART_SIBL
(24,4),(24,30),0.055833 # DEPENDENCYPART_SIBL
(24,5),(24,7),0.0180512 # DEPENDENCYPART_SIBL
(24,5),(24,8),-0.0885795 # DEPENDENCYPART_SIBL
(24,5),(24,9),-0.0144945 # DEPENDENCYPART_SIBL
(24,5),(24,10),0.00583866 # DEPENDENCYPART_SIBL
(24,5),(24,12),0.00977154 # DEPENDENCYPART_SIBL
(24,5),(24,13),-0.0250496 # DEPENDENCYPART_SIBL
(24,5),(24,14),-0.053668 # DEPENDENCYPART_SIBL
(24,5),(24,15),-0.0603066 # DEPENDENCYPART_SIBL
(24,5),(24,16),-0.0271751 # DEPENDENCYPART_SIBL
(24,5),(24,17),-0.0379518 # DEPENDENCYPART_SIBL
(24,5),(24,18),0.0346712 # DEPENDENCYPART_SIBL
(24,5),(24,19),-0.0379275 # DEPENDENCYPART_SIBL
(24,5),(24,20),-0.00640873 # DEPENDENCYPART_SIBL
(24,5),(24,21),-0.090086 # DEPENDENCYPART_SIBL
(24,5),(24,22),0.0105733 # DEPENDENCYPART_SIBL
(24,5),(24,23),-0.00510861 # DEPENDENCYPART_SIBL
(24,5),(24,25),-0.0583998 # DEPENDENCYPART_SIBL
(24,5),(24,26),-0.0335777 # DEPENDENCYPART_SIBL
(24,5),(24,27),0.187721 # DEPENDENCYPART_SIBL
(24,5),(24,28),-0.0386974 # DEPENDENCYPART_SIBL
(24,5),(24,29),-0.383198 # DEPENDENCYPART_SIBL
(24,5),(24,30),-0.381967 # DEPENDENCYPART_SIBL
(24,7),(24,8),-0.276867 # DEPENDENCYPART_SIBL
(24,7),(24,9),-0.167093 # DEPENDENCYPART_SIBL
(24,7),(24,10),-0.173107 # DEPENDENCYPART_SIBL
(24,7),(24,12),-0.526434 # DEPENDENCYPART_SIBL
(24,7),(24,13),-0.0480433 # DEPENDENCYPART_SIBL
(24,7),(24,14),-0.535028 # DEPENDENCYPART_SIBL
(24,7),(24,15),-0.256112 # DEPENDENCYPART_SIBL
(24,7),(24,16),-0.219975 # DEPENDENCYPART_SIBL
(24,7),(24,17),-0.233955 # DEPENDENCYPART_SIBL
(24,7),(24,18),-0.516133 # DEPENDENCYPART_SIBL
(24,7),(24,19),-0.520515 # DEPENDENCYPART_SIBL
(24,7),(24,20),-0.0501068 # DEPENDENCYPART_SIBL
(24,7),(24,21),-0.285638 # DEPENDENCYPART_SIBL
(24,7),(24,22),-0.525609 # DEPENDENCYPART_SIBL
(24,7),(24,23),-0.0213759 # DEPENDENCYPART_SIBL
(24,7),(24,25),-0.0997611 # DEPENDENCYPART_SIBL
(24,7),(24,26),-0.129098 # DEPENDENCYPART_SIBL
(24,7),(24,27),0.0156193 # DEPENDENCYPART_SIBL
(24,7),(24,28),-0.0770626 # DEPENDENCYPART_SIBL
(24,7),(24,29),-0.0993531 # DEPENDENCYPART_SIBL
(24,7),(24,30),-0.0354001 # DEPENDENCYPART_SIBL
(24,8),(24,9),-0.0404567 # DEPENDENCYPART_SIBL
(24,8),(24,10),-0.0052876 # DEPENDENCYPART_SIBL
(24,8),(24,12),-0.0739436 # DEPENDENCYPART_SIBL
(24,8),(24,13),-0.106134 # DEPENDENCYPART_SIBL
(24,8),(24,14),-0.11787 # DEPENDENCYPART_SIBL
(24,8),(24,15),-0.0786681 # DEPENDENCYPART_SIBL
(24,8),(24,16),-0.0491185 # DEPENDENCYPART_SIBL
(24,8),(24,17),-0.0581292 # DEPENDENCYPART_SIBL
(24,8),(24,18),-0.0555375 # DEPENDENCYPART_SIBL
(24,8),(24,19),-0.106506 # DEPENDENCYPART_SIBL
(24,8),(24,20),-0.105047 # DEPENDENCYPART_SIBL
(24,8),(24,21),-0.0740284 # DEPENDENCYPART_SIBL
(24,8),(24,22),-0.0708094 # DEPENDENCYPART_SIBL
(24,8),(24,23),0.293155 # DEPENDENCYPART_SIBL
(24,8),(24,25),-0.133484 # DEPENDENCYPART_SIBL
(24,8),(24,26),-0.139893 # DEPENDENCYPART_SIBL
(24,8),(24,27),-0.150686 # DEPENDENCYPART_SIBL
(24,8),(24,28),-0.181606 # DEPENDENCYPART_SIBL
(24,8),(24,29),-0.052844 # DEPENDENCYPART_SIBL
(24,8),(24,30),-0.026319 # DEPENDENCYPART_SIBL
(24,9),(24,10),-0.0188779 # DEPENDENCYPART_SIBL
(24,9),(24,12),-0.115543 # DEPENDENCYPART_SIBL
(24,9),(24,13),-0.0855551 # DEPENDENCYPART_SIBL
(24,9),(24,14),-0.128987 # DEPENDENCYPART_SIBL
(24,9),(24,15),-0.0823199 # DEPENDENCYPART_SIBL
(24,9),(24,16),-0.05207 # DEPENDENCYPART_SIBL
(24,9),(24,17),-0.0610364 # DEPENDENCYPART_SIBL
(24,9),(24,18),-0.0983679 # DEPENDENCYPART_SIBL
(24,9),(24,19),-0.117375 # DEPENDENCYPART_SIBL
(24,9),(24,20),-0.07279 # DEPENDENCYPART_SIBL
(24,9),(24,21),-0.0863554 # DEPENDENCYPART_SIBL
(24,9),(24,22),-0.114651 # DEPENDENCYPART_SIBL
(24,9),(24,23),0.0723294 # DEPENDENCYPART_SIBL
(24,9),(24,25),-0.0873996 # DEPENDENCYPART_SIBL
(24,9),(24,26),-0.0924845 # DEPENDENCYPART_SIBL
(24,9),(24,27),-0.0710638 # DEPENDENCYPART_SIBL
(24,9),(24,28),-0.106679 # DEPENDENCYPART_SIBL
(24,9),(24,29),-0.0943647 # DEPENDENCYPART_SIBL
(24,9),(24,30),-0.0302523 # DEPENDENCYPART_SIBL
(24,10),(24,12),-0.124686 # DEPENDENCYPART_SIBL
(24,10),(24,13),-0.0752577 # DEPENDENCYPART_SIBL
(24,10),(24,14),-0.132194 # DEPENDENCYPART_SIBL
(24,10),(24,15),-0.0855718 # DEPENDENCYPART_SIBL
(24,10),(24,16),-0.0561548 # DEPENDENCYPART_SIBL
(24,10),(24,17),-0.0651628 # DEPENDENCYPART_SIBL
(24,10),(24,18),-0.107513 # DEPENDENCYPART_SIBL
(24,10),(24,19),-0.121091 # DEPENDENCYPART_SIBL
(24,10),(24,20),-0.0648835 # DEPENDENCYPART_SIBL
(24,10),(24,21),-0.092624 # DEPENDENCYPART_SIBL
(24,10),(24,22),-0.123921 # DEPENDENCYPART_SIBL
(24,10),(24,23),0.0185419 # DEPENDENCYPART_SIBL
(24,10),(24,25),-0.0987377 # DEPENDENCYPART_SIBL
(24,10),(24,26),-0.102526 # DEPENDENCYPART_SIBL
(24,10),(24,27),-0.084389 # DEPENDENCYPART_SIBL
(24,10),(24,28),-0.120267 # DEPENDENCYPART_SIBL
(24,10),(24,29),-0.0786599 # DEPENDENCYPART_SIBL
(24,10),(24,30),-0.080279 # DEPENDENCYPART_SIBL
(24,12),(24,13),-0.0477635 # DEPENDENCYPART_SIBL
(24,12),(24,14),-0.534741 # DEPENDENCYPART_SIBL
(24,12),(24,15),-0.255824 # DEPENDENCYPART_SIBL
(24,12),(24,16),-0.219688 # DEPENDENCYPART_SIBL
(24,12),(24,17),-0.233668 # DEPENDENCYPART_SIBL
(24,12),(24,18),-0.515855 # DEPENDENCYPART_SIBL
(24,12),(24,19),-0.520228 # DEPENDENCYPART_SIBL
(24,12),(24,20),-0.0498249 # DEPENDENCYPART_SIBL
(24,12),(24,21),-0.274166 # DEPENDENCYPART_SIBL
(24,12),(24,22),-0.525331 # DEPENDENCYPART_SIBL
(24,12),(24,23),-0.0211755 # DEPENDENCYPART_SIBL
(24,12),(24,25),-0.102393 # DEPENDENCYPART_SIBL
(24,12),(24,26),-0.131729 # DEPENDENCYPART_SIBL
(24,12),(24,27),0.0243078 # DEPENDENCYPART_SIBL
(24,12),(24,28),-0.0751612 # DEPENDENCYPART_SIBL
(24,12),(24,29),-0.0981358 # DEPENDENCYPART_SIBL
(24,12),(24,30),-0.037636 # DEPENDENCYPART_SIBL
(24,13),(24,14),-0.131434 # DEPENDENCYPART_SIBL
(24,13),(24,15),-0.17392 # DEPENDENCYPART_SIBL
(24,13),(24,16),-0.111656 # DEPENDENCYPART_SIBL
(24,13),(24,17),-0.133252 # DEPENDENCYPART_SIBL
(24,13),(24,18),-0.122187 # DEPENDENCYPART_SIBL
(24,13),(24,19),-0.112997 # DEPENDENCYPART_SIBL
(24,13),(24,20),-0.163989 # DEPENDENCYPART_SIBL
(24,13),(24,21),-0.120139 # DEPENDENCYPART_SIBL
(24,13),(24,22),-0.121518 # DEPENDENCYPART_SIBL
(24,13),(24,23),0.0944683 # DEPENDENCYPART_SIBL
(24,13),(24,25),-0.0564244 # DEPENDENCYPART_SIBL
(24,13),(24,26),-0.0781247 # DEPENDENCYPART_SIBL
(24,13),(24,27),-0.0201524 # DEPENDENCYPART_SIBL
(24,13),(24,28),-0.0623974 # DEPENDENCYPART_SIBL
(24,13),(24,29),-0.0182225 # DEPENDENCYPART_SIBL
(24,13),(24,30),0.0154248 # DEPENDENCYPART_SIBL
(24,14),(24,15),-0.338657 # DEPENDENCYPART_SIBL
(24,14),(24,16),-0.296323 # DEPENDENCYPART_SIBL
(24,14),(24,17),-0.309502 # DEPENDENCYPART_SIBL
(24,14),(24,18),-0.593147 # DEPENDENCYPART_SIBL
(24,14),(24,19),-0.91622 # DEPENDENCYPART_SIBL
(24,14),(24,20),-0.0596416 # DEPENDENCYPART_SIBL
(24,14),(24,21),-0.361114 # DEPENDENCYPART_SIBL
(24,14),(24,22),-0.607644 # DEPENDENCYPART_SIBL
(24,14),(24,23),-0.144413 # DEPENDENCYPART_SIBL
(24,14),(24,25),-0.084614 # DEPENDENCYPART_SIBL
(24,14),(24,26),-0.0793286 # DEPENDENCYPART_SIBL
(24,14),(24,27),-0.0587509 # DEPENDENCYPART_SIBL
(24,14),(24,28),-0.0460494 # DEPENDENCYPART_SIBL
(24,14),(24,29),0.0614795 # DEPENDENCYPART_SIBL
(24,14),(24,30),-0.00887804 # DEPENDENCYPART_SIBL
(24,15),(24,16),0.0247165 # DEPENDENCYPART_SIBL
(24,15),(24,17),0.0294741 # DEPENDENCYPART_SIBL
(24,15),(24,18),0.0305199 # DEPENDENCYPART_SIBL
(24,15),(24,19),0.00380884 # DEPENDENCYPART_SIBL
(24,15),(24,20),0.0115932 # DEPENDENCYPART_SIBL
(24,15),(24,21),-0.0202285 # DEPENDENCYPART_SIBL
(24,15),(24,22),0.0134017 # DEPENDENCYPART_SIBL
(24,15),(24,23),0.259416 # DEPENDENCYPART_SIBL
(24,15),(24,25),-0.0794018 # DEPENDENCYPART_SIBL
(24,15),(24,26),-0.178915 # DEPENDENCYPART_SIBL
(24,15),(24,27),-0.055945 # DEPENDENCYPART_SIBL
(24,15),(24,28),-0.0842484 # DEPENDENCYPART_SIBL
(24,15),(24,29),-0.0417178 # DEPENDENCYPART_SIBL
(24,15),(24,30),0.0717915 # DEPENDENCYPART_SIBL
(24,16),(24,17),-0.0206621 # DEPENDENCYPART_SIBL
(24,16),(24,18),-0.0189409 # DEPENDENCYPART_SIBL
(24,16),(24,19),-0.0558036 # DEPENDENCYPART_SIBL
(24,16),(24,20),-0.0226739 # DEPENDENCYPART_SIBL
(24,16),(24,21),-0.0493283 # DEPENDENCYPART_SIBL
(24,16),(24,22),-0.035004 # DEPENDENCYPART_SIBL
(24,16),(24,23),0.0906217 # DEPENDENCYPART_SIBL
(24,16),(24,25),-0.0774149 # DEPENDENCYPART_SIBL
(24,16),(24,26),-0.149363 # DEPENDENCYPART_SIBL
(24,16),(24,27),-0.0328277 # DEPENDENCYPART_SIBL
(24,16),(24,28),-0.0896342 # DEPENDENCYPART_SIBL
(24,16),(24,29),-0.0599385 # DEPENDENCYPART_SIBL
(24,16),(24,30),0.0896009 # DEPENDENCYPART_SIBL
(24,17),(24,18),-0.0660956 # DEPENDENCYPART_SIBL
(24,17),(24,19),-0.072209 # DEPENDENCYPART_SIBL
(24,17),(24,20),-0.0411486 # DEPENDENCYPART_SIBL
(24,17),(24,21),-0.0641751 # DEPENDENCYPART_SIBL
(24,17),(24,22),-0.0819748 # DEPENDENCYPART_SIBL
(24,17),(24,23),0.066752 # DEPENDENCYPART_SIBL
(24,17),(24,25),-0.105656 # DEPENDENCYPART_SIBL
(24,17),(24,26),-0.182776 # DEPENDENCYPART_SIBL
(24,17),(24,27),-0.0713358 # DEPENDENCYPART_SIBL
(24,17),(24,28),-0.115625 # DEPENDENCYPART_SIBL
(24,17),(24,29),-0.101901 # DEPENDENCYPART_SIBL
(24,17),(24,30),0.0711772 # DEPENDENCYPART_SIBL
(24,18),(24,19),-0.504393 # DEPENDENCYPART_SIBL
(24,18),(24,20),-0.026519 # DEPENDENCYPART_SIBL
(24,18),(24,21),-0.270544 # DEPENDENCYPART_SIBL
(24,18),(24,22),-0.532267 # DEPENDENCYPART_SIBL
(24,18),(24,23),0.06039 # DEPENDENCYPART_SIBL
(24,18),(24,25),-0.0885427 # DEPENDENCYPART_SIBL
(24,18),(24,26),-0.12325 # DEPENDENCYPART_SIBL
(24,18),(24,27),0.022279 # DEPENDENCYPART_SIBL
(24,18),(24,28),-0.0700115 # DEPENDENCYPART_SIBL
(24,18),(24,29),-0.0696579 # DEPENDENCYPART_SIBL
(24,18),(24,30),-0.0328026 # DEPENDENCYPART_SIBL
(24,19),(24,20),-0.0371609 # DEPENDENCYPART_SIBL
(24,19),(24,21),-0.352493 # DEPENDENCYPART_SIBL
(24,19),(24,22),-0.597598 # DEPENDENCYPART_SIBL
(24,19),(24,23),-0.129432 # DEPENDENCYPART_SIBL
(24,19),(24,25),-0.0845595 # DEPENDENCYPART_SIBL
(24,19),(24,26),-0.0822739 # DEPENDENCYPART_SIBL
(24,19),(24,27),-0.0521298 # DEPENDENCYPART_SIBL
(24,19),(24,28),-0.0566007 # DEPENDENCYPART_SIBL
(24,19),(24,29),0.0645477 # DEPENDENCYPART_SIBL
(24,19),(24,30),0.013962 # DEPENDENCYPART_SIBL
(24,20),(24,21),-0.0866857 # DEPENDENCYPART_SIBL
(24,20),(24,22),-0.0274229 # DEPENDENCYPART_SIBL
(24,20),(24,23),0.339099 # DEPENDENCYPART_SIBL
(24,20),(24,25),-0.0617691 # DEPENDENCYPART_SIBL
(24,20),(24,26),-0.051984 # DEPENDENCYPART_SIBL
(24,20),(24,27),-0.047039 # DEPENDENCYPART_SIBL
(24,20),(24,28),-0.0666508 # DEPENDENCYPART_SIBL
(24,20),(24,29),-0.0664445 # DEPENDENCYPART_SIBL
(24,20),(24,30),0.0750882 # DEPENDENCYPART_SIBL
(24,21),(24,22),-0.0680691 # DEPENDENCYPART_SIBL
(24,21),(24,23),0.161243 # DEPENDENCYPART_SIBL
(24,21),(24,25),-0.0408264 # DEPENDENCYPART_SIBL
(24,21),(24,26),0.013363 # DEPENDENCYPART_SIBL
(24,21),(24,27),0.102885 # DEPENDENCYPART_SIBL
(24,21),(24,28),-0.0176956 # DEPENDENCYPART_SIBL
(24,21),(24,29),2.54193e-05 # DEPENDENCYPART_SIBL
(24,21),(24,30),0.0540145 # DEPENDENCYPART_SIBL
(24,22),(24,23),-0.0345458 # DEPENDENCYPART_SIBL
(24,22),(24,25),-0.0966157 # DEPENDENCYPART_SIBL
(24,22),(24,26),-0.12603 # DEPENDENCYPART_SIBL
(24,22),(24,27),0.0112742 # DEPENDENCYPART_SIBL
(24,22),(24,28),-0.088791 # DEPENDENCYPART_SIBL
(24,22),(24,29),-0.104388 # DEPENDENCYPART_SIBL
(24,22),(24,30),-0.0209266 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.0685968 # DEPENDENCYPART_SIBL
(24,23),(24,26),-0.0604187 # DEPENDENCYPART_SIBL
(24,23),(24,27),-0.0378679 # DEPENDENCYPART_SIBL
(24,23),(24,28),-0.0319168 # DEPENDENCYPART_SIBL
(24,23),(24,29),-0.0412704 # DEPENDENCYPART_SIBL
(24,23),(24,30),0.055833 # DEPENDENCYPART_SIBL
(24,25),(24,26),-0.06373 # DEPENDENCYPART_SIBL
(24,25),(24,27),-0.141399 # DEPENDENCYPART_SIBL
(24,25),(24,28),-0.081023 # DEPENDENCYPART_SIBL
(24,25),(24,29),-0.119242 # DEPENDENCYPART_SIBL
(24,25),(24,30),-0.0628927 # DEPENDENCYPART_SIBL
(24,26),(24,27),-0.115988 # DEPENDENCYPART_SIBL
(24,26),(24,28),-0.0635089 # DEPENDENCYPART_SIBL
(24,26),(24,29),-0.0312923 # DEPENDENCYPART_SIBL
(24,26),(24,30),-0.125521 # DEPENDENCYPART_SIBL
(24,27),(24,28),-0.12619 # DEPENDENCYPART_SIBL
(24,27),(24,29),-0.135457 # DEPENDENCYPART_SIBL
(24,27),(24,30),-0.117769 # DEPENDENCYPART_SIBL
(24,28),(24,29),-0.232243 # DEPENDENCYPART_SIBL
(24,28),(24,30),-0.00450216 # DEPENDENCYPART_SIBL
(24,29),(24,30),0.0390347 # DEPENDENCYPART_SIBL
(25,26),(25,27),-0.0488462 # DEPENDENCYPART_SIBL
(27,25),(27,26),-0.457346 # DEPENDENCYPART_SIBL
(27,25),(27,28),-0.0629817 # DEPENDENCYPART_SIBL
(27,25),(27,29),-0.348587 # DEPENDENCYPART_SIBL
(27,26),(27,28),0.229498 # DEPENDENCYPART_SIBL
(27,26),(27,29),0.149578 # DEPENDENCYPART_SIBL
(27,28),(27,29),-0.0985432 # DEPENDENCYPART_SIBL
(28,3),(28,4),-0.0482247 # DEPENDENCYPART_SIBL
(28,3),(28,5),-0.33704 # DEPENDENCYPART_SIBL
(28,3),(28,7),-0.564649 # DEPENDENCYPART_SIBL
(28,3),(28,8),-0.308619 # DEPENDENCYPART_SIBL
(28,3),(28,9),-0.250626 # DEPENDENCYPART_SIBL
(28,3),(28,10),-0.223093 # DEPENDENCYPART_SIBL
(28,3),(28,12),-0.572928 # DEPENDENCYPART_SIBL
(28,3),(28,14),-0.849914 # DEPENDENCYPART_SIBL
(28,3),(28,15),-0.29001 # DEPENDENCYPART_SIBL
(28,3),(28,16),-0.24509 # DEPENDENCYPART_SIBL
(28,3),(28,17),-0.256235 # DEPENDENCYPART_SIBL
(28,3),(28,18),-0.551655 # DEPENDENCYPART_SIBL
(28,3),(28,19),-0.842248 # DEPENDENCYPART_SIBL
(28,3),(28,20),-0.0515016 # DEPENDENCYPART_SIBL
(28,3),(28,21),-0.284427 # DEPENDENCYPART_SIBL
(28,3),(28,22),-0.572808 # DEPENDENCYPART_SIBL
(28,3),(28,23),-0.0482247 # DEPENDENCYPART_SIBL
(28,3),(28,25),-0.33704 # DEPENDENCYPART_SIBL
(28,3),(28,26),-0.28266 # DEPENDENCYPART_SIBL
(28,3),(28,27),-0.540965 # DEPENDENCYPART_SIBL
(28,3),(28,29),-0.129893 # DEPENDENCYPART_SIBL
(28,3),(28,30),-0.229224 # DEPENDENCYPART_SIBL
(28,4),(28,5),-0.287838 # DEPENDENCYPART_SIBL
(28,4),(28,7),0.0224373 # DEPENDENCYPART_SIBL
(28,4),(28,8),-0.131049 # DEPENDENCYPART_SIBL
(28,4),(28,9),-0.0456693 # DEPENDENCYPART_SIBL
(28,4),(28,10),-0.00167693 # DEPENDENCYPART_SIBL
(28,4),(28,12),0.0307415 # DEPENDENCYPART_SIBL
(28,4),(28,14),-0.0210223 # DEPENDENCYPART_SIBL
(28,4),(28,15),-0.00763309 # DEPENDENCYPART_SIBL
(28,4),(28,16),0.0356136 # DEPENDENCYPART_SIBL
(28,4),(28,17),0.185273 # DEPENDENCYPART_SIBL
(28,4),(28,18),0.0635364 # DEPENDENCYPART_SIBL
(28,4),(28,19),0.0202097 # DEPENDENCYPART_SIBL
(28,4),(28,20),0.071677 # DEPENDENCYPART_SIBL
(28,4),(28,21),0.0535844 # DEPENDENCYPART_SIBL
(28,4),(28,22),0.00117475 # DEPENDENCYPART_SIBL
(28,4),(28,23),-0.000959273 # DEPENDENCYPART_SIBL
(28,4),(28,25),-0.287838 # DEPENDENCYPART_SIBL
(28,4),(28,26),-0.0880495 # DEPENDENCYPART_SIBL
(28,4),(28,27),0.0299832 # DEPENDENCYPART_SIBL
(28,4),(28,29),0.0974693 # DEPENDENCYPART_SIBL
(28,4),(28,30),0.0636823 # DEPENDENCYPART_SIBL
(28,5),(28,7),0.0554917 # DEPENDENCYPART_SIBL
(28,5),(28,8),-0.0296116 # DEPENDENCYPART_SIBL
(28,5),(28,9),0.0413666 # DEPENDENCYPART_SIBL
(28,5),(28,10),0.0620582 # DEPENDENCYPART_SIBL
(28,5),(28,12),0.047212 # DEPENDENCYPART_SIBL
(28,5),(28,14),0.00893417 # DEPENDENCYPART_SIBL
(28,5),(28,15),-0.00948229 # DEPENDENCYPART_SIBL
(28,5),(28,16),0.0258328 # DEPENDENCYPART_SIBL
(28,5),(28,17),0.0170912 # DEPENDENCYPART_SIBL
(28,5),(28,18),0.0762537 # DEPENDENCYPART_SIBL
(28,5),(28,19),0.0238854 # DEPENDENCYPART_SIBL
(28,5),(28,20),0.0587464 # DEPENDENCYPART_SIBL
(28,5),(28,21),-0.0215456 # DEPENDENCYPART_SIBL
(28,5),(28,22),0.0454982 # DEPENDENCYPART_SIBL
(28,5),(28,23),0.0421888 # DEPENDENCYPART_SIBL
(28,5),(28,25),-0.147984 # DEPENDENCYPART_SIBL
(28,5),(28,26),-0.0442488 # DEPENDENCYPART_SIBL
(28,5),(28,27),0.088756 # DEPENDENCYPART_SIBL
(28,5),(28,29),-0.331651 # DEPENDENCYPART_SIBL
(28,5),(28,30),-0.397787 # DEPENDENCYPART_SIBL
(28,7),(28,8),-0.383808 # DEPENDENCYPART_SIBL
(28,7),(28,9),-0.277088 # DEPENDENCYPART_SIBL
(28,7),(28,10),-0.282828 # DEPENDENCYPART_SIBL
(28,7),(28,12),-0.723199 # DEPENDENCYPART_SIBL
(28,7),(28,14),-0.670795 # DEPENDENCYPART_SIBL
(28,7),(28,15),-0.372534 # DEPENDENCYPART_SIBL
(28,7),(28,16),-0.333799 # DEPENDENCYPART_SIBL
(28,7),(28,17),-0.345744 # DEPENDENCYPART_SIBL
(28,7),(28,18),-0.710213 # DEPENDENCYPART_SIBL
(28,7),(28,19),-0.657064 # DEPENDENCYPART_SIBL
(28,7),(28,20),-0.0894965 # DEPENDENCYPART_SIBL
(28,7),(28,21),-0.384058 # DEPENDENCYPART_SIBL
(28,7),(28,22),-0.724889 # DEPENDENCYPART_SIBL
(28,7),(28,23),-0.0853084 # DEPENDENCYPART_SIBL
(28,7),(28,25),-0.398974 # DEPENDENCYPART_SIBL
(28,7),(28,26),-0.533962 # DEPENDENCYPART_SIBL
(28,7),(28,27),-0.697271 # DEPENDENCYPART_SIBL
(28,7),(28,29),0.0147652 # DEPENDENCYPART_SIBL
(28,7),(28,30),0.00350016 # DEPENDENCYPART_SIBL
(28,8),(28,9),-0.0264805 # DEPENDENCYPART_SIBL
(28,8),(28,10),0.00903132 # DEPENDENCYPART_SIBL
(28,8),(28,12),-0.0671786 # DEPENDENCYPART_SIBL
(28,8),(28,14),-0.124838 # DEPENDENCYPART_SIBL
(28,8),(28,15),-0.0705442 # DEPENDENCYPART_SIBL
(28,8),(28,16),-0.038396 # DEPENDENCYPART_SIBL
(28,8),(28,17),-0.0453716 # DEPENDENCYPART_SIBL
(28,8),(28,18),-0.0446305 # DEPENDENCYPART_SIBL
(28,8),(28,19),-0.114255 # DEPENDENCYPART_SIBL
(28,8),(28,20),-0.0783562 # DEPENDENCYPART_SIBL
(28,8),(28,21),-0.0438909 # DEPENDENCYPART_SIBL
(28,8),(28,22),-0.06656 # DEPENDENCYPART_SIBL
(28,8),(28,23),0.313776 # DEPENDENCYPART_SIBL
(28,8),(28,25),-0.0919123 # DEPENDENCYPART_SIBL
(28,8),(28,26),-0.0702802 # DEPENDENCYPART_SIBL
(28,8),(28,27),-0.0327863 # DEPENDENCYPART_SIBL
(28,8),(28,29),0.00352619 # DEPENDENCYPART_SIBL
(28,8),(28,30),-0.0357905 # DEPENDENCYPART_SIBL
(28,9),(28,10),-0.0188739 # DEPENDENCYPART_SIBL
(28,9),(28,12),-0.134737 # DEPENDENCYPART_SIBL
(28,9),(28,14),-0.148415 # DEPENDENCYPART_SIBL
(28,9),(28,15),-0.0885054 # DEPENDENCYPART_SIBL
(28,9),(28,16),-0.055657 # DEPENDENCYPART_SIBL
(28,9),(28,17),-0.0625884 # DEPENDENCYPART_SIBL
(28,9),(28,18),-0.113419 # DEPENDENCYPART_SIBL
(28,9),(28,19),-0.137584 # DEPENDENCYPART_SIBL
(28,9),(28,20),-0.0618831 # DEPENDENCYPART_SIBL
(28,9),(28,21),-0.070527 # DEPENDENCYPART_SIBL
(28,9),(28,22),-0.13636 # DEPENDENCYPART_SIBL
(28,9),(28,23),0.0780673 # DEPENDENCYPART_SIBL
(28,9),(28,25),-0.120175 # DEPENDENCYPART_SIBL
(28,9),(28,26),-0.0887415 # DEPENDENCYPART_SIBL
(28,9),(28,27),-0.102381 # DEPENDENCYPART_SIBL
(28,9),(28,29),-0.0642763 # DEPENDENCYPART_SIBL
(28,9),(28,30),-0.0511795 # DEPENDENCYPART_SIBL
(28,10),(28,12),-0.147285 # DEPENDENCYPART_SIBL
(28,10),(28,14),-0.154839 # DEPENDENCYPART_SIBL
(28,10),(28,15),-0.094993 # DEPENDENCYPART_SIBL
(28,10),(28,16),-0.0629774 # DEPENDENCYPART_SIBL
(28,10),(28,17),-0.0699504 # DEPENDENCYPART_SIBL
(28,10),(28,18),-0.12597 # DEPENDENCYPART_SIBL
(28,10),(28,19),-0.144517 # DEPENDENCYPART_SIBL
(28,10),(28,20),-0.0568261 # DEPENDENCYPART_SIBL
(28,10),(28,21),-0.0800321 # DEPENDENCYPART_SIBL
(28,10),(28,22),-0.149036 # DEPENDENCYPART_SIBL
(28,10),(28,23),0.0173057 # DEPENDENCYPART_SIBL
(28,10),(28,25),-0.118823 # DEPENDENCYPART_SIBL
(28,10),(28,26),-0.0901301 # DEPENDENCYPART_SIBL
(28,10),(28,27),-0.11493 # DEPENDENCYPART_SIBL
(28,10),(28,29),-0.0419783 # DEPENDENCYPART_SIBL
(28,10),(28,30),-0.108192 # DEPENDENCYPART_SIBL
(28,12),(28,14),-0.670508 # DEPENDENCYPART_SIBL
(28,12),(28,15),-0.372247 # DEPENDENCYPART_SIBL
