# _root_ DPC Acquisition Partners , a hostile suitor for Dataproducts Corp. , said it intends to launch a tender offer for the computer printer maker 's common stock .
#goldHeads=3,3,12,3,7,7,3,7,8,9,3,0,14,12,14,15,19,19,16,19,24,24,24,27,24,27,20,12,
#predictedHeads=3,3,12,3,7,7,3,7,8,9,3,0,14,12,14,15,19,19,16,19,24,24,24,27,24,27,20,12,
(12,3),(3,9),-0.00755083 # DEPENDENCYPART_GRANDPAR
(12,3),(3,10),0.818798 # DEPENDENCYPART_GRANDPAR
(12,3),(3,11),0.621216 # DEPENDENCYPART_GRANDPAR
(12,3),(3,12),-1.42929 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,3),(3,13),0.13147 # DEPENDENCYPART_GRANDPAR
(12,3),(3,14),-0.571394 # DEPENDENCYPART_GRANDPAR
(12,3),(3,19),-0.815263 # DEPENDENCYPART_GRANDPAR
(12,3),(3,27),-1.47566 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),0.670306 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.0628644 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),0.227263 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),0.210983 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),0.33228 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),0.150027 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),0.0431835 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.136905 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),0.511757 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),0.404592 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-1.38683 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),0.231362 # DEPENDENCYPART_GRANDPAR
(12,7),(7,14),-0.514475 # DEPENDENCYPART_GRANDPAR
(12,7),(7,15),-0.402494 # DEPENDENCYPART_GRANDPAR
(12,7),(7,20),-0.364132 # DEPENDENCYPART_GRANDPAR
(12,7),(7,27),-1.44692 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),0.0789764 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),0.215119 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.296262 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),0.332108 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.0633296 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-1.43523 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),0.200068 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-0.559024 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.485694 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),0.246751 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.060639 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.798653 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.606699 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.4294 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),0.131357 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.571506 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.50866 # DEPENDENCYPART_GRANDPAR
(12,9),(9,19),-0.815074 # DEPENDENCYPART_GRANDPAR
(12,9),(9,20),-0.557395 # DEPENDENCYPART_GRANDPAR
(12,9),(9,25),-1.32144 # DEPENDENCYPART_GRANDPAR
(12,9),(9,27),-1.47547 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.177776 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.0185065 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),0.0932534 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.236141 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.487397 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.489632 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.571284 # DEPENDENCYPART_GRANDPAR
(12,13),(13,14),-0.212 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.365515 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),0.307076 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-0.411559 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-0.161372 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-0.00853661 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),0.136688 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.00836224 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.534507 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.0206781 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),0.0641444 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.832444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.987328 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.343266 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.11088 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.299046 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),0.0898408 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.0761045 # DEPENDENCYPART_GRANDPAR
(12,14),(14,24),-0.46783 # DEPENDENCYPART_GRANDPAR
(12,14),(14,25),-0.58118 # DEPENDENCYPART_GRANDPAR
(12,14),(14,27),-0.624596 # DEPENDENCYPART_GRANDPAR
(12,14),(14,28),-0.521431 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),-0.369314 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-0.170081 # DEPENDENCYPART_GRANDPAR
(12,15),(15,13),0.467685 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.318605 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.595476 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.228724 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.502542 # DEPENDENCYPART_GRANDPAR
(12,16),(16,3),-0.304202 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-0.0972931 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-0.115785 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.677008 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.110415 # DEPENDENCYPART_GRANDPAR
(12,16),(16,13),0.839546 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.847155 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.444919 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.0585655 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.267859 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),-0.50274 # DEPENDENCYPART_GRANDPAR
(12,16),(16,23),-0.655843 # DEPENDENCYPART_GRANDPAR
(12,16),(16,24),-0.614544 # DEPENDENCYPART_GRANDPAR
(12,16),(16,25),-0.727018 # DEPENDENCYPART_GRANDPAR
(12,16),(16,26),-0.130073 # DEPENDENCYPART_GRANDPAR
(12,16),(16,27),-0.792738 # DEPENDENCYPART_GRANDPAR
(12,16),(16,28),-0.669333 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.144963 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-1.0484 # DEPENDENCYPART_GRANDPAR
(12,20),(20,22),-0.648727 # DEPENDENCYPART_GRANDPAR
(12,20),(20,23),-0.809593 # DEPENDENCYPART_GRANDPAR
(12,20),(20,24),-0.753073 # DEPENDENCYPART_GRANDPAR
(12,20),(20,25),-0.92057 # DEPENDENCYPART_GRANDPAR
(12,20),(20,27),-0.93412 # DEPENDENCYPART_GRANDPAR
(12,28),(28,27),-1.0204 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-1.1039 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-1.0943 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-1.10909 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-1.06377 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.783065 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.929254 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-1.08359 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-1.04537 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.995767 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.878126 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.595722 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.126756 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.00334962 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.116049 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.155742 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.154911 # DEPENDENCYPART_GRANDPAR
(13,14),(14,24),-0.266699 # DEPENDENCYPART_GRANDPAR
(13,14),(14,25),-0.53883 # DEPENDENCYPART_GRANDPAR
(13,14),(14,27),-0.249579 # DEPENDENCYPART_GRANDPAR
(13,14),(14,28),-0.263198 # DEPENDENCYPART_GRANDPAR
(13,15),(15,3),-1.12729 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-0.857587 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.783631 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,16),0.3381 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.0794502 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.107399 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.184488 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.132752 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.175779 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),-0.251398 # DEPENDENCYPART_GRANDPAR
(14,1),(1,7),-0.00269712 # DEPENDENCYPART_GRANDPAR
(14,1),(1,11),-0.284039 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.136197 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.142583 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.183217 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),0.0176338 # DEPENDENCYPART_GRANDPAR
(14,2),(2,8),-0.179685 # DEPENDENCYPART_GRANDPAR
(14,2),(2,9),-0.334488 # DEPENDENCYPART_GRANDPAR
(14,2),(2,10),0.190227 # DEPENDENCYPART_GRANDPAR
(14,2),(2,11),-0.215858 # DEPENDENCYPART_GRANDPAR
(14,2),(2,14),-1.38819 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,2),(2,19),-0.682024 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-0.117862 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.277509 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.239816 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),-0.0834356 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),0.0450832 # DEPENDENCYPART_GRANDPAR
(14,3),(3,7),0.00341964 # DEPENDENCYPART_GRANDPAR
(14,3),(3,8),-0.185262 # DEPENDENCYPART_GRANDPAR
(14,3),(3,9),-0.336392 # DEPENDENCYPART_GRANDPAR
(14,3),(3,10),0.187619 # DEPENDENCYPART_GRANDPAR
(14,3),(3,11),-0.272457 # DEPENDENCYPART_GRANDPAR
(14,3),(3,12),0.145553 # DEPENDENCYPART_GRANDPAR
(14,3),(3,13),-0.0803232 # DEPENDENCYPART_GRANDPAR
(14,3),(3,14),-1.38567 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,3),(3,19),-0.680954 # DEPENDENCYPART_GRANDPAR
(14,3),(3,27),-0.905252 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),-0.175858 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-0.320263 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.358746 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.457822 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.069774 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.120917 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.302543 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.443615 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),-0.038443 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),-0.353681 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),0.0403966 # DEPENDENCYPART_GRANDPAR
(14,7),(7,13),-0.285173 # DEPENDENCYPART_GRANDPAR
(14,7),(7,14),-1.29227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,15),-0.134749 # DEPENDENCYPART_GRANDPAR
(14,7),(7,20),-0.314387 # DEPENDENCYPART_GRANDPAR
(14,7),(7,27),-0.856271 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.544875 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.143559 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.64609 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.260473 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.669236 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),-0.111933 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),-0.30821 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-1.44813 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,15),-0.340342 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.201112 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.389563 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),0.162416 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.293356 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),0.142859 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),-0.0793373 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-1.385 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.30597 # DEPENDENCYPART_GRANDPAR
(14,9),(9,19),-0.679139 # DEPENDENCYPART_GRANDPAR
(14,9),(9,20),-0.562557 # DEPENDENCYPART_GRANDPAR
(14,9),(9,25),-1.66364 # DEPENDENCYPART_GRANDPAR
(14,9),(9,27),-0.903436 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.285513 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.247366 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.278625 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.490748 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.70381 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.395523 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-1.38501 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,1),-0.311977 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.463088 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.502717 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.510135 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.338114 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.332736 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.706589 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.369193 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.542776 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.193424 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.18223 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.102065 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.00820436 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-0.368172 # DEPENDENCYPART_GRANDPAR
(14,12),(12,28),-0.360458 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.15495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),0.125551 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-0.891332 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-0.747978 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.640188 # DEPENDENCYPART_GRANDPAR
(14,15),(15,16),0.56975 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.130286 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),0.0631533 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.252057 # DEPENDENCYPART_GRANDPAR
(14,16),(16,3),-0.855275 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-0.671066 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-0.590666 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-1.04742 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-1.0236 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.6058 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.610863 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.183261 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.00707352 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.166949 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.263991 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-0.406852 # DEPENDENCYPART_GRANDPAR
(14,16),(16,24),-0.3373 # DEPENDENCYPART_GRANDPAR
(14,16),(16,25),-1.16518 # DEPENDENCYPART_GRANDPAR
(14,16),(16,26),-0.438742 # DEPENDENCYPART_GRANDPAR
(14,16),(16,27),-0.233918 # DEPENDENCYPART_GRANDPAR
(14,16),(16,28),-0.301811 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.422517 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.0181706 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.166631 # DEPENDENCYPART_GRANDPAR
(14,18),(18,27),-0.183601 # DEPENDENCYPART_GRANDPAR
(14,19),(19,9),-1.16782 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.378185 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.0520964 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.0952242 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.199441 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),-0.349043 # DEPENDENCYPART_GRANDPAR
(14,19),(19,24),-0.290044 # DEPENDENCYPART_GRANDPAR
(14,19),(19,25),-1.35447 # DEPENDENCYPART_GRANDPAR
(14,19),(19,27),-0.134859 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.0145454 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.664039 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.201592 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),-0.335516 # DEPENDENCYPART_GRANDPAR
(14,20),(20,24),-0.248558 # DEPENDENCYPART_GRANDPAR
(14,20),(20,25),-1.24158 # DEPENDENCYPART_GRANDPAR
(14,20),(20,27),-0.135425 # DEPENDENCYPART_GRANDPAR
(14,24),(24,17),-0.372695 # DEPENDENCYPART_GRANDPAR
(14,24),(24,18),-0.0682654 # DEPENDENCYPART_GRANDPAR
(14,24),(24,19),0.061616 # DEPENDENCYPART_GRANDPAR
(14,24),(24,20),-0.218368 # DEPENDENCYPART_GRANDPAR
(14,24),(24,21),-0.649238 # DEPENDENCYPART_GRANDPAR
(14,24),(24,22),-0.165075 # DEPENDENCYPART_GRANDPAR
(14,24),(24,23),-0.310078 # DEPENDENCYPART_GRANDPAR
(14,24),(24,25),-1.41917 # DEPENDENCYPART_GRANDPAR
(14,24),(24,26),-0.536006 # DEPENDENCYPART_GRANDPAR
(14,24),(24,27),-0.235019 # DEPENDENCYPART_GRANDPAR
(14,25),(25,26),-0.414043 # DEPENDENCYPART_GRANDPAR
(14,27),(27,17),-0.422732 # DEPENDENCYPART_GRANDPAR
(14,27),(27,18),-0.0402178 # DEPENDENCYPART_GRANDPAR
(14,27),(27,19),0.0896637 # DEPENDENCYPART_GRANDPAR
(14,27),(27,21),-0.702067 # DEPENDENCYPART_GRANDPAR
(14,27),(27,22),-0.133799 # DEPENDENCYPART_GRANDPAR
(14,27),(27,23),-0.283485 # DEPENDENCYPART_GRANDPAR
(14,27),(27,24),-0.234377 # DEPENDENCYPART_GRANDPAR
(14,27),(27,25),-0.952299 # DEPENDENCYPART_GRANDPAR
(14,27),(27,26),-0.38468 # DEPENDENCYPART_GRANDPAR
(14,28),(28,27),-0.46773 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-0.00625868 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.0620348 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.404021 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.212333 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),0.0144057 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),-0.0380234 # DEPENDENCYPART_GRANDPAR
(15,3),(3,8),-0.0126146 # DEPENDENCYPART_GRANDPAR
(15,3),(3,9),0.0311359 # DEPENDENCYPART_GRANDPAR
(15,3),(3,10),-0.143156 # DEPENDENCYPART_GRANDPAR
(15,3),(3,11),-0.362531 # DEPENDENCYPART_GRANDPAR
(15,3),(3,12),-0.154619 # DEPENDENCYPART_GRANDPAR
(15,3),(3,13),-0.318702 # DEPENDENCYPART_GRANDPAR
(15,3),(3,14),-0.0208443 # DEPENDENCYPART_GRANDPAR
(15,3),(3,19),-0.350903 # DEPENDENCYPART_GRANDPAR
(15,3),(3,27),-0.708517 # DEPENDENCYPART_GRANDPAR
(15,7),(7,1),-0.0836705 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),-0.123432 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.231601 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-0.514002 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.297659 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.200981 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.192992 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.156814 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),-0.390148 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),-0.42287 # DEPENDENCYPART_GRANDPAR
(15,7),(7,12),-0.189193 # DEPENDENCYPART_GRANDPAR
(15,7),(7,13),-0.511533 # DEPENDENCYPART_GRANDPAR
(15,7),(7,14),0.054732 # DEPENDENCYPART_GRANDPAR
(15,7),(7,15),-0.95557 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,7),(7,20),-0.235525 # DEPENDENCYPART_GRANDPAR
(15,7),(7,27),-0.808057 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.196636 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.74318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,3),-0.561013 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-0.518217 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-0.242576 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.525785 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.747476 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.647358 # DEPENDENCYPART_GRANDPAR
(15,16),(16,17),-0.20483 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),0.279643 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),0.475303 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),0.430694 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.00120089 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),-0.0367856 # DEPENDENCYPART_GRANDPAR
(15,16),(16,24),0.00108874 # DEPENDENCYPART_GRANDPAR
(15,16),(16,25),-1.64526 # DEPENDENCYPART_GRANDPAR
(15,16),(16,26),-0.0665117 # DEPENDENCYPART_GRANDPAR
(15,16),(16,27),0.108095 # DEPENDENCYPART_GRANDPAR
(15,16),(16,28),-1.01814 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.0266727 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),0.38369 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),0.0245213 # DEPENDENCYPART_GRANDPAR
(15,18),(18,27),0.0848434 # DEPENDENCYPART_GRANDPAR
(15,19),(19,9),-0.908746 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.0288844 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.24634 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),0.178136 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.02749 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.0522571 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),-0.0112996 # DEPENDENCYPART_GRANDPAR
(15,19),(19,25),-1.94433 # DEPENDENCYPART_GRANDPAR
(15,19),(19,27),0.137863 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),0.218388 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-1.12154 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.26258 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.272323 # DEPENDENCYPART_GRANDPAR
(15,20),(20,24),-0.20265 # DEPENDENCYPART_GRANDPAR
(15,20),(20,25),-1.89478 # DEPENDENCYPART_GRANDPAR
(15,20),(20,27),-0.0933951 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),-0.25745 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.318453 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),-0.449544 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),-0.294974 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),-0.0189133 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),-0.179309 # DEPENDENCYPART_GRANDPAR
(16,3),(3,8),0.184512 # DEPENDENCYPART_GRANDPAR
(16,3),(3,9),-0.179116 # DEPENDENCYPART_GRANDPAR
(16,3),(3,10),-0.0821545 # DEPENDENCYPART_GRANDPAR
(16,3),(3,11),-0.376145 # DEPENDENCYPART_GRANDPAR
(16,3),(3,12),-0.119238 # DEPENDENCYPART_GRANDPAR
(16,3),(3,13),-0.426372 # DEPENDENCYPART_GRANDPAR
(16,3),(3,14),-0.263127 # DEPENDENCYPART_GRANDPAR
(16,3),(3,19),-0.328034 # DEPENDENCYPART_GRANDPAR
(16,3),(3,27),-0.309945 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),-0.341091 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.385754 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.256428 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.468834 # DEPENDENCYPART_GRANDPAR
