# _root_ `` The pendulum is swinging back to black and white , '' says Richard DeMoulin , the general manager of Eastman Kodak Co. 's professional photography division .
#goldHeads=4,3,4,13,4,5,5,7,8,9,4,4,0,15,13,15,19,19,15,19,23,23,27,23,27,27,20,13,
#predictedHeads=13,3,4,13,4,5,6,7,8,9,13,13,0,15,13,15,19,19,15,19,23,23,27,23,27,27,20,13,
(5,15),(15,20),-0.437313 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),-0.653868 # DEPENDENCYPART_GRANDPAR
(5,15),(15,22),-0.590788 # DEPENDENCYPART_GRANDPAR
(5,15),(15,23),-0.272762 # DEPENDENCYPART_GRANDPAR
(5,15),(15,24),-1.78638 # DEPENDENCYPART_GRANDPAR
(5,15),(15,25),-0.564017 # DEPENDENCYPART_GRANDPAR
(5,15),(15,26),-0.655102 # DEPENDENCYPART_GRANDPAR
(5,15),(15,27),-0.708319 # DEPENDENCYPART_GRANDPAR
(5,19),(19,1),-0.883925 # DEPENDENCYPART_GRANDPAR
(5,19),(19,4),-0.778176 # DEPENDENCYPART_GRANDPAR
(5,19),(19,5),-0.790228 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,19),(19,14),-0.499113 # DEPENDENCYPART_GRANDPAR
(5,19),(19,15),-0.270867 # DEPENDENCYPART_GRANDPAR
(5,19),(19,16),-0.119496 # DEPENDENCYPART_GRANDPAR
(5,19),(19,17),-0.422829 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),-0.320199 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),-0.392574 # DEPENDENCYPART_GRANDPAR
(5,19),(19,21),-0.718004 # DEPENDENCYPART_GRANDPAR
(5,19),(19,22),-0.657134 # DEPENDENCYPART_GRANDPAR
(5,19),(19,23),-0.557762 # DEPENDENCYPART_GRANDPAR
(5,19),(19,24),-1.90291 # DEPENDENCYPART_GRANDPAR
(5,19),(19,25),-0.572086 # DEPENDENCYPART_GRANDPAR
(5,19),(19,26),-0.732459 # DEPENDENCYPART_GRANDPAR
(5,19),(19,27),-0.798889 # DEPENDENCYPART_GRANDPAR
(5,20),(20,21),-0.844604 # DEPENDENCYPART_GRANDPAR
(5,20),(20,22),-0.765674 # DEPENDENCYPART_GRANDPAR
(5,20),(20,23),-0.761164 # DEPENDENCYPART_GRANDPAR
(5,20),(20,26),-0.779528 # DEPENDENCYPART_GRANDPAR
(5,20),(20,27),-0.846194 # DEPENDENCYPART_GRANDPAR
(5,27),(27,1),-0.884326 # DEPENDENCYPART_GRANDPAR
(5,27),(27,4),-0.779975 # DEPENDENCYPART_GRANDPAR
(5,27),(27,5),-0.801602 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,27),(27,17),-0.4077 # DEPENDENCYPART_GRANDPAR
(5,27),(27,18),-0.326149 # DEPENDENCYPART_GRANDPAR
(5,27),(27,21),-0.77125 # DEPENDENCYPART_GRANDPAR
(5,27),(27,22),-0.708897 # DEPENDENCYPART_GRANDPAR
(5,27),(27,23),-0.565566 # DEPENDENCYPART_GRANDPAR
(5,27),(27,24),-1.26444 # DEPENDENCYPART_GRANDPAR
(5,27),(27,25),-0.531365 # DEPENDENCYPART_GRANDPAR
(5,27),(27,26),-0.749417 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.413623 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.304869 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.550865 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.951083 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.0982501 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.114858 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.49997 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.443415 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.299903 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.614308 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.757921 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.501746 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.845484 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.288216 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.0708388 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.40338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.492647 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.102047 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.437994 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.398174 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.60235 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.703991 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.725428 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.950995 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.856159 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-0.792402 # DEPENDENCYPART_GRANDPAR
(6,4),(4,28),-1.50676 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.389026 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.835702 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.258423 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.33857 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.46991 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.551919 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.259027 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.557199 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.555417 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.640678 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.740812 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.733124 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.997911 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-0.894488 # DEPENDENCYPART_GRANDPAR
(6,5),(5,19),-0.949108 # DEPENDENCYPART_GRANDPAR
(6,5),(5,20),-0.842007 # DEPENDENCYPART_GRANDPAR
(6,5),(5,27),-0.859658 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.12905 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.661785 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.00819074 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.364005 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),0.00583793 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.0734375 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.301115 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.247971 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),-0.0233526 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.962503 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-1.41052 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.998605 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.696596 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.07138 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.108033 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.252102 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.06028 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.269492 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.349775 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.327681 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.624407 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.523301 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.450336 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),-0.434912 # DEPENDENCYPART_GRANDPAR
(6,8),(8,23),-0.911473 # DEPENDENCYPART_GRANDPAR
(6,8),(8,27),-0.363772 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.0679271 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.139983 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.202505 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.223429 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.486296 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.393792 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.2864 # DEPENDENCYPART_GRANDPAR
(6,9),(9,27),-0.172477 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-1.08506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.108048 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.471199 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.0769812 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.22289 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.349788 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.325568 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.62491 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.476699 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.43492 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.430617 # DEPENDENCYPART_GRANDPAR
(6,10),(10,27),-0.352499 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.162875 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-0.828514 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-0.852722 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-0.770013 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-0.688885 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-1.0466 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),0.0693932 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),0.392921 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),-0.0580941 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),0.101743 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.287146 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.308473 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.552988 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.605588 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.412532 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.31787 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.422803 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),-0.528825 # DEPENDENCYPART_GRANDPAR
(6,13),(13,21),-0.879968 # DEPENDENCYPART_GRANDPAR
(6,13),(13,22),-0.936327 # DEPENDENCYPART_GRANDPAR
(6,13),(13,23),-0.874481 # DEPENDENCYPART_GRANDPAR
(6,13),(13,24),-0.265386 # DEPENDENCYPART_GRANDPAR
(6,13),(13,27),-0.329894 # DEPENDENCYPART_GRANDPAR
(6,13),(13,28),-1.02447 # DEPENDENCYPART_GRANDPAR
(6,15),(15,1),-0.929288 # DEPENDENCYPART_GRANDPAR
(6,15),(15,4),-0.770528 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-0.694105 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-1.06369 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,7),0.00561939 # DEPENDENCYPART_GRANDPAR
(6,15),(15,8),0.357281 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),0.0398347 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.140134 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.258934 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.280854 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.262207 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.640648 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.294561 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.317716 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.401565 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),-0.711062 # DEPENDENCYPART_GRANDPAR
(6,15),(15,22),-0.770366 # DEPENDENCYPART_GRANDPAR
(6,15),(15,23),-0.510881 # DEPENDENCYPART_GRANDPAR
(6,15),(15,24),-0.308722 # DEPENDENCYPART_GRANDPAR
(6,15),(15,25),-0.389348 # DEPENDENCYPART_GRANDPAR
(6,15),(15,26),-0.334209 # DEPENDENCYPART_GRANDPAR
(6,15),(15,27),-0.230521 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.557431 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.308247 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.24984 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.324759 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.39942 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),0.161364 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.516494 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.809359 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.716157 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.743482 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.876136 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.974399 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-1.0748 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-1.04126 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.969844 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.832582 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.630355 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.0199 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.0986756 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.141005 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.247175 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.306769 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.347743 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.444507 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.212621 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.475485 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),-0.671197 # DEPENDENCYPART_GRANDPAR
(7,8),(8,23),-0.673667 # DEPENDENCYPART_GRANDPAR
(7,8),(8,27),-0.0809146 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.522805 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.283734 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.363578 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.584022 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.565305 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.249179 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.821831 # DEPENDENCYPART_GRANDPAR
(7,9),(9,27),-0.408377 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.630355 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.02471 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.881051 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.0666214 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.200143 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.306431 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.345277 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.44475 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.165588 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.459458 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),-0.666551 # DEPENDENCYPART_GRANDPAR
(7,10),(10,27),-0.0690303 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.263125 # DEPENDENCYPART_GRANDPAR
(7,15),(15,1),-0.983418 # DEPENDENCYPART_GRANDPAR
(7,15),(15,4),-0.630939 # DEPENDENCYPART_GRANDPAR
(7,15),(15,5),-0.777631 # DEPENDENCYPART_GRANDPAR
(7,15),(15,6),-0.544157 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-0.937001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,8),0.937338 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),-0.0588892 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),-0.12692 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.202493 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.210239 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.169204 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.818915 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.733589 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.589297 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-0.772647 # DEPENDENCYPART_GRANDPAR
(7,15),(15,21),-0.622871 # DEPENDENCYPART_GRANDPAR
(7,15),(15,22),-0.611224 # DEPENDENCYPART_GRANDPAR
(7,15),(15,23),-0.371176 # DEPENDENCYPART_GRANDPAR
(7,15),(15,24),-1.9691 # DEPENDENCYPART_GRANDPAR
(7,15),(15,25),-0.827688 # DEPENDENCYPART_GRANDPAR
(7,15),(15,26),-0.490749 # DEPENDENCYPART_GRANDPAR
(7,15),(15,27),-0.195458 # DEPENDENCYPART_GRANDPAR
(7,19),(19,1),-1.07487 # DEPENDENCYPART_GRANDPAR
(7,19),(19,4),-0.679986 # DEPENDENCYPART_GRANDPAR
(7,19),(19,5),-0.832586 # DEPENDENCYPART_GRANDPAR
(7,19),(19,14),-0.440513 # DEPENDENCYPART_GRANDPAR
(7,19),(19,15),-0.406691 # DEPENDENCYPART_GRANDPAR
(7,19),(19,16),-0.136068 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),-0.53389 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.377651 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),-0.676293 # DEPENDENCYPART_GRANDPAR
(7,19),(19,21),-0.707621 # DEPENDENCYPART_GRANDPAR
(7,19),(19,22),-0.69655 # DEPENDENCYPART_GRANDPAR
(7,19),(19,23),-0.680314 # DEPENDENCYPART_GRANDPAR
(7,19),(19,24),-2.01284 # DEPENDENCYPART_GRANDPAR
(7,19),(19,25),-0.683403 # DEPENDENCYPART_GRANDPAR
(7,19),(19,26),-0.322365 # DEPENDENCYPART_GRANDPAR
(7,19),(19,27),-0.0378696 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.543434 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.315651 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.878825 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.333915 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.569958 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.79176 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-1.01444 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.0641245 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.429467 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.239304 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.318308 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.59078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.62157 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-0.806065 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.736372 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.933658 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.324623 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.338912 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.273857 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.281173 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.53973 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.548134 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.673221 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.686267 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.779555 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.995963 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.713466 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-0.831928 # DEPENDENCYPART_GRANDPAR
(8,5),(5,19),-1.3193 # DEPENDENCYPART_GRANDPAR
(8,5),(5,20),-1.19307 # DEPENDENCYPART_GRANDPAR
(8,5),(5,27),-0.748284 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.78424 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.276612 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.234648 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.373122 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.252347 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.45084 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.467239 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.584323 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.613844 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.719859 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.938574 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.64896 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.27516 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.43374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.451097 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.567227 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.609764 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.711414 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.645972 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.755425 # DEPENDENCYPART_GRANDPAR
(8,7),(7,19),-1.21332 # DEPENDENCYPART_GRANDPAR
(8,9),(9,10),0.290066 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.0121447 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.305314 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.736211 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.0662884 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.157806 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.232202 # DEPENDENCYPART_GRANDPAR
(8,9),(9,27),0.381358 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.865738 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.83611 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.787236 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.315215 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.175184 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.23708 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.410644 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.169289 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),0.0295227 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.599736 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.229125 # DEPENDENCYPART_GRANDPAR
(8,10),(10,27),-0.0202743 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.116823 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-1.20641 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-0.954266 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.825123 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.979248 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.718352 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.830158 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.87437 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.142272 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.00619604 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.0458506 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.288634 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.129056 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.0675039 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.0152265 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.0838759 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.608824 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.346821 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),-0.490312 # DEPENDENCYPART_GRANDPAR
(8,13),(13,22),-0.352509 # DEPENDENCYPART_GRANDPAR
(8,13),(13,23),-0.877468 # DEPENDENCYPART_GRANDPAR
(8,13),(13,24),-0.803472 # DEPENDENCYPART_GRANDPAR
(8,13),(13,27),-0.0158335 # DEPENDENCYPART_GRANDPAR
(8,13),(13,28),-1.04805 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),-1.30987 # DEPENDENCYPART_GRANDPAR
(8,15),(15,4),-0.827761 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-0.986775 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-0.779648 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-0.823783 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.913701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,10),-0.0739349 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),-0.0387233 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.212335 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),0.0393279 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),0.0260879 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.0371928 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.202601 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.648929 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.296251 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.382948 # DEPENDENCYPART_GRANDPAR
