# _root_ Some traders said that the closely watched Major Market Index , whose 20 stocks mimic the Dow industrials , did n't lead yesterday 's big rally .
#goldHeads=2,3,0,3,10,7,10,10,10,20,10,14,14,15,10,18,18,15,10,4,20,20,26,23,26,22,3,
#predictedHeads=2,3,0,3,10,7,10,10,10,20,10,14,14,15,4,18,18,15,10,4,20,20,26,23,26,22,3,
(20,2),(20,13),-0.345841 # DEPENDENCYPART_SIBL
(20,2),(20,14),-0.766497 # DEPENDENCYPART_SIBL
(20,2),(20,15),-0.304327 # DEPENDENCYPART_SIBL
(20,2),(20,16),-0.277875 # DEPENDENCYPART_SIBL
(20,2),(20,17),-0.539792 # DEPENDENCYPART_SIBL
(20,2),(20,18),-0.776237 # DEPENDENCYPART_SIBL
(20,2),(20,19),0.0562528 # DEPENDENCYPART_SIBL
(20,2),(20,21),0.127608 # DEPENDENCYPART_SIBL
(20,2),(20,22),0.0190752 # DEPENDENCYPART_SIBL
(20,2),(20,23),-0.0718456 # DEPENDENCYPART_SIBL
(20,2),(20,24),-0.0189428 # DEPENDENCYPART_SIBL
(20,2),(20,25),-0.00720073 # DEPENDENCYPART_SIBL
(20,2),(20,26),0.0305847 # DEPENDENCYPART_SIBL
(20,2),(20,27),0.12613 # DEPENDENCYPART_SIBL
(20,3),(20,4),-0.209233 # DEPENDENCYPART_SIBL
(20,3),(20,6),-0.117731 # DEPENDENCYPART_SIBL
(20,3),(20,7),-0.0760513 # DEPENDENCYPART_SIBL
(20,3),(20,8),-0.0953224 # DEPENDENCYPART_SIBL
(20,3),(20,9),-0.122923 # DEPENDENCYPART_SIBL
(20,3),(20,10),-0.0609685 # DEPENDENCYPART_SIBL
(20,3),(20,11),0.129094 # DEPENDENCYPART_SIBL
(20,3),(20,12),-0.0751182 # DEPENDENCYPART_SIBL
(20,3),(20,13),-0.125388 # DEPENDENCYPART_SIBL
(20,3),(20,14),0.0136084 # DEPENDENCYPART_SIBL
(20,3),(20,15),-0.239972 # DEPENDENCYPART_SIBL
(20,3),(20,16),-0.110045 # DEPENDENCYPART_SIBL
(20,3),(20,17),-0.0880336 # DEPENDENCYPART_SIBL
(20,3),(20,18),0.00155855 # DEPENDENCYPART_SIBL
(20,3),(20,19),0.129094 # DEPENDENCYPART_SIBL
(20,3),(20,21),-0.0060916 # DEPENDENCYPART_SIBL
(20,3),(20,22),-0.0442474 # DEPENDENCYPART_SIBL
(20,3),(20,23),-0.0271295 # DEPENDENCYPART_SIBL
(20,3),(20,24),-0.0839908 # DEPENDENCYPART_SIBL
(20,3),(20,25),-0.0302349 # DEPENDENCYPART_SIBL
(20,3),(20,26),0.0092668 # DEPENDENCYPART_SIBL
(20,3),(20,27),-0.0285155 # DEPENDENCYPART_SIBL
(20,4),(20,6),-0.00304927 # DEPENDENCYPART_SIBL
(20,4),(20,7),-0.0148382 # DEPENDENCYPART_SIBL
(20,4),(20,8),0.0177852 # DEPENDENCYPART_SIBL
(20,4),(20,9),0.0127028 # DEPENDENCYPART_SIBL
(20,4),(20,10),0.116959 # DEPENDENCYPART_SIBL
(20,4),(20,11),0.273298 # DEPENDENCYPART_SIBL
(20,4),(20,12),-0.0107042 # DEPENDENCYPART_SIBL
(20,4),(20,13),-0.105272 # DEPENDENCYPART_SIBL
(20,4),(20,14),-0.0174224 # DEPENDENCYPART_SIBL
(20,4),(20,15),-0.137925 # DEPENDENCYPART_SIBL
(20,4),(20,16),-0.152111 # DEPENDENCYPART_SIBL
(20,4),(20,17),0.0390463 # DEPENDENCYPART_SIBL
(20,4),(20,18),-0.033191 # DEPENDENCYPART_SIBL
(20,4),(20,19),0.273298 # DEPENDENCYPART_SIBL
(20,4),(20,21),-0.109897 # DEPENDENCYPART_SIBL
(20,4),(20,22),0.0209666 # DEPENDENCYPART_SIBL
(20,4),(20,23),-0.0725357 # DEPENDENCYPART_SIBL
(20,4),(20,24),-0.160918 # DEPENDENCYPART_SIBL
(20,4),(20,25),0.02821 # DEPENDENCYPART_SIBL
(20,4),(20,26),0.00307804 # DEPENDENCYPART_SIBL
(20,4),(20,27),-0.0750578 # DEPENDENCYPART_SIBL
(20,6),(20,7),-0.0274553 # DEPENDENCYPART_SIBL
(20,6),(20,8),-0.0736787 # DEPENDENCYPART_SIBL
(20,6),(20,9),-0.108697 # DEPENDENCYPART_SIBL
(20,6),(20,10),-0.0270375 # DEPENDENCYPART_SIBL
(20,6),(20,11),0.193102 # DEPENDENCYPART_SIBL
(20,6),(20,12),-0.0226712 # DEPENDENCYPART_SIBL
(20,6),(20,13),-0.104265 # DEPENDENCYPART_SIBL
(20,6),(20,14),0.00768516 # DEPENDENCYPART_SIBL
(20,6),(20,15),-0.155288 # DEPENDENCYPART_SIBL
(20,6),(20,16),-0.0490178 # DEPENDENCYPART_SIBL
(20,6),(20,17),-0.0686002 # DEPENDENCYPART_SIBL
(20,6),(20,18),-0.0141683 # DEPENDENCYPART_SIBL
(20,6),(20,19),0.193102 # DEPENDENCYPART_SIBL
(20,6),(20,21),0.104576 # DEPENDENCYPART_SIBL
(20,6),(20,22),-0.0490734 # DEPENDENCYPART_SIBL
(20,6),(20,23),0.0343963 # DEPENDENCYPART_SIBL
(20,6),(20,24),-0.172295 # DEPENDENCYPART_SIBL
(20,6),(20,25),-0.0224969 # DEPENDENCYPART_SIBL
(20,6),(20,26),0.0257856 # DEPENDENCYPART_SIBL
(20,6),(20,27),0.015239 # DEPENDENCYPART_SIBL
(20,7),(20,8),-0.051054 # DEPENDENCYPART_SIBL
(20,7),(20,9),-0.075066 # DEPENDENCYPART_SIBL
(20,7),(20,10),0.00210823 # DEPENDENCYPART_SIBL
(20,7),(20,11),0.38853 # DEPENDENCYPART_SIBL
(20,7),(20,12),-0.0135527 # DEPENDENCYPART_SIBL
(20,7),(20,13),-0.0590279 # DEPENDENCYPART_SIBL
(20,7),(20,14),-0.0365142 # DEPENDENCYPART_SIBL
(20,7),(20,15),-0.132756 # DEPENDENCYPART_SIBL
(20,7),(20,16),-0.153667 # DEPENDENCYPART_SIBL
(20,7),(20,17),-0.0380935 # DEPENDENCYPART_SIBL
(20,7),(20,18),-0.0526063 # DEPENDENCYPART_SIBL
(20,7),(20,19),0.38853 # DEPENDENCYPART_SIBL
(20,7),(20,21),0.0365135 # DEPENDENCYPART_SIBL
(20,7),(20,22),-0.0130513 # DEPENDENCYPART_SIBL
(20,7),(20,23),-0.0371437 # DEPENDENCYPART_SIBL
(20,7),(20,24),-0.0532918 # DEPENDENCYPART_SIBL
(20,7),(20,25),-0.0295802 # DEPENDENCYPART_SIBL
(20,7),(20,26),2.93431e-05 # DEPENDENCYPART_SIBL
(20,7),(20,27),0.0523503 # DEPENDENCYPART_SIBL
(20,8),(20,9),-0.52926 # DEPENDENCYPART_SIBL
(20,8),(20,10),-0.439622 # DEPENDENCYPART_SIBL
(20,8),(20,11),0.00363775 # DEPENDENCYPART_SIBL
(20,8),(20,12),-0.191939 # DEPENDENCYPART_SIBL
(20,8),(20,13),-0.248908 # DEPENDENCYPART_SIBL
(20,8),(20,14),-0.301575 # DEPENDENCYPART_SIBL
(20,8),(20,15),-0.261093 # DEPENDENCYPART_SIBL
(20,8),(20,16),-0.365659 # DEPENDENCYPART_SIBL
(20,8),(20,17),-0.510042 # DEPENDENCYPART_SIBL
(20,8),(20,18),-0.316026 # DEPENDENCYPART_SIBL
(20,8),(20,19),0.00363775 # DEPENDENCYPART_SIBL
(20,8),(20,21),0.148677 # DEPENDENCYPART_SIBL
(20,8),(20,22),0.0345611 # DEPENDENCYPART_SIBL
(20,8),(20,23),0.0135887 # DEPENDENCYPART_SIBL
(20,8),(20,24),0.0230982 # DEPENDENCYPART_SIBL
(20,8),(20,25),-0.0282906 # DEPENDENCYPART_SIBL
(20,8),(20,26),0.0109905 # DEPENDENCYPART_SIBL
(20,8),(20,27),-0.0601594 # DEPENDENCYPART_SIBL
(20,9),(20,10),-0.447124 # DEPENDENCYPART_SIBL
(20,9),(20,11),0.0589832 # DEPENDENCYPART_SIBL
(20,9),(20,12),-0.200763 # DEPENDENCYPART_SIBL
(20,9),(20,13),-0.269055 # DEPENDENCYPART_SIBL
(20,9),(20,14),-0.316247 # DEPENDENCYPART_SIBL
(20,9),(20,15),-0.269922 # DEPENDENCYPART_SIBL
(20,9),(20,16),-0.372448 # DEPENDENCYPART_SIBL
(20,9),(20,17),-0.517417 # DEPENDENCYPART_SIBL
(20,9),(20,18),-0.330698 # DEPENDENCYPART_SIBL
(20,9),(20,19),0.0589832 # DEPENDENCYPART_SIBL
(20,9),(20,21),0.169957 # DEPENDENCYPART_SIBL
(20,9),(20,22),0.0562399 # DEPENDENCYPART_SIBL
(20,9),(20,23),0.0133624 # DEPENDENCYPART_SIBL
(20,9),(20,24),0.02314 # DEPENDENCYPART_SIBL
(20,9),(20,25),0.0153089 # DEPENDENCYPART_SIBL
(20,9),(20,26),0.00206769 # DEPENDENCYPART_SIBL
(20,9),(20,27),-0.0561404 # DEPENDENCYPART_SIBL
(20,10),(20,11),0.0917673 # DEPENDENCYPART_SIBL
(20,10),(20,12),-0.183464 # DEPENDENCYPART_SIBL
(20,10),(20,13),-0.241664 # DEPENDENCYPART_SIBL
(20,10),(20,14),-0.311182 # DEPENDENCYPART_SIBL
(20,10),(20,15),-0.252607 # DEPENDENCYPART_SIBL
(20,10),(20,16),-0.356952 # DEPENDENCYPART_SIBL
(20,10),(20,17),-0.509505 # DEPENDENCYPART_SIBL
(20,10),(20,18),-0.325253 # DEPENDENCYPART_SIBL
(20,10),(20,19),0.0917673 # DEPENDENCYPART_SIBL
(20,10),(20,21),0.169652 # DEPENDENCYPART_SIBL
(20,10),(20,22),0.056871 # DEPENDENCYPART_SIBL
(20,10),(20,23),0.00773988 # DEPENDENCYPART_SIBL
(20,10),(20,24),0.0307874 # DEPENDENCYPART_SIBL
(20,10),(20,25),-0.0177927 # DEPENDENCYPART_SIBL
(20,10),(20,26),0.00514349 # DEPENDENCYPART_SIBL
(20,10),(20,27),-0.0107527 # DEPENDENCYPART_SIBL
(20,11),(20,12),-0.0217492 # DEPENDENCYPART_SIBL
(20,11),(20,13),0.0105945 # DEPENDENCYPART_SIBL
(20,11),(20,14),0.14399 # DEPENDENCYPART_SIBL
(20,11),(20,15),-0.105285 # DEPENDENCYPART_SIBL
(20,11),(20,16),-0.0696094 # DEPENDENCYPART_SIBL
(20,11),(20,17),0.00900608 # DEPENDENCYPART_SIBL
(20,11),(20,18),0.122668 # DEPENDENCYPART_SIBL
(20,11),(20,19),0.146419 # DEPENDENCYPART_SIBL
(20,11),(20,21),-0.0514872 # DEPENDENCYPART_SIBL
(20,11),(20,22),-0.122915 # DEPENDENCYPART_SIBL
(20,11),(20,23),-0.125155 # DEPENDENCYPART_SIBL
(20,11),(20,24),-0.261064 # DEPENDENCYPART_SIBL
(20,11),(20,25),-0.104125 # DEPENDENCYPART_SIBL
(20,11),(20,26),-0.0046586 # DEPENDENCYPART_SIBL
(20,11),(20,27),0.0672807 # DEPENDENCYPART_SIBL
(20,12),(20,13),-0.0621638 # DEPENDENCYPART_SIBL
(20,12),(20,14),-0.0494442 # DEPENDENCYPART_SIBL
(20,12),(20,15),-0.123469 # DEPENDENCYPART_SIBL
(20,12),(20,16),-0.0857798 # DEPENDENCYPART_SIBL
(20,12),(20,17),-0.048104 # DEPENDENCYPART_SIBL
(20,12),(20,18),-0.06556 # DEPENDENCYPART_SIBL
(20,12),(20,19),0.144433 # DEPENDENCYPART_SIBL
(20,12),(20,21),0.0109707 # DEPENDENCYPART_SIBL
(20,12),(20,22),-0.0278637 # DEPENDENCYPART_SIBL
(20,12),(20,23),-0.0459355 # DEPENDENCYPART_SIBL
(20,12),(20,24),-0.0752483 # DEPENDENCYPART_SIBL
(20,12),(20,25),-0.0303741 # DEPENDENCYPART_SIBL
(20,12),(20,26),-0.0191153 # DEPENDENCYPART_SIBL
(20,12),(20,27),-0.0916971 # DEPENDENCYPART_SIBL
(20,13),(20,14),-0.17615 # DEPENDENCYPART_SIBL
(20,13),(20,15),-0.206011 # DEPENDENCYPART_SIBL
(20,13),(20,16),-0.29246 # DEPENDENCYPART_SIBL
(20,13),(20,17),-0.120961 # DEPENDENCYPART_SIBL
(20,13),(20,18),-0.192124 # DEPENDENCYPART_SIBL
(20,13),(20,19),-0.0211307 # DEPENDENCYPART_SIBL
(20,13),(20,21),-0.0884052 # DEPENDENCYPART_SIBL
(20,13),(20,22),-0.0686236 # DEPENDENCYPART_SIBL
(20,13),(20,23),0.00381887 # DEPENDENCYPART_SIBL
(20,13),(20,24),-0.158428 # DEPENDENCYPART_SIBL
(20,13),(20,25),-0.0607137 # DEPENDENCYPART_SIBL
(20,13),(20,26),0.0311539 # DEPENDENCYPART_SIBL
(20,13),(20,27),-0.093849 # DEPENDENCYPART_SIBL
(20,14),(20,15),-0.301571 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.269792 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.540453 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.779228 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.011404 # DEPENDENCYPART_SIBL
(20,14),(20,21),0.0956703 # DEPENDENCYPART_SIBL
(20,14),(20,22),-0.0012421 # DEPENDENCYPART_SIBL
(20,14),(20,23),-0.0407367 # DEPENDENCYPART_SIBL
(20,14),(20,24),-0.0650614 # DEPENDENCYPART_SIBL
(20,14),(20,25),-0.0181564 # DEPENDENCYPART_SIBL
(20,14),(20,26),0.0433025 # DEPENDENCYPART_SIBL
(20,14),(20,27),0.0295273 # DEPENDENCYPART_SIBL
(20,15),(20,16),-0.123117 # DEPENDENCYPART_SIBL
(20,15),(20,17),-0.0426142 # DEPENDENCYPART_SIBL
(20,15),(20,18),-0.0576642 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.23209 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.0345392 # DEPENDENCYPART_SIBL
(20,15),(20,22),-0.0735096 # DEPENDENCYPART_SIBL
(20,15),(20,23),0.0261455 # DEPENDENCYPART_SIBL
(20,15),(20,24),-0.091558 # DEPENDENCYPART_SIBL
(20,15),(20,25),-0.0757407 # DEPENDENCYPART_SIBL
(20,15),(20,26),0.0316679 # DEPENDENCYPART_SIBL
(20,15),(20,27),-0.0460217 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.24874 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.218257 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.0273063 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.0804174 # DEPENDENCYPART_SIBL
(20,16),(20,22),-0.178573 # DEPENDENCYPART_SIBL
(20,16),(20,23),-0.155493 # DEPENDENCYPART_SIBL
(20,16),(20,24),0.15943 # DEPENDENCYPART_SIBL
(20,16),(20,25),-0.172747 # DEPENDENCYPART_SIBL
(20,16),(20,26),-0.169788 # DEPENDENCYPART_SIBL
(20,16),(20,27),-0.272448 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.322496 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.0123209 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.142545 # DEPENDENCYPART_SIBL
(20,17),(20,22),0.0457865 # DEPENDENCYPART_SIBL
(20,17),(20,23),0.0082043 # DEPENDENCYPART_SIBL
(20,17),(20,24),0.0264405 # DEPENDENCYPART_SIBL
(20,17),(20,25),-0.016697 # DEPENDENCYPART_SIBL
(20,17),(20,26),0.0079183 # DEPENDENCYPART_SIBL
(20,17),(20,27),-0.0461304 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0278392 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.0709001 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.0166835 # DEPENDENCYPART_SIBL
(20,18),(20,23),-0.0483182 # DEPENDENCYPART_SIBL
(20,18),(20,24),-0.070519 # DEPENDENCYPART_SIBL
(20,18),(20,25),-0.0215246 # DEPENDENCYPART_SIBL
(20,18),(20,26),0.0375057 # DEPENDENCYPART_SIBL
(20,18),(20,27),0.0482581 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0514872 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.122915 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.125155 # DEPENDENCYPART_SIBL
(20,19),(20,24),-0.261064 # DEPENDENCYPART_SIBL
(20,19),(20,25),-0.104125 # DEPENDENCYPART_SIBL
(20,19),(20,26),-0.0046586 # DEPENDENCYPART_SIBL
(20,19),(20,27),0.0672807 # DEPENDENCYPART_SIBL
(20,21),(20,22),0.431277 # DEPENDENCYPART_SIBL
(20,21),(20,23),0.141792 # DEPENDENCYPART_SIBL
(20,21),(20,24),0.0549415 # DEPENDENCYPART_SIBL
(20,21),(20,25),0.167232 # DEPENDENCYPART_SIBL
(20,21),(20,26),0.0316518 # DEPENDENCYPART_SIBL
(20,21),(20,27),0.0404049 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.312227 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.0792911 # DEPENDENCYPART_SIBL
(20,22),(20,25),-0.270058 # DEPENDENCYPART_SIBL
(20,22),(20,26),-0.376786 # DEPENDENCYPART_SIBL
(20,22),(20,27),0.0434872 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.0191843 # DEPENDENCYPART_SIBL
(20,23),(20,25),-0.0600025 # DEPENDENCYPART_SIBL
(20,23),(20,26),-0.200007 # DEPENDENCYPART_SIBL
(20,23),(20,27),0.07859 # DEPENDENCYPART_SIBL
(20,24),(20,25),-0.0339194 # DEPENDENCYPART_SIBL
(20,24),(20,26),-0.286758 # DEPENDENCYPART_SIBL
(20,24),(20,27),-0.0806742 # DEPENDENCYPART_SIBL
(20,25),(20,26),-0.0526738 # DEPENDENCYPART_SIBL
(20,25),(20,27),0.100434 # DEPENDENCYPART_SIBL
(20,26),(20,27),0.0188273 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.120312 # DEPENDENCYPART_SIBL
(21,22),(21,26),-0.106035 # DEPENDENCYPART_SIBL
(21,23),(21,26),-0.237266 # DEPENDENCYPART_SIBL
(22,2),(22,4),-0.110478 # DEPENDENCYPART_SIBL
(22,2),(22,13),-0.0814113 # DEPENDENCYPART_SIBL
(22,2),(22,14),-0.398129 # DEPENDENCYPART_SIBL
(22,2),(22,18),-0.381668 # DEPENDENCYPART_SIBL
(22,2),(22,19),-0.0458754 # DEPENDENCYPART_SIBL
(22,2),(22,21),0.180031 # DEPENDENCYPART_SIBL
(22,2),(22,23),-0.117278 # DEPENDENCYPART_SIBL
(22,2),(22,24),-0.00923807 # DEPENDENCYPART_SIBL
(22,2),(22,25),-0.069528 # DEPENDENCYPART_SIBL
(22,2),(22,26),-0.0802723 # DEPENDENCYPART_SIBL
(22,2),(22,27),0.17591 # DEPENDENCYPART_SIBL
(22,4),(22,13),-0.0880517 # DEPENDENCYPART_SIBL
(22,4),(22,14),-0.100683 # DEPENDENCYPART_SIBL
(22,4),(22,18),-0.0840478 # DEPENDENCYPART_SIBL
(22,4),(22,19),0.0683659 # DEPENDENCYPART_SIBL
(22,4),(22,21),-0.0699998 # DEPENDENCYPART_SIBL
(22,4),(22,23),-0.249902 # DEPENDENCYPART_SIBL
(22,4),(22,24),-0.244129 # DEPENDENCYPART_SIBL
(22,4),(22,25),-0.0728993 # DEPENDENCYPART_SIBL
(22,4),(22,26),-0.220425 # DEPENDENCYPART_SIBL
(22,4),(22,27),-0.0859229 # DEPENDENCYPART_SIBL
(22,13),(22,14),-0.0260534 # DEPENDENCYPART_SIBL
(22,13),(22,18),-0.0144121 # DEPENDENCYPART_SIBL
(22,13),(22,19),-0.0544561 # DEPENDENCYPART_SIBL
(22,13),(22,21),0.0840337 # DEPENDENCYPART_SIBL
(22,13),(22,23),0.00796515 # DEPENDENCYPART_SIBL
(22,13),(22,24),-0.0868199 # DEPENDENCYPART_SIBL
(22,13),(22,25),-0.0387029 # DEPENDENCYPART_SIBL
(22,13),(22,26),0.010242 # DEPENDENCYPART_SIBL
(22,13),(22,27),-0.00630918 # DEPENDENCYPART_SIBL
(22,14),(22,18),-0.384873 # DEPENDENCYPART_SIBL
(22,14),(22,19),-0.0768429 # DEPENDENCYPART_SIBL
(22,14),(22,21),0.180553 # DEPENDENCYPART_SIBL
(22,14),(22,23),-0.0894958 # DEPENDENCYPART_SIBL
(22,14),(22,24),-0.0181568 # DEPENDENCYPART_SIBL
(22,14),(22,25),-0.0465987 # DEPENDENCYPART_SIBL
(22,14),(22,26),-0.0616871 # DEPENDENCYPART_SIBL
(22,14),(22,27),0.135492 # DEPENDENCYPART_SIBL
(22,18),(22,19),-0.0699754 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.185526 # DEPENDENCYPART_SIBL
(22,18),(22,23),-0.0813851 # DEPENDENCYPART_SIBL
(22,18),(22,24),-0.0139123 # DEPENDENCYPART_SIBL
(22,18),(22,25),-0.0491173 # DEPENDENCYPART_SIBL
(22,18),(22,26),-0.052684 # DEPENDENCYPART_SIBL
(22,18),(22,27),0.176854 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.0472758 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.0983684 # DEPENDENCYPART_SIBL
(22,19),(22,24),-0.156332 # DEPENDENCYPART_SIBL
(22,19),(22,25),-0.0476139 # DEPENDENCYPART_SIBL
(22,19),(22,26),-0.0519029 # DEPENDENCYPART_SIBL
(22,19),(22,27),0.20565 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.0764746 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.186664 # DEPENDENCYPART_SIBL
(22,21),(22,25),-0.0865162 # DEPENDENCYPART_SIBL
(22,21),(22,26),-0.0893725 # DEPENDENCYPART_SIBL
(22,21),(22,27),0.0408901 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.104991 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.051995 # DEPENDENCYPART_SIBL
(22,23),(22,26),-0.292553 # DEPENDENCYPART_SIBL
(22,23),(22,27),-0.0578597 # DEPENDENCYPART_SIBL
(22,24),(22,25),0.0214802 # DEPENDENCYPART_SIBL
(22,24),(22,26),-0.261633 # DEPENDENCYPART_SIBL
(22,24),(22,27),-0.082816 # DEPENDENCYPART_SIBL
(22,25),(22,26),-0.232736 # DEPENDENCYPART_SIBL
(22,25),(22,27),-0.0494161 # DEPENDENCYPART_SIBL
(22,26),(22,27),-0.068696 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.0972149 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.272776 # DEPENDENCYPART_SIBL
(23,21),(23,25),0.0111567 # DEPENDENCYPART_SIBL
(23,21),(23,26),-0.0598627 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.0813469 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.0439399 # DEPENDENCYPART_SIBL
(23,22),(23,26),-0.0647841 # DEPENDENCYPART_SIBL
(23,24),(23,25),0.107035 # DEPENDENCYPART_SIBL
(23,24),(23,26),-0.139571 # DEPENDENCYPART_SIBL
(23,25),(23,26),-0.0420281 # DEPENDENCYPART_SIBL
(24,21),(24,22),-0.0336416 # DEPENDENCYPART_SIBL
(24,21),(24,25),0.0716396 # DEPENDENCYPART_SIBL
(24,21),(24,26),0.0584522 # DEPENDENCYPART_SIBL
(24,22),(24,25),-0.00744133 # DEPENDENCYPART_SIBL
(24,22),(24,26),0.00444278 # DEPENDENCYPART_SIBL
(24,25),(24,26),-0.057994 # DEPENDENCYPART_SIBL
(25,21),(25,23),0.0192458 # DEPENDENCYPART_SIBL
(25,21),(25,24),0.11194 # DEPENDENCYPART_SIBL
(25,23),(25,24),0.0471879 # DEPENDENCYPART_SIBL
(26,12),(26,16),-0.232388 # DEPENDENCYPART_SIBL
(26,12),(26,17),0.117087 # DEPENDENCYPART_SIBL
(26,12),(26,18),0.126941 # DEPENDENCYPART_SIBL
(26,12),(26,21),0.0699036 # DEPENDENCYPART_SIBL
(26,12),(26,22),0.00546132 # DEPENDENCYPART_SIBL
(26,12),(26,23),-0.0497306 # DEPENDENCYPART_SIBL
(26,12),(26,24),0.074893 # DEPENDENCYPART_SIBL
(26,12),(26,25),0.150639 # DEPENDENCYPART_SIBL
(26,16),(26,17),0.22558 # DEPENDENCYPART_SIBL
(26,16),(26,18),0.240845 # DEPENDENCYPART_SIBL
(26,16),(26,21),0.103978 # DEPENDENCYPART_SIBL
(26,16),(26,22),0.0521136 # DEPENDENCYPART_SIBL
(26,16),(26,23),0.195846 # DEPENDENCYPART_SIBL
(26,16),(26,24),0.0689577 # DEPENDENCYPART_SIBL
(26,16),(26,25),0.305551 # DEPENDENCYPART_SIBL
(26,17),(26,18),0.132765 # DEPENDENCYPART_SIBL
(26,17),(26,21),0.0504573 # DEPENDENCYPART_SIBL
(26,17),(26,22),-0.0127389 # DEPENDENCYPART_SIBL
(26,17),(26,23),0.0760325 # DEPENDENCYPART_SIBL
(26,17),(26,24),0.00451881 # DEPENDENCYPART_SIBL
(26,17),(26,25),0.123595 # DEPENDENCYPART_SIBL
(26,18),(26,21),0.0859863 # DEPENDENCYPART_SIBL
(26,18),(26,22),-0.0574992 # DEPENDENCYPART_SIBL
(26,18),(26,23),-0.115228 # DEPENDENCYPART_SIBL
(26,18),(26,24),-0.00533146 # DEPENDENCYPART_SIBL
(26,18),(26,25),-0.0498479 # DEPENDENCYPART_SIBL
(26,21),(26,22),-0.113656 # DEPENDENCYPART_SIBL
(26,21),(26,23),-0.0719995 # DEPENDENCYPART_SIBL
(26,21),(26,24),0.0398784 # DEPENDENCYPART_SIBL
(26,21),(26,25),0.0315749 # DEPENDENCYPART_SIBL
(26,22),(26,23),-0.0698237 # DEPENDENCYPART_SIBL
(26,22),(26,24),0.0150334 # DEPENDENCYPART_SIBL
(26,22),(26,25),0.010242 # DEPENDENCYPART_SIBL
(26,23),(26,24),0.0147533 # DEPENDENCYPART_SIBL
(26,23),(26,25),-0.0316626 # DEPENDENCYPART_SIBL
(26,24),(26,25),0.20431 # DEPENDENCYPART_SIBL
(0,2),(2,1),-0.0368558 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.807789 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.192679 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.689834 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.524076 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.665611 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),-0.0563886 # DEPENDENCYPART_GRANDPAR
(0,2),(2,19),-0.646556 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.383743 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.869976 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.486581 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-1.06262 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.679688 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.364207 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.550392 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.216114 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.31532 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.580707 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),0.140761 # DEPENDENCYPART_GRANDPAR
(0,3),(3,20),0.650028 # DEPENDENCYPART_GRANDPAR
(0,3),(3,22),-0.314654 # DEPENDENCYPART_GRANDPAR
(0,3),(3,27),1.29346 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.271784 # DEPENDENCYPART_GRANDPAR
