# _root_ Copper inventories in New York 's Commodity Exchange warehouses rose yesterday by 516 tons , to 10,004 tons .
#goldHeads=2,10,2,5,9,5,9,9,3,0,10,10,14,12,10,10,18,16,10,
#predictedHeads=2,10,2,5,9,5,9,9,3,0,10,10,14,12,10,10,18,16,10,
(18,14),(14,16),0.181753 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),0.677758 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-1.32241 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.87097 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),0.115316 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.348023 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),0.0215417 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.151039 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.359845 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.29091 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.84355 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.141877 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),0.372298 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),0.0891157 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.520892 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.26053 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,18),-0.916768 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,12),-0.162479 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.752015 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.367483 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.53993 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.360386 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.696343 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.87369 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
