# _root_ She pointed out that even after Monday 's 10 % decline , the Straits Times index is up 24 % this year , so investors who bailed out generally did so profitably .
#goldHeads=2,0,2,2,6,17,11,7,10,11,6,17,16,16,16,17,4,17,20,18,22,17,2,2,30,27,25,27,30,24,30,30,2,
#predictedHeads=2,0,2,2,6,17,11,7,10,11,6,17,16,16,16,17,4,17,20,18,22,17,17,17,30,27,25,27,30,24,30,31,2,
(17,15),(17,18),0.0649893 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0938571 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.0283537 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.0126517 # DEPENDENCYPART_SIBL
(17,15),(17,22),0.0675933 # DEPENDENCYPART_SIBL
(17,15),(17,23),-0.0150079 # DEPENDENCYPART_SIBL
(17,15),(17,24),-0.0272053 # DEPENDENCYPART_SIBL
(17,15),(17,25),-0.138772 # DEPENDENCYPART_SIBL
(17,15),(17,26),-0.117943 # DEPENDENCYPART_SIBL
(17,15),(17,27),-0.0111238 # DEPENDENCYPART_SIBL
(17,15),(17,28),-0.0478868 # DEPENDENCYPART_SIBL
(17,15),(17,29),0.0495368 # DEPENDENCYPART_SIBL
(17,15),(17,30),-0.0252348 # DEPENDENCYPART_SIBL
(17,15),(17,31),-0.0146419 # DEPENDENCYPART_SIBL
(17,15),(17,32),0.0202369 # DEPENDENCYPART_SIBL
(17,15),(17,33),-0.0352568 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.103822 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0278212 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0289379 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.049774 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.0428909 # DEPENDENCYPART_SIBL
(17,16),(17,23),-0.027048 # DEPENDENCYPART_SIBL
(17,16),(17,24),0.0770422 # DEPENDENCYPART_SIBL
(17,16),(17,25),-0.0562685 # DEPENDENCYPART_SIBL
(17,16),(17,26),-0.0753617 # DEPENDENCYPART_SIBL
(17,16),(17,27),-0.0266695 # DEPENDENCYPART_SIBL
(17,16),(17,28),-0.062819 # DEPENDENCYPART_SIBL
(17,16),(17,29),0.0024882 # DEPENDENCYPART_SIBL
(17,16),(17,30),-0.0270935 # DEPENDENCYPART_SIBL
(17,16),(17,31),0.0210042 # DEPENDENCYPART_SIBL
(17,16),(17,32),0.0145283 # DEPENDENCYPART_SIBL
(17,16),(17,33),0.0193427 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.0258795 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.0231695 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.00608371 # DEPENDENCYPART_SIBL
(17,18),(17,22),0.113108 # DEPENDENCYPART_SIBL
(17,18),(17,23),-0.081681 # DEPENDENCYPART_SIBL
(17,18),(17,24),0.283044 # DEPENDENCYPART_SIBL
(17,18),(17,25),-0.00295829 # DEPENDENCYPART_SIBL
(17,18),(17,26),-0.0323746 # DEPENDENCYPART_SIBL
(17,18),(17,27),-0.0165415 # DEPENDENCYPART_SIBL
(17,18),(17,28),-0.0172176 # DEPENDENCYPART_SIBL
(17,18),(17,29),-0.135542 # DEPENDENCYPART_SIBL
(17,18),(17,30),-0.00787115 # DEPENDENCYPART_SIBL
(17,18),(17,31),0.10885 # DEPENDENCYPART_SIBL
(17,18),(17,32),-0.1103 # DEPENDENCYPART_SIBL
(17,18),(17,33),-0.00872421 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.21413 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.0863908 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.143177 # DEPENDENCYPART_SIBL
(17,19),(17,23),-0.0963821 # DEPENDENCYPART_SIBL
(17,19),(17,24),0.039394 # DEPENDENCYPART_SIBL
(17,19),(17,25),-0.346525 # DEPENDENCYPART_SIBL
(17,19),(17,26),-0.0932712 # DEPENDENCYPART_SIBL
(17,19),(17,27),-0.130341 # DEPENDENCYPART_SIBL
(17,19),(17,28),-0.113567 # DEPENDENCYPART_SIBL
(17,19),(17,29),-0.159673 # DEPENDENCYPART_SIBL
(17,19),(17,30),-0.130373 # DEPENDENCYPART_SIBL
(17,19),(17,31),0.0445706 # DEPENDENCYPART_SIBL
(17,19),(17,32),-0.140211 # DEPENDENCYPART_SIBL
(17,19),(17,33),-0.0485599 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.078138 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.104926 # DEPENDENCYPART_SIBL
(17,20),(17,23),-0.0211462 # DEPENDENCYPART_SIBL
(17,20),(17,24),0.0195487 # DEPENDENCYPART_SIBL
(17,20),(17,25),-0.400372 # DEPENDENCYPART_SIBL
(17,20),(17,26),-0.121531 # DEPENDENCYPART_SIBL
(17,20),(17,27),-0.154847 # DEPENDENCYPART_SIBL
(17,20),(17,28),-0.0347987 # DEPENDENCYPART_SIBL
(17,20),(17,29),-0.0863317 # DEPENDENCYPART_SIBL
(17,20),(17,30),-0.144475 # DEPENDENCYPART_SIBL
(17,20),(17,31),0.0795881 # DEPENDENCYPART_SIBL
(17,20),(17,32),-0.063526 # DEPENDENCYPART_SIBL
(17,20),(17,33),-0.0655178 # DEPENDENCYPART_SIBL
(17,21),(17,22),0.119008 # DEPENDENCYPART_SIBL
(17,21),(17,23),0.0566322 # DEPENDENCYPART_SIBL
(17,21),(17,24),0.191245 # DEPENDENCYPART_SIBL
(17,21),(17,25),-0.0459348 # DEPENDENCYPART_SIBL
(17,21),(17,26),0.0477869 # DEPENDENCYPART_SIBL
(17,21),(17,27),0.0201321 # DEPENDENCYPART_SIBL
(17,21),(17,28),0.0540956 # DEPENDENCYPART_SIBL
(17,21),(17,29),0.0059529 # DEPENDENCYPART_SIBL
(17,21),(17,30),0.0192059 # DEPENDENCYPART_SIBL
(17,21),(17,31),0.174279 # DEPENDENCYPART_SIBL
(17,21),(17,32),0.0229868 # DEPENDENCYPART_SIBL
(17,21),(17,33),0.17323 # DEPENDENCYPART_SIBL
(17,22),(17,23),0.0794019 # DEPENDENCYPART_SIBL
(17,22),(17,24),0.101673 # DEPENDENCYPART_SIBL
(17,22),(17,25),-0.310824 # DEPENDENCYPART_SIBL
(17,22),(17,26),-0.0532633 # DEPENDENCYPART_SIBL
(17,22),(17,27),-0.0897198 # DEPENDENCYPART_SIBL
(17,22),(17,28),0.0332623 # DEPENDENCYPART_SIBL
(17,22),(17,29),-0.0321953 # DEPENDENCYPART_SIBL
(17,22),(17,30),-0.0921851 # DEPENDENCYPART_SIBL
(17,22),(17,31),0.135374 # DEPENDENCYPART_SIBL
(17,22),(17,32),-0.00938963 # DEPENDENCYPART_SIBL
(17,22),(17,33),0.0389955 # DEPENDENCYPART_SIBL
(17,23),(17,24),0.891856 # DEPENDENCYPART_SIBL
(17,23),(17,25),0.0424609 # DEPENDENCYPART_SIBL
(17,23),(17,26),0.0515398 # DEPENDENCYPART_SIBL
(17,23),(17,27),0.153336 # DEPENDENCYPART_SIBL
(17,23),(17,28),0.0304792 # DEPENDENCYPART_SIBL
(17,23),(17,29),0.154828 # DEPENDENCYPART_SIBL
(17,23),(17,30),0.0671959 # DEPENDENCYPART_SIBL
(17,23),(17,31),0.642749 # DEPENDENCYPART_SIBL
(17,23),(17,32),0.19622 # DEPENDENCYPART_SIBL
(17,23),(17,33),0.0047359 # DEPENDENCYPART_SIBL
(17,24),(17,25),-0.311499 # DEPENDENCYPART_SIBL
(17,24),(17,26),-0.153634 # DEPENDENCYPART_SIBL
(17,24),(17,27),-0.200384 # DEPENDENCYPART_SIBL
(17,24),(17,28),-0.190065 # DEPENDENCYPART_SIBL
(17,24),(17,29),-0.119555 # DEPENDENCYPART_SIBL
(17,24),(17,30),-0.218624 # DEPENDENCYPART_SIBL
(17,24),(17,31),0.0170805 # DEPENDENCYPART_SIBL
(17,24),(17,32),-0.113244 # DEPENDENCYPART_SIBL
(17,24),(17,33),0.00215809 # DEPENDENCYPART_SIBL
(17,25),(17,26),-0.104079 # DEPENDENCYPART_SIBL
(17,25),(17,27),-0.200612 # DEPENDENCYPART_SIBL
(17,25),(17,28),0.00401539 # DEPENDENCYPART_SIBL
(17,25),(17,29),-0.0901503 # DEPENDENCYPART_SIBL
(17,25),(17,30),-0.205781 # DEPENDENCYPART_SIBL
(17,25),(17,31),0.0768249 # DEPENDENCYPART_SIBL
(17,25),(17,32),-0.0542681 # DEPENDENCYPART_SIBL
(17,25),(17,33),-0.16584 # DEPENDENCYPART_SIBL
(17,26),(17,27),-0.0944503 # DEPENDENCYPART_SIBL
(17,26),(17,28),-0.0712413 # DEPENDENCYPART_SIBL
(17,26),(17,29),-0.133333 # DEPENDENCYPART_SIBL
(17,26),(17,30),-0.0960372 # DEPENDENCYPART_SIBL
(17,26),(17,31),0.0328106 # DEPENDENCYPART_SIBL
(17,26),(17,32),-0.116299 # DEPENDENCYPART_SIBL
(17,26),(17,33),-0.0731608 # DEPENDENCYPART_SIBL
(17,27),(17,28),-0.132359 # DEPENDENCYPART_SIBL
(17,27),(17,29),-0.197605 # DEPENDENCYPART_SIBL
(17,27),(17,30),-0.407541 # DEPENDENCYPART_SIBL
(17,27),(17,31),-0.0256397 # DEPENDENCYPART_SIBL
(17,27),(17,32),-0.180571 # DEPENDENCYPART_SIBL
(17,27),(17,33),-0.00535623 # DEPENDENCYPART_SIBL
(17,28),(17,29),-0.133899 # DEPENDENCYPART_SIBL
(17,28),(17,30),-0.0992813 # DEPENDENCYPART_SIBL
(17,28),(17,31),0.0242084 # DEPENDENCYPART_SIBL
(17,28),(17,32),-0.116866 # DEPENDENCYPART_SIBL
(17,28),(17,33),-0.162317 # DEPENDENCYPART_SIBL
(17,29),(17,30),0.0124546 # DEPENDENCYPART_SIBL
(17,29),(17,31),0.109224 # DEPENDENCYPART_SIBL
(17,29),(17,32),-0.104978 # DEPENDENCYPART_SIBL
(17,29),(17,33),0.0135984 # DEPENDENCYPART_SIBL
(17,30),(17,31),-0.0181504 # DEPENDENCYPART_SIBL
(17,30),(17,32),-0.172368 # DEPENDENCYPART_SIBL
(17,30),(17,33),0.0227679 # DEPENDENCYPART_SIBL
(17,31),(17,32),-0.188078 # DEPENDENCYPART_SIBL
(17,31),(17,33),0.00768542 # DEPENDENCYPART_SIBL
(17,32),(17,33),-0.029839 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.0268381 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0412134 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0610048 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.0304374 # DEPENDENCYPART_SIBL
(18,16),(18,23),0.0190093 # DEPENDENCYPART_SIBL
(18,16),(18,24),0.070994 # DEPENDENCYPART_SIBL
(18,16),(18,25),-0.0557801 # DEPENDENCYPART_SIBL
(18,16),(18,26),-0.0506296 # DEPENDENCYPART_SIBL
(18,16),(18,27),-0.00667699 # DEPENDENCYPART_SIBL
(18,16),(18,30),-0.00415219 # DEPENDENCYPART_SIBL
(18,16),(18,32),0.0113978 # DEPENDENCYPART_SIBL
(18,16),(18,33),-0.0454074 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0483148 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.0343277 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.0354873 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.0727835 # DEPENDENCYPART_SIBL
(18,19),(18,24),-0.0369004 # DEPENDENCYPART_SIBL
(18,19),(18,25),-0.226403 # DEPENDENCYPART_SIBL
(18,19),(18,26),-0.104659 # DEPENDENCYPART_SIBL
(18,19),(18,27),-0.100831 # DEPENDENCYPART_SIBL
(18,19),(18,30),-0.089948 # DEPENDENCYPART_SIBL
(18,19),(18,32),-0.113139 # DEPENDENCYPART_SIBL
(18,19),(18,33),-0.0809672 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.230058 # DEPENDENCYPART_SIBL
(18,20),(18,22),0.261083 # DEPENDENCYPART_SIBL
(18,20),(18,23),0.322413 # DEPENDENCYPART_SIBL
(18,20),(18,24),0.376826 # DEPENDENCYPART_SIBL
(18,20),(18,25),-0.0430127 # DEPENDENCYPART_SIBL
(18,20),(18,26),0.129877 # DEPENDENCYPART_SIBL
(18,20),(18,27),0.116311 # DEPENDENCYPART_SIBL
(18,20),(18,30),0.138781 # DEPENDENCYPART_SIBL
(18,20),(18,32),0.187078 # DEPENDENCYPART_SIBL
(18,20),(18,33),0.166903 # DEPENDENCYPART_SIBL
(18,21),(18,22),0.0674285 # DEPENDENCYPART_SIBL
(18,21),(18,23),0.00650823 # DEPENDENCYPART_SIBL
(18,21),(18,24),0.151683 # DEPENDENCYPART_SIBL
(18,21),(18,25),-0.00245253 # DEPENDENCYPART_SIBL
(18,21),(18,26),-0.0254348 # DEPENDENCYPART_SIBL
(18,21),(18,27),0.00635983 # DEPENDENCYPART_SIBL
(18,21),(18,30),0.0163484 # DEPENDENCYPART_SIBL
(18,21),(18,32),-0.0243125 # DEPENDENCYPART_SIBL
(18,21),(18,33),0.0336676 # DEPENDENCYPART_SIBL
(18,22),(18,23),0.20271 # DEPENDENCYPART_SIBL
(18,22),(18,24),0.154604 # DEPENDENCYPART_SIBL
(18,22),(18,25),-0.157909 # DEPENDENCYPART_SIBL
(18,22),(18,26),-0.00523977 # DEPENDENCYPART_SIBL
(18,22),(18,27),-0.00631492 # DEPENDENCYPART_SIBL
(18,22),(18,30),0.00331915 # DEPENDENCYPART_SIBL
(18,22),(18,32),0.0338638 # DEPENDENCYPART_SIBL
(18,22),(18,33),0.0297 # DEPENDENCYPART_SIBL
(18,23),(18,24),0.411846 # DEPENDENCYPART_SIBL
(18,23),(18,25),0.1531 # DEPENDENCYPART_SIBL
(18,23),(18,26),-0.00786594 # DEPENDENCYPART_SIBL
(18,23),(18,27),0.351005 # DEPENDENCYPART_SIBL
(18,23),(18,30),0.292316 # DEPENDENCYPART_SIBL
(18,23),(18,32),0.207333 # DEPENDENCYPART_SIBL
(18,23),(18,33),0.199849 # DEPENDENCYPART_SIBL
(18,24),(18,25),0.0102931 # DEPENDENCYPART_SIBL
(18,24),(18,26),-0.0167988 # DEPENDENCYPART_SIBL
(18,24),(18,27),-0.0299608 # DEPENDENCYPART_SIBL
(18,24),(18,30),-0.0372944 # DEPENDENCYPART_SIBL
(18,24),(18,32),0.0151442 # DEPENDENCYPART_SIBL
(18,24),(18,33),-0.0556181 # DEPENDENCYPART_SIBL
(18,25),(18,26),-0.0697858 # DEPENDENCYPART_SIBL
(18,25),(18,27),-0.112595 # DEPENDENCYPART_SIBL
(18,25),(18,30),-0.106198 # DEPENDENCYPART_SIBL
(18,25),(18,32),-7.52462e-05 # DEPENDENCYPART_SIBL
(18,25),(18,33),-0.0240823 # DEPENDENCYPART_SIBL
(18,26),(18,27),-0.047798 # DEPENDENCYPART_SIBL
(18,26),(18,30),-0.0384074 # DEPENDENCYPART_SIBL
(18,26),(18,32),-0.0643699 # DEPENDENCYPART_SIBL
(18,26),(18,33),-0.0170968 # DEPENDENCYPART_SIBL
(18,27),(18,30),-0.258023 # DEPENDENCYPART_SIBL
(18,27),(18,32),-0.0302878 # DEPENDENCYPART_SIBL
(18,27),(18,33),0.211247 # DEPENDENCYPART_SIBL
(18,30),(18,32),-0.0203557 # DEPENDENCYPART_SIBL
(18,30),(18,33),0.249526 # DEPENDENCYPART_SIBL
(18,32),(18,33),-0.0614322 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0642221 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.109413 # DEPENDENCYPART_SIBL
(19,16),(19,22),0.0531111 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.166747 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.0398417 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.159951 # DEPENDENCYPART_SIBL
(20,9),(20,13),-0.24825 # DEPENDENCYPART_SIBL
(20,9),(20,14),0.284191 # DEPENDENCYPART_SIBL
(20,9),(20,15),0.249088 # DEPENDENCYPART_SIBL
(20,9),(20,16),0.393895 # DEPENDENCYPART_SIBL
(20,9),(20,18),0.236356 # DEPENDENCYPART_SIBL
(20,9),(20,19),0.0528635 # DEPENDENCYPART_SIBL
(20,9),(20,21),0.0311356 # DEPENDENCYPART_SIBL
(20,9),(20,22),0.0770181 # DEPENDENCYPART_SIBL
(20,9),(20,23),0.0431315 # DEPENDENCYPART_SIBL
(20,9),(20,24),-0.075246 # DEPENDENCYPART_SIBL
(20,9),(20,25),0.0101815 # DEPENDENCYPART_SIBL
(20,9),(20,26),-0.0580199 # DEPENDENCYPART_SIBL
(20,9),(20,27),-0.00422384 # DEPENDENCYPART_SIBL
(20,9),(20,28),-0.0419296 # DEPENDENCYPART_SIBL
(20,9),(20,29),-0.0734335 # DEPENDENCYPART_SIBL
(20,9),(20,30),-0.0285589 # DEPENDENCYPART_SIBL
(20,9),(20,31),-0.101587 # DEPENDENCYPART_SIBL
(20,9),(20,32),-0.0703637 # DEPENDENCYPART_SIBL
(20,9),(20,33),0.0184804 # DEPENDENCYPART_SIBL
(20,13),(20,14),0.00703008 # DEPENDENCYPART_SIBL
(20,13),(20,15),0.0146986 # DEPENDENCYPART_SIBL
(20,13),(20,16),0.115663 # DEPENDENCYPART_SIBL
(20,13),(20,18),-0.0660838 # DEPENDENCYPART_SIBL
(20,13),(20,19),-0.0332829 # DEPENDENCYPART_SIBL
(20,13),(20,21),-0.0610036 # DEPENDENCYPART_SIBL
(20,13),(20,22),-0.0755204 # DEPENDENCYPART_SIBL
(20,13),(20,23),0.0644478 # DEPENDENCYPART_SIBL
(20,13),(20,24),-0.131329 # DEPENDENCYPART_SIBL
(20,13),(20,25),-0.137158 # DEPENDENCYPART_SIBL
(20,13),(20,26),-0.170669 # DEPENDENCYPART_SIBL
(20,13),(20,27),0.209307 # DEPENDENCYPART_SIBL
(20,13),(20,28),-0.370617 # DEPENDENCYPART_SIBL
(20,13),(20,29),-0.0435101 # DEPENDENCYPART_SIBL
(20,13),(20,30),0.114844 # DEPENDENCYPART_SIBL
(20,13),(20,31),0.0136948 # DEPENDENCYPART_SIBL
(20,13),(20,32),-0.0207608 # DEPENDENCYPART_SIBL
(20,13),(20,33),-0.163968 # DEPENDENCYPART_SIBL
(20,14),(20,15),-0.108355 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.00385237 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.0943501 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.2824 # DEPENDENCYPART_SIBL
(20,14),(20,21),-0.102653 # DEPENDENCYPART_SIBL
(20,14),(20,22),-0.0229464 # DEPENDENCYPART_SIBL
(20,14),(20,23),-0.0382852 # DEPENDENCYPART_SIBL
(20,14),(20,24),-0.254704 # DEPENDENCYPART_SIBL
(20,14),(20,25),-0.140808 # DEPENDENCYPART_SIBL
(20,14),(20,26),-0.194602 # DEPENDENCYPART_SIBL
(20,14),(20,27),-0.0739738 # DEPENDENCYPART_SIBL
(20,14),(20,28),-0.12277 # DEPENDENCYPART_SIBL
(20,14),(20,29),-0.0912003 # DEPENDENCYPART_SIBL
(20,14),(20,30),-0.117103 # DEPENDENCYPART_SIBL
(20,14),(20,31),-0.119505 # DEPENDENCYPART_SIBL
(20,14),(20,32),-0.0865216 # DEPENDENCYPART_SIBL
(20,14),(20,33),-0.101752 # DEPENDENCYPART_SIBL
(20,15),(20,16),0.155685 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.00396045 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.155284 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.0559471 # DEPENDENCYPART_SIBL
(20,15),(20,22),0.0600985 # DEPENDENCYPART_SIBL
(20,15),(20,23),0.0185861 # DEPENDENCYPART_SIBL
(20,15),(20,24),-0.120148 # DEPENDENCYPART_SIBL
(20,15),(20,25),-0.108145 # DEPENDENCYPART_SIBL
(20,15),(20,26),-0.147196 # DEPENDENCYPART_SIBL
(20,15),(20,27),-0.0169931 # DEPENDENCYPART_SIBL
(20,15),(20,28),-0.075507 # DEPENDENCYPART_SIBL
(20,15),(20,29),-0.0392102 # DEPENDENCYPART_SIBL
(20,15),(20,30),-0.0601237 # DEPENDENCYPART_SIBL
(20,15),(20,31),-0.0675667 # DEPENDENCYPART_SIBL
(20,15),(20,32),-0.0345315 # DEPENDENCYPART_SIBL
(20,15),(20,33),-0.0860852 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.0759353 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.248436 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.122187 # DEPENDENCYPART_SIBL
(20,16),(20,22),-0.0269852 # DEPENDENCYPART_SIBL
(20,16),(20,23),-0.155154 # DEPENDENCYPART_SIBL
(20,16),(20,24),-0.159044 # DEPENDENCYPART_SIBL
(20,16),(20,25),-0.107201 # DEPENDENCYPART_SIBL
(20,16),(20,26),-0.160444 # DEPENDENCYPART_SIBL
(20,16),(20,27),-0.0806854 # DEPENDENCYPART_SIBL
(20,16),(20,28),-0.113958 # DEPENDENCYPART_SIBL
(20,16),(20,29),-0.0891507 # DEPENDENCYPART_SIBL
(20,16),(20,30),-0.107676 # DEPENDENCYPART_SIBL
(20,16),(20,31),-0.0671257 # DEPENDENCYPART_SIBL
(20,16),(20,32),-0.0602726 # DEPENDENCYPART_SIBL
(20,16),(20,33),-0.107826 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.233191 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0501123 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.035186 # DEPENDENCYPART_SIBL
(20,18),(20,23),-0.0196524 # DEPENDENCYPART_SIBL
(20,18),(20,24),-0.105098 # DEPENDENCYPART_SIBL
(20,18),(20,25),-0.0615952 # DEPENDENCYPART_SIBL
(20,18),(20,26),-0.103837 # DEPENDENCYPART_SIBL
(20,18),(20,27),-0.0967649 # DEPENDENCYPART_SIBL
(20,18),(20,28),-0.0679652 # DEPENDENCYPART_SIBL
(20,18),(20,29),-0.0130991 # DEPENDENCYPART_SIBL
(20,18),(20,30),-0.131437 # DEPENDENCYPART_SIBL
(20,18),(20,31),-0.0351755 # DEPENDENCYPART_SIBL
(20,18),(20,32),-0.0127499 # DEPENDENCYPART_SIBL
(20,18),(20,33),0.0194029 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.0087618 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.063126 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.00231298 # DEPENDENCYPART_SIBL
(20,19),(20,24),-0.053054 # DEPENDENCYPART_SIBL
(20,19),(20,25),-0.0194456 # DEPENDENCYPART_SIBL
(20,19),(20,26),-0.0814404 # DEPENDENCYPART_SIBL
(20,19),(20,27),-0.0297413 # DEPENDENCYPART_SIBL
(20,19),(20,28),-0.0653801 # DEPENDENCYPART_SIBL
(20,19),(20,29),-0.078486 # DEPENDENCYPART_SIBL
(20,19),(20,30),-0.0540764 # DEPENDENCYPART_SIBL
(20,19),(20,31),-0.1079 # DEPENDENCYPART_SIBL
(20,19),(20,32),-0.0754161 # DEPENDENCYPART_SIBL
(20,19),(20,33),0.00410082 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.0103245 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.0267543 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.107743 # DEPENDENCYPART_SIBL
(20,21),(20,25),-0.0784891 # DEPENDENCYPART_SIBL
(20,21),(20,26),-0.114366 # DEPENDENCYPART_SIBL
(20,21),(20,27),-0.0970844 # DEPENDENCYPART_SIBL
(20,21),(20,28),-0.0867019 # DEPENDENCYPART_SIBL
(20,21),(20,29),-0.0961043 # DEPENDENCYPART_SIBL
(20,21),(20,30),-0.122387 # DEPENDENCYPART_SIBL
(20,21),(20,31),-0.128675 # DEPENDENCYPART_SIBL
(20,21),(20,32),-0.0923905 # DEPENDENCYPART_SIBL
(20,21),(20,33),-0.0986401 # DEPENDENCYPART_SIBL
(20,22),(20,23),0.0376084 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.0661849 # DEPENDENCYPART_SIBL
(20,22),(20,25),-0.166377 # DEPENDENCYPART_SIBL
(20,22),(20,26),-0.0612569 # DEPENDENCYPART_SIBL
(20,22),(20,27),-0.0332705 # DEPENDENCYPART_SIBL
(20,22),(20,28),0.0327945 # DEPENDENCYPART_SIBL
(20,22),(20,29),-0.0669349 # DEPENDENCYPART_SIBL
(20,22),(20,30),-0.0593254 # DEPENDENCYPART_SIBL
(20,22),(20,31),-0.10471 # DEPENDENCYPART_SIBL
(20,22),(20,32),-0.0575126 # DEPENDENCYPART_SIBL
(20,22),(20,33),0.0243022 # DEPENDENCYPART_SIBL
(20,23),(20,24),0.505641 # DEPENDENCYPART_SIBL
(20,23),(20,25),0.625493 # DEPENDENCYPART_SIBL
(20,23),(20,26),0.206805 # DEPENDENCYPART_SIBL
(20,23),(20,27),0.529774 # DEPENDENCYPART_SIBL
(20,23),(20,28),0.285131 # DEPENDENCYPART_SIBL
(20,23),(20,29),0.454958 # DEPENDENCYPART_SIBL
(20,23),(20,30),0.381084 # DEPENDENCYPART_SIBL
(20,23),(20,31),0.609959 # DEPENDENCYPART_SIBL
(20,23),(20,32),0.485825 # DEPENDENCYPART_SIBL
(20,23),(20,33),0.124336 # DEPENDENCYPART_SIBL
(20,24),(20,25),-0.045726 # DEPENDENCYPART_SIBL
(20,24),(20,26),-0.0222735 # DEPENDENCYPART_SIBL
(20,24),(20,27),-0.0123887 # DEPENDENCYPART_SIBL
(20,24),(20,28),-0.0236707 # DEPENDENCYPART_SIBL
(20,24),(20,29),0.0649937 # DEPENDENCYPART_SIBL
(20,24),(20,30),-0.0652576 # DEPENDENCYPART_SIBL
(20,24),(20,31),-0.00117364 # DEPENDENCYPART_SIBL
(20,24),(20,32),0.0578357 # DEPENDENCYPART_SIBL
(20,24),(20,33),0.11944 # DEPENDENCYPART_SIBL
(20,25),(20,26),-0.0977632 # DEPENDENCYPART_SIBL
(20,25),(20,27),-0.138493 # DEPENDENCYPART_SIBL
(20,25),(20,28),0.02797 # DEPENDENCYPART_SIBL
(20,25),(20,29),-0.00879945 # DEPENDENCYPART_SIBL
(20,25),(20,30),-0.167453 # DEPENDENCYPART_SIBL
(20,25),(20,31),-0.0530623 # DEPENDENCYPART_SIBL
(20,25),(20,32),0.0106841 # DEPENDENCYPART_SIBL
(20,25),(20,33),-0.023532 # DEPENDENCYPART_SIBL
(20,26),(20,27),-0.0563612 # DEPENDENCYPART_SIBL
(20,26),(20,28),-0.0539949 # DEPENDENCYPART_SIBL
(20,26),(20,29),-0.0588943 # DEPENDENCYPART_SIBL
(20,26),(20,30),-0.0823249 # DEPENDENCYPART_SIBL
(20,26),(20,31),-0.0960376 # DEPENDENCYPART_SIBL
(20,26),(20,32),-0.0551809 # DEPENDENCYPART_SIBL
(20,26),(20,33),-0.0609263 # DEPENDENCYPART_SIBL
(20,27),(20,28),-0.0291729 # DEPENDENCYPART_SIBL
(20,27),(20,29),-0.0370114 # DEPENDENCYPART_SIBL
(20,27),(20,30),-0.28114 # DEPENDENCYPART_SIBL
(20,27),(20,31),-0.0681854 # DEPENDENCYPART_SIBL
(20,27),(20,32),-0.0332977 # DEPENDENCYPART_SIBL
(20,27),(20,33),0.053398 # DEPENDENCYPART_SIBL
(20,28),(20,29),0.144168 # DEPENDENCYPART_SIBL
(20,28),(20,30),0.0762847 # DEPENDENCYPART_SIBL
(20,28),(20,31),0.102207 # DEPENDENCYPART_SIBL
(20,28),(20,32),0.147881 # DEPENDENCYPART_SIBL
