# _root_ By 10:25 , the Dow had turned up for the day , prompting cheers on trading desks and exchange floors .
#goldHeads=6,1,6,5,6,0,6,7,7,11,9,7,7,13,13,17,15,17,20,18,6,
#predictedHeads=6,1,6,5,6,0,6,7,7,11,9,7,7,13,13,17,15,17,20,18,6,
(11,14),(14,18),0.285647 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.590853 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),-0.803224 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.722172 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.888725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),-0.276113 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.208591 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.221591 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.190918 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.346442 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.0862543 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.644217 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.62812 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.984652 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.919834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,14),-0.209932 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.383198 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.315392 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),0.0394813 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.609448 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.56991 # DEPENDENCYPART_GRANDPAR
(11,17),(17,9),-0.718135 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),-0.119898 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),-0.18373 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.288224 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.120012 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),0.284421 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.700591 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.591668 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),-0.807935 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.332268 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.397195 # DEPENDENCYPART_GRANDPAR
(11,20),(20,2),-2.07167 # DEPENDENCYPART_GRANDPAR
(11,20),(20,11),-0.827152 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,20),(20,13),-0.118711 # DEPENDENCYPART_GRANDPAR
(11,20),(20,14),-0.182535 # DEPENDENCYPART_GRANDPAR
(11,20),(20,15),-0.28395 # DEPENDENCYPART_GRANDPAR
(11,20),(20,16),-0.118992 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),-0.351888 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.648054 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.806756 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.426495 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.456688 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-0.534079 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),-0.434292 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),-0.024219 # DEPENDENCYPART_GRANDPAR
(13,1),(1,7),-0.0812475 # DEPENDENCYPART_GRANDPAR
(13,1),(1,8),-0.0852492 # DEPENDENCYPART_GRANDPAR
(13,1),(1,9),-0.0258702 # DEPENDENCYPART_GRANDPAR
(13,1),(1,12),-0.422514 # DEPENDENCYPART_GRANDPAR
(13,1),(1,21),-0.848206 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.328378 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.228337 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.261037 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.368031 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),0.000164293 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.18994 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.181012 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.104625 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),-0.439919 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.11172 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.033818 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.00414803 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.320719 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-0.639572 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-0.0392558 # DEPENDENCYPART_GRANDPAR
(13,9),(9,21),-0.829126 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.404362 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.136345 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.130815 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.100751 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.332583 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.21505 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.0842335 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.106466 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.423446 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.689988 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.197824 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-0.805347 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-0.923569 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.876603 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.446888 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.837081 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.713459 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.944489 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.729908 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.352138 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.183294 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.07969 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),0.233544 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.19279 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.476517 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.436645 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.708038 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.79684 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.784888 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.384198 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.209844 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),0.0685208 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),0.372876 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),0.28828 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.0454128 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.508123 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.699518 # DEPENDENCYPART_GRANDPAR
(13,16),(16,14),0.493823 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.376519 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),0.0144502 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),0.584834 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),0.0186941 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.0956336 # DEPENDENCYPART_GRANDPAR
(13,17),(17,9),-0.448744 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.732475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),0.522124 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.490959 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.0624002 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),0.232896 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.054305 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.193028 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.480652 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.240425 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.347299 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.178746 # DEPENDENCYPART_GRANDPAR
(13,20),(20,2),-0.923569 # DEPENDENCYPART_GRANDPAR
(13,20),(20,11),-0.713459 # DEPENDENCYPART_GRANDPAR
(13,20),(20,13),-0.729908 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,20),(20,14),0.5247 # DEPENDENCYPART_GRANDPAR
(13,20),(20,15),0.495385 # DEPENDENCYPART_GRANDPAR
(13,20),(20,16),0.0648009 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),-0.0811339 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.0509161 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.480651 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.356612 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.652285 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.569903 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.582939 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),-0.48775 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),-0.500006 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),-0.355945 # DEPENDENCYPART_GRANDPAR
(14,2),(2,8),-0.464178 # DEPENDENCYPART_GRANDPAR
(14,2),(2,9),-0.496203 # DEPENDENCYPART_GRANDPAR
(14,2),(2,11),0.0228179 # DEPENDENCYPART_GRANDPAR
(14,2),(2,12),-0.255547 # DEPENDENCYPART_GRANDPAR
(14,2),(2,13),-0.139993 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.696106 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.986733 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.47666 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.703735 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.364312 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.386359 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.248658 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.170466 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.326447 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),-0.196777 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-1.14356 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.546541 # DEPENDENCYPART_GRANDPAR
(14,9),(9,16),-0.607347 # DEPENDENCYPART_GRANDPAR
(14,9),(9,17),-0.357126 # DEPENDENCYPART_GRANDPAR
(14,9),(9,18),-0.593978 # DEPENDENCYPART_GRANDPAR
(14,9),(9,21),-0.949832 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.832346 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.366083 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.41267 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.498829 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.305884 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.0912498 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.14134 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.622796 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.659242 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.354903 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.715626 # DEPENDENCYPART_GRANDPAR
(14,11),(11,20),-0.786575 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.760225 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.460337 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.359603 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.118783 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.309321 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.16054 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.705033 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.664111 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.374107 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.649396 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-1.14846 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.805779 # DEPENDENCYPART_GRANDPAR
(14,13),(13,21),-1.00472 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.986635 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.81327 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.857318 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.666843 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.604517 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.126727 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.450681 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.06858 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.445634 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),0.0129112 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.577845 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.84173 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.698369 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.0661127 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.341442 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.104479 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.504093 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.0894849 # DEPENDENCYPART_GRANDPAR
(14,17),(17,9),-0.977066 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.617122 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.611422 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.0489466 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.0615212 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),0.320973 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.518288 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),0.0419738 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.438169 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.275672 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),0.274632 # DEPENDENCYPART_GRANDPAR
(14,20),(20,2),-1.66209 # DEPENDENCYPART_GRANDPAR
(14,20),(20,11),-0.785884 # DEPENDENCYPART_GRANDPAR
(14,20),(20,13),-0.617122 # DEPENDENCYPART_GRANDPAR
(14,20),(20,14),-0.611862 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,20),(20,15),0.0503576 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),-0.0621352 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),0.174413 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.467778 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.439147 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.365241 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.186895 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.537841 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.312924 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.679826 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),-0.103215 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),-0.380078 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-1.57134 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,16),0.0629054 # DEPENDENCYPART_GRANDPAR
(15,9),(9,17),-0.463933 # DEPENDENCYPART_GRANDPAR
(15,9),(9,18),-0.812155 # DEPENDENCYPART_GRANDPAR
(15,9),(9,21),-1.58732 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.268829 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.0433243 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.118117 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.388322 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.471488 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),0.0316795 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.298887 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.6036 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),0.0340898 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-0.432203 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.901203 # DEPENDENCYPART_GRANDPAR
(15,11),(11,20),-0.938913 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.0695399 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.365276 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),0.0318608 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.159005 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.704231 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.133551 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.55887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),0.15687 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.318486 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.710803 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-1.59517 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.825196 # DEPENDENCYPART_GRANDPAR
(15,13),(13,21),-1.49827 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),-0.598225 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.377183 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.154849 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.310274 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.235891 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.760641 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.0803871 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.59788 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),0.0641594 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.488266 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.872743 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-0.994976 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-1.65407 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-1.06831 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-1.03144 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.875415 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.421513 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),0.0702775 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.738067 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.0925684 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),-0.741267 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.772865 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-1.19664 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.978522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.850852 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.287062 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.832035 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.132065 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-1.1545 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-1.26487 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.597768 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.248181 # DEPENDENCYPART_GRANDPAR
(15,20),(20,2),-1.50533 # DEPENDENCYPART_GRANDPAR
(15,20),(20,11),-1.22004 # DEPENDENCYPART_GRANDPAR
(15,20),(20,13),-0.772865 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-1.19664 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.98051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),0.846473 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),0.410389 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.745725 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-1.12392 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.314185 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.600827 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.384431 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.374147 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.447485 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.641491 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.279697 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.553137 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),-0.070636 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-1.14574 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.125441 # DEPENDENCYPART_GRANDPAR
(16,11),(11,18),-0.286521 # DEPENDENCYPART_GRANDPAR
(16,11),(11,20),-0.547951 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-0.427768 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.369837 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.28767 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.347671 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.232225 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.710933 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.206326 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.091547 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.04695 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.111761 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.196605 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.534271 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-0.97621 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.254195 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.0116986 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.626479 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.139219 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.330427 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.06249 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.0751453 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.144265 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.505408 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.497655 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.926638 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-0.72042 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.725901 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-1.11078 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.536952 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.678759 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.153226 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.19798 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),0.0687008 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.542272 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.0143735 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.112747 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.0402256 # DEPENDENCYPART_GRANDPAR
(16,20),(20,2),-1.05462 # DEPENDENCYPART_GRANDPAR
(16,20),(20,11),-0.934663 # DEPENDENCYPART_GRANDPAR
(16,20),(20,13),-0.725901 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-1.11078 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.535092 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.676358 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),0.456798 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.121979 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.542271 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.742976 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.653297 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),-0.532738 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),-0.562405 # DEPENDENCYPART_GRANDPAR
(17,9),(9,13),-0.461943 # DEPENDENCYPART_GRANDPAR
(17,9),(9,14),-0.545901 # DEPENDENCYPART_GRANDPAR
(17,9),(9,15),-0.459773 # DEPENDENCYPART_GRANDPAR
(17,9),(9,16),-0.3486 # DEPENDENCYPART_GRANDPAR
(17,9),(9,17),-1.12099 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,9),(9,18),-0.519799 # DEPENDENCYPART_GRANDPAR
(17,9),(9,21),-0.970658 # DEPENDENCYPART_GRANDPAR
(17,13),(13,1),-1.07695 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),-0.600925 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.816624 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.474398 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.540858 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.649184 # DEPENDENCYPART_GRANDPAR
