# _root_ `` We went down 3\/4 point in 10 minutes right before lunch , then after lunch we went up 3\/4 point in 12 minutes , '' he said .
#goldHeads=3,3,28,3,6,4,3,9,7,11,3,11,3,18,18,15,18,3,18,21,19,18,24,22,3,3,28,0,28,
#predictedHeads=28,3,28,3,6,4,3,9,7,11,3,11,3,15,3,15,18,15,18,21,19,18,24,22,28,28,28,0,28,
(18,14),(18,25),0.102304 # DEPENDENCYPART_SIBL
(18,14),(18,26),0.117547 # DEPENDENCYPART_SIBL
(18,14),(18,27),-0.067428 # DEPENDENCYPART_SIBL
(18,14),(18,28),0.0547574 # DEPENDENCYPART_SIBL
(18,14),(18,29),0.117567 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.00648989 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.110066 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.028164 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.0394141 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.115628 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.0691851 # DEPENDENCYPART_SIBL
(18,15),(18,23),-0.0610571 # DEPENDENCYPART_SIBL
(18,15),(18,24),0.0144783 # DEPENDENCYPART_SIBL
(18,15),(18,25),0.0372168 # DEPENDENCYPART_SIBL
(18,15),(18,26),0.0511435 # DEPENDENCYPART_SIBL
(18,15),(18,27),-0.101217 # DEPENDENCYPART_SIBL
(18,15),(18,28),-0.0565459 # DEPENDENCYPART_SIBL
(18,15),(18,29),0.000431321 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.388466 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.0744189 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0482301 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0732417 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.00114057 # DEPENDENCYPART_SIBL
(18,16),(18,23),-0.060987 # DEPENDENCYPART_SIBL
(18,16),(18,24),-0.0107607 # DEPENDENCYPART_SIBL
(18,16),(18,25),0.0286297 # DEPENDENCYPART_SIBL
(18,16),(18,26),0.0147437 # DEPENDENCYPART_SIBL
(18,16),(18,27),-0.0953707 # DEPENDENCYPART_SIBL
(18,16),(18,28),-0.0174753 # DEPENDENCYPART_SIBL
(18,16),(18,29),0.0472294 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.0364001 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.00975067 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.111747 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.153341 # DEPENDENCYPART_SIBL
(18,17),(18,23),-0.00410181 # DEPENDENCYPART_SIBL
(18,17),(18,24),-0.0240363 # DEPENDENCYPART_SIBL
(18,17),(18,25),0.0371523 # DEPENDENCYPART_SIBL
(18,17),(18,26),-0.0287443 # DEPENDENCYPART_SIBL
(18,17),(18,27),-0.0822433 # DEPENDENCYPART_SIBL
(18,17),(18,28),0.0585108 # DEPENDENCYPART_SIBL
(18,17),(18,29),0.0771495 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0661792 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.126649 # DEPENDENCYPART_SIBL
(18,19),(18,22),0.26684 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.0565008 # DEPENDENCYPART_SIBL
(18,19),(18,24),-0.0426902 # DEPENDENCYPART_SIBL
(18,19),(18,25),0.136352 # DEPENDENCYPART_SIBL
(18,19),(18,26),0.00651809 # DEPENDENCYPART_SIBL
(18,19),(18,27),-0.0581914 # DEPENDENCYPART_SIBL
(18,19),(18,28),0.0369114 # DEPENDENCYPART_SIBL
(18,19),(18,29),0.145963 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.192998 # DEPENDENCYPART_SIBL
(18,20),(18,22),0.024806 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.117035 # DEPENDENCYPART_SIBL
(18,20),(18,24),-0.278845 # DEPENDENCYPART_SIBL
(18,20),(18,25),0.0222863 # DEPENDENCYPART_SIBL
(18,20),(18,26),0.0012178 # DEPENDENCYPART_SIBL
(18,20),(18,27),-0.0647238 # DEPENDENCYPART_SIBL
(18,20),(18,28),-0.00233056 # DEPENDENCYPART_SIBL
(18,20),(18,29),0.0501541 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.0790997 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.230864 # DEPENDENCYPART_SIBL
(18,21),(18,24),-0.461833 # DEPENDENCYPART_SIBL
(18,21),(18,25),-0.123082 # DEPENDENCYPART_SIBL
(18,21),(18,26),-0.0982761 # DEPENDENCYPART_SIBL
(18,21),(18,27),-0.181631 # DEPENDENCYPART_SIBL
(18,21),(18,28),-0.147969 # DEPENDENCYPART_SIBL
(18,21),(18,29),-0.0087763 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.0594714 # DEPENDENCYPART_SIBL
(18,22),(18,24),-0.0451941 # DEPENDENCYPART_SIBL
(18,22),(18,25),0.0353915 # DEPENDENCYPART_SIBL
(18,22),(18,26),0.00572711 # DEPENDENCYPART_SIBL
(18,22),(18,27),-0.120042 # DEPENDENCYPART_SIBL
(18,22),(18,28),-0.0335309 # DEPENDENCYPART_SIBL
(18,22),(18,29),0.0735763 # DEPENDENCYPART_SIBL
(18,23),(18,24),-0.295078 # DEPENDENCYPART_SIBL
(18,23),(18,25),0.0453651 # DEPENDENCYPART_SIBL
(18,23),(18,26),-0.0139094 # DEPENDENCYPART_SIBL
(18,23),(18,27),-0.0798488 # DEPENDENCYPART_SIBL
(18,23),(18,28),-0.0312913 # DEPENDENCYPART_SIBL
(18,23),(18,29),0.0159512 # DEPENDENCYPART_SIBL
(18,24),(18,25),0.099443 # DEPENDENCYPART_SIBL
(18,24),(18,26),0.0791226 # DEPENDENCYPART_SIBL
(18,24),(18,27),-0.0661858 # DEPENDENCYPART_SIBL
(18,24),(18,28),-0.0591266 # DEPENDENCYPART_SIBL
(18,24),(18,29),0.0881331 # DEPENDENCYPART_SIBL
(18,25),(18,26),0.0562978 # DEPENDENCYPART_SIBL
(18,25),(18,27),-0.147615 # DEPENDENCYPART_SIBL
(18,25),(18,28),0.0592268 # DEPENDENCYPART_SIBL
(18,25),(18,29),0.0132405 # DEPENDENCYPART_SIBL
(18,26),(18,27),-0.0539162 # DEPENDENCYPART_SIBL
(18,26),(18,28),-0.00153682 # DEPENDENCYPART_SIBL
(18,26),(18,29),-0.035773 # DEPENDENCYPART_SIBL
(18,27),(18,28),-0.0529305 # DEPENDENCYPART_SIBL
(18,27),(18,29),-0.0533495 # DEPENDENCYPART_SIBL
(18,28),(18,29),0.0367499 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.0356627 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.077365 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.157888 # DEPENDENCYPART_SIBL
(19,17),(19,23),0.0328184 # DEPENDENCYPART_SIBL
(19,17),(19,24),-0.114341 # DEPENDENCYPART_SIBL
(19,17),(19,25),0.0610104 # DEPENDENCYPART_SIBL
(19,17),(19,28),-0.00678177 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.131005 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.00982502 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.0117712 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.230775 # DEPENDENCYPART_SIBL
(19,20),(19,25),-0.115885 # DEPENDENCYPART_SIBL
(19,20),(19,28),-0.104475 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.164884 # DEPENDENCYPART_SIBL
(19,21),(19,23),0.0595769 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.136246 # DEPENDENCYPART_SIBL
(19,21),(19,25),0.149022 # DEPENDENCYPART_SIBL
(19,21),(19,28),-0.0277938 # DEPENDENCYPART_SIBL
(19,22),(19,23),0.0367347 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.0103003 # DEPENDENCYPART_SIBL
(19,22),(19,25),-0.0513061 # DEPENDENCYPART_SIBL
(19,22),(19,28),-0.109361 # DEPENDENCYPART_SIBL
(19,23),(19,24),-0.235684 # DEPENDENCYPART_SIBL
(19,23),(19,25),-0.083026 # DEPENDENCYPART_SIBL
(19,23),(19,28),-0.116912 # DEPENDENCYPART_SIBL
(19,24),(19,25),-0.00379365 # DEPENDENCYPART_SIBL
(19,24),(19,28),-0.117089 # DEPENDENCYPART_SIBL
(19,25),(19,28),0.171989 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.0973882 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.00696256 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.13682 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.0940772 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.104105 # DEPENDENCYPART_SIBL
(20,21),(20,22),0.127135 # DEPENDENCYPART_SIBL
(21,16),(21,17),-0.0927395 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.0270786 # DEPENDENCYPART_SIBL
(21,16),(21,20),0.0869054 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.0561372 # DEPENDENCYPART_SIBL
(21,16),(21,23),-0.110053 # DEPENDENCYPART_SIBL
(21,16),(21,24),-0.040182 # DEPENDENCYPART_SIBL
(21,16),(21,25),-0.0263482 # DEPENDENCYPART_SIBL
(21,16),(21,26),0.0189469 # DEPENDENCYPART_SIBL
(21,16),(21,28),-0.0668549 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.0898008 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.110648 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.143601 # DEPENDENCYPART_SIBL
(21,17),(21,23),-0.0367561 # DEPENDENCYPART_SIBL
(21,17),(21,24),-0.0520218 # DEPENDENCYPART_SIBL
(21,17),(21,25),0.0303428 # DEPENDENCYPART_SIBL
(21,17),(21,26),-0.00092951 # DEPENDENCYPART_SIBL
(21,17),(21,28),0.00701193 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.0380879 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0230786 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.0571282 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.00645011 # DEPENDENCYPART_SIBL
(21,19),(21,25),-0.0391073 # DEPENDENCYPART_SIBL
(21,19),(21,26),-0.0153714 # DEPENDENCYPART_SIBL
(21,19),(21,28),-0.07409 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.032096 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.0281142 # DEPENDENCYPART_SIBL
(21,20),(21,24),0.0157348 # DEPENDENCYPART_SIBL
(21,20),(21,25),0.0903326 # DEPENDENCYPART_SIBL
(21,20),(21,26),0.075162 # DEPENDENCYPART_SIBL
(21,20),(21,28),0.0229107 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.0172933 # DEPENDENCYPART_SIBL
(21,22),(21,24),0.0691057 # DEPENDENCYPART_SIBL
(21,22),(21,25),0.00114908 # DEPENDENCYPART_SIBL
(21,22),(21,26),0.0156312 # DEPENDENCYPART_SIBL
(21,22),(21,28),-0.0402306 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.0886295 # DEPENDENCYPART_SIBL
(21,23),(21,25),0.040695 # DEPENDENCYPART_SIBL
(21,23),(21,26),0.030091 # DEPENDENCYPART_SIBL
(21,23),(21,28),-0.0263702 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.0191675 # DEPENDENCYPART_SIBL
(21,24),(21,26),-0.0163052 # DEPENDENCYPART_SIBL
(21,24),(21,28),-0.122998 # DEPENDENCYPART_SIBL
(21,25),(21,26),0.411397 # DEPENDENCYPART_SIBL
(21,25),(21,28),0.359681 # DEPENDENCYPART_SIBL
(21,26),(21,28),0.0288793 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.0704419 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.143449 # DEPENDENCYPART_SIBL
(22,21),(22,25),0.0359018 # DEPENDENCYPART_SIBL
(22,21),(22,26),-0.0898211 # DEPENDENCYPART_SIBL
(22,21),(22,27),-0.159105 # DEPENDENCYPART_SIBL
(22,21),(22,28),0.0300755 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.843693 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.167427 # DEPENDENCYPART_SIBL
(22,23),(22,26),-0.22169 # DEPENDENCYPART_SIBL
(22,23),(22,27),-0.326516 # DEPENDENCYPART_SIBL
(22,23),(22,28),-0.444553 # DEPENDENCYPART_SIBL
(22,24),(22,25),0.0415915 # DEPENDENCYPART_SIBL
(22,24),(22,26),-0.0263323 # DEPENDENCYPART_SIBL
(22,24),(22,27),-0.302784 # DEPENDENCYPART_SIBL
(22,24),(22,28),-0.431123 # DEPENDENCYPART_SIBL
(22,25),(22,26),0.141749 # DEPENDENCYPART_SIBL
(22,25),(22,27),0.0590672 # DEPENDENCYPART_SIBL
(22,25),(22,28),0.346 # DEPENDENCYPART_SIBL
(22,26),(22,27),-0.127113 # DEPENDENCYPART_SIBL
(22,26),(22,28),-0.18694 # DEPENDENCYPART_SIBL
(22,27),(22,28),-0.346599 # DEPENDENCYPART_SIBL
(23,20),(23,28),-0.00667891 # DEPENDENCYPART_SIBL
(24,19),(24,20),-0.0773186 # DEPENDENCYPART_SIBL
(24,19),(24,21),0.0194407 # DEPENDENCYPART_SIBL
(24,19),(24,22),-0.00448778 # DEPENDENCYPART_SIBL
(24,19),(24,23),-0.0733943 # DEPENDENCYPART_SIBL
(24,19),(24,25),-0.0668735 # DEPENDENCYPART_SIBL
(24,19),(24,26),0.00870958 # DEPENDENCYPART_SIBL
(24,19),(24,27),-0.0729591 # DEPENDENCYPART_SIBL
(24,19),(24,28),-0.0631388 # DEPENDENCYPART_SIBL
(24,20),(24,21),-0.00305277 # DEPENDENCYPART_SIBL
(24,20),(24,22),0.0593082 # DEPENDENCYPART_SIBL
(24,20),(24,23),-0.046686 # DEPENDENCYPART_SIBL
(24,20),(24,25),-0.116322 # DEPENDENCYPART_SIBL
(24,20),(24,26),-0.0455652 # DEPENDENCYPART_SIBL
(24,20),(24,27),-0.0992203 # DEPENDENCYPART_SIBL
(24,20),(24,28),-0.0623869 # DEPENDENCYPART_SIBL
(24,21),(24,22),-0.0102153 # DEPENDENCYPART_SIBL
(24,21),(24,23),-0.0928091 # DEPENDENCYPART_SIBL
(24,21),(24,25),-0.0222211 # DEPENDENCYPART_SIBL
(24,21),(24,26),0.0092976 # DEPENDENCYPART_SIBL
(24,21),(24,27),-0.114152 # DEPENDENCYPART_SIBL
(24,21),(24,28),-0.0282775 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.0204842 # DEPENDENCYPART_SIBL
(24,22),(24,25),-0.0826658 # DEPENDENCYPART_SIBL
(24,22),(24,26),0.0423227 # DEPENDENCYPART_SIBL
(24,22),(24,27),-0.0876136 # DEPENDENCYPART_SIBL
(24,22),(24,28),-0.079415 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.0182988 # DEPENDENCYPART_SIBL
(24,23),(24,26),0.0437614 # DEPENDENCYPART_SIBL
(24,23),(24,27),-0.0235026 # DEPENDENCYPART_SIBL
(24,23),(24,28),0.0239676 # DEPENDENCYPART_SIBL
(24,25),(24,26),0.374821 # DEPENDENCYPART_SIBL
(24,25),(24,27),0.12092 # DEPENDENCYPART_SIBL
(24,25),(24,28),0.281728 # DEPENDENCYPART_SIBL
(24,26),(24,27),0.0988635 # DEPENDENCYPART_SIBL
(24,26),(24,28),0.122305 # DEPENDENCYPART_SIBL
(24,27),(24,28),-0.0296734 # DEPENDENCYPART_SIBL
(26,24),(26,27),-0.0134759 # DEPENDENCYPART_SIBL
(27,24),(27,26),0.0222661 # DEPENDENCYPART_SIBL
(28,1),(28,2),-0.0369674 # DEPENDENCYPART_SIBL
(28,1),(28,3),0.0315863 # DEPENDENCYPART_SIBL
(28,1),(28,4),-0.0781279 # DEPENDENCYPART_SIBL
(28,1),(28,5),-0.0481743 # DEPENDENCYPART_SIBL
(28,1),(28,11),-0.0397992 # DEPENDENCYPART_SIBL
(28,1),(28,13),0.0743268 # DEPENDENCYPART_SIBL
(28,1),(28,14),0.0928574 # DEPENDENCYPART_SIBL
(28,1),(28,15),-0.0624853 # DEPENDENCYPART_SIBL
(28,1),(28,17),-0.0369674 # DEPENDENCYPART_SIBL
(28,1),(28,18),0.0315863 # DEPENDENCYPART_SIBL
(28,1),(28,19),0.0362522 # DEPENDENCYPART_SIBL
(28,1),(28,20),-0.0481743 # DEPENDENCYPART_SIBL
(28,1),(28,21),-0.0642583 # DEPENDENCYPART_SIBL
(28,1),(28,22),-0.0741523 # DEPENDENCYPART_SIBL
(28,1),(28,23),-0.0479555 # DEPENDENCYPART_SIBL
(28,1),(28,24),-0.0692884 # DEPENDENCYPART_SIBL
(28,1),(28,25),0.0743268 # DEPENDENCYPART_SIBL
(28,1),(28,26),0.312413 # DEPENDENCYPART_SIBL
(28,1),(28,27),0.0597658 # DEPENDENCYPART_SIBL
(28,1),(28,29),0.415924 # DEPENDENCYPART_SIBL
(28,2),(28,3),0.0221058 # DEPENDENCYPART_SIBL
(28,2),(28,4),0.252141 # DEPENDENCYPART_SIBL
(28,2),(28,5),-0.00326857 # DEPENDENCYPART_SIBL
(28,2),(28,11),0.0907379 # DEPENDENCYPART_SIBL
(28,2),(28,13),0.135465 # DEPENDENCYPART_SIBL
(28,2),(28,14),0.266696 # DEPENDENCYPART_SIBL
(28,2),(28,15),0.0995635 # DEPENDENCYPART_SIBL
(28,2),(28,17),-0.489362 # DEPENDENCYPART_SIBL
(28,2),(28,18),0.0221058 # DEPENDENCYPART_SIBL
(28,2),(28,19),0.292511 # DEPENDENCYPART_SIBL
(28,2),(28,20),-0.00326857 # DEPENDENCYPART_SIBL
(28,2),(28,21),-0.0734744 # DEPENDENCYPART_SIBL
(28,2),(28,22),0.0824497 # DEPENDENCYPART_SIBL
(28,2),(28,23),-0.00304973 # DEPENDENCYPART_SIBL
(28,2),(28,24),-0.179376 # DEPENDENCYPART_SIBL
(28,2),(28,25),0.135465 # DEPENDENCYPART_SIBL
(28,2),(28,26),0.0726034 # DEPENDENCYPART_SIBL
(28,2),(28,27),-0.535702 # DEPENDENCYPART_SIBL
(28,2),(28,29),0.0326735 # DEPENDENCYPART_SIBL
(28,3),(28,4),-0.126425 # DEPENDENCYPART_SIBL
(28,3),(28,5),-0.133799 # DEPENDENCYPART_SIBL
(28,3),(28,11),-0.185621 # DEPENDENCYPART_SIBL
(28,3),(28,13),0.239603 # DEPENDENCYPART_SIBL
(28,3),(28,14),-0.14521 # DEPENDENCYPART_SIBL
(28,3),(28,15),-0.183218 # DEPENDENCYPART_SIBL
(28,3),(28,17),-0.0978058 # DEPENDENCYPART_SIBL
(28,3),(28,18),-0.391667 # DEPENDENCYPART_SIBL
(28,3),(28,19),-0.105839 # DEPENDENCYPART_SIBL
(28,3),(28,20),-0.133799 # DEPENDENCYPART_SIBL
(28,3),(28,21),-0.0532944 # DEPENDENCYPART_SIBL
(28,3),(28,22),-0.202469 # DEPENDENCYPART_SIBL
(28,3),(28,23),-0.133564 # DEPENDENCYPART_SIBL
(28,3),(28,24),-0.0385354 # DEPENDENCYPART_SIBL
(28,3),(28,25),0.239603 # DEPENDENCYPART_SIBL
(28,3),(28,26),-0.0629912 # DEPENDENCYPART_SIBL
(28,3),(28,27),-0.0486569 # DEPENDENCYPART_SIBL
(28,3),(28,29),0.0762976 # DEPENDENCYPART_SIBL
(28,4),(28,5),-0.0627688 # DEPENDENCYPART_SIBL
(28,4),(28,11),-0.00905735 # DEPENDENCYPART_SIBL
(28,4),(28,13),0.120614 # DEPENDENCYPART_SIBL
(28,4),(28,14),-0.0310193 # DEPENDENCYPART_SIBL
(28,4),(28,15),0.0130667 # DEPENDENCYPART_SIBL
(28,4),(28,17),-0.122714 # DEPENDENCYPART_SIBL
(28,4),(28,18),-0.064722 # DEPENDENCYPART_SIBL
(28,4),(28,19),0.00726376 # DEPENDENCYPART_SIBL
(28,4),(28,20),-0.0627688 # DEPENDENCYPART_SIBL
(28,4),(28,21),0.00312262 # DEPENDENCYPART_SIBL
(28,4),(28,22),0.00754275 # DEPENDENCYPART_SIBL
(28,4),(28,23),-0.0499617 # DEPENDENCYPART_SIBL
(28,4),(28,24),-0.0105097 # DEPENDENCYPART_SIBL
(28,4),(28,25),0.120614 # DEPENDENCYPART_SIBL
(28,4),(28,26),-0.171694 # DEPENDENCYPART_SIBL
(28,4),(28,27),-0.145756 # DEPENDENCYPART_SIBL
(28,4),(28,29),-0.0643746 # DEPENDENCYPART_SIBL
(28,5),(28,11),-0.0938078 # DEPENDENCYPART_SIBL
(28,5),(28,13),-0.194214 # DEPENDENCYPART_SIBL
(28,5),(28,14),-0.0224022 # DEPENDENCYPART_SIBL
(28,5),(28,15),-0.0839177 # DEPENDENCYPART_SIBL
(28,5),(28,17),-0.282709 # DEPENDENCYPART_SIBL
(28,5),(28,18),-0.16152 # DEPENDENCYPART_SIBL
(28,5),(28,19),-0.0184628 # DEPENDENCYPART_SIBL
(28,5),(28,20),-0.186938 # DEPENDENCYPART_SIBL
(28,5),(28,21),-0.206683 # DEPENDENCYPART_SIBL
(28,5),(28,22),-0.0579891 # DEPENDENCYPART_SIBL
(28,5),(28,23),-0.197724 # DEPENDENCYPART_SIBL
(28,5),(28,24),-0.229347 # DEPENDENCYPART_SIBL
(28,5),(28,25),-0.194214 # DEPENDENCYPART_SIBL
(28,5),(28,26),-0.207099 # DEPENDENCYPART_SIBL
(28,5),(28,27),-0.320225 # DEPENDENCYPART_SIBL
(28,5),(28,29),-0.0724557 # DEPENDENCYPART_SIBL
(28,11),(28,13),0.236611 # DEPENDENCYPART_SIBL
(28,11),(28,14),-0.0822883 # DEPENDENCYPART_SIBL
(28,11),(28,15),-0.156124 # DEPENDENCYPART_SIBL
(28,11),(28,17),-0.0265833 # DEPENDENCYPART_SIBL
(28,11),(28,18),-0.221987 # DEPENDENCYPART_SIBL
(28,11),(28,19),-0.0768456 # DEPENDENCYPART_SIBL
(28,11),(28,20),-0.131529 # DEPENDENCYPART_SIBL
(28,11),(28,21),-0.0799384 # DEPENDENCYPART_SIBL
(28,11),(28,22),-0.162592 # DEPENDENCYPART_SIBL
(28,11),(28,23),-0.115196 # DEPENDENCYPART_SIBL
(28,11),(28,24),-0.0476042 # DEPENDENCYPART_SIBL
(28,11),(28,25),0.236611 # DEPENDENCYPART_SIBL
(28,11),(28,26),-0.24282 # DEPENDENCYPART_SIBL
(28,11),(28,27),-0.14251 # DEPENDENCYPART_SIBL
(28,11),(28,29),-0.0202556 # DEPENDENCYPART_SIBL
(28,13),(28,14),0.0981847 # DEPENDENCYPART_SIBL
(28,13),(28,15),0.339546 # DEPENDENCYPART_SIBL
(28,13),(28,17),-0.0394086 # DEPENDENCYPART_SIBL
(28,13),(28,18),0.0138921 # DEPENDENCYPART_SIBL
(28,13),(28,19),0.122442 # DEPENDENCYPART_SIBL
(28,13),(28,20),0.0571725 # DEPENDENCYPART_SIBL
(28,13),(28,21),0.0597797 # DEPENDENCYPART_SIBL
(28,13),(28,22),0.282107 # DEPENDENCYPART_SIBL
(28,13),(28,23),0.060093 # DEPENDENCYPART_SIBL
(28,13),(28,24),0.128747 # DEPENDENCYPART_SIBL
(28,13),(28,25),-0.324472 # DEPENDENCYPART_SIBL
(28,13),(28,26),0.568542 # DEPENDENCYPART_SIBL
(28,13),(28,27),0.0995676 # DEPENDENCYPART_SIBL
(28,13),(28,29),0.01006 # DEPENDENCYPART_SIBL
(28,14),(28,15),0.157959 # DEPENDENCYPART_SIBL
(28,14),(28,17),0.102508 # DEPENDENCYPART_SIBL
(28,14),(28,18),0.0417119 # DEPENDENCYPART_SIBL
(28,14),(28,19),0.152015 # DEPENDENCYPART_SIBL
(28,14),(28,20),0.0497257 # DEPENDENCYPART_SIBL
(28,14),(28,21),0.124544 # DEPENDENCYPART_SIBL
(28,14),(28,22),0.162563 # DEPENDENCYPART_SIBL
(28,14),(28,23),0.0619465 # DEPENDENCYPART_SIBL
(28,14),(28,24),0.0896762 # DEPENDENCYPART_SIBL
(28,14),(28,25),0.232517 # DEPENDENCYPART_SIBL
(28,14),(28,26),-0.0754004 # DEPENDENCYPART_SIBL
(28,14),(28,27),0.0444626 # DEPENDENCYPART_SIBL
(28,14),(28,29),0.0602328 # DEPENDENCYPART_SIBL
(28,15),(28,17),-0.00628665 # DEPENDENCYPART_SIBL
(28,15),(28,18),-0.238244 # DEPENDENCYPART_SIBL
(28,15),(28,19),-0.0738597 # DEPENDENCYPART_SIBL
(28,15),(28,20),-0.150178 # DEPENDENCYPART_SIBL
(28,15),(28,21),-0.0674034 # DEPENDENCYPART_SIBL
(28,15),(28,22),-0.19657 # DEPENDENCYPART_SIBL
(28,15),(28,23),-0.133865 # DEPENDENCYPART_SIBL
(28,15),(28,24),-0.053364 # DEPENDENCYPART_SIBL
(28,15),(28,25),0.215721 # DEPENDENCYPART_SIBL
(28,15),(28,26),-0.263364 # DEPENDENCYPART_SIBL
(28,15),(28,27),-0.147472 # DEPENDENCYPART_SIBL
(28,15),(28,29),0.0758765 # DEPENDENCYPART_SIBL
(28,17),(28,18),0.0221058 # DEPENDENCYPART_SIBL
(28,17),(28,19),0.292511 # DEPENDENCYPART_SIBL
(28,17),(28,20),-0.00326857 # DEPENDENCYPART_SIBL
(28,17),(28,21),-0.0734744 # DEPENDENCYPART_SIBL
(28,17),(28,22),0.0824497 # DEPENDENCYPART_SIBL
(28,17),(28,23),-0.00304973 # DEPENDENCYPART_SIBL
(28,17),(28,24),-0.179376 # DEPENDENCYPART_SIBL
(28,17),(28,25),0.135465 # DEPENDENCYPART_SIBL
(28,17),(28,26),0.0726034 # DEPENDENCYPART_SIBL
(28,17),(28,27),-0.535702 # DEPENDENCYPART_SIBL
(28,17),(28,29),0.0326735 # DEPENDENCYPART_SIBL
(28,18),(28,19),-0.105839 # DEPENDENCYPART_SIBL
(28,18),(28,20),-0.133799 # DEPENDENCYPART_SIBL
(28,18),(28,21),-0.0532944 # DEPENDENCYPART_SIBL
(28,18),(28,22),-0.202469 # DEPENDENCYPART_SIBL
(28,18),(28,23),-0.133564 # DEPENDENCYPART_SIBL
(28,18),(28,24),-0.0385354 # DEPENDENCYPART_SIBL
(28,18),(28,25),0.239603 # DEPENDENCYPART_SIBL
(28,18),(28,26),-0.0629912 # DEPENDENCYPART_SIBL
(28,18),(28,27),-0.0486569 # DEPENDENCYPART_SIBL
(28,18),(28,29),0.0762976 # DEPENDENCYPART_SIBL
(28,19),(28,20),-0.0507041 # DEPENDENCYPART_SIBL
(28,19),(28,21),-0.0240746 # DEPENDENCYPART_SIBL
(28,19),(28,22),0.00314773 # DEPENDENCYPART_SIBL
(28,19),(28,23),-0.0388267 # DEPENDENCYPART_SIBL
(28,19),(28,24),-0.0112178 # DEPENDENCYPART_SIBL
(28,19),(28,25),0.0759638 # DEPENDENCYPART_SIBL
(28,19),(28,26),-0.204148 # DEPENDENCYPART_SIBL
(28,19),(28,27),-0.14766 # DEPENDENCYPART_SIBL
(28,19),(28,29),-0.020097 # DEPENDENCYPART_SIBL
(28,20),(28,21),-0.206683 # DEPENDENCYPART_SIBL
(28,20),(28,22),-0.0579891 # DEPENDENCYPART_SIBL
(28,20),(28,23),-0.197724 # DEPENDENCYPART_SIBL
(28,20),(28,24),-0.229347 # DEPENDENCYPART_SIBL
(28,20),(28,25),-0.194214 # DEPENDENCYPART_SIBL
(28,20),(28,26),-0.207099 # DEPENDENCYPART_SIBL
