# _root_ Paris , which has been the center of speculation fever in recent weeks , also was hard hit .
#goldHeads=16,1,4,1,4,7,5,7,10,8,5,13,11,1,16,0,18,16,16,
#predictedHeads=16,1,4,1,4,7,5,7,10,8,7,13,11,1,16,0,18,16,16,
(10,1),(1,8),0.460152 # DEPENDENCYPART_GRANDPAR
(10,1),(1,9),-0.157529 # DEPENDENCYPART_GRANDPAR
(10,1),(1,10),-1.23934 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,1),(1,11),-0.509784 # DEPENDENCYPART_GRANDPAR
(10,1),(1,13),-0.644821 # DEPENDENCYPART_GRANDPAR
(10,1),(1,14),-0.900341 # DEPENDENCYPART_GRANDPAR
(10,1),(1,15),-0.705628 # DEPENDENCYPART_GRANDPAR
(10,1),(1,16),-0.765375 # DEPENDENCYPART_GRANDPAR
(10,1),(1,17),-0.883462 # DEPENDENCYPART_GRANDPAR
(10,1),(1,18),-0.587036 # DEPENDENCYPART_GRANDPAR
(10,1),(1,19),-1.09675 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.459852 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.434429 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.192475 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),0.0123802 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.380211 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.505923 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.235946 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.325796 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.386848 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.0842684 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),0.129081 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.0787854 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.2017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.59464 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),-0.648243 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.681136 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-0.786895 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-0.752329 # DEPENDENCYPART_GRANDPAR
(10,5),(5,16),-0.75547 # DEPENDENCYPART_GRANDPAR
(10,5),(5,17),-0.928097 # DEPENDENCYPART_GRANDPAR
(10,5),(5,18),-0.60664 # DEPENDENCYPART_GRANDPAR
(10,5),(5,19),-1.11929 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),0.131595 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.562908 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.244821 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.18088 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),0.0136138 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.487383 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.322697 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.0328046 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.32916 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.569793 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.751794 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.673786 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.913982 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.791769 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.826568 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-0.969542 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-0.656964 # DEPENDENCYPART_GRANDPAR
(10,7),(7,19),-1.17531 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.0608858 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.200112 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.26194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.408503 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.689351 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-1.09028 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.32917 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.566197 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.477558 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.533275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.122542 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.0581687 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.085121 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.255654 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.365494 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.38098 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.775935 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-1.09624 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-0.562168 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.730851 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.735165 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.578748 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,12),-0.0461851 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.0638435 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.262919 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.189639 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.37696 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.0737031 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.666694 # DEPENDENCYPART_GRANDPAR
(10,15),(15,11),0.312216 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.017235 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.112363 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.233099 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.181182 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),-1.02743 # DEPENDENCYPART_GRANDPAR
(10,16),(16,2),-0.991672 # DEPENDENCYPART_GRANDPAR
(10,16),(16,3),-0.46506 # DEPENDENCYPART_GRANDPAR
(10,16),(16,4),-0.718647 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-0.449291 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-0.603848 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-0.556388 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.607866 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.55217 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),0.296471 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.148489 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.353042 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.225041 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.189265 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.220341 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),0.0604484 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.756631 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.0793431 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.0808776 # DEPENDENCYPART_GRANDPAR
(10,18),(18,1),-1.07275 # DEPENDENCYPART_GRANDPAR
(10,18),(18,2),-1.06455 # DEPENDENCYPART_GRANDPAR
(10,18),(18,3),-0.50658 # DEPENDENCYPART_GRANDPAR
(10,18),(18,4),-0.731852 # DEPENDENCYPART_GRANDPAR
(10,18),(18,5),-0.49218 # DEPENDENCYPART_GRANDPAR
(10,18),(18,7),-0.68934 # DEPENDENCYPART_GRANDPAR
(10,18),(18,8),-0.674237 # DEPENDENCYPART_GRANDPAR
(10,18),(18,9),-0.694087 # DEPENDENCYPART_GRANDPAR
(10,18),(18,10),-0.584833 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,18),(18,11),0.204804 # DEPENDENCYPART_GRANDPAR
(10,18),(18,12),-0.202194 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),-0.107923 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),-0.223655 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),-0.110035 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.258077 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.296389 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.699038 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.1291 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.158487 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.44153 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.355971 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.80014 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,13),-0.270823 # DEPENDENCYPART_GRANDPAR
(11,8),(8,19),-1.62392 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.636484 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),0.0986476 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.364142 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.630455 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.523402 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.0172109 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.331811 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.93562 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.44681 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.268282 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.973127 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.86338 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.820286 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-1.31807 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-1.18573 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-1.71234 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-1.4599 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.648128 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-1.41335 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-1.23514 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-1.1514 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),0.721159 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.368258 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.118731 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.279996 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.563842 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.596622 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-1.28824 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-1.18515 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,13),0.467536 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.24329 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.302607 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.615113 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-1.30477 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-1.43079 # DEPENDENCYPART_GRANDPAR
(11,16),(16,3),-0.486248 # DEPENDENCYPART_GRANDPAR
(11,16),(16,4),-0.922036 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-0.991087 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-1.20308 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-0.913926 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-1.02458 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.94084 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-1.40981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.16391 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),-0.0591677 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.546584 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.471504 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.568244 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.369149 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-1.38457 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.0627405 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.675768 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.604097 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.629538 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.228659 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-0.287292 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),-0.313255 # DEPENDENCYPART_GRANDPAR
(13,1),(1,7),-0.262694 # DEPENDENCYPART_GRANDPAR
(13,1),(1,8),-0.0479112 # DEPENDENCYPART_GRANDPAR
(13,1),(1,9),-0.267975 # DEPENDENCYPART_GRANDPAR
(13,1),(1,10),-0.0872427 # DEPENDENCYPART_GRANDPAR
(13,1),(1,11),-0.454369 # DEPENDENCYPART_GRANDPAR
(13,1),(1,13),-1.21518 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,1),(1,14),-0.845383 # DEPENDENCYPART_GRANDPAR
(13,1),(1,15),-0.397906 # DEPENDENCYPART_GRANDPAR
(13,1),(1,16),-0.65555 # DEPENDENCYPART_GRANDPAR
(13,1),(1,17),-0.699493 # DEPENDENCYPART_GRANDPAR
(13,1),(1,18),-0.669244 # DEPENDENCYPART_GRANDPAR
(13,1),(1,19),-0.982784 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.472576 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.79079 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.332391 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.352884 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.464516 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.411577 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.278422 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.400476 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.306185 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.099774 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.251576 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.0669317 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),-0.378173 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),0.108191 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-1.26008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,14),-0.888041 # DEPENDENCYPART_GRANDPAR
(13,7),(7,15),-0.504821 # DEPENDENCYPART_GRANDPAR
(13,7),(7,16),-0.735598 # DEPENDENCYPART_GRANDPAR
(13,7),(7,17),-0.806347 # DEPENDENCYPART_GRANDPAR
(13,7),(7,18),-0.757715 # DEPENDENCYPART_GRANDPAR
(13,7),(7,19),-1.08022 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.0594595 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.370892 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.441741 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.398157 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.371945 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.299469 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.265252 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.126051 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.273014 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.370407 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.107769 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.27772 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.88804 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.504821 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.735598 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.806347 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-0.757743 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),-1.08022 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-1.05787 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.648513 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),-0.134383 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.146884 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.1795 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-0.881141 # DEPENDENCYPART_GRANDPAR
(13,16),(16,2),-1.23328 # DEPENDENCYPART_GRANDPAR
(13,16),(16,3),-0.686545 # DEPENDENCYPART_GRANDPAR
(13,16),(16,4),-0.796279 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-0.811327 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-0.743533 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.996655 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.74253 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.562394 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-1.08407 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.569672 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-1.02612 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),-0.298772 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.0774497 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.179446 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.103786 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.667078 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.259795 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.219706 # DEPENDENCYPART_GRANDPAR
(13,18),(18,1),-0.957083 # DEPENDENCYPART_GRANDPAR
(13,18),(18,2),-1.34395 # DEPENDENCYPART_GRANDPAR
(13,18),(18,3),-0.742088 # DEPENDENCYPART_GRANDPAR
(13,18),(18,4),-0.840061 # DEPENDENCYPART_GRANDPAR
(13,18),(18,5),-0.88483 # DEPENDENCYPART_GRANDPAR
(13,18),(18,7),-0.860661 # DEPENDENCYPART_GRANDPAR
(13,18),(18,8),-1.14618 # DEPENDENCYPART_GRANDPAR
(13,18),(18,9),-0.860388 # DEPENDENCYPART_GRANDPAR
(13,18),(18,10),-0.679824 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-1.16301 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.606194 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.789929 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),-0.345422 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),0.0791674 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.289268 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.234527 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.664874 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.234079 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),0.0290957 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.3902 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.63305 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.41212 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.589172 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.62373 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.687406 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-0.659269 # DEPENDENCYPART_GRANDPAR
(15,11),(11,19),-1.03197 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.872897 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.472674 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.684399 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.65273 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.630657 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.383005 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.341133 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.60354 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.64176 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.638843 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.714958 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-1.02275 # DEPENDENCYPART_GRANDPAR
(15,16),(16,1),-1.25941 # DEPENDENCYPART_GRANDPAR
(15,16),(16,2),-0.868688 # DEPENDENCYPART_GRANDPAR
(15,16),(16,3),-0.819139 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),-0.92444 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-0.965318 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-1.03179 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-0.531187 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-1.02112 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.998114 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.602583 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.939539 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.901077 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.809901 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.20221 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.0125156 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.0132074 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.594568 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.19077 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,18),-0.375993 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),0.431849 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-0.852118 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),0.322085 # DEPENDENCYPART_GRANDPAR
(16,1),(1,5),-0.0120663 # DEPENDENCYPART_GRANDPAR
(16,1),(1,7),0.280721 # DEPENDENCYPART_GRANDPAR
(16,1),(1,8),0.324347 # DEPENDENCYPART_GRANDPAR
(16,1),(1,9),0.158421 # DEPENDENCYPART_GRANDPAR
(16,1),(1,10),0.367962 # DEPENDENCYPART_GRANDPAR
(16,1),(1,11),0.184496 # DEPENDENCYPART_GRANDPAR
(16,1),(1,13),0.396495 # DEPENDENCYPART_GRANDPAR
(16,1),(1,14),0.49056 # DEPENDENCYPART_GRANDPAR
(16,1),(1,15),0.136787 # DEPENDENCYPART_GRANDPAR
(16,1),(1,16),-1.26287 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,1),(1,17),-0.322916 # DEPENDENCYPART_GRANDPAR
(16,1),(1,18),-0.438885 # DEPENDENCYPART_GRANDPAR
(16,1),(1,19),-1.0443 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),0.358212 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),0.154907 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),0.402638 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),0.113321 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),0.17585 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),-0.0974338 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),0.432776 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),0.202297 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-1.10787 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),-0.0757058 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),0.125286 # DEPENDENCYPART_GRANDPAR
(16,4),(4,8),-0.080202 # DEPENDENCYPART_GRANDPAR
(16,4),(4,10),0.221245 # DEPENDENCYPART_GRANDPAR
(16,4),(4,11),0.0382212 # DEPENDENCYPART_GRANDPAR
(16,4),(4,13),0.16956 # DEPENDENCYPART_GRANDPAR
(16,4),(4,14),-0.0147452 # DEPENDENCYPART_GRANDPAR
(16,4),(4,15),0.114475 # DEPENDENCYPART_GRANDPAR
(16,4),(4,16),-1.06186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,4),(4,17),-0.0446967 # DEPENDENCYPART_GRANDPAR
(16,4),(4,18),-0.232921 # DEPENDENCYPART_GRANDPAR
(16,4),(4,19),-0.862331 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),0.504307 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),0.180483 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.932486 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),0.145273 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),0.045386 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),0.0937871 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),0.0237193 # DEPENDENCYPART_GRANDPAR
(16,5),(5,9),-0.021707 # DEPENDENCYPART_GRANDPAR
(16,5),(5,10),0.183347 # DEPENDENCYPART_GRANDPAR
(16,5),(5,11),0.171471 # DEPENDENCYPART_GRANDPAR
(16,5),(5,12),-0.25491 # DEPENDENCYPART_GRANDPAR
(16,5),(5,13),0.272951 # DEPENDENCYPART_GRANDPAR
(16,5),(5,14),0.109923 # DEPENDENCYPART_GRANDPAR
(16,5),(5,15),-0.184951 # DEPENDENCYPART_GRANDPAR
(16,5),(5,16),-1.01215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,5),(5,17),-0.143121 # DEPENDENCYPART_GRANDPAR
(16,5),(5,18),-0.230017 # DEPENDENCYPART_GRANDPAR
(16,5),(5,19),-0.849594 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),0.531345 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.97069 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),0.21666 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),0.0515969 # DEPENDENCYPART_GRANDPAR
