# _root_ El conseller , contràriament , va defensar que l' ànim del govern català sempre ha estat " el d' ajudar el Barça " .
#goldHeads=2,7,4,7,4,7,0,16,10,16,10,11,12,16,16,7,19,19,16,19,22,20,19,7,
#predictedHeads=2,7,4,7,4,7,0,16,10,16,10,11,12,16,16,7,19,19,16,19,22,20,19,7,
(10,4),(4,20),-0.851918 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.354987 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.540172 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.415664 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.26722 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.663944 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.200377 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.774787 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.589837 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.52613 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.55987 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.754295 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.66992 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.615111 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.780808 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.813262 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-1.21497 # DEPENDENCYPART_GRANDPAR
(10,7),(7,19),-1.06438 # DEPENDENCYPART_GRANDPAR
(10,7),(7,20),-1.01207 # DEPENDENCYPART_GRANDPAR
(10,7),(7,22),-1.21737 # DEPENDENCYPART_GRANDPAR
(10,7),(7,23),-1.18224 # DEPENDENCYPART_GRANDPAR
(10,7),(7,24),-1.75444 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.37221 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.402844 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.582614 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.40676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.520415 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-1.11305 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-1.17643 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-1.05313 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.483164 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.549224 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.237024 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.263831 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),0.0264608 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),0.0778207 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.214955 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-1.38628 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-1.08509 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-1.15503 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-1.08001 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.289928 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.143342 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.0695795 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.0337555 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.232268 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.201755 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.225923 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-0.285221 # DEPENDENCYPART_GRANDPAR
(10,12),(12,23),-0.199535 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-1.15733 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-1.09049 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-1.06387 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.519886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.385149 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.212358 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.00507145 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.000450726 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.296629 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.236869 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.20761 # DEPENDENCYPART_GRANDPAR
(10,14),(14,11),0.300346 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.131681 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.209775 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.018708 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.223967 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-1.49244 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-1.48797 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-1.27005 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.576353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,13),0.148397 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.190688 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),0.107796 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.257223 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.0611733 # DEPENDENCYPART_GRANDPAR
(10,15),(15,23),-0.341633 # DEPENDENCYPART_GRANDPAR
(10,15),(15,24),-0.932977 # DEPENDENCYPART_GRANDPAR
(10,16),(16,2),-1.49356 # DEPENDENCYPART_GRANDPAR
(10,16),(16,3),-1.25165 # DEPENDENCYPART_GRANDPAR
(10,16),(16,4),-1.49037 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-1.18481 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),-1.6382 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-1.25383 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-1.2721 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-1.11256 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.590224 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),0.280462 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),0.182076 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.102096 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),0.132861 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.306796 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.357512 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.249056 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.0599266 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-0.146206 # DEPENDENCYPART_GRANDPAR
(10,16),(16,23),-0.324779 # DEPENDENCYPART_GRANDPAR
(10,16),(16,24),-0.883447 # DEPENDENCYPART_GRANDPAR
(10,19),(19,7),-1.11409 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.4661 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.160714 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.150627 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),0.0922198 # DEPENDENCYPART_GRANDPAR
(10,19),(19,23),-0.248906 # DEPENDENCYPART_GRANDPAR
(10,19),(19,24),-0.892675 # DEPENDENCYPART_GRANDPAR
(10,20),(20,2),-1.48824 # DEPENDENCYPART_GRANDPAR
(10,20),(20,3),-1.24236 # DEPENDENCYPART_GRANDPAR
(10,20),(20,4),-1.48685 # DEPENDENCYPART_GRANDPAR
(10,20),(20,6),-1.63334 # DEPENDENCYPART_GRANDPAR
(10,20),(20,7),-1.24897 # DEPENDENCYPART_GRANDPAR
(10,20),(20,8),-1.26844 # DEPENDENCYPART_GRANDPAR
(10,20),(20,10),-0.554481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,20),(20,11),0.308946 # DEPENDENCYPART_GRANDPAR
(10,20),(20,12),0.21749 # DEPENDENCYPART_GRANDPAR
(10,20),(20,13),0.130298 # DEPENDENCYPART_GRANDPAR
(10,20),(20,14),0.160686 # DEPENDENCYPART_GRANDPAR
(10,20),(20,15),0.433866 # DEPENDENCYPART_GRANDPAR
(10,20),(20,16),0.296657 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),-0.307408 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),-0.338929 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.0490779 # DEPENDENCYPART_GRANDPAR
(10,20),(20,22),-0.165751 # DEPENDENCYPART_GRANDPAR
(10,20),(20,23),-0.322146 # DEPENDENCYPART_GRANDPAR
(10,20),(20,24),-0.896417 # DEPENDENCYPART_GRANDPAR
(10,22),(22,18),0.0291316 # DEPENDENCYPART_GRANDPAR
(10,22),(22,20),-0.0771093 # DEPENDENCYPART_GRANDPAR
(10,22),(22,21),-0.528428 # DEPENDENCYPART_GRANDPAR
(10,22),(22,23),-0.244286 # DEPENDENCYPART_GRANDPAR
(10,22),(22,24),-0.872659 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),0.0168552 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.35386 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.170763 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.0131208 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.250992 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.560254 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),0.748326 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.439756 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.67638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.367194 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-0.338207 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.992769 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-1.12508 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-0.821579 # DEPENDENCYPART_GRANDPAR
(11,7),(7,17),-1.54924 # DEPENDENCYPART_GRANDPAR
(11,7),(7,19),-1.57881 # DEPENDENCYPART_GRANDPAR
(11,7),(7,20),-1.39475 # DEPENDENCYPART_GRANDPAR
(11,7),(7,22),-1.01402 # DEPENDENCYPART_GRANDPAR
(11,7),(7,23),-1.72369 # DEPENDENCYPART_GRANDPAR
(11,7),(7,24),-1.96947 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.46727 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.55028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,13),-0.276253 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.379151 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.6379 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,2),-0.420031 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.192615 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.130324 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.272844 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.10172 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.683645 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.0346871 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.55744 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.335309 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.346638 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.985772 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-1.02655 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.732113 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-1.5714 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-1.44514 # DEPENDENCYPART_GRANDPAR
(11,10),(10,20),-1.30526 # DEPENDENCYPART_GRANDPAR
(11,10),(10,22),-0.979485 # DEPENDENCYPART_GRANDPAR
(11,10),(10,23),-1.74585 # DEPENDENCYPART_GRANDPAR
(11,10),(10,24),-1.98952 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-0.864545 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-1.1616 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-1.10435 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-1.16477 # DEPENDENCYPART_GRANDPAR
(11,12),(12,13),0.656933 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.275369 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.0632037 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),0.295947 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.734881 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.505323 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.272002 # DEPENDENCYPART_GRANDPAR
(11,12),(12,22),-0.0775865 # DEPENDENCYPART_GRANDPAR
(11,12),(12,23),-0.909327 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.90817 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.988399 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-1.03621 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-1.26529 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.864387 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,14),-0.29092 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.244683 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),0.0787394 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.790127 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.895143 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.500166 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.80568 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.616004 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.62028 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.147219 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.737092 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-1.37983 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-0.871256 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-1.13459 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-1.38295 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.538861 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.11103 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.0588336 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.887828 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.508559 # DEPENDENCYPART_GRANDPAR
(11,15),(15,23),-0.98613 # DEPENDENCYPART_GRANDPAR
(11,15),(15,24),-1.22417 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-1.37867 # DEPENDENCYPART_GRANDPAR
(11,16),(16,3),-1.00826 # DEPENDENCYPART_GRANDPAR
(11,16),(16,4),-0.872176 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-1.08849 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-1.42168 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-1.25281 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-1.13533 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-1.09501 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-1.38179 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.849912 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.586779 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.561217 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.0906612 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.112349 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.803254 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.890094 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.514302 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),0.0207051 # DEPENDENCYPART_GRANDPAR
(11,16),(16,23),-0.9777 # DEPENDENCYPART_GRANDPAR
(11,16),(16,24),-1.19221 # DEPENDENCYPART_GRANDPAR
(11,19),(19,7),-1.10363 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.560738 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.729864 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.444821 # DEPENDENCYPART_GRANDPAR
(11,19),(19,22),0.0037314 # DEPENDENCYPART_GRANDPAR
(11,19),(19,23),-0.925158 # DEPENDENCYPART_GRANDPAR
(11,19),(19,24),-1.21902 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.366383 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.506042 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.303172 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.553708 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.23382 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),-0.380774 # DEPENDENCYPART_GRANDPAR
(12,4),(4,11),0.165309 # DEPENDENCYPART_GRANDPAR
(12,4),(4,14),-0.92539 # DEPENDENCYPART_GRANDPAR
(12,4),(4,16),-0.903357 # DEPENDENCYPART_GRANDPAR
(12,4),(4,17),-1.26655 # DEPENDENCYPART_GRANDPAR
(12,4),(4,19),-1.26288 # DEPENDENCYPART_GRANDPAR
(12,4),(4,20),-1.17704 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.635726 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.274536 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.32687 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.413872 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.346362 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.708393 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),0.386672 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),0.403335 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),0.162239 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-1.94578 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-0.705818 # DEPENDENCYPART_GRANDPAR
(12,7),(7,14),-1.0136 # DEPENDENCYPART_GRANDPAR
(12,7),(7,15),-1.14591 # DEPENDENCYPART_GRANDPAR
(12,7),(7,16),-1.06191 # DEPENDENCYPART_GRANDPAR
(12,7),(7,17),-1.40217 # DEPENDENCYPART_GRANDPAR
(12,7),(7,19),-1.40301 # DEPENDENCYPART_GRANDPAR
(12,7),(7,20),-1.33719 # DEPENDENCYPART_GRANDPAR
(12,7),(7,22),-1.613 # DEPENDENCYPART_GRANDPAR
(12,7),(7,23),-1.3603 # DEPENDENCYPART_GRANDPAR
(12,7),(7,24),-1.76169 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),0.340007 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.12996 # DEPENDENCYPART_GRANDPAR
(12,8),(8,13),-0.618513 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.716357 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.497442 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-1.21418 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-1.23367 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-1.31878 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.445164 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.61579 # DEPENDENCYPART_GRANDPAR
(12,13),(13,14),-0.188384 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.392536 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.268175 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.493136 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.599509 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.555096 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.538614 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-1.06392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.171591 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.403874 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.569678 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),-1.35415 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),-1.24599 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-1.46066 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.57185 # DEPENDENCYPART_GRANDPAR
(12,15),(15,13),0.108535 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.216173 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.155077 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.587255 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.403809 # DEPENDENCYPART_GRANDPAR
(12,15),(15,23),-0.521936 # DEPENDENCYPART_GRANDPAR
(12,15),(15,24),-0.939425 # DEPENDENCYPART_GRANDPAR
(12,16),(16,2),-1.35528 # DEPENDENCYPART_GRANDPAR
(12,16),(16,3),-1.3085 # DEPENDENCYPART_GRANDPAR
(12,16),(16,4),-1.24839 # DEPENDENCYPART_GRANDPAR
(12,16),(16,5),-1.32799 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-1.55497 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-1.17118 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-1.46271 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-1.36748 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.572977 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.703132 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-1.01593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.0629151 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.273317 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.0617968 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.546407 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.578152 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.401881 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),-0.538992 # DEPENDENCYPART_GRANDPAR
(12,16),(16,23),-0.504541 # DEPENDENCYPART_GRANDPAR
(12,16),(16,24),-0.889355 # DEPENDENCYPART_GRANDPAR
(12,19),(19,7),-1.03144 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.662689 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.619692 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.525695 # DEPENDENCYPART_GRANDPAR
(12,19),(19,22),-0.309457 # DEPENDENCYPART_GRANDPAR
(12,19),(19,23),-0.450104 # DEPENDENCYPART_GRANDPAR
(12,19),(19,24),-0.921347 # DEPENDENCYPART_GRANDPAR
(12,20),(20,2),-1.34996 # DEPENDENCYPART_GRANDPAR
(12,20),(20,3),-1.29921 # DEPENDENCYPART_GRANDPAR
(12,20),(20,4),-1.24487 # DEPENDENCYPART_GRANDPAR
(12,20),(20,6),-1.55011 # DEPENDENCYPART_GRANDPAR
(12,20),(20,7),-1.16632 # DEPENDENCYPART_GRANDPAR
(12,20),(20,8),-1.45905 # DEPENDENCYPART_GRANDPAR
(12,20),(20,10),-0.567653 # DEPENDENCYPART_GRANDPAR
(12,20),(20,11),-0.695866 # DEPENDENCYPART_GRANDPAR
(12,20),(20,12),-0.980531 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,20),(20,13),0.0911076 # DEPENDENCYPART_GRANDPAR
(12,20),(20,14),-0.245501 # DEPENDENCYPART_GRANDPAR
(12,20),(20,15),0.0652624 # DEPENDENCYPART_GRANDPAR
(12,20),(20,16),0.0482501 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),-0.499394 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.788462 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.383691 # DEPENDENCYPART_GRANDPAR
(12,20),(20,22),-0.558547 # DEPENDENCYPART_GRANDPAR
(12,20),(20,23),-0.501914 # DEPENDENCYPART_GRANDPAR
(12,20),(20,24),-0.90233 # DEPENDENCYPART_GRANDPAR
(12,22),(22,18),-0.403562 # DEPENDENCYPART_GRANDPAR
(12,22),(22,20),-0.402379 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),-0.772487 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),-0.44857 # DEPENDENCYPART_GRANDPAR
(12,22),(22,24),-0.904417 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.797102 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.413353 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.286972 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.247264 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.79839 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.436259 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.32626 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.468723 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.330925 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.654612 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.378741 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.276916 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.0940701 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-2.03315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-1.18074 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-1.21475 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-1.08575 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-1.5631 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),-1.34732 # DEPENDENCYPART_GRANDPAR
(13,10),(10,20),-1.52703 # DEPENDENCYPART_GRANDPAR
(13,10),(10,22),-1.41942 # DEPENDENCYPART_GRANDPAR
(13,10),(10,23),-1.61401 # DEPENDENCYPART_GRANDPAR
(13,10),(10,24),-1.96025 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.33942 # DEPENDENCYPART_GRANDPAR
