# _root_ Mentrestant , a l' interior del que ha de ser el pou d' extracció més modern amb què compta Iberpotash , tot està a punt per a rebre la maquinària de tecnologia alemanya .
#goldHeads=23,3,23,5,3,5,10,10,10,6,12,10,12,13,16,12,19,17,12,19,3,23,0,23,24,23,26,27,30,28,30,31,32,23,
#predictedHeads=23,1,23,5,3,5,10,10,10,6,12,10,12,13,16,12,19,17,0,19,23,23,0,23,24,23,26,27,30,28,30,31,32,23,
(22,24),(22,31),0.0141878 # DEPENDENCYPART_SIBL
(22,26),(22,27),-0.0917702 # DEPENDENCYPART_SIBL
(22,26),(22,30),0.0544437 # DEPENDENCYPART_SIBL
(22,26),(22,31),-0.0836904 # DEPENDENCYPART_SIBL
(22,27),(22,30),0.0729114 # DEPENDENCYPART_SIBL
(22,27),(22,31),0.0141878 # DEPENDENCYPART_SIBL
(22,30),(22,31),0.0237372 # DEPENDENCYPART_SIBL
(23,1),(23,2),-0.189612 # DEPENDENCYPART_SIBL
(23,1),(23,3),0.0904855 # DEPENDENCYPART_SIBL
(23,1),(23,5),0.082383 # DEPENDENCYPART_SIBL
(23,1),(23,7),-0.179782 # DEPENDENCYPART_SIBL
(23,1),(23,8),0.15934 # DEPENDENCYPART_SIBL
(23,1),(23,9),0.0786632 # DEPENDENCYPART_SIBL
(23,1),(23,10),0.0629716 # DEPENDENCYPART_SIBL
(23,1),(23,12),0.0829633 # DEPENDENCYPART_SIBL
(23,1),(23,13),0.0569034 # DEPENDENCYPART_SIBL
(23,1),(23,14),0.0830959 # DEPENDENCYPART_SIBL
(23,1),(23,15),-0.0557536 # DEPENDENCYPART_SIBL
(23,1),(23,16),-0.00819033 # DEPENDENCYPART_SIBL
(23,1),(23,17),-0.0348181 # DEPENDENCYPART_SIBL
(23,1),(23,18),-0.029097 # DEPENDENCYPART_SIBL
(23,1),(23,19),0.0497187 # DEPENDENCYPART_SIBL
(23,1),(23,20),0.0879476 # DEPENDENCYPART_SIBL
(23,1),(23,21),-0.189612 # DEPENDENCYPART_SIBL
(23,1),(23,22),0.0840037 # DEPENDENCYPART_SIBL
(23,1),(23,24),0.0407703 # DEPENDENCYPART_SIBL
(23,1),(23,25),0.00601837 # DEPENDENCYPART_SIBL
(23,1),(23,26),0.072716 # DEPENDENCYPART_SIBL
(23,1),(23,27),0.0407703 # DEPENDENCYPART_SIBL
(23,1),(23,28),0.00547325 # DEPENDENCYPART_SIBL
(23,1),(23,30),-0.00998637 # DEPENDENCYPART_SIBL
(23,1),(23,31),0.0831299 # DEPENDENCYPART_SIBL
(23,1),(23,32),0.0177115 # DEPENDENCYPART_SIBL
(23,1),(23,33),0.132069 # DEPENDENCYPART_SIBL
(23,1),(23,34),0.10375 # DEPENDENCYPART_SIBL
(23,2),(23,3),0.109423 # DEPENDENCYPART_SIBL
(23,2),(23,5),0.140315 # DEPENDENCYPART_SIBL
(23,2),(23,7),0.293874 # DEPENDENCYPART_SIBL
(23,2),(23,8),0.266368 # DEPENDENCYPART_SIBL
(23,2),(23,9),0.0417456 # DEPENDENCYPART_SIBL
(23,2),(23,10),0.164233 # DEPENDENCYPART_SIBL
(23,2),(23,12),0.141025 # DEPENDENCYPART_SIBL
(23,2),(23,13),0.0593688 # DEPENDENCYPART_SIBL
(23,2),(23,14),0.14112 # DEPENDENCYPART_SIBL
(23,2),(23,15),-0.0607157 # DEPENDENCYPART_SIBL
(23,2),(23,16),0.0680388 # DEPENDENCYPART_SIBL
(23,2),(23,17),0.0994388 # DEPENDENCYPART_SIBL
(23,2),(23,18),-0.0276548 # DEPENDENCYPART_SIBL
(23,2),(23,19),0.127265 # DEPENDENCYPART_SIBL
(23,2),(23,20),0.145967 # DEPENDENCYPART_SIBL
(23,2),(23,21),-0.270456 # DEPENDENCYPART_SIBL
(23,2),(23,22),0.246614 # DEPENDENCYPART_SIBL
(23,2),(23,24),0.00247623 # DEPENDENCYPART_SIBL
(23,2),(23,25),-0.011421 # DEPENDENCYPART_SIBL
(23,2),(23,26),-0.0100762 # DEPENDENCYPART_SIBL
(23,2),(23,27),0.00247623 # DEPENDENCYPART_SIBL
(23,2),(23,28),-0.0665904 # DEPENDENCYPART_SIBL
(23,2),(23,30),-0.022533 # DEPENDENCYPART_SIBL
(23,2),(23,31),0.0196205 # DEPENDENCYPART_SIBL
(23,2),(23,32),0.0138234 # DEPENDENCYPART_SIBL
(23,2),(23,33),0.0126253 # DEPENDENCYPART_SIBL
(23,2),(23,34),-0.487602 # DEPENDENCYPART_SIBL
(23,3),(23,5),0.0942865 # DEPENDENCYPART_SIBL
(23,3),(23,7),-0.339359 # DEPENDENCYPART_SIBL
(23,3),(23,8),0.13875 # DEPENDENCYPART_SIBL
(23,3),(23,9),-0.00467645 # DEPENDENCYPART_SIBL
(23,3),(23,10),0.0571416 # DEPENDENCYPART_SIBL
(23,3),(23,12),0.0959336 # DEPENDENCYPART_SIBL
(23,3),(23,13),0.0831375 # DEPENDENCYPART_SIBL
(23,3),(23,14),0.0960276 # DEPENDENCYPART_SIBL
(23,3),(23,15),-0.0335064 # DEPENDENCYPART_SIBL
(23,3),(23,16),0.0297706 # DEPENDENCYPART_SIBL
(23,3),(23,17),-0.0220224 # DEPENDENCYPART_SIBL
(23,3),(23,18),-0.0713256 # DEPENDENCYPART_SIBL
(23,3),(23,19),0.0154902 # DEPENDENCYPART_SIBL
(23,3),(23,20),0.101587 # DEPENDENCYPART_SIBL
(23,3),(23,21),-0.153122 # DEPENDENCYPART_SIBL
(23,3),(23,22),0.0770028 # DEPENDENCYPART_SIBL
(23,3),(23,24),-0.0230219 # DEPENDENCYPART_SIBL
(23,3),(23,25),0.0061597 # DEPENDENCYPART_SIBL
(23,3),(23,26),-0.0136484 # DEPENDENCYPART_SIBL
(23,3),(23,27),-0.0230219 # DEPENDENCYPART_SIBL
(23,3),(23,28),0.0077602 # DEPENDENCYPART_SIBL
(23,3),(23,30),-0.0151348 # DEPENDENCYPART_SIBL
(23,3),(23,31),0.0392174 # DEPENDENCYPART_SIBL
(23,3),(23,32),0.0214525 # DEPENDENCYPART_SIBL
(23,3),(23,33),0.052765 # DEPENDENCYPART_SIBL
(23,3),(23,34),0.0308661 # DEPENDENCYPART_SIBL
(23,5),(23,7),-0.646903 # DEPENDENCYPART_SIBL
(23,5),(23,8),0.0865669 # DEPENDENCYPART_SIBL
(23,5),(23,9),-0.00631026 # DEPENDENCYPART_SIBL
(23,5),(23,10),-0.0300978 # DEPENDENCYPART_SIBL
(23,5),(23,12),-0.70787 # DEPENDENCYPART_SIBL
(23,5),(23,13),-0.00747352 # DEPENDENCYPART_SIBL
(23,5),(23,14),-0.707774 # DEPENDENCYPART_SIBL
(23,5),(23,15),-0.0368774 # DEPENDENCYPART_SIBL
(23,5),(23,16),-0.175455 # DEPENDENCYPART_SIBL
(23,5),(23,17),-0.130115 # DEPENDENCYPART_SIBL
(23,5),(23,18),-0.213883 # DEPENDENCYPART_SIBL
(23,5),(23,19),-0.0357727 # DEPENDENCYPART_SIBL
(23,5),(23,20),-0.702926 # DEPENDENCYPART_SIBL
(23,5),(23,21),-0.444414 # DEPENDENCYPART_SIBL
(23,5),(23,22),-0.124219 # DEPENDENCYPART_SIBL
(23,5),(23,24),-0.0236966 # DEPENDENCYPART_SIBL
(23,5),(23,25),-0.00576367 # DEPENDENCYPART_SIBL
(23,5),(23,26),0.010883 # DEPENDENCYPART_SIBL
(23,5),(23,27),-0.0236966 # DEPENDENCYPART_SIBL
(23,5),(23,28),0.0259632 # DEPENDENCYPART_SIBL
(23,5),(23,30),-0.0298991 # DEPENDENCYPART_SIBL
(23,5),(23,31),0.00694091 # DEPENDENCYPART_SIBL
(23,5),(23,32),-0.00594259 # DEPENDENCYPART_SIBL
(23,5),(23,33),0.0854625 # DEPENDENCYPART_SIBL
(23,5),(23,34),0.0187533 # DEPENDENCYPART_SIBL
(23,7),(23,8),0.321383 # DEPENDENCYPART_SIBL
(23,7),(23,9),0.492496 # DEPENDENCYPART_SIBL
(23,7),(23,10),0.291584 # DEPENDENCYPART_SIBL
(23,7),(23,12),0.0841145 # DEPENDENCYPART_SIBL
(23,7),(23,13),0.479271 # DEPENDENCYPART_SIBL
(23,7),(23,14),0.0842398 # DEPENDENCYPART_SIBL
(23,7),(23,15),0.172761 # DEPENDENCYPART_SIBL
(23,7),(23,16),0.100622 # DEPENDENCYPART_SIBL
(23,7),(23,17),0.286989 # DEPENDENCYPART_SIBL
(23,7),(23,18),-0.13701 # DEPENDENCYPART_SIBL
(23,7),(23,19),0.212344 # DEPENDENCYPART_SIBL
(23,7),(23,20),0.0983383 # DEPENDENCYPART_SIBL
(23,7),(23,21),-0.397735 # DEPENDENCYPART_SIBL
(23,7),(23,22),-0.0757773 # DEPENDENCYPART_SIBL
(23,7),(23,24),0.171819 # DEPENDENCYPART_SIBL
(23,7),(23,25),0.0130571 # DEPENDENCYPART_SIBL
(23,7),(23,26),0.165486 # DEPENDENCYPART_SIBL
(23,7),(23,27),0.171819 # DEPENDENCYPART_SIBL
(23,7),(23,28),0.0493735 # DEPENDENCYPART_SIBL
(23,7),(23,30),0.00662276 # DEPENDENCYPART_SIBL
(23,7),(23,31),0.0961786 # DEPENDENCYPART_SIBL
(23,7),(23,32),0.0439351 # DEPENDENCYPART_SIBL
(23,7),(23,33),0.093501 # DEPENDENCYPART_SIBL
(23,7),(23,34),-0.444311 # DEPENDENCYPART_SIBL
(23,8),(23,9),0.431172 # DEPENDENCYPART_SIBL
(23,8),(23,10),0.0237222 # DEPENDENCYPART_SIBL
(23,8),(23,12),-0.0186306 # DEPENDENCYPART_SIBL
(23,8),(23,13),0.342353 # DEPENDENCYPART_SIBL
(23,8),(23,14),-0.0184454 # DEPENDENCYPART_SIBL
(23,8),(23,15),-0.0512588 # DEPENDENCYPART_SIBL
(23,8),(23,16),-0.0542395 # DEPENDENCYPART_SIBL
(23,8),(23,17),-0.045237 # DEPENDENCYPART_SIBL
(23,8),(23,18),-0.180984 # DEPENDENCYPART_SIBL
(23,8),(23,19),-0.0658076 # DEPENDENCYPART_SIBL
(23,8),(23,20),-0.0138633 # DEPENDENCYPART_SIBL
(23,8),(23,21),-0.10662 # DEPENDENCYPART_SIBL
(23,8),(23,22),-0.0978159 # DEPENDENCYPART_SIBL
(23,8),(23,24),-0.0076888 # DEPENDENCYPART_SIBL
(23,8),(23,25),0.0211618 # DEPENDENCYPART_SIBL
(23,8),(23,26),-0.023978 # DEPENDENCYPART_SIBL
(23,8),(23,27),-0.0076888 # DEPENDENCYPART_SIBL
(23,8),(23,28),0.00187721 # DEPENDENCYPART_SIBL
(23,8),(23,30),0.0135509 # DEPENDENCYPART_SIBL
(23,8),(23,31),-0.0446788 # DEPENDENCYPART_SIBL
(23,8),(23,32),0.0413831 # DEPENDENCYPART_SIBL
(23,8),(23,33),-0.017497 # DEPENDENCYPART_SIBL
(23,8),(23,34),0.213836 # DEPENDENCYPART_SIBL
(23,9),(23,10),0.0548655 # DEPENDENCYPART_SIBL
(23,9),(23,12),0.0273064 # DEPENDENCYPART_SIBL
(23,9),(23,13),-0.049698 # DEPENDENCYPART_SIBL
(23,9),(23,14),0.0274005 # DEPENDENCYPART_SIBL
(23,9),(23,15),-0.175353 # DEPENDENCYPART_SIBL
(23,9),(23,16),-0.0500336 # DEPENDENCYPART_SIBL
(23,9),(23,17),-0.115434 # DEPENDENCYPART_SIBL
(23,9),(23,18),-0.204667 # DEPENDENCYPART_SIBL
(23,9),(23,19),-0.0528906 # DEPENDENCYPART_SIBL
(23,9),(23,20),0.0329606 # DEPENDENCYPART_SIBL
(23,9),(23,21),-0.23768 # DEPENDENCYPART_SIBL
(23,9),(23,22),-0.0716992 # DEPENDENCYPART_SIBL
(23,9),(23,24),0.00696584 # DEPENDENCYPART_SIBL
(23,9),(23,25),-0.0583205 # DEPENDENCYPART_SIBL
(23,9),(23,26),0.00368466 # DEPENDENCYPART_SIBL
(23,9),(23,27),0.00696584 # DEPENDENCYPART_SIBL
(23,9),(23,28),-0.0113636 # DEPENDENCYPART_SIBL
(23,9),(23,30),-0.0799309 # DEPENDENCYPART_SIBL
(23,9),(23,31),0.00118304 # DEPENDENCYPART_SIBL
(23,9),(23,32),-0.0430956 # DEPENDENCYPART_SIBL
(23,9),(23,33),0.00863009 # DEPENDENCYPART_SIBL
(23,9),(23,34),0.0232811 # DEPENDENCYPART_SIBL
(23,10),(23,12),-0.019017 # DEPENDENCYPART_SIBL
(23,10),(23,13),0.0476559 # DEPENDENCYPART_SIBL
(23,10),(23,14),-0.0188319 # DEPENDENCYPART_SIBL
(23,10),(23,15),-0.0209894 # DEPENDENCYPART_SIBL
(23,10),(23,16),-0.0839017 # DEPENDENCYPART_SIBL
(23,10),(23,17),-0.229067 # DEPENDENCYPART_SIBL
(23,10),(23,18),-0.150886 # DEPENDENCYPART_SIBL
(23,10),(23,19),-0.152614 # DEPENDENCYPART_SIBL
(23,10),(23,20),-0.0142497 # DEPENDENCYPART_SIBL
(23,10),(23,21),-0.126119 # DEPENDENCYPART_SIBL
(23,10),(23,22),-0.0676807 # DEPENDENCYPART_SIBL
(23,10),(23,24),0.132491 # DEPENDENCYPART_SIBL
(23,10),(23,25),-0.0671385 # DEPENDENCYPART_SIBL
(23,10),(23,26),0.186874 # DEPENDENCYPART_SIBL
(23,10),(23,27),0.132491 # DEPENDENCYPART_SIBL
(23,10),(23,28),-0.0101172 # DEPENDENCYPART_SIBL
(23,10),(23,30),-0.0830132 # DEPENDENCYPART_SIBL
(23,10),(23,31),0.0904559 # DEPENDENCYPART_SIBL
(23,10),(23,32),-0.0551578 # DEPENDENCYPART_SIBL
(23,10),(23,33),0.0428776 # DEPENDENCYPART_SIBL
(23,10),(23,34),-0.0377648 # DEPENDENCYPART_SIBL
(23,12),(23,13),-0.00651411 # DEPENDENCYPART_SIBL
(23,12),(23,14),-0.706813 # DEPENDENCYPART_SIBL
(23,12),(23,15),-0.0352481 # DEPENDENCYPART_SIBL
(23,12),(23,16),-0.174494 # DEPENDENCYPART_SIBL
(23,12),(23,17),-0.12916 # DEPENDENCYPART_SIBL
(23,12),(23,18),-0.211573 # DEPENDENCYPART_SIBL
(23,12),(23,19),-0.0347759 # DEPENDENCYPART_SIBL
(23,12),(23,20),-0.701965 # DEPENDENCYPART_SIBL
(23,12),(23,21),-0.443453 # DEPENDENCYPART_SIBL
(23,12),(23,22),-0.121909 # DEPENDENCYPART_SIBL
(23,12),(23,24),-0.0261047 # DEPENDENCYPART_SIBL
(23,12),(23,25),-0.0064625 # DEPENDENCYPART_SIBL
(23,12),(23,26),0.00852467 # DEPENDENCYPART_SIBL
(23,12),(23,27),-0.0261047 # DEPENDENCYPART_SIBL
(23,12),(23,28),0.0233771 # DEPENDENCYPART_SIBL
(23,12),(23,30),-0.0305979 # DEPENDENCYPART_SIBL
(23,12),(23,31),0.00457145 # DEPENDENCYPART_SIBL
(23,12),(23,32),-0.00664142 # DEPENDENCYPART_SIBL
(23,12),(23,33),0.0835124 # DEPENDENCYPART_SIBL
(23,12),(23,34),0.0237528 # DEPENDENCYPART_SIBL
(23,13),(23,14),0.0424231 # DEPENDENCYPART_SIBL
(23,13),(23,15),-0.162708 # DEPENDENCYPART_SIBL
(23,13),(23,16),-0.0501653 # DEPENDENCYPART_SIBL
(23,13),(23,17),-0.0779133 # DEPENDENCYPART_SIBL
(23,13),(23,18),-0.190423 # DEPENDENCYPART_SIBL
(23,13),(23,19),-0.057088 # DEPENDENCYPART_SIBL
(23,13),(23,20),0.0479843 # DEPENDENCYPART_SIBL
(23,13),(23,21),-0.269033 # DEPENDENCYPART_SIBL
(23,13),(23,22),-0.0552859 # DEPENDENCYPART_SIBL
(23,13),(23,24),-0.0809161 # DEPENDENCYPART_SIBL
(23,13),(23,25),0.00415292 # DEPENDENCYPART_SIBL
(23,13),(23,26),-0.0752115 # DEPENDENCYPART_SIBL
(23,13),(23,27),-0.0809161 # DEPENDENCYPART_SIBL
(23,13),(23,28),-0.00893413 # DEPENDENCYPART_SIBL
(23,13),(23,30),-0.0181968 # DEPENDENCYPART_SIBL
(23,13),(23,31),-0.0236745 # DEPENDENCYPART_SIBL
(23,13),(23,32),0.0193912 # DEPENDENCYPART_SIBL
(23,13),(23,33),0.0387619 # DEPENDENCYPART_SIBL
(23,13),(23,34),0.00282212 # DEPENDENCYPART_SIBL
(23,14),(23,15),-0.0352281 # DEPENDENCYPART_SIBL
(23,14),(23,16),-0.174541 # DEPENDENCYPART_SIBL
(23,14),(23,17),-0.128746 # DEPENDENCYPART_SIBL
(23,14),(23,18),-0.212541 # DEPENDENCYPART_SIBL
(23,14),(23,19),-0.034518 # DEPENDENCYPART_SIBL
(23,14),(23,20),-0.702011 # DEPENDENCYPART_SIBL
(23,14),(23,21),-0.4435 # DEPENDENCYPART_SIBL
(23,14),(23,22),-0.122878 # DEPENDENCYPART_SIBL
(23,14),(23,24),-0.0187505 # DEPENDENCYPART_SIBL
(23,14),(23,25),-0.0021064 # DEPENDENCYPART_SIBL
(23,14),(23,26),0.015841 # DEPENDENCYPART_SIBL
(23,14),(23,27),-0.0187505 # DEPENDENCYPART_SIBL
(23,14),(23,28),0.03205 # DEPENDENCYPART_SIBL
(23,14),(23,30),-0.0262418 # DEPENDENCYPART_SIBL
(23,14),(23,31),0.0118806 # DEPENDENCYPART_SIBL
(23,14),(23,32),-0.00228532 # DEPENDENCYPART_SIBL
(23,14),(23,33),0.0893185 # DEPENDENCYPART_SIBL
(23,14),(23,34),0.0265438 # DEPENDENCYPART_SIBL
(23,15),(23,16),-0.077192 # DEPENDENCYPART_SIBL
(23,15),(23,17),0.0129523 # DEPENDENCYPART_SIBL
(23,15),(23,18),-0.164762 # DEPENDENCYPART_SIBL
(23,15),(23,19),-0.0683092 # DEPENDENCYPART_SIBL
(23,15),(23,20),-0.0169366 # DEPENDENCYPART_SIBL
(23,15),(23,21),-0.25205 # DEPENDENCYPART_SIBL
(23,15),(23,22),-0.0516608 # DEPENDENCYPART_SIBL
(23,15),(23,24),-0.0242197 # DEPENDENCYPART_SIBL
(23,15),(23,25),-0.200828 # DEPENDENCYPART_SIBL
(23,15),(23,26),0.0356769 # DEPENDENCYPART_SIBL
(23,15),(23,27),-0.0242197 # DEPENDENCYPART_SIBL
(23,15),(23,28),-0.117463 # DEPENDENCYPART_SIBL
(23,15),(23,30),-0.216831 # DEPENDENCYPART_SIBL
(23,15),(23,31),0.091653 # DEPENDENCYPART_SIBL
(23,15),(23,32),-0.189129 # DEPENDENCYPART_SIBL
(23,15),(23,33),0.0696035 # DEPENDENCYPART_SIBL
(23,15),(23,34),-0.0439893 # DEPENDENCYPART_SIBL
(23,16),(23,17),-0.0897125 # DEPENDENCYPART_SIBL
(23,16),(23,18),-0.0661449 # DEPENDENCYPART_SIBL
(23,16),(23,19),-0.038525 # DEPENDENCYPART_SIBL
(23,16),(23,20),0.00938545 # DEPENDENCYPART_SIBL
(23,16),(23,21),-0.133745 # DEPENDENCYPART_SIBL
(23,16),(23,22),0.0183033 # DEPENDENCYPART_SIBL
(23,16),(23,24),-0.0230783 # DEPENDENCYPART_SIBL
(23,16),(23,25),-0.0271875 # DEPENDENCYPART_SIBL
(23,16),(23,26),-0.00814049 # DEPENDENCYPART_SIBL
(23,16),(23,27),-0.0230783 # DEPENDENCYPART_SIBL
(23,16),(23,28),0.00306919 # DEPENDENCYPART_SIBL
(23,16),(23,30),-0.0380855 # DEPENDENCYPART_SIBL
(23,16),(23,31),-0.0282066 # DEPENDENCYPART_SIBL
(23,16),(23,32),-0.0153674 # DEPENDENCYPART_SIBL
(23,16),(23,33),0.0288853 # DEPENDENCYPART_SIBL
(23,16),(23,34),0.0129638 # DEPENDENCYPART_SIBL
(23,17),(23,18),-0.096672 # DEPENDENCYPART_SIBL
(23,17),(23,19),-0.0128303 # DEPENDENCYPART_SIBL
(23,17),(23,20),0.0561213 # DEPENDENCYPART_SIBL
(23,17),(23,21),-0.194289 # DEPENDENCYPART_SIBL
(23,17),(23,22),0.0393897 # DEPENDENCYPART_SIBL
(23,17),(23,24),0.0100892 # DEPENDENCYPART_SIBL
(23,17),(23,25),0.0499484 # DEPENDENCYPART_SIBL
(23,17),(23,26),-0.0384992 # DEPENDENCYPART_SIBL
(23,17),(23,27),0.0100892 # DEPENDENCYPART_SIBL
(23,17),(23,28),0.0210652 # DEPENDENCYPART_SIBL
(23,17),(23,30),0.019562 # DEPENDENCYPART_SIBL
(23,17),(23,31),0.00572674 # DEPENDENCYPART_SIBL
(23,17),(23,32),0.0649721 # DEPENDENCYPART_SIBL
(23,17),(23,33),0.0567737 # DEPENDENCYPART_SIBL
(23,17),(23,34),0.00367546 # DEPENDENCYPART_SIBL
(23,18),(23,19),-0.0518594 # DEPENDENCYPART_SIBL
(23,18),(23,20),-0.0139714 # DEPENDENCYPART_SIBL
(23,18),(23,21),-0.253346 # DEPENDENCYPART_SIBL
(23,18),(23,22),-0.0914727 # DEPENDENCYPART_SIBL
(23,18),(23,24),0.0251098 # DEPENDENCYPART_SIBL
(23,18),(23,25),-0.153614 # DEPENDENCYPART_SIBL
(23,18),(23,26),-0.0362191 # DEPENDENCYPART_SIBL
(23,18),(23,27),0.0251098 # DEPENDENCYPART_SIBL
(23,18),(23,28),0.0245278 # DEPENDENCYPART_SIBL
(23,18),(23,30),-0.1571 # DEPENDENCYPART_SIBL
(23,18),(23,31),-0.0218106 # DEPENDENCYPART_SIBL
(23,18),(23,32),-0.129832 # DEPENDENCYPART_SIBL
(23,18),(23,33),-0.0162845 # DEPENDENCYPART_SIBL
(23,18),(23,34),-0.0705127 # DEPENDENCYPART_SIBL
(23,19),(23,20),-0.00475119 # DEPENDENCYPART_SIBL
(23,19),(23,21),-0.109188 # DEPENDENCYPART_SIBL
(23,19),(23,22),-0.0368816 # DEPENDENCYPART_SIBL
(23,19),(23,24),-0.0316366 # DEPENDENCYPART_SIBL
(23,19),(23,25),-0.0623322 # DEPENDENCYPART_SIBL
(23,19),(23,26),-0.0102186 # DEPENDENCYPART_SIBL
(23,19),(23,27),-0.0316366 # DEPENDENCYPART_SIBL
(23,19),(23,28),-0.0538002 # DEPENDENCYPART_SIBL
(23,19),(23,30),-0.0782356 # DEPENDENCYPART_SIBL
(23,19),(23,31),-0.0561492 # DEPENDENCYPART_SIBL
(23,19),(23,32),-0.0503802 # DEPENDENCYPART_SIBL
(23,19),(23,33),0.0136001 # DEPENDENCYPART_SIBL
(23,19),(23,34),-0.0233568 # DEPENDENCYPART_SIBL
(23,20),(23,21),-0.441976 # DEPENDENCYPART_SIBL
(23,20),(23,22),-0.121772 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.0322378 # DEPENDENCYPART_SIBL
(23,20),(23,25),-0.00134334 # DEPENDENCYPART_SIBL
(23,20),(23,26),0.0128178 # DEPENDENCYPART_SIBL
(23,20),(23,27),-0.0322378 # DEPENDENCYPART_SIBL
(23,20),(23,28),0.0189458 # DEPENDENCYPART_SIBL
(23,20),(23,30),-0.0254787 # DEPENDENCYPART_SIBL
(23,20),(23,31),0.00423431 # DEPENDENCYPART_SIBL
(23,20),(23,32),-0.00152225 # DEPENDENCYPART_SIBL
(23,20),(23,33),0.0920607 # DEPENDENCYPART_SIBL
(23,20),(23,34),0.0199497 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.246614 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.00247623 # DEPENDENCYPART_SIBL
(23,21),(23,25),-0.011421 # DEPENDENCYPART_SIBL
(23,21),(23,26),-0.0100762 # DEPENDENCYPART_SIBL
(23,21),(23,27),0.00247623 # DEPENDENCYPART_SIBL
(23,21),(23,28),-0.0665904 # DEPENDENCYPART_SIBL
(23,21),(23,30),-0.022533 # DEPENDENCYPART_SIBL
(23,21),(23,31),0.0196205 # DEPENDENCYPART_SIBL
(23,21),(23,32),0.0138234 # DEPENDENCYPART_SIBL
(23,21),(23,33),0.0126253 # DEPENDENCYPART_SIBL
(23,21),(23,34),-0.487602 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.042731 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.131988 # DEPENDENCYPART_SIBL
(23,22),(23,26),-0.111189 # DEPENDENCYPART_SIBL
(23,22),(23,27),-0.042731 # DEPENDENCYPART_SIBL
(23,22),(23,28),-0.00127194 # DEPENDENCYPART_SIBL
(23,22),(23,30),-0.135474 # DEPENDENCYPART_SIBL
(23,22),(23,31),-0.109708 # DEPENDENCYPART_SIBL
(23,22),(23,32),-0.108207 # DEPENDENCYPART_SIBL
(23,22),(23,33),-0.0540401 # DEPENDENCYPART_SIBL
(23,22),(23,34),-0.102293 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.0498544 # DEPENDENCYPART_SIBL
(23,24),(23,26),-0.102761 # DEPENDENCYPART_SIBL
(23,24),(23,27),-0.142019 # DEPENDENCYPART_SIBL
(23,24),(23,28),-0.0247227 # DEPENDENCYPART_SIBL
(23,24),(23,30),-0.0331772 # DEPENDENCYPART_SIBL
(23,24),(23,31),-0.145066 # DEPENDENCYPART_SIBL
(23,24),(23,32),-0.0388949 # DEPENDENCYPART_SIBL
(23,24),(23,33),-0.00524566 # DEPENDENCYPART_SIBL
(23,24),(23,34),-0.0375171 # DEPENDENCYPART_SIBL
(23,25),(23,26),-0.0877483 # DEPENDENCYPART_SIBL
(23,25),(23,27),-0.0490583 # DEPENDENCYPART_SIBL
(23,25),(23,28),0.0194176 # DEPENDENCYPART_SIBL
(23,25),(23,30),-0.236587 # DEPENDENCYPART_SIBL
(23,25),(23,31),-0.145951 # DEPENDENCYPART_SIBL
(23,25),(23,32),-0.252476 # DEPENDENCYPART_SIBL
(23,25),(23,33),-0.0690176 # DEPENDENCYPART_SIBL
(23,25),(23,34),-0.0188948 # DEPENDENCYPART_SIBL
(23,26),(23,27),-0.284263 # DEPENDENCYPART_SIBL
(23,26),(23,28),-0.00217174 # DEPENDENCYPART_SIBL
(23,26),(23,30),-0.0391314 # DEPENDENCYPART_SIBL
(23,26),(23,31),-0.318675 # DEPENDENCYPART_SIBL
(23,26),(23,32),-0.0454986 # DEPENDENCYPART_SIBL
(23,26),(23,33),-0.0950035 # DEPENDENCYPART_SIBL
(23,26),(23,34),-0.0351815 # DEPENDENCYPART_SIBL
(23,27),(23,28),-0.0247227 # DEPENDENCYPART_SIBL
(23,27),(23,30),-0.0331772 # DEPENDENCYPART_SIBL
(23,27),(23,31),-0.145066 # DEPENDENCYPART_SIBL
(23,27),(23,32),-0.0388949 # DEPENDENCYPART_SIBL
(23,27),(23,33),-0.00524566 # DEPENDENCYPART_SIBL
(23,27),(23,34),-0.0375171 # DEPENDENCYPART_SIBL
(23,28),(23,30),0.00863382 # DEPENDENCYPART_SIBL
(23,28),(23,31),-0.0579952 # DEPENDENCYPART_SIBL
(23,28),(23,32),0.0119845 # DEPENDENCYPART_SIBL
(23,28),(23,33),-0.0585759 # DEPENDENCYPART_SIBL
(23,28),(23,34),0.0058885 # DEPENDENCYPART_SIBL
(23,30),(23,31),-0.127609 # DEPENDENCYPART_SIBL
(23,30),(23,32),-0.260434 # DEPENDENCYPART_SIBL
(23,30),(23,33),-0.0777814 # DEPENDENCYPART_SIBL
(23,30),(23,34),-0.0401525 # DEPENDENCYPART_SIBL
(23,31),(23,32),-0.0743888 # DEPENDENCYPART_SIBL
(23,31),(23,33),-0.153696 # DEPENDENCYPART_SIBL
(23,31),(23,34),-0.0169233 # DEPENDENCYPART_SIBL
(23,32),(23,33),-0.0780503 # DEPENDENCYPART_SIBL
(23,32),(23,34),-0.0424933 # DEPENDENCYPART_SIBL
(23,33),(23,34),0.127575 # DEPENDENCYPART_SIBL
(24,25),(24,26),-0.269154 # DEPENDENCYPART_SIBL
