# _root_ En aquests moments hi ha una discriminació de la balança fiscal envers Catalunya i l' Estat , per moltes voltes que hi vulgui donar , no ens deixarà a tots contents .
#goldHeads=5,3,1,5,0,7,5,7,10,8,10,7,12,13,16,13,18,5,20,18,23,23,20,23,5,28,28,5,28,29,28,5,
#predictedHeads=5,3,1,5,0,7,5,7,10,8,10,7,12,13,16,13,18,28,20,18,23,23,20,23,18,28,28,7,28,29,30,5,
(6,7),(7,5),-1.24918 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.15988 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.336599 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-1.14882 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.787218 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.43293 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-1.16913 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.605325 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-1.07629 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.717782 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.326937 # DEPENDENCYPART_GRANDPAR
(6,7),(7,20),-1.46978 # DEPENDENCYPART_GRANDPAR
(6,7),(7,23),-0.294017 # DEPENDENCYPART_GRANDPAR
(6,7),(7,24),-0.275068 # DEPENDENCYPART_GRANDPAR
(6,7),(7,28),-0.332122 # DEPENDENCYPART_GRANDPAR
(6,7),(7,32),-0.59344 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.24912 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,10),-1.04377 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.724028 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.522141 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-1.05184 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.604304 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.953812 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.0712858 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.406136 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.49822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,14),-0.781885 # DEPENDENCYPART_GRANDPAR
(7,1),(1,17),-0.845377 # DEPENDENCYPART_GRANDPAR
(7,1),(1,25),-1.04722 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.39866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.163353 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.551144 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.171782 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.15368 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.14213 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.57307 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.327037 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.884566 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.729985 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.844562 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-0.927425 # DEPENDENCYPART_GRANDPAR
(7,5),(5,18),-0.816162 # DEPENDENCYPART_GRANDPAR
(7,5),(5,23),-0.58963 # DEPENDENCYPART_GRANDPAR
(7,5),(5,24),-0.643258 # DEPENDENCYPART_GRANDPAR
(7,5),(5,25),-1.12927 # DEPENDENCYPART_GRANDPAR
(7,5),(5,28),-0.920048 # DEPENDENCYPART_GRANDPAR
(7,5),(5,32),-2.16841 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.45317 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.286799 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.891936 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.364622 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.271146 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),0.0582086 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),0.348594 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),0.0223834 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),0.287492 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-1.25659 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.909443 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.347889 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.184122 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),0.0653495 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.00137961 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.0390469 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.118256 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),0.0493435 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),0.0321422 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),-0.165945 # DEPENDENCYPART_GRANDPAR
(7,10),(10,23),0.162011 # DEPENDENCYPART_GRANDPAR
(7,10),(10,24),0.0941958 # DEPENDENCYPART_GRANDPAR
(7,10),(10,28),-0.163651 # DEPENDENCYPART_GRANDPAR
(7,10),(10,30),-0.734245 # DEPENDENCYPART_GRANDPAR
(7,10),(10,31),-0.0128869 # DEPENDENCYPART_GRANDPAR
(7,10),(10,32),-1.28189 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-1.41616 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.335978 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),0.15528 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),0.116228 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),0.0524399 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),0.00159913 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),0.200814 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.0576533 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-1.41235 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.452028 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.0859317 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),0.0901497 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),3.49134e-05 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),0.039471 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.12114 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.0796114 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),-0.356898 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.145259 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.0133258 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.103168 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),0.00435793 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),-0.150798 # DEPENDENCYPART_GRANDPAR
(7,13),(13,23),0.150371 # DEPENDENCYPART_GRANDPAR
(7,13),(13,24),0.0825561 # DEPENDENCYPART_GRANDPAR
(7,13),(13,28),-0.175291 # DEPENDENCYPART_GRANDPAR
(7,13),(13,32),-1.278 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),0.154181 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.0159262 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),0.750081 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),0.0508118 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.000542938 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),-0.156991 # DEPENDENCYPART_GRANDPAR
(7,16),(16,23),0.134667 # DEPENDENCYPART_GRANDPAR
(7,16),(16,24),0.0668503 # DEPENDENCYPART_GRANDPAR
(7,16),(16,28),-0.190995 # DEPENDENCYPART_GRANDPAR
(7,16),(16,31),0.0312711 # DEPENDENCYPART_GRANDPAR
(7,16),(16,32),-1.27435 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),0.601125 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.0449379 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.172224 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),-0.164941 # DEPENDENCYPART_GRANDPAR
(7,18),(18,23),0.228187 # DEPENDENCYPART_GRANDPAR
(7,18),(18,24),0.166831 # DEPENDENCYPART_GRANDPAR
(7,18),(18,25),-0.32633 # DEPENDENCYPART_GRANDPAR
(7,18),(18,26),-0.350726 # DEPENDENCYPART_GRANDPAR
(7,18),(18,28),-0.106844 # DEPENDENCYPART_GRANDPAR
(7,18),(18,29),0.00846475 # DEPENDENCYPART_GRANDPAR
(7,18),(18,31),-0.0736208 # DEPENDENCYPART_GRANDPAR
(7,20),(20,1),-1.25659 # DEPENDENCYPART_GRANDPAR
(7,20),(20,15),0.776124 # DEPENDENCYPART_GRANDPAR
(7,20),(20,19),0.139403 # DEPENDENCYPART_GRANDPAR
(7,20),(20,21),-1.4616 # DEPENDENCYPART_GRANDPAR
(7,20),(20,22),-0.342341 # DEPENDENCYPART_GRANDPAR
(7,20),(20,23),0.162008 # DEPENDENCYPART_GRANDPAR
(7,20),(20,24),0.0941931 # DEPENDENCYPART_GRANDPAR
(7,20),(20,25),-0.152128 # DEPENDENCYPART_GRANDPAR
(7,20),(20,27),-0.659925 # DEPENDENCYPART_GRANDPAR
(7,20),(20,28),-0.163654 # DEPENDENCYPART_GRANDPAR
(7,20),(20,30),-0.734245 # DEPENDENCYPART_GRANDPAR
(7,20),(20,31),-0.0131561 # DEPENDENCYPART_GRANDPAR
(7,20),(20,32),-1.28152 # DEPENDENCYPART_GRANDPAR
(7,23),(23,1),-1.50575 # DEPENDENCYPART_GRANDPAR
(7,23),(23,4),-0.980104 # DEPENDENCYPART_GRANDPAR
(7,23),(23,5),-1.40476 # DEPENDENCYPART_GRANDPAR
(7,23),(23,7),-0.60634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,23),(23,11),0.179626 # DEPENDENCYPART_GRANDPAR
(7,23),(23,12),0.253305 # DEPENDENCYPART_GRANDPAR
(7,23),(23,15),0.503267 # DEPENDENCYPART_GRANDPAR
(7,23),(23,16),0.050418 # DEPENDENCYPART_GRANDPAR
(7,23),(23,17),0.139961 # DEPENDENCYPART_GRANDPAR
(7,23),(23,18),0.128953 # DEPENDENCYPART_GRANDPAR
(7,23),(23,20),-0.102911 # DEPENDENCYPART_GRANDPAR
(7,23),(23,21),-0.00606448 # DEPENDENCYPART_GRANDPAR
(7,23),(23,22),-0.0816735 # DEPENDENCYPART_GRANDPAR
(7,23),(23,24),0.360509 # DEPENDENCYPART_GRANDPAR
(7,23),(23,25),-0.149866 # DEPENDENCYPART_GRANDPAR
(7,23),(23,26),-0.290447 # DEPENDENCYPART_GRANDPAR
(7,23),(23,27),-0.451798 # DEPENDENCYPART_GRANDPAR
(7,23),(23,28),0.0468216 # DEPENDENCYPART_GRANDPAR
(7,23),(23,29),0.0513125 # DEPENDENCYPART_GRANDPAR
(7,23),(23,30),-0.501908 # DEPENDENCYPART_GRANDPAR
(7,23),(23,31),0.0706512 # DEPENDENCYPART_GRANDPAR
(7,23),(23,32),-1.32423 # DEPENDENCYPART_GRANDPAR
(7,24),(24,1),-1.50582 # DEPENDENCYPART_GRANDPAR
(7,24),(24,5),-1.40606 # DEPENDENCYPART_GRANDPAR
(7,24),(24,7),-0.620175 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,24),(24,11),0.168104 # DEPENDENCYPART_GRANDPAR
(7,24),(24,12),0.254366 # DEPENDENCYPART_GRANDPAR
(7,24),(24,16),0.0365743 # DEPENDENCYPART_GRANDPAR
(7,24),(24,17),0.138184 # DEPENDENCYPART_GRANDPAR
(7,24),(24,18),0.132235 # DEPENDENCYPART_GRANDPAR
(7,24),(24,20),-0.116747 # DEPENDENCYPART_GRANDPAR
(7,24),(24,21),-0.0340997 # DEPENDENCYPART_GRANDPAR
(7,24),(24,22),-0.108295 # DEPENDENCYPART_GRANDPAR
(7,24),(24,23),0.422388 # DEPENDENCYPART_GRANDPAR
(7,24),(24,25),-0.119698 # DEPENDENCYPART_GRANDPAR
(7,24),(24,26),-0.293964 # DEPENDENCYPART_GRANDPAR
(7,24),(24,27),-0.427544 # DEPENDENCYPART_GRANDPAR
(7,24),(24,28),0.0447087 # DEPENDENCYPART_GRANDPAR
(7,24),(24,29),0.0919488 # DEPENDENCYPART_GRANDPAR
(7,24),(24,30),-0.477654 # DEPENDENCYPART_GRANDPAR
(7,24),(24,31),0.0788908 # DEPENDENCYPART_GRANDPAR
(7,24),(24,32),-1.30042 # DEPENDENCYPART_GRANDPAR
(7,28),(28,1),-1.50574 # DEPENDENCYPART_GRANDPAR
(7,28),(28,5),-1.40476 # DEPENDENCYPART_GRANDPAR
(7,28),(28,7),-0.582411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,28),(28,10),0.106102 # DEPENDENCYPART_GRANDPAR
(7,28),(28,11),0.194254 # DEPENDENCYPART_GRANDPAR
(7,28),(28,12),0.27664 # DEPENDENCYPART_GRANDPAR
(7,28),(28,15),0.523386 # DEPENDENCYPART_GRANDPAR
(7,28),(28,16),0.0743465 # DEPENDENCYPART_GRANDPAR
(7,28),(28,17),0.186076 # DEPENDENCYPART_GRANDPAR
(7,28),(28,18),0.152283 # DEPENDENCYPART_GRANDPAR
(7,28),(28,20),-0.078983 # DEPENDENCYPART_GRANDPAR
(7,28),(28,21),0.0364896 # DEPENDENCYPART_GRANDPAR
(7,28),(28,22),-0.0566445 # DEPENDENCYPART_GRANDPAR
(7,28),(28,23),0.446995 # DEPENDENCYPART_GRANDPAR
(7,28),(28,24),0.369975 # DEPENDENCYPART_GRANDPAR
(7,28),(28,25),-0.0157697 # DEPENDENCYPART_GRANDPAR
(7,28),(28,26),-0.132589 # DEPENDENCYPART_GRANDPAR
(7,28),(28,27),-0.448133 # DEPENDENCYPART_GRANDPAR
(7,28),(28,29),0.0931915 # DEPENDENCYPART_GRANDPAR
(7,28),(28,30),-0.471199 # DEPENDENCYPART_GRANDPAR
(7,28),(28,31),0.0957064 # DEPENDENCYPART_GRANDPAR
(7,28),(28,32),-1.28761 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.205349 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.68029 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,1),-0.969355 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-1.46841 # DEPENDENCYPART_GRANDPAR
(8,10),(10,9),1.06377 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.199611 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.214265 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.319654 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.0759715 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.0171272 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.419338 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.398175 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.208746 # DEPENDENCYPART_GRANDPAR
(8,10),(10,23),0.1696 # DEPENDENCYPART_GRANDPAR
(8,10),(10,24),-0.0196013 # DEPENDENCYPART_GRANDPAR
(8,10),(10,28),-0.441101 # DEPENDENCYPART_GRANDPAR
(8,10),(10,30),-0.712401 # DEPENDENCYPART_GRANDPAR
(8,10),(10,31),-0.273836 # DEPENDENCYPART_GRANDPAR
(8,10),(10,32),-1.29391 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.996214 # DEPENDENCYPART_GRANDPAR
(8,11),(11,9),1.25811 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.0131244 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),0.0479607 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),0.0635966 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),0.342987 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.185148 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),0.147042 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-1.02832 # DEPENDENCYPART_GRANDPAR
(8,12),(12,9),1.34743 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.316732 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.193255 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.0770152 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),0.137961 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.503896 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.484349 # DEPENDENCYPART_GRANDPAR
(8,13),(13,9),1.0446 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.370607 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),0.0784891 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),0.127292 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.379333 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.0642659 # DEPENDENCYPART_GRANDPAR
(8,13),(13,23),0.21088 # DEPENDENCYPART_GRANDPAR
(8,13),(13,24),0.0216793 # DEPENDENCYPART_GRANDPAR
(8,13),(13,28),-0.399821 # DEPENDENCYPART_GRANDPAR
(8,13),(13,32),-1.20178 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),0.251565 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),0.0352487 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.506133 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.466407 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.480126 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.235124 # DEPENDENCYPART_GRANDPAR
(8,16),(16,23),0.10608 # DEPENDENCYPART_GRANDPAR
(8,16),(16,24),-0.0831227 # DEPENDENCYPART_GRANDPAR
(8,16),(16,28),-0.504621 # DEPENDENCYPART_GRANDPAR
(8,16),(16,31),-0.262378 # DEPENDENCYPART_GRANDPAR
(8,16),(16,32),-1.32941 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.0141006 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.363926 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),0.212722 # DEPENDENCYPART_GRANDPAR
(10,1),(1,14),-1.0426 # DEPENDENCYPART_GRANDPAR
(10,1),(1,17),-0.895691 # DEPENDENCYPART_GRANDPAR
(10,1),(1,25),-1.21121 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.564107 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),0.886451 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-1.22699 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.609346 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),-0.242268 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.14975 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.208277 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.10744 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),0.0339243 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.260212 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-1.22318 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.599078 # DEPENDENCYPART_GRANDPAR
(10,12),(12,11),0.0253163 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.17971 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.262438 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.0734511 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.173133 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.247908 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.636113 # DEPENDENCYPART_GRANDPAR
(10,13),(13,11),0.0838456 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.273916 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.212082 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.162328 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.35323 # DEPENDENCYPART_GRANDPAR
(10,13),(13,23),-0.0842327 # DEPENDENCYPART_GRANDPAR
(10,13),(13,24),-0.207186 # DEPENDENCYPART_GRANDPAR
(10,13),(13,28),-0.319498 # DEPENDENCYPART_GRANDPAR
(10,13),(13,32),-1.18455 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.243169 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.275453 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.280648 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),0.000662789 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.167229 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.359423 # DEPENDENCYPART_GRANDPAR
(10,16),(16,23),-0.0999367 # DEPENDENCYPART_GRANDPAR
(10,16),(16,24),-0.222892 # DEPENDENCYPART_GRANDPAR
(10,16),(16,28),-0.335202 # DEPENDENCYPART_GRANDPAR
(10,16),(16,31),-0.208797 # DEPENDENCYPART_GRANDPAR
(10,16),(16,32),-1.18091 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),0.131585 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.0929244 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.460857 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.371033 # DEPENDENCYPART_GRANDPAR
(10,18),(18,23),-0.00795041 # DEPENDENCYPART_GRANDPAR
(10,18),(18,24),-0.124444 # DEPENDENCYPART_GRANDPAR
(10,18),(18,25),-0.49165 # DEPENDENCYPART_GRANDPAR
(10,18),(18,26),-0.460304 # DEPENDENCYPART_GRANDPAR
(10,18),(18,28),-0.252585 # DEPENDENCYPART_GRANDPAR
(10,18),(18,29),-0.140235 # DEPENDENCYPART_GRANDPAR
(10,18),(18,31),-0.315271 # DEPENDENCYPART_GRANDPAR
(10,20),(20,1),-1.06741 # DEPENDENCYPART_GRANDPAR
(10,20),(20,15),0.306691 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.145091 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-1.32314 # DEPENDENCYPART_GRANDPAR
(10,20),(20,22),-0.437596 # DEPENDENCYPART_GRANDPAR
(10,20),(20,23),-0.0725957 # DEPENDENCYPART_GRANDPAR
(10,20),(20,24),-0.195549 # DEPENDENCYPART_GRANDPAR
(10,20),(20,25),-0.315953 # DEPENDENCYPART_GRANDPAR
(10,20),(20,27),-0.754941 # DEPENDENCYPART_GRANDPAR
(10,20),(20,28),-0.307861 # DEPENDENCYPART_GRANDPAR
(10,20),(20,30),-0.796765 # DEPENDENCYPART_GRANDPAR
(10,20),(20,31),-0.253225 # DEPENDENCYPART_GRANDPAR
(10,20),(20,32),-1.18807 # DEPENDENCYPART_GRANDPAR
(10,23),(23,1),-1.31657 # DEPENDENCYPART_GRANDPAR
(10,23),(23,4),-0.732335 # DEPENDENCYPART_GRANDPAR
(10,23),(23,5),-1.36426 # DEPENDENCYPART_GRANDPAR
(10,23),(23,7),-0.918715 # DEPENDENCYPART_GRANDPAR
(10,23),(23,11),0.118144 # DEPENDENCYPART_GRANDPAR
(10,23),(23,12),-0.144113 # DEPENDENCYPART_GRANDPAR
(10,23),(23,15),0.0328604 # DEPENDENCYPART_GRANDPAR
(10,23),(23,16),-0.0550945 # DEPENDENCYPART_GRANDPAR
(10,23),(23,17),0.0908009 # DEPENDENCYPART_GRANDPAR
(10,23),(23,18),-0.0378073 # DEPENDENCYPART_GRANDPAR
(10,23),(23,20),-0.301943 # DEPENDENCYPART_GRANDPAR
(10,23),(23,21),0.133674 # DEPENDENCYPART_GRANDPAR
(10,23),(23,22),-0.17565 # DEPENDENCYPART_GRANDPAR
(10,23),(23,24),0.0709269 # DEPENDENCYPART_GRANDPAR
(10,23),(23,25),-0.313531 # DEPENDENCYPART_GRANDPAR
(10,23),(23,26),-0.398333 # DEPENDENCYPART_GRANDPAR
(10,23),(23,27),-0.546654 # DEPENDENCYPART_GRANDPAR
(10,23),(23,28),-0.0972262 # DEPENDENCYPART_GRANDPAR
(10,23),(23,29),-0.0964586 # DEPENDENCYPART_GRANDPAR
(10,23),(23,30),-0.564268 # DEPENDENCYPART_GRANDPAR
(10,23),(23,31),-0.169306 # DEPENDENCYPART_GRANDPAR
(10,23),(23,32),-1.23063 # DEPENDENCYPART_GRANDPAR
(10,24),(24,1),-1.31665 # DEPENDENCYPART_GRANDPAR
(10,24),(24,5),-1.36556 # DEPENDENCYPART_GRANDPAR
(10,24),(24,7),-0.918748 # DEPENDENCYPART_GRANDPAR
(10,24),(24,11),0.106622 # DEPENDENCYPART_GRANDPAR
(10,24),(24,12),-0.143052 # DEPENDENCYPART_GRANDPAR
(10,24),(24,16),-0.0689383 # DEPENDENCYPART_GRANDPAR
(10,24),(24,17),0.0890238 # DEPENDENCYPART_GRANDPAR
(10,24),(24,18),-0.034525 # DEPENDENCYPART_GRANDPAR
(10,24),(24,20),-0.315778 # DEPENDENCYPART_GRANDPAR
(10,24),(24,21),0.105638 # DEPENDENCYPART_GRANDPAR
(10,24),(24,22),-0.202271 # DEPENDENCYPART_GRANDPAR
(10,24),(24,23),0.1885 # DEPENDENCYPART_GRANDPAR
(10,24),(24,25),-0.283364 # DEPENDENCYPART_GRANDPAR
(10,24),(24,26),-0.401849 # DEPENDENCYPART_GRANDPAR
(10,24),(24,27),-0.522399 # DEPENDENCYPART_GRANDPAR
(10,24),(24,28),-0.0993391 # DEPENDENCYPART_GRANDPAR
(10,24),(24,29),-0.0558222 # DEPENDENCYPART_GRANDPAR
(10,24),(24,30),-0.540014 # DEPENDENCYPART_GRANDPAR
(10,24),(24,31),-0.161066 # DEPENDENCYPART_GRANDPAR
(10,24),(24,32),-1.20681 # DEPENDENCYPART_GRANDPAR
(10,28),(28,1),-1.31657 # DEPENDENCYPART_GRANDPAR
(10,28),(28,5),-1.36426 # DEPENDENCYPART_GRANDPAR
(10,28),(28,7),-0.918713 # DEPENDENCYPART_GRANDPAR
(10,28),(28,10),-0.89684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,28),(28,11),0.132772 # DEPENDENCYPART_GRANDPAR
(10,28),(28,12),-0.120778 # DEPENDENCYPART_GRANDPAR
(10,28),(28,15),0.0529795 # DEPENDENCYPART_GRANDPAR
(10,28),(28,16),-0.0311661 # DEPENDENCYPART_GRANDPAR
(10,28),(28,17),0.136916 # DEPENDENCYPART_GRANDPAR
(10,28),(28,18),-0.0144769 # DEPENDENCYPART_GRANDPAR
(10,28),(28,20),-0.278015 # DEPENDENCYPART_GRANDPAR
(10,28),(28,21),0.176228 # DEPENDENCYPART_GRANDPAR
(10,28),(28,22),-0.150621 # DEPENDENCYPART_GRANDPAR
(10,28),(28,23),0.213107 # DEPENDENCYPART_GRANDPAR
(10,28),(28,24),0.0809489 # DEPENDENCYPART_GRANDPAR
