# _root_ Boff va ser condemnat pel Vaticà , l' any_1985 , a un any de silenci i va tornar a ser amonestat posteriorment pel contingut dels seus escrits .
#goldHeads=4,4,4,0,4,5,9,9,4,9,4,13,11,13,14,4,21,21,21,21,4,21,21,23,24,27,25,4,
#predictedHeads=4,4,4,0,4,5,9,9,4,11,4,13,11,13,14,4,21,21,21,21,4,21,21,23,24,27,25,4,
(20,3),(20,23),0.168922 # DEPENDENCYPART_SIBL
(20,3),(20,24),0.00422243 # DEPENDENCYPART_SIBL
(20,3),(20,25),0.0106818 # DEPENDENCYPART_SIBL
(20,3),(20,27),0.0108041 # DEPENDENCYPART_SIBL
(20,3),(20,28),0.00439969 # DEPENDENCYPART_SIBL
(20,4),(20,5),-0.0196075 # DEPENDENCYPART_SIBL
(20,4),(20,11),0.349979 # DEPENDENCYPART_SIBL
(20,4),(20,13),0.0297449 # DEPENDENCYPART_SIBL
(20,4),(20,15),-0.0172671 # DEPENDENCYPART_SIBL
(20,4),(20,17),-0.0605084 # DEPENDENCYPART_SIBL
(20,4),(20,18),0.218959 # DEPENDENCYPART_SIBL
(20,4),(20,19),0.349979 # DEPENDENCYPART_SIBL
(20,4),(20,21),-0.0235448 # DEPENDENCYPART_SIBL
(20,4),(20,22),0.043202 # DEPENDENCYPART_SIBL
(20,4),(20,23),0.00917974 # DEPENDENCYPART_SIBL
(20,4),(20,24),0.0401172 # DEPENDENCYPART_SIBL
(20,4),(20,25),-0.118893 # DEPENDENCYPART_SIBL
(20,4),(20,27),0.0466989 # DEPENDENCYPART_SIBL
(20,4),(20,28),0.0547221 # DEPENDENCYPART_SIBL
(20,5),(20,11),0.120847 # DEPENDENCYPART_SIBL
(20,5),(20,13),0.0128866 # DEPENDENCYPART_SIBL
(20,5),(20,15),-0.00818484 # DEPENDENCYPART_SIBL
(20,5),(20,17),-0.0481473 # DEPENDENCYPART_SIBL
(20,5),(20,18),0.132539 # DEPENDENCYPART_SIBL
(20,5),(20,19),0.120847 # DEPENDENCYPART_SIBL
(20,5),(20,21),0.00767715 # DEPENDENCYPART_SIBL
(20,5),(20,22),0.0640804 # DEPENDENCYPART_SIBL
(20,5),(20,23),-0.06528 # DEPENDENCYPART_SIBL
(20,5),(20,24),0.071844 # DEPENDENCYPART_SIBL
(20,5),(20,25),-0.118193 # DEPENDENCYPART_SIBL
(20,5),(20,27),0.0684766 # DEPENDENCYPART_SIBL
(20,5),(20,28),0.0334096 # DEPENDENCYPART_SIBL
(20,11),(20,13),0.0187718 # DEPENDENCYPART_SIBL
(20,11),(20,15),-0.00916364 # DEPENDENCYPART_SIBL
(20,11),(20,17),-0.0754264 # DEPENDENCYPART_SIBL
(20,11),(20,18),0.107524 # DEPENDENCYPART_SIBL
(20,11),(20,19),0.090555 # DEPENDENCYPART_SIBL
(20,11),(20,21),0.0483768 # DEPENDENCYPART_SIBL
(20,11),(20,22),0.0521216 # DEPENDENCYPART_SIBL
(20,11),(20,23),-0.0173443 # DEPENDENCYPART_SIBL
(20,11),(20,24),0.122447 # DEPENDENCYPART_SIBL
(20,11),(20,25),-0.067764 # DEPENDENCYPART_SIBL
(20,11),(20,27),0.114356 # DEPENDENCYPART_SIBL
(20,11),(20,28),0.0707107 # DEPENDENCYPART_SIBL
(20,13),(20,15),-0.659612 # DEPENDENCYPART_SIBL
(20,13),(20,17),0.153935 # DEPENDENCYPART_SIBL
(20,13),(20,18),0.26273 # DEPENDENCYPART_SIBL
(20,13),(20,19),0.214748 # DEPENDENCYPART_SIBL
(20,13),(20,21),0.0127726 # DEPENDENCYPART_SIBL
(20,13),(20,22),-0.0376516 # DEPENDENCYPART_SIBL
(20,13),(20,23),-0.0255872 # DEPENDENCYPART_SIBL
(20,13),(20,24),0.0131926 # DEPENDENCYPART_SIBL
(20,13),(20,25),-0.0611021 # DEPENDENCYPART_SIBL
(20,13),(20,27),0.0218077 # DEPENDENCYPART_SIBL
(20,13),(20,28),0.00244633 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.099715 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.225537 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.18887 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.0387027 # DEPENDENCYPART_SIBL
(20,15),(20,22),-0.0499196 # DEPENDENCYPART_SIBL
(20,15),(20,23),-0.0792816 # DEPENDENCYPART_SIBL
(20,15),(20,24),-0.0234538 # DEPENDENCYPART_SIBL
(20,15),(20,25),-0.114079 # DEPENDENCYPART_SIBL
(20,15),(20,27),-0.0148387 # DEPENDENCYPART_SIBL
(20,15),(20,28),-0.040993 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.347879 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.502243 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.0428394 # DEPENDENCYPART_SIBL
(20,17),(20,22),0.0584219 # DEPENDENCYPART_SIBL
(20,17),(20,23),0.0512016 # DEPENDENCYPART_SIBL
(20,17),(20,24),0.0247892 # DEPENDENCYPART_SIBL
(20,17),(20,25),-0.0731903 # DEPENDENCYPART_SIBL
(20,17),(20,27),0.0336146 # DEPENDENCYPART_SIBL
(20,17),(20,28),0.344284 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.879844 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.105844 # DEPENDENCYPART_SIBL
(20,18),(20,22),0.166473 # DEPENDENCYPART_SIBL
(20,18),(20,23),0.18949 # DEPENDENCYPART_SIBL
(20,18),(20,24),0.19968 # DEPENDENCYPART_SIBL
(20,18),(20,25),0.0613121 # DEPENDENCYPART_SIBL
(20,18),(20,27),0.206262 # DEPENDENCYPART_SIBL
(20,18),(20,28),0.196945 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.0483768 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.0521216 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.0173443 # DEPENDENCYPART_SIBL
(20,19),(20,24),0.122447 # DEPENDENCYPART_SIBL
(20,19),(20,25),-0.067764 # DEPENDENCYPART_SIBL
(20,19),(20,27),0.114356 # DEPENDENCYPART_SIBL
(20,19),(20,28),0.0707107 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.00983018 # DEPENDENCYPART_SIBL
(20,21),(20,23),0.00188422 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.0149948 # DEPENDENCYPART_SIBL
(20,21),(20,25),-0.0614139 # DEPENDENCYPART_SIBL
(20,21),(20,27),-0.0146313 # DEPENDENCYPART_SIBL
(20,21),(20,28),0.000642401 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.00628832 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.0518169 # DEPENDENCYPART_SIBL
(20,22),(20,25),-0.0695111 # DEPENDENCYPART_SIBL
(20,22),(20,27),-0.0546225 # DEPENDENCYPART_SIBL
(20,22),(20,28),-0.0243634 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.120372 # DEPENDENCYPART_SIBL
(20,23),(20,25),-0.237836 # DEPENDENCYPART_SIBL
(20,23),(20,27),-0.119685 # DEPENDENCYPART_SIBL
(20,23),(20,28),-0.00469196 # DEPENDENCYPART_SIBL
(20,24),(20,25),-0.157417 # DEPENDENCYPART_SIBL
(20,24),(20,27),-0.281698 # DEPENDENCYPART_SIBL
(20,24),(20,28),-0.00126369 # DEPENDENCYPART_SIBL
(20,25),(20,27),-0.115463 # DEPENDENCYPART_SIBL
(20,25),(20,28),-0.0782281 # DEPENDENCYPART_SIBL
(20,27),(20,28),0.0134643 # DEPENDENCYPART_SIBL
(21,1),(21,2),0.127094 # DEPENDENCYPART_SIBL
(21,1),(21,3),-0.00903264 # DEPENDENCYPART_SIBL
(21,1),(21,4),-0.00838993 # DEPENDENCYPART_SIBL
(21,1),(21,5),-0.100438 # DEPENDENCYPART_SIBL
(21,1),(21,7),-0.491373 # DEPENDENCYPART_SIBL
(21,1),(21,9),-0.190466 # DEPENDENCYPART_SIBL
(21,1),(21,10),-0.491373 # DEPENDENCYPART_SIBL
(21,1),(21,11),-0.0100645 # DEPENDENCYPART_SIBL
(21,1),(21,13),-0.71824 # DEPENDENCYPART_SIBL
(21,1),(21,14),-0.00990911 # DEPENDENCYPART_SIBL
(21,1),(21,15),-0.746214 # DEPENDENCYPART_SIBL
(21,1),(21,16),-0.0334843 # DEPENDENCYPART_SIBL
(21,1),(21,17),0.127094 # DEPENDENCYPART_SIBL
(21,1),(21,18),0.195958 # DEPENDENCYPART_SIBL
(21,1),(21,19),-0.0100645 # DEPENDENCYPART_SIBL
(21,1),(21,20),-0.00903264 # DEPENDENCYPART_SIBL
(21,1),(21,22),0.00637069 # DEPENDENCYPART_SIBL
(21,1),(21,23),0.0468729 # DEPENDENCYPART_SIBL
(21,1),(21,24),-0.0386927 # DEPENDENCYPART_SIBL
(21,1),(21,25),-0.00233003 # DEPENDENCYPART_SIBL
(21,1),(21,27),-0.0300776 # DEPENDENCYPART_SIBL
(21,1),(21,28),0.0251088 # DEPENDENCYPART_SIBL
(21,2),(21,3),0.160635 # DEPENDENCYPART_SIBL
(21,2),(21,4),-0.00194456 # DEPENDENCYPART_SIBL
(21,2),(21,5),-0.00367721 # DEPENDENCYPART_SIBL
(21,2),(21,7),-0.128308 # DEPENDENCYPART_SIBL
(21,2),(21,9),-0.00767456 # DEPENDENCYPART_SIBL
(21,2),(21,10),-0.128308 # DEPENDENCYPART_SIBL
(21,2),(21,11),0.273496 # DEPENDENCYPART_SIBL
(21,2),(21,13),0.0151791 # DEPENDENCYPART_SIBL
(21,2),(21,14),0.321558 # DEPENDENCYPART_SIBL
(21,2),(21,15),-0.0263828 # DEPENDENCYPART_SIBL
(21,2),(21,16),0.0692713 # DEPENDENCYPART_SIBL
(21,2),(21,17),-0.0538155 # DEPENDENCYPART_SIBL
(21,2),(21,18),0.289351 # DEPENDENCYPART_SIBL
(21,2),(21,19),0.273496 # DEPENDENCYPART_SIBL
(21,2),(21,20),0.160635 # DEPENDENCYPART_SIBL
(21,2),(21,22),0.0238959 # DEPENDENCYPART_SIBL
(21,2),(21,23),0.0787134 # DEPENDENCYPART_SIBL
(21,2),(21,24),-0.0524615 # DEPENDENCYPART_SIBL
(21,2),(21,25),-0.0566846 # DEPENDENCYPART_SIBL
(21,2),(21,27),-0.0436361 # DEPENDENCYPART_SIBL
(21,2),(21,28),0.278657 # DEPENDENCYPART_SIBL
(21,3),(21,4),-0.123335 # DEPENDENCYPART_SIBL
(21,3),(21,5),-0.1503 # DEPENDENCYPART_SIBL
(21,3),(21,7),-0.169901 # DEPENDENCYPART_SIBL
(21,3),(21,9),-0.0593982 # DEPENDENCYPART_SIBL
(21,3),(21,10),-0.169901 # DEPENDENCYPART_SIBL
(21,3),(21,11),0.0299673 # DEPENDENCYPART_SIBL
(21,3),(21,13),-0.00470879 # DEPENDENCYPART_SIBL
(21,3),(21,14),0.143676 # DEPENDENCYPART_SIBL
(21,3),(21,15),-0.0464517 # DEPENDENCYPART_SIBL
(21,3),(21,16),0.0318802 # DEPENDENCYPART_SIBL
(21,3),(21,17),-0.113474 # DEPENDENCYPART_SIBL
(21,3),(21,18),0.111034 # DEPENDENCYPART_SIBL
(21,3),(21,19),0.0299673 # DEPENDENCYPART_SIBL
(21,3),(21,20),-0.05445 # DEPENDENCYPART_SIBL
(21,3),(21,22),0.03855 # DEPENDENCYPART_SIBL
(21,3),(21,23),0.220458 # DEPENDENCYPART_SIBL
(21,3),(21,24),-0.0620208 # DEPENDENCYPART_SIBL
(21,3),(21,25),0.0512115 # DEPENDENCYPART_SIBL
(21,3),(21,27),-0.0554391 # DEPENDENCYPART_SIBL
(21,3),(21,28),-0.0133823 # DEPENDENCYPART_SIBL
(21,4),(21,5),-0.0860539 # DEPENDENCYPART_SIBL
(21,4),(21,7),-0.146463 # DEPENDENCYPART_SIBL
(21,4),(21,9),-0.0365738 # DEPENDENCYPART_SIBL
(21,4),(21,10),-0.146463 # DEPENDENCYPART_SIBL
(21,4),(21,11),0.107048 # DEPENDENCYPART_SIBL
(21,4),(21,13),0.0130106 # DEPENDENCYPART_SIBL
(21,4),(21,14),0.226027 # DEPENDENCYPART_SIBL
(21,4),(21,15),-0.0288108 # DEPENDENCYPART_SIBL
(21,4),(21,16),0.0544529 # DEPENDENCYPART_SIBL
(21,4),(21,17),-0.0415792 # DEPENDENCYPART_SIBL
(21,4),(21,18),0.153468 # DEPENDENCYPART_SIBL
(21,4),(21,19),0.107048 # DEPENDENCYPART_SIBL
(21,4),(21,20),-0.010615 # DEPENDENCYPART_SIBL
(21,4),(21,22),-0.00601357 # DEPENDENCYPART_SIBL
(21,4),(21,23),0.0381518 # DEPENDENCYPART_SIBL
(21,4),(21,24),-0.0487006 # DEPENDENCYPART_SIBL
(21,4),(21,25),-0.100927 # DEPENDENCYPART_SIBL
(21,4),(21,27),-0.0421189 # DEPENDENCYPART_SIBL
(21,4),(21,28),0.00674907 # DEPENDENCYPART_SIBL
(21,5),(21,7),-0.261282 # DEPENDENCYPART_SIBL
(21,5),(21,9),0.00358927 # DEPENDENCYPART_SIBL
(21,5),(21,10),-0.261282 # DEPENDENCYPART_SIBL
(21,5),(21,11),0.0108909 # DEPENDENCYPART_SIBL
(21,5),(21,13),0.0199262 # DEPENDENCYPART_SIBL
(21,5),(21,14),0.0251678 # DEPENDENCYPART_SIBL
(21,5),(21,15),0.00413986 # DEPENDENCYPART_SIBL
(21,5),(21,16),0.167869 # DEPENDENCYPART_SIBL
(21,5),(21,17),0.0321053 # DEPENDENCYPART_SIBL
(21,5),(21,18),0.141824 # DEPENDENCYPART_SIBL
(21,5),(21,19),0.0108909 # DEPENDENCYPART_SIBL
(21,5),(21,20),0.0602273 # DEPENDENCYPART_SIBL
(21,5),(21,22),0.0230219 # DEPENDENCYPART_SIBL
(21,5),(21,23),-0.0223568 # DEPENDENCYPART_SIBL
(21,5),(21,24),-0.0081164 # DEPENDENCYPART_SIBL
(21,5),(21,25),-0.0884789 # DEPENDENCYPART_SIBL
(21,5),(21,27),-0.0114838 # DEPENDENCYPART_SIBL
(21,5),(21,28),1.6402e-05 # DEPENDENCYPART_SIBL
(21,7),(21,9),0.0308576 # DEPENDENCYPART_SIBL
(21,7),(21,10),-0.361012 # DEPENDENCYPART_SIBL
(21,7),(21,11),0.0673494 # DEPENDENCYPART_SIBL
(21,7),(21,13),0.119566 # DEPENDENCYPART_SIBL
(21,7),(21,14),0.00649614 # DEPENDENCYPART_SIBL
(21,7),(21,15),0.00966202 # DEPENDENCYPART_SIBL
(21,7),(21,16),0.130517 # DEPENDENCYPART_SIBL
(21,7),(21,17),0.142924 # DEPENDENCYPART_SIBL
(21,7),(21,18),0.235928 # DEPENDENCYPART_SIBL
(21,7),(21,19),0.0673494 # DEPENDENCYPART_SIBL
(21,7),(21,20),0.136085 # DEPENDENCYPART_SIBL
(21,7),(21,22),-0.00691808 # DEPENDENCYPART_SIBL
(21,7),(21,23),0.0432206 # DEPENDENCYPART_SIBL
(21,7),(21,24),-0.0484686 # DEPENDENCYPART_SIBL
(21,7),(21,25),-0.0148955 # DEPENDENCYPART_SIBL
(21,7),(21,27),-0.0172192 # DEPENDENCYPART_SIBL
(21,7),(21,28),-0.48189 # DEPENDENCYPART_SIBL
(21,9),(21,10),-0.205149 # DEPENDENCYPART_SIBL
(21,9),(21,11),0.0747683 # DEPENDENCYPART_SIBL
(21,9),(21,13),0.0254347 # DEPENDENCYPART_SIBL
(21,9),(21,14),0.0584998 # DEPENDENCYPART_SIBL
(21,9),(21,15),-0.0063859 # DEPENDENCYPART_SIBL
(21,9),(21,16),-0.0626704 # DEPENDENCYPART_SIBL
(21,9),(21,17),0.0397262 # DEPENDENCYPART_SIBL
(21,9),(21,18),0.174945 # DEPENDENCYPART_SIBL
(21,9),(21,19),0.0747683 # DEPENDENCYPART_SIBL
(21,9),(21,20),0.0754638 # DEPENDENCYPART_SIBL
(21,9),(21,22),-0.028555 # DEPENDENCYPART_SIBL
(21,9),(21,23),-0.0252052 # DEPENDENCYPART_SIBL
(21,9),(21,24),-0.00201576 # DEPENDENCYPART_SIBL
(21,9),(21,25),-0.058519 # DEPENDENCYPART_SIBL
(21,9),(21,27),0.00103684 # DEPENDENCYPART_SIBL
(21,9),(21,28),-0.0283135 # DEPENDENCYPART_SIBL
(21,10),(21,11),0.0673494 # DEPENDENCYPART_SIBL
(21,10),(21,13),0.119566 # DEPENDENCYPART_SIBL
(21,10),(21,14),0.00649614 # DEPENDENCYPART_SIBL
(21,10),(21,15),0.00966202 # DEPENDENCYPART_SIBL
(21,10),(21,16),0.130517 # DEPENDENCYPART_SIBL
(21,10),(21,17),0.142924 # DEPENDENCYPART_SIBL
(21,10),(21,18),0.235928 # DEPENDENCYPART_SIBL
(21,10),(21,19),0.0673494 # DEPENDENCYPART_SIBL
(21,10),(21,20),0.136085 # DEPENDENCYPART_SIBL
(21,10),(21,22),-0.00691808 # DEPENDENCYPART_SIBL
(21,10),(21,23),0.0432206 # DEPENDENCYPART_SIBL
(21,10),(21,24),-0.0484686 # DEPENDENCYPART_SIBL
(21,10),(21,25),-0.0148955 # DEPENDENCYPART_SIBL
(21,10),(21,27),-0.0172192 # DEPENDENCYPART_SIBL
(21,10),(21,28),-0.48189 # DEPENDENCYPART_SIBL
(21,11),(21,13),0.0379536 # DEPENDENCYPART_SIBL
(21,11),(21,14),-0.0338873 # DEPENDENCYPART_SIBL
(21,11),(21,15),0.0153032 # DEPENDENCYPART_SIBL
(21,11),(21,16),0.130579 # DEPENDENCYPART_SIBL
(21,11),(21,17),0.0202702 # DEPENDENCYPART_SIBL
(21,11),(21,18),0.132252 # DEPENDENCYPART_SIBL
(21,11),(21,19),-0.00111384 # DEPENDENCYPART_SIBL
(21,11),(21,20),0.0429885 # DEPENDENCYPART_SIBL
(21,11),(21,22),-0.0547566 # DEPENDENCYPART_SIBL
(21,11),(21,23),-0.0475283 # DEPENDENCYPART_SIBL
(21,11),(21,24),-0.0291376 # DEPENDENCYPART_SIBL
(21,11),(21,25),-0.111157 # DEPENDENCYPART_SIBL
(21,11),(21,27),-0.0372288 # DEPENDENCYPART_SIBL
(21,11),(21,28),-0.00782201 # DEPENDENCYPART_SIBL
(21,13),(21,14),0.012454 # DEPENDENCYPART_SIBL
(21,13),(21,15),-0.660605 # DEPENDENCYPART_SIBL
(21,13),(21,16),-0.00121835 # DEPENDENCYPART_SIBL
(21,13),(21,17),0.150308 # DEPENDENCYPART_SIBL
(21,13),(21,18),0.21331 # DEPENDENCYPART_SIBL
(21,13),(21,19),0.00595425 # DEPENDENCYPART_SIBL
(21,13),(21,20),0.0125746 # DEPENDENCYPART_SIBL
(21,13),(21,22),-0.0175939 # DEPENDENCYPART_SIBL
(21,13),(21,23),0.0386257 # DEPENDENCYPART_SIBL
(21,13),(21,24),-0.0349033 # DEPENDENCYPART_SIBL
(21,13),(21,25),-0.0091025 # DEPENDENCYPART_SIBL
(21,13),(21,27),-0.0262882 # DEPENDENCYPART_SIBL
(21,13),(21,28),-0.000405868 # DEPENDENCYPART_SIBL
(21,14),(21,15),-0.0320479 # DEPENDENCYPART_SIBL
(21,14),(21,16),0.423413 # DEPENDENCYPART_SIBL
(21,14),(21,17),-0.0871162 # DEPENDENCYPART_SIBL
(21,14),(21,18),0.0881864 # DEPENDENCYPART_SIBL
(21,14),(21,19),-0.038398 # DEPENDENCYPART_SIBL
(21,14),(21,20),0.0594191 # DEPENDENCYPART_SIBL
(21,14),(21,22),-0.00846299 # DEPENDENCYPART_SIBL
(21,14),(21,23),0.0174146 # DEPENDENCYPART_SIBL
(21,14),(21,24),-0.0917102 # DEPENDENCYPART_SIBL
(21,14),(21,25),-0.0694514 # DEPENDENCYPART_SIBL
(21,14),(21,27),-0.0950604 # DEPENDENCYPART_SIBL
(21,14),(21,28),-0.00420776 # DEPENDENCYPART_SIBL
(21,15),(21,16),-0.040106 # DEPENDENCYPART_SIBL
(21,15),(21,17),0.104337 # DEPENDENCYPART_SIBL
(21,15),(21,18),0.184366 # DEPENDENCYPART_SIBL
(21,15),(21,19),-0.0122462 # DEPENDENCYPART_SIBL
(21,15),(21,20),-0.0145959 # DEPENDENCYPART_SIBL
(21,15),(21,22),-0.0263006 # DEPENDENCYPART_SIBL
(21,15),(21,23),-0.0126108 # DEPENDENCYPART_SIBL
(21,15),(21,24),-0.0666032 # DEPENDENCYPART_SIBL
(21,15),(21,25),-0.0596218 # DEPENDENCYPART_SIBL
(21,15),(21,27),-0.057988 # DEPENDENCYPART_SIBL
(21,15),(21,28),-0.0390631 # DEPENDENCYPART_SIBL
(21,16),(21,17),-0.0835769 # DEPENDENCYPART_SIBL
(21,16),(21,18),0.0874254 # DEPENDENCYPART_SIBL
(21,16),(21,19),0.0834439 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.0633136 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.026067 # DEPENDENCYPART_SIBL
(21,16),(21,23),-0.103457 # DEPENDENCYPART_SIBL
(21,16),(21,24),-0.170253 # DEPENDENCYPART_SIBL
(21,16),(21,25),-0.0751989 # DEPENDENCYPART_SIBL
(21,16),(21,27),-0.171424 # DEPENDENCYPART_SIBL
(21,16),(21,28),-0.00350219 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.289351 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.273496 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.160635 # DEPENDENCYPART_SIBL
(21,17),(21,22),0.0238959 # DEPENDENCYPART_SIBL
(21,17),(21,23),0.0787134 # DEPENDENCYPART_SIBL
(21,17),(21,24),-0.0524615 # DEPENDENCYPART_SIBL
(21,17),(21,25),-0.0566846 # DEPENDENCYPART_SIBL
(21,17),(21,27),-0.0436361 # DEPENDENCYPART_SIBL
(21,17),(21,28),0.278657 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.629949 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.0501247 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.109444 # DEPENDENCYPART_SIBL
(21,18),(21,23),0.197928 # DEPENDENCYPART_SIBL
(21,18),(21,24),0.1027 # DEPENDENCYPART_SIBL
(21,18),(21,25),0.0587448 # DEPENDENCYPART_SIBL
(21,18),(21,27),0.109282 # DEPENDENCYPART_SIBL
(21,18),(21,28),0.143332 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.0429885 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0547566 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.0475283 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.0291376 # DEPENDENCYPART_SIBL
(21,19),(21,25),-0.111157 # DEPENDENCYPART_SIBL
(21,19),(21,27),-0.0372288 # DEPENDENCYPART_SIBL
(21,19),(21,28),-0.00782201 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.03855 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.220458 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.0620208 # DEPENDENCYPART_SIBL
(21,20),(21,25),0.0512115 # DEPENDENCYPART_SIBL
(21,20),(21,27),-0.0554391 # DEPENDENCYPART_SIBL
(21,20),(21,28),-0.0133823 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.03081 # DEPENDENCYPART_SIBL
(21,22),(21,24),0.000256909 # DEPENDENCYPART_SIBL
(21,22),(21,25),-0.0369324 # DEPENDENCYPART_SIBL
(21,22),(21,27),-0.0025487 # DEPENDENCYPART_SIBL
(21,22),(21,28),-0.0349203 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.0474771 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.203478 # DEPENDENCYPART_SIBL
(21,23),(21,27),-0.0467894 # DEPENDENCYPART_SIBL
(21,23),(21,28),0.0061789 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.139055 # DEPENDENCYPART_SIBL
(21,24),(21,27),-0.253433 # DEPENDENCYPART_SIBL
(21,24),(21,28),-0.0297286 # DEPENDENCYPART_SIBL
(21,25),(21,27),-0.0486109 # DEPENDENCYPART_SIBL
(21,25),(21,28),-0.0801801 # DEPENDENCYPART_SIBL
(21,27),(21,28),-0.0150006 # DEPENDENCYPART_SIBL
(22,23),(22,24),0.00673831 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.0635432 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.0265866 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.32173 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.067923 # DEPENDENCYPART_SIBL
(23,21),(23,25),-0.0103889 # DEPENDENCYPART_SIBL
(23,22),(23,24),0.0380198 # DEPENDENCYPART_SIBL
(23,22),(23,25),0.129765 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.00733421 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.048329 # DEPENDENCYPART_SIBL
(24,22),(24,25),0.0355673 # DEPENDENCYPART_SIBL
(24,22),(24,26),-0.014439 # DEPENDENCYPART_SIBL
(24,22),(24,27),0.0343115 # DEPENDENCYPART_SIBL
(24,22),(24,28),0.0641303 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.0396819 # DEPENDENCYPART_SIBL
(24,23),(24,26),-0.0362748 # DEPENDENCYPART_SIBL
(24,23),(24,27),0.034612 # DEPENDENCYPART_SIBL
(24,23),(24,28),0.0315015 # DEPENDENCYPART_SIBL
(24,25),(24,26),0.0041963 # DEPENDENCYPART_SIBL
(24,25),(24,27),0.0149924 # DEPENDENCYPART_SIBL
(24,25),(24,28),0.0265989 # DEPENDENCYPART_SIBL
(24,26),(24,27),0.0401153 # DEPENDENCYPART_SIBL
(24,26),(24,28),-0.0413379 # DEPENDENCYPART_SIBL
(24,27),(24,28),-0.00934096 # DEPENDENCYPART_SIBL
(25,22),(25,27),0.0149476 # DEPENDENCYPART_SIBL
(27,4),(27,22),0.166035 # DEPENDENCYPART_SIBL
(27,4),(27,25),0.041587 # DEPENDENCYPART_SIBL
(27,4),(27,26),0.216882 # DEPENDENCYPART_SIBL
(27,22),(27,25),0.0356161 # DEPENDENCYPART_SIBL
(27,22),(27,26),0.0475549 # DEPENDENCYPART_SIBL
(27,25),(27,26),0.0665083 # DEPENDENCYPART_SIBL
(0,2),(2,1),1.19056 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.0523579 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.312561 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.333025 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.123566 # DEPENDENCYPART_GRANDPAR
(0,2),(2,28),1.94499 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),1.14895 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),1.97665 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.538943 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.367468 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.087241 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.362609 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.285326 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.186259 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),0.302381 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),0.261555 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),0.391339 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),-0.156084 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),0.113335 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),0.19045 # DEPENDENCYPART_GRANDPAR
(0,3),(3,20),-0.111769 # DEPENDENCYPART_GRANDPAR
