# _root_ Tot_i_que ahir hi va haver una reunió de darrera hora , no es va aconseguir acostar posicions , de_manera_que els treballadors han decidit anar a la vaga .
#goldHeads=5,5,5,5,15,7,5,7,10,8,5,15,15,15,0,15,16,23,23,21,23,23,15,23,24,27,25,15,
#predictedHeads=5,5,5,5,0,7,5,7,10,8,5,15,15,15,5,15,16,23,23,21,23,23,16,23,24,27,25,5,
(22,17),(22,25),-0.00667978 # DEPENDENCYPART_SIBL
(22,17),(22,28),0.00844351 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.679244 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.0862055 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.0250843 # DEPENDENCYPART_SIBL
(22,18),(22,23),-0.00993628 # DEPENDENCYPART_SIBL
(22,18),(22,24),0.00888294 # DEPENDENCYPART_SIBL
(22,18),(22,25),-0.0281219 # DEPENDENCYPART_SIBL
(22,18),(22,28),-0.487892 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.0900866 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.141653 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.037284 # DEPENDENCYPART_SIBL
(22,19),(22,24),0.0354905 # DEPENDENCYPART_SIBL
(22,19),(22,25),0.00700105 # DEPENDENCYPART_SIBL
(22,19),(22,28),-0.0928484 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.0299869 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.00341622 # DEPENDENCYPART_SIBL
(22,20),(22,24),0.0132208 # DEPENDENCYPART_SIBL
(22,20),(22,25),-0.0311493 # DEPENDENCYPART_SIBL
(22,20),(22,28),-0.111157 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.0237152 # DEPENDENCYPART_SIBL
(22,21),(22,24),0.0234778 # DEPENDENCYPART_SIBL
(22,21),(22,25),-0.0153114 # DEPENDENCYPART_SIBL
(22,21),(22,28),0.0193947 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.0135601 # DEPENDENCYPART_SIBL
(22,23),(22,25),0.00270285 # DEPENDENCYPART_SIBL
(22,23),(22,28),0.0210535 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.0282663 # DEPENDENCYPART_SIBL
(22,24),(22,28),0.0320954 # DEPENDENCYPART_SIBL
(22,25),(22,28),0.00561081 # DEPENDENCYPART_SIBL
(23,1),(23,2),0.207233 # DEPENDENCYPART_SIBL
(23,1),(23,4),0.15121 # DEPENDENCYPART_SIBL
(23,1),(23,5),0.0940966 # DEPENDENCYPART_SIBL
(23,1),(23,7),0.212301 # DEPENDENCYPART_SIBL
(23,1),(23,14),0.15121 # DEPENDENCYPART_SIBL
(23,1),(23,15),0.0963575 # DEPENDENCYPART_SIBL
(23,1),(23,16),0.128358 # DEPENDENCYPART_SIBL
(23,1),(23,17),0.211023 # DEPENDENCYPART_SIBL
(23,1),(23,18),-0.304117 # DEPENDENCYPART_SIBL
(23,1),(23,19),-0.109169 # DEPENDENCYPART_SIBL
(23,1),(23,20),-0.0539531 # DEPENDENCYPART_SIBL
(23,1),(23,21),0.20771 # DEPENDENCYPART_SIBL
(23,1),(23,22),0.176779 # DEPENDENCYPART_SIBL
(23,1),(23,24),0.0938954 # DEPENDENCYPART_SIBL
(23,1),(23,25),0.0291653 # DEPENDENCYPART_SIBL
(23,1),(23,27),0.00200589 # DEPENDENCYPART_SIBL
(23,1),(23,28),-0.0858562 # DEPENDENCYPART_SIBL
(23,2),(23,4),0.169529 # DEPENDENCYPART_SIBL
(23,2),(23,5),0.143906 # DEPENDENCYPART_SIBL
(23,2),(23,7),0.0610449 # DEPENDENCYPART_SIBL
(23,2),(23,14),0.169529 # DEPENDENCYPART_SIBL
(23,2),(23,15),0.107102 # DEPENDENCYPART_SIBL
(23,2),(23,16),0.141695 # DEPENDENCYPART_SIBL
(23,2),(23,17),0.0603243 # DEPENDENCYPART_SIBL
(23,2),(23,18),-0.251793 # DEPENDENCYPART_SIBL
(23,2),(23,19),0.0804987 # DEPENDENCYPART_SIBL
(23,2),(23,20),0.0100587 # DEPENDENCYPART_SIBL
(23,2),(23,21),0.0583432 # DEPENDENCYPART_SIBL
(23,2),(23,22),0.219713 # DEPENDENCYPART_SIBL
(23,2),(23,24),0.079456 # DEPENDENCYPART_SIBL
(23,2),(23,25),1.52647e-05 # DEPENDENCYPART_SIBL
(23,2),(23,27),-0.112255 # DEPENDENCYPART_SIBL
(23,2),(23,28),0.0426516 # DEPENDENCYPART_SIBL
(23,4),(23,5),0.128118 # DEPENDENCYPART_SIBL
(23,4),(23,7),-0.0145539 # DEPENDENCYPART_SIBL
(23,4),(23,14),-0.0240573 # DEPENDENCYPART_SIBL
(23,4),(23,15),-0.0452297 # DEPENDENCYPART_SIBL
(23,4),(23,16),0.0231164 # DEPENDENCYPART_SIBL
(23,4),(23,17),-0.0153042 # DEPENDENCYPART_SIBL
(23,4),(23,18),-0.127222 # DEPENDENCYPART_SIBL
(23,4),(23,19),0.0277483 # DEPENDENCYPART_SIBL
(23,4),(23,20),-0.0555371 # DEPENDENCYPART_SIBL
(23,4),(23,21),-0.0175042 # DEPENDENCYPART_SIBL
(23,4),(23,22),-0.0844537 # DEPENDENCYPART_SIBL
(23,4),(23,24),0.120797 # DEPENDENCYPART_SIBL
(23,4),(23,25),0.0070926 # DEPENDENCYPART_SIBL
(23,4),(23,27),-0.0207592 # DEPENDENCYPART_SIBL
(23,4),(23,28),0.337766 # DEPENDENCYPART_SIBL
(23,5),(23,7),-0.010488 # DEPENDENCYPART_SIBL
(23,5),(23,14),-0.0204864 # DEPENDENCYPART_SIBL
(23,5),(23,15),-0.119529 # DEPENDENCYPART_SIBL
(23,5),(23,16),-0.0635013 # DEPENDENCYPART_SIBL
(23,5),(23,17),-0.0112385 # DEPENDENCYPART_SIBL
(23,5),(23,18),-0.125849 # DEPENDENCYPART_SIBL
(23,5),(23,19),0.0218182 # DEPENDENCYPART_SIBL
(23,5),(23,20),-0.0687854 # DEPENDENCYPART_SIBL
(23,5),(23,21),-0.0134381 # DEPENDENCYPART_SIBL
(23,5),(23,22),-0.166599 # DEPENDENCYPART_SIBL
(23,5),(23,24),0.155588 # DEPENDENCYPART_SIBL
(23,5),(23,25),0.267086 # DEPENDENCYPART_SIBL
(23,5),(23,27),0.199444 # DEPENDENCYPART_SIBL
(23,5),(23,28),0.0970646 # DEPENDENCYPART_SIBL
(23,7),(23,14),0.193294 # DEPENDENCYPART_SIBL
(23,7),(23,15),0.0151212 # DEPENDENCYPART_SIBL
(23,7),(23,16),0.0479819 # DEPENDENCYPART_SIBL
(23,7),(23,17),-0.713732 # DEPENDENCYPART_SIBL
(23,7),(23,18),-0.470783 # DEPENDENCYPART_SIBL
(23,7),(23,19),0.0153937 # DEPENDENCYPART_SIBL
(23,7),(23,20),-0.116919 # DEPENDENCYPART_SIBL
(23,7),(23,21),-0.715959 # DEPENDENCYPART_SIBL
(23,7),(23,22),0.0878284 # DEPENDENCYPART_SIBL
(23,7),(23,24),0.0627962 # DEPENDENCYPART_SIBL
(23,7),(23,25),0.0242963 # DEPENDENCYPART_SIBL
(23,7),(23,27),-0.0241183 # DEPENDENCYPART_SIBL
(23,7),(23,28),0.0714683 # DEPENDENCYPART_SIBL
(23,14),(23,15),-0.0452297 # DEPENDENCYPART_SIBL
(23,14),(23,16),0.0231164 # DEPENDENCYPART_SIBL
(23,14),(23,17),-0.0153042 # DEPENDENCYPART_SIBL
(23,14),(23,18),-0.127222 # DEPENDENCYPART_SIBL
(23,14),(23,19),0.0277483 # DEPENDENCYPART_SIBL
(23,14),(23,20),-0.0555371 # DEPENDENCYPART_SIBL
(23,14),(23,21),-0.0175042 # DEPENDENCYPART_SIBL
(23,14),(23,22),-0.0844537 # DEPENDENCYPART_SIBL
(23,14),(23,24),0.120797 # DEPENDENCYPART_SIBL
(23,14),(23,25),0.0070926 # DEPENDENCYPART_SIBL
(23,14),(23,27),-0.0207592 # DEPENDENCYPART_SIBL
(23,14),(23,28),0.337766 # DEPENDENCYPART_SIBL
(23,15),(23,16),-0.0914695 # DEPENDENCYPART_SIBL
(23,15),(23,17),-0.0359562 # DEPENDENCYPART_SIBL
(23,15),(23,18),-0.163109 # DEPENDENCYPART_SIBL
(23,15),(23,19),-0.00778515 # DEPENDENCYPART_SIBL
(23,15),(23,20),-0.104747 # DEPENDENCYPART_SIBL
(23,15),(23,21),-0.0381558 # DEPENDENCYPART_SIBL
(23,15),(23,22),-0.193919 # DEPENDENCYPART_SIBL
(23,15),(23,24),0.026175 # DEPENDENCYPART_SIBL
(23,15),(23,25),-0.0611121 # DEPENDENCYPART_SIBL
(23,15),(23,27),-0.0756378 # DEPENDENCYPART_SIBL
(23,15),(23,28),0.0323081 # DEPENDENCYPART_SIBL
(23,16),(23,17),-0.0239039 # DEPENDENCYPART_SIBL
(23,16),(23,18),-0.152148 # DEPENDENCYPART_SIBL
(23,16),(23,19),0.00228343 # DEPENDENCYPART_SIBL
(23,16),(23,20),-0.088893 # DEPENDENCYPART_SIBL
(23,16),(23,21),-0.0261035 # DEPENDENCYPART_SIBL
(23,16),(23,22),-0.169928 # DEPENDENCYPART_SIBL
(23,16),(23,24),0.0561047 # DEPENDENCYPART_SIBL
(23,16),(23,25),-0.0062898 # DEPENDENCYPART_SIBL
(23,16),(23,27),-0.0298399 # DEPENDENCYPART_SIBL
(23,16),(23,28),0.0614334 # DEPENDENCYPART_SIBL
(23,17),(23,18),-0.476866 # DEPENDENCYPART_SIBL
(23,17),(23,19),0.00857641 # DEPENDENCYPART_SIBL
(23,17),(23,20),-0.123742 # DEPENDENCYPART_SIBL
(23,17),(23,21),-0.722782 # DEPENDENCYPART_SIBL
(23,17),(23,22),0.0773557 # DEPENDENCYPART_SIBL
(23,17),(23,24),0.0785318 # DEPENDENCYPART_SIBL
(23,17),(23,25),0.0211668 # DEPENDENCYPART_SIBL
(23,17),(23,27),-0.0192905 # DEPENDENCYPART_SIBL
(23,17),(23,28),0.0634716 # DEPENDENCYPART_SIBL
(23,18),(23,19),0.698955 # DEPENDENCYPART_SIBL
(23,18),(23,20),-0.0682155 # DEPENDENCYPART_SIBL
(23,18),(23,21),0.0417457 # DEPENDENCYPART_SIBL
(23,18),(23,22),0.180731 # DEPENDENCYPART_SIBL
(23,18),(23,24),0.0591874 # DEPENDENCYPART_SIBL
(23,18),(23,25),-0.00206157 # DEPENDENCYPART_SIBL
(23,18),(23,27),-0.013843 # DEPENDENCYPART_SIBL
(23,18),(23,28),-0.435201 # DEPENDENCYPART_SIBL
(23,19),(23,20),-0.0754525 # DEPENDENCYPART_SIBL
(23,19),(23,21),0.161903 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.167867 # DEPENDENCYPART_SIBL
(23,19),(23,24),0.0982016 # DEPENDENCYPART_SIBL
(23,19),(23,25),0.0431326 # DEPENDENCYPART_SIBL
(23,19),(23,27),0.0208819 # DEPENDENCYPART_SIBL
(23,19),(23,28),-0.0415219 # DEPENDENCYPART_SIBL
(23,20),(23,21),-0.0252337 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.0801833 # DEPENDENCYPART_SIBL
(23,20),(23,24),0.0497828 # DEPENDENCYPART_SIBL
(23,20),(23,25),-0.0164333 # DEPENDENCYPART_SIBL
(23,20),(23,27),-0.0221489 # DEPENDENCYPART_SIBL
(23,20),(23,28),-0.0750638 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.0700498 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.0783956 # DEPENDENCYPART_SIBL
(23,21),(23,25),0.0125354 # DEPENDENCYPART_SIBL
(23,21),(23,27),-0.0218162 # DEPENDENCYPART_SIBL
(23,21),(23,28),0.074423 # DEPENDENCYPART_SIBL
(23,22),(23,24),0.152802 # DEPENDENCYPART_SIBL
(23,22),(23,25),0.00401116 # DEPENDENCYPART_SIBL
(23,22),(23,27),0.142543 # DEPENDENCYPART_SIBL
(23,22),(23,28),0.143643 # DEPENDENCYPART_SIBL
(23,24),(23,25),0.00151976 # DEPENDENCYPART_SIBL
(23,24),(23,27),0.0473962 # DEPENDENCYPART_SIBL
(23,24),(23,28),0.0702574 # DEPENDENCYPART_SIBL
(23,25),(23,27),-0.0163491 # DEPENDENCYPART_SIBL
(23,25),(23,28),-0.0148524 # DEPENDENCYPART_SIBL
(23,27),(23,28),-0.0448538 # DEPENDENCYPART_SIBL
(24,1),(24,2),0.210802 # DEPENDENCYPART_SIBL
(24,1),(24,4),0.173095 # DEPENDENCYPART_SIBL
(24,1),(24,5),0.117096 # DEPENDENCYPART_SIBL
(24,1),(24,7),0.205943 # DEPENDENCYPART_SIBL
(24,1),(24,14),0.173095 # DEPENDENCYPART_SIBL
(24,1),(24,15),0.113661 # DEPENDENCYPART_SIBL
(24,1),(24,16),0.145662 # DEPENDENCYPART_SIBL
(24,1),(24,17),0.204666 # DEPENDENCYPART_SIBL
(24,1),(24,18),-0.312688 # DEPENDENCYPART_SIBL
(24,1),(24,19),-0.122797 # DEPENDENCYPART_SIBL
(24,1),(24,20),-0.0607923 # DEPENDENCYPART_SIBL
(24,1),(24,21),0.201352 # DEPENDENCYPART_SIBL
(24,1),(24,22),0.191979 # DEPENDENCYPART_SIBL
(24,1),(24,23),0.129026 # DEPENDENCYPART_SIBL
(24,1),(24,25),0.0393338 # DEPENDENCYPART_SIBL
(24,1),(24,27),0.03778 # DEPENDENCYPART_SIBL
(24,1),(24,28),-0.0927983 # DEPENDENCYPART_SIBL
(24,2),(24,4),0.225303 # DEPENDENCYPART_SIBL
(24,2),(24,5),0.197629 # DEPENDENCYPART_SIBL
(24,2),(24,7),0.0708943 # DEPENDENCYPART_SIBL
(24,2),(24,14),0.225303 # DEPENDENCYPART_SIBL
(24,2),(24,15),0.155048 # DEPENDENCYPART_SIBL
(24,2),(24,16),0.189641 # DEPENDENCYPART_SIBL
(24,2),(24,17),0.0701736 # DEPENDENCYPART_SIBL
(24,2),(24,18),-0.242849 # DEPENDENCYPART_SIBL
(24,2),(24,19),0.0842799 # DEPENDENCYPART_SIBL
(24,2),(24,20),0.0205955 # DEPENDENCYPART_SIBL
(24,2),(24,21),0.0681925 # DEPENDENCYPART_SIBL
(24,2),(24,22),0.265286 # DEPENDENCYPART_SIBL
(24,2),(24,23),0.172051 # DEPENDENCYPART_SIBL
(24,2),(24,25),0.0300242 # DEPENDENCYPART_SIBL
(24,2),(24,27),-0.0695206 # DEPENDENCYPART_SIBL
(24,2),(24,28),0.0386409 # DEPENDENCYPART_SIBL
(24,4),(24,5),0.239106 # DEPENDENCYPART_SIBL
(24,4),(24,7),0.0325317 # DEPENDENCYPART_SIBL
(24,4),(24,14),0.0881407 # DEPENDENCYPART_SIBL
(24,4),(24,15),0.0579231 # DEPENDENCYPART_SIBL
(24,4),(24,16),0.126269 # DEPENDENCYPART_SIBL
(24,4),(24,17),0.0317815 # DEPENDENCYPART_SIBL
(24,4),(24,18),-0.0827476 # DEPENDENCYPART_SIBL
(24,4),(24,19),0.067031 # DEPENDENCYPART_SIBL
(24,4),(24,20),-0.00936177 # DEPENDENCYPART_SIBL
(24,4),(24,21),0.0295814 # DEPENDENCYPART_SIBL
(24,4),(24,22),0.015956 # DEPENDENCYPART_SIBL
(24,4),(24,23),0.102915 # DEPENDENCYPART_SIBL
(24,4),(24,25),0.145429 # DEPENDENCYPART_SIBL
(24,4),(24,27),0.149137 # DEPENDENCYPART_SIBL
(24,4),(24,28),0.429383 # DEPENDENCYPART_SIBL
(24,5),(24,7),0.0263473 # DEPENDENCYPART_SIBL
(24,5),(24,14),0.0701871 # DEPENDENCYPART_SIBL
(24,5),(24,15),-0.037901 # DEPENDENCYPART_SIBL
(24,5),(24,16),0.0181272 # DEPENDENCYPART_SIBL
(24,5),(24,17),0.0255968 # DEPENDENCYPART_SIBL
(24,5),(24,18),-0.0915976 # DEPENDENCYPART_SIBL
(24,5),(24,19),0.0508773 # DEPENDENCYPART_SIBL
(24,5),(24,20),-0.0328337 # DEPENDENCYPART_SIBL
(24,5),(24,21),0.0233972 # DEPENDENCYPART_SIBL
(24,5),(24,22),-0.0877136 # DEPENDENCYPART_SIBL
(24,5),(24,23),-0.00566209 # DEPENDENCYPART_SIBL
(24,5),(24,25),0.369002 # DEPENDENCYPART_SIBL
(24,5),(24,27),0.323574 # DEPENDENCYPART_SIBL
(24,5),(24,28),0.146388 # DEPENDENCYPART_SIBL
(24,7),(24,14),0.254023 # DEPENDENCYPART_SIBL
(24,7),(24,15),0.0655453 # DEPENDENCYPART_SIBL
(24,7),(24,16),0.0984059 # DEPENDENCYPART_SIBL
(24,7),(24,17),-0.697803 # DEPENDENCYPART_SIBL
(24,7),(24,18),-0.460244 # DEPENDENCYPART_SIBL
(24,7),(24,19),0.0200116 # DEPENDENCYPART_SIBL
(24,7),(24,20),-0.104904 # DEPENDENCYPART_SIBL
(24,7),(24,21),-0.700029 # DEPENDENCYPART_SIBL
(24,7),(24,22),0.129021 # DEPENDENCYPART_SIBL
(24,7),(24,23),0.0786162 # DEPENDENCYPART_SIBL
(24,7),(24,25),0.0799632 # DEPENDENCYPART_SIBL
(24,7),(24,27),0.0505671 # DEPENDENCYPART_SIBL
(24,7),(24,28),0.0838738 # DEPENDENCYPART_SIBL
(24,14),(24,15),0.0579231 # DEPENDENCYPART_SIBL
(24,14),(24,16),0.126269 # DEPENDENCYPART_SIBL
(24,14),(24,17),0.0317815 # DEPENDENCYPART_SIBL
(24,14),(24,18),-0.0827476 # DEPENDENCYPART_SIBL
(24,14),(24,19),0.067031 # DEPENDENCYPART_SIBL
(24,14),(24,20),-0.00936177 # DEPENDENCYPART_SIBL
(24,14),(24,21),0.0295814 # DEPENDENCYPART_SIBL
(24,14),(24,22),0.015956 # DEPENDENCYPART_SIBL
(24,14),(24,23),0.102915 # DEPENDENCYPART_SIBL
(24,14),(24,25),0.145429 # DEPENDENCYPART_SIBL
(24,14),(24,27),0.149137 # DEPENDENCYPART_SIBL
(24,14),(24,28),0.429383 # DEPENDENCYPART_SIBL
(24,15),(24,16),-0.0117614 # DEPENDENCYPART_SIBL
(24,15),(24,17),-0.00109425 # DEPENDENCYPART_SIBL
(24,15),(24,18),-0.130859 # DEPENDENCYPART_SIBL
(24,15),(24,19),0.0192728 # DEPENDENCYPART_SIBL
(24,15),(24,20),-0.0707961 # DEPENDENCYPART_SIBL
(24,15),(24,21),-0.00329386 # DEPENDENCYPART_SIBL
(24,15),(24,22),-0.116954 # DEPENDENCYPART_SIBL
(24,15),(24,23),-0.0355507 # DEPENDENCYPART_SIBL
(24,15),(24,25),0.034565 # DEPENDENCYPART_SIBL
(24,15),(24,27),0.04384 # DEPENDENCYPART_SIBL
(24,15),(24,28),0.0765339 # DEPENDENCYPART_SIBL
(24,16),(24,17),0.0109581 # DEPENDENCYPART_SIBL
(24,16),(24,18),-0.119898 # DEPENDENCYPART_SIBL
(24,16),(24,19),0.0293414 # DEPENDENCYPART_SIBL
(24,16),(24,20),-0.0549424 # DEPENDENCYPART_SIBL
(24,16),(24,21),0.00875849 # DEPENDENCYPART_SIBL
(24,16),(24,22),-0.0929632 # DEPENDENCYPART_SIBL
(24,16),(24,23),-0.0115603 # DEPENDENCYPART_SIBL
(24,16),(24,25),0.0893873 # DEPENDENCYPART_SIBL
(24,16),(24,27),0.0896379 # DEPENDENCYPART_SIBL
(24,16),(24,28),0.105659 # DEPENDENCYPART_SIBL
(24,17),(24,18),-0.466327 # DEPENDENCYPART_SIBL
(24,17),(24,19),0.0131943 # DEPENDENCYPART_SIBL
(24,17),(24,20),-0.111727 # DEPENDENCYPART_SIBL
(24,17),(24,21),-0.706852 # DEPENDENCYPART_SIBL
(24,17),(24,22),0.118548 # DEPENDENCYPART_SIBL
(24,17),(24,23),0.0677264 # DEPENDENCYPART_SIBL
(24,17),(24,25),0.0768337 # DEPENDENCYPART_SIBL
(24,17),(24,27),0.0553949 # DEPENDENCYPART_SIBL
(24,17),(24,28),0.075877 # DEPENDENCYPART_SIBL
(24,18),(24,19),0.639475 # DEPENDENCYPART_SIBL
(24,18),(24,20),-0.110775 # DEPENDENCYPART_SIBL
(24,18),(24,21),-0.00271348 # DEPENDENCYPART_SIBL
(24,18),(24,22),0.14829 # DEPENDENCYPART_SIBL
(24,18),(24,23),0.0991461 # DEPENDENCYPART_SIBL
(24,18),(24,25),-0.00471095 # DEPENDENCYPART_SIBL
(24,18),(24,27),0.0120803 # DEPENDENCYPART_SIBL
(24,18),(24,28),-0.466496 # DEPENDENCYPART_SIBL
(24,19),(24,20),-0.0822918 # DEPENDENCYPART_SIBL
(24,19),(24,21),0.155545 # DEPENDENCYPART_SIBL
(24,19),(24,22),0.183067 # DEPENDENCYPART_SIBL
(24,19),(24,23),0.122667 # DEPENDENCYPART_SIBL
(24,19),(24,25),0.0533012 # DEPENDENCYPART_SIBL
(24,19),(24,27),0.056656 # DEPENDENCYPART_SIBL
(24,19),(24,28),-0.0484641 # DEPENDENCYPART_SIBL
(24,20),(24,21),-0.0245097 # DEPENDENCYPART_SIBL
(24,20),(24,22),0.102416 # DEPENDENCYPART_SIBL
(24,20),(24,23),0.0542878 # DEPENDENCYPART_SIBL
(24,20),(24,25),0.026173 # DEPENDENCYPART_SIBL
(24,20),(24,27),0.0352543 # DEPENDENCYPART_SIBL
(24,20),(24,28),-0.0654456 # DEPENDENCYPART_SIBL
(24,21),(24,22),0.111242 # DEPENDENCYPART_SIBL
(24,21),(24,23),0.0601678 # DEPENDENCYPART_SIBL
(24,21),(24,25),0.0682023 # DEPENDENCYPART_SIBL
(24,21),(24,27),0.0528693 # DEPENDENCYPART_SIBL
(24,21),(24,28),0.0868285 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.0857434 # DEPENDENCYPART_SIBL
(24,22),(24,25),0.0919117 # DEPENDENCYPART_SIBL
(24,22),(24,27),0.255969 # DEPENDENCYPART_SIBL
(24,22),(24,28),0.183603 # DEPENDENCYPART_SIBL
(24,23),(24,25),0.0613009 # DEPENDENCYPART_SIBL
(24,23),(24,27),0.0492152 # DEPENDENCYPART_SIBL
(24,23),(24,28),0.0671777 # DEPENDENCYPART_SIBL
(24,25),(24,27),0.0390306 # DEPENDENCYPART_SIBL
(24,25),(24,28),0.0304258 # DEPENDENCYPART_SIBL
(24,27),(24,28),-0.0011022 # DEPENDENCYPART_SIBL
(27,3),(27,22),0.134487 # DEPENDENCYPART_SIBL
(27,3),(27,25),-0.0230728 # DEPENDENCYPART_SIBL
(27,3),(27,26),-0.0938896 # DEPENDENCYPART_SIBL
(27,22),(27,25),0.163457 # DEPENDENCYPART_SIBL
(27,22),(27,26),0.238878 # DEPENDENCYPART_SIBL
(27,25),(27,26),-0.0664543 # DEPENDENCYPART_SIBL
(0,4),(4,1),-0.185157 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.32597 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.406671 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.119114 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.0358432 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.231763 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.439226 # DEPENDENCYPART_GRANDPAR
(0,4),(4,28),1.96631 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),-0.0714624 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.501669 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.71571 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),1.48638 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.0339243 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.23763 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.175075 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.106211 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.185151 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),0.326748 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),0.182567 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),0.461553 # DEPENDENCYPART_GRANDPAR
(0,5),(5,18),-0.236245 # DEPENDENCYPART_GRANDPAR
(0,5),(5,19),-0.477916 # DEPENDENCYPART_GRANDPAR
(0,5),(5,22),0.440177 # DEPENDENCYPART_GRANDPAR
(0,5),(5,23),0.325901 # DEPENDENCYPART_GRANDPAR
(0,5),(5,24),0.680374 # DEPENDENCYPART_GRANDPAR
(0,5),(5,25),0.129188 # DEPENDENCYPART_GRANDPAR
(0,5),(5,28),2.28892 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.0599953 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.626017 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),0.114771 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),0.247866 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.212662 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.0239543 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.49032 # DEPENDENCYPART_GRANDPAR
(0,14),(14,24),0.285382 # DEPENDENCYPART_GRANDPAR
(0,14),(14,28),1.96631 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),-0.174913 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.360939 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),0.529346 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),1.42834 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),0.415306 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),-0.0378907 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.415844 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.558175 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.348892 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.693279 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),0.150139 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),0.359887 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),0.930244 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),0.385282 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),0.0778144 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.310591 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.598484 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),-0.376112 # DEPENDENCYPART_GRANDPAR
(0,15),(15,22),0.362993 # DEPENDENCYPART_GRANDPAR
(0,15),(15,23),0.248717 # DEPENDENCYPART_GRANDPAR
(0,15),(15,24),0.603466 # DEPENDENCYPART_GRANDPAR
(0,15),(15,25),-0.00106745 # DEPENDENCYPART_GRANDPAR
(0,15),(15,28),2.18286 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),-0.161867 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),0.367186 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),0.541397 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),1.42057 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),0.426301 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),-0.0319845 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),-0.380867 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),-0.557449 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.342986 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.663641 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),0.156742 # DEPENDENCYPART_GRANDPAR
