# _root_ Per intentar el rècord , l' embarcació catalana participarà en el rànquing ' World_Sailing_Record ' , l' entitat que estableix la legalitat de les marques .
#goldHeads=9,1,4,2,1,7,9,7,0,9,12,10,14,12,14,18,18,12,20,18,22,20,22,25,23,9,
#predictedHeads=9,1,4,2,1,7,9,7,0,9,12,10,14,12,14,18,18,12,20,18,22,20,22,25,23,9,
(8,9),(9,13),-0.695846 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.611804 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.607026 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.709215 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.590451 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.834698 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),-0.747533 # DEPENDENCYPART_GRANDPAR
(8,9),(9,26),-1.20803 # DEPENDENCYPART_GRANDPAR
(8,10),(10,9),0.0924434 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.580557 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.379368 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.640441 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.622178 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.551621 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.77409 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.593573 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.813754 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.605898 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),-0.445838 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.300814 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.537441 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.606676 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.789361 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.677351 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.875908 # DEPENDENCYPART_GRANDPAR
(8,14),(14,22),-0.839639 # DEPENDENCYPART_GRANDPAR
(8,14),(14,23),-1.00083 # DEPENDENCYPART_GRANDPAR
(8,14),(14,26),-1.25438 # DEPENDENCYPART_GRANDPAR
(8,18),(18,1),-0.911506 # DEPENDENCYPART_GRANDPAR
(8,18),(18,5),-0.914156 # DEPENDENCYPART_GRANDPAR
(8,18),(18,7),-0.605898 # DEPENDENCYPART_GRANDPAR
(8,18),(18,9),0.0874724 # DEPENDENCYPART_GRANDPAR
(8,18),(18,10),-0.450601 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.427383 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.551338 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.363577 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-1.01376 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.875894 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),-0.843484 # DEPENDENCYPART_GRANDPAR
(8,18),(18,23),-1.02231 # DEPENDENCYPART_GRANDPAR
(8,18),(18,25),-0.722182 # DEPENDENCYPART_GRANDPAR
(8,18),(18,26),-1.25529 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),0.490613 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.0205376 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),0.607015 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),0.215994 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-1.42071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,10),-0.279167 # DEPENDENCYPART_GRANDPAR
(9,1),(1,13),-0.869418 # DEPENDENCYPART_GRANDPAR
(9,1),(1,15),-0.91391 # DEPENDENCYPART_GRANDPAR
(9,1),(1,16),-1.27238 # DEPENDENCYPART_GRANDPAR
(9,1),(1,26),-1.8582 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),0.0309443 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.116735 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),0.572709 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),0.123378 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),0.0407825 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.69124 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),-0.46271 # DEPENDENCYPART_GRANDPAR
(9,2),(2,12),-0.8438 # DEPENDENCYPART_GRANDPAR
(9,2),(2,13),-1.01277 # DEPENDENCYPART_GRANDPAR
(9,2),(2,14),-0.982205 # DEPENDENCYPART_GRANDPAR
(9,2),(2,15),-1.05726 # DEPENDENCYPART_GRANDPAR
(9,2),(2,16),-1.41545 # DEPENDENCYPART_GRANDPAR
(9,2),(2,18),-1.10816 # DEPENDENCYPART_GRANDPAR
(9,2),(2,20),-0.989401 # DEPENDENCYPART_GRANDPAR
(9,2),(2,22),-1.12 # DEPENDENCYPART_GRANDPAR
(9,2),(2,26),-1.99989 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.0416448 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),1.0254 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),0.0390289 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),0.400847 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),0.270307 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),0.191156 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),0.368058 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.203689 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.30436 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.00550669 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.54161 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.808112 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.680016 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-0.852604 # DEPENDENCYPART_GRANDPAR
(9,4),(4,16),-1.177 # DEPENDENCYPART_GRANDPAR
(9,4),(4,18),-0.805973 # DEPENDENCYPART_GRANDPAR
(9,4),(4,20),-0.602518 # DEPENDENCYPART_GRANDPAR
(9,4),(4,22),-0.817812 # DEPENDENCYPART_GRANDPAR
(9,4),(4,25),-0.862514 # DEPENDENCYPART_GRANDPAR
(9,4),(4,26),-1.77183 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.198248 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.174446 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.206814 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),0.0335788 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),0.414926 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),0.275068 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.178001 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),0.110111 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),1.27868 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.203027 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.30436 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.00550304 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.541599 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.808108 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.680005 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.8526 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-1.177 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-0.805962 # DEPENDENCYPART_GRANDPAR
(9,7),(7,20),-0.602515 # DEPENDENCYPART_GRANDPAR
(9,7),(7,22),-0.817801 # DEPENDENCYPART_GRANDPAR
(9,7),(7,26),-1.77182 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),0.00276453 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),0.223611 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),1.16099 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.0517967 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.32618 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.139067 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.689118 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.815079 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.390623 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.0461133 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.326033 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.23103 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),0.205214 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),0.186538 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.277653 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),0.0790413 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),0.17634 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-0.28831 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.610887 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.348432 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),0.107786 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),0.00982248 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),0.0632943 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.459487 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.109466 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),0.12822 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),-0.12087 # DEPENDENCYPART_GRANDPAR
(9,12),(12,23),-0.262157 # DEPENDENCYPART_GRANDPAR
(9,12),(12,25),-0.17013 # DEPENDENCYPART_GRANDPAR
(9,12),(12,26),-1.05 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.626125 # DEPENDENCYPART_GRANDPAR
(9,14),(14,10),0.495123 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.348761 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.055739 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.0655352 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.457242 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.104772 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),0.130453 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.116176 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-0.266046 # DEPENDENCYPART_GRANDPAR
(9,14),(14,26),-1.04776 # DEPENDENCYPART_GRANDPAR
(9,18),(18,1),-0.288337 # DEPENDENCYPART_GRANDPAR
(9,18),(18,5),-0.610897 # DEPENDENCYPART_GRANDPAR
(9,18),(18,7),-0.626135 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-0.294963 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,10),0.480515 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),0.0266262 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.329684 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),0.198263 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-2.00325 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),0.134 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-0.117355 # DEPENDENCYPART_GRANDPAR
(9,18),(18,23),-0.279738 # DEPENDENCYPART_GRANDPAR
(9,18),(18,25),-0.166616 # DEPENDENCYPART_GRANDPAR
(9,18),(18,26),-1.04721 # DEPENDENCYPART_GRANDPAR
(9,20),(20,1),-0.69396 # DEPENDENCYPART_GRANDPAR
(9,20),(20,2),-0.753717 # DEPENDENCYPART_GRANDPAR
(9,20),(20,4),-1.16345 # DEPENDENCYPART_GRANDPAR
(9,20),(20,5),-0.849343 # DEPENDENCYPART_GRANDPAR
(9,20),(20,7),-0.928323 # DEPENDENCYPART_GRANDPAR
(9,20),(20,9),-0.547467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,20),(20,10),0.2381 # DEPENDENCYPART_GRANDPAR
(9,20),(20,13),0.138605 # DEPENDENCYPART_GRANDPAR
(9,20),(20,14),0.0579293 # DEPENDENCYPART_GRANDPAR
(9,20),(20,15),0.094114 # DEPENDENCYPART_GRANDPAR
(9,20),(20,16),-0.0123186 # DEPENDENCYPART_GRANDPAR
(9,20),(20,17),-0.0849021 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),-0.0744578 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.910471 # DEPENDENCYPART_GRANDPAR
(9,20),(20,22),-0.0868878 # DEPENDENCYPART_GRANDPAR
(9,20),(20,23),-0.412369 # DEPENDENCYPART_GRANDPAR
(9,20),(20,25),-0.133147 # DEPENDENCYPART_GRANDPAR
(9,20),(20,26),-0.943181 # DEPENDENCYPART_GRANDPAR
(9,22),(22,1),-0.288312 # DEPENDENCYPART_GRANDPAR
(9,22),(22,9),-0.290676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,22),(22,17),0.207478 # DEPENDENCYPART_GRANDPAR
(9,22),(22,18),0.184475 # DEPENDENCYPART_GRANDPAR
(9,22),(22,19),-1.55449 # DEPENDENCYPART_GRANDPAR
(9,22),(22,20),0.412866 # DEPENDENCYPART_GRANDPAR
(9,22),(22,21),0.383683 # DEPENDENCYPART_GRANDPAR
(9,22),(22,23),-0.269054 # DEPENDENCYPART_GRANDPAR
(9,22),(22,25),-0.168226 # DEPENDENCYPART_GRANDPAR
(9,22),(22,26),-1.04844 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.417461 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.348262 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.456976 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.393081 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.376302 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.549457 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.364788 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.233231 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.67609 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,12),-0.308093 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.860483 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.905094 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-1.28012 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-1.28637 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.689817 # DEPENDENCYPART_GRANDPAR
(10,9),(9,20),-1.13059 # DEPENDENCYPART_GRANDPAR
(10,9),(9,22),-0.977116 # DEPENDENCYPART_GRANDPAR
(10,9),(9,26),-1.98458 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-1.09499 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-1.34882 # DEPENDENCYPART_GRANDPAR
(10,12),(12,11),1.16587 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.0998435 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.196623 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.319795 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.422931 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),0.0421087 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.0508429 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-0.264681 # DEPENDENCYPART_GRANDPAR
(10,12),(12,23),-0.709162 # DEPENDENCYPART_GRANDPAR
(10,12),(12,25),-0.343121 # DEPENDENCYPART_GRANDPAR
(10,12),(12,26),-1.14845 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-1.32939 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.777717 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),1.16671 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.240656 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.333152 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.436285 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),0.0336323 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.0642192 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),-0.273157 # DEPENDENCYPART_GRANDPAR
(10,14),(14,23),-0.748388 # DEPENDENCYPART_GRANDPAR
(10,14),(14,26),-1.16181 # DEPENDENCYPART_GRANDPAR
(10,18),(18,1),-1.095 # DEPENDENCYPART_GRANDPAR
(10,18),(18,5),-1.34882 # DEPENDENCYPART_GRANDPAR
(10,18),(18,7),-1.32939 # DEPENDENCYPART_GRANDPAR
(10,18),(18,9),-1.36277 # DEPENDENCYPART_GRANDPAR
(10,18),(18,10),-0.786607 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,18),(18,15),-0.161868 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.299934 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-1.12778 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.307652 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.0867092 # DEPENDENCYPART_GRANDPAR
(10,18),(18,22),-0.301291 # DEPENDENCYPART_GRANDPAR
(10,18),(18,23),-0.827601 # DEPENDENCYPART_GRANDPAR
(10,18),(18,25),-0.37973 # DEPENDENCYPART_GRANDPAR
(10,18),(18,26),-1.18409 # DEPENDENCYPART_GRANDPAR
(10,20),(20,1),-1.19514 # DEPENDENCYPART_GRANDPAR
(10,20),(20,2),-1.36934 # DEPENDENCYPART_GRANDPAR
(10,20),(20,4),-1.3804 # DEPENDENCYPART_GRANDPAR
(10,20),(20,5),-1.32547 # DEPENDENCYPART_GRANDPAR
(10,20),(20,7),-1.35883 # DEPENDENCYPART_GRANDPAR
(10,20),(20,9),-1.44648 # DEPENDENCYPART_GRANDPAR
(10,20),(20,10),-0.807031 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,20),(20,13),0.145952 # DEPENDENCYPART_GRANDPAR
(10,20),(20,14),-0.0642013 # DEPENDENCYPART_GRANDPAR
(10,20),(20,15),-0.273686 # DEPENDENCYPART_GRANDPAR
(10,20),(20,16),-0.192439 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),-1.33339 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),0.151686 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),0.849643 # DEPENDENCYPART_GRANDPAR
(10,20),(20,22),0.0210621 # DEPENDENCYPART_GRANDPAR
(10,20),(20,23),-1.01326 # DEPENDENCYPART_GRANDPAR
(10,20),(20,25),-0.0531522 # DEPENDENCYPART_GRANDPAR
(10,20),(20,26),-1.11712 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.550319 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),-0.532748 # DEPENDENCYPART_GRANDPAR
(12,1),(1,5),-0.471732 # DEPENDENCYPART_GRANDPAR
(12,1),(1,7),-0.438221 # DEPENDENCYPART_GRANDPAR
(12,1),(1,9),-0.518662 # DEPENDENCYPART_GRANDPAR
(12,1),(1,10),-0.465377 # DEPENDENCYPART_GRANDPAR
(12,1),(1,13),-1.02951 # DEPENDENCYPART_GRANDPAR
(12,1),(1,15),-0.84622 # DEPENDENCYPART_GRANDPAR
(12,1),(1,16),-1.07467 # DEPENDENCYPART_GRANDPAR
(12,1),(1,26),-2.0419 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.72019 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-1.37077 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-1.2472 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.848884 # DEPENDENCYPART_GRANDPAR
(12,14),(14,13),-0.109009 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.0398412 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.200698 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.28582 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.155894 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.376941 # DEPENDENCYPART_GRANDPAR
(12,14),(14,23),-0.419192 # DEPENDENCYPART_GRANDPAR
(12,14),(14,26),-1.24846 # DEPENDENCYPART_GRANDPAR
(12,18),(18,1),-1.57206 # DEPENDENCYPART_GRANDPAR
(12,18),(18,5),-1.23549 # DEPENDENCYPART_GRANDPAR
(12,18),(18,7),-1.37077 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-1.28773 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),-1.24721 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),0.143065 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),0.0589907 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.115402 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.793868 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.138642 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),-0.36478 # DEPENDENCYPART_GRANDPAR
(12,18),(18,23),-0.413913 # DEPENDENCYPART_GRANDPAR
(12,18),(18,25),-0.398289 # DEPENDENCYPART_GRANDPAR
(12,18),(18,26),-1.23212 # DEPENDENCYPART_GRANDPAR
(12,20),(20,1),-1.79403 # DEPENDENCYPART_GRANDPAR
(12,20),(20,2),-1.49019 # DEPENDENCYPART_GRANDPAR
(12,20),(20,4),-1.60922 # DEPENDENCYPART_GRANDPAR
(12,20),(20,5),-1.34204 # DEPENDENCYPART_GRANDPAR
(12,20),(20,7),-1.51476 # DEPENDENCYPART_GRANDPAR
(12,20),(20,9),-1.45173 # DEPENDENCYPART_GRANDPAR
(12,20),(20,10),-1.49636 # DEPENDENCYPART_GRANDPAR
(12,20),(20,13),-0.250362 # DEPENDENCYPART_GRANDPAR
(12,20),(20,14),0.0446554 # DEPENDENCYPART_GRANDPAR
(12,20),(20,15),-0.067071 # DEPENDENCYPART_GRANDPAR
(12,20),(20,16),-0.0480261 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),-0.387408 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.184465 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),0.68481 # DEPENDENCYPART_GRANDPAR
(12,20),(20,22),-0.216635 # DEPENDENCYPART_GRANDPAR
(12,20),(20,23),-0.385373 # DEPENDENCYPART_GRANDPAR
(12,20),(20,25),-0.24608 # DEPENDENCYPART_GRANDPAR
(12,20),(20,26),-1.25763 # DEPENDENCYPART_GRANDPAR
(12,22),(22,1),-1.57205 # DEPENDENCYPART_GRANDPAR
(12,22),(22,9),-1.28773 # DEPENDENCYPART_GRANDPAR
(12,22),(22,17),-0.141108 # DEPENDENCYPART_GRANDPAR
(12,22),(22,18),-0.265205 # DEPENDENCYPART_GRANDPAR
(12,22),(22,19),-0.434118 # DEPENDENCYPART_GRANDPAR
(12,22),(22,20),0.0328536 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),-0.4334 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),-0.419564 # DEPENDENCYPART_GRANDPAR
(12,22),(22,25),-0.41014 # DEPENDENCYPART_GRANDPAR
(12,22),(22,26),-1.24649 # DEPENDENCYPART_GRANDPAR
(12,23),(23,21),-0.437258 # DEPENDENCYPART_GRANDPAR
(12,23),(23,25),-0.0435343 # DEPENDENCYPART_GRANDPAR
(12,25),(25,21),-0.432717 # DEPENDENCYPART_GRANDPAR
(12,25),(25,24),-0.0711778 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),-0.300578 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-0.538003 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.901899 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.820888 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.214912 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.795847 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.671171 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.151754 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),-0.00220216 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),-0.0936248 # DEPENDENCYPART_GRANDPAR
(14,7),(7,13),0.194706 # DEPENDENCYPART_GRANDPAR
(14,7),(7,14),-1.63666 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,15),-0.611092 # DEPENDENCYPART_GRANDPAR
(14,7),(7,16),-0.790125 # DEPENDENCYPART_GRANDPAR
(14,7),(7,18),-0.899567 # DEPENDENCYPART_GRANDPAR
(14,7),(7,20),-0.531677 # DEPENDENCYPART_GRANDPAR
(14,7),(7,22),-0.969907 # DEPENDENCYPART_GRANDPAR
(14,7),(7,26),-1.6715 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.355598 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.530924 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.129387 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),-0.134308 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-1.70938 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.61224 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.815365 # DEPENDENCYPART_GRANDPAR
(14,10),(10,18),-0.972286 # DEPENDENCYPART_GRANDPAR
(14,10),(10,20),-0.561567 # DEPENDENCYPART_GRANDPAR
(14,18),(18,1),-0.923949 # DEPENDENCYPART_GRANDPAR
(14,18),(18,5),-1.07274 # DEPENDENCYPART_GRANDPAR
(14,18),(18,7),-1.48444 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-0.926544 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-0.730505 # DEPENDENCYPART_GRANDPAR
(14,18),(18,15),0.393849 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.340841 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.0805738 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.745986 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),0.0768066 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.20954 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),-0.0573653 # DEPENDENCYPART_GRANDPAR
(14,18),(18,25),-0.260538 # DEPENDENCYPART_GRANDPAR
(14,18),(18,26),-0.861504 # DEPENDENCYPART_GRANDPAR
(14,20),(20,1),-1.14592 # DEPENDENCYPART_GRANDPAR
(14,20),(20,2),-1.28911 # DEPENDENCYPART_GRANDPAR
(14,20),(20,4),-1.70698 # DEPENDENCYPART_GRANDPAR
(14,20),(20,5),-1.17928 # DEPENDENCYPART_GRANDPAR
