# _root_ Quan ens movem al_voltant_del 3% , ¿ qui es recorda de l' època dels Pactes_de_la_Moncloa , amb un IPC que gairebé arribava al 30% ?
#goldHeads=3,3,10,3,4,3,10,10,10,0,10,13,11,13,14,17,13,19,17,22,22,19,22,23,10,
#predictedHeads=3,3,10,3,4,3,10,10,10,0,10,13,11,13,14,17,10,19,17,22,22,19,22,23,10,
(19,22),(22,16),-1.33236 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-1.10345 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.588836 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),2.00006 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),0.418163 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),0.230202 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.0523606 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),-0.0167949 # DEPENDENCYPART_GRANDPAR
(19,23),(23,10),-1.14587 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),0.498892 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),-0.107054 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),-0.114862 # DEPENDENCYPART_GRANDPAR
(19,24),(24,14),-0.874566 # DEPENDENCYPART_GRANDPAR
(19,24),(24,17),-0.937038 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),0.0849809 # DEPENDENCYPART_GRANDPAR
(20,23),(23,10),-1.10057 # DEPENDENCYPART_GRANDPAR
(20,23),(23,21),0.279179 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.0226727 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),0.00780106 # DEPENDENCYPART_GRANDPAR
(21,22),(22,1),-1.67268 # DEPENDENCYPART_GRANDPAR
(21,22),(22,3),-1.86487 # DEPENDENCYPART_GRANDPAR
(21,22),(22,4),-1.61632 # DEPENDENCYPART_GRANDPAR
(21,22),(22,6),-1.99844 # DEPENDENCYPART_GRANDPAR
(21,22),(22,10),-1.76994 # DEPENDENCYPART_GRANDPAR
(21,22),(22,11),-1.55206 # DEPENDENCYPART_GRANDPAR
(21,22),(22,13),-1.59342 # DEPENDENCYPART_GRANDPAR
(21,22),(22,14),-1.56477 # DEPENDENCYPART_GRANDPAR
(21,22),(22,15),-1.65424 # DEPENDENCYPART_GRANDPAR
(21,22),(22,16),-1.75026 # DEPENDENCYPART_GRANDPAR
(21,22),(22,17),-1.50339 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-1.47865 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-1.49192 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-1.01857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),-0.27103 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),-0.428274 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),-0.438898 # DEPENDENCYPART_GRANDPAR
(21,23),(23,10),-1.68332 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.861562 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,24),-0.376468 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.427421 # DEPENDENCYPART_GRANDPAR
(21,24),(24,14),-1.46341 # DEPENDENCYPART_GRANDPAR
(21,24),(24,17),-1.41162 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),-0.373659 # DEPENDENCYPART_GRANDPAR
(22,1),(1,3),-0.577167 # DEPENDENCYPART_GRANDPAR
(22,1),(1,4),-0.370998 # DEPENDENCYPART_GRANDPAR
(22,1),(1,6),-0.589606 # DEPENDENCYPART_GRANDPAR
(22,3),(3,1),0.373058 # DEPENDENCYPART_GRANDPAR
(22,3),(3,2),0.0223653 # DEPENDENCYPART_GRANDPAR
(22,3),(3,4),-0.317047 # DEPENDENCYPART_GRANDPAR
(22,3),(3,5),-0.687001 # DEPENDENCYPART_GRANDPAR
(22,3),(3,6),-0.126966 # DEPENDENCYPART_GRANDPAR
(22,3),(3,7),-0.700031 # DEPENDENCYPART_GRANDPAR
(22,3),(3,8),-0.197139 # DEPENDENCYPART_GRANDPAR
(22,3),(3,10),-0.185243 # DEPENDENCYPART_GRANDPAR
(22,3),(3,11),-0.236192 # DEPENDENCYPART_GRANDPAR
(22,3),(3,13),-0.206047 # DEPENDENCYPART_GRANDPAR
(22,3),(3,14),-0.372763 # DEPENDENCYPART_GRANDPAR
(22,3),(3,16),-0.0347197 # DEPENDENCYPART_GRANDPAR
(22,3),(3,17),-0.155498 # DEPENDENCYPART_GRANDPAR
(22,3),(3,19),-0.289425 # DEPENDENCYPART_GRANDPAR
(22,3),(3,21),-0.194152 # DEPENDENCYPART_GRANDPAR
(22,3),(3,22),-1.87637 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,3),(3,23),-0.600933 # DEPENDENCYPART_GRANDPAR
(22,3),(3,24),-0.756984 # DEPENDENCYPART_GRANDPAR
(22,3),(3,25),-1.35227 # DEPENDENCYPART_GRANDPAR
(22,4),(4,1),-0.00207683 # DEPENDENCYPART_GRANDPAR
(22,4),(4,3),-0.449308 # DEPENDENCYPART_GRANDPAR
(22,4),(4,5),-0.764803 # DEPENDENCYPART_GRANDPAR
(22,4),(4,6),-0.0613414 # DEPENDENCYPART_GRANDPAR
(22,4),(4,7),-0.847517 # DEPENDENCYPART_GRANDPAR
(22,4),(4,10),-0.0697328 # DEPENDENCYPART_GRANDPAR
(22,4),(4,11),-0.227002 # DEPENDENCYPART_GRANDPAR
(22,4),(4,17),-0.103247 # DEPENDENCYPART_GRANDPAR
(22,10),(10,1),0.39246 # DEPENDENCYPART_GRANDPAR
(22,10),(10,3),-0.537772 # DEPENDENCYPART_GRANDPAR
(22,10),(10,4),-0.250975 # DEPENDENCYPART_GRANDPAR
(22,10),(10,5),-0.594805 # DEPENDENCYPART_GRANDPAR
(22,10),(10,6),-0.287107 # DEPENDENCYPART_GRANDPAR
(22,10),(10,7),-0.784214 # DEPENDENCYPART_GRANDPAR
(22,10),(10,8),-0.387681 # DEPENDENCYPART_GRANDPAR
(22,10),(10,9),-0.434323 # DEPENDENCYPART_GRANDPAR
(22,10),(10,11),-0.219947 # DEPENDENCYPART_GRANDPAR
(22,10),(10,13),-0.18965 # DEPENDENCYPART_GRANDPAR
(22,10),(10,14),-0.356416 # DEPENDENCYPART_GRANDPAR
(22,10),(10,15),-0.533576 # DEPENDENCYPART_GRANDPAR
(22,10),(10,16),-0.0139061 # DEPENDENCYPART_GRANDPAR
(22,10),(10,17),-0.139423 # DEPENDENCYPART_GRANDPAR
(22,10),(10,19),-0.273029 # DEPENDENCYPART_GRANDPAR
(22,10),(10,21),-0.181055 # DEPENDENCYPART_GRANDPAR
(22,10),(10,22),-1.87643 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,10),(10,23),-0.600979 # DEPENDENCYPART_GRANDPAR
(22,10),(10,24),-0.75701 # DEPENDENCYPART_GRANDPAR
(22,10),(10,25),-1.3523 # DEPENDENCYPART_GRANDPAR
(22,11),(11,3),-0.475365 # DEPENDENCYPART_GRANDPAR
(22,11),(11,7),-0.887302 # DEPENDENCYPART_GRANDPAR
(22,11),(11,10),-0.206709 # DEPENDENCYPART_GRANDPAR
(22,11),(11,12),-0.461126 # DEPENDENCYPART_GRANDPAR
(22,11),(11,13),-0.347775 # DEPENDENCYPART_GRANDPAR
(22,11),(11,14),-0.381425 # DEPENDENCYPART_GRANDPAR
(22,11),(11,15),-0.673978 # DEPENDENCYPART_GRANDPAR
(22,11),(11,16),-0.205052 # DEPENDENCYPART_GRANDPAR
(22,11),(11,17),-0.219567 # DEPENDENCYPART_GRANDPAR
(22,13),(13,3),-0.492935 # DEPENDENCYPART_GRANDPAR
(22,13),(13,4),-0.352244 # DEPENDENCYPART_GRANDPAR
(22,13),(13,6),-0.584479 # DEPENDENCYPART_GRANDPAR
(22,13),(13,10),-0.230863 # DEPENDENCYPART_GRANDPAR
(22,13),(13,11),-0.144405 # DEPENDENCYPART_GRANDPAR
(22,13),(13,12),-0.0972087 # DEPENDENCYPART_GRANDPAR
(22,13),(13,14),-0.104748 # DEPENDENCYPART_GRANDPAR
(22,13),(13,15),-0.304708 # DEPENDENCYPART_GRANDPAR
(22,13),(13,16),-0.394317 # DEPENDENCYPART_GRANDPAR
(22,13),(13,17),0.127782 # DEPENDENCYPART_GRANDPAR
(22,13),(13,19),-0.0468113 # DEPENDENCYPART_GRANDPAR
(22,13),(13,21),-0.209619 # DEPENDENCYPART_GRANDPAR
(22,13),(13,22),-1.48954 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,13),(13,23),-0.196815 # DEPENDENCYPART_GRANDPAR
(22,13),(13,24),-0.491193 # DEPENDENCYPART_GRANDPAR
(22,14),(14,3),-0.549977 # DEPENDENCYPART_GRANDPAR
(22,14),(14,7),-0.936096 # DEPENDENCYPART_GRANDPAR
(22,14),(14,12),-0.464145 # DEPENDENCYPART_GRANDPAR
(22,14),(14,15),-0.541419 # DEPENDENCYPART_GRANDPAR
(22,14),(14,16),-0.0737315 # DEPENDENCYPART_GRANDPAR
(22,14),(14,17),-0.178586 # DEPENDENCYPART_GRANDPAR
(22,14),(14,19),-0.284697 # DEPENDENCYPART_GRANDPAR
(22,14),(14,22),-1.60193 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,15),(15,12),-0.0940896 # DEPENDENCYPART_GRANDPAR
(22,15),(15,16),-0.392095 # DEPENDENCYPART_GRANDPAR
(22,15),(15,17),0.130629 # DEPENDENCYPART_GRANDPAR
(22,15),(15,19),-0.0433837 # DEPENDENCYPART_GRANDPAR
(22,15),(15,21),-0.205369 # DEPENDENCYPART_GRANDPAR
(22,15),(15,22),-1.48953 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,17),(17,3),-0.484501 # DEPENDENCYPART_GRANDPAR
(22,17),(17,7),-0.844855 # DEPENDENCYPART_GRANDPAR
(22,17),(17,10),-0.215854 # DEPENDENCYPART_GRANDPAR
(22,17),(17,11),-0.259226 # DEPENDENCYPART_GRANDPAR
(22,17),(17,14),-0.14647 # DEPENDENCYPART_GRANDPAR
(22,17),(17,16),-0.277509 # DEPENDENCYPART_GRANDPAR
(22,17),(17,18),-0.594687 # DEPENDENCYPART_GRANDPAR
(22,17),(17,19),-0.277139 # DEPENDENCYPART_GRANDPAR
(22,17),(17,21),-0.258243 # DEPENDENCYPART_GRANDPAR
(22,17),(17,22),-1.60937 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,17),(17,23),-0.43607 # DEPENDENCYPART_GRANDPAR
(22,19),(19,3),-0.497647 # DEPENDENCYPART_GRANDPAR
(22,19),(19,10),-0.235575 # DEPENDENCYPART_GRANDPAR
(22,19),(19,11),-0.13425 # DEPENDENCYPART_GRANDPAR
(22,19),(19,14),-0.0751246 # DEPENDENCYPART_GRANDPAR
(22,19),(19,16),-0.492443 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),-0.127298 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),-0.511371 # DEPENDENCYPART_GRANDPAR
(22,19),(19,21),-0.206821 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-1.48953 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,23),-0.196808 # DEPENDENCYPART_GRANDPAR
(22,19),(19,24),-0.491187 # DEPENDENCYPART_GRANDPAR
(22,20),(20,23),-0.112018 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.51123 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-0.292729 # DEPENDENCYPART_GRANDPAR
(22,21),(21,24),-0.534881 # DEPENDENCYPART_GRANDPAR
(22,23),(23,10),-1.07564 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.976425 # DEPENDENCYPART_GRANDPAR
(22,23),(23,24),0.21691 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),-0.308252 # DEPENDENCYPART_GRANDPAR
(22,24),(24,14),-0.500862 # DEPENDENCYPART_GRANDPAR
(22,24),(24,17),-0.421489 # DEPENDENCYPART_GRANDPAR
(22,24),(24,23),0.250768 # DEPENDENCYPART_GRANDPAR
(23,10),(10,1),-0.411311 # DEPENDENCYPART_GRANDPAR
(23,10),(10,3),-0.905252 # DEPENDENCYPART_GRANDPAR
(23,10),(10,4),-0.51431 # DEPENDENCYPART_GRANDPAR
(23,10),(10,5),-0.574498 # DEPENDENCYPART_GRANDPAR
(23,10),(10,6),-0.351533 # DEPENDENCYPART_GRANDPAR
(23,10),(10,7),-0.541782 # DEPENDENCYPART_GRANDPAR
(23,10),(10,8),-0.340621 # DEPENDENCYPART_GRANDPAR
(23,10),(10,9),-0.465285 # DEPENDENCYPART_GRANDPAR
(23,10),(10,11),-0.742849 # DEPENDENCYPART_GRANDPAR
(23,10),(10,13),-0.931977 # DEPENDENCYPART_GRANDPAR
(23,10),(10,14),-0.711717 # DEPENDENCYPART_GRANDPAR
(23,10),(10,15),-0.696639 # DEPENDENCYPART_GRANDPAR
(23,10),(10,16),-0.382781 # DEPENDENCYPART_GRANDPAR
(23,10),(10,17),-0.528999 # DEPENDENCYPART_GRANDPAR
(23,10),(10,19),-0.683426 # DEPENDENCYPART_GRANDPAR
(23,10),(10,21),-0.421087 # DEPENDENCYPART_GRANDPAR
(23,10),(10,22),-0.8986 # DEPENDENCYPART_GRANDPAR
(23,10),(10,23),-1.59467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,10),(10,24),-0.127061 # DEPENDENCYPART_GRANDPAR
(23,10),(10,25),-1.2996 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),-0.740897 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-1.48597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,24),-0.0695778 # DEPENDENCYPART_GRANDPAR
(23,24),(24,14),-1.2749 # DEPENDENCYPART_GRANDPAR
(23,24),(24,17),-1.19064 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-0.826965 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,14),(14,3),-0.571598 # DEPENDENCYPART_GRANDPAR
(24,14),(14,7),-0.5626 # DEPENDENCYPART_GRANDPAR
(24,14),(14,12),-0.842068 # DEPENDENCYPART_GRANDPAR
(24,14),(14,15),-0.40173 # DEPENDENCYPART_GRANDPAR
(24,14),(14,16),-0.416663 # DEPENDENCYPART_GRANDPAR
(24,14),(14,17),-0.564906 # DEPENDENCYPART_GRANDPAR
(24,14),(14,19),-0.375541 # DEPENDENCYPART_GRANDPAR
(24,14),(14,22),-0.311391 # DEPENDENCYPART_GRANDPAR
(24,17),(17,3),-0.632668 # DEPENDENCYPART_GRANDPAR
(24,17),(17,7),-0.595616 # DEPENDENCYPART_GRANDPAR
(24,17),(17,10),-0.636112 # DEPENDENCYPART_GRANDPAR
(24,17),(17,11),-0.783145 # DEPENDENCYPART_GRANDPAR
(24,17),(17,14),-0.620485 # DEPENDENCYPART_GRANDPAR
(24,17),(17,16),-0.670098 # DEPENDENCYPART_GRANDPAR
(24,17),(17,18),-0.647247 # DEPENDENCYPART_GRANDPAR
(24,17),(17,19),-0.422932 # DEPENDENCYPART_GRANDPAR
(24,17),(17,21),-0.37415 # DEPENDENCYPART_GRANDPAR
(24,17),(17,22),-0.352526 # DEPENDENCYPART_GRANDPAR
(24,17),(17,23),-0.290412 # DEPENDENCYPART_GRANDPAR
(24,23),(23,10),-0.624395 # DEPENDENCYPART_GRANDPAR
(24,23),(23,21),-0.340908 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-1.52633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,23),(23,25),-0.42454 # DEPENDENCYPART_GRANDPAR
