# _root_ Més de 200 grups de cristians de base promouen la celebració d' un sínode alternatiu , l' Assemblea_del_Poble_de_Déu , que se celebrarà del 4 al 7_d'_octubre a la Universitat_Protestant_de_Teologia_de_Roma .
#goldHeads=2,4,2,9,4,5,4,7,0,11,9,11,14,12,14,18,18,14,18,22,22,11,24,22,24,24,22,29,27,9,
#predictedHeads=2,4,2,9,4,5,4,7,0,11,9,11,14,12,14,18,18,14,22,22,22,18,24,22,24,24,22,29,27,9,
(6,4),(4,7),-0.171894 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.605753 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.728193 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.762917 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.646874 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.882707 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.713431 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-1.03577 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-0.573491 # DEPENDENCYPART_GRANDPAR
(6,4),(4,22),-1.06239 # DEPENDENCYPART_GRANDPAR
(6,4),(4,30),-1.7204 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),0.943229 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.110835 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.44961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.389901 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.697901 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.771169 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.565071 # DEPENDENCYPART_GRANDPAR
(6,7),(7,8),0.511236 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.0343737 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.68824 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.730508 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.347036 # DEPENDENCYPART_GRANDPAR
(6,8),(8,7),0.440548 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.152311 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.0702296 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.274878 # DEPENDENCYPART_GRANDPAR
(6,8),(8,22),-0.48675 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.215147 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.980251 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.808925 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.384279 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.639047 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.514888 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.477385 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.228954 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),0.184867 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.00250485 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),0.133139 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.0167837 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),0.224461 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.0838827 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),0.364401 # DEPENDENCYPART_GRANDPAR
(6,9),(9,22),-0.232686 # DEPENDENCYPART_GRANDPAR
(6,9),(9,24),-0.308405 # DEPENDENCYPART_GRANDPAR
(6,9),(9,25),0.324867 # DEPENDENCYPART_GRANDPAR
(6,9),(9,26),-0.0372888 # DEPENDENCYPART_GRANDPAR
(6,9),(9,27),0.197771 # DEPENDENCYPART_GRANDPAR
(6,9),(9,29),-0.0709754 # DEPENDENCYPART_GRANDPAR
(6,9),(9,30),-0.89549 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.110869 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.68824 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.239232 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.347036 # DEPENDENCYPART_GRANDPAR
(6,11),(11,7),0.438254 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.0544836 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.45155 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.0812801 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.581454 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.0677725 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.151831 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),0.161107 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.284795 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),0.301047 # DEPENDENCYPART_GRANDPAR
(6,11),(11,22),-0.481735 # DEPENDENCYPART_GRANDPAR
(6,11),(11,23),0.179067 # DEPENDENCYPART_GRANDPAR
(6,11),(11,24),-0.481113 # DEPENDENCYPART_GRANDPAR
(6,11),(11,26),-0.243325 # DEPENDENCYPART_GRANDPAR
(6,11),(11,27),0.00580615 # DEPENDENCYPART_GRANDPAR
(6,11),(11,30),-0.922047 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.513607 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),0.312744 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.0988719 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),0.0460976 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),0.0957221 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),0.186037 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),-0.373293 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-0.554136 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.208435 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),0.0879321 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.197209 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),0.227872 # DEPENDENCYPART_GRANDPAR
(6,15),(15,22),-0.427493 # DEPENDENCYPART_GRANDPAR
(6,15),(15,24),-0.412558 # DEPENDENCYPART_GRANDPAR
(6,15),(15,27),0.0862324 # DEPENDENCYPART_GRANDPAR
(6,18),(18,4),-0.239232 # DEPENDENCYPART_GRANDPAR
(6,18),(18,12),0.0976075 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),-0.182235 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),0.302705 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),0.343178 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),0.30275 # DEPENDENCYPART_GRANDPAR
(6,18),(18,22),-0.478836 # DEPENDENCYPART_GRANDPAR
(6,18),(18,23),0.219624 # DEPENDENCYPART_GRANDPAR
(6,18),(18,24),-0.479778 # DEPENDENCYPART_GRANDPAR
(6,18),(18,25),0.0610133 # DEPENDENCYPART_GRANDPAR
(6,18),(18,26),-0.241991 # DEPENDENCYPART_GRANDPAR
(6,18),(18,27),0.0295446 # DEPENDENCYPART_GRANDPAR
(6,18),(18,30),-0.920517 # DEPENDENCYPART_GRANDPAR
(6,22),(22,1),-0.215149 # DEPENDENCYPART_GRANDPAR
(6,22),(22,2),-0.980253 # DEPENDENCYPART_GRANDPAR
(6,22),(22,4),-0.384316 # DEPENDENCYPART_GRANDPAR
(6,22),(22,6),-0.508774 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,22),(22,9),0.140868 # DEPENDENCYPART_GRANDPAR
(6,22),(22,11),0.0850024 # DEPENDENCYPART_GRANDPAR
(6,22),(22,12),0.102882 # DEPENDENCYPART_GRANDPAR
(6,22),(22,14),0.0299364 # DEPENDENCYPART_GRANDPAR
(6,22),(22,15),-0.146061 # DEPENDENCYPART_GRANDPAR
(6,22),(22,16),0.283017 # DEPENDENCYPART_GRANDPAR
(6,22),(22,17),0.0967841 # DEPENDENCYPART_GRANDPAR
(6,22),(22,18),-0.187086 # DEPENDENCYPART_GRANDPAR
(6,22),(22,19),0.422956 # DEPENDENCYPART_GRANDPAR
(6,22),(22,20),0.267556 # DEPENDENCYPART_GRANDPAR
(6,22),(22,21),-0.517461 # DEPENDENCYPART_GRANDPAR
(6,22),(22,23),0.259206 # DEPENDENCYPART_GRANDPAR
(6,22),(22,24),-0.28988 # DEPENDENCYPART_GRANDPAR
(6,22),(22,25),0.298875 # DEPENDENCYPART_GRANDPAR
(6,22),(22,26),-0.0187642 # DEPENDENCYPART_GRANDPAR
(6,22),(22,27),0.168054 # DEPENDENCYPART_GRANDPAR
(6,22),(22,29),-0.0759909 # DEPENDENCYPART_GRANDPAR
(6,22),(22,30),-0.891439 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.217707 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.548303 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.214234 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.94182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.7715 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-1.00049 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.887783 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-1.35571 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.843928 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.776738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.201257 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.787158 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.723985 # DEPENDENCYPART_GRANDPAR
(7,8),(8,22),-0.656597 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-1.08767 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-1.06201 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-1.35259 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-1.44452 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-1.01815 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-1.44518 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.993466 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.127545 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.536909 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.756675 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.252737 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.675103 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.460435 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.437023 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.630046 # DEPENDENCYPART_GRANDPAR
(7,9),(9,22),-0.634708 # DEPENDENCYPART_GRANDPAR
(7,9),(9,24),-0.501151 # DEPENDENCYPART_GRANDPAR
(7,9),(9,25),-0.600231 # DEPENDENCYPART_GRANDPAR
(7,9),(9,26),-0.588906 # DEPENDENCYPART_GRANDPAR
(7,9),(9,27),-0.583197 # DEPENDENCYPART_GRANDPAR
(7,9),(9,29),-0.526642 # DEPENDENCYPART_GRANDPAR
(7,9),(9,30),-1.73125 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),1.23375 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),0.0509702 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),0.552592 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),0.485094 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),0.865632 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),0.715024 # DEPENDENCYPART_GRANDPAR
(8,2),(2,16),-1.20204 # DEPENDENCYPART_GRANDPAR
(8,2),(2,19),-1.0995 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),0.91908 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),0.25432 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),0.419759 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),0.315576 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),0.545505 # DEPENDENCYPART_GRANDPAR
(8,3),(3,9),-1.0694 # DEPENDENCYPART_GRANDPAR
(8,3),(3,18),-1.4565 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),1.23375 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),0.106838 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.865632 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.715024 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-2.12658 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-1.10889 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.456786 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-2.12658 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-1.10889 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),0.066793 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.626813 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.823602 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.522097 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.460363 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.205151 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.230434 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.20084 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,11),-0.425132 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.51632 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.512264 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.407759 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.277187 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.554581 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.174642 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),-0.262873 # DEPENDENCYPART_GRANDPAR
(8,9),(9,24),-0.69027 # DEPENDENCYPART_GRANDPAR
(8,9),(9,25),-0.309899 # DEPENDENCYPART_GRANDPAR
(8,9),(9,26),-0.488146 # DEPENDENCYPART_GRANDPAR
(8,9),(9,27),-0.377897 # DEPENDENCYPART_GRANDPAR
(8,9),(9,29),-0.648235 # DEPENDENCYPART_GRANDPAR
(8,9),(9,30),-1.54694 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.945771 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.285566 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.466507 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.424458 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.327883 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.321913 # DEPENDENCYPART_GRANDPAR
(8,12),(12,22),-0.402876 # DEPENDENCYPART_GRANDPAR
(8,18),(18,4),-0.378104 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),-0.36186 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.554555 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.139887 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.351152 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.205114 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),-0.493637 # DEPENDENCYPART_GRANDPAR
(8,18),(18,23),-0.48415 # DEPENDENCYPART_GRANDPAR
(8,18),(18,24),-0.837215 # DEPENDENCYPART_GRANDPAR
(8,18),(18,25),-0.54271 # DEPENDENCYPART_GRANDPAR
(8,18),(18,26),-0.66842 # DEPENDENCYPART_GRANDPAR
(8,18),(18,27),-0.515032 # DEPENDENCYPART_GRANDPAR
(8,18),(18,30),-1.53938 # DEPENDENCYPART_GRANDPAR
(8,22),(22,1),0.0667908 # DEPENDENCYPART_GRANDPAR
(8,22),(22,2),-0.626815 # DEPENDENCYPART_GRANDPAR
(8,22),(22,4),-0.522134 # DEPENDENCYPART_GRANDPAR
(8,22),(22,6),-0.205188 # DEPENDENCYPART_GRANDPAR
(8,22),(22,9),-0.203479 # DEPENDENCYPART_GRANDPAR
(8,22),(22,11),-0.491999 # DEPENDENCYPART_GRANDPAR
(8,22),(22,12),-0.357821 # DEPENDENCYPART_GRANDPAR
(8,22),(22,14),-0.582469 # DEPENDENCYPART_GRANDPAR
(8,22),(22,15),-0.519381 # DEPENDENCYPART_GRANDPAR
(8,22),(22,16),-0.152194 # DEPENDENCYPART_GRANDPAR
(8,22),(22,17),-0.597589 # DEPENDENCYPART_GRANDPAR
(8,22),(22,18),-0.624786 # DEPENDENCYPART_GRANDPAR
(8,22),(22,19),-0.0496492 # DEPENDENCYPART_GRANDPAR
(8,22),(22,20),-0.430213 # DEPENDENCYPART_GRANDPAR
(8,22),(22,21),-0.811874 # DEPENDENCYPART_GRANDPAR
(8,22),(22,23),-0.475611 # DEPENDENCYPART_GRANDPAR
(8,22),(22,24),-0.671746 # DEPENDENCYPART_GRANDPAR
(8,22),(22,25),-0.335891 # DEPENDENCYPART_GRANDPAR
(8,22),(22,26),-0.469622 # DEPENDENCYPART_GRANDPAR
(8,22),(22,27),-0.407614 # DEPENDENCYPART_GRANDPAR
(8,22),(22,29),-0.653251 # DEPENDENCYPART_GRANDPAR
(8,22),(22,30),-1.54289 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),0.123099 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),0.0886753 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),0.0200821 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),0.189319 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),0.245868 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-1.29561 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,16),-0.846966 # DEPENDENCYPART_GRANDPAR
(9,1),(1,19),-1.26831 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),0.297713 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.183425 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.165328 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.046478 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.0348764 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),0.0100707 # DEPENDENCYPART_GRANDPAR
(9,2),(2,16),-0.99022 # DEPENDENCYPART_GRANDPAR
(9,2),(2,19),-1.41156 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),0.209731 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),0.139418 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.0498041 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),0.102091 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),0.15864 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-1.24589 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,18),-0.571574 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),0.2892 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),0.127471 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),0.0237624 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),0.261778 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),0.333733 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),0.318326 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.10911 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.27387 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,11),-0.276683 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.101036 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-0.77559 # DEPENDENCYPART_GRANDPAR
(9,4),(4,16),-0.890764 # DEPENDENCYPART_GRANDPAR
(9,4),(4,18),-0.624225 # DEPENDENCYPART_GRANDPAR
(9,4),(4,19),-1.31211 # DEPENDENCYPART_GRANDPAR
(9,4),(4,22),-0.488969 # DEPENDENCYPART_GRANDPAR
(9,4),(4,30),-1.94913 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),0.297713 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),0.00104614 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.0348764 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.0100707 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.25783 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.3954 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,1),0.233347 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),0.0494225 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.0222302 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.115322 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),0.115642 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.309195 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.122205 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.27376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,11),-0.276566 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.100877 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.775367 # DEPENDENCYPART_GRANDPAR
(9,6),(6,18),-0.624107 # DEPENDENCYPART_GRANDPAR
(9,6),(6,22),-0.488864 # DEPENDENCYPART_GRANDPAR
(9,6),(6,30),-1.94903 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),0.0216382 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.25783 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.3954 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,2),0.062247 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.0295273 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),0.128467 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.185016 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.27378 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,12),-0.100881 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.62411 # DEPENDENCYPART_GRANDPAR
(9,8),(8,22),-0.488882 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.500576 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.236473 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.794656 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.170253 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.113704 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.23115 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),1.3908 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.185783 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.628996 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.24343 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.0324738 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.166018 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),0.0818821 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.58736 # DEPENDENCYPART_GRANDPAR
(9,11),(11,22),0.261977 # DEPENDENCYPART_GRANDPAR
(9,11),(11,23),-0.0609401 # DEPENDENCYPART_GRANDPAR
(9,11),(11,24),-0.264034 # DEPENDENCYPART_GRANDPAR
(9,11),(11,26),-0.25399 # DEPENDENCYPART_GRANDPAR
(9,11),(11,27),-0.269182 # DEPENDENCYPART_GRANDPAR
(9,11),(11,30),-1.21589 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),1.18538 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),0.235665 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.0375317 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.0132192 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),0.0741169 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.434561 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),0.225124 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-0.500576 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-0.236473 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-0.794656 # DEPENDENCYPART_GRANDPAR
(9,14),(14,10),1.38058 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.287969 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.37786 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.0421222 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.175598 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),0.0742328 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.596939 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),0.25182 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-0.0442439 # DEPENDENCYPART_GRANDPAR
(9,14),(14,24),-0.273735 # DEPENDENCYPART_GRANDPAR
(9,14),(14,26),-0.263691 # DEPENDENCYPART_GRANDPAR
(9,14),(14,27),-0.262195 # DEPENDENCYPART_GRANDPAR
(9,14),(14,30),-1.22557 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-0.3294 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.712425 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.0586472 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),0.055811 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.479989 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),0.150476 # DEPENDENCYPART_GRANDPAR
(9,15),(15,24),-0.270317 # DEPENDENCYPART_GRANDPAR
(9,15),(15,27),-0.0791155 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.229077 # DEPENDENCYPART_GRANDPAR
(9,18),(18,4),-0.794656 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),0.287969 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.000196457 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.0652875 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.604178 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.596939 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),0.25182 # DEPENDENCYPART_GRANDPAR
(9,18),(18,23),-0.0442439 # DEPENDENCYPART_GRANDPAR
(9,18),(18,24),-0.273735 # DEPENDENCYPART_GRANDPAR
(9,18),(18,25),-0.535077 # DEPENDENCYPART_GRANDPAR
(9,18),(18,26),-0.263691 # DEPENDENCYPART_GRANDPAR
(9,18),(18,27),-0.262195 # DEPENDENCYPART_GRANDPAR
