# _root_ ' Carpe_Diem ' és un homenatge a la vida : ' aprofita el temps al màxim , que la vida sigui extraordinària , que cada moment sigui únic ' .
#goldHeads=2,4,2,0,6,4,6,9,7,12,12,6,14,12,12,15,12,21,20,21,12,21,12,27,26,27,12,27,12,4,
#predictedHeads=2,4,2,0,6,4,6,9,7,12,12,4,14,12,12,15,21,21,20,21,12,21,27,27,26,27,21,27,12,4,
(21,9),(21,29),-0.100121 # DEPENDENCYPART_SIBL
(21,9),(21,30),-0.0644923 # DEPENDENCYPART_SIBL
(21,10),(21,11),0.229077 # DEPENDENCYPART_SIBL
(21,10),(21,12),0.341912 # DEPENDENCYPART_SIBL
(21,10),(21,14),0.113337 # DEPENDENCYPART_SIBL
(21,10),(21,15),0.0883334 # DEPENDENCYPART_SIBL
(21,10),(21,16),0.123331 # DEPENDENCYPART_SIBL
(21,10),(21,17),-0.182017 # DEPENDENCYPART_SIBL
(21,10),(21,18),-0.234548 # DEPENDENCYPART_SIBL
(21,10),(21,19),-0.0678093 # DEPENDENCYPART_SIBL
(21,10),(21,20),0.126863 # DEPENDENCYPART_SIBL
(21,10),(21,22),0.0873547 # DEPENDENCYPART_SIBL
(21,10),(21,23),-0.0212278 # DEPENDENCYPART_SIBL
(21,10),(21,24),0.0186332 # DEPENDENCYPART_SIBL
(21,10),(21,26),0.256652 # DEPENDENCYPART_SIBL
(21,10),(21,27),0.143878 # DEPENDENCYPART_SIBL
(21,10),(21,28),0.0788926 # DEPENDENCYPART_SIBL
(21,10),(21,29),0.252411 # DEPENDENCYPART_SIBL
(21,10),(21,30),-0.262162 # DEPENDENCYPART_SIBL
(21,11),(21,12),0.0633811 # DEPENDENCYPART_SIBL
(21,11),(21,14),-0.025428 # DEPENDENCYPART_SIBL
(21,11),(21,15),-0.0118709 # DEPENDENCYPART_SIBL
(21,11),(21,16),-0.0126749 # DEPENDENCYPART_SIBL
(21,11),(21,17),-0.436283 # DEPENDENCYPART_SIBL
(21,11),(21,18),-0.387179 # DEPENDENCYPART_SIBL
(21,11),(21,19),-0.101784 # DEPENDENCYPART_SIBL
(21,11),(21,20),-0.00924591 # DEPENDENCYPART_SIBL
(21,11),(21,22),-0.0142831 # DEPENDENCYPART_SIBL
(21,11),(21,23),-0.0490379 # DEPENDENCYPART_SIBL
(21,11),(21,24),-0.0788877 # DEPENDENCYPART_SIBL
(21,11),(21,26),-0.025481 # DEPENDENCYPART_SIBL
(21,11),(21,27),0.0660307 # DEPENDENCYPART_SIBL
(21,11),(21,28),-0.0243861 # DEPENDENCYPART_SIBL
(21,11),(21,29),0.745929 # DEPENDENCYPART_SIBL
(21,11),(21,30),-0.055739 # DEPENDENCYPART_SIBL
(21,12),(21,14),-0.0154764 # DEPENDENCYPART_SIBL
(21,12),(21,15),-0.138619 # DEPENDENCYPART_SIBL
(21,12),(21,16),-0.0139195 # DEPENDENCYPART_SIBL
(21,12),(21,17),-0.145062 # DEPENDENCYPART_SIBL
(21,12),(21,18),-0.318668 # DEPENDENCYPART_SIBL
(21,12),(21,19),-0.0264164 # DEPENDENCYPART_SIBL
(21,12),(21,20),-0.0155641 # DEPENDENCYPART_SIBL
(21,12),(21,22),-0.0132476 # DEPENDENCYPART_SIBL
(21,12),(21,23),-0.0781675 # DEPENDENCYPART_SIBL
(21,12),(21,24),-0.183784 # DEPENDENCYPART_SIBL
(21,12),(21,26),-0.0679735 # DEPENDENCYPART_SIBL
(21,12),(21,27),-0.0736266 # DEPENDENCYPART_SIBL
(21,12),(21,28),-0.0177997 # DEPENDENCYPART_SIBL
(21,12),(21,29),-0.0495131 # DEPENDENCYPART_SIBL
(21,12),(21,30),0.0126264 # DEPENDENCYPART_SIBL
(21,14),(21,15),-0.068616 # DEPENDENCYPART_SIBL
(21,14),(21,16),-0.673514 # DEPENDENCYPART_SIBL
(21,14),(21,17),-0.44342 # DEPENDENCYPART_SIBL
(21,14),(21,18),-0.569799 # DEPENDENCYPART_SIBL
(21,14),(21,19),-0.112759 # DEPENDENCYPART_SIBL
(21,14),(21,20),-0.675219 # DEPENDENCYPART_SIBL
(21,14),(21,22),-0.0436383 # DEPENDENCYPART_SIBL
(21,14),(21,23),-0.098661 # DEPENDENCYPART_SIBL
(21,14),(21,24),-0.199545 # DEPENDENCYPART_SIBL
(21,14),(21,26),-0.150353 # DEPENDENCYPART_SIBL
(21,14),(21,27),-0.0661093 # DEPENDENCYPART_SIBL
(21,14),(21,28),-0.0472961 # DEPENDENCYPART_SIBL
(21,14),(21,29),-0.0940309 # DEPENDENCYPART_SIBL
(21,14),(21,30),-0.0546182 # DEPENDENCYPART_SIBL
(21,15),(21,16),-0.00749798 # DEPENDENCYPART_SIBL
(21,15),(21,17),-0.339782 # DEPENDENCYPART_SIBL
(21,15),(21,18),-0.525041 # DEPENDENCYPART_SIBL
(21,15),(21,19),-0.132179 # DEPENDENCYPART_SIBL
(21,15),(21,20),-0.00642092 # DEPENDENCYPART_SIBL
(21,15),(21,22),0.0746219 # DEPENDENCYPART_SIBL
(21,15),(21,23),-0.0250873 # DEPENDENCYPART_SIBL
(21,15),(21,24),-0.0858382 # DEPENDENCYPART_SIBL
(21,15),(21,26),-0.0426058 # DEPENDENCYPART_SIBL
(21,15),(21,27),0.0563783 # DEPENDENCYPART_SIBL
(21,15),(21,28),0.0649513 # DEPENDENCYPART_SIBL
(21,15),(21,29),-0.0272094 # DEPENDENCYPART_SIBL
(21,15),(21,30),0.000804069 # DEPENDENCYPART_SIBL
(21,16),(21,17),-0.509471 # DEPENDENCYPART_SIBL
(21,16),(21,18),-0.716242 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.180938 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.756303 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.00387524 # DEPENDENCYPART_SIBL
(21,16),(21,23),-0.0739808 # DEPENDENCYPART_SIBL
(21,16),(21,24),-0.138792 # DEPENDENCYPART_SIBL
(21,16),(21,26),-0.101133 # DEPENDENCYPART_SIBL
(21,16),(21,27),-0.0210557 # DEPENDENCYPART_SIBL
(21,16),(21,28),-0.00753304 # DEPENDENCYPART_SIBL
(21,16),(21,29),-0.0668308 # DEPENDENCYPART_SIBL
(21,16),(21,30),-0.0274265 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.409548 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.152748 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.0108478 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.00642887 # DEPENDENCYPART_SIBL
(21,17),(21,23),0.188805 # DEPENDENCYPART_SIBL
(21,17),(21,24),-0.0780526 # DEPENDENCYPART_SIBL
(21,17),(21,26),-0.0534672 # DEPENDENCYPART_SIBL
(21,17),(21,27),-0.00248542 # DEPENDENCYPART_SIBL
(21,17),(21,28),-0.0173568 # DEPENDENCYPART_SIBL
(21,17),(21,29),-0.0878255 # DEPENDENCYPART_SIBL
(21,17),(21,30),-0.482105 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.0765873 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.161808 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.144235 # DEPENDENCYPART_SIBL
(21,18),(21,23),0.0334291 # DEPENDENCYPART_SIBL
(21,18),(21,24),0.00163931 # DEPENDENCYPART_SIBL
(21,18),(21,26),0.0539684 # DEPENDENCYPART_SIBL
(21,18),(21,27),0.0821404 # DEPENDENCYPART_SIBL
(21,18),(21,28),0.130174 # DEPENDENCYPART_SIBL
(21,18),(21,29),0.0317129 # DEPENDENCYPART_SIBL
(21,18),(21,30),-0.48287 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.0386582 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.00395805 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.0596022 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.214655 # DEPENDENCYPART_SIBL
(21,19),(21,26),-0.0231733 # DEPENDENCYPART_SIBL
(21,19),(21,27),-0.0203106 # DEPENDENCYPART_SIBL
(21,19),(21,28),-0.0149945 # DEPENDENCYPART_SIBL
(21,19),(21,29),-0.057568 # DEPENDENCYPART_SIBL
(21,19),(21,30),-0.0569617 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0346573 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.114474 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.164652 # DEPENDENCYPART_SIBL
(21,20),(21,26),-0.137953 # DEPENDENCYPART_SIBL
(21,20),(21,27),-0.0480277 # DEPENDENCYPART_SIBL
(21,20),(21,28),-0.0383151 # DEPENDENCYPART_SIBL
(21,20),(21,29),-0.100121 # DEPENDENCYPART_SIBL
(21,20),(21,30),-0.0644923 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.0277258 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.0940664 # DEPENDENCYPART_SIBL
(21,22),(21,26),-0.0128507 # DEPENDENCYPART_SIBL
(21,22),(21,27),-0.0399589 # DEPENDENCYPART_SIBL
(21,22),(21,28),-0.152119 # DEPENDENCYPART_SIBL
(21,22),(21,29),0.0467153 # DEPENDENCYPART_SIBL
(21,22),(21,30),0.0223944 # DEPENDENCYPART_SIBL
(21,23),(21,24),0.0775391 # DEPENDENCYPART_SIBL
(21,23),(21,26),0.00910419 # DEPENDENCYPART_SIBL
(21,23),(21,27),0.00926633 # DEPENDENCYPART_SIBL
(21,23),(21,28),0.0348547 # DEPENDENCYPART_SIBL
(21,23),(21,29),-0.00844926 # DEPENDENCYPART_SIBL
(21,23),(21,30),-0.0383822 # DEPENDENCYPART_SIBL
(21,24),(21,26),-0.07847 # DEPENDENCYPART_SIBL
(21,24),(21,27),-0.108202 # DEPENDENCYPART_SIBL
(21,24),(21,28),-0.0383691 # DEPENDENCYPART_SIBL
(21,24),(21,29),-0.0752109 # DEPENDENCYPART_SIBL
(21,24),(21,30),-0.127554 # DEPENDENCYPART_SIBL
(21,26),(21,27),-0.134463 # DEPENDENCYPART_SIBL
(21,26),(21,28),-0.0536058 # DEPENDENCYPART_SIBL
(21,26),(21,29),-0.0315572 # DEPENDENCYPART_SIBL
(21,26),(21,30),-0.0535704 # DEPENDENCYPART_SIBL
(21,27),(21,28),0.0515186 # DEPENDENCYPART_SIBL
(21,27),(21,29),0.114223 # DEPENDENCYPART_SIBL
(21,27),(21,30),0.0519018 # DEPENDENCYPART_SIBL
(21,28),(21,29),0.0555503 # DEPENDENCYPART_SIBL
(21,28),(21,30),0.0349703 # DEPENDENCYPART_SIBL
(21,29),(21,30),-0.0299506 # DEPENDENCYPART_SIBL
(22,15),(22,19),0.00890753 # DEPENDENCYPART_SIBL
(22,15),(22,20),0.100839 # DEPENDENCYPART_SIBL
(22,15),(22,21),0.0285833 # DEPENDENCYPART_SIBL
(22,15),(22,23),0.017448 # DEPENDENCYPART_SIBL
(22,15),(22,24),-0.0491272 # DEPENDENCYPART_SIBL
(22,15),(22,26),0.0126827 # DEPENDENCYPART_SIBL
(22,15),(22,27),-0.00631688 # DEPENDENCYPART_SIBL
(22,15),(22,28),0.0131351 # DEPENDENCYPART_SIBL
(22,15),(22,29),-0.0223879 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.0495467 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.0298401 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.0182811 # DEPENDENCYPART_SIBL
(22,19),(22,24),-0.113531 # DEPENDENCYPART_SIBL
(22,19),(22,26),0.14848 # DEPENDENCYPART_SIBL
(22,19),(22,27),0.160362 # DEPENDENCYPART_SIBL
(22,19),(22,28),0.074271 # DEPENDENCYPART_SIBL
(22,19),(22,29),0.0173406 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.142694 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.0621581 # DEPENDENCYPART_SIBL
(22,20),(22,24),-0.0354339 # DEPENDENCYPART_SIBL
(22,20),(22,26),0.000894936 # DEPENDENCYPART_SIBL
(22,20),(22,27),0.0138719 # DEPENDENCYPART_SIBL
(22,20),(22,28),0.0118901 # DEPENDENCYPART_SIBL
(22,20),(22,29),0.0233916 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.0141956 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.0592625 # DEPENDENCYPART_SIBL
(22,21),(22,26),0.0452814 # DEPENDENCYPART_SIBL
(22,21),(22,27),-0.0500079 # DEPENDENCYPART_SIBL
(22,21),(22,28),-0.00782802 # DEPENDENCYPART_SIBL
(22,21),(22,29),0.0109916 # DEPENDENCYPART_SIBL
(22,23),(22,24),0.0841664 # DEPENDENCYPART_SIBL
(22,23),(22,26),0.0627719 # DEPENDENCYPART_SIBL
(22,23),(22,27),-0.0181315 # DEPENDENCYPART_SIBL
(22,23),(22,28),0.673306 # DEPENDENCYPART_SIBL
(22,23),(22,29),-0.0239094 # DEPENDENCYPART_SIBL
(22,24),(22,26),-0.0161948 # DEPENDENCYPART_SIBL
(22,24),(22,27),-0.00493722 # DEPENDENCYPART_SIBL
(22,24),(22,28),0.434797 # DEPENDENCYPART_SIBL
(22,24),(22,29),-0.0075299 # DEPENDENCYPART_SIBL
(22,26),(22,27),-0.0558785 # DEPENDENCYPART_SIBL
(22,26),(22,28),0.0910479 # DEPENDENCYPART_SIBL
(22,26),(22,29),0.0522676 # DEPENDENCYPART_SIBL
(22,27),(22,28),0.124161 # DEPENDENCYPART_SIBL
(22,27),(22,29),0.0694622 # DEPENDENCYPART_SIBL
(22,28),(22,29),0.0675736 # DEPENDENCYPART_SIBL
(24,23),(24,25),0.162852 # DEPENDENCYPART_SIBL
(24,23),(24,26),0.515716 # DEPENDENCYPART_SIBL
(24,23),(24,28),0.226305 # DEPENDENCYPART_SIBL
(24,23),(24,29),0.346984 # DEPENDENCYPART_SIBL
(24,25),(24,26),0.0279983 # DEPENDENCYPART_SIBL
(24,25),(24,28),0.000408651 # DEPENDENCYPART_SIBL
(24,25),(24,29),0.0242652 # DEPENDENCYPART_SIBL
(24,26),(24,28),-0.000365515 # DEPENDENCYPART_SIBL
(24,26),(24,29),0.127651 # DEPENDENCYPART_SIBL
(24,28),(24,29),0.0558609 # DEPENDENCYPART_SIBL
(26,10),(26,21),0.388644 # DEPENDENCYPART_SIBL
(26,10),(26,22),0.183373 # DEPENDENCYPART_SIBL
(26,10),(26,23),-0.0485048 # DEPENDENCYPART_SIBL
(26,10),(26,24),0.163829 # DEPENDENCYPART_SIBL
(26,10),(26,25),0.153963 # DEPENDENCYPART_SIBL
(26,10),(26,27),0.13264 # DEPENDENCYPART_SIBL
(26,10),(26,28),0.0422717 # DEPENDENCYPART_SIBL
(26,10),(26,29),0.487342 # DEPENDENCYPART_SIBL
(26,21),(26,22),0.0810774 # DEPENDENCYPART_SIBL
(26,21),(26,23),0.280163 # DEPENDENCYPART_SIBL
(26,21),(26,24),0.316179 # DEPENDENCYPART_SIBL
(26,21),(26,25),0.214263 # DEPENDENCYPART_SIBL
(26,21),(26,27),-0.113611 # DEPENDENCYPART_SIBL
(26,21),(26,28),-0.125504 # DEPENDENCYPART_SIBL
(26,21),(26,29),-0.00162018 # DEPENDENCYPART_SIBL
(26,22),(26,23),-0.0148144 # DEPENDENCYPART_SIBL
(26,22),(26,24),-0.0300512 # DEPENDENCYPART_SIBL
(26,22),(26,25),-0.322409 # DEPENDENCYPART_SIBL
(26,22),(26,27),0.00461994 # DEPENDENCYPART_SIBL
(26,22),(26,28),-0.00435148 # DEPENDENCYPART_SIBL
(26,22),(26,29),0.138648 # DEPENDENCYPART_SIBL
(26,23),(26,24),0.485965 # DEPENDENCYPART_SIBL
(26,23),(26,25),0.223987 # DEPENDENCYPART_SIBL
(26,23),(26,27),0.171371 # DEPENDENCYPART_SIBL
(26,23),(26,28),0.00154523 # DEPENDENCYPART_SIBL
(26,23),(26,29),0.162289 # DEPENDENCYPART_SIBL
(26,24),(26,25),0.227298 # DEPENDENCYPART_SIBL
(26,24),(26,27),0.0126128 # DEPENDENCYPART_SIBL
(26,24),(26,28),-0.0104919 # DEPENDENCYPART_SIBL
(26,24),(26,29),0.0077317 # DEPENDENCYPART_SIBL
(26,25),(26,27),-0.0157591 # DEPENDENCYPART_SIBL
(26,25),(26,28),-0.0757814 # DEPENDENCYPART_SIBL
(26,25),(26,29),0.064215 # DEPENDENCYPART_SIBL
(26,27),(26,28),-0.000480138 # DEPENDENCYPART_SIBL
(26,27),(26,29),0.0383329 # DEPENDENCYPART_SIBL
(26,28),(26,29),-0.0197205 # DEPENDENCYPART_SIBL
(27,2),(27,6),-0.748885 # DEPENDENCYPART_SIBL
(27,2),(27,7),-0.021619 # DEPENDENCYPART_SIBL
(27,2),(27,11),-0.0322322 # DEPENDENCYPART_SIBL
(27,2),(27,12),-0.0113489 # DEPENDENCYPART_SIBL
(27,2),(27,14),-0.716009 # DEPENDENCYPART_SIBL
(27,2),(27,15),-0.120267 # DEPENDENCYPART_SIBL
(27,2),(27,17),-0.497151 # DEPENDENCYPART_SIBL
(27,2),(27,18),-0.703922 # DEPENDENCYPART_SIBL
(27,2),(27,20),-0.743196 # DEPENDENCYPART_SIBL
(27,2),(27,21),0.000595784 # DEPENDENCYPART_SIBL
(27,2),(27,22),-0.173474 # DEPENDENCYPART_SIBL
(27,2),(27,23),-0.497151 # DEPENDENCYPART_SIBL
(27,2),(27,24),-0.703922 # DEPENDENCYPART_SIBL
(27,2),(27,25),-0.23121 # DEPENDENCYPART_SIBL
(27,2),(27,26),-0.746117 # DEPENDENCYPART_SIBL
(27,2),(27,28),-0.00692464 # DEPENDENCYPART_SIBL
(27,2),(27,29),-0.0578467 # DEPENDENCYPART_SIBL
(27,2),(27,30),-0.0137414 # DEPENDENCYPART_SIBL
(27,6),(27,7),-0.022879 # DEPENDENCYPART_SIBL
(27,6),(27,11),-0.0326124 # DEPENDENCYPART_SIBL
(27,6),(27,12),-0.0132778 # DEPENDENCYPART_SIBL
(27,6),(27,14),-0.716389 # DEPENDENCYPART_SIBL
(27,6),(27,15),-0.12111 # DEPENDENCYPART_SIBL
(27,6),(27,17),-0.497531 # DEPENDENCYPART_SIBL
(27,6),(27,18),-0.704302 # DEPENDENCYPART_SIBL
(27,6),(27,20),-0.743577 # DEPENDENCYPART_SIBL
(27,6),(27,21),-0.00133313 # DEPENDENCYPART_SIBL
(27,6),(27,22),-0.173854 # DEPENDENCYPART_SIBL
(27,6),(27,23),-0.497531 # DEPENDENCYPART_SIBL
(27,6),(27,24),-0.704302 # DEPENDENCYPART_SIBL
(27,6),(27,25),-0.23159 # DEPENDENCYPART_SIBL
(27,6),(27,26),-0.746497 # DEPENDENCYPART_SIBL
(27,6),(27,28),-0.0103482 # DEPENDENCYPART_SIBL
(27,6),(27,29),-0.0708698 # DEPENDENCYPART_SIBL
(27,6),(27,30),-0.020103 # DEPENDENCYPART_SIBL
(27,7),(27,11),-0.00148656 # DEPENDENCYPART_SIBL
(27,7),(27,12),0.00153051 # DEPENDENCYPART_SIBL
(27,7),(27,14),0.00241815 # DEPENDENCYPART_SIBL
(27,7),(27,15),-0.0486873 # DEPENDENCYPART_SIBL
(27,7),(27,17),-0.284046 # DEPENDENCYPART_SIBL
(27,7),(27,18),-0.503454 # DEPENDENCYPART_SIBL
(27,7),(27,20),0.0162748 # DEPENDENCYPART_SIBL
(27,7),(27,21),-0.00310544 # DEPENDENCYPART_SIBL
(27,7),(27,22),-0.00640622 # DEPENDENCYPART_SIBL
(27,7),(27,23),-0.284046 # DEPENDENCYPART_SIBL
(27,7),(27,24),-0.503454 # DEPENDENCYPART_SIBL
(27,7),(27,25),-0.127999 # DEPENDENCYPART_SIBL
(27,7),(27,26),0.00938422 # DEPENDENCYPART_SIBL
(27,7),(27,28),-0.0547628 # DEPENDENCYPART_SIBL
(27,7),(27,29),-0.0841264 # DEPENDENCYPART_SIBL
(27,7),(27,30),-0.0264946 # DEPENDENCYPART_SIBL
(27,11),(27,12),0.0633811 # DEPENDENCYPART_SIBL
(27,11),(27,14),-0.025428 # DEPENDENCYPART_SIBL
(27,11),(27,15),-0.0118709 # DEPENDENCYPART_SIBL
(27,11),(27,17),-0.436283 # DEPENDENCYPART_SIBL
(27,11),(27,18),-0.387179 # DEPENDENCYPART_SIBL
(27,11),(27,20),-0.00924591 # DEPENDENCYPART_SIBL
(27,11),(27,21),0.0964597 # DEPENDENCYPART_SIBL
(27,11),(27,22),0.0141348 # DEPENDENCYPART_SIBL
(27,11),(27,23),-0.436283 # DEPENDENCYPART_SIBL
(27,11),(27,24),-0.387179 # DEPENDENCYPART_SIBL
(27,11),(27,25),-0.0360228 # DEPENDENCYPART_SIBL
(27,11),(27,26),-0.0163434 # DEPENDENCYPART_SIBL
(27,11),(27,28),-0.0243861 # DEPENDENCYPART_SIBL
(27,11),(27,29),0.745929 # DEPENDENCYPART_SIBL
(27,11),(27,30),-0.055739 # DEPENDENCYPART_SIBL
(27,12),(27,14),-0.0154764 # DEPENDENCYPART_SIBL
(27,12),(27,15),-0.138619 # DEPENDENCYPART_SIBL
(27,12),(27,17),-0.145062 # DEPENDENCYPART_SIBL
(27,12),(27,18),-0.318668 # DEPENDENCYPART_SIBL
(27,12),(27,20),-0.0155641 # DEPENDENCYPART_SIBL
(27,12),(27,21),-0.0802162 # DEPENDENCYPART_SIBL
(27,12),(27,22),-0.0322553 # DEPENDENCYPART_SIBL
(27,12),(27,23),-0.145062 # DEPENDENCYPART_SIBL
(27,12),(27,24),-0.318668 # DEPENDENCYPART_SIBL
(27,12),(27,25),-0.0446636 # DEPENDENCYPART_SIBL
(27,12),(27,26),-0.0190961 # DEPENDENCYPART_SIBL
(27,12),(27,28),-0.0177997 # DEPENDENCYPART_SIBL
(27,12),(27,29),-0.0495131 # DEPENDENCYPART_SIBL
(27,12),(27,30),0.0126264 # DEPENDENCYPART_SIBL
(27,14),(27,15),-0.068616 # DEPENDENCYPART_SIBL
(27,14),(27,17),-0.44342 # DEPENDENCYPART_SIBL
(27,14),(27,18),-0.569799 # DEPENDENCYPART_SIBL
(27,14),(27,20),-0.675219 # DEPENDENCYPART_SIBL
(27,14),(27,21),0.0970499 # DEPENDENCYPART_SIBL
(27,14),(27,22),-0.1176 # DEPENDENCYPART_SIBL
(27,14),(27,23),-0.44342 # DEPENDENCYPART_SIBL
(27,14),(27,24),-0.569799 # DEPENDENCYPART_SIBL
(27,14),(27,25),-0.175349 # DEPENDENCYPART_SIBL
(27,14),(27,26),-0.678139 # DEPENDENCYPART_SIBL
(27,14),(27,28),-0.0472961 # DEPENDENCYPART_SIBL
(27,14),(27,29),-0.0940309 # DEPENDENCYPART_SIBL
(27,14),(27,30),-0.0546182 # DEPENDENCYPART_SIBL
(27,15),(27,17),-0.339782 # DEPENDENCYPART_SIBL
(27,15),(27,18),-0.525041 # DEPENDENCYPART_SIBL
(27,15),(27,20),-0.00642092 # DEPENDENCYPART_SIBL
(27,15),(27,21),-0.014363 # DEPENDENCYPART_SIBL
(27,15),(27,22),-0.0497347 # DEPENDENCYPART_SIBL
(27,15),(27,23),-0.339782 # DEPENDENCYPART_SIBL
(27,15),(27,24),-0.525041 # DEPENDENCYPART_SIBL
(27,15),(27,25),-0.13381 # DEPENDENCYPART_SIBL
(27,15),(27,26),-0.0137594 # DEPENDENCYPART_SIBL
(27,15),(27,28),0.0649513 # DEPENDENCYPART_SIBL
(27,15),(27,29),-0.0272094 # DEPENDENCYPART_SIBL
(27,15),(27,30),0.000804069 # DEPENDENCYPART_SIBL
(27,17),(27,18),0.409548 # DEPENDENCYPART_SIBL
(27,17),(27,20),-0.0108478 # DEPENDENCYPART_SIBL
(27,17),(27,21),0.0932487 # DEPENDENCYPART_SIBL
(27,17),(27,22),-0.0166323 # DEPENDENCYPART_SIBL
(27,17),(27,23),-0.40615 # DEPENDENCYPART_SIBL
(27,17),(27,24),0.409548 # DEPENDENCYPART_SIBL
(27,17),(27,25),0.0131884 # DEPENDENCYPART_SIBL
(27,17),(27,26),-0.0185626 # DEPENDENCYPART_SIBL
(27,17),(27,28),-0.0173568 # DEPENDENCYPART_SIBL
(27,17),(27,29),-0.0878255 # DEPENDENCYPART_SIBL
(27,17),(27,30),-0.482105 # DEPENDENCYPART_SIBL
(27,18),(27,20),0.161808 # DEPENDENCYPART_SIBL
(27,18),(27,21),0.149845 # DEPENDENCYPART_SIBL
(27,18),(27,22),0.0279419 # DEPENDENCYPART_SIBL
(27,18),(27,23),-0.564358 # DEPENDENCYPART_SIBL
(27,18),(27,24),-1.32857 # DEPENDENCYPART_SIBL
(27,18),(27,25),-0.122578 # DEPENDENCYPART_SIBL
(27,18),(27,26),0.156525 # DEPENDENCYPART_SIBL
(27,18),(27,28),0.130174 # DEPENDENCYPART_SIBL
(27,18),(27,29),0.0317129 # DEPENDENCYPART_SIBL
(27,18),(27,30),-0.48287 # DEPENDENCYPART_SIBL
(27,20),(27,21),-0.00555041 # DEPENDENCYPART_SIBL
(27,20),(27,22),-0.177952 # DEPENDENCYPART_SIBL
(27,20),(27,23),-0.502997 # DEPENDENCYPART_SIBL
(27,20),(27,24),-0.709143 # DEPENDENCYPART_SIBL
(27,20),(27,25),-0.235689 # DEPENDENCYPART_SIBL
(27,20),(27,26),-0.750773 # DEPENDENCYPART_SIBL
(27,20),(27,28),-0.0383151 # DEPENDENCYPART_SIBL
(27,20),(27,29),-0.100121 # DEPENDENCYPART_SIBL
(27,20),(27,30),-0.0644923 # DEPENDENCYPART_SIBL
(27,21),(27,22),0.0129703 # DEPENDENCYPART_SIBL
(27,21),(27,23),-0.0997563 # DEPENDENCYPART_SIBL
(27,21),(27,24),-0.206734 # DEPENDENCYPART_SIBL
(27,21),(27,25),-0.00150759 # DEPENDENCYPART_SIBL
(27,21),(27,26),0.0141123 # DEPENDENCYPART_SIBL
(27,21),(27,28),0.0150171 # DEPENDENCYPART_SIBL
(27,21),(27,29),-0.0470044 # DEPENDENCYPART_SIBL
(27,21),(27,30),0.00669201 # DEPENDENCYPART_SIBL
(27,22),(27,23),-0.19167 # DEPENDENCYPART_SIBL
(27,22),(27,24),-0.300662 # DEPENDENCYPART_SIBL
(27,22),(27,25),-0.176286 # DEPENDENCYPART_SIBL
(27,22),(27,26),-0.0327989 # DEPENDENCYPART_SIBL
(27,22),(27,28),-0.0287667 # DEPENDENCYPART_SIBL
(27,22),(27,29),0.0016701 # DEPENDENCYPART_SIBL
(27,22),(27,30),0.00743334 # DEPENDENCYPART_SIBL
(27,23),(27,24),0.409548 # DEPENDENCYPART_SIBL
(27,23),(27,25),0.0131884 # DEPENDENCYPART_SIBL
(27,23),(27,26),-0.0185626 # DEPENDENCYPART_SIBL
(27,23),(27,28),-0.0173568 # DEPENDENCYPART_SIBL
(27,23),(27,29),-0.0878255 # DEPENDENCYPART_SIBL
(27,23),(27,30),-0.482105 # DEPENDENCYPART_SIBL
(27,24),(27,25),-0.122578 # DEPENDENCYPART_SIBL
(27,24),(27,26),0.156525 # DEPENDENCYPART_SIBL
(27,24),(27,28),0.130174 # DEPENDENCYPART_SIBL
(27,24),(27,29),0.0317129 # DEPENDENCYPART_SIBL
(27,24),(27,30),-0.48287 # DEPENDENCYPART_SIBL
(27,25),(27,26),-0.0172 # DEPENDENCYPART_SIBL
(27,25),(27,28),-0.0373318 # DEPENDENCYPART_SIBL
(27,25),(27,29),-0.0992952 # DEPENDENCYPART_SIBL
(27,25),(27,30),-0.0911626 # DEPENDENCYPART_SIBL
(27,26),(27,28),-0.00991233 # DEPENDENCYPART_SIBL
(27,26),(27,29),-0.0691587 # DEPENDENCYPART_SIBL
(27,26),(27,30),-0.0284698 # DEPENDENCYPART_SIBL
(27,28),(27,29),0.0555503 # DEPENDENCYPART_SIBL
