# _root_ ' Si fa falta un estudi , que no vingui a_canvi_de vendre l' aigua ' perquè ' aquest estudi arribarà tard ' , ha dit Castellà .
#goldHeads=10,3,10,3,6,3,3,10,10,25,10,11,14,12,10,20,20,19,20,10,20,20,10,25,0,25,25,
#predictedHeads=3,3,25,3,6,4,10,10,10,3,10,11,14,12,20,20,20,19,20,25,20,20,20,25,0,25,25,
(20,11),(20,19),0.0204777 # DEPENDENCYPART_SIBL
(20,11),(20,21),0.000879607 # DEPENDENCYPART_SIBL
(20,11),(20,22),0.0143247 # DEPENDENCYPART_SIBL
(20,11),(20,23),-0.0235774 # DEPENDENCYPART_SIBL
(20,11),(20,24),0.0399431 # DEPENDENCYPART_SIBL
(20,11),(20,25),0.0439407 # DEPENDENCYPART_SIBL
(20,11),(20,26),-0.0410603 # DEPENDENCYPART_SIBL
(20,11),(20,27),0.0349322 # DEPENDENCYPART_SIBL
(20,12),(20,14),-0.0275868 # DEPENDENCYPART_SIBL
(20,12),(20,15),0.000600506 # DEPENDENCYPART_SIBL
(20,12),(20,16),-0.033331 # DEPENDENCYPART_SIBL
(20,12),(20,17),0.000600506 # DEPENDENCYPART_SIBL
(20,12),(20,18),-0.0556402 # DEPENDENCYPART_SIBL
(20,12),(20,19),-0.0221707 # DEPENDENCYPART_SIBL
(20,12),(20,21),-0.00123701 # DEPENDENCYPART_SIBL
(20,12),(20,22),0.0166375 # DEPENDENCYPART_SIBL
(20,12),(20,23),-0.0216542 # DEPENDENCYPART_SIBL
(20,12),(20,24),-0.0072494 # DEPENDENCYPART_SIBL
(20,12),(20,25),0.0127752 # DEPENDENCYPART_SIBL
(20,12),(20,26),-0.0421673 # DEPENDENCYPART_SIBL
(20,12),(20,27),0.0575931 # DEPENDENCYPART_SIBL
(20,14),(20,15),-0.0181696 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.0621253 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.0181696 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.229456 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.73751 # DEPENDENCYPART_SIBL
(20,14),(20,21),0.0208432 # DEPENDENCYPART_SIBL
(20,14),(20,22),0.00186658 # DEPENDENCYPART_SIBL
(20,14),(20,23),-0.00831512 # DEPENDENCYPART_SIBL
(20,14),(20,24),0.0281282 # DEPENDENCYPART_SIBL
(20,14),(20,25),0.0541388 # DEPENDENCYPART_SIBL
(20,14),(20,26),-0.0417827 # DEPENDENCYPART_SIBL
(20,14),(20,27),0.0363166 # DEPENDENCYPART_SIBL
(20,15),(20,16),0.012993 # DEPENDENCYPART_SIBL
(20,15),(20,17),-0.172697 # DEPENDENCYPART_SIBL
(20,15),(20,18),-0.0550081 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.0221323 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.00501397 # DEPENDENCYPART_SIBL
(20,15),(20,22),0.796336 # DEPENDENCYPART_SIBL
(20,15),(20,23),-0.0179463 # DEPENDENCYPART_SIBL
(20,15),(20,24),0.057135 # DEPENDENCYPART_SIBL
(20,15),(20,25),0.0442475 # DEPENDENCYPART_SIBL
(20,15),(20,26),-0.0219169 # DEPENDENCYPART_SIBL
(20,15),(20,27),-0.0242564 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.159883 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.0696229 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.253692 # DEPENDENCYPART_SIBL
(20,16),(20,21),0.0488728 # DEPENDENCYPART_SIBL
(20,16),(20,22),0.0863419 # DEPENDENCYPART_SIBL
(20,16),(20,23),0.051633 # DEPENDENCYPART_SIBL
(20,16),(20,24),0.0535122 # DEPENDENCYPART_SIBL
(20,16),(20,25),0.0429553 # DEPENDENCYPART_SIBL
(20,16),(20,26),0.0333898 # DEPENDENCYPART_SIBL
(20,16),(20,27),-0.116158 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.0550081 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.0221323 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.00501397 # DEPENDENCYPART_SIBL
(20,17),(20,22),0.796336 # DEPENDENCYPART_SIBL
(20,17),(20,23),-0.0179463 # DEPENDENCYPART_SIBL
(20,17),(20,24),0.057135 # DEPENDENCYPART_SIBL
(20,17),(20,25),0.0442475 # DEPENDENCYPART_SIBL
(20,17),(20,26),-0.0219169 # DEPENDENCYPART_SIBL
(20,17),(20,27),-0.0242564 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0150694 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0334486 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.0212153 # DEPENDENCYPART_SIBL
(20,18),(20,23),0.0278457 # DEPENDENCYPART_SIBL
(20,18),(20,24),-0.0951945 # DEPENDENCYPART_SIBL
(20,18),(20,25),-0.0415802 # DEPENDENCYPART_SIBL
(20,18),(20,26),-0.129777 # DEPENDENCYPART_SIBL
(20,18),(20,27),-0.0173679 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.0221741 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.0178623 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.0111543 # DEPENDENCYPART_SIBL
(20,19),(20,24),0.0291783 # DEPENDENCYPART_SIBL
(20,19),(20,25),0.0552058 # DEPENDENCYPART_SIBL
(20,19),(20,26),-0.0515944 # DEPENDENCYPART_SIBL
(20,19),(20,27),0.0642367 # DEPENDENCYPART_SIBL
(20,21),(20,22),0.0650036 # DEPENDENCYPART_SIBL
(20,21),(20,23),0.071973 # DEPENDENCYPART_SIBL
(20,21),(20,24),0.0166277 # DEPENDENCYPART_SIBL
(20,21),(20,25),0.0298457 # DEPENDENCYPART_SIBL
(20,21),(20,26),-0.0231963 # DEPENDENCYPART_SIBL
(20,21),(20,27),0.0706697 # DEPENDENCYPART_SIBL
(20,22),(20,23),0.0516862 # DEPENDENCYPART_SIBL
(20,22),(20,24),0.0558552 # DEPENDENCYPART_SIBL
(20,22),(20,25),0.0461808 # DEPENDENCYPART_SIBL
(20,22),(20,26),0.0333581 # DEPENDENCYPART_SIBL
(20,22),(20,27),0.028274 # DEPENDENCYPART_SIBL
(20,23),(20,24),0.0771774 # DEPENDENCYPART_SIBL
(20,23),(20,25),0.0971496 # DEPENDENCYPART_SIBL
(20,23),(20,26),-0.00278246 # DEPENDENCYPART_SIBL
(20,23),(20,27),0.0091918 # DEPENDENCYPART_SIBL
(20,24),(20,25),0.014181 # DEPENDENCYPART_SIBL
(20,24),(20,26),0.0205563 # DEPENDENCYPART_SIBL
(20,24),(20,27),0.0829548 # DEPENDENCYPART_SIBL
(20,25),(20,26),0.0699563 # DEPENDENCYPART_SIBL
(20,25),(20,27),0.146394 # DEPENDENCYPART_SIBL
(20,26),(20,27),-0.00439475 # DEPENDENCYPART_SIBL
(21,11),(21,17),0.0363576 # DEPENDENCYPART_SIBL
(21,11),(21,19),0.150768 # DEPENDENCYPART_SIBL
(21,11),(21,20),0.0852795 # DEPENDENCYPART_SIBL
(21,11),(21,22),0.0171356 # DEPENDENCYPART_SIBL
(21,11),(21,23),-0.0287668 # DEPENDENCYPART_SIBL
(21,11),(21,24),0.0173445 # DEPENDENCYPART_SIBL
(21,11),(21,25),0.0137841 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.219153 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.189538 # DEPENDENCYPART_SIBL
(21,17),(21,22),0.650969 # DEPENDENCYPART_SIBL
(21,17),(21,23),-0.0995545 # DEPENDENCYPART_SIBL
(21,17),(21,24),-0.0356012 # DEPENDENCYPART_SIBL
(21,17),(21,25),-0.0368488 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.148505 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.018687 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.0119188 # DEPENDENCYPART_SIBL
(21,19),(21,24),0.0374826 # DEPENDENCYPART_SIBL
(21,19),(21,25),0.046566 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.0520759 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.00895987 # DEPENDENCYPART_SIBL
(21,20),(21,24),0.0184615 # DEPENDENCYPART_SIBL
(21,20),(21,25),0.0243871 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.0415908 # DEPENDENCYPART_SIBL
(21,22),(21,24),0.0171829 # DEPENDENCYPART_SIBL
(21,22),(21,25),-0.0156703 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.0385297 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.0446918 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.049073 # DEPENDENCYPART_SIBL
(24,1),(24,2),-0.200219 # DEPENDENCYPART_SIBL
(24,1),(24,8),-0.317496 # DEPENDENCYPART_SIBL
(24,1),(24,11),0.16491 # DEPENDENCYPART_SIBL
(24,1),(24,12),0.182705 # DEPENDENCYPART_SIBL
(24,1),(24,16),0.0380756 # DEPENDENCYPART_SIBL
(24,1),(24,19),0.0658362 # DEPENDENCYPART_SIBL
(24,1),(24,20),0.176338 # DEPENDENCYPART_SIBL
(24,1),(24,21),0.222649 # DEPENDENCYPART_SIBL
(24,1),(24,22),-0.0721119 # DEPENDENCYPART_SIBL
(24,1),(24,23),-0.31633 # DEPENDENCYPART_SIBL
(24,1),(24,25),0.133267 # DEPENDENCYPART_SIBL
(24,1),(24,26),0.166382 # DEPENDENCYPART_SIBL
(24,1),(24,27),0.120409 # DEPENDENCYPART_SIBL
(24,2),(24,8),-0.640883 # DEPENDENCYPART_SIBL
(24,2),(24,11),0.138222 # DEPENDENCYPART_SIBL
(24,2),(24,12),0.0897283 # DEPENDENCYPART_SIBL
(24,2),(24,16),-0.102155 # DEPENDENCYPART_SIBL
(24,2),(24,19),0.273222 # DEPENDENCYPART_SIBL
(24,2),(24,20),0.0770575 # DEPENDENCYPART_SIBL
(24,2),(24,21),0.109704 # DEPENDENCYPART_SIBL
(24,2),(24,22),0.181358 # DEPENDENCYPART_SIBL
(24,2),(24,23),-0.249617 # DEPENDENCYPART_SIBL
(24,2),(24,25),-0.0279941 # DEPENDENCYPART_SIBL
(24,2),(24,26),0.17916 # DEPENDENCYPART_SIBL
(24,2),(24,27),-0.151067 # DEPENDENCYPART_SIBL
(24,8),(24,11),0.202364 # DEPENDENCYPART_SIBL
(24,8),(24,12),0.248437 # DEPENDENCYPART_SIBL
(24,8),(24,16),-0.495434 # DEPENDENCYPART_SIBL
(24,8),(24,19),0.188853 # DEPENDENCYPART_SIBL
(24,8),(24,20),0.231411 # DEPENDENCYPART_SIBL
(24,8),(24,21),0.172739 # DEPENDENCYPART_SIBL
(24,8),(24,22),0.273732 # DEPENDENCYPART_SIBL
(24,8),(24,23),-0.449061 # DEPENDENCYPART_SIBL
(24,8),(24,25),-0.0129404 # DEPENDENCYPART_SIBL
(24,8),(24,26),0.151271 # DEPENDENCYPART_SIBL
(24,8),(24,27),-0.520748 # DEPENDENCYPART_SIBL
(24,11),(24,12),0.0348392 # DEPENDENCYPART_SIBL
(24,11),(24,16),0.0358096 # DEPENDENCYPART_SIBL
(24,11),(24,19),0.00558476 # DEPENDENCYPART_SIBL
(24,11),(24,20),0.0310478 # DEPENDENCYPART_SIBL
(24,11),(24,21),-0.00446967 # DEPENDENCYPART_SIBL
(24,11),(24,22),0.0683467 # DEPENDENCYPART_SIBL
(24,11),(24,23),-0.240687 # DEPENDENCYPART_SIBL
(24,11),(24,25),0.0276955 # DEPENDENCYPART_SIBL
(24,11),(24,26),0.0867825 # DEPENDENCYPART_SIBL
(24,11),(24,27),0.0915764 # DEPENDENCYPART_SIBL
(24,12),(24,16),-0.0563378 # DEPENDENCYPART_SIBL
(24,12),(24,19),-0.0290707 # DEPENDENCYPART_SIBL
(24,12),(24,20),-0.0519991 # DEPENDENCYPART_SIBL
(24,12),(24,21),0.0193424 # DEPENDENCYPART_SIBL
(24,12),(24,22),0.0533171 # DEPENDENCYPART_SIBL
(24,12),(24,23),-0.106914 # DEPENDENCYPART_SIBL
(24,12),(24,25),0.0187709 # DEPENDENCYPART_SIBL
(24,12),(24,26),0.0977275 # DEPENDENCYPART_SIBL
(24,12),(24,27),0.151855 # DEPENDENCYPART_SIBL
(24,16),(24,19),0.309701 # DEPENDENCYPART_SIBL
(24,16),(24,20),0.146199 # DEPENDENCYPART_SIBL
(24,16),(24,21),0.191129 # DEPENDENCYPART_SIBL
(24,16),(24,22),0.302754 # DEPENDENCYPART_SIBL
(24,16),(24,23),-0.174432 # DEPENDENCYPART_SIBL
(24,16),(24,25),0.0212449 # DEPENDENCYPART_SIBL
(24,16),(24,26),0.188436 # DEPENDENCYPART_SIBL
(24,16),(24,27),-0.109633 # DEPENDENCYPART_SIBL
(24,19),(24,20),-0.0172373 # DEPENDENCYPART_SIBL
(24,19),(24,21),-0.0911464 # DEPENDENCYPART_SIBL
(24,19),(24,22),-0.00390301 # DEPENDENCYPART_SIBL
(24,19),(24,23),-0.492076 # DEPENDENCYPART_SIBL
(24,19),(24,25),-0.0266161 # DEPENDENCYPART_SIBL
(24,19),(24,26),-0.0101845 # DEPENDENCYPART_SIBL
(24,19),(24,27),-0.0109549 # DEPENDENCYPART_SIBL
(24,20),(24,21),0.0157113 # DEPENDENCYPART_SIBL
(24,20),(24,22),0.0496574 # DEPENDENCYPART_SIBL
(24,20),(24,23),-0.11056 # DEPENDENCYPART_SIBL
(24,20),(24,25),-0.000847246 # DEPENDENCYPART_SIBL
(24,20),(24,26),0.0783031 # DEPENDENCYPART_SIBL
(24,20),(24,27),0.13377 # DEPENDENCYPART_SIBL
(24,21),(24,22),0.130133 # DEPENDENCYPART_SIBL
(24,21),(24,23),-0.183099 # DEPENDENCYPART_SIBL
(24,21),(24,25),0.025757 # DEPENDENCYPART_SIBL
(24,21),(24,26),0.0562391 # DEPENDENCYPART_SIBL
(24,21),(24,27),0.0603225 # DEPENDENCYPART_SIBL
(24,22),(24,23),-0.31633 # DEPENDENCYPART_SIBL
(24,22),(24,25),0.133267 # DEPENDENCYPART_SIBL
(24,22),(24,26),0.166382 # DEPENDENCYPART_SIBL
(24,22),(24,27),0.120409 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.0240486 # DEPENDENCYPART_SIBL
(24,23),(24,26),0.0113111 # DEPENDENCYPART_SIBL
(24,23),(24,27),-0.466158 # DEPENDENCYPART_SIBL
(24,25),(24,26),0.00395076 # DEPENDENCYPART_SIBL
(24,25),(24,27),0.0548698 # DEPENDENCYPART_SIBL
(24,26),(24,27),0.0837843 # DEPENDENCYPART_SIBL
(25,1),(25,2),-0.214521 # DEPENDENCYPART_SIBL
(25,1),(25,3),0.0234702 # DEPENDENCYPART_SIBL
(25,1),(25,4),-0.00750696 # DEPENDENCYPART_SIBL
(25,1),(25,6),0.0242764 # DEPENDENCYPART_SIBL
(25,1),(25,7),-0.418855 # DEPENDENCYPART_SIBL
(25,1),(25,8),-0.296459 # DEPENDENCYPART_SIBL
(25,1),(25,10),0.0649351 # DEPENDENCYPART_SIBL
(25,1),(25,11),0.0466034 # DEPENDENCYPART_SIBL
(25,1),(25,12),0.0677915 # DEPENDENCYPART_SIBL
(25,1),(25,14),0.00247135 # DEPENDENCYPART_SIBL
(25,1),(25,15),-0.193673 # DEPENDENCYPART_SIBL
(25,1),(25,16),0.0105255 # DEPENDENCYPART_SIBL
(25,1),(25,17),-0.193673 # DEPENDENCYPART_SIBL
(25,1),(25,19),0.0242764 # DEPENDENCYPART_SIBL
(25,1),(25,20),0.0614242 # DEPENDENCYPART_SIBL
(25,1),(25,21),0.144401 # DEPENDENCYPART_SIBL
(25,1),(25,22),-0.193673 # DEPENDENCYPART_SIBL
(25,1),(25,23),-0.418855 # DEPENDENCYPART_SIBL
(25,1),(25,24),0.12256 # DEPENDENCYPART_SIBL
(25,1),(25,26),-0.0425102 # DEPENDENCYPART_SIBL
(25,1),(25,27),-0.0847338 # DEPENDENCYPART_SIBL
(25,2),(25,3),-0.146801 # DEPENDENCYPART_SIBL
(25,2),(25,4),0.211957 # DEPENDENCYPART_SIBL
(25,2),(25,6),0.21638 # DEPENDENCYPART_SIBL
(25,2),(25,7),-0.390069 # DEPENDENCYPART_SIBL
(25,2),(25,8),-0.668294 # DEPENDENCYPART_SIBL
(25,2),(25,10),-0.0583994 # DEPENDENCYPART_SIBL
(25,2),(25,11),0.00333359 # DEPENDENCYPART_SIBL
(25,2),(25,12),-0.0506778 # DEPENDENCYPART_SIBL
(25,2),(25,14),0.219011 # DEPENDENCYPART_SIBL
(25,2),(25,15),0.0142041 # DEPENDENCYPART_SIBL
(25,2),(25,16),-0.153465 # DEPENDENCYPART_SIBL
(25,2),(25,17),0.0142041 # DEPENDENCYPART_SIBL
(25,2),(25,19),0.21638 # DEPENDENCYPART_SIBL
(25,2),(25,20),-0.0633487 # DEPENDENCYPART_SIBL
(25,2),(25,21),-0.0135933 # DEPENDENCYPART_SIBL
(25,2),(25,22),0.0142041 # DEPENDENCYPART_SIBL
(25,2),(25,23),-0.390069 # DEPENDENCYPART_SIBL
(25,2),(25,24),0.0435386 # DEPENDENCYPART_SIBL
(25,2),(25,26),0.0124281 # DEPENDENCYPART_SIBL
(25,2),(25,27),-0.214617 # DEPENDENCYPART_SIBL
(25,3),(25,4),-0.102182 # DEPENDENCYPART_SIBL
(25,3),(25,6),-0.092837 # DEPENDENCYPART_SIBL
(25,3),(25,7),-0.238819 # DEPENDENCYPART_SIBL
(25,3),(25,8),-0.378701 # DEPENDENCYPART_SIBL
(25,3),(25,10),-0.278471 # DEPENDENCYPART_SIBL
(25,3),(25,11),-0.148635 # DEPENDENCYPART_SIBL
(25,3),(25,12),-0.275734 # DEPENDENCYPART_SIBL
(25,3),(25,14),-0.0982531 # DEPENDENCYPART_SIBL
(25,3),(25,15),-0.0943493 # DEPENDENCYPART_SIBL
(25,3),(25,16),-0.111929 # DEPENDENCYPART_SIBL
(25,3),(25,17),-0.0943493 # DEPENDENCYPART_SIBL
(25,3),(25,19),-0.092837 # DEPENDENCYPART_SIBL
(25,3),(25,20),-0.279689 # DEPENDENCYPART_SIBL
(25,3),(25,21),-0.0693145 # DEPENDENCYPART_SIBL
(25,3),(25,22),-0.0943493 # DEPENDENCYPART_SIBL
(25,3),(25,23),-0.238819 # DEPENDENCYPART_SIBL
(25,3),(25,24),-0.525664 # DEPENDENCYPART_SIBL
(25,3),(25,26),-0.104559 # DEPENDENCYPART_SIBL
(25,3),(25,27),0.0137729 # DEPENDENCYPART_SIBL
(25,4),(25,6),-0.756429 # DEPENDENCYPART_SIBL
(25,4),(25,7),-0.525144 # DEPENDENCYPART_SIBL
(25,4),(25,8),-0.68669 # DEPENDENCYPART_SIBL
(25,4),(25,10),-0.06326 # DEPENDENCYPART_SIBL
(25,4),(25,11),-0.0881978 # DEPENDENCYPART_SIBL
(25,4),(25,12),-0.0614678 # DEPENDENCYPART_SIBL
(25,4),(25,14),-0.761157 # DEPENDENCYPART_SIBL
(25,4),(25,15),-0.0602896 # DEPENDENCYPART_SIBL
(25,4),(25,16),-0.0853316 # DEPENDENCYPART_SIBL
(25,4),(25,17),-0.0602896 # DEPENDENCYPART_SIBL
(25,4),(25,19),-0.756429 # DEPENDENCYPART_SIBL
(25,4),(25,20),-0.0653317 # DEPENDENCYPART_SIBL
(25,4),(25,21),-0.120498 # DEPENDENCYPART_SIBL
(25,4),(25,22),-0.0602896 # DEPENDENCYPART_SIBL
(25,4),(25,23),-0.525144 # DEPENDENCYPART_SIBL
(25,4),(25,24),0.0345824 # DEPENDENCYPART_SIBL
(25,4),(25,26),-0.0681567 # DEPENDENCYPART_SIBL
(25,4),(25,27),-0.00481617 # DEPENDENCYPART_SIBL
(25,6),(25,7),-0.53528 # DEPENDENCYPART_SIBL
(25,6),(25,8),-0.69779 # DEPENDENCYPART_SIBL
(25,6),(25,10),-0.0812606 # DEPENDENCYPART_SIBL
(25,6),(25,11),-0.10718 # DEPENDENCYPART_SIBL
(25,6),(25,12),-0.0794684 # DEPENDENCYPART_SIBL
(25,6),(25,14),-0.769468 # DEPENDENCYPART_SIBL
(25,6),(25,15),-0.0673408 # DEPENDENCYPART_SIBL
(25,6),(25,16),-0.0964302 # DEPENDENCYPART_SIBL
(25,6),(25,17),-0.0673408 # DEPENDENCYPART_SIBL
(25,6),(25,19),-0.76474 # DEPENDENCYPART_SIBL
(25,6),(25,20),-0.0833323 # DEPENDENCYPART_SIBL
(25,6),(25,21),-0.126562 # DEPENDENCYPART_SIBL
(25,6),(25,22),-0.0673408 # DEPENDENCYPART_SIBL
(25,6),(25,23),-0.53528 # DEPENDENCYPART_SIBL
(25,6),(25,24),0.0157097 # DEPENDENCYPART_SIBL
(25,6),(25,26),-0.0981431 # DEPENDENCYPART_SIBL
(25,6),(25,27),0.00700475 # DEPENDENCYPART_SIBL
(25,7),(25,8),0.566024 # DEPENDENCYPART_SIBL
(25,7),(25,10),0.125683 # DEPENDENCYPART_SIBL
(25,7),(25,11),0.146121 # DEPENDENCYPART_SIBL
(25,7),(25,12),0.128564 # DEPENDENCYPART_SIBL
(25,7),(25,14),0.0445037 # DEPENDENCYPART_SIBL
(25,7),(25,15),0.190864 # DEPENDENCYPART_SIBL
(25,7),(25,16),0.825732 # DEPENDENCYPART_SIBL
(25,7),(25,17),0.190864 # DEPENDENCYPART_SIBL
(25,7),(25,19),0.0698566 # DEPENDENCYPART_SIBL
(25,7),(25,20),0.122197 # DEPENDENCYPART_SIBL
(25,7),(25,21),0.130785 # DEPENDENCYPART_SIBL
(25,7),(25,22),0.190864 # DEPENDENCYPART_SIBL
(25,7),(25,23),-0.343126 # DEPENDENCYPART_SIBL
(25,7),(25,24),0.251021 # DEPENDENCYPART_SIBL
(25,7),(25,26),-0.0235777 # DEPENDENCYPART_SIBL
(25,7),(25,27),-0.478746 # DEPENDENCYPART_SIBL
(25,8),(25,10),0.0680838 # DEPENDENCYPART_SIBL
(25,8),(25,11),0.0467088 # DEPENDENCYPART_SIBL
(25,8),(25,12),0.0815585 # DEPENDENCYPART_SIBL
(25,8),(25,14),0.133422 # DEPENDENCYPART_SIBL
(25,8),(25,15),0.0890155 # DEPENDENCYPART_SIBL
(25,8),(25,16),-0.552386 # DEPENDENCYPART_SIBL
(25,8),(25,17),0.0890155 # DEPENDENCYPART_SIBL
(25,8),(25,19),0.128469 # DEPENDENCYPART_SIBL
(25,8),(25,20),0.0645324 # DEPENDENCYPART_SIBL
(25,8),(25,21),0.0415391 # DEPENDENCYPART_SIBL
(25,8),(25,22),0.0890155 # DEPENDENCYPART_SIBL
(25,8),(25,23),-0.607076 # DEPENDENCYPART_SIBL
(25,8),(25,24),0.203285 # DEPENDENCYPART_SIBL
(25,8),(25,26),-0.00363573 # DEPENDENCYPART_SIBL
(25,8),(25,27),-0.538376 # DEPENDENCYPART_SIBL
(25,10),(25,11),-0.117989 # DEPENDENCYPART_SIBL
(25,10),(25,12),-0.176846 # DEPENDENCYPART_SIBL
(25,10),(25,14),-0.0666526 # DEPENDENCYPART_SIBL
(25,10),(25,15),-0.0691449 # DEPENDENCYPART_SIBL
(25,10),(25,16),-0.0821589 # DEPENDENCYPART_SIBL
(25,10),(25,17),-0.0691449 # DEPENDENCYPART_SIBL
(25,10),(25,19),-0.0612365 # DEPENDENCYPART_SIBL
(25,10),(25,20),-0.180801 # DEPENDENCYPART_SIBL
(25,10),(25,21),-0.0603678 # DEPENDENCYPART_SIBL
(25,10),(25,22),-0.0691449 # DEPENDENCYPART_SIBL
(25,10),(25,23),-0.208413 # DEPENDENCYPART_SIBL
(25,10),(25,24),-0.425398 # DEPENDENCYPART_SIBL
(25,10),(25,26),-0.0711073 # DEPENDENCYPART_SIBL
(25,10),(25,27),0.0376884 # DEPENDENCYPART_SIBL
(25,11),(25,12),-0.0434575 # DEPENDENCYPART_SIBL
(25,11),(25,14),0.0146911 # DEPENDENCYPART_SIBL
(25,11),(25,15),-0.0260511 # DEPENDENCYPART_SIBL
(25,11),(25,16),0.0467382 # DEPENDENCYPART_SIBL
(25,11),(25,17),-0.0260511 # DEPENDENCYPART_SIBL
(25,11),(25,19),0.00961248 # DEPENDENCYPART_SIBL
(25,11),(25,20),-0.047249 # DEPENDENCYPART_SIBL
(25,11),(25,21),-0.0576068 # DEPENDENCYPART_SIBL
(25,11),(25,22),-0.0260511 # DEPENDENCYPART_SIBL
(25,11),(25,23),-0.315408 # DEPENDENCYPART_SIBL
(25,11),(25,24),0.0439961 # DEPENDENCYPART_SIBL
(25,11),(25,26),-0.0604821 # DEPENDENCYPART_SIBL
(25,11),(25,27),-0.0143408 # DEPENDENCYPART_SIBL
(25,12),(25,14),-0.0629501 # DEPENDENCYPART_SIBL
(25,12),(25,15),-0.0643241 # DEPENDENCYPART_SIBL
(25,12),(25,16),-0.0758702 # DEPENDENCYPART_SIBL
(25,12),(25,17),-0.0643241 # DEPENDENCYPART_SIBL
(25,12),(25,19),-0.0575341 # DEPENDENCYPART_SIBL
(25,12),(25,20),-0.170705 # DEPENDENCYPART_SIBL
(25,12),(25,21),-0.0556153 # DEPENDENCYPART_SIBL
(25,12),(25,22),-0.0643241 # DEPENDENCYPART_SIBL
(25,12),(25,23),-0.203605 # DEPENDENCYPART_SIBL
(25,12),(25,24),-0.415684 # DEPENDENCYPART_SIBL
(25,12),(25,26),-0.0490442 # DEPENDENCYPART_SIBL
(25,12),(25,27),0.0606307 # DEPENDENCYPART_SIBL
(25,14),(25,15),-0.0560416 # DEPENDENCYPART_SIBL
(25,14),(25,16),-0.0808849 # DEPENDENCYPART_SIBL
(25,14),(25,17),-0.0560416 # DEPENDENCYPART_SIBL
(25,14),(25,19),-0.751161 # DEPENDENCYPART_SIBL
(25,14),(25,20),-0.0574464 # DEPENDENCYPART_SIBL
(25,14),(25,21),-0.111385 # DEPENDENCYPART_SIBL
(25,14),(25,22),-0.0560416 # DEPENDENCYPART_SIBL
(25,14),(25,23),-0.520897 # DEPENDENCYPART_SIBL
(25,14),(25,24),0.0452972 # DEPENDENCYPART_SIBL
(25,14),(25,26),-0.0883314 # DEPENDENCYPART_SIBL
(25,14),(25,27),-0.0209153 # DEPENDENCYPART_SIBL
(25,15),(25,16),0.0105255 # DEPENDENCYPART_SIBL
(25,15),(25,17),-0.193673 # DEPENDENCYPART_SIBL
(25,15),(25,19),0.0242764 # DEPENDENCYPART_SIBL
(25,15),(25,20),0.0614242 # DEPENDENCYPART_SIBL
(25,15),(25,21),0.144401 # DEPENDENCYPART_SIBL
(25,15),(25,22),-0.193673 # DEPENDENCYPART_SIBL
(25,15),(25,23),-0.418855 # DEPENDENCYPART_SIBL
(25,15),(25,24),0.12256 # DEPENDENCYPART_SIBL
(25,15),(25,26),-0.0425102 # DEPENDENCYPART_SIBL
(25,15),(25,27),-0.0847338 # DEPENDENCYPART_SIBL
(25,16),(25,17),0.115251 # DEPENDENCYPART_SIBL
(25,16),(25,19),0.237263 # DEPENDENCYPART_SIBL
(25,16),(25,20),-0.0164174 # DEPENDENCYPART_SIBL
(25,16),(25,21),0.0529184 # DEPENDENCYPART_SIBL
(25,16),(25,22),0.115251 # DEPENDENCYPART_SIBL
(25,16),(25,23),-0.335234 # DEPENDENCYPART_SIBL
(25,16),(25,24),0.0992546 # DEPENDENCYPART_SIBL
(25,16),(25,26),0.0152674 # DEPENDENCYPART_SIBL
(25,16),(25,27),-0.177496 # DEPENDENCYPART_SIBL
(25,17),(25,19),0.0242764 # DEPENDENCYPART_SIBL
(25,17),(25,20),0.0614242 # DEPENDENCYPART_SIBL
(25,17),(25,21),0.144401 # DEPENDENCYPART_SIBL
