# _root_ ' El moviment denuncia l' especulació , els desallotjaments , les polítiques de criminalització i la violència policial exercida contra el moviment okupa .
#goldHeads=4,3,4,0,6,4,6,9,6,6,12,6,12,13,6,17,6,17,17,19,22,20,22,4,
#predictedHeads=4,3,4,0,6,4,6,9,6,6,12,6,12,13,6,17,6,17,17,19,22,20,22,4,
(16,17),(17,15),-1.25704 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-1.3071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.509337 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.554665 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.39306 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),-1.44647 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),-1.41642 # DEPENDENCYPART_GRANDPAR
(16,17),(17,24),-0.614298 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.319622 # DEPENDENCYPART_GRANDPAR
(17,9),(9,3),-0.605468 # DEPENDENCYPART_GRANDPAR
(17,9),(9,5),-0.738283 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),-0.30968 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-0.261927 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-1.05985 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.171162 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),0.192206 # DEPENDENCYPART_GRANDPAR
(17,9),(9,13),0.0523411 # DEPENDENCYPART_GRANDPAR
(17,9),(9,14),0.010636 # DEPENDENCYPART_GRANDPAR
(17,9),(9,15),-0.147484 # DEPENDENCYPART_GRANDPAR
(17,9),(9,17),-1.66044 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,9),(9,18),-0.664229 # DEPENDENCYPART_GRANDPAR
(17,9),(9,19),-1.03198 # DEPENDENCYPART_GRANDPAR
(17,9),(9,20),-0.699453 # DEPENDENCYPART_GRANDPAR
(17,9),(9,22),-0.79171 # DEPENDENCYPART_GRANDPAR
(17,9),(9,23),-0.96902 # DEPENDENCYPART_GRANDPAR
(17,9),(9,24),-1.3306 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.346791 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.0370666 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.00742624 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),0.701725 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),0.633726 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.272925 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-1.06954 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.0380289 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.347542 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.701893 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),0.0526468 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),0.0109393 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),-0.147133 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-1.66044 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,18),-0.66423 # DEPENDENCYPART_GRANDPAR
(17,12),(12,19),-1.03198 # DEPENDENCYPART_GRANDPAR
(17,12),(12,20),-0.699453 # DEPENDENCYPART_GRANDPAR
(17,12),(12,22),-0.79171 # DEPENDENCYPART_GRANDPAR
(17,12),(12,23),-0.969021 # DEPENDENCYPART_GRANDPAR
(17,12),(12,24),-1.3306 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.396098 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.644635 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),0.539575 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),0.172796 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.111872 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.75254 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,20),-0.841241 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.149111 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.69295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,10),-1.21846 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.763898 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.706776 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.79799 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.307454 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.123654 # DEPENDENCYPART_GRANDPAR
(17,19),(19,10),-1.21775 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.763191 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.90107 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.706069 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.797985 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.239631 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.0905319 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),0.0403951 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.136898 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.648836 # DEPENDENCYPART_GRANDPAR
(17,20),(20,18),-0.0501502 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),-0.417891 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-1.00495 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),0.158951 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.0178109 # DEPENDENCYPART_GRANDPAR
(17,22),(22,7),-1.12244 # DEPENDENCYPART_GRANDPAR
(17,22),(22,12),-0.566068 # DEPENDENCYPART_GRANDPAR
(17,22),(22,16),-0.732971 # DEPENDENCYPART_GRANDPAR
(17,22),(22,18),0.0402308 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),-0.331653 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.620022 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.217244 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),-0.548691 # DEPENDENCYPART_GRANDPAR
(17,23),(23,7),-1.12244 # DEPENDENCYPART_GRANDPAR
(17,23),(23,12),-0.566068 # DEPENDENCYPART_GRANDPAR
(17,23),(23,19),-0.332645 # DEPENDENCYPART_GRANDPAR
(17,23),(23,20),-0.0277628 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),-0.621884 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),-0.0337498 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),-0.55651 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.28308 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.266291 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.358389 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.661129 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.0329128 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),0.283262 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.17271 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),0.355408 # DEPENDENCYPART_GRANDPAR
(18,13),(13,20),-1.1312 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.253235 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.339065 # DEPENDENCYPART_GRANDPAR
(18,17),(17,7),-0.294577 # DEPENDENCYPART_GRANDPAR
(18,17),(17,9),-0.253926 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-0.309356 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),-0.526573 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.0709812 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.203204 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.263602 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.00999342 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.66307 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.531498 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-1.06258 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-0.956468 # DEPENDENCYPART_GRANDPAR
(18,17),(17,23),-0.935158 # DEPENDENCYPART_GRANDPAR
(18,17),(17,24),-1.27441 # DEPENDENCYPART_GRANDPAR
(18,19),(19,10),-0.983498 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-0.892833 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.896184 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.784442 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.565623 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.957421 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.426923 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.203555 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-0.183814 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),-0.553787 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.991549 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.140028 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.475955 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.231258 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.213615 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),-0.450376 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.427638 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.534366 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.717467 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.146035 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),0.29006 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),-0.385989 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),0.232157 # DEPENDENCYPART_GRANDPAR
(19,13),(13,20),-0.599302 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.466521 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),0.215827 # DEPENDENCYPART_GRANDPAR
(19,17),(17,7),-0.461872 # DEPENDENCYPART_GRANDPAR
(19,17),(17,9),-0.415272 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),-0.493716 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),-0.591294 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.199 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.294466 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.476887 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.20648 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.0665679 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.30992 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.53068 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-0.556154 # DEPENDENCYPART_GRANDPAR
(19,17),(17,23),-0.549254 # DEPENDENCYPART_GRANDPAR
(19,17),(17,24),-1.13134 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),-0.399048 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.260602 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.219958 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.0498616 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.30869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.593345 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.796366 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.637566 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),0.471833 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),0.194428 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),0.197661 # DEPENDENCYPART_GRANDPAR
(19,22),(22,7),-1.16379 # DEPENDENCYPART_GRANDPAR
(19,22),(22,12),-0.878756 # DEPENDENCYPART_GRANDPAR
(19,22),(22,16),-1.03985 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-0.804186 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.574083 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,21),0.750817 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),0.140301 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.409459 # DEPENDENCYPART_GRANDPAR
(19,23),(23,7),-1.16378 # DEPENDENCYPART_GRANDPAR
(19,23),(23,12),-0.878743 # DEPENDENCYPART_GRANDPAR
(19,23),(23,19),-0.576491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,23),(23,20),0.202493 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),0.747363 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),0.305014 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),-0.406014 # DEPENDENCYPART_GRANDPAR
(20,18),(18,10),-0.424006 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.0254559 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.508254 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.344859 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.0906537 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.40806 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,10),-0.424001 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),-0.016242 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.450363 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.508227 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.344843 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.276292 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.40806 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,22),0.0262081 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-0.365125 # DEPENDENCYPART_GRANDPAR
(20,19),(19,24),-1.28778 # DEPENDENCYPART_GRANDPAR
(20,21),(21,22),0.669049 # DEPENDENCYPART_GRANDPAR
(20,22),(22,7),-1.2817 # DEPENDENCYPART_GRANDPAR
(20,22),(22,12),-1.25528 # DEPENDENCYPART_GRANDPAR
(20,22),(22,16),-1.50356 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-1.05374 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-1.01462 # DEPENDENCYPART_GRANDPAR
(20,22),(22,21),1.16722 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),0.416342 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-0.524749 # DEPENDENCYPART_GRANDPAR
(20,23),(23,7),-1.2817 # DEPENDENCYPART_GRANDPAR
(20,23),(23,12),-1.25528 # DEPENDENCYPART_GRANDPAR
(20,23),(23,19),-1.01462 # DEPENDENCYPART_GRANDPAR
(20,23),(23,20),-0.6463 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,23),(23,21),1.16263 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),0.982891 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.524769 # DEPENDENCYPART_GRANDPAR
(21,22),(22,7),-1.55504 # DEPENDENCYPART_GRANDPAR
(21,22),(22,12),-1.35136 # DEPENDENCYPART_GRANDPAR
(21,22),(22,16),-1.82602 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),-1.44354 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-1.29452 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-1.38088 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),-1.06084 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),-0.609654 # DEPENDENCYPART_GRANDPAR
(22,7),(7,6),-0.732334 # DEPENDENCYPART_GRANDPAR
(22,12),(12,7),-0.587799 # DEPENDENCYPART_GRANDPAR
(22,12),(12,8),-1.43113 # DEPENDENCYPART_GRANDPAR
(22,12),(12,9),-0.513047 # DEPENDENCYPART_GRANDPAR
(22,12),(12,10),-0.65562 # DEPENDENCYPART_GRANDPAR
(22,12),(12,11),-1.16701 # DEPENDENCYPART_GRANDPAR
(22,12),(12,13),-0.792054 # DEPENDENCYPART_GRANDPAR
(22,12),(12,14),-0.534474 # DEPENDENCYPART_GRANDPAR
(22,12),(12,15),-0.598449 # DEPENDENCYPART_GRANDPAR
(22,12),(12,17),-0.502812 # DEPENDENCYPART_GRANDPAR
(22,12),(12,18),-0.42245 # DEPENDENCYPART_GRANDPAR
(22,12),(12,19),-0.212493 # DEPENDENCYPART_GRANDPAR
(22,12),(12,20),-0.670606 # DEPENDENCYPART_GRANDPAR
(22,12),(12,22),-1.78665 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,12),(12,23),-0.602691 # DEPENDENCYPART_GRANDPAR
(22,12),(12,24),-1.25898 # DEPENDENCYPART_GRANDPAR
(22,16),(16,15),-0.607116 # DEPENDENCYPART_GRANDPAR
(22,16),(16,17),0.0577995 # DEPENDENCYPART_GRANDPAR
(22,18),(18,10),-0.70566 # DEPENDENCYPART_GRANDPAR
(22,18),(18,13),-0.886775 # DEPENDENCYPART_GRANDPAR
(22,18),(18,16),-0.804418 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),-0.431079 # DEPENDENCYPART_GRANDPAR
(22,18),(18,19),-0.00146187 # DEPENDENCYPART_GRANDPAR
(22,18),(18,20),-0.601633 # DEPENDENCYPART_GRANDPAR
(22,19),(19,10),-0.695253 # DEPENDENCYPART_GRANDPAR
(22,19),(19,13),-0.857953 # DEPENDENCYPART_GRANDPAR
(22,19),(19,15),-0.542594 # DEPENDENCYPART_GRANDPAR
(22,19),(19,16),-0.793989 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),-0.420659 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),-0.371957 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),-0.601629 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-1.80752 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,23),-0.623553 # DEPENDENCYPART_GRANDPAR
(22,19),(19,24),-1.27517 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.81338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,7),-1.44354 # DEPENDENCYPART_GRANDPAR
(22,23),(23,12),-1.06677 # DEPENDENCYPART_GRANDPAR
(22,23),(23,19),-0.907625 # DEPENDENCYPART_GRANDPAR
(22,23),(23,20),-1.34036 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.937867 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-1.03151 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),-0.501958 # DEPENDENCYPART_GRANDPAR
(23,7),(7,6),-0.633499 # DEPENDENCYPART_GRANDPAR
(23,12),(12,7),-0.446791 # DEPENDENCYPART_GRANDPAR
(23,12),(12,8),-1.50922 # DEPENDENCYPART_GRANDPAR
(23,12),(12,9),-0.471462 # DEPENDENCYPART_GRANDPAR
(23,12),(12,10),-0.596033 # DEPENDENCYPART_GRANDPAR
(23,12),(12,11),-1.1755 # DEPENDENCYPART_GRANDPAR
(23,12),(12,13),-0.477166 # DEPENDENCYPART_GRANDPAR
(23,12),(12,14),-0.385675 # DEPENDENCYPART_GRANDPAR
(23,12),(12,15),-0.397218 # DEPENDENCYPART_GRANDPAR
(23,12),(12,17),-0.437282 # DEPENDENCYPART_GRANDPAR
(23,12),(12,18),-0.552269 # DEPENDENCYPART_GRANDPAR
(23,12),(12,19),-0.43858 # DEPENDENCYPART_GRANDPAR
(23,12),(12,20),-0.397606 # DEPENDENCYPART_GRANDPAR
(23,12),(12,22),-0.0241402 # DEPENDENCYPART_GRANDPAR
(23,12),(12,23),-1.9433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,12),(12,24),-1.07032 # DEPENDENCYPART_GRANDPAR
(23,19),(19,10),-0.658266 # DEPENDENCYPART_GRANDPAR
(23,19),(19,13),-0.526059 # DEPENDENCYPART_GRANDPAR
(23,19),(19,15),-0.340939 # DEPENDENCYPART_GRANDPAR
(23,19),(19,16),-0.758099 # DEPENDENCYPART_GRANDPAR
(23,19),(19,17),-0.359371 # DEPENDENCYPART_GRANDPAR
(23,19),(19,18),-0.519559 # DEPENDENCYPART_GRANDPAR
(23,19),(19,20),-0.336822 # DEPENDENCYPART_GRANDPAR
(23,19),(19,22),0.0704782 # DEPENDENCYPART_GRANDPAR
(23,19),(19,23),-1.96416 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,19),(19,24),-1.08651 # DEPENDENCYPART_GRANDPAR
(23,20),(20,18),-0.557945 # DEPENDENCYPART_GRANDPAR
(23,20),(20,19),-0.43954 # DEPENDENCYPART_GRANDPAR
(23,20),(20,21),-0.25907 # DEPENDENCYPART_GRANDPAR
(23,20),(20,22),0.0892152 # DEPENDENCYPART_GRANDPAR
(23,20),(20,23),-2.00852 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,22),0.345684 # DEPENDENCYPART_GRANDPAR
(23,22),(22,7),-0.441838 # DEPENDENCYPART_GRANDPAR
(23,22),(22,12),-0.262063 # DEPENDENCYPART_GRANDPAR
(23,22),(22,16),-0.755572 # DEPENDENCYPART_GRANDPAR
(23,22),(22,18),-0.531555 # DEPENDENCYPART_GRANDPAR
(23,22),(22,19),-0.408613 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),-0.326454 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-1.9433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,24),-1.07032 # DEPENDENCYPART_GRANDPAR
