# _root_ El Congrés s' havia plantejat de consens a l' entorn_de Preses , que ha iniciat el tercer mandat al_capdavant_de Comissions , si_bé una hora abans d' acabar -se el termini Àngel_González ha presentat la_seva candidatura .
#goldHeads=2,5,5,5,0,5,6,7,10,8,10,15,15,15,11,18,18,15,15,19,15,33,24,25,33,25,26,27,30,27,33,33,5,35,33,5,
#predictedHeads=2,5,5,5,0,5,6,5,10,8,10,15,15,15,11,18,18,15,15,19,33,33,24,25,15,25,26,27,30,33,30,33,15,35,33,5,
(24,30),(24,32),0.00755756 # DEPENDENCYPART_SIBL
(24,30),(24,33),-0.0205987 # DEPENDENCYPART_SIBL
(24,30),(24,35),-0.0209609 # DEPENDENCYPART_SIBL
(24,31),(24,32),0.007233 # DEPENDENCYPART_SIBL
(24,31),(24,33),-0.0209233 # DEPENDENCYPART_SIBL
(24,31),(24,35),-0.0128307 # DEPENDENCYPART_SIBL
(24,32),(24,33),-0.091261 # DEPENDENCYPART_SIBL
(24,32),(24,35),-0.0158247 # DEPENDENCYPART_SIBL
(24,33),(24,35),0.0218843 # DEPENDENCYPART_SIBL
(25,19),(25,21),-0.0103956 # DEPENDENCYPART_SIBL
(25,19),(25,24),0.153193 # DEPENDENCYPART_SIBL
(25,19),(25,26),0.0853747 # DEPENDENCYPART_SIBL
(25,19),(25,27),0.0209559 # DEPENDENCYPART_SIBL
(25,19),(25,30),0.0416915 # DEPENDENCYPART_SIBL
(25,19),(25,31),0.0311755 # DEPENDENCYPART_SIBL
(25,19),(25,33),0.0109512 # DEPENDENCYPART_SIBL
(25,21),(25,24),0.262619 # DEPENDENCYPART_SIBL
(25,21),(25,26),0.240767 # DEPENDENCYPART_SIBL
(25,21),(25,27),0.111556 # DEPENDENCYPART_SIBL
(25,21),(25,30),0.151174 # DEPENDENCYPART_SIBL
(25,21),(25,31),0.151943 # DEPENDENCYPART_SIBL
(25,21),(25,33),0.104339 # DEPENDENCYPART_SIBL
(25,24),(25,26),0.171128 # DEPENDENCYPART_SIBL
(25,24),(25,27),0.103931 # DEPENDENCYPART_SIBL
(25,24),(25,30),0.0492234 # DEPENDENCYPART_SIBL
(25,24),(25,31),0.0546187 # DEPENDENCYPART_SIBL
(25,24),(25,33),0.0938834 # DEPENDENCYPART_SIBL
(25,26),(25,27),0.0260587 # DEPENDENCYPART_SIBL
(25,26),(25,30),0.0592324 # DEPENDENCYPART_SIBL
(25,26),(25,31),0.0689454 # DEPENDENCYPART_SIBL
(25,26),(25,33),0.0602952 # DEPENDENCYPART_SIBL
(25,27),(25,30),0.0506447 # DEPENDENCYPART_SIBL
(25,27),(25,31),0.0507001 # DEPENDENCYPART_SIBL
(25,27),(25,33),-0.031379 # DEPENDENCYPART_SIBL
(25,30),(25,31),-0.213098 # DEPENDENCYPART_SIBL
(25,30),(25,33),-0.0718821 # DEPENDENCYPART_SIBL
(25,31),(25,33),-0.0805004 # DEPENDENCYPART_SIBL
(26,23),(26,24),0.288397 # DEPENDENCYPART_SIBL
(26,23),(26,25),0.169833 # DEPENDENCYPART_SIBL
(26,23),(26,27),0.0738444 # DEPENDENCYPART_SIBL
(26,23),(26,30),0.0376474 # DEPENDENCYPART_SIBL
(26,23),(26,31),0.0169801 # DEPENDENCYPART_SIBL
(26,23),(26,33),0.0780499 # DEPENDENCYPART_SIBL
(26,24),(26,25),0.182053 # DEPENDENCYPART_SIBL
(26,24),(26,27),-0.0103908 # DEPENDENCYPART_SIBL
(26,24),(26,30),0.0139737 # DEPENDENCYPART_SIBL
(26,24),(26,31),-0.00207671 # DEPENDENCYPART_SIBL
(26,24),(26,33),-0.0243212 # DEPENDENCYPART_SIBL
(26,25),(26,27),-0.0424038 # DEPENDENCYPART_SIBL
(26,25),(26,30),0.0271929 # DEPENDENCYPART_SIBL
(26,25),(26,31),0.00107287 # DEPENDENCYPART_SIBL
(26,25),(26,33),-0.0442834 # DEPENDENCYPART_SIBL
(26,27),(26,30),-0.345022 # DEPENDENCYPART_SIBL
(26,27),(26,31),-0.33821 # DEPENDENCYPART_SIBL
(26,27),(26,33),-0.359415 # DEPENDENCYPART_SIBL
(26,30),(26,31),-0.832257 # DEPENDENCYPART_SIBL
(26,30),(26,33),-0.428824 # DEPENDENCYPART_SIBL
(26,31),(26,33),-0.449234 # DEPENDENCYPART_SIBL
(27,2),(27,4),0.133938 # DEPENDENCYPART_SIBL
(27,2),(27,5),0.0111179 # DEPENDENCYPART_SIBL
(27,2),(27,13),-0.716673 # DEPENDENCYPART_SIBL
(27,2),(27,14),0.132477 # DEPENDENCYPART_SIBL
(27,2),(27,15),0.0160912 # DEPENDENCYPART_SIBL
(27,2),(27,18),-0.723799 # DEPENDENCYPART_SIBL
(27,2),(27,19),-0.0915058 # DEPENDENCYPART_SIBL
(27,2),(27,21),-0.486996 # DEPENDENCYPART_SIBL
(27,2),(27,22),-0.037148 # DEPENDENCYPART_SIBL
(27,2),(27,24),-0.72396 # DEPENDENCYPART_SIBL
(27,2),(27,25),-0.139492 # DEPENDENCYPART_SIBL
(27,2),(27,26),-0.0256394 # DEPENDENCYPART_SIBL
(27,2),(27,28),0.0800735 # DEPENDENCYPART_SIBL
(27,2),(27,30),-0.0849096 # DEPENDENCYPART_SIBL
(27,2),(27,31),-0.0624057 # DEPENDENCYPART_SIBL
(27,2),(27,32),0.00428446 # DEPENDENCYPART_SIBL
(27,2),(27,33),0.0306901 # DEPENDENCYPART_SIBL
(27,2),(27,35),-0.0499108 # DEPENDENCYPART_SIBL
(27,2),(27,36),0.0264375 # DEPENDENCYPART_SIBL
(27,4),(27,5),-0.00378502 # DEPENDENCYPART_SIBL
(27,4),(27,13),-0.256039 # DEPENDENCYPART_SIBL
(27,4),(27,14),-0.226 # DEPENDENCYPART_SIBL
(27,4),(27,15),0.00123054 # DEPENDENCYPART_SIBL
(27,4),(27,18),0.00186723 # DEPENDENCYPART_SIBL
(27,4),(27,19),0.00378886 # DEPENDENCYPART_SIBL
(27,4),(27,21),-0.120462 # DEPENDENCYPART_SIBL
(27,4),(27,22),0.00729578 # DEPENDENCYPART_SIBL
(27,4),(27,24),0.00150462 # DEPENDENCYPART_SIBL
(27,4),(27,25),-0.00414879 # DEPENDENCYPART_SIBL
(27,4),(27,26),0.210903 # DEPENDENCYPART_SIBL
(27,4),(27,28),0.143829 # DEPENDENCYPART_SIBL
(27,4),(27,30),0.0085219 # DEPENDENCYPART_SIBL
(27,4),(27,31),0.0188242 # DEPENDENCYPART_SIBL
(27,4),(27,32),0.0783766 # DEPENDENCYPART_SIBL
(27,4),(27,33),0.117219 # DEPENDENCYPART_SIBL
(27,4),(27,35),0.0221766 # DEPENDENCYPART_SIBL
(27,4),(27,36),0.0854597 # DEPENDENCYPART_SIBL
(27,5),(27,13),-0.274797 # DEPENDENCYPART_SIBL
(27,5),(27,14),-0.294872 # DEPENDENCYPART_SIBL
(27,5),(27,15),-0.0719408 # DEPENDENCYPART_SIBL
(27,5),(27,18),-0.0195861 # DEPENDENCYPART_SIBL
(27,5),(27,19),-0.0991615 # DEPENDENCYPART_SIBL
(27,5),(27,21),-0.152896 # DEPENDENCYPART_SIBL
(27,5),(27,22),-0.0285349 # DEPENDENCYPART_SIBL
(27,5),(27,24),-0.019948 # DEPENDENCYPART_SIBL
(27,5),(27,25),-0.0609867 # DEPENDENCYPART_SIBL
(27,5),(27,26),0.0950625 # DEPENDENCYPART_SIBL
(27,5),(27,28),0.0578622 # DEPENDENCYPART_SIBL
(27,5),(27,30),-0.0817468 # DEPENDENCYPART_SIBL
(27,5),(27,31),-0.0714471 # DEPENDENCYPART_SIBL
(27,5),(27,32),-0.0283973 # DEPENDENCYPART_SIBL
(27,5),(27,33),0.00699623 # DEPENDENCYPART_SIBL
(27,5),(27,35),-0.0680916 # DEPENDENCYPART_SIBL
(27,5),(27,36),0.0222407 # DEPENDENCYPART_SIBL
(27,13),(27,14),0.318626 # DEPENDENCYPART_SIBL
(27,13),(27,15),0.225089 # DEPENDENCYPART_SIBL
(27,13),(27,18),0.0200199 # DEPENDENCYPART_SIBL
(27,13),(27,19),0.213361 # DEPENDENCYPART_SIBL
(27,13),(27,21),-0.516244 # DEPENDENCYPART_SIBL
(27,13),(27,22),-0.422692 # DEPENDENCYPART_SIBL
(27,13),(27,24),0.0160415 # DEPENDENCYPART_SIBL
(27,13),(27,25),0.108409 # DEPENDENCYPART_SIBL
(27,13),(27,26),0.398607 # DEPENDENCYPART_SIBL
(27,13),(27,28),-0.00694088 # DEPENDENCYPART_SIBL
(27,13),(27,30),-0.0665447 # DEPENDENCYPART_SIBL
(27,13),(27,31),-0.0581542 # DEPENDENCYPART_SIBL
(27,13),(27,32),-0.0658209 # DEPENDENCYPART_SIBL
(27,13),(27,33),0.0411809 # DEPENDENCYPART_SIBL
(27,13),(27,35),-0.0612435 # DEPENDENCYPART_SIBL
(27,13),(27,36),-0.507077 # DEPENDENCYPART_SIBL
(27,14),(27,15),-0.0220755 # DEPENDENCYPART_SIBL
(27,14),(27,18),-0.0319939 # DEPENDENCYPART_SIBL
(27,14),(27,19),0.0327655 # DEPENDENCYPART_SIBL
(27,14),(27,21),-0.151778 # DEPENDENCYPART_SIBL
(27,14),(27,22),-0.0265828 # DEPENDENCYPART_SIBL
(27,14),(27,24),-0.032427 # DEPENDENCYPART_SIBL
(27,14),(27,25),-0.0859742 # DEPENDENCYPART_SIBL
(27,14),(27,26),0.330345 # DEPENDENCYPART_SIBL
(27,14),(27,28),0.110947 # DEPENDENCYPART_SIBL
(27,14),(27,30),0.0177504 # DEPENDENCYPART_SIBL
(27,14),(27,31),0.0280612 # DEPENDENCYPART_SIBL
(27,14),(27,32),0.0220314 # DEPENDENCYPART_SIBL
(27,14),(27,33),0.073019 # DEPENDENCYPART_SIBL
(27,14),(27,35),0.0331986 # DEPENDENCYPART_SIBL
(27,14),(27,36),0.271619 # DEPENDENCYPART_SIBL
(27,15),(27,18),-0.0103972 # DEPENDENCYPART_SIBL
(27,15),(27,19),-0.0946705 # DEPENDENCYPART_SIBL
(27,15),(27,21),-0.151034 # DEPENDENCYPART_SIBL
(27,15),(27,22),-0.0256247 # DEPENDENCYPART_SIBL
(27,15),(27,24),-0.010759 # DEPENDENCYPART_SIBL
(27,15),(27,25),-0.0577089 # DEPENDENCYPART_SIBL
(27,15),(27,26),0.0995404 # DEPENDENCYPART_SIBL
(27,15),(27,28),0.0601696 # DEPENDENCYPART_SIBL
(27,15),(27,30),-0.0812221 # DEPENDENCYPART_SIBL
(27,15),(27,31),-0.0709223 # DEPENDENCYPART_SIBL
(27,15),(27,32),-0.0274052 # DEPENDENCYPART_SIBL
(27,15),(27,33),0.0076788 # DEPENDENCYPART_SIBL
(27,15),(27,35),-0.0675669 # DEPENDENCYPART_SIBL
(27,15),(27,36),0.0211216 # DEPENDENCYPART_SIBL
(27,18),(27,19),-0.0858359 # DEPENDENCYPART_SIBL
(27,18),(27,21),-0.482098 # DEPENDENCYPART_SIBL
(27,18),(27,22),-0.0322629 # DEPENDENCYPART_SIBL
(27,18),(27,24),-0.719076 # DEPENDENCYPART_SIBL
(27,18),(27,25),-0.134345 # DEPENDENCYPART_SIBL
(27,18),(27,26),-0.0199665 # DEPENDENCYPART_SIBL
(27,18),(27,28),0.0920022 # DEPENDENCYPART_SIBL
(27,18),(27,30),-0.0674565 # DEPENDENCYPART_SIBL
(27,18),(27,31),-0.0449527 # DEPENDENCYPART_SIBL
(27,18),(27,32),0.0218507 # DEPENDENCYPART_SIBL
(27,18),(27,33),0.0449425 # DEPENDENCYPART_SIBL
(27,18),(27,35),-0.0324577 # DEPENDENCYPART_SIBL
(27,18),(27,36),0.0359859 # DEPENDENCYPART_SIBL
(27,19),(27,21),-0.276015 # DEPENDENCYPART_SIBL
(27,19),(27,22),0.0336223 # DEPENDENCYPART_SIBL
(27,19),(27,24),0.0280847 # DEPENDENCYPART_SIBL
(27,19),(27,25),-0.0774848 # DEPENDENCYPART_SIBL
(27,19),(27,26),-0.0397227 # DEPENDENCYPART_SIBL
(27,19),(27,28),0.106328 # DEPENDENCYPART_SIBL
(27,19),(27,30),-0.0573244 # DEPENDENCYPART_SIBL
(27,19),(27,31),-0.0531438 # DEPENDENCYPART_SIBL
(27,19),(27,32),0.0259603 # DEPENDENCYPART_SIBL
(27,19),(27,33),0.0349216 # DEPENDENCYPART_SIBL
(27,19),(27,35),-0.0508201 # DEPENDENCYPART_SIBL
(27,19),(27,36),0.00420685 # DEPENDENCYPART_SIBL
(27,21),(27,22),0.54482 # DEPENDENCYPART_SIBL
(27,21),(27,24),0.0554617 # DEPENDENCYPART_SIBL
(27,21),(27,25),0.0242355 # DEPENDENCYPART_SIBL
(27,21),(27,26),0.0150806 # DEPENDENCYPART_SIBL
(27,21),(27,28),0.255227 # DEPENDENCYPART_SIBL
(27,21),(27,30),-0.0430382 # DEPENDENCYPART_SIBL
(27,21),(27,31),-0.0248779 # DEPENDENCYPART_SIBL
(27,21),(27,32),0.0499533 # DEPENDENCYPART_SIBL
(27,21),(27,33),0.0289171 # DEPENDENCYPART_SIBL
(27,21),(27,35),-0.0253374 # DEPENDENCYPART_SIBL
(27,21),(27,36),-0.460811 # DEPENDENCYPART_SIBL
(27,22),(27,24),0.129597 # DEPENDENCYPART_SIBL
(27,22),(27,25),-0.00730117 # DEPENDENCYPART_SIBL
(27,22),(27,26),-0.059376 # DEPENDENCYPART_SIBL
(27,22),(27,28),0.103299 # DEPENDENCYPART_SIBL
(27,22),(27,30),-0.0188635 # DEPENDENCYPART_SIBL
(27,22),(27,31),-0.00246238 # DEPENDENCYPART_SIBL
(27,22),(27,32),0.0558607 # DEPENDENCYPART_SIBL
(27,22),(27,33),0.0619908 # DEPENDENCYPART_SIBL
(27,22),(27,35),-0.00425196 # DEPENDENCYPART_SIBL
(27,22),(27,36),-0.0292915 # DEPENDENCYPART_SIBL
(27,24),(27,25),-0.135017 # DEPENDENCYPART_SIBL
(27,24),(27,26),-0.00143558 # DEPENDENCYPART_SIBL
(27,24),(27,28),0.0957049 # DEPENDENCYPART_SIBL
(27,24),(27,30),-0.070233 # DEPENDENCYPART_SIBL
(27,24),(27,31),-0.0477291 # DEPENDENCYPART_SIBL
(27,24),(27,32),0.0280704 # DEPENDENCYPART_SIBL
(27,24),(27,33),0.0497464 # DEPENDENCYPART_SIBL
(27,24),(27,35),-0.0356349 # DEPENDENCYPART_SIBL
(27,24),(27,36),0.030038 # DEPENDENCYPART_SIBL
(27,25),(27,26),-0.0527398 # DEPENDENCYPART_SIBL
(27,25),(27,28),0.0991335 # DEPENDENCYPART_SIBL
(27,25),(27,30),-0.099846 # DEPENDENCYPART_SIBL
(27,25),(27,31),-0.0862018 # DEPENDENCYPART_SIBL
(27,25),(27,32),-0.00247632 # DEPENDENCYPART_SIBL
(27,25),(27,33),0.0368053 # DEPENDENCYPART_SIBL
(27,25),(27,35),-0.0717523 # DEPENDENCYPART_SIBL
(27,25),(27,36),0.00131389 # DEPENDENCYPART_SIBL
(27,26),(27,28),0.153739 # DEPENDENCYPART_SIBL
(27,26),(27,30),-0.0419609 # DEPENDENCYPART_SIBL
(27,26),(27,31),-0.0367659 # DEPENDENCYPART_SIBL
(27,26),(27,32),0.0194676 # DEPENDENCYPART_SIBL
(27,26),(27,33),0.0388749 # DEPENDENCYPART_SIBL
(27,26),(27,35),-0.0344423 # DEPENDENCYPART_SIBL
(27,26),(27,36),0.0121659 # DEPENDENCYPART_SIBL
(27,28),(27,30),0.0383281 # DEPENDENCYPART_SIBL
(27,28),(27,31),0.0398367 # DEPENDENCYPART_SIBL
(27,28),(27,32),0.00653833 # DEPENDENCYPART_SIBL
(27,28),(27,33),0.0454848 # DEPENDENCYPART_SIBL
(27,28),(27,35),0.0423576 # DEPENDENCYPART_SIBL
(27,28),(27,36),0.0357862 # DEPENDENCYPART_SIBL
(27,30),(27,31),-0.247784 # DEPENDENCYPART_SIBL
(27,30),(27,32),-0.0501191 # DEPENDENCYPART_SIBL
(27,30),(27,33),-0.0354701 # DEPENDENCYPART_SIBL
(27,30),(27,35),-0.245272 # DEPENDENCYPART_SIBL
(27,30),(27,36),-0.013876 # DEPENDENCYPART_SIBL
(27,31),(27,32),-0.0775352 # DEPENDENCYPART_SIBL
(27,31),(27,33),-0.0628861 # DEPENDENCYPART_SIBL
(27,31),(27,35),-0.252689 # DEPENDENCYPART_SIBL
(27,31),(27,36),-0.0187701 # DEPENDENCYPART_SIBL
(27,32),(27,33),-0.021505 # DEPENDENCYPART_SIBL
(27,32),(27,35),0.0361359 # DEPENDENCYPART_SIBL
(27,32),(27,36),0.0484982 # DEPENDENCYPART_SIBL
(27,33),(27,35),0.0581945 # DEPENDENCYPART_SIBL
(27,33),(27,36),0.0680192 # DEPENDENCYPART_SIBL
(27,35),(27,36),-0.0330406 # DEPENDENCYPART_SIBL
(29,25),(29,26),0.633239 # DEPENDENCYPART_SIBL
(30,23),(30,25),-0.0383502 # DEPENDENCYPART_SIBL
(30,23),(30,26),-0.115423 # DEPENDENCYPART_SIBL
(30,23),(30,27),-0.0122014 # DEPENDENCYPART_SIBL
(30,23),(30,29),-0.80302 # DEPENDENCYPART_SIBL
(30,23),(30,31),-0.103469 # DEPENDENCYPART_SIBL
(30,23),(30,32),0.00689686 # DEPENDENCYPART_SIBL
(30,23),(30,33),0.177086 # DEPENDENCYPART_SIBL
(30,23),(30,35),-0.0934384 # DEPENDENCYPART_SIBL
(30,25),(30,26),-0.0264891 # DEPENDENCYPART_SIBL
(30,25),(30,27),0.137989 # DEPENDENCYPART_SIBL
(30,25),(30,29),-0.0421997 # DEPENDENCYPART_SIBL
(30,25),(30,31),-0.0113972 # DEPENDENCYPART_SIBL
(30,25),(30,32),-0.1105 # DEPENDENCYPART_SIBL
(30,25),(30,33),-0.0453533 # DEPENDENCYPART_SIBL
(30,25),(30,35),-0.00342271 # DEPENDENCYPART_SIBL
(30,26),(30,27),-0.0074205 # DEPENDENCYPART_SIBL
(30,26),(30,29),-0.14772 # DEPENDENCYPART_SIBL
(30,26),(30,31),0.00762984 # DEPENDENCYPART_SIBL
(30,26),(30,32),-0.0677205 # DEPENDENCYPART_SIBL
(30,26),(30,33),-0.0190829 # DEPENDENCYPART_SIBL
(30,26),(30,35),0.00914682 # DEPENDENCYPART_SIBL
(30,27),(30,29),0.0894051 # DEPENDENCYPART_SIBL
(30,27),(30,31),-0.0421045 # DEPENDENCYPART_SIBL
(30,27),(30,32),-0.16363 # DEPENDENCYPART_SIBL
(30,27),(30,33),-0.102056 # DEPENDENCYPART_SIBL
(30,27),(30,35),-0.0393397 # DEPENDENCYPART_SIBL
(30,29),(30,31),0.276553 # DEPENDENCYPART_SIBL
(30,29),(30,32),-0.166416 # DEPENDENCYPART_SIBL
(30,29),(30,33),0.0241151 # DEPENDENCYPART_SIBL
(30,29),(30,35),0.292312 # DEPENDENCYPART_SIBL
(30,31),(30,32),0.0175826 # DEPENDENCYPART_SIBL
(30,31),(30,33),-0.0105737 # DEPENDENCYPART_SIBL
(30,31),(30,35),0.0245003 # DEPENDENCYPART_SIBL
(30,32),(30,33),-0.0961652 # DEPENDENCYPART_SIBL
(30,32),(30,35),0.00751352 # DEPENDENCYPART_SIBL
(30,33),(30,35),0.0452225 # DEPENDENCYPART_SIBL
(31,29),(31,30),-0.041371 # DEPENDENCYPART_SIBL
(32,22),(32,30),0.139588 # DEPENDENCYPART_SIBL
(32,22),(32,31),0.163027 # DEPENDENCYPART_SIBL
(32,22),(32,35),0.193737 # DEPENDENCYPART_SIBL
(32,22),(32,36),0.0254381 # DEPENDENCYPART_SIBL
(32,30),(32,31),-0.757779 # DEPENDENCYPART_SIBL
(32,30),(32,35),0.0334824 # DEPENDENCYPART_SIBL
(32,30),(32,36),-0.014649 # DEPENDENCYPART_SIBL
(32,31),(32,35),0.0604951 # DEPENDENCYPART_SIBL
(32,31),(32,36),-0.00381609 # DEPENDENCYPART_SIBL
(32,35),(32,36),0.072907 # DEPENDENCYPART_SIBL
(33,2),(33,4),0.104854 # DEPENDENCYPART_SIBL
(33,2),(33,5),-0.0179666 # DEPENDENCYPART_SIBL
(33,2),(33,8),-0.0422738 # DEPENDENCYPART_SIBL
(33,2),(33,10),-0.110685 # DEPENDENCYPART_SIBL
(33,2),(33,12),-0.506258 # DEPENDENCYPART_SIBL
(33,2),(33,13),-0.715948 # DEPENDENCYPART_SIBL
(33,2),(33,14),0.10841 # DEPENDENCYPART_SIBL
(33,2),(33,15),-0.0129933 # DEPENDENCYPART_SIBL
(33,2),(33,17),-0.19595 # DEPENDENCYPART_SIBL
(33,2),(33,18),-0.755833 # DEPENDENCYPART_SIBL
(33,2),(33,19),-0.104327 # DEPENDENCYPART_SIBL
(33,2),(33,21),-0.506258 # DEPENDENCYPART_SIBL
(33,2),(33,22),-0.0639523 # DEPENDENCYPART_SIBL
(33,2),(33,24),-0.756583 # DEPENDENCYPART_SIBL
(33,2),(33,25),-0.15535 # DEPENDENCYPART_SIBL
(33,2),(33,26),-0.0342332 # DEPENDENCYPART_SIBL
(33,2),(33,27),-0.0414833 # DEPENDENCYPART_SIBL
(33,2),(33,28),-0.062845 # DEPENDENCYPART_SIBL
(33,2),(33,29),-0.187689 # DEPENDENCYPART_SIBL
(33,2),(33,30),-0.767145 # DEPENDENCYPART_SIBL
(33,2),(33,31),-0.743564 # DEPENDENCYPART_SIBL
(33,2),(33,32),0.10841 # DEPENDENCYPART_SIBL
(33,2),(33,35),-0.0466911 # DEPENDENCYPART_SIBL
(33,2),(33,36),-0.0131911 # DEPENDENCYPART_SIBL
(33,4),(33,5),-0.0141373 # DEPENDENCYPART_SIBL
(33,4),(33,8),0.197852 # DEPENDENCYPART_SIBL
(33,4),(33,10),0.0148464 # DEPENDENCYPART_SIBL
(33,4),(33,12),-0.122391 # DEPENDENCYPART_SIBL
(33,4),(33,13),-0.244486 # DEPENDENCYPART_SIBL
(33,4),(33,14),-0.225709 # DEPENDENCYPART_SIBL
(33,4),(33,15),-0.00912174 # DEPENDENCYPART_SIBL
(33,4),(33,17),-0.0248502 # DEPENDENCYPART_SIBL
(33,4),(33,18),-0.00345092 # DEPENDENCYPART_SIBL
(33,4),(33,19),0.0169662 # DEPENDENCYPART_SIBL
(33,4),(33,21),-0.122391 # DEPENDENCYPART_SIBL
(33,4),(33,22),-0.00217779 # DEPENDENCYPART_SIBL
(33,4),(33,24),-0.00440273 # DEPENDENCYPART_SIBL
(33,4),(33,25),-0.00299574 # DEPENDENCYPART_SIBL
(33,4),(33,26),0.230942 # DEPENDENCYPART_SIBL
(33,4),(33,27),-0.03747 # DEPENDENCYPART_SIBL
(33,4),(33,28),0.162539 # DEPENDENCYPART_SIBL
(33,4),(33,29),-0.0432124 # DEPENDENCYPART_SIBL
(33,4),(33,30),-0.0157874 # DEPENDENCYPART_SIBL
(33,4),(33,31),0.00881883 # DEPENDENCYPART_SIBL
(33,4),(33,32),-0.225709 # DEPENDENCYPART_SIBL
(33,4),(33,35),0.047202 # DEPENDENCYPART_SIBL
(33,4),(33,36),0.0786916 # DEPENDENCYPART_SIBL
(33,5),(33,8),0.0812289 # DEPENDENCYPART_SIBL
(33,5),(33,10),-0.088104 # DEPENDENCYPART_SIBL
(33,5),(33,12),-0.154825 # DEPENDENCYPART_SIBL
(33,5),(33,13),-0.263244 # DEPENDENCYPART_SIBL
(33,5),(33,14),-0.294581 # DEPENDENCYPART_SIBL
(33,5),(33,15),-0.082293 # DEPENDENCYPART_SIBL
(33,5),(33,17),-0.0630894 # DEPENDENCYPART_SIBL
(33,5),(33,18),-0.0249043 # DEPENDENCYPART_SIBL
(33,5),(33,19),-0.0859841 # DEPENDENCYPART_SIBL
(33,5),(33,21),-0.154825 # DEPENDENCYPART_SIBL
(33,5),(33,22),-0.0380085 # DEPENDENCYPART_SIBL
(33,5),(33,24),-0.0258553 # DEPENDENCYPART_SIBL
(33,5),(33,25),-0.0598337 # DEPENDENCYPART_SIBL
(33,5),(33,26),0.115101 # DEPENDENCYPART_SIBL
(33,5),(33,27),-0.110641 # DEPENDENCYPART_SIBL
(33,5),(33,28),0.141881 # DEPENDENCYPART_SIBL
(33,5),(33,29),-0.0804374 # DEPENDENCYPART_SIBL
(33,5),(33,30),-0.0372408 # DEPENDENCYPART_SIBL
(33,5),(33,31),-0.0126345 # DEPENDENCYPART_SIBL
(33,5),(33,32),-0.294581 # DEPENDENCYPART_SIBL
(33,5),(33,35),-0.0430664 # DEPENDENCYPART_SIBL
(33,5),(33,36),0.0154722 # DEPENDENCYPART_SIBL
(33,8),(33,10),-0.0357962 # DEPENDENCYPART_SIBL
(33,8),(33,12),-0.275262 # DEPENDENCYPART_SIBL
(33,8),(33,13),-0.39945 # DEPENDENCYPART_SIBL
(33,8),(33,14),0.127547 # DEPENDENCYPART_SIBL
(33,8),(33,15),0.0125975 # DEPENDENCYPART_SIBL
(33,8),(33,17),-0.0140531 # DEPENDENCYPART_SIBL
(33,8),(33,18),0.0209956 # DEPENDENCYPART_SIBL
(33,8),(33,19),-0.0336322 # DEPENDENCYPART_SIBL
(33,8),(33,21),-0.275262 # DEPENDENCYPART_SIBL
(33,8),(33,22),-0.00122336 # DEPENDENCYPART_SIBL
(33,8),(33,24),0.0188365 # DEPENDENCYPART_SIBL
(33,8),(33,25),-0.0722082 # DEPENDENCYPART_SIBL
(33,8),(33,26),0.0414804 # DEPENDENCYPART_SIBL
(33,8),(33,27),-0.000394561 # DEPENDENCYPART_SIBL
(33,8),(33,28),0.083058 # DEPENDENCYPART_SIBL
(33,8),(33,29),-0.143638 # DEPENDENCYPART_SIBL
(33,8),(33,30),0.00956895 # DEPENDENCYPART_SIBL
(33,8),(33,31),0.0332698 # DEPENDENCYPART_SIBL
(33,8),(33,32),0.127547 # DEPENDENCYPART_SIBL
(33,8),(33,35),-0.0647015 # DEPENDENCYPART_SIBL
(33,8),(33,36),-0.036 # DEPENDENCYPART_SIBL
(33,10),(33,12),-0.301469 # DEPENDENCYPART_SIBL
(33,10),(33,13),-0.41451 # DEPENDENCYPART_SIBL
(33,10),(33,14),0.0764617 # DEPENDENCYPART_SIBL
(33,10),(33,15),-0.0214949 # DEPENDENCYPART_SIBL
(33,10),(33,17),-0.0494347 # DEPENDENCYPART_SIBL
(33,10),(33,18),-0.00155473 # DEPENDENCYPART_SIBL
(33,10),(33,19),-0.0821077 # DEPENDENCYPART_SIBL
(33,10),(33,21),-0.301469 # DEPENDENCYPART_SIBL
(33,10),(33,22),0.00193767 # DEPENDENCYPART_SIBL
(33,10),(33,24),-0.00344896 # DEPENDENCYPART_SIBL
(33,10),(33,25),-0.103525 # DEPENDENCYPART_SIBL
(33,10),(33,26),-0.0529415 # DEPENDENCYPART_SIBL
(33,10),(33,27),-0.034487 # DEPENDENCYPART_SIBL
(33,10),(33,28),0.0456223 # DEPENDENCYPART_SIBL
(33,10),(33,29),-0.131203 # DEPENDENCYPART_SIBL
(33,10),(33,30),-0.0129089 # DEPENDENCYPART_SIBL
(33,10),(33,31),0.0107188 # DEPENDENCYPART_SIBL
(33,10),(33,32),0.0764617 # DEPENDENCYPART_SIBL
(33,10),(33,35),-0.0356737 # DEPENDENCYPART_SIBL
(33,10),(33,36),0.00275679 # DEPENDENCYPART_SIBL
(33,12),(33,13),0.191188 # DEPENDENCYPART_SIBL
(33,12),(33,14),0.282063 # DEPENDENCYPART_SIBL
(33,12),(33,15),0.135518 # DEPENDENCYPART_SIBL
(33,12),(33,17),0.0270985 # DEPENDENCYPART_SIBL
(33,12),(33,18),0.0542184 # DEPENDENCYPART_SIBL
(33,12),(33,19),0.0943252 # DEPENDENCYPART_SIBL
(33,12),(33,21),-0.343943 # DEPENDENCYPART_SIBL
