# _root_ No els en deixa passar ni una i , si hi ha dubtes sobre la sonoritat d' una nota , fa que la repeteixin tots .
#goldHeads=5,5,5,5,0,7,5,5,12,12,12,21,12,13,16,14,16,19,17,12,5,24,24,21,24,5,
#predictedHeads=5,5,5,5,0,5,5,7,12,12,12,5,12,13,16,14,16,19,17,12,12,24,24,21,24,5,
(7,16),(16,10),-0.000615323 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),0.478406 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),0.103852 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),0.048657 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),0.073298 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),0.0246408 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.402689 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),-0.402141 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),-0.351335 # DEPENDENCYPART_GRANDPAR
(7,16),(16,23),-0.935241 # DEPENDENCYPART_GRANDPAR
(7,16),(16,24),-0.564367 # DEPENDENCYPART_GRANDPAR
(7,16),(16,25),-0.996012 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),0.102942 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.385589 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),-0.612351 # DEPENDENCYPART_GRANDPAR
(7,17),(17,21),-0.353709 # DEPENDENCYPART_GRANDPAR
(7,17),(17,22),-0.884615 # DEPENDENCYPART_GRANDPAR
(7,17),(17,24),-0.557369 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.0364612 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.901588 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,13),-0.505954 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.403129 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-0.867655 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.863115 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.81175 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.876258 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.673054 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.905003 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.153714 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.435535 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.360612 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.60329 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.567662 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.664683 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.747586 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.262601 # DEPENDENCYPART_GRANDPAR
(10,12),(12,24),-0.513059 # DEPENDENCYPART_GRANDPAR
(10,12),(12,26),-0.875247 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-0.619388 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-0.605649 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.783287 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.778756 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.797001 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.872881 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.977883 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),-0.167864 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.288398 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.351043 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.571543 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.464091 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.635486 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.665449 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.223892 # DEPENDENCYPART_GRANDPAR
(10,13),(13,24),-0.486924 # DEPENDENCYPART_GRANDPAR
(10,13),(13,25),-0.851956 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.301569 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.0846722 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-2.00147 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-1.34877 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-1.06331 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.268551 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.539731 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.990237 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.825753 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.882798 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-1.00584 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.906458 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.26741 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.586715 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.293418 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.723354 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.29007 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.812852 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.375119 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-1.19817 # DEPENDENCYPART_GRANDPAR
(11,13),(13,24),-1.26379 # DEPENDENCYPART_GRANDPAR
(11,13),(13,25),-1.48268 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.213036 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-1.0117 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.808467 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.447074 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.898457 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.617168 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),-1.23511 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),-0.880965 # DEPENDENCYPART_GRANDPAR
(11,14),(14,24),-1.28447 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.443317 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.373508 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.588664 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.481813 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.647299 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.804211 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),-0.918286 # DEPENDENCYPART_GRANDPAR
(12,4),(4,9),0.3868 # DEPENDENCYPART_GRANDPAR
(12,4),(4,10),-0.097676 # DEPENDENCYPART_GRANDPAR
(12,4),(4,11),0.180774 # DEPENDENCYPART_GRANDPAR
(12,4),(4,12),-2.06638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,4),(4,13),-0.591868 # DEPENDENCYPART_GRANDPAR
(12,4),(4,14),-0.684706 # DEPENDENCYPART_GRANDPAR
(12,4),(4,20),-1.38461 # DEPENDENCYPART_GRANDPAR
(12,4),(4,21),-1.35449 # DEPENDENCYPART_GRANDPAR
(12,4),(4,24),-1.01117 # DEPENDENCYPART_GRANDPAR
(12,4),(4,25),-0.885089 # DEPENDENCYPART_GRANDPAR
(12,4),(4,26),-1.88924 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.356472 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.343488 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.560995 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.57851 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.599794 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.754524 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.915091 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),0.463204 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),-0.0971248 # DEPENDENCYPART_GRANDPAR
(12,5),(5,11),0.23041 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-2.06657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,13),-0.591958 # DEPENDENCYPART_GRANDPAR
(12,5),(5,14),-0.684875 # DEPENDENCYPART_GRANDPAR
(12,5),(5,20),-1.3847 # DEPENDENCYPART_GRANDPAR
(12,5),(5,21),-1.35468 # DEPENDENCYPART_GRANDPAR
(12,5),(5,24),-1.01135 # DEPENDENCYPART_GRANDPAR
(12,5),(5,25),-0.885178 # DEPENDENCYPART_GRANDPAR
(12,5),(5,26),-1.88933 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.55677 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.743814 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),0.400713 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),-0.204581 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),0.00292691 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.214679 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.707874 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.098905 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.209612 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.70362 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.317861 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.244611 # DEPENDENCYPART_GRANDPAR
(12,11),(11,13),-0.213533 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.281162 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-0.766984 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-0.911083 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-1.15984 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-1.22472 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-1.11937 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-1.5873 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.979052 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.520255 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.800332 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.244927 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),0.430356 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),0.383929 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),0.322558 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.200371 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),-0.0180551 # DEPENDENCYPART_GRANDPAR
(12,13),(13,24),0.176315 # DEPENDENCYPART_GRANDPAR
(12,13),(13,25),-0.134702 # DEPENDENCYPART_GRANDPAR
(12,14),(14,13),0.590724 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.600777 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),0.372562 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),0.0703549 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),0.256613 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.3539 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),-0.201094 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-1.36731 # DEPENDENCYPART_GRANDPAR
(12,14),(14,24),0.0279432 # DEPENDENCYPART_GRANDPAR
(12,16),(16,2),-0.766984 # DEPENDENCYPART_GRANDPAR
(12,16),(16,4),-1.15984 # DEPENDENCYPART_GRANDPAR
(12,16),(16,5),-1.22472 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-1.11937 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.979053 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.520255 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.789359 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,15),-0.265453 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),0.395145 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.487289 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),0.331277 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.205934 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),0.00234514 # DEPENDENCYPART_GRANDPAR
(12,16),(16,23),0.84578 # DEPENDENCYPART_GRANDPAR
(12,16),(16,24),0.196716 # DEPENDENCYPART_GRANDPAR
(12,16),(16,25),-0.10795 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.383083 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),0.2406 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.308841 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.304801 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),-1.42414 # DEPENDENCYPART_GRANDPAR
(12,17),(17,24),-0.0901405 # DEPENDENCYPART_GRANDPAR
(12,19),(19,2),-0.767238 # DEPENDENCYPART_GRANDPAR
(12,19),(19,3),-0.911337 # DEPENDENCYPART_GRANDPAR
(12,19),(19,4),-1.16009 # DEPENDENCYPART_GRANDPAR
(12,19),(19,5),-1.22497 # DEPENDENCYPART_GRANDPAR
(12,19),(19,6),-1.11963 # DEPENDENCYPART_GRANDPAR
(12,19),(19,8),-1.58756 # DEPENDENCYPART_GRANDPAR
(12,19),(19,10),-0.979306 # DEPENDENCYPART_GRANDPAR
(12,19),(19,11),-0.520509 # DEPENDENCYPART_GRANDPAR
(12,19),(19,12),-0.783903 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,19),(19,14),0.166238 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),-0.252018 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.210249 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.210566 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),0.011336 # DEPENDENCYPART_GRANDPAR
(12,19),(19,22),-1.18323 # DEPENDENCYPART_GRANDPAR
(12,19),(19,23),0.835698 # DEPENDENCYPART_GRANDPAR
(12,19),(19,24),0.205707 # DEPENDENCYPART_GRANDPAR
(12,19),(19,25),-0.114061 # DEPENDENCYPART_GRANDPAR
(12,21),(21,2),-1.18382 # DEPENDENCYPART_GRANDPAR
(12,21),(21,3),-1.38258 # DEPENDENCYPART_GRANDPAR
(12,21),(21,4),-1.55157 # DEPENDENCYPART_GRANDPAR
(12,21),(21,5),-1.61644 # DEPENDENCYPART_GRANDPAR
(12,21),(21,6),-1.39364 # DEPENDENCYPART_GRANDPAR
(12,21),(21,7),-1.85211 # DEPENDENCYPART_GRANDPAR
(12,21),(21,8),-1.83854 # DEPENDENCYPART_GRANDPAR
(12,21),(21,9),-1.04916 # DEPENDENCYPART_GRANDPAR
(12,21),(21,10),-1.24576 # DEPENDENCYPART_GRANDPAR
(12,21),(21,11),-0.940176 # DEPENDENCYPART_GRANDPAR
(12,21),(21,12),-0.656673 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,21),(21,13),0.605951 # DEPENDENCYPART_GRANDPAR
(12,21),(21,14),0.0193376 # DEPENDENCYPART_GRANDPAR
(12,21),(21,16),0.534581 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),0.154097 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),0.424681 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),0.128161 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),-1.02883 # DEPENDENCYPART_GRANDPAR
(12,21),(21,23),0.72229 # DEPENDENCYPART_GRANDPAR
(12,21),(21,24),0.0661115 # DEPENDENCYPART_GRANDPAR
(12,21),(21,25),-0.03858 # DEPENDENCYPART_GRANDPAR
(12,21),(21,26),-0.787443 # DEPENDENCYPART_GRANDPAR
(12,24),(24,4),-1.55122 # DEPENDENCYPART_GRANDPAR
(12,24),(24,5),-1.61609 # DEPENDENCYPART_GRANDPAR
(12,24),(24,6),-1.39362 # DEPENDENCYPART_GRANDPAR
(12,24),(24,7),-1.85183 # DEPENDENCYPART_GRANDPAR
(12,24),(24,8),-1.837 # DEPENDENCYPART_GRANDPAR
(12,24),(24,9),-1.04915 # DEPENDENCYPART_GRANDPAR
(12,24),(24,10),-1.24421 # DEPENDENCYPART_GRANDPAR
(12,24),(24,11),-0.939901 # DEPENDENCYPART_GRANDPAR
(12,24),(24,12),-0.718437 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,24),(24,13),0.500088 # DEPENDENCYPART_GRANDPAR
(12,24),(24,14),-0.023097 # DEPENDENCYPART_GRANDPAR
(12,24),(24,16),0.428719 # DEPENDENCYPART_GRANDPAR
(12,24),(24,17),0.112021 # DEPENDENCYPART_GRANDPAR
(12,24),(24,19),0.318818 # DEPENDENCYPART_GRANDPAR
(12,24),(24,20),0.0491588 # DEPENDENCYPART_GRANDPAR
(12,24),(24,21),-0.266598 # DEPENDENCYPART_GRANDPAR
(12,24),(24,22),-0.321958 # DEPENDENCYPART_GRANDPAR
(12,24),(24,23),0.951983 # DEPENDENCYPART_GRANDPAR
(12,24),(24,25),-0.0754367 # DEPENDENCYPART_GRANDPAR
(12,24),(24,26),-0.798797 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.546396 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.136347 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.00734919 # DEPENDENCYPART_GRANDPAR
(13,2),(2,9),0.188143 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.56259 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.194777 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.292965 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.541121 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.355046 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.307294 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.0555196 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.477985 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),0.426079 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.157691 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),0.104327 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),-0.227391 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),-0.417622 # DEPENDENCYPART_GRANDPAR
(13,4),(4,12),0.0459292 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-1.59196 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,14),-0.506536 # DEPENDENCYPART_GRANDPAR
(13,4),(4,20),-1.11774 # DEPENDENCYPART_GRANDPAR
(13,4),(4,21),-1.2522 # DEPENDENCYPART_GRANDPAR
(13,4),(4,24),-1.1454 # DEPENDENCYPART_GRANDPAR
(13,4),(4,25),-1.15266 # DEPENDENCYPART_GRANDPAR
(13,4),(4,26),-1.87973 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.537354 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.379518 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.333499 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.30359 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.484837 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),0.388526 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.207498 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),0.0969271 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),-0.278238 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),-0.455201 # DEPENDENCYPART_GRANDPAR
(13,5),(5,12),-0.00265067 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-1.59208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,14),-0.506714 # DEPENDENCYPART_GRANDPAR
(13,5),(5,20),-1.11786 # DEPENDENCYPART_GRANDPAR
(13,5),(5,21),-1.25237 # DEPENDENCYPART_GRANDPAR
(13,5),(5,24),-1.14557 # DEPENDENCYPART_GRANDPAR
(13,5),(5,25),-1.15278 # DEPENDENCYPART_GRANDPAR
(13,5),(5,26),-1.87985 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.26818 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.0933209 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),0.0306183 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),-0.186344 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),-0.576592 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.169948 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.124212 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.0855194 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.576944 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.159482 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.43588 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,10),-0.173923 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.42184 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.348595 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.289139 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.096152 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.380395 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.109884 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.0355405 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.118074 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.516378 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.59632 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.510668 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.712917 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.743395 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.854988 # DEPENDENCYPART_GRANDPAR
(13,12),(12,20),-1.11926 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),-1.25825 # DEPENDENCYPART_GRANDPAR
(13,12),(12,24),-1.15145 # DEPENDENCYPART_GRANDPAR
(13,12),(12,26),-1.88125 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.576082 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.700042 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.468111 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.138476 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),0.335305 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.252321 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.41143 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-1.02703 # DEPENDENCYPART_GRANDPAR
(13,14),(14,24),-0.294973 # DEPENDENCYPART_GRANDPAR
(13,16),(16,2),-1.06169 # DEPENDENCYPART_GRANDPAR
(13,16),(16,4),-1.05012 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-0.912996 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),-1.06599 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.903513 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-1.13387 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.984689 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.381422 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),0.0732592 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.548784 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),0.0474388 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.147576 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.487352 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),-1.32935 # DEPENDENCYPART_GRANDPAR
(13,16),(16,24),-0.397715 # DEPENDENCYPART_GRANDPAR
(13,16),(16,25),-0.460031 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.457512 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),0.441406 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.25755 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.392342 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-1.08379 # DEPENDENCYPART_GRANDPAR
(13,17),(17,24),-0.282207 # DEPENDENCYPART_GRANDPAR
(13,19),(19,2),-1.06169 # DEPENDENCYPART_GRANDPAR
(13,19),(19,3),-0.982777 # DEPENDENCYPART_GRANDPAR
(13,19),(19,4),-1.05012 # DEPENDENCYPART_GRANDPAR
(13,19),(19,5),-0.912996 # DEPENDENCYPART_GRANDPAR
(13,19),(19,6),-1.06599 # DEPENDENCYPART_GRANDPAR
(13,19),(19,8),-0.879622 # DEPENDENCYPART_GRANDPAR
(13,19),(19,10),-0.903513 # DEPENDENCYPART_GRANDPAR
(13,19),(19,11),-1.13387 # DEPENDENCYPART_GRANDPAR
(13,19),(19,12),-0.984689 # DEPENDENCYPART_GRANDPAR
(13,19),(19,14),0.396807 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),-0.376268 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.0532969 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.147998 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.477042 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-1.11587 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),-1.33306 # DEPENDENCYPART_GRANDPAR
(13,19),(19,24),-0.387406 # DEPENDENCYPART_GRANDPAR
(13,19),(19,25),-0.461748 # DEPENDENCYPART_GRANDPAR
(13,21),(21,2),-1.2615 # DEPENDENCYPART_GRANDPAR
(13,21),(21,3),-1.21301 # DEPENDENCYPART_GRANDPAR
(13,21),(21,4),-1.21638 # DEPENDENCYPART_GRANDPAR
(13,21),(21,5),-1.07925 # DEPENDENCYPART_GRANDPAR
(13,21),(21,6),-1.16776 # DEPENDENCYPART_GRANDPAR
(13,21),(21,7),-0.486239 # DEPENDENCYPART_GRANDPAR
(13,21),(21,8),-0.973298 # DEPENDENCYPART_GRANDPAR
(13,21),(21,9),-0.973224 # DEPENDENCYPART_GRANDPAR
(13,21),(21,10),-1.0057 # DEPENDENCYPART_GRANDPAR
(13,21),(21,11),-1.33565 # DEPENDENCYPART_GRANDPAR
(13,21),(21,12),-1.15701 # DEPENDENCYPART_GRANDPAR
(13,21),(21,13),-0.703469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
