# _root_ El senador per CiU i alcalde d' Amposta , Joan_Maria_Roig , s' havia interessat per aquesta qüestió en una pregunta oral a la cambra alta .
#goldHeads=2,14,2,3,2,2,6,7,10,2,10,14,14,0,14,17,15,14,20,18,20,20,24,22,24,14,
#predictedHeads=2,14,2,3,4,4,6,7,10,8,10,14,14,0,14,17,15,14,20,18,20,21,24,22,24,14,
(14,18),(18,20),0.458728 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),0.134598 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.0639495 # DEPENDENCYPART_GRANDPAR
(14,18),(18,24),0.312594 # DEPENDENCYPART_GRANDPAR
(14,20),(20,2),-0.920849 # DEPENDENCYPART_GRANDPAR
(14,20),(20,7),-0.482225 # DEPENDENCYPART_GRANDPAR
(14,20),(20,15),0.479257 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),0.122233 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),0.30342 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.067974 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),0.137026 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.153187 # DEPENDENCYPART_GRANDPAR
(14,20),(20,24),0.0935217 # DEPENDENCYPART_GRANDPAR
(14,20),(20,25),-0.0247801 # DEPENDENCYPART_GRANDPAR
(14,20),(20,26),-0.798551 # DEPENDENCYPART_GRANDPAR
(14,21),(21,15),0.489703 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),-0.428498 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),0.0298402 # DEPENDENCYPART_GRANDPAR
(14,21),(21,24),0.0837174 # DEPENDENCYPART_GRANDPAR
(14,21),(21,25),-0.0506281 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.0192951 # DEPENDENCYPART_GRANDPAR
(14,22),(22,24),0.429178 # DEPENDENCYPART_GRANDPAR
(14,22),(22,25),0.0181191 # DEPENDENCYPART_GRANDPAR
(14,24),(24,18),0.328814 # DEPENDENCYPART_GRANDPAR
(14,24),(24,19),-0.0510469 # DEPENDENCYPART_GRANDPAR
(14,24),(24,21),0.17907 # DEPENDENCYPART_GRANDPAR
(14,24),(24,23),-0.365308 # DEPENDENCYPART_GRANDPAR
(14,24),(24,25),-0.0253279 # DEPENDENCYPART_GRANDPAR
(14,24),(24,26),-0.805882 # DEPENDENCYPART_GRANDPAR
(14,25),(25,15),0.466166 # DEPENDENCYPART_GRANDPAR
(14,25),(25,18),0.282278 # DEPENDENCYPART_GRANDPAR
(14,25),(25,23),-0.61182 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.357392 # DEPENDENCYPART_GRANDPAR
(15,17),(17,2),-1.15161 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),-0.960531 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.885534 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.740065 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.0551079 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),0.0317649 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),0.0860984 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),0.224592 # DEPENDENCYPART_GRANDPAR
(15,17),(17,24),-0.172835 # DEPENDENCYPART_GRANDPAR
(15,17),(17,25),-0.00244409 # DEPENDENCYPART_GRANDPAR
(15,17),(17,26),-0.797275 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.842338 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.0116873 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.0414664 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.04595 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),-0.216115 # DEPENDENCYPART_GRANDPAR
(15,20),(20,2),-1.15161 # DEPENDENCYPART_GRANDPAR
(15,20),(20,7),-0.96053 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.884853 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),0.735041 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.0346423 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.2681 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),0.159382 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),0.242374 # DEPENDENCYPART_GRANDPAR
(15,20),(20,24),-0.151143 # DEPENDENCYPART_GRANDPAR
(15,20),(20,25),0.0708394 # DEPENDENCYPART_GRANDPAR
(15,20),(20,26),-0.787212 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),0.132594 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),-0.0669301 # DEPENDENCYPART_GRANDPAR
(15,22),(22,25),-0.0527801 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),-0.723752 # DEPENDENCYPART_GRANDPAR
(17,2),(2,3),-0.096057 # DEPENDENCYPART_GRANDPAR
(17,2),(2,4),-0.737764 # DEPENDENCYPART_GRANDPAR
(17,2),(2,5),-0.341367 # DEPENDENCYPART_GRANDPAR
(17,2),(2,6),-0.370895 # DEPENDENCYPART_GRANDPAR
(17,2),(2,7),-0.0182861 # DEPENDENCYPART_GRANDPAR
(17,2),(2,8),-0.742187 # DEPENDENCYPART_GRANDPAR
(17,2),(2,9),-0.114266 # DEPENDENCYPART_GRANDPAR
(17,2),(2,10),-0.658506 # DEPENDENCYPART_GRANDPAR
(17,2),(2,11),-0.127854 # DEPENDENCYPART_GRANDPAR
(17,2),(2,13),-0.358872 # DEPENDENCYPART_GRANDPAR
(17,2),(2,14),-0.144502 # DEPENDENCYPART_GRANDPAR
(17,2),(2,15),0.0734559 # DEPENDENCYPART_GRANDPAR
(17,2),(2,17),-1.50873 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,2),(2,18),-0.0294571 # DEPENDENCYPART_GRANDPAR
(17,2),(2,20),-0.797769 # DEPENDENCYPART_GRANDPAR
(17,2),(2,21),-0.645802 # DEPENDENCYPART_GRANDPAR
(17,2),(2,22),-0.575464 # DEPENDENCYPART_GRANDPAR
(17,2),(2,25),-0.718898 # DEPENDENCYPART_GRANDPAR
(17,2),(2,26),-1.43341 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.335341 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),0.0367594 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.573996 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),-0.339516 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),-0.491462 # DEPENDENCYPART_GRANDPAR
(17,7),(7,11),-0.353103 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.463784 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.58346 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.180417 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.872501 # DEPENDENCYPART_GRANDPAR
(17,15),(15,22),-0.70753 # DEPENDENCYPART_GRANDPAR
(17,15),(15,26),-1.44466 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.533999 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,20),0.0891615 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),0.000733534 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.051838 # DEPENDENCYPART_GRANDPAR
(17,18),(18,24),-0.0315239 # DEPENDENCYPART_GRANDPAR
(17,20),(20,2),-1.00459 # DEPENDENCYPART_GRANDPAR
(17,20),(20,7),-0.773968 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-0.57401 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.512144 # DEPENDENCYPART_GRANDPAR
(17,20),(20,18),0.711575 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),-0.211401 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),0.109893 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),0.123924 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),-0.151163 # DEPENDENCYPART_GRANDPAR
(17,20),(20,25),0.027044 # DEPENDENCYPART_GRANDPAR
(17,20),(20,26),-0.632594 # DEPENDENCYPART_GRANDPAR
(17,21),(21,15),-0.717717 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),-0.391067 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),0.118572 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.100326 # DEPENDENCYPART_GRANDPAR
(17,21),(21,25),-0.0188566 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),0.0533357 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),0.0102035 # DEPENDENCYPART_GRANDPAR
(17,22),(22,25),-0.0888971 # DEPENDENCYPART_GRANDPAR
(17,24),(24,18),0.716067 # DEPENDENCYPART_GRANDPAR
(17,24),(24,19),-0.211803 # DEPENDENCYPART_GRANDPAR
(17,24),(24,21),0.064787 # DEPENDENCYPART_GRANDPAR
(17,24),(24,23),-0.320009 # DEPENDENCYPART_GRANDPAR
(17,24),(24,25),0.017033 # DEPENDENCYPART_GRANDPAR
(17,24),(24,26),-0.651344 # DEPENDENCYPART_GRANDPAR
(17,25),(25,15),-0.717718 # DEPENDENCYPART_GRANDPAR
(17,25),(25,18),0.787058 # DEPENDENCYPART_GRANDPAR
(17,25),(25,23),-0.288462 # DEPENDENCYPART_GRANDPAR
(18,17),(17,2),-0.512582 # DEPENDENCYPART_GRANDPAR
(18,17),(17,7),-0.168101 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.125742 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.418568 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.7223 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,20),-0.274232 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.485784 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-0.882168 # DEPENDENCYPART_GRANDPAR
(18,17),(17,24),-0.711831 # DEPENDENCYPART_GRANDPAR
(18,17),(17,25),-0.586829 # DEPENDENCYPART_GRANDPAR
(18,17),(17,26),-1.43773 # DEPENDENCYPART_GRANDPAR
(18,20),(20,2),-1.15801 # DEPENDENCYPART_GRANDPAR
(18,20),(20,7),-1.07371 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-0.811731 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-1.40651 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.952494 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),1.07696 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),0.423033 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.155073 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-0.0416083 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),0.306427 # DEPENDENCYPART_GRANDPAR
(18,20),(20,26),-0.571014 # DEPENDENCYPART_GRANDPAR
(18,21),(21,15),-0.81247 # DEPENDENCYPART_GRANDPAR
(18,21),(21,19),0.900095 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.233044 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),0.115629 # DEPENDENCYPART_GRANDPAR
(18,21),(21,25),0.188096 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),0.451121 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),0.159481 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),0.187551 # DEPENDENCYPART_GRANDPAR
(18,24),(24,18),-0.947867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,24),(24,19),1.07635 # DEPENDENCYPART_GRANDPAR
(18,24),(24,21),0.48551 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),-0.326 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),0.290293 # DEPENDENCYPART_GRANDPAR
(18,24),(24,26),-0.591022 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),-0.514711 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-1.15656 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),-0.757133 # DEPENDENCYPART_GRANDPAR
(20,2),(2,1),-1.05484 # DEPENDENCYPART_GRANDPAR
(20,2),(2,3),-0.374362 # DEPENDENCYPART_GRANDPAR
(20,2),(2,4),-0.908398 # DEPENDENCYPART_GRANDPAR
(20,2),(2,5),-0.651027 # DEPENDENCYPART_GRANDPAR
(20,2),(2,6),-0.639084 # DEPENDENCYPART_GRANDPAR
(20,2),(2,7),-0.415596 # DEPENDENCYPART_GRANDPAR
(20,2),(2,8),-0.991765 # DEPENDENCYPART_GRANDPAR
(20,2),(2,9),-0.387225 # DEPENDENCYPART_GRANDPAR
(20,2),(2,10),-0.884297 # DEPENDENCYPART_GRANDPAR
(20,2),(2,11),-0.367215 # DEPENDENCYPART_GRANDPAR
(20,2),(2,13),-0.634516 # DEPENDENCYPART_GRANDPAR
(20,2),(2,14),-0.473203 # DEPENDENCYPART_GRANDPAR
(20,2),(2,15),-0.232107 # DEPENDENCYPART_GRANDPAR
(20,2),(2,17),-0.205486 # DEPENDENCYPART_GRANDPAR
(20,2),(2,18),-0.132893 # DEPENDENCYPART_GRANDPAR
(20,2),(2,20),-1.40541 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,2),(2,21),-0.310036 # DEPENDENCYPART_GRANDPAR
(20,2),(2,22),-0.616883 # DEPENDENCYPART_GRANDPAR
(20,2),(2,25),-0.464613 # DEPENDENCYPART_GRANDPAR
(20,2),(2,26),-0.779633 # DEPENDENCYPART_GRANDPAR
(20,7),(7,5),-0.60711 # DEPENDENCYPART_GRANDPAR
(20,7),(7,6),-0.234349 # DEPENDENCYPART_GRANDPAR
(20,7),(7,8),-0.813679 # DEPENDENCYPART_GRANDPAR
(20,7),(7,9),-0.597096 # DEPENDENCYPART_GRANDPAR
(20,7),(7,10),-0.707358 # DEPENDENCYPART_GRANDPAR
(20,7),(7,11),-0.577085 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),-0.713476 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),-0.0359067 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),-0.0729257 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-1.47901 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,22),-0.748373 # DEPENDENCYPART_GRANDPAR
(20,15),(15,26),-0.790303 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.0972627 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.47778 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.339784 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-0.761128 # DEPENDENCYPART_GRANDPAR
(20,18),(18,24),-0.739414 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-0.807923 # DEPENDENCYPART_GRANDPAR
(20,21),(21,15),-1.00205 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.724968 # DEPENDENCYPART_GRANDPAR
(20,21),(21,22),0.150397 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),0.186318 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),0.268409 # DEPENDENCYPART_GRANDPAR
(20,22),(22,21),0.383946 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),0.256259 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),0.16164 # DEPENDENCYPART_GRANDPAR
(20,24),(24,18),-0.854764 # DEPENDENCYPART_GRANDPAR
(20,24),(24,19),-0.746852 # DEPENDENCYPART_GRANDPAR
(20,24),(24,21),0.385608 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),-0.182152 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),0.260599 # DEPENDENCYPART_GRANDPAR
(20,24),(24,26),0.00360134 # DEPENDENCYPART_GRANDPAR
(20,25),(25,15),-1.00206 # DEPENDENCYPART_GRANDPAR
(20,25),(25,18),-1.01342 # DEPENDENCYPART_GRANDPAR
(20,25),(25,23),-0.121598 # DEPENDENCYPART_GRANDPAR
(21,15),(15,11),-0.28497 # DEPENDENCYPART_GRANDPAR
(21,15),(15,17),-0.0408749 # DEPENDENCYPART_GRANDPAR
(21,15),(15,18),-0.15601 # DEPENDENCYPART_GRANDPAR
(21,15),(15,20),0.250699 # DEPENDENCYPART_GRANDPAR
(21,15),(15,22),-0.808497 # DEPENDENCYPART_GRANDPAR
(21,15),(15,26),-1.22894 # DEPENDENCYPART_GRANDPAR
(21,19),(19,22),-0.834191 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.961698 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,24),-0.202663 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),-0.0648211 # DEPENDENCYPART_GRANDPAR
(21,24),(24,18),-0.861162 # DEPENDENCYPART_GRANDPAR
(21,24),(24,19),-0.844917 # DEPENDENCYPART_GRANDPAR
(21,24),(24,21),-0.900801 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,24),(24,23),0.0322902 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),-0.0960545 # DEPENDENCYPART_GRANDPAR
(21,24),(24,26),-0.534633 # DEPENDENCYPART_GRANDPAR
(21,25),(25,15),-1.03261 # DEPENDENCYPART_GRANDPAR
(21,25),(25,18),-0.937308 # DEPENDENCYPART_GRANDPAR
(21,25),(25,23),-0.0920769 # DEPENDENCYPART_GRANDPAR
(22,21),(21,15),-0.350553 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-0.459807 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.57265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,24),-0.234601 # DEPENDENCYPART_GRANDPAR
(22,21),(21,25),-0.566615 # DEPENDENCYPART_GRANDPAR
(22,24),(24,18),-0.87781 # DEPENDENCYPART_GRANDPAR
(22,24),(24,19),-1.40041 # DEPENDENCYPART_GRANDPAR
(22,24),(24,21),-0.983746 # DEPENDENCYPART_GRANDPAR
(22,24),(24,23),1.06694 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),0.210337 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),-0.58153 # DEPENDENCYPART_GRANDPAR
(22,25),(25,15),-1.00528 # DEPENDENCYPART_GRANDPAR
(22,25),(25,18),-0.904071 # DEPENDENCYPART_GRANDPAR
(22,25),(25,23),1.34014 # DEPENDENCYPART_GRANDPAR
(24,18),(18,17),-0.145303 # DEPENDENCYPART_GRANDPAR
(24,18),(18,20),0.055244 # DEPENDENCYPART_GRANDPAR
(24,18),(18,21),-0.388538 # DEPENDENCYPART_GRANDPAR
(24,18),(18,22),-0.176993 # DEPENDENCYPART_GRANDPAR
(24,18),(18,24),-1.84366 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,19),(19,22),0.253599 # DEPENDENCYPART_GRANDPAR
(24,21),(21,15),-0.0206088 # DEPENDENCYPART_GRANDPAR
(24,21),(21,19),-0.360221 # DEPENDENCYPART_GRANDPAR
(24,21),(21,22),-0.132532 # DEPENDENCYPART_GRANDPAR
(24,21),(21,24),-1.79102 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,21),(21,25),-0.575831 # DEPENDENCYPART_GRANDPAR
(24,25),(25,15),-0.928128 # DEPENDENCYPART_GRANDPAR
(24,25),(25,18),-1.12266 # DEPENDENCYPART_GRANDPAR
(24,25),(25,23),-0.638928 # DEPENDENCYPART_GRANDPAR
(25,15),(15,11),-0.134247 # DEPENDENCYPART_GRANDPAR
(25,15),(15,17),-0.0544023 # DEPENDENCYPART_GRANDPAR
(25,15),(15,18),-0.0909951 # DEPENDENCYPART_GRANDPAR
(25,15),(15,20),0.116782 # DEPENDENCYPART_GRANDPAR
(25,15),(15,22),0.086065 # DEPENDENCYPART_GRANDPAR
(25,15),(15,26),-0.800851 # DEPENDENCYPART_GRANDPAR
(25,18),(18,17),-0.191497 # DEPENDENCYPART_GRANDPAR
(25,18),(18,20),0.220114 # DEPENDENCYPART_GRANDPAR
(25,18),(18,21),-0.111128 # DEPENDENCYPART_GRANDPAR
(25,18),(18,22),0.104634 # DEPENDENCYPART_GRANDPAR
(25,18),(18,24),0.537822 # DEPENDENCYPART_GRANDPAR
