# _root_ El president , que ha fet el_seu discurs en castellà i català , ha recordat un discurs que va fer a Cadaqués l' any_1980 i on exaltava la figura de Salvador_Dalí .
#goldHeads=2,15,6,6,6,2,8,6,6,9,10,10,6,15,0,17,15,20,20,17,20,21,24,20,20,27,20,29,27,29,30,15,
#predictedHeads=2,15,6,6,6,2,8,6,8,9,10,10,6,15,0,17,15,20,20,17,20,21,24,20,20,27,20,29,27,29,30,15,
(5,15),(15,4),-1.53065 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-0.958785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,6),0.200934 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),-0.00813919 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),-0.260547 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),-0.391257 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-0.36347 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.41456 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.191218 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.0961211 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.539097 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.567041 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.395153 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),-0.465225 # DEPENDENCYPART_GRANDPAR
(5,15),(15,24),-0.391883 # DEPENDENCYPART_GRANDPAR
(5,15),(15,25),-0.586625 # DEPENDENCYPART_GRANDPAR
(5,15),(15,27),-0.504929 # DEPENDENCYPART_GRANDPAR
(5,15),(15,29),-0.38014 # DEPENDENCYPART_GRANDPAR
(5,15),(15,32),-1.3662 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),0.763281 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.15146 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.312319 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.38658 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,8),-0.430113 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.458121 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.929 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-1.07914 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.936547 # DEPENDENCYPART_GRANDPAR
(6,2),(2,13),-1.38904 # DEPENDENCYPART_GRANDPAR
(6,2),(2,15),-0.888535 # DEPENDENCYPART_GRANDPAR
(6,2),(2,17),-0.920625 # DEPENDENCYPART_GRANDPAR
(6,2),(2,20),-0.74774 # DEPENDENCYPART_GRANDPAR
(6,2),(2,29),-1.07246 # DEPENDENCYPART_GRANDPAR
(6,2),(2,32),-2.50995 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.424285 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.333979 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.351338 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.0230174 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.627342 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.8017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,8),-0.750292 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.959562 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-1.3368 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-1.64601 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-1.30347 # DEPENDENCYPART_GRANDPAR
(6,5),(5,25),-1.52598 # DEPENDENCYPART_GRANDPAR
(6,5),(5,32),-2.75657 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-1.0439 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.886224 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.358565 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),1.25497 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.416226 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.34996 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.327676 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.361837 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.757395 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.258016 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.334779 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),-0.176651 # DEPENDENCYPART_GRANDPAR
(6,8),(8,24),-0.423645 # DEPENDENCYPART_GRANDPAR
(6,8),(8,29),-0.496087 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.443753 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.110376 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.341772 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.158052 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.462924 # DEPENDENCYPART_GRANDPAR
(6,10),(10,7),1.24644 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.581677 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.332405 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.364782 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.748709 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.365249 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.26791 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.34291 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.186322 # DEPENDENCYPART_GRANDPAR
(6,10),(10,24),-0.429092 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.0101565 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.0282253 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.71994 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.28004 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.33894 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.249288 # DEPENDENCYPART_GRANDPAR
(6,14),(14,2),-1.37014 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-0.535109 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,8),0.466968 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),-0.114674 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.130789 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.0459228 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.141325 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.309692 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.157756 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-0.202491 # DEPENDENCYPART_GRANDPAR
(6,14),(14,21),-0.0766441 # DEPENDENCYPART_GRANDPAR
(6,14),(14,25),-0.477506 # DEPENDENCYPART_GRANDPAR
(6,14),(14,27),-0.490636 # DEPENDENCYPART_GRANDPAR
(6,14),(14,32),-1.78267 # DEPENDENCYPART_GRANDPAR
(6,15),(15,1),-0.540024 # DEPENDENCYPART_GRANDPAR
(6,15),(15,2),-1.353 # DEPENDENCYPART_GRANDPAR
(6,15),(15,3),-1.13385 # DEPENDENCYPART_GRANDPAR
(6,15),(15,4),-1.09384 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-1.64552 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-0.602162 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,8),0.42602 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),-0.201292 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),-0.0873207 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.233201 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.0899167 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.313547 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),0.208542 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.199529 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.515549 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.15809 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),-0.0659072 # DEPENDENCYPART_GRANDPAR
(6,15),(15,24),-0.277942 # DEPENDENCYPART_GRANDPAR
(6,15),(15,25),-0.499692 # DEPENDENCYPART_GRANDPAR
(6,15),(15,27),-0.447016 # DEPENDENCYPART_GRANDPAR
(6,15),(15,29),-0.361062 # DEPENDENCYPART_GRANDPAR
(6,15),(15,32),-1.71551 # DEPENDENCYPART_GRANDPAR
(6,17),(17,2),-1.0439 # DEPENDENCYPART_GRANDPAR
(6,17),(17,6),-0.358565 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,17),(17,9),0.00329693 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),0.0651234 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),-0.629697 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),0.120658 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),0.128326 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),0.415099 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-2.74259 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),-0.520347 # DEPENDENCYPART_GRANDPAR
(6,17),(17,20),-0.176651 # DEPENDENCYPART_GRANDPAR
(6,17),(17,21),-0.247854 # DEPENDENCYPART_GRANDPAR
(6,17),(17,24),-0.423645 # DEPENDENCYPART_GRANDPAR
(6,17),(17,25),-0.516853 # DEPENDENCYPART_GRANDPAR
(6,17),(17,27),-0.450674 # DEPENDENCYPART_GRANDPAR
(6,17),(17,29),-0.496087 # DEPENDENCYPART_GRANDPAR
(6,17),(17,30),-0.746456 # DEPENDENCYPART_GRANDPAR
(6,17),(17,32),-1.88653 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-1.45339 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.259783 # DEPENDENCYPART_GRANDPAR
(6,19),(19,21),0.0252578 # DEPENDENCYPART_GRANDPAR
(6,19),(19,24),-0.297664 # DEPENDENCYPART_GRANDPAR
(6,19),(19,27),-0.547389 # DEPENDENCYPART_GRANDPAR
(6,19),(19,32),-1.77326 # DEPENDENCYPART_GRANDPAR
(6,20),(20,2),-1.35612 # DEPENDENCYPART_GRANDPAR
(6,20),(20,3),-1.13652 # DEPENDENCYPART_GRANDPAR
(6,20),(20,4),-1.09544 # DEPENDENCYPART_GRANDPAR
(6,20),(20,5),-1.64707 # DEPENDENCYPART_GRANDPAR
(6,20),(20,6),-0.531957 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,20),(20,8),0.403598 # DEPENDENCYPART_GRANDPAR
(6,20),(20,9),-0.0927209 # DEPENDENCYPART_GRANDPAR
(6,20),(20,10),-0.10845 # DEPENDENCYPART_GRANDPAR
(6,20),(20,11),-0.179087 # DEPENDENCYPART_GRANDPAR
(6,20),(20,12),-0.111049 # DEPENDENCYPART_GRANDPAR
(6,20),(20,14),0.267063 # DEPENDENCYPART_GRANDPAR
(6,20),(20,15),-0.00243303 # DEPENDENCYPART_GRANDPAR
(6,20),(20,17),-0.0869142 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),-1.30168 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),-0.108792 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),-0.0126071 # DEPENDENCYPART_GRANDPAR
(6,20),(20,22),-0.62042 # DEPENDENCYPART_GRANDPAR
(6,20),(20,24),-0.254518 # DEPENDENCYPART_GRANDPAR
(6,20),(20,25),-0.519875 # DEPENDENCYPART_GRANDPAR
(6,20),(20,27),-0.514603 # DEPENDENCYPART_GRANDPAR
(6,20),(20,29),-0.263451 # DEPENDENCYPART_GRANDPAR
(6,20),(20,30),-0.723312 # DEPENDENCYPART_GRANDPAR
(6,20),(20,32),-1.69549 # DEPENDENCYPART_GRANDPAR
(6,21),(21,22),-0.471487 # DEPENDENCYPART_GRANDPAR
(6,21),(21,24),-0.147436 # DEPENDENCYPART_GRANDPAR
(6,21),(21,25),-0.440834 # DEPENDENCYPART_GRANDPAR
(6,21),(21,27),-0.34651 # DEPENDENCYPART_GRANDPAR
(6,24),(24,21),0.204603 # DEPENDENCYPART_GRANDPAR
(6,24),(24,23),0.568708 # DEPENDENCYPART_GRANDPAR
(6,24),(24,25),-0.492532 # DEPENDENCYPART_GRANDPAR
(6,24),(24,27),-0.343819 # DEPENDENCYPART_GRANDPAR
(6,24),(24,29),-0.317253 # DEPENDENCYPART_GRANDPAR
(6,24),(24,30),-0.657941 # DEPENDENCYPART_GRANDPAR
(6,27),(27,2),-1.35295 # DEPENDENCYPART_GRANDPAR
(6,27),(27,3),-1.1338 # DEPENDENCYPART_GRANDPAR
(6,27),(27,6),-0.568455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,27),(27,8),0.45646 # DEPENDENCYPART_GRANDPAR
(6,27),(27,9),-0.173507 # DEPENDENCYPART_GRANDPAR
(6,27),(27,17),-0.0340519 # DEPENDENCYPART_GRANDPAR
(6,27),(27,18),-1.31518 # DEPENDENCYPART_GRANDPAR
(6,27),(27,19),-0.128685 # DEPENDENCYPART_GRANDPAR
(6,27),(27,20),0.216007 # DEPENDENCYPART_GRANDPAR
(6,27),(27,21),-0.0343255 # DEPENDENCYPART_GRANDPAR
(6,27),(27,23),0.171456 # DEPENDENCYPART_GRANDPAR
(6,27),(27,24),-0.276657 # DEPENDENCYPART_GRANDPAR
(6,27),(27,25),-0.381513 # DEPENDENCYPART_GRANDPAR
(6,27),(27,26),-1.88617 # DEPENDENCYPART_GRANDPAR
(6,27),(27,29),-0.343307 # DEPENDENCYPART_GRANDPAR
(6,27),(27,30),-0.795963 # DEPENDENCYPART_GRANDPAR
(6,27),(27,31),-0.752043 # DEPENDENCYPART_GRANDPAR
(6,27),(27,32),-1.72042 # DEPENDENCYPART_GRANDPAR
(6,29),(29,6),-0.350077 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,29),(29,23),0.363171 # DEPENDENCYPART_GRANDPAR
(6,29),(29,26),-2.0619 # DEPENDENCYPART_GRANDPAR
(6,29),(29,27),-0.069107 # DEPENDENCYPART_GRANDPAR
(6,29),(29,28),0.212705 # DEPENDENCYPART_GRANDPAR
(6,29),(29,30),-0.768046 # DEPENDENCYPART_GRANDPAR
(6,29),(29,31),-0.949107 # DEPENDENCYPART_GRANDPAR
(6,29),(29,32),-1.90911 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.35131 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),0.0110359 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.616273 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.316207 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.38838 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.136991 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-0.539473 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.628176 # DEPENDENCYPART_GRANDPAR
(8,2),(2,12),-0.481952 # DEPENDENCYPART_GRANDPAR
(8,2),(2,13),-0.66373 # DEPENDENCYPART_GRANDPAR
(8,2),(2,15),-0.820301 # DEPENDENCYPART_GRANDPAR
(8,2),(2,17),-0.896962 # DEPENDENCYPART_GRANDPAR
(8,2),(2,20),-0.976189 # DEPENDENCYPART_GRANDPAR
(8,2),(2,29),-1.01101 # DEPENDENCYPART_GRANDPAR
(8,2),(2,32),-2.07138 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.53113 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.309198 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.367544 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.182011 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.0490403 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.700654 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.52948 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.396772 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.680496 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.714472 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.623079 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.772046 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-1.07998 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.985285 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-1.03806 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-1.20305 # DEPENDENCYPART_GRANDPAR
(8,6),(6,20),-1.14131 # DEPENDENCYPART_GRANDPAR
(8,6),(6,21),-1.16387 # DEPENDENCYPART_GRANDPAR
(8,6),(6,24),-0.971197 # DEPENDENCYPART_GRANDPAR
(8,6),(6,25),-0.658844 # DEPENDENCYPART_GRANDPAR
(8,6),(6,27),-1.18987 # DEPENDENCYPART_GRANDPAR
(8,6),(6,29),-1.15198 # DEPENDENCYPART_GRANDPAR
(8,6),(6,32),-2.16564 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.391348 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.391048 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.135507 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.560134 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),0.0856517 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.861145 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.616783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,11),0.0859027 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.345161 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),0.186623 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.414819 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.245414 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.136392 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.392095 # DEPENDENCYPART_GRANDPAR
(8,10),(10,24),-0.23358 # DEPENDENCYPART_GRANDPAR
(8,12),(12,9),0.610833 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.122228 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),0.224904 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.239982 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.113133 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.248476 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),-1.16778 # DEPENDENCYPART_GRANDPAR
(8,15),(15,2),-1.44157 # DEPENDENCYPART_GRANDPAR
(8,15),(15,3),-1.1697 # DEPENDENCYPART_GRANDPAR
(8,15),(15,4),-0.824818 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-1.58082 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-1.26804 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.544873 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),0.854301 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),0.307664 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),0.10288 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),0.360149 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),0.284501 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),0.179069 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),0.0391861 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.323715 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.161058 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.12489 # DEPENDENCYPART_GRANDPAR
(8,15),(15,24),-0.0433677 # DEPENDENCYPART_GRANDPAR
(8,15),(15,25),0.243771 # DEPENDENCYPART_GRANDPAR
(8,15),(15,27),-0.191014 # DEPENDENCYPART_GRANDPAR
(8,15),(15,29),-0.0904672 # DEPENDENCYPART_GRANDPAR
(8,15),(15,32),-1.26859 # DEPENDENCYPART_GRANDPAR
(8,17),(17,2),-1.30052 # DEPENDENCYPART_GRANDPAR
(8,17),(17,6),-1.10391 # DEPENDENCYPART_GRANDPAR
(8,17),(17,9),0.629946 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),0.278751 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),0.331094 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.125758 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.0334386 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.248962 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.89935 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.527452 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.371594 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.227265 # DEPENDENCYPART_GRANDPAR
(8,17),(17,24),-0.217945 # DEPENDENCYPART_GRANDPAR
(8,17),(17,25),0.159197 # DEPENDENCYPART_GRANDPAR
(8,17),(17,27),-0.42755 # DEPENDENCYPART_GRANDPAR
(8,17),(17,29),-0.238565 # DEPENDENCYPART_GRANDPAR
(8,17),(17,30),-0.334159 # DEPENDENCYPART_GRANDPAR
(8,17),(17,32),-1.28083 # DEPENDENCYPART_GRANDPAR
(8,20),(20,2),-1.44352 # DEPENDENCYPART_GRANDPAR
(8,20),(20,3),-1.1734 # DEPENDENCYPART_GRANDPAR
(8,20),(20,4),-0.826018 # DEPENDENCYPART_GRANDPAR
(8,20),(20,5),-1.58189 # DEPENDENCYPART_GRANDPAR
(8,20),(20,6),-1.26911 # DEPENDENCYPART_GRANDPAR
(8,20),(20,8),-0.614545 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,20),(20,9),0.852031 # DEPENDENCYPART_GRANDPAR
(8,20),(20,10),0.238684 # DEPENDENCYPART_GRANDPAR
(8,20),(20,11),0.076568 # DEPENDENCYPART_GRANDPAR
(8,20),(20,12),0.291164 # DEPENDENCYPART_GRANDPAR
(8,20),(20,14),0.164987 # DEPENDENCYPART_GRANDPAR
(8,20),(20,15),0.04913 # DEPENDENCYPART_GRANDPAR
(8,20),(20,17),-0.123124 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),0.638612 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),0.0651928 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),-0.162396 # DEPENDENCYPART_GRANDPAR
(8,20),(20,22),-0.218184 # DEPENDENCYPART_GRANDPAR
(8,20),(20,24),-0.0718411 # DEPENDENCYPART_GRANDPAR
(8,20),(20,25),0.162625 # DEPENDENCYPART_GRANDPAR
(8,20),(20,27),-0.297597 # DEPENDENCYPART_GRANDPAR
(8,20),(20,29),-0.0781687 # DEPENDENCYPART_GRANDPAR
(8,20),(20,30),-0.337502 # DEPENDENCYPART_GRANDPAR
(8,20),(20,32),-1.34321 # DEPENDENCYPART_GRANDPAR
(8,24),(24,21),-0.320427 # DEPENDENCYPART_GRANDPAR
(8,24),(24,23),-0.374512 # DEPENDENCYPART_GRANDPAR
(8,24),(24,25),0.160048 # DEPENDENCYPART_GRANDPAR
(8,24),(24,27),-0.399093 # DEPENDENCYPART_GRANDPAR
(8,24),(24,29),-0.211687 # DEPENDENCYPART_GRANDPAR
(8,24),(24,30),-0.405917 # DEPENDENCYPART_GRANDPAR
(8,29),(29,6),-1.10416 # DEPENDENCYPART_GRANDPAR
(8,29),(29,23),-0.41054 # DEPENDENCYPART_GRANDPAR
(8,29),(29,26),-1.01817 # DEPENDENCYPART_GRANDPAR
(8,29),(29,27),-0.24852 # DEPENDENCYPART_GRANDPAR
(8,29),(29,28),0.0806807 # DEPENDENCYPART_GRANDPAR
(8,29),(29,30),-0.332845 # DEPENDENCYPART_GRANDPAR
(8,29),(29,31),-0.171419 # DEPENDENCYPART_GRANDPAR
(8,29),(29,32),-1.28485 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.637997 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.425924 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.198417 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.440482 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.66136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),0.191372 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.660885 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.402774 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-1.4142 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.918387 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.616623 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),-1.65193 # DEPENDENCYPART_GRANDPAR
(9,8),(8,24),-1.16953 # DEPENDENCYPART_GRANDPAR
(9,8),(8,29),-1.23148 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-1.48059 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-1.16361 # DEPENDENCYPART_GRANDPAR
(9,10),(10,11),0.123803 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.305576 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.517817 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.540615 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),0.0681658 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),0.0804587 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.72479 # DEPENDENCYPART_GRANDPAR
(9,10),(10,24),-0.378048 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.901596 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,11),0.190236 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.512054 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),0.0348696 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),0.0711009 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.421005 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.642354 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.596063 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.738372 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.752512 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.427393 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.63662 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.893242 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.741401 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-1.1315 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-1.05483 # DEPENDENCYPART_GRANDPAR
