# _root_ L' empresa Formigons_Montcau desmantellarà la_seva fàbrica de Sabadell , situada al barri d' Hostafrancs i envoltada de vivendes , en un termini de tres anys .
#goldHeads=2,4,2,0,6,4,6,7,10,6,10,11,12,13,10,10,16,17,10,4,22,20,22,25,23,4,
#predictedHeads=2,4,2,0,6,4,6,7,10,6,10,11,12,13,10,10,16,17,10,10,22,20,22,25,23,4,
(14,17),(17,18),0.116288 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.112652 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.515732 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.395294 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.122197 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.0534413 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.407875 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.476347 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.262609 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),-0.499801 # DEPENDENCYPART_GRANDPAR
(14,18),(18,25),-0.169185 # DEPENDENCYPART_GRANDPAR
(14,18),(18,26),-0.901694 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.0652677 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.506668 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.133541 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),-0.587035 # DEPENDENCYPART_GRANDPAR
(14,20),(20,25),-0.0563443 # DEPENDENCYPART_GRANDPAR
(14,20),(20,26),-0.990439 # DEPENDENCYPART_GRANDPAR
(14,22),(22,10),-1.19218 # DEPENDENCYPART_GRANDPAR
(14,22),(22,17),-0.131951 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),0.0867268 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),0.0266119 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.521284 # DEPENDENCYPART_GRANDPAR
(14,22),(22,25),-0.167304 # DEPENDENCYPART_GRANDPAR
(14,22),(22,26),-0.904571 # DEPENDENCYPART_GRANDPAR
(14,23),(23,21),-0.0940001 # DEPENDENCYPART_GRANDPAR
(14,23),(23,25),0.221768 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),0.000614848 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.155239 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),-0.125274 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),0.136162 # DEPENDENCYPART_GRANDPAR
(16,7),(7,12),0.317606 # DEPENDENCYPART_GRANDPAR
(16,7),(7,13),0.0353886 # DEPENDENCYPART_GRANDPAR
(16,7),(7,17),-0.560903 # DEPENDENCYPART_GRANDPAR
(16,7),(7,19),-0.838855 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.157138 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.28231 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.00172249 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),0.311596 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),0.0365679 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),0.447648 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),-0.0922477 # DEPENDENCYPART_GRANDPAR
(16,11),(11,17),-0.557332 # DEPENDENCYPART_GRANDPAR
(16,11),(11,19),-0.836405 # DEPENDENCYPART_GRANDPAR
(16,11),(11,20),-0.864848 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.354581 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.418642 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.145667 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.23762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.560936 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.433815 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.836673 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.867103 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.832526 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.59239 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.308221 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.200188 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.354937 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.627204 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.508927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,19),-0.163123 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.293853 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),0.465728 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.269722 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.24681 # DEPENDENCYPART_GRANDPAR
(16,18),(18,25),-0.132664 # DEPENDENCYPART_GRANDPAR
(16,18),(18,26),-0.481502 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.125532 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),0.391965 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.178183 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.293703 # DEPENDENCYPART_GRANDPAR
(16,20),(20,25),-0.0171679 # DEPENDENCYPART_GRANDPAR
(16,20),(20,26),-0.473725 # DEPENDENCYPART_GRANDPAR
(16,22),(22,10),-0.778049 # DEPENDENCYPART_GRANDPAR
(16,22),(22,17),0.215348 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),0.0185846 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),0.763296 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.270144 # DEPENDENCYPART_GRANDPAR
(16,22),(22,25),-0.132401 # DEPENDENCYPART_GRANDPAR
(16,22),(22,26),-0.484563 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),0.63821 # DEPENDENCYPART_GRANDPAR
(16,23),(23,25),-0.0452598 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.11455 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.203963 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),0.0180738 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.0807866 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.343194 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.42269 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),0.118083 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.941512 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.750385 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),-0.605853 # DEPENDENCYPART_GRANDPAR
(17,16),(16,23),-0.591187 # DEPENDENCYPART_GRANDPAR
(17,16),(16,26),-1.35436 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.783293 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-1.05261 # DEPENDENCYPART_GRANDPAR
(17,18),(18,19),-0.166275 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.270323 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.137095 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.158456 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),-0.044014 # DEPENDENCYPART_GRANDPAR
(17,18),(18,25),-0.0558262 # DEPENDENCYPART_GRANDPAR
(17,18),(18,26),-0.675584 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),-0.0803677 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.286824 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.0679491 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.235855 # DEPENDENCYPART_GRANDPAR
(17,20),(20,25),0.0270575 # DEPENDENCYPART_GRANDPAR
(17,20),(20,26),-0.702993 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.620443 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),0.151429 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.161153 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),0.302791 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),0.558729 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-1.78779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-0.663678 # DEPENDENCYPART_GRANDPAR
(18,13),(13,20),-1.03438 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),0.206043 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.581841 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),0.814201 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),0.551451 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.0582036 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.649735 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.74032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.668126 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-1.03357 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-0.873106 # DEPENDENCYPART_GRANDPAR
(18,16),(16,23),-1.02746 # DEPENDENCYPART_GRANDPAR
(18,16),(16,26),-1.52004 # DEPENDENCYPART_GRANDPAR
(18,20),(20,19),0.194772 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.812805 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),0.0293028 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.337413 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),-0.110113 # DEPENDENCYPART_GRANDPAR
(18,20),(20,26),-0.803377 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.0615598 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.225928 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),-0.802627 # DEPENDENCYPART_GRANDPAR
(18,22),(22,10),-0.982057 # DEPENDENCYPART_GRANDPAR
(18,22),(22,17),-0.0531761 # DEPENDENCYPART_GRANDPAR
(18,22),(22,19),0.341928 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),-0.299793 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.281641 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),-0.227941 # DEPENDENCYPART_GRANDPAR
(18,22),(22,26),-0.722741 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),-0.408988 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),0.18226 # DEPENDENCYPART_GRANDPAR
(18,25),(25,21),-0.329779 # DEPENDENCYPART_GRANDPAR
(18,25),(25,24),-0.743933 # DEPENDENCYPART_GRANDPAR
(20,21),(21,22),0.143127 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),0.12179 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),-0.327559 # DEPENDENCYPART_GRANDPAR
(20,22),(22,10),-0.999471 # DEPENDENCYPART_GRANDPAR
(20,22),(22,17),-0.633523 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-0.886577 # DEPENDENCYPART_GRANDPAR
(20,22),(22,21),0.89229 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),0.299716 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),-0.255522 # DEPENDENCYPART_GRANDPAR
(20,22),(22,26),-0.574582 # DEPENDENCYPART_GRANDPAR
(20,23),(23,21),1.03664 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),-0.105079 # DEPENDENCYPART_GRANDPAR
(20,25),(25,21),0.800011 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),-0.312859 # DEPENDENCYPART_GRANDPAR
(21,22),(22,10),-1.39105 # DEPENDENCYPART_GRANDPAR
(21,22),(22,17),-1.4222 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-1.37382 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-1.17456 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),-0.370713 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),-1.31884 # DEPENDENCYPART_GRANDPAR
(21,22),(22,26),-0.675455 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-1.29046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,25),-1.25244 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),-0.275917 # DEPENDENCYPART_GRANDPAR
(22,10),(10,7),-0.813959 # DEPENDENCYPART_GRANDPAR
(22,10),(10,9),-0.834912 # DEPENDENCYPART_GRANDPAR
(22,10),(10,11),-0.152472 # DEPENDENCYPART_GRANDPAR
(22,10),(10,12),-0.211932 # DEPENDENCYPART_GRANDPAR
(22,10),(10,13),-0.466469 # DEPENDENCYPART_GRANDPAR
(22,10),(10,14),-0.466722 # DEPENDENCYPART_GRANDPAR
(22,10),(10,15),-0.17654 # DEPENDENCYPART_GRANDPAR
(22,10),(10,16),0.0825493 # DEPENDENCYPART_GRANDPAR
(22,10),(10,17),-0.536024 # DEPENDENCYPART_GRANDPAR
(22,10),(10,18),-0.19632 # DEPENDENCYPART_GRANDPAR
(22,10),(10,19),-0.0325036 # DEPENDENCYPART_GRANDPAR
(22,10),(10,20),-0.565969 # DEPENDENCYPART_GRANDPAR
(22,10),(10,22),-1.44277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,10),(10,23),-0.293746 # DEPENDENCYPART_GRANDPAR
(22,10),(10,26),-1.14896 # DEPENDENCYPART_GRANDPAR
(22,17),(17,15),-0.414148 # DEPENDENCYPART_GRANDPAR
(22,17),(17,16),-0.0767029 # DEPENDENCYPART_GRANDPAR
(22,17),(17,18),-0.157304 # DEPENDENCYPART_GRANDPAR
(22,17),(17,19),-0.200368 # DEPENDENCYPART_GRANDPAR
(22,17),(17,20),-0.621152 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.45132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-0.336591 # DEPENDENCYPART_GRANDPAR
(22,21),(21,24),-1.27103 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.794331 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),0.439879 # DEPENDENCYPART_GRANDPAR
(22,25),(25,21),-0.806973 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),-0.296864 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),-0.214421 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-1.62877 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,24),-0.0969738 # DEPENDENCYPART_GRANDPAR
(23,25),(25,21),-1.55238 # DEPENDENCYPART_GRANDPAR
(23,25),(25,24),0.769175 # DEPENDENCYPART_GRANDPAR
(24,23),(23,21),-0.754911 # DEPENDENCYPART_GRANDPAR
(24,23),(23,25),-1.3492 # DEPENDENCYPART_GRANDPAR
(25,21),(21,22),1.11353 # DEPENDENCYPART_GRANDPAR
(25,21),(21,23),1.10925 # DEPENDENCYPART_GRANDPAR
(25,21),(21,24),1.23227 # DEPENDENCYPART_GRANDPAR
(25,24),(24,23),0.379239 # DEPENDENCYPART_GRANDPAR
