# _root_ La manca d' aigua potable i d' electricitat que han provocat aquestes inundacions , accentuen la possibilitat d' aparició d' epidèmies , sobretot de còlera i de malària .
#goldHeads=2,15,2,3,4,3,3,7,11,11,2,13,11,2,0,17,15,17,18,19,20,24,24,21,24,24,24,27,15,
#predictedHeads=2,15,2,3,4,3,3,7,11,11,2,13,11,11,0,17,15,17,18,19,20,24,24,19,24,24,24,27,15,
(5,7),(7,14),-0.870892 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.811754 # DEPENDENCYPART_GRANDPAR
(5,7),(7,27),-0.745454 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.935122 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.988928 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.0364559 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.174232 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.209004 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.349633 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.203723 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.386917 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.846025 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.898164 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.727805 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.846528 # DEPENDENCYPART_GRANDPAR
(5,8),(8,29),-1.36095 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.974302 # DEPENDENCYPART_GRANDPAR
(5,10),(10,6),-0.201462 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.314741 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.927567 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.177574 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.302512 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.778776 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.873462 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.623863 # DEPENDENCYPART_GRANDPAR
(5,10),(10,29),-1.33569 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-0.935122 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.98927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),0.0364472 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),-0.174238 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.072733 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),0.0639816 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.472997 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.84399 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.894988 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.728086 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.843461 # DEPENDENCYPART_GRANDPAR
(5,13),(13,20),-0.905737 # DEPENDENCYPART_GRANDPAR
(5,13),(13,29),-1.35687 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.330974 # DEPENDENCYPART_GRANDPAR
(5,15),(15,1),-1.02331 # DEPENDENCYPART_GRANDPAR
(5,15),(15,2),-0.973733 # DEPENDENCYPART_GRANDPAR
(5,15),(15,4),-0.790301 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-1.06667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,6),-0.193664 # DEPENDENCYPART_GRANDPAR
(5,15),(15,7),-0.31238 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),-0.0428137 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),1.0237 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),-0.130099 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-0.082772 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.678352 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.318911 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.59485 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.616766 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.853005 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.544858 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.91528 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),-0.332239 # DEPENDENCYPART_GRANDPAR
(5,15),(15,22),-0.851739 # DEPENDENCYPART_GRANDPAR
(5,15),(15,23),-0.734489 # DEPENDENCYPART_GRANDPAR
(5,15),(15,24),-0.819347 # DEPENDENCYPART_GRANDPAR
(5,15),(15,25),-0.624526 # DEPENDENCYPART_GRANDPAR
(5,15),(15,26),-0.692307 # DEPENDENCYPART_GRANDPAR
(5,15),(15,28),-0.391405 # DEPENDENCYPART_GRANDPAR
(5,15),(15,29),-1.31792 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.0464092 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),0.147205 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.309571 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),0.0781224 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.352441 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-2.03382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.453707 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-1.24136 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-1.10111 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-1.56957 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-1.53399 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-1.04411 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.949629 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-1.17896 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.28066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.368028 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.420304 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.153431 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.490568 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.732086 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.66062 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.74043 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.764302 # DEPENDENCYPART_GRANDPAR
(7,8),(8,29),-1.51156 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.3025 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,2),-1.0882 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-1.19111 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.36177 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,9),0.871348 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.242519 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.263378 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.711731 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.755448 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.480529 # DEPENDENCYPART_GRANDPAR
(7,10),(10,29),-1.50978 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-1.23283 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-1.08763 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.74161 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-1.11065 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.949464 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-1.19111 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-1.36526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.294568 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.974565 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.485418 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.258203 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.693947 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.741805 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.475354 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.837477 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.777981 # DEPENDENCYPART_GRANDPAR
(7,11),(11,22),-0.664585 # DEPENDENCYPART_GRANDPAR
(7,11),(11,23),-0.252475 # DEPENDENCYPART_GRANDPAR
(7,11),(11,25),-0.36881 # DEPENDENCYPART_GRANDPAR
(7,11),(11,26),-1.007 # DEPENDENCYPART_GRANDPAR
(7,11),(11,29),-1.47953 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.359442 # DEPENDENCYPART_GRANDPAR
(7,15),(15,1),-1.23283 # DEPENDENCYPART_GRANDPAR
(7,15),(15,2),-1.08763 # DEPENDENCYPART_GRANDPAR
(7,15),(15,4),-1.11065 # DEPENDENCYPART_GRANDPAR
(7,15),(15,5),-0.949464 # DEPENDENCYPART_GRANDPAR
(7,15),(15,6),-1.19111 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-1.35821 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,8),0.298244 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),0.969444 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),-0.484106 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),-0.294716 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-1.14593 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.351201 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.570441 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.472379 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.838357 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.543947 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-0.778861 # DEPENDENCYPART_GRANDPAR
(7,15),(15,21),-0.422224 # DEPENDENCYPART_GRANDPAR
(7,15),(15,22),-0.671631 # DEPENDENCYPART_GRANDPAR
(7,15),(15,23),-0.250505 # DEPENDENCYPART_GRANDPAR
(7,15),(15,24),-1.02858 # DEPENDENCYPART_GRANDPAR
(7,15),(15,25),-0.365834 # DEPENDENCYPART_GRANDPAR
(7,15),(15,26),-1.00047 # DEPENDENCYPART_GRANDPAR
(7,15),(15,28),-0.373291 # DEPENDENCYPART_GRANDPAR
(7,15),(15,29),-1.49095 # DEPENDENCYPART_GRANDPAR
(7,27),(27,23),-0.0643942 # DEPENDENCYPART_GRANDPAR
(7,27),(27,26),-1.02873 # DEPENDENCYPART_GRANDPAR
(7,27),(27,28),-0.396855 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.695577 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),0.246821 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.00153641 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.267832 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.138713 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),0.183875 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.88391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,10),-0.794 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.820558 # DEPENDENCYPART_GRANDPAR
(8,2),(2,13),-0.90721 # DEPENDENCYPART_GRANDPAR
(8,2),(2,14),-1.25587 # DEPENDENCYPART_GRANDPAR
(8,2),(2,15),-1.30537 # DEPENDENCYPART_GRANDPAR
(8,2),(2,17),-1.18646 # DEPENDENCYPART_GRANDPAR
(8,2),(2,18),-0.806887 # DEPENDENCYPART_GRANDPAR
(8,2),(2,20),-0.861599 # DEPENDENCYPART_GRANDPAR
(8,2),(2,29),-2.47413 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.694901 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),0.138873 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.049892 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.16867 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.90477 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,10),-0.826186 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.928073 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-1.27657 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-1.33781 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.73384 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.168115 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.0906971 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.95225 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.700116 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.823047 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.849848 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-1.27212 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-1.33466 # DEPENDENCYPART_GRANDPAR
(8,7),(7,27),-1.0376 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.565185 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.801212 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.970857 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.793159 # DEPENDENCYPART_GRANDPAR
(8,10),(10,9),0.987871 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.0418914 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.0145264 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.391226 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.527031 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.287028 # DEPENDENCYPART_GRANDPAR
(8,10),(10,29),-1.73044 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-1.47247 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.80064 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.729324 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.900071 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-1.04904 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.970856 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.792269 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-1.07385 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),1.17682 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.129512 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.0283934 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.386217 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.528845 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.300895 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.24956 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.304271 # DEPENDENCYPART_GRANDPAR
(8,11),(11,22),-0.330633 # DEPENDENCYPART_GRANDPAR
(8,11),(11,23),-0.131427 # DEPENDENCYPART_GRANDPAR
(8,11),(11,25),-0.500981 # DEPENDENCYPART_GRANDPAR
(8,11),(11,26),-0.318325 # DEPENDENCYPART_GRANDPAR
(8,11),(11,29),-1.71295 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-0.656556 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.962912 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.882177 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.544162 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.0204445 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.0459656 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.671797 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.384598 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.71566 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.441697 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.228325 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.283037 # DEPENDENCYPART_GRANDPAR
(8,13),(13,29),-1.67717 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.175531 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),-1.47247 # DEPENDENCYPART_GRANDPAR
(8,15),(15,2),-0.80064 # DEPENDENCYPART_GRANDPAR
(8,15),(15,4),-0.900071 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-1.04904 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-0.970855 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-0.792269 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-1.05021 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),1.19453 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),0.153705 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),0.0224781 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.892804 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.0755371 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.275194 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.271253 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.223099 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.539904 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.27781 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.437113 # DEPENDENCYPART_GRANDPAR
(8,15),(15,22),-0.317312 # DEPENDENCYPART_GRANDPAR
(8,15),(15,23),-0.109302 # DEPENDENCYPART_GRANDPAR
(8,15),(15,24),-0.206813 # DEPENDENCYPART_GRANDPAR
(8,15),(15,25),-0.471338 # DEPENDENCYPART_GRANDPAR
(8,15),(15,26),-0.289323 # DEPENDENCYPART_GRANDPAR
(8,15),(15,28),-0.610348 # DEPENDENCYPART_GRANDPAR
(8,15),(15,29),-1.70414 # DEPENDENCYPART_GRANDPAR
(8,17),(17,2),-0.656558 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),-0.0580439 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),-0.155964 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.25359 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.542673 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.449654 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.235853 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.712337 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.290565 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.605907 # DEPENDENCYPART_GRANDPAR
(8,17),(17,22),-0.33587 # DEPENDENCYPART_GRANDPAR
(8,17),(17,23),-0.219577 # DEPENDENCYPART_GRANDPAR
(8,17),(17,24),-0.233373 # DEPENDENCYPART_GRANDPAR
(8,17),(17,25),-0.640098 # DEPENDENCYPART_GRANDPAR
(8,17),(17,26),-0.366772 # DEPENDENCYPART_GRANDPAR
(8,17),(17,27),-0.254852 # DEPENDENCYPART_GRANDPAR
(8,17),(17,28),-0.779107 # DEPENDENCYPART_GRANDPAR
(8,17),(17,29),-1.68532 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.454578 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.501214 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.306823 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.224695 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),-0.203763 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),-0.440789 # DEPENDENCYPART_GRANDPAR
(8,18),(18,23),0.0531842 # DEPENDENCYPART_GRANDPAR
(8,18),(18,24),-0.143852 # DEPENDENCYPART_GRANDPAR
(8,18),(18,26),-0.280972 # DEPENDENCYPART_GRANDPAR
(8,18),(18,27),-0.165331 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.294016 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),0.0921941 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.294531 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.296809 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.40561 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.621695 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.825576 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.601625 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-1.14168 # DEPENDENCYPART_GRANDPAR
(9,7),(7,27),-1.57632 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.774264 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.898683 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.902459 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-1.10697 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-1.00468 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),-0.756556 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),-0.806208 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-1.9655 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,11),-0.791989 # DEPENDENCYPART_GRANDPAR
(10,2),(2,13),-1.06238 # DEPENDENCYPART_GRANDPAR
(10,2),(2,14),-1.63368 # DEPENDENCYPART_GRANDPAR
(10,2),(2,15),-1.14909 # DEPENDENCYPART_GRANDPAR
(10,2),(2,17),-1.12656 # DEPENDENCYPART_GRANDPAR
(10,2),(2,18),-0.771396 # DEPENDENCYPART_GRANDPAR
(10,2),(2,20),-0.80276 # DEPENDENCYPART_GRANDPAR
(10,2),(2,29),-2.5106 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-1.12846 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-1.13796 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-1.30885 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-1.10939 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.792497 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-2.08482 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.911555 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-1.73234 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-1.26865 # DEPENDENCYPART_GRANDPAR
(10,7),(7,27),-1.17772 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.944929 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-2.0386 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-2.21724 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-1.71659 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-2.19935 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-2.11536 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-2.27152 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-1.57446 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-2.10334 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-1.82259 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.07759 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,13),-0.336715 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.648889 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.509252 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.382816 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.626835 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.658199 # DEPENDENCYPART_GRANDPAR
(10,11),(11,22),-0.766147 # DEPENDENCYPART_GRANDPAR
(10,11),(11,23),-0.456006 # DEPENDENCYPART_GRANDPAR
(10,11),(11,25),-0.927971 # DEPENDENCYPART_GRANDPAR
(10,11),(11,26),-0.56323 # DEPENDENCYPART_GRANDPAR
(10,11),(11,29),-1.64502 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-1.91602 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-1.86614 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-2.02767 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-1.11282 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.971914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.213911 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.246103 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.929218 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.431309 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.445354 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.503596 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.534959 # DEPENDENCYPART_GRANDPAR
(10,13),(13,29),-1.79514 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.400981 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-2.0386 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-2.21724 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-2.19935 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-2.11535 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-2.27151 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-1.57446 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-2.10334 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-1.82259 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-1.06576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),-0.0359328 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.468884 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.311844 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.466066 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.389275 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.640827 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.684876 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.67219 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.807391 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),-0.791715 # DEPENDENCYPART_GRANDPAR
(10,15),(15,23),-0.463876 # DEPENDENCYPART_GRANDPAR
