# _root_ En l' obra s' hi pot veure un cert paral·lelisme amb la vida de l' autor , s' hi veu reflectida la_seva sensibilitat , les_seves inquietuds i els_seus dubtes .
#goldHeads=7,3,1,7,7,7,0,10,8,7,10,13,11,13,16,14,7,20,20,7,20,23,20,23,26,23,23,29,23,7,
#predictedHeads=7,3,1,7,7,7,0,10,8,7,10,13,11,13,16,14,20,20,20,13,20,23,20,23,26,23,23,29,23,7,
(7,26),(26,29),-0.391115 # DEPENDENCYPART_GRANDPAR
(7,26),(26,30),-1.00378 # DEPENDENCYPART_GRANDPAR
(7,29),(29,24),-0.0393747 # DEPENDENCYPART_GRANDPAR
(7,29),(29,25),-0.877346 # DEPENDENCYPART_GRANDPAR
(7,29),(29,26),0.319068 # DEPENDENCYPART_GRANDPAR
(7,29),(29,27),0.293421 # DEPENDENCYPART_GRANDPAR
(7,29),(29,28),-1.43517 # DEPENDENCYPART_GRANDPAR
(8,9),(9,10),-0.8302 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.255024 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.383386 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-1.31403 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-1.05602 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-1.17668 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.00132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.0164905 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.288919 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-1.09044 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.311238 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-1.23531 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.465169 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.473837 # DEPENDENCYPART_GRANDPAR
(8,10),(10,21),-1.17565 # DEPENDENCYPART_GRANDPAR
(8,10),(10,23),-1.37139 # DEPENDENCYPART_GRANDPAR
(8,10),(10,24),-0.580255 # DEPENDENCYPART_GRANDPAR
(8,10),(10,26),-1.46459 # DEPENDENCYPART_GRANDPAR
(8,10),(10,27),-0.914554 # DEPENDENCYPART_GRANDPAR
(8,10),(10,29),-1.52124 # DEPENDENCYPART_GRANDPAR
(8,10),(10,30),-0.781134 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-1.17962 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.0398668 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.721125 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.720106 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-1.00711 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.430126 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-1.15741 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.56189 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.505417 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-1.41732 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-1.22139 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-1.33272 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-1.54868 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.29575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.323386 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-1.27223 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.346077 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-1.45329 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.584364 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.513191 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),-1.07136 # DEPENDENCYPART_GRANDPAR
(9,10),(10,23),-1.57969 # DEPENDENCYPART_GRANDPAR
(9,10),(10,24),-0.725259 # DEPENDENCYPART_GRANDPAR
(9,10),(10,26),-1.58019 # DEPENDENCYPART_GRANDPAR
(9,10),(10,27),-0.713193 # DEPENDENCYPART_GRANDPAR
(9,10),(10,29),-1.6195 # DEPENDENCYPART_GRANDPAR
(9,10),(10,30),-0.663086 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-1.49988 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.30745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.61197 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.886564 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-1.26057 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.506259 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-1.44706 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.659787 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.589968 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.617338 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-1.4675 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.732386 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.520444 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.320722 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.252306 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.479545 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),-0.177852 # DEPENDENCYPART_GRANDPAR
(10,1),(1,17),-0.861569 # DEPENDENCYPART_GRANDPAR
(10,1),(1,24),-1.29571 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.44612 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.52769 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.311939 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.760623 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.339258 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.314325 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),0.215268 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.0773649 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.467091 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.69775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.480749 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.801699 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.920448 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.878518 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-0.943328 # DEPENDENCYPART_GRANDPAR
(10,7),(7,20),-0.856938 # DEPENDENCYPART_GRANDPAR
(10,7),(7,21),-1.11354 # DEPENDENCYPART_GRANDPAR
(10,7),(7,23),-1.25301 # DEPENDENCYPART_GRANDPAR
(10,7),(7,24),-1.37747 # DEPENDENCYPART_GRANDPAR
(10,7),(7,26),-1.16852 # DEPENDENCYPART_GRANDPAR
(10,7),(7,27),-1.12448 # DEPENDENCYPART_GRANDPAR
(10,7),(7,29),-1.29083 # DEPENDENCYPART_GRANDPAR
(10,7),(7,30),-2.25008 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),1.18205 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.58315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.436969 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.57622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.427762 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.868426 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.587917 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.336614 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.647859 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.949465 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.326657 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.142768 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),0.235715 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.0259436 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.123573 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-1.43819 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.612425 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.360211 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.792606 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.414245 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.561393 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.0694416 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),0.0168112 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),0.0149407 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.433605 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.107902 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.292332 # DEPENDENCYPART_GRANDPAR
(10,13),(13,23),-0.37304 # DEPENDENCYPART_GRANDPAR
(10,13),(13,24),-0.4192 # DEPENDENCYPART_GRANDPAR
(10,13),(13,26),-0.285197 # DEPENDENCYPART_GRANDPAR
(10,13),(13,27),-0.297586 # DEPENDENCYPART_GRANDPAR
(10,13),(13,29),-0.406907 # DEPENDENCYPART_GRANDPAR
(10,13),(13,30),-1.377 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.565399 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),0.376326 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.0315758 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),0.0800771 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),-1.43819 # DEPENDENCYPART_GRANDPAR
(10,16),(16,11),0.435903 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.572258 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.475089 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),0.100246 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.41126 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.0967627 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.272711 # DEPENDENCYPART_GRANDPAR
(10,16),(16,23),-0.35805 # DEPENDENCYPART_GRANDPAR
(10,16),(16,24),-0.333894 # DEPENDENCYPART_GRANDPAR
(10,16),(16,26),-0.270207 # DEPENDENCYPART_GRANDPAR
(10,16),(16,27),-0.311449 # DEPENDENCYPART_GRANDPAR
(10,16),(16,29),-0.391916 # DEPENDENCYPART_GRANDPAR
(10,16),(16,30),-1.31708 # DEPENDENCYPART_GRANDPAR
(10,20),(20,1),-1.68735 # DEPENDENCYPART_GRANDPAR
(10,20),(20,3),-1.36802 # DEPENDENCYPART_GRANDPAR
(10,20),(20,5),-0.951156 # DEPENDENCYPART_GRANDPAR
(10,20),(20,6),-1.45486 # DEPENDENCYPART_GRANDPAR
(10,20),(20,7),-1.14027 # DEPENDENCYPART_GRANDPAR
(10,20),(20,10),-0.724323 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,20),(20,11),0.592744 # DEPENDENCYPART_GRANDPAR
(10,20),(20,12),-0.771372 # DEPENDENCYPART_GRANDPAR
(10,20),(20,13),0.162884 # DEPENDENCYPART_GRANDPAR
(10,20),(20,14),0.00236945 # DEPENDENCYPART_GRANDPAR
(10,20),(20,15),-0.709504 # DEPENDENCYPART_GRANDPAR
(10,20),(20,16),0.117235 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),0.170046 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),-0.438444 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.1467 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-0.170209 # DEPENDENCYPART_GRANDPAR
(10,20),(20,23),-0.225503 # DEPENDENCYPART_GRANDPAR
(10,20),(20,24),-0.377018 # DEPENDENCYPART_GRANDPAR
(10,20),(20,26),-0.129516 # DEPENDENCYPART_GRANDPAR
(10,20),(20,27),-0.285599 # DEPENDENCYPART_GRANDPAR
(10,20),(20,29),-0.247646 # DEPENDENCYPART_GRANDPAR
(10,20),(20,30),-1.38067 # DEPENDENCYPART_GRANDPAR
(10,21),(21,19),-0.305694 # DEPENDENCYPART_GRANDPAR
(10,21),(21,23),-0.280912 # DEPENDENCYPART_GRANDPAR
(10,21),(21,24),-0.47368 # DEPENDENCYPART_GRANDPAR
(10,21),(21,26),-0.190857 # DEPENDENCYPART_GRANDPAR
(10,21),(21,27),-0.230343 # DEPENDENCYPART_GRANDPAR
(10,21),(21,29),-0.31092 # DEPENDENCYPART_GRANDPAR
(10,23),(23,1),-1.43819 # DEPENDENCYPART_GRANDPAR
(10,23),(23,14),-0.0185925 # DEPENDENCYPART_GRANDPAR
(10,23),(23,19),-0.502666 # DEPENDENCYPART_GRANDPAR
(10,23),(23,20),0.0800971 # DEPENDENCYPART_GRANDPAR
(10,23),(23,21),-0.326593 # DEPENDENCYPART_GRANDPAR
(10,23),(23,22),-0.382283 # DEPENDENCYPART_GRANDPAR
(10,23),(23,24),-0.4044 # DEPENDENCYPART_GRANDPAR
(10,23),(23,25),0.0734016 # DEPENDENCYPART_GRANDPAR
(10,23),(23,26),-0.279967 # DEPENDENCYPART_GRANDPAR
(10,23),(23,27),-0.32351 # DEPENDENCYPART_GRANDPAR
(10,23),(23,29),-0.401677 # DEPENDENCYPART_GRANDPAR
(10,23),(23,30),-1.36719 # DEPENDENCYPART_GRANDPAR
(10,24),(24,23),-0.377341 # DEPENDENCYPART_GRANDPAR
(10,26),(26,21),-0.325199 # DEPENDENCYPART_GRANDPAR
(10,26),(26,22),-0.382496 # DEPENDENCYPART_GRANDPAR
(10,26),(26,23),-0.344503 # DEPENDENCYPART_GRANDPAR
(10,26),(26,24),-0.25223 # DEPENDENCYPART_GRANDPAR
(10,26),(26,25),0.315006 # DEPENDENCYPART_GRANDPAR
(10,26),(26,27),-0.317355 # DEPENDENCYPART_GRANDPAR
(10,26),(26,28),0.649823 # DEPENDENCYPART_GRANDPAR
(10,26),(26,29),-0.399442 # DEPENDENCYPART_GRANDPAR
(10,26),(26,30),-1.36439 # DEPENDENCYPART_GRANDPAR
(10,29),(29,24),-0.256009 # DEPENDENCYPART_GRANDPAR
(10,29),(29,25),0.314892 # DEPENDENCYPART_GRANDPAR
(10,29),(29,26),-0.260875 # DEPENDENCYPART_GRANDPAR
(10,29),(29,27),-0.28832 # DEPENDENCYPART_GRANDPAR
(10,29),(29,28),0.958688 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.0994508 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.00705303 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.59257 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,10),-0.0651264 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.58586 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,14),-0.83136 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.0813861 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.307437 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.110445 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.175319 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.152339 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.51045 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,13),-0.288331 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.72124 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.330343 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-1.1249 # DEPENDENCYPART_GRANDPAR
(11,10),(10,20),-0.867533 # DEPENDENCYPART_GRANDPAR
(11,10),(10,21),-1.13261 # DEPENDENCYPART_GRANDPAR
(11,10),(10,23),-0.684217 # DEPENDENCYPART_GRANDPAR
(11,10),(10,24),-1.01638 # DEPENDENCYPART_GRANDPAR
(11,10),(10,26),-0.693867 # DEPENDENCYPART_GRANDPAR
(11,10),(10,27),-0.834919 # DEPENDENCYPART_GRANDPAR
(11,10),(10,29),-0.516201 # DEPENDENCYPART_GRANDPAR
(11,10),(10,30),-1.84987 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-1.01739 # DEPENDENCYPART_GRANDPAR
(11,12),(12,13),0.339968 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.210692 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.257029 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.856687 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-1.25631 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-1.23982 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-1.05663 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.796117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),1.14931 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.222473 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),0.470485 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.155243 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),0.0105758 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),0.166584 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.181022 # DEPENDENCYPART_GRANDPAR
(11,13),(13,23),0.11382 # DEPENDENCYPART_GRANDPAR
(11,13),(13,24),-0.0467193 # DEPENDENCYPART_GRANDPAR
(11,13),(13,26),0.0958442 # DEPENDENCYPART_GRANDPAR
(11,13),(13,27),0.244553 # DEPENDENCYPART_GRANDPAR
(11,13),(13,29),0.28682 # DEPENDENCYPART_GRANDPAR
(11,13),(13,30),-0.955423 # DEPENDENCYPART_GRANDPAR
(11,14),(14,12),1.53901 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),0.468239 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.393505 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.0447727 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-0.856687 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.775897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),1.13671 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.00996898 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.102839 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),0.0253915 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),0.168037 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.176757 # DEPENDENCYPART_GRANDPAR
(11,16),(16,23),0.118364 # DEPENDENCYPART_GRANDPAR
(11,16),(16,24),0.00568424 # DEPENDENCYPART_GRANDPAR
(11,16),(16,26),0.100389 # DEPENDENCYPART_GRANDPAR
(11,16),(16,27),0.206987 # DEPENDENCYPART_GRANDPAR
(11,16),(16,29),0.291364 # DEPENDENCYPART_GRANDPAR
(11,16),(16,30),-0.916203 # DEPENDENCYPART_GRANDPAR
(11,20),(20,1),-0.99027 # DEPENDENCYPART_GRANDPAR
(11,20),(20,3),-1.19373 # DEPENDENCYPART_GRANDPAR
(11,20),(20,5),-1.12694 # DEPENDENCYPART_GRANDPAR
(11,20),(20,6),-1.10415 # DEPENDENCYPART_GRANDPAR
(11,20),(20,7),-1.23082 # DEPENDENCYPART_GRANDPAR
(11,20),(20,10),-1.09226 # DEPENDENCYPART_GRANDPAR
(11,20),(20,11),-0.795782 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,20),(20,12),1.10039 # DEPENDENCYPART_GRANDPAR
(11,20),(20,13),0.579621 # DEPENDENCYPART_GRANDPAR
(11,20),(20,14),-0.0447874 # DEPENDENCYPART_GRANDPAR
(11,20),(20,15),-0.189149 # DEPENDENCYPART_GRANDPAR
(11,20),(20,16),0.560933 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),0.00750479 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),-0.0498128 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),0.246517 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.325278 # DEPENDENCYPART_GRANDPAR
(11,20),(20,23),0.0820042 # DEPENDENCYPART_GRANDPAR
(11,20),(20,24),-0.152273 # DEPENDENCYPART_GRANDPAR
(11,20),(20,26),0.0698894 # DEPENDENCYPART_GRANDPAR
(11,20),(20,27),-0.0993736 # DEPENDENCYPART_GRANDPAR
(11,20),(20,29),0.268217 # DEPENDENCYPART_GRANDPAR
(11,20),(20,30),-1.07294 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.763673 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.527118 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.695924 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-1.13036 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-1.03371 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.50066 # DEPENDENCYPART_GRANDPAR
(12,10),(10,13),-1.37951 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.907489 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-2.04707 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-1.42319 # DEPENDENCYPART_GRANDPAR
(12,10),(10,20),-1.22606 # DEPENDENCYPART_GRANDPAR
(12,10),(10,21),-1.45657 # DEPENDENCYPART_GRANDPAR
(12,10),(10,23),-2.16411 # DEPENDENCYPART_GRANDPAR
(12,10),(10,24),-1.51734 # DEPENDENCYPART_GRANDPAR
(12,10),(10,26),-2.23956 # DEPENDENCYPART_GRANDPAR
(12,10),(10,27),-1.47358 # DEPENDENCYPART_GRANDPAR
(12,10),(10,29),-2.28132 # DEPENDENCYPART_GRANDPAR
(12,10),(10,30),-1.47388 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-1.36316 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-1.88241 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-1.83147 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-1.50308 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-1.2106 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.28027 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.160362 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-1.34228 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.641631 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.597871 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.464484 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),-0.67373 # DEPENDENCYPART_GRANDPAR
(12,13),(13,23),-1.45988 # DEPENDENCYPART_GRANDPAR
(12,13),(13,24),-0.735786 # DEPENDENCYPART_GRANDPAR
(12,13),(13,26),-1.53749 # DEPENDENCYPART_GRANDPAR
(12,13),(13,27),-0.677708 # DEPENDENCYPART_GRANDPAR
(12,13),(13,29),-1.57856 # DEPENDENCYPART_GRANDPAR
(12,13),(13,30),-0.658555 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-1.2183 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,16),-1.42541 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.834402 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.528623 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.197286 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.546858 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.224586 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),-0.412038 # DEPENDENCYPART_GRANDPAR
(13,1),(1,7),-0.230674 # DEPENDENCYPART_GRANDPAR
(13,1),(1,17),-0.795591 # DEPENDENCYPART_GRANDPAR
(13,1),(1,24),-1.16215 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),0.481433 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),0.757113 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),0.61661 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),0.543208 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),0.468148 # DEPENDENCYPART_GRANDPAR
(13,9),(9,14),-0.459732 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.650862 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),0.148595 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.446183 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.570346 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.38203 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.0891283 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.60382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.22183 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.788753 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.769568 # DEPENDENCYPART_GRANDPAR
(13,10),(10,20),-0.609071 # DEPENDENCYPART_GRANDPAR
(13,10),(10,21),-0.889039 # DEPENDENCYPART_GRANDPAR
(13,10),(10,23),-1.18197 # DEPENDENCYPART_GRANDPAR
(13,10),(10,24),-1.13612 # DEPENDENCYPART_GRANDPAR
(13,10),(10,26),-1.13527 # DEPENDENCYPART_GRANDPAR
(13,10),(10,27),-0.954453 # DEPENDENCYPART_GRANDPAR
(13,10),(10,29),-1.19884 # DEPENDENCYPART_GRANDPAR
(13,10),(10,30),-1.89571 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.603564 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.471508 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.179854 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.238628 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.674 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.42677 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.85893 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.786774 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-0.638074 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.0488179 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.63632 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.485515 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-1.54205 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.588254 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.234826 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.0231701 # DEPENDENCYPART_GRANDPAR
