# _root_ La resolució , en_atenció_a aquestes falsedats i mala fe , imposa les costes del procediment als defensors per ' temeritat ' .
#goldHeads=2,11,4,11,6,4,6,9,6,4,0,13,11,13,14,11,16,11,20,18,20,11,
#predictedHeads=2,11,4,2,6,4,2,9,2,4,0,13,11,13,14,15,16,11,20,18,20,11,
(11,20),(20,4),-0.311568 # DEPENDENCYPART_GRANDPAR
(11,20),(20,7),-1.06003 # DEPENDENCYPART_GRANDPAR
(11,20),(20,8),-0.594132 # DEPENDENCYPART_GRANDPAR
(11,20),(20,9),-0.625766 # DEPENDENCYPART_GRANDPAR
(11,20),(20,10),-0.683407 # DEPENDENCYPART_GRANDPAR
(11,20),(20,13),0.842201 # DEPENDENCYPART_GRANDPAR
(11,20),(20,14),0.402887 # DEPENDENCYPART_GRANDPAR
(11,20),(20,16),0.33871 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),0.254915 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),0.246877 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),0.0239808 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),0.10362 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),-0.792519 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-1.34182 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-1.41157 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-1.05319 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-1.39372 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-1.4398 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-1.33495 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-1.27674 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.49719 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.558513 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-1.11271 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.833525 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-1.28244 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.454043 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.564081 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-1.09552 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),-0.568952 # DEPENDENCYPART_GRANDPAR
(12,13),(13,22),-0.591651 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-1.38298 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-1.2532 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-1.51111 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,15),-1.108 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.863408 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-1.27895 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.607906 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),-0.656141 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.662513 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.362599 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.225452 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),-0.672519 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),-0.472866 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),-0.0667048 # DEPENDENCYPART_GRANDPAR
(13,2),(2,9),-0.358035 # DEPENDENCYPART_GRANDPAR
(13,2),(2,10),-0.104802 # DEPENDENCYPART_GRANDPAR
(13,2),(2,11),-0.387371 # DEPENDENCYPART_GRANDPAR
(13,2),(2,13),-1.47551 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,2),(2,14),-0.409909 # DEPENDENCYPART_GRANDPAR
(13,2),(2,16),-0.651554 # DEPENDENCYPART_GRANDPAR
(13,2),(2,18),-0.611478 # DEPENDENCYPART_GRANDPAR
(13,2),(2,19),-1.11781 # DEPENDENCYPART_GRANDPAR
(13,2),(2,20),-0.746531 # DEPENDENCYPART_GRANDPAR
(13,2),(2,21),-1.06203 # DEPENDENCYPART_GRANDPAR
(13,2),(2,22),-1.6249 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.488555 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.83018 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.38798 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.684302 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.523649 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.434834 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.145052 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),-0.211222 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),-0.255526 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),-0.383853 # DEPENDENCYPART_GRANDPAR
(13,4),(4,14),-0.55446 # DEPENDENCYPART_GRANDPAR
(13,4),(4,16),-0.784396 # DEPENDENCYPART_GRANDPAR
(13,4),(4,19),-1.11115 # DEPENDENCYPART_GRANDPAR
(13,4),(4,21),-1.05537 # DEPENDENCYPART_GRANDPAR
(13,4),(4,22),-1.63466 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.574256 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.241726 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.590633 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.407261 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.262162 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.117133 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.3027 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.478118 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.511979 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.338059 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.390698 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.686013 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.50613 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.0452399 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.108397 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.389567 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.47551 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.403864 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.64551 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-0.605434 # DEPENDENCYPART_GRANDPAR
(13,9),(9,19),-1.11782 # DEPENDENCYPART_GRANDPAR
(13,9),(9,20),-0.746535 # DEPENDENCYPART_GRANDPAR
(13,9),(9,21),-1.06204 # DEPENDENCYPART_GRANDPAR
(13,9),(9,22),-1.6249 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.381126 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.5023 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.609202 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-1.24281 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-1.13559 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.832006 # DEPENDENCYPART_GRANDPAR
(13,14),(14,15),0.393333 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.066809 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.261462 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.0947633 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.232216 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-0.901441 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-1.12126 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-1.12137 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.864931 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.0789465 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.0546948 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),0.020149 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.217953 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.00179615 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.162172 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-0.834004 # DEPENDENCYPART_GRANDPAR
(13,16),(16,14),0.205603 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.00594629 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.155858 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.378747 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),0.046149 # DEPENDENCYPART_GRANDPAR
(13,17),(17,2),-1.23113 # DEPENDENCYPART_GRANDPAR
(13,17),(17,4),-0.90144 # DEPENDENCYPART_GRANDPAR
(13,17),(17,7),-1.22161 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.864931 # DEPENDENCYPART_GRANDPAR
(13,17),(17,14),0.196802 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),0.00916218 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.217229 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),0.00371042 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.161449 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.833281 # DEPENDENCYPART_GRANDPAR
(13,18),(18,4),-1.03017 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),0.000797607 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),0.136448 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.319299 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.00228913 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.263519 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),-0.918667 # DEPENDENCYPART_GRANDPAR
(13,20),(20,2),-1.23113 # DEPENDENCYPART_GRANDPAR
(13,20),(20,3),-1.37917 # DEPENDENCYPART_GRANDPAR
(13,20),(20,4),-0.90144 # DEPENDENCYPART_GRANDPAR
(13,20),(20,7),-1.22161 # DEPENDENCYPART_GRANDPAR
(13,20),(20,8),-0.779507 # DEPENDENCYPART_GRANDPAR
(13,20),(20,9),-1.12126 # DEPENDENCYPART_GRANDPAR
(13,20),(20,10),-1.12137 # DEPENDENCYPART_GRANDPAR
(13,20),(20,13),-0.710315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,20),(20,14),0.196986 # DEPENDENCYPART_GRANDPAR
(13,20),(20,16),-0.00129512 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),-0.0334858 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),0.0247521 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.182439 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.160189 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),-0.832021 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.507474 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.20803 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.53985 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,4),-0.876355 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-1.33791 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-1.00898 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-1.20581 # DEPENDENCYPART_GRANDPAR
(14,15),(15,16),0.100918 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.179948 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.203988 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),0.0578223 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.0775508 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.350471 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.697177 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.721289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,17),-0.193462 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.49048 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.0318897 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.091872 # DEPENDENCYPART_GRANDPAR
(14,17),(17,2),-1.0814 # DEPENDENCYPART_GRANDPAR
(14,17),(17,4),-0.876353 # DEPENDENCYPART_GRANDPAR
(14,17),(17,7),-1.03003 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-1.20581 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.790788 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,18),-0.227514 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),0.0552138 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.0752177 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.35308 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.699785 # DEPENDENCYPART_GRANDPAR
(14,18),(18,4),-0.903617 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.167085 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.0468131 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.0337952 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.177632 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.442089 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.784253 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),-0.962688 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.367073 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.571295 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),0.0321447 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),-0.146548 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),-0.0469888 # DEPENDENCYPART_GRANDPAR
(15,4),(4,9),-0.308107 # DEPENDENCYPART_GRANDPAR
(15,4),(4,10),-0.159592 # DEPENDENCYPART_GRANDPAR
(15,4),(4,11),-0.390841 # DEPENDENCYPART_GRANDPAR
(15,4),(4,14),0.41809 # DEPENDENCYPART_GRANDPAR
(15,4),(4,16),-0.602566 # DEPENDENCYPART_GRANDPAR
(15,4),(4,19),-1.26362 # DEPENDENCYPART_GRANDPAR
(15,4),(4,21),-1.03758 # DEPENDENCYPART_GRANDPAR
(15,4),(4,22),-1.60492 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),-0.474311 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-0.4094 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.825396 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.602396 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.127362 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.223102 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),0.0490661 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.0233637 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.400241 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),0.575125 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),0.399605 # DEPENDENCYPART_GRANDPAR
(15,9),(9,16),-0.46368 # DEPENDENCYPART_GRANDPAR
(15,9),(9,18),-0.748104 # DEPENDENCYPART_GRANDPAR
(15,9),(9,19),-1.27029 # DEPENDENCYPART_GRANDPAR
(15,9),(9,20),-0.994788 # DEPENDENCYPART_GRANDPAR
(15,9),(9,21),-1.04425 # DEPENDENCYPART_GRANDPAR
(15,9),(9,22),-1.59516 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.471394 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),1.08243 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.87845 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.347847 # DEPENDENCYPART_GRANDPAR
(15,16),(16,17),0.07255 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.293399 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.524555 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.18215 # DEPENDENCYPART_GRANDPAR
(15,17),(17,2),-1.23018 # DEPENDENCYPART_GRANDPAR
(15,17),(17,4),-1.38376 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),-0.933326 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-1.3237 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.203273 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.138881 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.373465 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.241688 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.147422 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.807305 # DEPENDENCYPART_GRANDPAR
(15,18),(18,4),-1.51249 # DEPENDENCYPART_GRANDPAR
(15,18),(18,16),0.182523 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.194986 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.460314 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.220999 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.234271 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.87747 # DEPENDENCYPART_GRANDPAR
(15,20),(20,2),-1.23018 # DEPENDENCYPART_GRANDPAR
(15,20),(20,3),-1.27282 # DEPENDENCYPART_GRANDPAR
(15,20),(20,4),-1.38376 # DEPENDENCYPART_GRANDPAR
(15,20),(20,7),-0.933326 # DEPENDENCYPART_GRANDPAR
(15,20),(20,8),-0.681443 # DEPENDENCYPART_GRANDPAR
(15,20),(20,9),-1.21815 # DEPENDENCYPART_GRANDPAR
(15,20),(20,10),-1.01762 # DEPENDENCYPART_GRANDPAR
(15,20),(20,13),-0.186164 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-0.203273 # DEPENDENCYPART_GRANDPAR
(15,20),(20,16),0.176745 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),0.0213666 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.121707 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.34611 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.146162 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.806045 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.410476 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.452629 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.50148 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.283666 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.42121 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.400274 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-1.02479 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-1.28878 # DEPENDENCYPART_GRANDPAR
(16,17),(17,2),-1.37835 # DEPENDENCYPART_GRANDPAR
(16,17),(17,4),-1.04672 # DEPENDENCYPART_GRANDPAR
(16,17),(17,7),-1.18858 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-1.29082 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.847038 # DEPENDENCYPART_GRANDPAR
(16,17),(17,18),-0.233788 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.166223 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),0.00836286 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.405711 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),-0.723298 # DEPENDENCYPART_GRANDPAR
(16,18),(18,4),-1.07758 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.6223 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.695331 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.0718798 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),0.0377562 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.500055 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.808987 # DEPENDENCYPART_GRANDPAR
(16,20),(20,2),-1.37835 # DEPENDENCYPART_GRANDPAR
(16,20),(20,3),-1.25421 # DEPENDENCYPART_GRANDPAR
(16,20),(20,4),-1.04672 # DEPENDENCYPART_GRANDPAR
(16,20),(20,7),-1.18858 # DEPENDENCYPART_GRANDPAR
(16,20),(20,8),-1.13631 # DEPENDENCYPART_GRANDPAR
(16,20),(20,9),-1.48889 # DEPENDENCYPART_GRANDPAR
(16,20),(20,10),-1.24742 # DEPENDENCYPART_GRANDPAR
(16,20),(20,13),-1.564 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-0.847038 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.66116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),0.624043 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.249388 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.255478 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.405234 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.722821 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),-0.794398 # DEPENDENCYPART_GRANDPAR
(17,2),(2,3),-0.512792 # DEPENDENCYPART_GRANDPAR
(17,2),(2,4),-0.618809 # DEPENDENCYPART_GRANDPAR
(17,2),(2,6),-0.585194 # DEPENDENCYPART_GRANDPAR
(17,2),(2,7),-0.392983 # DEPENDENCYPART_GRANDPAR
(17,2),(2,8),-0.0915052 # DEPENDENCYPART_GRANDPAR
(17,2),(2,9),-0.487662 # DEPENDENCYPART_GRANDPAR
(17,2),(2,10),-0.392512 # DEPENDENCYPART_GRANDPAR
(17,2),(2,11),-0.542318 # DEPENDENCYPART_GRANDPAR
(17,2),(2,13),-0.153691 # DEPENDENCYPART_GRANDPAR
(17,2),(2,14),0.379598 # DEPENDENCYPART_GRANDPAR
(17,2),(2,16),0.303504 # DEPENDENCYPART_GRANDPAR
(17,2),(2,18),-0.497561 # DEPENDENCYPART_GRANDPAR
(17,2),(2,19),-1.18035 # DEPENDENCYPART_GRANDPAR
(17,2),(2,20),-0.709193 # DEPENDENCYPART_GRANDPAR
(17,2),(2,21),-0.885684 # DEPENDENCYPART_GRANDPAR
(17,2),(2,22),-1.32817 # DEPENDENCYPART_GRANDPAR
(17,4),(4,1),-0.959792 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),-0.379006 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),-0.831927 # DEPENDENCYPART_GRANDPAR
(17,4),(4,6),-0.436327 # DEPENDENCYPART_GRANDPAR
(17,4),(4,7),-0.354954 # DEPENDENCYPART_GRANDPAR
(17,4),(4,8),-0.169855 # DEPENDENCYPART_GRANDPAR
(17,4),(4,9),-0.340853 # DEPENDENCYPART_GRANDPAR
(17,4),(4,10),-0.54324 # DEPENDENCYPART_GRANDPAR
(17,4),(4,11),-0.538802 # DEPENDENCYPART_GRANDPAR
(17,4),(4,14),0.403743 # DEPENDENCYPART_GRANDPAR
(17,4),(4,16),0.305609 # DEPENDENCYPART_GRANDPAR
(17,4),(4,19),-1.17368 # DEPENDENCYPART_GRANDPAR
(17,4),(4,21),-0.879017 # DEPENDENCYPART_GRANDPAR
(17,4),(4,22),-1.33793 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),0.351183 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),0.864102 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.334222 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.700672 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.694369 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),0.748155 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.347019 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.52334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.626506 # DEPENDENCYPART_GRANDPAR
(17,14),(14,21),-0.87966 # DEPENDENCYPART_GRANDPAR
(17,18),(18,4),-1.42351 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.46468 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.522315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.379647 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),0.0408764 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.0849819 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.619754 # DEPENDENCYPART_GRANDPAR
(17,20),(20,2),-1.22798 # DEPENDENCYPART_GRANDPAR
(17,20),(20,3),-1.52889 # DEPENDENCYPART_GRANDPAR
(17,20),(20,4),-1.29478 # DEPENDENCYPART_GRANDPAR
(17,20),(20,7),-1.14173 # DEPENDENCYPART_GRANDPAR
(17,20),(20,8),-0.804303 # DEPENDENCYPART_GRANDPAR
(17,20),(20,9),-1.25083 # DEPENDENCYPART_GRANDPAR
(17,20),(20,10),-1.40861 # DEPENDENCYPART_GRANDPAR
(17,20),(20,13),-0.917355 # DEPENDENCYPART_GRANDPAR
(17,20),(20,14),-0.217719 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.336632 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.692245 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),0.138657 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),-0.245206 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),0.0160754 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.53538 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),-0.748598 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),-0.38573 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),-0.481085 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),-0.230236 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),-0.33112 # DEPENDENCYPART_GRANDPAR
(18,4),(4,8),-0.437085 # DEPENDENCYPART_GRANDPAR
(18,4),(4,9),-0.247207 # DEPENDENCYPART_GRANDPAR
(18,4),(4,10),-0.501499 # DEPENDENCYPART_GRANDPAR
(18,4),(4,11),-0.271803 # DEPENDENCYPART_GRANDPAR
(18,4),(4,14),-0.0457417 # DEPENDENCYPART_GRANDPAR
(18,4),(4,16),-0.0433291 # DEPENDENCYPART_GRANDPAR
(18,4),(4,19),0.0334154 # DEPENDENCYPART_GRANDPAR
(18,4),(4,21),-0.749048 # DEPENDENCYPART_GRANDPAR
(18,4),(4,22),-1.18705 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.184725 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.290841 # DEPENDENCYPART_GRANDPAR
