# _root_ He de reconèixer que és difícil , amb un nacionalisme espanyol tan excloent com el que està fent el PP , mantenir aquesta política de pactes perquè de_vegades fan trontollar .
#goldHeads=3,3,0,5,3,5,8,5,10,8,10,13,10,18,18,18,18,13,20,18,8,5,24,22,24,25,29,29,5,29,3,
#predictedHeads=3,3,0,5,3,5,8,5,10,8,10,13,10,18,18,18,18,13,20,18,18,18,24,22,24,25,30,30,30,22,3,
(22,6),(22,29),0.00068608 # DEPENDENCYPART_SIBL
(22,6),(22,30),0.00633403 # DEPENDENCYPART_SIBL
(22,6),(22,31),-0.0331784 # DEPENDENCYPART_SIBL
(22,8),(22,10),-0.0167495 # DEPENDENCYPART_SIBL
(22,8),(22,11),-0.0526382 # DEPENDENCYPART_SIBL
(22,8),(22,12),-0.0709456 # DEPENDENCYPART_SIBL
(22,8),(22,13),-0.0497071 # DEPENDENCYPART_SIBL
(22,8),(22,14),-0.0207723 # DEPENDENCYPART_SIBL
(22,8),(22,15),-0.17433 # DEPENDENCYPART_SIBL
(22,8),(22,16),-0.424085 # DEPENDENCYPART_SIBL
(22,8),(22,17),0.00528912 # DEPENDENCYPART_SIBL
(22,8),(22,18),-0.00303612 # DEPENDENCYPART_SIBL
(22,8),(22,19),-0.17433 # DEPENDENCYPART_SIBL
(22,8),(22,20),-0.0437151 # DEPENDENCYPART_SIBL
(22,8),(22,21),-0.312612 # DEPENDENCYPART_SIBL
(22,8),(22,24),-0.00860541 # DEPENDENCYPART_SIBL
(22,8),(22,25),-0.0426085 # DEPENDENCYPART_SIBL
(22,8),(22,26),0.0125218 # DEPENDENCYPART_SIBL
(22,8),(22,27),-0.0617915 # DEPENDENCYPART_SIBL
(22,8),(22,28),-0.0177046 # DEPENDENCYPART_SIBL
(22,8),(22,29),0.0301203 # DEPENDENCYPART_SIBL
(22,8),(22,30),0.0250164 # DEPENDENCYPART_SIBL
(22,8),(22,31),-0.040217 # DEPENDENCYPART_SIBL
(22,10),(22,11),-0.158888 # DEPENDENCYPART_SIBL
(22,10),(22,12),-0.0202071 # DEPENDENCYPART_SIBL
(22,10),(22,13),-0.155246 # DEPENDENCYPART_SIBL
(22,10),(22,14),-0.0552702 # DEPENDENCYPART_SIBL
(22,10),(22,15),-0.155486 # DEPENDENCYPART_SIBL
(22,10),(22,16),-0.675041 # DEPENDENCYPART_SIBL
(22,10),(22,17),0.0999636 # DEPENDENCYPART_SIBL
(22,10),(22,18),0.0190564 # DEPENDENCYPART_SIBL
(22,10),(22,19),-0.155486 # DEPENDENCYPART_SIBL
(22,10),(22,20),-0.734675 # DEPENDENCYPART_SIBL
(22,10),(22,21),-0.48288 # DEPENDENCYPART_SIBL
(22,10),(22,24),-0.047899 # DEPENDENCYPART_SIBL
(22,10),(22,25),0.0210751 # DEPENDENCYPART_SIBL
(22,10),(22,26),-0.0337617 # DEPENDENCYPART_SIBL
(22,10),(22,27),-0.00866062 # DEPENDENCYPART_SIBL
(22,10),(22,28),-0.00125804 # DEPENDENCYPART_SIBL
(22,10),(22,29),0.0242935 # DEPENDENCYPART_SIBL
(22,10),(22,30),0.0384978 # DEPENDENCYPART_SIBL
(22,10),(22,31),0.0196827 # DEPENDENCYPART_SIBL
(22,11),(22,12),0.0213804 # DEPENDENCYPART_SIBL
(22,11),(22,13),-0.0185861 # DEPENDENCYPART_SIBL
(22,11),(22,14),-0.00493772 # DEPENDENCYPART_SIBL
(22,11),(22,15),-0.197501 # DEPENDENCYPART_SIBL
(22,11),(22,16),-0.253372 # DEPENDENCYPART_SIBL
(22,11),(22,17),0.0125526 # DEPENDENCYPART_SIBL
(22,11),(22,18),-0.0137553 # DEPENDENCYPART_SIBL
(22,11),(22,19),-0.197501 # DEPENDENCYPART_SIBL
(22,11),(22,20),-0.0487175 # DEPENDENCYPART_SIBL
(22,11),(22,21),-0.197874 # DEPENDENCYPART_SIBL
(22,11),(22,24),-0.0589039 # DEPENDENCYPART_SIBL
(22,11),(22,25),-0.0826353 # DEPENDENCYPART_SIBL
(22,11),(22,26),-0.0508936 # DEPENDENCYPART_SIBL
(22,11),(22,27),-0.0569848 # DEPENDENCYPART_SIBL
(22,11),(22,28),-0.0452425 # DEPENDENCYPART_SIBL
(22,11),(22,29),-0.000864059 # DEPENDENCYPART_SIBL
(22,11),(22,30),0.00478389 # DEPENDENCYPART_SIBL
(22,11),(22,31),-0.038688 # DEPENDENCYPART_SIBL
(22,12),(22,13),-0.0209156 # DEPENDENCYPART_SIBL
(22,12),(22,14),-0.0134003 # DEPENDENCYPART_SIBL
(22,12),(22,15),-0.0225016 # DEPENDENCYPART_SIBL
(22,12),(22,16),-0.263167 # DEPENDENCYPART_SIBL
(22,12),(22,17),0.0573555 # DEPENDENCYPART_SIBL
(22,12),(22,18),0.0607078 # DEPENDENCYPART_SIBL
(22,12),(22,19),-0.0225016 # DEPENDENCYPART_SIBL
(22,12),(22,20),-0.011963 # DEPENDENCYPART_SIBL
(22,12),(22,21),-0.294474 # DEPENDENCYPART_SIBL
(22,12),(22,24),0.0065995 # DEPENDENCYPART_SIBL
(22,12),(22,25),0.00356874 # DEPENDENCYPART_SIBL
(22,12),(22,26),0.0278816 # DEPENDENCYPART_SIBL
(22,12),(22,27),0.0304462 # DEPENDENCYPART_SIBL
(22,12),(22,28),-0.0273592 # DEPENDENCYPART_SIBL
(22,12),(22,29),0.0936903 # DEPENDENCYPART_SIBL
(22,12),(22,30),0.0893777 # DEPENDENCYPART_SIBL
(22,12),(22,31),0.00352123 # DEPENDENCYPART_SIBL
(22,13),(22,14),-0.00367257 # DEPENDENCYPART_SIBL
(22,13),(22,15),-0.196479 # DEPENDENCYPART_SIBL
(22,13),(22,16),-0.252769 # DEPENDENCYPART_SIBL
(22,13),(22,17),0.0138733 # DEPENDENCYPART_SIBL
(22,13),(22,18),-0.0124346 # DEPENDENCYPART_SIBL
(22,13),(22,19),-0.196479 # DEPENDENCYPART_SIBL
(22,13),(22,20),-0.0481172 # DEPENDENCYPART_SIBL
(22,13),(22,21),-0.197196 # DEPENDENCYPART_SIBL
(22,13),(22,24),-0.0485375 # DEPENDENCYPART_SIBL
(22,13),(22,25),-0.0642236 # DEPENDENCYPART_SIBL
(22,13),(22,26),-0.0405272 # DEPENDENCYPART_SIBL
(22,13),(22,27),-0.0482167 # DEPENDENCYPART_SIBL
(22,13),(22,28),-0.0357742 # DEPENDENCYPART_SIBL
(22,13),(22,29),0.00767565 # DEPENDENCYPART_SIBL
(22,13),(22,30),0.0133236 # DEPENDENCYPART_SIBL
(22,13),(22,31),-0.024451 # DEPENDENCYPART_SIBL
(22,14),(22,15),-0.276101 # DEPENDENCYPART_SIBL
(22,14),(22,16),-0.468859 # DEPENDENCYPART_SIBL
(22,14),(22,17),0.06731 # DEPENDENCYPART_SIBL
(22,14),(22,18),0.0446427 # DEPENDENCYPART_SIBL
(22,14),(22,19),-0.276101 # DEPENDENCYPART_SIBL
(22,14),(22,20),-0.0494801 # DEPENDENCYPART_SIBL
(22,14),(22,21),-0.461414 # DEPENDENCYPART_SIBL
(22,14),(22,24),0.0215899 # DEPENDENCYPART_SIBL
(22,14),(22,25),-0.0141549 # DEPENDENCYPART_SIBL
(22,14),(22,26),0.0461475 # DEPENDENCYPART_SIBL
(22,14),(22,27),-0.0114305 # DEPENDENCYPART_SIBL
(22,14),(22,28),0.0352288 # DEPENDENCYPART_SIBL
(22,14),(22,29),0.0132534 # DEPENDENCYPART_SIBL
(22,14),(22,30),0.0162663 # DEPENDENCYPART_SIBL
(22,14),(22,31),-0.15521 # DEPENDENCYPART_SIBL
(22,15),(22,16),0.677109 # DEPENDENCYPART_SIBL
(22,15),(22,17),0.0837345 # DEPENDENCYPART_SIBL
(22,15),(22,18),0.0427073 # DEPENDENCYPART_SIBL
(22,15),(22,19),-0.375131 # DEPENDENCYPART_SIBL
(22,15),(22,20),-0.026529 # DEPENDENCYPART_SIBL
(22,15),(22,21),-0.0861399 # DEPENDENCYPART_SIBL
(22,15),(22,24),-0.029085 # DEPENDENCYPART_SIBL
(22,15),(22,25),0.128111 # DEPENDENCYPART_SIBL
(22,15),(22,26),0.00584594 # DEPENDENCYPART_SIBL
(22,15),(22,27),-0.134991 # DEPENDENCYPART_SIBL
(22,15),(22,28),-0.0982714 # DEPENDENCYPART_SIBL
(22,15),(22,29),-0.0295788 # DEPENDENCYPART_SIBL
(22,15),(22,30),-0.0192893 # DEPENDENCYPART_SIBL
(22,15),(22,31),-0.118407 # DEPENDENCYPART_SIBL
(22,16),(22,17),0.402713 # DEPENDENCYPART_SIBL
(22,16),(22,18),0.176408 # DEPENDENCYPART_SIBL
(22,16),(22,19),-0.0598264 # DEPENDENCYPART_SIBL
(22,16),(22,20),-0.0365532 # DEPENDENCYPART_SIBL
(22,16),(22,21),-0.53854 # DEPENDENCYPART_SIBL
(22,16),(22,24),-0.0992493 # DEPENDENCYPART_SIBL
(22,16),(22,25),-0.0268583 # DEPENDENCYPART_SIBL
(22,16),(22,26),-0.0514997 # DEPENDENCYPART_SIBL
(22,16),(22,27),-0.0685109 # DEPENDENCYPART_SIBL
(22,16),(22,28),-0.0352401 # DEPENDENCYPART_SIBL
(22,16),(22,29),0.000273851 # DEPENDENCYPART_SIBL
(22,16),(22,30),0.000215221 # DEPENDENCYPART_SIBL
(22,16),(22,31),-0.527059 # DEPENDENCYPART_SIBL
(22,17),(22,18),-0.111803 # DEPENDENCYPART_SIBL
(22,17),(22,19),-0.0631418 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.0144777 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.143528 # DEPENDENCYPART_SIBL
(22,17),(22,24),0.0455586 # DEPENDENCYPART_SIBL
(22,17),(22,25),0.00454252 # DEPENDENCYPART_SIBL
(22,17),(22,26),0.0782278 # DEPENDENCYPART_SIBL
(22,17),(22,27),-0.0681449 # DEPENDENCYPART_SIBL
(22,17),(22,28),-0.00746753 # DEPENDENCYPART_SIBL
(22,17),(22,29),0.0259114 # DEPENDENCYPART_SIBL
(22,17),(22,30),0.0424988 # DEPENDENCYPART_SIBL
(22,17),(22,31),0.087696 # DEPENDENCYPART_SIBL
(22,18),(22,19),-0.0660868 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.0441395 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.151093 # DEPENDENCYPART_SIBL
(22,18),(22,24),-0.0785144 # DEPENDENCYPART_SIBL
(22,18),(22,25),-0.065129 # DEPENDENCYPART_SIBL
(22,18),(22,26),-0.0458503 # DEPENDENCYPART_SIBL
(22,18),(22,27),-0.108313 # DEPENDENCYPART_SIBL
(22,18),(22,28),-0.0375107 # DEPENDENCYPART_SIBL
(22,18),(22,29),-0.0225718 # DEPENDENCYPART_SIBL
(22,18),(22,30),-0.00600058 # DEPENDENCYPART_SIBL
(22,18),(22,31),0.00162996 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.026529 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.0861399 # DEPENDENCYPART_SIBL
(22,19),(22,24),-0.029085 # DEPENDENCYPART_SIBL
(22,19),(22,25),0.128111 # DEPENDENCYPART_SIBL
(22,19),(22,26),0.00584594 # DEPENDENCYPART_SIBL
(22,19),(22,27),-0.134991 # DEPENDENCYPART_SIBL
(22,19),(22,28),-0.0982714 # DEPENDENCYPART_SIBL
(22,19),(22,29),-0.0295788 # DEPENDENCYPART_SIBL
(22,19),(22,30),-0.0192893 # DEPENDENCYPART_SIBL
(22,19),(22,31),-0.118407 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.5042 # DEPENDENCYPART_SIBL
(22,20),(22,24),-0.0530837 # DEPENDENCYPART_SIBL
(22,20),(22,25),0.0263653 # DEPENDENCYPART_SIBL
(22,20),(22,26),-0.0389464 # DEPENDENCYPART_SIBL
(22,20),(22,27),-0.0130478 # DEPENDENCYPART_SIBL
(22,20),(22,28),-0.0329253 # DEPENDENCYPART_SIBL
(22,20),(22,29),0.00955408 # DEPENDENCYPART_SIBL
(22,20),(22,30),0.0237584 # DEPENDENCYPART_SIBL
(22,20),(22,31),-0.0222929 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.0302015 # DEPENDENCYPART_SIBL
(22,21),(22,25),-0.041712 # DEPENDENCYPART_SIBL
(22,21),(22,26),-0.0249716 # DEPENDENCYPART_SIBL
(22,21),(22,27),-0.122038 # DEPENDENCYPART_SIBL
(22,21),(22,28),-0.0390587 # DEPENDENCYPART_SIBL
(22,21),(22,29),-0.0358431 # DEPENDENCYPART_SIBL
(22,21),(22,30),-0.0297064 # DEPENDENCYPART_SIBL
(22,21),(22,31),-0.539678 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.051345 # DEPENDENCYPART_SIBL
(22,24),(22,26),-0.239743 # DEPENDENCYPART_SIBL
(22,24),(22,27),-0.115807 # DEPENDENCYPART_SIBL
(22,24),(22,28),0.00341851 # DEPENDENCYPART_SIBL
(22,24),(22,29),0.047493 # DEPENDENCYPART_SIBL
(22,24),(22,30),0.0332057 # DEPENDENCYPART_SIBL
(22,24),(22,31),-0.0382239 # DEPENDENCYPART_SIBL
(22,25),(22,26),-0.0380339 # DEPENDENCYPART_SIBL
(22,25),(22,27),-0.09492 # DEPENDENCYPART_SIBL
(22,25),(22,28),-0.083374 # DEPENDENCYPART_SIBL
(22,25),(22,29),0.0731979 # DEPENDENCYPART_SIBL
(22,25),(22,30),0.0288081 # DEPENDENCYPART_SIBL
(22,25),(22,31),-0.00571063 # DEPENDENCYPART_SIBL
(22,26),(22,27),-0.127124 # DEPENDENCYPART_SIBL
(22,26),(22,28),0.000297689 # DEPENDENCYPART_SIBL
(22,26),(22,29),0.0228652 # DEPENDENCYPART_SIBL
(22,26),(22,30),0.0085779 # DEPENDENCYPART_SIBL
(22,26),(22,31),-0.0312927 # DEPENDENCYPART_SIBL
(22,27),(22,28),-0.0608547 # DEPENDENCYPART_SIBL
(22,27),(22,29),0.0424428 # DEPENDENCYPART_SIBL
(22,27),(22,30),0.0227195 # DEPENDENCYPART_SIBL
(22,27),(22,31),-0.144395 # DEPENDENCYPART_SIBL
(22,28),(22,29),0.0350826 # DEPENDENCYPART_SIBL
(22,28),(22,30),0.01956 # DEPENDENCYPART_SIBL
(22,28),(22,31),-0.0349125 # DEPENDENCYPART_SIBL
(22,29),(22,30),0.0027993 # DEPENDENCYPART_SIBL
(22,29),(22,31),-0.0146597 # DEPENDENCYPART_SIBL
(22,30),(22,31),0.0124221 # DEPENDENCYPART_SIBL
(24,2),(24,19),-0.107717 # DEPENDENCYPART_SIBL
(24,2),(24,22),-0.0172087 # DEPENDENCYPART_SIBL
(24,2),(24,23),-0.0378773 # DEPENDENCYPART_SIBL
(24,2),(24,25),-0.0552623 # DEPENDENCYPART_SIBL
(24,2),(24,26),-0.000273342 # DEPENDENCYPART_SIBL
(24,2),(24,27),-0.117385 # DEPENDENCYPART_SIBL
(24,2),(24,28),0.035234 # DEPENDENCYPART_SIBL
(24,2),(24,29),-0.00544133 # DEPENDENCYPART_SIBL
(24,2),(24,30),-0.014689 # DEPENDENCYPART_SIBL
(24,19),(24,22),-0.00973608 # DEPENDENCYPART_SIBL
(24,19),(24,23),-0.727671 # DEPENDENCYPART_SIBL
(24,19),(24,25),0.359194 # DEPENDENCYPART_SIBL
(24,19),(24,26),0.307284 # DEPENDENCYPART_SIBL
(24,19),(24,27),-0.247653 # DEPENDENCYPART_SIBL
(24,19),(24,28),-0.0539973 # DEPENDENCYPART_SIBL
(24,19),(24,29),-0.0201109 # DEPENDENCYPART_SIBL
(24,19),(24,30),-0.00642835 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.205549 # DEPENDENCYPART_SIBL
(24,22),(24,25),-0.0547325 # DEPENDENCYPART_SIBL
(24,22),(24,26),-0.0269509 # DEPENDENCYPART_SIBL
(24,22),(24,27),-0.137101 # DEPENDENCYPART_SIBL
(24,22),(24,28),-0.032146 # DEPENDENCYPART_SIBL
(24,22),(24,29),-0.119068 # DEPENDENCYPART_SIBL
(24,22),(24,30),-0.109995 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.0425579 # DEPENDENCYPART_SIBL
(24,23),(24,26),-0.129462 # DEPENDENCYPART_SIBL
(24,23),(24,27),-0.260251 # DEPENDENCYPART_SIBL
(24,23),(24,28),-0.0156481 # DEPENDENCYPART_SIBL
(24,23),(24,29),-0.0804919 # DEPENDENCYPART_SIBL
(24,23),(24,30),-0.0653241 # DEPENDENCYPART_SIBL
(24,25),(24,26),-0.0434076 # DEPENDENCYPART_SIBL
(24,25),(24,27),-0.0912967 # DEPENDENCYPART_SIBL
(24,25),(24,28),-0.0286264 # DEPENDENCYPART_SIBL
(24,25),(24,29),0.00452944 # DEPENDENCYPART_SIBL
(24,25),(24,30),-0.0198813 # DEPENDENCYPART_SIBL
(24,26),(24,27),-0.12217 # DEPENDENCYPART_SIBL
(24,26),(24,28),0.0170043 # DEPENDENCYPART_SIBL
(24,26),(24,29),0.010079 # DEPENDENCYPART_SIBL
(24,26),(24,30),-0.00263329 # DEPENDENCYPART_SIBL
(24,27),(24,28),0.0190513 # DEPENDENCYPART_SIBL
(24,27),(24,29),-0.107442 # DEPENDENCYPART_SIBL
(24,27),(24,30),-0.10909 # DEPENDENCYPART_SIBL
(24,28),(24,29),-0.0143278 # DEPENDENCYPART_SIBL
(24,28),(24,30),-0.0189961 # DEPENDENCYPART_SIBL
(24,29),(24,30),-0.0672265 # DEPENDENCYPART_SIBL
(25,15),(25,26),0.171411 # DEPENDENCYPART_SIBL
(25,15),(25,27),-0.0556277 # DEPENDENCYPART_SIBL
(25,15),(25,28),-0.0900298 # DEPENDENCYPART_SIBL
(25,15),(25,29),0.0541828 # DEPENDENCYPART_SIBL
(25,15),(25,30),0.0600686 # DEPENDENCYPART_SIBL
(25,26),(25,27),-0.220344 # DEPENDENCYPART_SIBL
(25,26),(25,28),-0.333536 # DEPENDENCYPART_SIBL
(25,26),(25,29),-0.448997 # DEPENDENCYPART_SIBL
(25,26),(25,30),-0.450925 # DEPENDENCYPART_SIBL
(25,27),(25,28),0.0654379 # DEPENDENCYPART_SIBL
(25,27),(25,29),-0.0361366 # DEPENDENCYPART_SIBL
(25,27),(25,30),-0.0358544 # DEPENDENCYPART_SIBL
(25,28),(25,29),-0.176802 # DEPENDENCYPART_SIBL
(25,28),(25,30),-0.176469 # DEPENDENCYPART_SIBL
(25,29),(25,30),-0.271897 # DEPENDENCYPART_SIBL
(26,2),(26,23),-0.0385114 # DEPENDENCYPART_SIBL
(26,2),(26,25),-0.12196 # DEPENDENCYPART_SIBL
(26,2),(26,27),-0.114039 # DEPENDENCYPART_SIBL
(26,2),(26,28),0.0297546 # DEPENDENCYPART_SIBL
(26,2),(26,29),-0.00409527 # DEPENDENCYPART_SIBL
(26,2),(26,30),-0.013343 # DEPENDENCYPART_SIBL
(26,23),(26,25),-0.146912 # DEPENDENCYPART_SIBL
(26,23),(26,27),-0.236939 # DEPENDENCYPART_SIBL
(26,23),(26,28),-0.00969875 # DEPENDENCYPART_SIBL
(26,23),(26,29),-0.0613149 # DEPENDENCYPART_SIBL
(26,23),(26,30),-0.0461471 # DEPENDENCYPART_SIBL
(26,25),(26,27),-0.114039 # DEPENDENCYPART_SIBL
(26,25),(26,28),0.0297546 # DEPENDENCYPART_SIBL
(26,25),(26,29),-0.00409527 # DEPENDENCYPART_SIBL
(26,25),(26,30),-0.013343 # DEPENDENCYPART_SIBL
(26,27),(26,28),0.0108526 # DEPENDENCYPART_SIBL
(26,27),(26,29),-0.111997 # DEPENDENCYPART_SIBL
(26,27),(26,30),-0.113645 # DEPENDENCYPART_SIBL
(26,28),(26,29),-0.0158102 # DEPENDENCYPART_SIBL
(26,28),(26,30),-0.0204785 # DEPENDENCYPART_SIBL
(26,29),(26,30),-0.0677198 # DEPENDENCYPART_SIBL
(28,25),(28,26),0.148267 # DEPENDENCYPART_SIBL
(28,25),(28,27),0.470706 # DEPENDENCYPART_SIBL
(28,25),(28,29),-0.00480941 # DEPENDENCYPART_SIBL
(28,26),(28,27),0.16659 # DEPENDENCYPART_SIBL
(28,26),(28,29),0.0382056 # DEPENDENCYPART_SIBL
(28,27),(28,29),0.0252344 # DEPENDENCYPART_SIBL
(29,3),(29,4),-0.333054 # DEPENDENCYPART_SIBL
(29,3),(29,5),-0.119233 # DEPENDENCYPART_SIBL
(29,3),(29,15),-0.0793338 # DEPENDENCYPART_SIBL
(29,3),(29,16),-0.27207 # DEPENDENCYPART_SIBL
(29,3),(29,20),-0.0558375 # DEPENDENCYPART_SIBL
(29,3),(29,22),-0.0737543 # DEPENDENCYPART_SIBL
(29,3),(29,24),-0.0299436 # DEPENDENCYPART_SIBL
(29,3),(29,25),0.206957 # DEPENDENCYPART_SIBL
(29,3),(29,26),-0.0275637 # DEPENDENCYPART_SIBL
(29,3),(29,27),-0.055062 # DEPENDENCYPART_SIBL
(29,3),(29,28),-0.00292011 # DEPENDENCYPART_SIBL
(29,3),(29,30),-0.041763 # DEPENDENCYPART_SIBL
(29,3),(29,31),-0.0225364 # DEPENDENCYPART_SIBL
(29,4),(29,5),0.134127 # DEPENDENCYPART_SIBL
(29,4),(29,15),-0.126144 # DEPENDENCYPART_SIBL
(29,4),(29,16),-0.709093 # DEPENDENCYPART_SIBL
(29,4),(29,20),0.115513 # DEPENDENCYPART_SIBL
(29,4),(29,22),0.182352 # DEPENDENCYPART_SIBL
(29,4),(29,24),0.149328 # DEPENDENCYPART_SIBL
(29,4),(29,25),0.0846806 # DEPENDENCYPART_SIBL
(29,4),(29,26),0.159752 # DEPENDENCYPART_SIBL
(29,4),(29,27),-0.52429 # DEPENDENCYPART_SIBL
(29,4),(29,28),0.118137 # DEPENDENCYPART_SIBL
(29,4),(29,30),0.0101446 # DEPENDENCYPART_SIBL
(29,4),(29,31),-0.545443 # DEPENDENCYPART_SIBL
(29,5),(29,15),-0.114651 # DEPENDENCYPART_SIBL
(29,5),(29,16),-0.318452 # DEPENDENCYPART_SIBL
(29,5),(29,20),-0.0679131 # DEPENDENCYPART_SIBL
(29,5),(29,22),-0.0933567 # DEPENDENCYPART_SIBL
(29,5),(29,24),-0.0420193 # DEPENDENCYPART_SIBL
(29,5),(29,25),0.104066 # DEPENDENCYPART_SIBL
(29,5),(29,26),-0.0396393 # DEPENDENCYPART_SIBL
(29,5),(29,27),-0.0928299 # DEPENDENCYPART_SIBL
(29,5),(29,28),-0.0265625 # DEPENDENCYPART_SIBL
(29,5),(29,30),-0.0520426 # DEPENDENCYPART_SIBL
(29,5),(29,31),-0.00833928 # DEPENDENCYPART_SIBL
(29,15),(29,16),0.608205 # DEPENDENCYPART_SIBL
(29,15),(29,20),-0.0565823 # DEPENDENCYPART_SIBL
(29,15),(29,22),0.0230752 # DEPENDENCYPART_SIBL
(29,15),(29,24),-0.0348778 # DEPENDENCYPART_SIBL
(29,15),(29,25),0.0447729 # DEPENDENCYPART_SIBL
(29,15),(29,26),-0.0327208 # DEPENDENCYPART_SIBL
(29,15),(29,27),-0.0592397 # DEPENDENCYPART_SIBL
(29,15),(29,28),0.107019 # DEPENDENCYPART_SIBL
(29,15),(29,30),-0.0610868 # DEPENDENCYPART_SIBL
(29,15),(29,31),-0.146714 # DEPENDENCYPART_SIBL
(29,16),(29,20),0.0179244 # DEPENDENCYPART_SIBL
(29,16),(29,22),0.274045 # DEPENDENCYPART_SIBL
(29,16),(29,24),0.0463233 # DEPENDENCYPART_SIBL
(29,16),(29,25),0.496478 # DEPENDENCYPART_SIBL
(29,16),(29,26),0.0530256 # DEPENDENCYPART_SIBL
(29,16),(29,27),-0.401301 # DEPENDENCYPART_SIBL
(29,16),(29,28),0.203461 # DEPENDENCYPART_SIBL
(29,16),(29,30),0.0231079 # DEPENDENCYPART_SIBL
(29,16),(29,31),-0.475465 # DEPENDENCYPART_SIBL
(29,20),(29,22),-0.0297479 # DEPENDENCYPART_SIBL
(29,20),(29,24),-0.768001 # DEPENDENCYPART_SIBL
(29,20),(29,25),-0.0462099 # DEPENDENCYPART_SIBL
(29,20),(29,26),-0.76677 # DEPENDENCYPART_SIBL
(29,20),(29,27),-0.101534 # DEPENDENCYPART_SIBL
(29,20),(29,28),-0.0560934 # DEPENDENCYPART_SIBL
(29,20),(29,30),0.00163892 # DEPENDENCYPART_SIBL
(29,20),(29,31),-0.0420908 # DEPENDENCYPART_SIBL
(29,22),(29,24),-0.0407844 # DEPENDENCYPART_SIBL
(29,22),(29,25),0.193133 # DEPENDENCYPART_SIBL
(29,22),(29,26),-0.0384045 # DEPENDENCYPART_SIBL
(29,22),(29,27),-0.0621559 # DEPENDENCYPART_SIBL
(29,22),(29,28),-0.00567652 # DEPENDENCYPART_SIBL
(29,22),(29,30),-0.0357948 # DEPENDENCYPART_SIBL
(29,22),(29,31),-0.0265288 # DEPENDENCYPART_SIBL
(29,24),(29,25),-0.0269472 # DEPENDENCYPART_SIBL
(29,24),(29,26),-0.75125 # DEPENDENCYPART_SIBL
(29,24),(29,27),-0.0890774 # DEPENDENCYPART_SIBL
(29,24),(29,28),-0.0473552 # DEPENDENCYPART_SIBL
(29,24),(29,30),0.00652934 # DEPENDENCYPART_SIBL
(29,24),(29,31),-0.0064433 # DEPENDENCYPART_SIBL
(29,25),(29,26),-0.0135319 # DEPENDENCYPART_SIBL
(29,25),(29,27),0.217677 # DEPENDENCYPART_SIBL
(29,25),(29,28),-0.104649 # DEPENDENCYPART_SIBL
(29,25),(29,30),-0.0213929 # DEPENDENCYPART_SIBL
(29,25),(29,31),-0.0546081 # DEPENDENCYPART_SIBL
(29,26),(29,27),-0.0875985 # DEPENDENCYPART_SIBL
(29,26),(29,28),-0.0499817 # DEPENDENCYPART_SIBL
(29,26),(29,30),0.011581 # DEPENDENCYPART_SIBL
(29,26),(29,31),-0.00828853 # DEPENDENCYPART_SIBL
(29,27),(29,28),0.120953 # DEPENDENCYPART_SIBL
(29,27),(29,30),0.00220456 # DEPENDENCYPART_SIBL
(29,27),(29,31),-0.187581 # DEPENDENCYPART_SIBL
(29,28),(29,30),0.0219689 # DEPENDENCYPART_SIBL
(29,28),(29,31),-0.00151799 # DEPENDENCYPART_SIBL
(29,30),(29,31),0.0871862 # DEPENDENCYPART_SIBL
(30,1),(30,3),-0.0544408 # DEPENDENCYPART_SIBL
(30,1),(30,4),-0.292602 # DEPENDENCYPART_SIBL
(30,1),(30,5),-0.113538 # DEPENDENCYPART_SIBL
(30,1),(30,6),-0.0413396 # DEPENDENCYPART_SIBL
(30,1),(30,8),-0.12737 # DEPENDENCYPART_SIBL
(30,1),(30,11),-0.0413567 # DEPENDENCYPART_SIBL
(30,1),(30,12),0.012509 # DEPENDENCYPART_SIBL
(30,1),(30,13),-0.0389718 # DEPENDENCYPART_SIBL
(30,1),(30,15),-0.0659932 # DEPENDENCYPART_SIBL
(30,1),(30,16),-0.24772 # DEPENDENCYPART_SIBL
(30,1),(30,17),-0.020794 # DEPENDENCYPART_SIBL
(30,1),(30,20),-0.0352921 # DEPENDENCYPART_SIBL
(30,1),(30,22),-0.0680596 # DEPENDENCYPART_SIBL
(30,1),(30,24),-0.00939819 # DEPENDENCYPART_SIBL
(30,1),(30,25),0.242697 # DEPENDENCYPART_SIBL
(30,1),(30,26),-0.00701825 # DEPENDENCYPART_SIBL
(30,1),(30,27),-0.0254554 # DEPENDENCYPART_SIBL
(30,1),(30,28),0.0236452 # DEPENDENCYPART_SIBL
(30,1),(30,29),-0.0241328 # DEPENDENCYPART_SIBL
(30,1),(30,31),0.129624 # DEPENDENCYPART_SIBL
(30,3),(30,4),-0.307489 # DEPENDENCYPART_SIBL
(30,3),(30,5),-0.135164 # DEPENDENCYPART_SIBL
