# _root_ Segons va explicar , les peces intervingudes tenen imatges d' inspiració mironiana , però " no reprodueixen dibuixos del pintor " .
#goldHeads=3,3,8,3,6,8,6,0,8,9,10,11,9,8,17,17,8,17,18,19,17,8,
#predictedHeads=3,3,8,3,6,8,6,0,8,9,10,11,8,8,17,17,8,17,18,19,17,8,
(9,14),(14,13),0.0546234 # DEPENDENCYPART_GRANDPAR
(9,17),(17,1),-1.23248 # DEPENDENCYPART_GRANDPAR
(9,17),(17,2),-1.48383 # DEPENDENCYPART_GRANDPAR
(9,17),(17,3),-1.38499 # DEPENDENCYPART_GRANDPAR
(9,17),(17,4),-1.11171 # DEPENDENCYPART_GRANDPAR
(9,17),(17,6),-1.20611 # DEPENDENCYPART_GRANDPAR
(9,17),(17,7),-0.821605 # DEPENDENCYPART_GRANDPAR
(9,17),(17,8),-1.3266 # DEPENDENCYPART_GRANDPAR
(9,17),(17,9),-0.58235 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,17),(17,10),0.448046 # DEPENDENCYPART_GRANDPAR
(9,17),(17,11),0.188658 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),0.0299718 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),0.161434 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.243088 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.185045 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),0.0438185 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.0423268 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.0814842 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.142004 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-0.363574 # DEPENDENCYPART_GRANDPAR
(9,17),(17,22),-1.05461 # DEPENDENCYPART_GRANDPAR
(9,18),(18,3),-1.22121 # DEPENDENCYPART_GRANDPAR
(9,18),(18,8),-1.16255 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.168853 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),0.0879234 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.117939 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.319523 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.298666 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-1.05205 # DEPENDENCYPART_GRANDPAR
(9,19),(19,8),-1.19056 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),0.0476877 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.300052 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),-1.07472 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.247519 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.424174 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.273524 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.647044 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.546401 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),-0.722611 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),-0.515547 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-1.74509 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,12),-0.41879 # DEPENDENCYPART_GRANDPAR
(10,3),(3,13),-0.975166 # DEPENDENCYPART_GRANDPAR
(10,3),(3,14),-1.13085 # DEPENDENCYPART_GRANDPAR
(10,3),(3,15),-1.03091 # DEPENDENCYPART_GRANDPAR
(10,3),(3,17),-1.21196 # DEPENDENCYPART_GRANDPAR
(10,3),(3,18),-1.02539 # DEPENDENCYPART_GRANDPAR
(10,3),(3,21),-1.12024 # DEPENDENCYPART_GRANDPAR
(10,3),(3,22),-1.68143 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-1.3193 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-1.3747 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-1.58498 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-1.46073 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.884964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.424308 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.0312154 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.399034 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.0852596 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.15979 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.302906 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.569296 # DEPENDENCYPART_GRANDPAR
(10,11),(11,21),-0.174593 # DEPENDENCYPART_GRANDPAR
(10,11),(11,22),-0.817539 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-1.26301 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.916472 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,13),-0.0565315 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.272187 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.128721 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),0.178719 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.240408 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.626312 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.218054 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.344705 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.0711969 # DEPENDENCYPART_GRANDPAR
(10,17),(17,1),-1.12807 # DEPENDENCYPART_GRANDPAR
(10,17),(17,2),-1.30288 # DEPENDENCYPART_GRANDPAR
(10,17),(17,3),-1.42067 # DEPENDENCYPART_GRANDPAR
(10,17),(17,4),-1.36772 # DEPENDENCYPART_GRANDPAR
(10,17),(17,6),-1.50417 # DEPENDENCYPART_GRANDPAR
(10,17),(17,7),-1.32219 # DEPENDENCYPART_GRANDPAR
(10,17),(17,8),-1.59252 # DEPENDENCYPART_GRANDPAR
(10,17),(17,9),-1.37552 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-0.962519 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,11),0.681755 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),0.373428 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),0.130427 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.249962 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.00972536 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),0.494218 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.0628947 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.507453 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),0.152806 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.231335 # DEPENDENCYPART_GRANDPAR
(10,17),(17,22),-0.796922 # DEPENDENCYPART_GRANDPAR
(10,19),(19,8),-1.43258 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),0.0138887 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.281799 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),-0.93038 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.352441 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.58603 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.287659 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.0560387 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.38324 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),-0.305872 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),0.487466 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),0.214816 # DEPENDENCYPART_GRANDPAR
(11,3),(3,12),-0.714297 # DEPENDENCYPART_GRANDPAR
(11,3),(3,13),-1.00057 # DEPENDENCYPART_GRANDPAR
(11,3),(3,14),-1.16538 # DEPENDENCYPART_GRANDPAR
(11,3),(3,15),-1.04256 # DEPENDENCYPART_GRANDPAR
(11,3),(3,17),-1.08776 # DEPENDENCYPART_GRANDPAR
(11,3),(3,18),-1.23502 # DEPENDENCYPART_GRANDPAR
(11,3),(3,21),-1.14469 # DEPENDENCYPART_GRANDPAR
(11,3),(3,22),-1.72349 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),0.405118 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.595464 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.526571 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.370428 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.959567 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.382063 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.328385 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),0.43446 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),0.208987 # DEPENDENCYPART_GRANDPAR
(11,6),(6,12),-0.62707 # DEPENDENCYPART_GRANDPAR
(11,6),(6,13),-0.894023 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),-1.07105 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.945635 # DEPENDENCYPART_GRANDPAR
(11,6),(6,17),-0.922848 # DEPENDENCYPART_GRANDPAR
(11,6),(6,18),-1.09102 # DEPENDENCYPART_GRANDPAR
(11,6),(6,19),-1.03001 # DEPENDENCYPART_GRANDPAR
(11,6),(6,21),-1.04776 # DEPENDENCYPART_GRANDPAR
(11,6),(6,22),-1.63085 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.417118 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.86772 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.655299 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.910269 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-1.09046 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.949993 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.952139 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-1.17749 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-1.25629 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.697261 # DEPENDENCYPART_GRANDPAR
(11,12),(12,13),-0.0980171 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.210828 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.143408 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.155755 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.279087 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.453988 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),-0.245537 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),0.0393289 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.0206243 # DEPENDENCYPART_GRANDPAR
(11,17),(17,1),-1.26055 # DEPENDENCYPART_GRANDPAR
(11,17),(17,2),-1.45773 # DEPENDENCYPART_GRANDPAR
(11,17),(17,3),-1.27177 # DEPENDENCYPART_GRANDPAR
(11,17),(17,4),-1.34215 # DEPENDENCYPART_GRANDPAR
(11,17),(17,6),-1.00525 # DEPENDENCYPART_GRANDPAR
(11,17),(17,7),-1.1721 # DEPENDENCYPART_GRANDPAR
(11,17),(17,8),-1.27554 # DEPENDENCYPART_GRANDPAR
(11,17),(17,9),-0.472361 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),-0.772532 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-0.964266 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,12),0.095858 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),0.0880174 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),-0.418092 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.127379 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.035831 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.175825 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.317476 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.282845 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),-0.286814 # DEPENDENCYPART_GRANDPAR
(11,17),(17,22),-0.859499 # DEPENDENCYPART_GRANDPAR
(11,18),(18,3),-1.10798 # DEPENDENCYPART_GRANDPAR
(11,18),(18,8),-1.1115 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.102642 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),0.0129524 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.33795 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.450793 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-0.211714 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),-0.846753 # DEPENDENCYPART_GRANDPAR
(11,19),(19,8),-1.1395 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.124118 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),-0.241504 # DEPENDENCYPART_GRANDPAR
(11,19),(19,22),-0.897829 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.290105 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.0725011 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.56431 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.910957 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.852432 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-1.02347 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-1.37827 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-1.55161 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.903679 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),-0.20864 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.311194 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.754336 # DEPENDENCYPART_GRANDPAR
(12,17),(17,1),-1.11087 # DEPENDENCYPART_GRANDPAR
(12,17),(17,2),-1.32944 # DEPENDENCYPART_GRANDPAR
(12,17),(17,3),-1.07408 # DEPENDENCYPART_GRANDPAR
(12,17),(17,4),-1.31031 # DEPENDENCYPART_GRANDPAR
(12,17),(17,6),-1.23101 # DEPENDENCYPART_GRANDPAR
(12,17),(17,7),-1.25572 # DEPENDENCYPART_GRANDPAR
(12,17),(17,8),-1.42411 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-1.06374 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-1.08731 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.872662 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.916163 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),0.016606 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),-0.12013 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.18965 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.145353 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.365926 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.860411 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.299443 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.341725 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),-0.709999 # DEPENDENCYPART_GRANDPAR
(12,19),(19,8),-1.33704 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.376872 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),-0.3618 # DEPENDENCYPART_GRANDPAR
(12,19),(19,22),-0.805016 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.803614 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.503402 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.79607 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.511213 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.852024 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.710229 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.634586 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.720374 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),-0.899557 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.0755719 # DEPENDENCYPART_GRANDPAR
(16,19),(19,8),-0.786069 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.338021 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.316219 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.478552 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),0.150094 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),-0.0491679 # DEPENDENCYPART_GRANDPAR
(17,1),(1,4),-0.0286252 # DEPENDENCYPART_GRANDPAR
(17,1),(1,8),0.189183 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),0.85783 # DEPENDENCYPART_GRANDPAR
(17,2),(2,3),-0.0184074 # DEPENDENCYPART_GRANDPAR
(17,2),(2,4),0.42075 # DEPENDENCYPART_GRANDPAR
(17,2),(2,6),-0.0266625 # DEPENDENCYPART_GRANDPAR
(17,2),(2,8),0.229858 # DEPENDENCYPART_GRANDPAR
(17,2),(2,14),-0.361525 # DEPENDENCYPART_GRANDPAR
(17,2),(2,17),-1.68319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,2),(2,22),-1.39309 # DEPENDENCYPART_GRANDPAR
(17,3),(3,1),0.878894 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),0.107055 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),0.345213 # DEPENDENCYPART_GRANDPAR
(17,3),(3,6),-0.0504133 # DEPENDENCYPART_GRANDPAR
(17,3),(3,7),-0.130343 # DEPENDENCYPART_GRANDPAR
(17,3),(3,8),0.254718 # DEPENDENCYPART_GRANDPAR
(17,3),(3,9),-0.00992013 # DEPENDENCYPART_GRANDPAR
(17,3),(3,10),-0.246449 # DEPENDENCYPART_GRANDPAR
(17,3),(3,12),-0.292544 # DEPENDENCYPART_GRANDPAR
(17,3),(3,13),0.31112 # DEPENDENCYPART_GRANDPAR
(17,3),(3,14),-0.378964 # DEPENDENCYPART_GRANDPAR
(17,3),(3,15),0.374148 # DEPENDENCYPART_GRANDPAR
(17,3),(3,17),-1.68174 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,3),(3,18),-0.508426 # DEPENDENCYPART_GRANDPAR
(17,3),(3,21),-0.923067 # DEPENDENCYPART_GRANDPAR
(17,3),(3,22),-1.39183 # DEPENDENCYPART_GRANDPAR
(17,6),(6,1),0.57976 # DEPENDENCYPART_GRANDPAR
(17,6),(6,3),0.0174666 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),-0.120833 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),0.635974 # DEPENDENCYPART_GRANDPAR
(17,6),(6,7),0.0325409 # DEPENDENCYPART_GRANDPAR
(17,6),(6,8),0.544715 # DEPENDENCYPART_GRANDPAR
(17,6),(6,9),0.239354 # DEPENDENCYPART_GRANDPAR
(17,6),(6,10),0.0110291 # DEPENDENCYPART_GRANDPAR
(17,6),(6,12),-0.12966 # DEPENDENCYPART_GRANDPAR
(17,6),(6,13),-0.0673524 # DEPENDENCYPART_GRANDPAR
(17,6),(6,14),-0.236642 # DEPENDENCYPART_GRANDPAR
(17,6),(6,15),0.2132 # DEPENDENCYPART_GRANDPAR
(17,6),(6,17),-1.29497 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,6),(6,18),-0.207253 # DEPENDENCYPART_GRANDPAR
(17,6),(6,19),-0.0310097 # DEPENDENCYPART_GRANDPAR
(17,6),(6,21),-0.695868 # DEPENDENCYPART_GRANDPAR
(17,6),(6,22),-1.1648 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),-0.0263916 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),0.527453 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.132475 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),0.406559 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),0.0703953 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),-0.0366999 # DEPENDENCYPART_GRANDPAR
(17,7),(7,12),-0.196479 # DEPENDENCYPART_GRANDPAR
(17,7),(7,13),0.163648 # DEPENDENCYPART_GRANDPAR
(17,7),(7,14),-0.294965 # DEPENDENCYPART_GRANDPAR
(17,7),(7,17),-1.31573 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,8),(8,1),0.828125 # DEPENDENCYPART_GRANDPAR
(17,8),(8,2),0.0240865 # DEPENDENCYPART_GRANDPAR
(17,8),(8,3),-0.105022 # DEPENDENCYPART_GRANDPAR
(17,8),(8,4),0.0709281 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),0.382713 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),-0.0566865 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.00125611 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),0.00869984 # DEPENDENCYPART_GRANDPAR
(17,8),(8,10),-0.296365 # DEPENDENCYPART_GRANDPAR
(17,8),(8,11),-0.160211 # DEPENDENCYPART_GRANDPAR
(17,8),(8,12),-0.274198 # DEPENDENCYPART_GRANDPAR
(17,8),(8,13),0.295204 # DEPENDENCYPART_GRANDPAR
(17,8),(8,14),-0.398592 # DEPENDENCYPART_GRANDPAR
(17,8),(8,15),0.377391 # DEPENDENCYPART_GRANDPAR
(17,8),(8,16),0.357628 # DEPENDENCYPART_GRANDPAR
(17,8),(8,17),-1.68364 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,8),(8,18),-0.509682 # DEPENDENCYPART_GRANDPAR
(17,8),(8,19),-0.463572 # DEPENDENCYPART_GRANDPAR
(17,8),(8,21),-0.92412 # DEPENDENCYPART_GRANDPAR
(17,8),(8,22),-1.39288 # DEPENDENCYPART_GRANDPAR
(17,9),(9,3),0.0118157 # DEPENDENCYPART_GRANDPAR
(17,9),(9,4),-0.128992 # DEPENDENCYPART_GRANDPAR
(17,9),(9,5),0.649421 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),-0.111398 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),0.02415 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),0.251338 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),0.00744223 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),0.060376 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),-0.141144 # DEPENDENCYPART_GRANDPAR
(17,9),(9,13),-0.078426 # DEPENDENCYPART_GRANDPAR
(17,9),(9,14),-0.251864 # DEPENDENCYPART_GRANDPAR
(17,9),(9,15),0.202094 # DEPENDENCYPART_GRANDPAR
(17,9),(9,17),-1.29395 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,9),(9,18),-0.206328 # DEPENDENCYPART_GRANDPAR
(17,9),(9,19),-0.0278548 # DEPENDENCYPART_GRANDPAR
(17,9),(9,21),-0.694848 # DEPENDENCYPART_GRANDPAR
(17,9),(9,22),-1.16378 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),-0.0328408 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.236446 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.414156 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),0.219861 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),-0.377931 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),0.0660162 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-1.41348 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,19),-0.299139 # DEPENDENCYPART_GRANDPAR
(17,11),(11,3),-0.0100619 # DEPENDENCYPART_GRANDPAR
(17,11),(11,4),-0.145227 # DEPENDENCYPART_GRANDPAR
(17,11),(11,5),0.609414 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),-0.121045 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.0855103 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.135493 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),-0.0679388 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),-0.236226 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),0.212572 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-1.29391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,18),-0.206187 # DEPENDENCYPART_GRANDPAR
(17,11),(11,19),-0.0278085 # DEPENDENCYPART_GRANDPAR
(17,11),(11,21),-0.694802 # DEPENDENCYPART_GRANDPAR
(17,11),(11,22),-1.16373 # DEPENDENCYPART_GRANDPAR
(17,12),(12,4),-0.0260505 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.183967 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),0.163648 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.294965 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),0.275249 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),0.236533 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-1.31573 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,19),-0.14932 # DEPENDENCYPART_GRANDPAR
(17,12),(12,21),-0.677808 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.24932 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),0.206877 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.268798 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.0197825 # DEPENDENCYPART_GRANDPAR
(17,18),(18,3),-0.738266 # DEPENDENCYPART_GRANDPAR
(17,18),(18,8),-0.518402 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.583657 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.515523 # DEPENDENCYPART_GRANDPAR
(17,18),(18,19),0.339917 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),0.0912526 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),0.191541 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.445388 # DEPENDENCYPART_GRANDPAR
(17,19),(19,8),-0.630528 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),0.107521 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),0.180452 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.394678 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.515537 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.419744 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),0.199817 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.437116 # DEPENDENCYPART_GRANDPAR
(18,3),(3,1),-0.21768 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),-0.701639 # DEPENDENCYPART_GRANDPAR
