# _root_ L' aparició del Teneighty , un esquí que disposa de la cua aixecada igual que l' espàtula , és la confirmació del fet que la firma francesa continua buscant noves fórmules dins de l' esquí .
#goldHeads=2,19,2,3,7,7,4,9,7,9,12,10,12,12,17,17,12,7,0,21,19,21,22,29,26,29,26,29,23,31,29,29,32,35,33,19,
#predictedHeads=2,19,2,3,7,7,2,9,7,9,12,10,12,12,17,17,14,9,0,21,19,21,22,29,26,29,26,29,23,31,29,29,32,35,33,19,
(19,21),(19,22),-0.163405 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.192524 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.135771 # DEPENDENCYPART_SIBL
(19,21),(19,26),-0.213463 # DEPENDENCYPART_SIBL
(19,21),(19,27),-0.0565309 # DEPENDENCYPART_SIBL
(19,21),(19,28),-0.0992489 # DEPENDENCYPART_SIBL
(19,21),(19,29),-0.0706335 # DEPENDENCYPART_SIBL
(19,21),(19,30),-0.0544797 # DEPENDENCYPART_SIBL
(19,21),(19,31),-0.215363 # DEPENDENCYPART_SIBL
(19,21),(19,32),0.0487967 # DEPENDENCYPART_SIBL
(19,21),(19,35),-0.215596 # DEPENDENCYPART_SIBL
(19,21),(19,36),-0.0231531 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.0318332 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.00792039 # DEPENDENCYPART_SIBL
(19,22),(19,26),-0.0753148 # DEPENDENCYPART_SIBL
(19,22),(19,27),-0.034278 # DEPENDENCYPART_SIBL
(19,22),(19,28),-0.0261166 # DEPENDENCYPART_SIBL
(19,22),(19,29),0.0196902 # DEPENDENCYPART_SIBL
(19,22),(19,30),-0.0358325 # DEPENDENCYPART_SIBL
(19,22),(19,31),-0.0768337 # DEPENDENCYPART_SIBL
(19,22),(19,32),0.000307245 # DEPENDENCYPART_SIBL
(19,22),(19,35),-0.07575 # DEPENDENCYPART_SIBL
(19,22),(19,36),-0.0268938 # DEPENDENCYPART_SIBL
(19,23),(19,24),-0.12046 # DEPENDENCYPART_SIBL
(19,23),(19,26),-0.201989 # DEPENDENCYPART_SIBL
(19,23),(19,27),-0.0648185 # DEPENDENCYPART_SIBL
(19,23),(19,28),-0.106079 # DEPENDENCYPART_SIBL
(19,23),(19,29),-0.0777959 # DEPENDENCYPART_SIBL
(19,23),(19,30),-0.0627673 # DEPENDENCYPART_SIBL
(19,23),(19,31),-0.20389 # DEPENDENCYPART_SIBL
(19,23),(19,32),0.0526322 # DEPENDENCYPART_SIBL
(19,23),(19,35),-0.204122 # DEPENDENCYPART_SIBL
(19,23),(19,36),-0.0130639 # DEPENDENCYPART_SIBL
(19,24),(19,26),-0.00408809 # DEPENDENCYPART_SIBL
(19,24),(19,27),0.0141609 # DEPENDENCYPART_SIBL
(19,24),(19,28),-0.0347712 # DEPENDENCYPART_SIBL
(19,24),(19,29),-0.0128905 # DEPENDENCYPART_SIBL
(19,24),(19,30),0.00442785 # DEPENDENCYPART_SIBL
(19,24),(19,31),-0.00833119 # DEPENDENCYPART_SIBL
(19,24),(19,32),-0.0259539 # DEPENDENCYPART_SIBL
(19,24),(19,35),-0.00724513 # DEPENDENCYPART_SIBL
(19,24),(19,36),-0.113953 # DEPENDENCYPART_SIBL
(19,26),(19,27),-0.0835617 # DEPENDENCYPART_SIBL
(19,26),(19,28),-0.131216 # DEPENDENCYPART_SIBL
(19,26),(19,29),-0.1026 # DEPENDENCYPART_SIBL
(19,26),(19,30),-0.0815105 # DEPENDENCYPART_SIBL
(19,26),(19,31),-0.246706 # DEPENDENCYPART_SIBL
(19,26),(19,32),0.0218519 # DEPENDENCYPART_SIBL
(19,26),(19,35),-0.246938 # DEPENDENCYPART_SIBL
(19,26),(19,36),-0.0757491 # DEPENDENCYPART_SIBL
(19,27),(19,28),-0.00698147 # DEPENDENCYPART_SIBL
(19,27),(19,29),0.0122709 # DEPENDENCYPART_SIBL
(19,27),(19,30),-0.186907 # DEPENDENCYPART_SIBL
(19,27),(19,31),-0.0523896 # DEPENDENCYPART_SIBL
(19,27),(19,32),-0.00526185 # DEPENDENCYPART_SIBL
(19,27),(19,35),-0.0491085 # DEPENDENCYPART_SIBL
(19,27),(19,36),-0.0149508 # DEPENDENCYPART_SIBL
(19,28),(19,29),-0.0418466 # DEPENDENCYPART_SIBL
(19,28),(19,30),-0.0106361 # DEPENDENCYPART_SIBL
(19,28),(19,31),0.0351282 # DEPENDENCYPART_SIBL
(19,28),(19,32),0.0299096 # DEPENDENCYPART_SIBL
(19,28),(19,35),0.0367532 # DEPENDENCYPART_SIBL
(19,28),(19,36),-0.0202243 # DEPENDENCYPART_SIBL
(19,29),(19,30),-0.00169308 # DEPENDENCYPART_SIBL
(19,29),(19,31),0.0434103 # DEPENDENCYPART_SIBL
(19,29),(19,32),0.0388824 # DEPENDENCYPART_SIBL
(19,29),(19,35),0.0450353 # DEPENDENCYPART_SIBL
(19,29),(19,36),0.0252675 # DEPENDENCYPART_SIBL
(19,30),(19,31),-0.0881108 # DEPENDENCYPART_SIBL
(19,30),(19,32),-0.0251492 # DEPENDENCYPART_SIBL
(19,30),(19,35),-0.0826347 # DEPENDENCYPART_SIBL
(19,30),(19,36),-0.0418286 # DEPENDENCYPART_SIBL
(19,31),(19,32),0.0570825 # DEPENDENCYPART_SIBL
(19,31),(19,35),-0.207303 # DEPENDENCYPART_SIBL
(19,31),(19,36),-0.0183763 # DEPENDENCYPART_SIBL
(19,32),(19,35),0.00309161 # DEPENDENCYPART_SIBL
(19,32),(19,36),-0.0294944 # DEPENDENCYPART_SIBL
(19,35),(19,36),-0.0265994 # DEPENDENCYPART_SIBL
(20,21),(20,22),0.568941 # DEPENDENCYPART_SIBL
(21,16),(21,18),0.0109328 # DEPENDENCYPART_SIBL
(21,16),(21,19),0.00720081 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.765194 # DEPENDENCYPART_SIBL
(21,16),(21,22),0.28806 # DEPENDENCYPART_SIBL
(21,16),(21,23),0.158557 # DEPENDENCYPART_SIBL
(21,16),(21,24),-0.327838 # DEPENDENCYPART_SIBL
(21,16),(21,26),0.186312 # DEPENDENCYPART_SIBL
(21,16),(21,27),0.00500386 # DEPENDENCYPART_SIBL
(21,16),(21,28),0.026645 # DEPENDENCYPART_SIBL
(21,16),(21,29),0.0381177 # DEPENDENCYPART_SIBL
(21,16),(21,30),0.0229484 # DEPENDENCYPART_SIBL
(21,16),(21,31),0.168112 # DEPENDENCYPART_SIBL
(21,16),(21,33),0.338495 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.360485 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.0421887 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.131292 # DEPENDENCYPART_SIBL
(21,18),(21,23),-0.0338003 # DEPENDENCYPART_SIBL
(21,18),(21,24),-0.143152 # DEPENDENCYPART_SIBL
(21,18),(21,26),-0.0447779 # DEPENDENCYPART_SIBL
(21,18),(21,27),-0.00969065 # DEPENDENCYPART_SIBL
(21,18),(21,28),0.103907 # DEPENDENCYPART_SIBL
(21,18),(21,29),0.119117 # DEPENDENCYPART_SIBL
(21,18),(21,30),0.00468891 # DEPENDENCYPART_SIBL
(21,18),(21,31),-0.0526016 # DEPENDENCYPART_SIBL
(21,18),(21,33),0.0278636 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.231841 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0325644 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.0179554 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.127599 # DEPENDENCYPART_SIBL
(21,19),(21,26),-0.0184725 # DEPENDENCYPART_SIBL
(21,19),(21,27),-0.103681 # DEPENDENCYPART_SIBL
(21,19),(21,28),-0.0969358 # DEPENDENCYPART_SIBL
(21,19),(21,29),-0.0797093 # DEPENDENCYPART_SIBL
(21,19),(21,30),-0.0966889 # DEPENDENCYPART_SIBL
(21,19),(21,31),-0.0254487 # DEPENDENCYPART_SIBL
(21,19),(21,33),-0.0146134 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.225583 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.0576469 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.35812 # DEPENDENCYPART_SIBL
(21,20),(21,26),0.0750922 # DEPENDENCYPART_SIBL
(21,20),(21,27),-0.0515808 # DEPENDENCYPART_SIBL
(21,20),(21,28),0.0462749 # DEPENDENCYPART_SIBL
(21,20),(21,29),0.0569644 # DEPENDENCYPART_SIBL
(21,20),(21,30),-0.0556794 # DEPENDENCYPART_SIBL
(21,20),(21,31),0.0643036 # DEPENDENCYPART_SIBL
(21,20),(21,33),0.154752 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.0426182 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.0329634 # DEPENDENCYPART_SIBL
(21,22),(21,26),0.00768383 # DEPENDENCYPART_SIBL
(21,22),(21,27),-0.0421743 # DEPENDENCYPART_SIBL
(21,22),(21,28),-0.058707 # DEPENDENCYPART_SIBL
(21,22),(21,29),-0.038917 # DEPENDENCYPART_SIBL
(21,22),(21,30),-0.0420252 # DEPENDENCYPART_SIBL
(21,22),(21,31),0.0103481 # DEPENDENCYPART_SIBL
(21,22),(21,33),0.0212776 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.110018 # DEPENDENCYPART_SIBL
(21,23),(21,26),0.0573701 # DEPENDENCYPART_SIBL
(21,23),(21,27),0.0273396 # DEPENDENCYPART_SIBL
(21,23),(21,28),0.029477 # DEPENDENCYPART_SIBL
(21,23),(21,29),0.0346126 # DEPENDENCYPART_SIBL
(21,23),(21,30),0.0347332 # DEPENDENCYPART_SIBL
(21,23),(21,31),0.0593524 # DEPENDENCYPART_SIBL
(21,23),(21,33),0.0792036 # DEPENDENCYPART_SIBL
(21,24),(21,26),0.0378693 # DEPENDENCYPART_SIBL
(21,24),(21,27),0.0105767 # DEPENDENCYPART_SIBL
(21,24),(21,28),-0.123359 # DEPENDENCYPART_SIBL
(21,24),(21,29),-0.12036 # DEPENDENCYPART_SIBL
(21,24),(21,30),0.00426302 # DEPENDENCYPART_SIBL
(21,24),(21,31),0.0345789 # DEPENDENCYPART_SIBL
(21,24),(21,33),-0.124586 # DEPENDENCYPART_SIBL
(21,26),(21,27),0.0185967 # DEPENDENCYPART_SIBL
(21,26),(21,28),-0.0014888 # DEPENDENCYPART_SIBL
(21,26),(21,29),0.00381847 # DEPENDENCYPART_SIBL
(21,26),(21,30),0.0259904 # DEPENDENCYPART_SIBL
(21,26),(21,31),0.00601224 # DEPENDENCYPART_SIBL
(21,26),(21,33),0.0415926 # DEPENDENCYPART_SIBL
(21,27),(21,28),0.0154216 # DEPENDENCYPART_SIBL
(21,27),(21,29),0.0170712 # DEPENDENCYPART_SIBL
(21,27),(21,30),-0.0493877 # DEPENDENCYPART_SIBL
(21,27),(21,31),-0.0020526 # DEPENDENCYPART_SIBL
(21,27),(21,33),0.0267757 # DEPENDENCYPART_SIBL
(21,28),(21,29),-0.0574778 # DEPENDENCYPART_SIBL
(21,28),(21,30),0.0129507 # DEPENDENCYPART_SIBL
(21,28),(21,31),0.0283322 # DEPENDENCYPART_SIBL
(21,28),(21,33),0.0477311 # DEPENDENCYPART_SIBL
(21,29),(21,30),0.0130543 # DEPENDENCYPART_SIBL
(21,29),(21,31),0.0281424 # DEPENDENCYPART_SIBL
(21,29),(21,33),0.0465257 # DEPENDENCYPART_SIBL
(21,30),(21,31),-0.0172933 # DEPENDENCYPART_SIBL
(21,30),(21,33),0.037201 # DEPENDENCYPART_SIBL
(21,31),(21,33),0.054985 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.0811212 # DEPENDENCYPART_SIBL
(22,20),(22,24),-0.0496077 # DEPENDENCYPART_SIBL
(22,20),(22,26),0.103394 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.368119 # DEPENDENCYPART_SIBL
(22,23),(22,26),-0.932077 # DEPENDENCYPART_SIBL
(22,24),(22,26),-0.190538 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.384112 # DEPENDENCYPART_SIBL
(23,20),(23,26),0.102886 # DEPENDENCYPART_SIBL
(23,20),(23,27),-0.0316635 # DEPENDENCYPART_SIBL
(23,20),(23,28),0.044402 # DEPENDENCYPART_SIBL
(23,20),(23,29),0.045979 # DEPENDENCYPART_SIBL
(23,20),(23,30),-0.0369354 # DEPENDENCYPART_SIBL
(23,20),(23,31),0.0920975 # DEPENDENCYPART_SIBL
(23,20),(23,33),0.115465 # DEPENDENCYPART_SIBL
(23,24),(23,26),0.0104401 # DEPENDENCYPART_SIBL
(23,24),(23,27),0.0157996 # DEPENDENCYPART_SIBL
(23,24),(23,28),-0.205045 # DEPENDENCYPART_SIBL
(23,24),(23,29),-0.204654 # DEPENDENCYPART_SIBL
(23,24),(23,30),0.00948533 # DEPENDENCYPART_SIBL
(23,24),(23,31),0.00714961 # DEPENDENCYPART_SIBL
(23,24),(23,33),-0.124388 # DEPENDENCYPART_SIBL
(23,26),(23,27),0.0499738 # DEPENDENCYPART_SIBL
(23,26),(23,28),-0.040829 # DEPENDENCYPART_SIBL
(23,26),(23,29),-0.0381311 # DEPENDENCYPART_SIBL
(23,26),(23,30),0.0573664 # DEPENDENCYPART_SIBL
(23,26),(23,31),0.00189522 # DEPENDENCYPART_SIBL
(23,26),(23,33),0.0367592 # DEPENDENCYPART_SIBL
(23,27),(23,28),-0.0519109 # DEPENDENCYPART_SIBL
(23,27),(23,29),-0.0528705 # DEPENDENCYPART_SIBL
(23,27),(23,30),-0.0384079 # DEPENDENCYPART_SIBL
(23,27),(23,31),-0.0116038 # DEPENDENCYPART_SIBL
(23,27),(23,33),0.0302204 # DEPENDENCYPART_SIBL
(23,28),(23,29),-0.104306 # DEPENDENCYPART_SIBL
(23,28),(23,30),0.0394769 # DEPENDENCYPART_SIBL
(23,28),(23,31),0.0341666 # DEPENDENCYPART_SIBL
(23,28),(23,33),0.0684069 # DEPENDENCYPART_SIBL
(23,29),(23,30),0.0376696 # DEPENDENCYPART_SIBL
(23,29),(23,31),0.0319295 # DEPENDENCYPART_SIBL
(23,29),(23,33),0.065291 # DEPENDENCYPART_SIBL
(23,30),(23,31),-0.0269776 # DEPENDENCYPART_SIBL
(23,30),(23,33),0.0403915 # DEPENDENCYPART_SIBL
(23,31),(23,33),0.0501515 # DEPENDENCYPART_SIBL
(26,20),(26,22),-0.0884092 # DEPENDENCYPART_SIBL
(26,20),(26,24),0.0760634 # DEPENDENCYPART_SIBL
(26,20),(26,25),-0.788048 # DEPENDENCYPART_SIBL
(26,20),(26,27),-0.0381829 # DEPENDENCYPART_SIBL
(26,20),(26,28),0.0451083 # DEPENDENCYPART_SIBL
(26,20),(26,29),0.0557978 # DEPENDENCYPART_SIBL
(26,20),(26,30),-0.0422815 # DEPENDENCYPART_SIBL
(26,20),(26,31),0.142106 # DEPENDENCYPART_SIBL
(26,20),(26,32),-0.0114011 # DEPENDENCYPART_SIBL
(26,20),(26,33),0.114636 # DEPENDENCYPART_SIBL
(26,20),(26,35),0.14411 # DEPENDENCYPART_SIBL
(26,22),(26,24),0.0382546 # DEPENDENCYPART_SIBL
(26,22),(26,25),-0.0270733 # DEPENDENCYPART_SIBL
(26,22),(26,27),0.0111228 # DEPENDENCYPART_SIBL
(26,22),(26,28),-0.0223163 # DEPENDENCYPART_SIBL
(26,22),(26,29),-0.0199242 # DEPENDENCYPART_SIBL
(26,22),(26,30),0.0197593 # DEPENDENCYPART_SIBL
(26,22),(26,31),0.00298039 # DEPENDENCYPART_SIBL
(26,22),(26,32),0.0516503 # DEPENDENCYPART_SIBL
(26,22),(26,33),-0.0522932 # DEPENDENCYPART_SIBL
(26,22),(26,35),0.00300361 # DEPENDENCYPART_SIBL
(26,24),(26,25),0.212728 # DEPENDENCYPART_SIBL
(26,24),(26,27),-0.00682984 # DEPENDENCYPART_SIBL
(26,24),(26,28),-0.0253602 # DEPENDENCYPART_SIBL
(26,24),(26,29),-0.0159236 # DEPENDENCYPART_SIBL
(26,24),(26,30),-0.00876223 # DEPENDENCYPART_SIBL
(26,24),(26,31),0.00394132 # DEPENDENCYPART_SIBL
(26,24),(26,32),0.00522936 # DEPENDENCYPART_SIBL
(26,24),(26,33),-0.0156856 # DEPENDENCYPART_SIBL
(26,24),(26,35),0.0117322 # DEPENDENCYPART_SIBL
(26,25),(26,27),-0.0381829 # DEPENDENCYPART_SIBL
(26,25),(26,28),0.0451083 # DEPENDENCYPART_SIBL
(26,25),(26,29),0.0557978 # DEPENDENCYPART_SIBL
(26,25),(26,30),-0.0422815 # DEPENDENCYPART_SIBL
(26,25),(26,31),0.142106 # DEPENDENCYPART_SIBL
(26,25),(26,32),-0.0114011 # DEPENDENCYPART_SIBL
(26,25),(26,33),0.114636 # DEPENDENCYPART_SIBL
(26,25),(26,35),0.14411 # DEPENDENCYPART_SIBL
(26,27),(26,28),0.0359091 # DEPENDENCYPART_SIBL
(26,27),(26,29),0.0375587 # DEPENDENCYPART_SIBL
(26,27),(26,30),-0.035437 # DEPENDENCYPART_SIBL
(26,27),(26,31),0.0382115 # DEPENDENCYPART_SIBL
(26,27),(26,32),0.0298708 # DEPENDENCYPART_SIBL
(26,27),(26,33),0.0249234 # DEPENDENCYPART_SIBL
(26,27),(26,35),0.0374115 # DEPENDENCYPART_SIBL
(26,28),(26,29),-0.0571217 # DEPENDENCYPART_SIBL
(26,28),(26,30),0.0112604 # DEPENDENCYPART_SIBL
(26,28),(26,31),0.0408466 # DEPENDENCYPART_SIBL
(26,28),(26,32),0.0614281 # DEPENDENCYPART_SIBL
(26,28),(26,33),0.0312057 # DEPENDENCYPART_SIBL
(26,28),(26,35),0.0392184 # DEPENDENCYPART_SIBL
(26,29),(26,30),0.0113641 # DEPENDENCYPART_SIBL
(26,29),(26,31),0.0406567 # DEPENDENCYPART_SIBL
(26,29),(26,32),0.061549 # DEPENDENCYPART_SIBL
(26,29),(26,33),0.0300003 # DEPENDENCYPART_SIBL
(26,29),(26,35),0.0390286 # DEPENDENCYPART_SIBL
(26,30),(26,31),0.0229708 # DEPENDENCYPART_SIBL
(26,30),(26,32),0.0304534 # DEPENDENCYPART_SIBL
(26,30),(26,33),0.0353486 # DEPENDENCYPART_SIBL
(26,30),(26,35),0.0232683 # DEPENDENCYPART_SIBL
(26,31),(26,32),0.0536468 # DEPENDENCYPART_SIBL
(26,31),(26,33),0.0293652 # DEPENDENCYPART_SIBL
(26,31),(26,35),0.0146684 # DEPENDENCYPART_SIBL
(26,32),(26,33),-0.0105414 # DEPENDENCYPART_SIBL
(26,32),(26,35),0.0472023 # DEPENDENCYPART_SIBL
(26,33),(26,35),0.0436894 # DEPENDENCYPART_SIBL
(27,25),(27,28),0.154432 # DEPENDENCYPART_SIBL
(27,25),(27,30),0.0728409 # DEPENDENCYPART_SIBL
(27,28),(27,30),0.128265 # DEPENDENCYPART_SIBL
(28,2),(28,5),-0.49431 # DEPENDENCYPART_SIBL
(28,2),(28,7),-0.742125 # DEPENDENCYPART_SIBL
(28,2),(28,8),-0.702657 # DEPENDENCYPART_SIBL
(28,2),(28,9),-0.0188097 # DEPENDENCYPART_SIBL
(28,2),(28,15),-0.672485 # DEPENDENCYPART_SIBL
(28,2),(28,17),-0.742122 # DEPENDENCYPART_SIBL
(28,2),(28,19),-0.0501827 # DEPENDENCYPART_SIBL
(28,2),(28,21),-0.742122 # DEPENDENCYPART_SIBL
(28,2),(28,23),-0.707308 # DEPENDENCYPART_SIBL
(28,2),(28,24),-0.672485 # DEPENDENCYPART_SIBL
(28,2),(28,25),-0.166415 # DEPENDENCYPART_SIBL
(28,2),(28,26),-0.75038 # DEPENDENCYPART_SIBL
(28,2),(28,27),-0.178931 # DEPENDENCYPART_SIBL
(28,2),(28,29),0.0264124 # DEPENDENCYPART_SIBL
(28,2),(28,30),-0.0284817 # DEPENDENCYPART_SIBL
(28,2),(28,31),-0.0384865 # DEPENDENCYPART_SIBL
(28,2),(28,32),0.00762576 # DEPENDENCYPART_SIBL
(28,2),(28,33),-0.00160712 # DEPENDENCYPART_SIBL
(28,2),(28,35),-0.0342461 # DEPENDENCYPART_SIBL
(28,2),(28,36),0.00690267 # DEPENDENCYPART_SIBL
(28,5),(28,7),0.0354619 # DEPENDENCYPART_SIBL
(28,5),(28,8),0.155539 # DEPENDENCYPART_SIBL
(28,5),(28,9),0.0949953 # DEPENDENCYPART_SIBL
(28,5),(28,15),0.522279 # DEPENDENCYPART_SIBL
(28,5),(28,17),0.0354734 # DEPENDENCYPART_SIBL
(28,5),(28,19),0.0759235 # DEPENDENCYPART_SIBL
(28,5),(28,21),0.0354734 # DEPENDENCYPART_SIBL
(28,5),(28,23),0.0163839 # DEPENDENCYPART_SIBL
(28,5),(28,24),0.522279 # DEPENDENCYPART_SIBL
(28,5),(28,25),-0.109314 # DEPENDENCYPART_SIBL
(28,5),(28,26),0.0345403 # DEPENDENCYPART_SIBL
(28,5),(28,27),0.0192851 # DEPENDENCYPART_SIBL
(28,5),(28,29),0.0048696 # DEPENDENCYPART_SIBL
(28,5),(28,30),-0.056215 # DEPENDENCYPART_SIBL
(28,5),(28,31),-0.0190724 # DEPENDENCYPART_SIBL
(28,5),(28,32),0.0112769 # DEPENDENCYPART_SIBL
(28,5),(28,33),-0.0116215 # DEPENDENCYPART_SIBL
(28,5),(28,35),-0.0146823 # DEPENDENCYPART_SIBL
(28,5),(28,36),-0.480613 # DEPENDENCYPART_SIBL
(28,7),(28,8),-0.702653 # DEPENDENCYPART_SIBL
(28,7),(28,9),-0.0188015 # DEPENDENCYPART_SIBL
(28,7),(28,15),-0.672478 # DEPENDENCYPART_SIBL
(28,7),(28,17),-0.742118 # DEPENDENCYPART_SIBL
(28,7),(28,19),-0.0501745 # DEPENDENCYPART_SIBL
(28,7),(28,21),-0.742118 # DEPENDENCYPART_SIBL
(28,7),(28,23),-0.707304 # DEPENDENCYPART_SIBL
(28,7),(28,24),-0.672478 # DEPENDENCYPART_SIBL
(28,7),(28,25),-0.166411 # DEPENDENCYPART_SIBL
(28,7),(28,26),-0.750376 # DEPENDENCYPART_SIBL
(28,7),(28,27),-0.178928 # DEPENDENCYPART_SIBL
(28,7),(28,29),0.0264453 # DEPENDENCYPART_SIBL
(28,7),(28,30),-0.0284662 # DEPENDENCYPART_SIBL
(28,7),(28,31),-0.0384662 # DEPENDENCYPART_SIBL
(28,7),(28,32),0.00764121 # DEPENDENCYPART_SIBL
(28,7),(28,33),-0.00159717 # DEPENDENCYPART_SIBL
(28,7),(28,35),-0.0342258 # DEPENDENCYPART_SIBL
(28,7),(28,36),0.00693424 # DEPENDENCYPART_SIBL
(28,8),(28,9),0.224534 # DEPENDENCYPART_SIBL
(28,8),(28,15),-1.12752 # DEPENDENCYPART_SIBL
(28,8),(28,17),0.0255221 # DEPENDENCYPART_SIBL
(28,8),(28,19),0.183797 # DEPENDENCYPART_SIBL
(28,8),(28,21),0.0255221 # DEPENDENCYPART_SIBL
(28,8),(28,23),0.0149664 # DEPENDENCYPART_SIBL
(28,8),(28,24),-1.12752 # DEPENDENCYPART_SIBL
(28,8),(28,25),-0.0164591 # DEPENDENCYPART_SIBL
(28,8),(28,26),0.0239432 # DEPENDENCYPART_SIBL
(28,8),(28,27),0.0848701 # DEPENDENCYPART_SIBL
(28,8),(28,29),0.0468229 # DEPENDENCYPART_SIBL
(28,8),(28,30),-0.0356994 # DEPENDENCYPART_SIBL
(28,8),(28,31),-0.0164418 # DEPENDENCYPART_SIBL
(28,8),(28,32),0.0854218 # DEPENDENCYPART_SIBL
(28,8),(28,33),0.00349077 # DEPENDENCYPART_SIBL
(28,8),(28,35),-0.00493294 # DEPENDENCYPART_SIBL
(28,8),(28,36),-0.469005 # DEPENDENCYPART_SIBL
(28,9),(28,15),-0.299271 # DEPENDENCYPART_SIBL
(28,9),(28,17),-0.0159447 # DEPENDENCYPART_SIBL
(28,9),(28,19),-0.133464 # DEPENDENCYPART_SIBL
(28,9),(28,21),-0.0159447 # DEPENDENCYPART_SIBL
(28,9),(28,23),0.0379925 # DEPENDENCYPART_SIBL
(28,9),(28,24),-0.299271 # DEPENDENCYPART_SIBL
(28,9),(28,25),-0.0279607 # DEPENDENCYPART_SIBL
(28,9),(28,26),-0.0184393 # DEPENDENCYPART_SIBL
(28,9),(28,27),-0.0459595 # DEPENDENCYPART_SIBL
(28,9),(28,29),0.0212051 # DEPENDENCYPART_SIBL
(28,9),(28,30),-0.0205658 # DEPENDENCYPART_SIBL
(28,9),(28,31),-0.0411771 # DEPENDENCYPART_SIBL
(28,9),(28,32),-0.030349 # DEPENDENCYPART_SIBL
(28,9),(28,33),-0.0434901 # DEPENDENCYPART_SIBL
(28,9),(28,35),-0.0323603 # DEPENDENCYPART_SIBL
(28,9),(28,36),0.039792 # DEPENDENCYPART_SIBL
(28,15),(28,17),0.132393 # DEPENDENCYPART_SIBL
(28,15),(28,19),0.0966471 # DEPENDENCYPART_SIBL
(28,15),(28,21),0.132393 # DEPENDENCYPART_SIBL
(28,15),(28,23),0.153827 # DEPENDENCYPART_SIBL
(28,15),(28,24),-1.30495 # DEPENDENCYPART_SIBL
(28,15),(28,25),-0.0841274 # DEPENDENCYPART_SIBL
(28,15),(28,26),0.130552 # DEPENDENCYPART_SIBL
(28,15),(28,27),0.0144475 # DEPENDENCYPART_SIBL
(28,15),(28,29),0.0393892 # DEPENDENCYPART_SIBL
(28,15),(28,30),0.0203725 # DEPENDENCYPART_SIBL
(28,15),(28,31),0.0337937 # DEPENDENCYPART_SIBL
(28,15),(28,32),0.00248286 # DEPENDENCYPART_SIBL
(28,15),(28,33),0.0191511 # DEPENDENCYPART_SIBL
(28,15),(28,35),0.0524276 # DEPENDENCYPART_SIBL
(28,15),(28,36),-0.516581 # DEPENDENCYPART_SIBL
(28,17),(28,19),-0.0501736 # DEPENDENCYPART_SIBL
(28,17),(28,21),-0.742118 # DEPENDENCYPART_SIBL
(28,17),(28,23),-0.707304 # DEPENDENCYPART_SIBL
(28,17),(28,24),-0.672478 # DEPENDENCYPART_SIBL
(28,17),(28,25),-0.16641 # DEPENDENCYPART_SIBL
(28,17),(28,26),-0.750376 # DEPENDENCYPART_SIBL
(28,17),(28,27),-0.178927 # DEPENDENCYPART_SIBL
(28,17),(28,29),0.0264657 # DEPENDENCYPART_SIBL
(28,17),(28,30),-0.0284532 # DEPENDENCYPART_SIBL
(28,17),(28,31),-0.0384521 # DEPENDENCYPART_SIBL
(28,17),(28,32),0.00765428 # DEPENDENCYPART_SIBL
(28,17),(28,33),-0.00157657 # DEPENDENCYPART_SIBL
(28,17),(28,35),-0.0342117 # DEPENDENCYPART_SIBL
(28,17),(28,36),0.00695886 # DEPENDENCYPART_SIBL
(28,19),(28,21),-0.0292742 # DEPENDENCYPART_SIBL
(28,19),(28,23),0.0242745 # DEPENDENCYPART_SIBL
(28,19),(28,24),-0.35052 # DEPENDENCYPART_SIBL
(28,19),(28,25),-0.067107 # DEPENDENCYPART_SIBL
(28,19),(28,26),-0.0317688 # DEPENDENCYPART_SIBL
(28,19),(28,27),-0.0793473 # DEPENDENCYPART_SIBL
(28,19),(28,29),0.0150541 # DEPENDENCYPART_SIBL
(28,19),(28,30),-0.022424 # DEPENDENCYPART_SIBL
(28,19),(28,31),-0.0744178 # DEPENDENCYPART_SIBL
(28,19),(28,32),-0.0672555 # DEPENDENCYPART_SIBL
(28,19),(28,33),-0.0393239 # DEPENDENCYPART_SIBL
(28,19),(28,35),-0.065601 # DEPENDENCYPART_SIBL
(28,19),(28,36),0.0751721 # DEPENDENCYPART_SIBL
(28,21),(28,23),-0.70718 # DEPENDENCYPART_SIBL
