# _root_ Si l' objectiu és que el_nostre programa de quatre anys es pugui aconseguir , que el finançament de l' Estat arribi millor del que està arribant , ho hem de saber explicar .
#goldHeads=4,3,4,31,13,7,13,7,10,8,13,13,4,13,21,17,21,17,20,18,13,21,22,26,26,23,26,31,31,31,0,31,31,
#predictedHeads=4,3,4,0,13,7,13,7,10,8,13,13,4,21,21,17,21,17,20,18,13,21,22,26,26,23,26,31,31,31,26,31,4,
(26,15),(26,28),-0.0157523 # DEPENDENCYPART_SIBL
(26,15),(26,29),-0.0133563 # DEPENDENCYPART_SIBL
(26,15),(26,30),0.00149949 # DEPENDENCYPART_SIBL
(26,15),(26,31),0.0430805 # DEPENDENCYPART_SIBL
(26,15),(26,32),0.037868 # DEPENDENCYPART_SIBL
(26,15),(26,33),-0.518221 # DEPENDENCYPART_SIBL
(26,16),(26,17),-0.0138512 # DEPENDENCYPART_SIBL
(26,16),(26,18),0.0675524 # DEPENDENCYPART_SIBL
(26,16),(26,19),-0.364002 # DEPENDENCYPART_SIBL
(26,16),(26,20),0.00939715 # DEPENDENCYPART_SIBL
(26,16),(26,21),0.0413317 # DEPENDENCYPART_SIBL
(26,16),(26,22),0.113131 # DEPENDENCYPART_SIBL
(26,16),(26,23),-0.00477705 # DEPENDENCYPART_SIBL
(26,16),(26,24),0.66471 # DEPENDENCYPART_SIBL
(26,16),(26,25),0.0807894 # DEPENDENCYPART_SIBL
(26,16),(26,27),-0.0325094 # DEPENDENCYPART_SIBL
(26,16),(26,28),0.0179067 # DEPENDENCYPART_SIBL
(26,16),(26,29),-0.0686604 # DEPENDENCYPART_SIBL
(26,16),(26,30),0.0996205 # DEPENDENCYPART_SIBL
(26,16),(26,31),-0.0316353 # DEPENDENCYPART_SIBL
(26,16),(26,32),-0.035405 # DEPENDENCYPART_SIBL
(26,16),(26,33),-0.105539 # DEPENDENCYPART_SIBL
(26,17),(26,18),-0.0151049 # DEPENDENCYPART_SIBL
(26,17),(26,19),-0.142714 # DEPENDENCYPART_SIBL
(26,17),(26,20),-0.694927 # DEPENDENCYPART_SIBL
(26,17),(26,21),0.0136568 # DEPENDENCYPART_SIBL
(26,17),(26,22),-0.0409121 # DEPENDENCYPART_SIBL
(26,17),(26,23),-0.155152 # DEPENDENCYPART_SIBL
(26,17),(26,24),-0.703582 # DEPENDENCYPART_SIBL
(26,17),(26,25),0.0897233 # DEPENDENCYPART_SIBL
(26,17),(26,27),-0.024168 # DEPENDENCYPART_SIBL
(26,17),(26,28),-0.0209893 # DEPENDENCYPART_SIBL
(26,17),(26,29),-0.00856784 # DEPENDENCYPART_SIBL
(26,17),(26,30),-0.00195962 # DEPENDENCYPART_SIBL
(26,17),(26,31),0.0487812 # DEPENDENCYPART_SIBL
(26,17),(26,32),0.0275915 # DEPENDENCYPART_SIBL
(26,17),(26,33),0.0282083 # DEPENDENCYPART_SIBL
(26,18),(26,19),-0.0845873 # DEPENDENCYPART_SIBL
(26,18),(26,20),-0.0473799 # DEPENDENCYPART_SIBL
(26,18),(26,21),-0.0265659 # DEPENDENCYPART_SIBL
(26,18),(26,22),-0.119162 # DEPENDENCYPART_SIBL
(26,18),(26,23),-0.139114 # DEPENDENCYPART_SIBL
(26,18),(26,24),-0.401199 # DEPENDENCYPART_SIBL
(26,18),(26,25),-0.018727 # DEPENDENCYPART_SIBL
(26,18),(26,27),-0.0229562 # DEPENDENCYPART_SIBL
(26,18),(26,28),0.041872 # DEPENDENCYPART_SIBL
(26,18),(26,29),-0.0294449 # DEPENDENCYPART_SIBL
(26,18),(26,30),-0.0244742 # DEPENDENCYPART_SIBL
(26,18),(26,31),0.00971214 # DEPENDENCYPART_SIBL
(26,18),(26,32),0.0573851 # DEPENDENCYPART_SIBL
(26,18),(26,33),0.0028651 # DEPENDENCYPART_SIBL
(26,19),(26,20),-0.0597368 # DEPENDENCYPART_SIBL
(26,19),(26,21),-0.0220796 # DEPENDENCYPART_SIBL
(26,19),(26,22),0.0221264 # DEPENDENCYPART_SIBL
(26,19),(26,23),-0.0713421 # DEPENDENCYPART_SIBL
(26,19),(26,24),0.249361 # DEPENDENCYPART_SIBL
(26,19),(26,25),0.0105217 # DEPENDENCYPART_SIBL
(26,19),(26,27),-0.0704635 # DEPENDENCYPART_SIBL
(26,19),(26,28),-0.0100094 # DEPENDENCYPART_SIBL
(26,19),(26,29),-0.10871 # DEPENDENCYPART_SIBL
(26,19),(26,30),0.0745611 # DEPENDENCYPART_SIBL
(26,19),(26,31),-0.0723122 # DEPENDENCYPART_SIBL
(26,19),(26,32),-0.0763792 # DEPENDENCYPART_SIBL
(26,19),(26,33),-0.0772067 # DEPENDENCYPART_SIBL
(26,20),(26,21),-0.0195804 # DEPENDENCYPART_SIBL
(26,20),(26,22),-0.0250886 # DEPENDENCYPART_SIBL
(26,20),(26,23),-0.193457 # DEPENDENCYPART_SIBL
(26,20),(26,24),-0.714643 # DEPENDENCYPART_SIBL
(26,20),(26,25),0.0553274 # DEPENDENCYPART_SIBL
(26,20),(26,27),-0.0542393 # DEPENDENCYPART_SIBL
(26,20),(26,28),0.00440133 # DEPENDENCYPART_SIBL
(26,20),(26,29),0.000515458 # DEPENDENCYPART_SIBL
(26,20),(26,30),0.131279 # DEPENDENCYPART_SIBL
(26,20),(26,31),0.0578703 # DEPENDENCYPART_SIBL
(26,20),(26,32),0.0355319 # DEPENDENCYPART_SIBL
(26,20),(26,33),0.0214697 # DEPENDENCYPART_SIBL
(26,21),(26,22),0.0128684 # DEPENDENCYPART_SIBL
(26,21),(26,23),-0.111985 # DEPENDENCYPART_SIBL
(26,21),(26,24),-0.250523 # DEPENDENCYPART_SIBL
(26,21),(26,25),-0.0350879 # DEPENDENCYPART_SIBL
(26,21),(26,27),-0.0438638 # DEPENDENCYPART_SIBL
(26,21),(26,28),-0.0169403 # DEPENDENCYPART_SIBL
(26,21),(26,29),-0.0436996 # DEPENDENCYPART_SIBL
(26,21),(26,30),-0.0433115 # DEPENDENCYPART_SIBL
(26,21),(26,31),0.0316017 # DEPENDENCYPART_SIBL
(26,21),(26,32),0.0124708 # DEPENDENCYPART_SIBL
(26,21),(26,33),0.0308562 # DEPENDENCYPART_SIBL
(26,22),(26,23),-0.0625117 # DEPENDENCYPART_SIBL
(26,22),(26,24),-0.254222 # DEPENDENCYPART_SIBL
(26,22),(26,25),0.0681238 # DEPENDENCYPART_SIBL
(26,22),(26,27),-0.00810618 # DEPENDENCYPART_SIBL
(26,22),(26,28),0.0206074 # DEPENDENCYPART_SIBL
(26,22),(26,29),-0.0108097 # DEPENDENCYPART_SIBL
(26,22),(26,30),0.00222236 # DEPENDENCYPART_SIBL
(26,22),(26,31),0.0558736 # DEPENDENCYPART_SIBL
(26,22),(26,32),0.0346618 # DEPENDENCYPART_SIBL
(26,22),(26,33),0.0123062 # DEPENDENCYPART_SIBL
(26,23),(26,24),-0.488137 # DEPENDENCYPART_SIBL
(26,23),(26,25),-0.114501 # DEPENDENCYPART_SIBL
(26,23),(26,27),-0.0913002 # DEPENDENCYPART_SIBL
(26,23),(26,28),-0.0541783 # DEPENDENCYPART_SIBL
(26,23),(26,29),-0.0650824 # DEPENDENCYPART_SIBL
(26,23),(26,30),-0.0377315 # DEPENDENCYPART_SIBL
(26,23),(26,31),-0.0216333 # DEPENDENCYPART_SIBL
(26,23),(26,32),0.00311647 # DEPENDENCYPART_SIBL
(26,23),(26,33),-0.0559392 # DEPENDENCYPART_SIBL
(26,24),(26,25),0.476678 # DEPENDENCYPART_SIBL
(26,24),(26,27),-0.0369405 # DEPENDENCYPART_SIBL
(26,24),(26,28),-0.00556051 # DEPENDENCYPART_SIBL
(26,24),(26,29),-0.0170932 # DEPENDENCYPART_SIBL
(26,24),(26,30),-0.00574179 # DEPENDENCYPART_SIBL
(26,24),(26,31),0.0591562 # DEPENDENCYPART_SIBL
(26,24),(26,32),0.0270512 # DEPENDENCYPART_SIBL
(26,24),(26,33),-0.466019 # DEPENDENCYPART_SIBL
(26,25),(26,27),0.00831865 # DEPENDENCYPART_SIBL
(26,25),(26,28),0.00693196 # DEPENDENCYPART_SIBL
(26,25),(26,29),-0.0188195 # DEPENDENCYPART_SIBL
(26,25),(26,30),-0.0150641 # DEPENDENCYPART_SIBL
(26,25),(26,31),0.0564807 # DEPENDENCYPART_SIBL
(26,25),(26,32),0.0365242 # DEPENDENCYPART_SIBL
(26,25),(26,33),0.113739 # DEPENDENCYPART_SIBL
(26,27),(26,28),-0.00272513 # DEPENDENCYPART_SIBL
(26,27),(26,29),0.0280114 # DEPENDENCYPART_SIBL
(26,27),(26,30),-0.0936569 # DEPENDENCYPART_SIBL
(26,27),(26,31),0.0761519 # DEPENDENCYPART_SIBL
(26,27),(26,32),-0.00214736 # DEPENDENCYPART_SIBL
(26,27),(26,33),-0.0610415 # DEPENDENCYPART_SIBL
(26,28),(26,29),-0.0324934 # DEPENDENCYPART_SIBL
(26,28),(26,30),0.015681 # DEPENDENCYPART_SIBL
(26,28),(26,31),-0.00809145 # DEPENDENCYPART_SIBL
(26,28),(26,32),-0.00958168 # DEPENDENCYPART_SIBL
(26,28),(26,33),-0.0176263 # DEPENDENCYPART_SIBL
(26,29),(26,30),-0.0174706 # DEPENDENCYPART_SIBL
(26,29),(26,31),-0.0333477 # DEPENDENCYPART_SIBL
(26,29),(26,32),-0.0461559 # DEPENDENCYPART_SIBL
(26,29),(26,33),-0.00982282 # DEPENDENCYPART_SIBL
(26,30),(26,31),-0.00336334 # DEPENDENCYPART_SIBL
(26,30),(26,32),-0.0217007 # DEPENDENCYPART_SIBL
(26,30),(26,33),-0.0186759 # DEPENDENCYPART_SIBL
(26,31),(26,32),-0.0218405 # DEPENDENCYPART_SIBL
(26,31),(26,33),0.0467216 # DEPENDENCYPART_SIBL
(26,32),(26,33),0.0701451 # DEPENDENCYPART_SIBL
(28,27),(28,30),0.118809 # DEPENDENCYPART_SIBL
(29,5),(29,15),-1.29193 # DEPENDENCYPART_SIBL
(29,5),(29,17),0.133648 # DEPENDENCYPART_SIBL
(29,5),(29,22),0.119786 # DEPENDENCYPART_SIBL
(29,5),(29,23),0.0121584 # DEPENDENCYPART_SIBL
(29,5),(29,24),-0.714545 # DEPENDENCYPART_SIBL
(29,5),(29,25),0.286606 # DEPENDENCYPART_SIBL
(29,5),(29,26),0.167015 # DEPENDENCYPART_SIBL
(29,5),(29,27),-0.555317 # DEPENDENCYPART_SIBL
(29,5),(29,28),0.213213 # DEPENDENCYPART_SIBL
(29,5),(29,30),-0.00940076 # DEPENDENCYPART_SIBL
(29,5),(29,31),0.0322922 # DEPENDENCYPART_SIBL
(29,5),(29,32),0.0270797 # DEPENDENCYPART_SIBL
(29,5),(29,33),-0.527644 # DEPENDENCYPART_SIBL
(29,15),(29,17),0.133648 # DEPENDENCYPART_SIBL
(29,15),(29,22),0.119786 # DEPENDENCYPART_SIBL
(29,15),(29,23),0.0121584 # DEPENDENCYPART_SIBL
(29,15),(29,24),-0.714545 # DEPENDENCYPART_SIBL
(29,15),(29,25),0.286606 # DEPENDENCYPART_SIBL
(29,15),(29,26),0.167015 # DEPENDENCYPART_SIBL
(29,15),(29,27),-0.555317 # DEPENDENCYPART_SIBL
(29,15),(29,28),0.213213 # DEPENDENCYPART_SIBL
(29,15),(29,30),-0.00940076 # DEPENDENCYPART_SIBL
(29,15),(29,31),0.0322922 # DEPENDENCYPART_SIBL
(29,15),(29,32),0.0270797 # DEPENDENCYPART_SIBL
(29,15),(29,33),-0.527644 # DEPENDENCYPART_SIBL
(29,17),(29,22),-0.0438198 # DEPENDENCYPART_SIBL
(29,17),(29,23),-0.155187 # DEPENDENCYPART_SIBL
(29,17),(29,24),-0.705894 # DEPENDENCYPART_SIBL
(29,17),(29,25),0.0897439 # DEPENDENCYPART_SIBL
(29,17),(29,26),0.00399935 # DEPENDENCYPART_SIBL
(29,17),(29,27),-0.492681 # DEPENDENCYPART_SIBL
(29,17),(29,28),0.0211636 # DEPENDENCYPART_SIBL
(29,17),(29,30),-0.00908539 # DEPENDENCYPART_SIBL
(29,17),(29,31),0.0432694 # DEPENDENCYPART_SIBL
(29,17),(29,32),0.0220798 # DEPENDENCYPART_SIBL
(29,17),(29,33),0.0217118 # DEPENDENCYPART_SIBL
(29,22),(29,23),-0.0630994 # DEPENDENCYPART_SIBL
(29,22),(29,24),-0.257639 # DEPENDENCYPART_SIBL
(29,22),(29,25),0.0675915 # DEPENDENCYPART_SIBL
(29,22),(29,26),0.0501979 # DEPENDENCYPART_SIBL
(29,22),(29,27),-0.29107 # DEPENDENCYPART_SIBL
(29,22),(29,28),0.151395 # DEPENDENCYPART_SIBL
(29,22),(29,30),-0.0107156 # DEPENDENCYPART_SIBL
(29,22),(29,31),0.0431432 # DEPENDENCYPART_SIBL
(29,22),(29,32),0.0219314 # DEPENDENCYPART_SIBL
(29,22),(29,33),-0.00318183 # DEPENDENCYPART_SIBL
(29,23),(29,24),-0.490444 # DEPENDENCYPART_SIBL
(29,23),(29,25),-0.114457 # DEPENDENCYPART_SIBL
(29,23),(29,26),-0.121653 # DEPENDENCYPART_SIBL
(29,23),(29,27),-0.346369 # DEPENDENCYPART_SIBL
(29,23),(29,28),0.0353341 # DEPENDENCYPART_SIBL
(29,23),(29,30),-0.0414322 # DEPENDENCYPART_SIBL
(29,23),(29,31),-0.0248898 # DEPENDENCYPART_SIBL
(29,23),(29,32),-0.000140089 # DEPENDENCYPART_SIBL
(29,23),(29,33),-0.0602362 # DEPENDENCYPART_SIBL
(29,24),(29,25),0.474714 # DEPENDENCYPART_SIBL
(29,24),(29,26),0.250339 # DEPENDENCYPART_SIBL
(29,24),(29,27),-0.485775 # DEPENDENCYPART_SIBL
(29,24),(29,28),0.155956 # DEPENDENCYPART_SIBL
(29,24),(29,30),-0.0192003 # DEPENDENCYPART_SIBL
(29,24),(29,31),0.0479844 # DEPENDENCYPART_SIBL
(29,24),(29,32),0.0158794 # DEPENDENCYPART_SIBL
(29,24),(29,33),-0.476314 # DEPENDENCYPART_SIBL
(29,25),(29,26),-0.101626 # DEPENDENCYPART_SIBL
(29,25),(29,27),-0.13189 # DEPENDENCYPART_SIBL
(29,25),(29,28),0.0993583 # DEPENDENCYPART_SIBL
(29,25),(29,30),-0.0187812 # DEPENDENCYPART_SIBL
(29,25),(29,31),0.0528748 # DEPENDENCYPART_SIBL
(29,25),(29,32),0.0329183 # DEPENDENCYPART_SIBL
(29,25),(29,33),0.109595 # DEPENDENCYPART_SIBL
(29,26),(29,27),-0.13775 # DEPENDENCYPART_SIBL
(29,26),(29,28),0.113255 # DEPENDENCYPART_SIBL
(29,26),(29,30),-0.0322342 # DEPENDENCYPART_SIBL
(29,26),(29,31),0.0368809 # DEPENDENCYPART_SIBL
(29,26),(29,32),0.01775 # DEPENDENCYPART_SIBL
(29,26),(29,33),0.0351916 # DEPENDENCYPART_SIBL
(29,27),(29,28),0.0903253 # DEPENDENCYPART_SIBL
(29,27),(29,30),-0.019125 # DEPENDENCYPART_SIBL
(29,27),(29,31),0.0118744 # DEPENDENCYPART_SIBL
(29,27),(29,32),-0.0302004 # DEPENDENCYPART_SIBL
(29,27),(29,33),-0.486904 # DEPENDENCYPART_SIBL
(29,28),(29,30),-0.0718498 # DEPENDENCYPART_SIBL
(29,28),(29,31),0.018977 # DEPENDENCYPART_SIBL
(29,28),(29,32),-0.00113185 # DEPENDENCYPART_SIBL
(29,28),(29,33),0.0972256 # DEPENDENCYPART_SIBL
(29,30),(29,31),-0.000702599 # DEPENDENCYPART_SIBL
(29,30),(29,32),-0.01904 # DEPENDENCYPART_SIBL
(29,30),(29,33),-0.0215935 # DEPENDENCYPART_SIBL
(29,31),(29,32),-0.024333 # DEPENDENCYPART_SIBL
(29,31),(29,33),0.0355851 # DEPENDENCYPART_SIBL
(29,32),(29,33),0.0590086 # DEPENDENCYPART_SIBL
(30,31),(30,32),-0.279012 # DEPENDENCYPART_SIBL
(31,1),(31,4),-0.0287327 # DEPENDENCYPART_SIBL
(31,1),(31,5),-0.64474 # DEPENDENCYPART_SIBL
(31,1),(31,7),0.237819 # DEPENDENCYPART_SIBL
(31,1),(31,12),0.0925912 # DEPENDENCYPART_SIBL
(31,1),(31,15),-0.64474 # DEPENDENCYPART_SIBL
(31,1),(31,17),0.222198 # DEPENDENCYPART_SIBL
(31,1),(31,21),0.0314305 # DEPENDENCYPART_SIBL
(31,1),(31,22),0.0526548 # DEPENDENCYPART_SIBL
(31,1),(31,23),-0.014792 # DEPENDENCYPART_SIBL
(31,1),(31,24),-0.234139 # DEPENDENCYPART_SIBL
(31,1),(31,25),0.0418788 # DEPENDENCYPART_SIBL
(31,1),(31,26),0.0217882 # DEPENDENCYPART_SIBL
(31,1),(31,27),-0.344596 # DEPENDENCYPART_SIBL
(31,1),(31,28),0.376719 # DEPENDENCYPART_SIBL
(31,1),(31,29),0.115866 # DEPENDENCYPART_SIBL
(31,1),(31,30),0.0488085 # DEPENDENCYPART_SIBL
(31,1),(31,32),0.0620734 # DEPENDENCYPART_SIBL
(31,1),(31,33),-0.176408 # DEPENDENCYPART_SIBL
(31,4),(31,5),-0.354735 # DEPENDENCYPART_SIBL
(31,4),(31,7),-0.043746 # DEPENDENCYPART_SIBL
(31,4),(31,12),-0.0697135 # DEPENDENCYPART_SIBL
(31,4),(31,15),-0.354735 # DEPENDENCYPART_SIBL
(31,4),(31,17),-0.0353 # DEPENDENCYPART_SIBL
(31,4),(31,21),-0.0963234 # DEPENDENCYPART_SIBL
(31,4),(31,22),-0.0279865 # DEPENDENCYPART_SIBL
(31,4),(31,23),-0.198312 # DEPENDENCYPART_SIBL
(31,4),(31,24),-0.313294 # DEPENDENCYPART_SIBL
(31,4),(31,25),-0.0737639 # DEPENDENCYPART_SIBL
(31,4),(31,26),-0.0981325 # DEPENDENCYPART_SIBL
(31,4),(31,27),-0.14493 # DEPENDENCYPART_SIBL
(31,4),(31,28),0.0711514 # DEPENDENCYPART_SIBL
(31,4),(31,29),-0.109302 # DEPENDENCYPART_SIBL
(31,4),(31,30),0.130601 # DEPENDENCYPART_SIBL
(31,4),(31,32),0.0138841 # DEPENDENCYPART_SIBL
(31,4),(31,33),0.0145109 # DEPENDENCYPART_SIBL
(31,5),(31,7),0.17226 # DEPENDENCYPART_SIBL
(31,5),(31,12),0.300129 # DEPENDENCYPART_SIBL
(31,5),(31,15),-1.28195 # DEPENDENCYPART_SIBL
(31,5),(31,17),0.144909 # DEPENDENCYPART_SIBL
(31,5),(31,21),0.19503 # DEPENDENCYPART_SIBL
(31,5),(31,22),0.132535 # DEPENDENCYPART_SIBL
(31,5),(31,23),0.0297257 # DEPENDENCYPART_SIBL
(31,5),(31,24),-0.704679 # DEPENDENCYPART_SIBL
(31,5),(31,25),0.29667 # DEPENDENCYPART_SIBL
(31,5),(31,26),0.177079 # DEPENDENCYPART_SIBL
(31,5),(31,27),-0.54282 # DEPENDENCYPART_SIBL
(31,5),(31,28),0.223619 # DEPENDENCYPART_SIBL
(31,5),(31,29),0.262536 # DEPENDENCYPART_SIBL
(31,5),(31,30),0.117387 # DEPENDENCYPART_SIBL
(31,5),(31,32),0.0946857 # DEPENDENCYPART_SIBL
(31,5),(31,33),-0.501959 # DEPENDENCYPART_SIBL
(31,7),(31,12),0.0510509 # DEPENDENCYPART_SIBL
(31,7),(31,15),-0.668825 # DEPENDENCYPART_SIBL
(31,7),(31,17),-0.734817 # DEPENDENCYPART_SIBL
(31,7),(31,21),0.00687836 # DEPENDENCYPART_SIBL
(31,7),(31,22),-0.0265035 # DEPENDENCYPART_SIBL
(31,7),(31,23),-0.143165 # DEPENDENCYPART_SIBL
(31,7),(31,24),-0.704565 # DEPENDENCYPART_SIBL
(31,7),(31,25),0.0829449 # DEPENDENCYPART_SIBL
(31,7),(31,26),-0.00279961 # DEPENDENCYPART_SIBL
(31,7),(31,27),-0.487474 # DEPENDENCYPART_SIBL
(31,7),(31,28),0.0234588 # DEPENDENCYPART_SIBL
(31,7),(31,29),0.0142094 # DEPENDENCYPART_SIBL
(31,7),(31,30),0.00631711 # DEPENDENCYPART_SIBL
(31,7),(31,32),0.0127361 # DEPENDENCYPART_SIBL
(31,7),(31,33),-0.03938 # DEPENDENCYPART_SIBL
(31,12),(31,15),-0.286814 # DEPENDENCYPART_SIBL
(31,12),(31,17),-0.00609744 # DEPENDENCYPART_SIBL
(31,12),(31,21),-0.0455741 # DEPENDENCYPART_SIBL
(31,12),(31,22),0.0206028 # DEPENDENCYPART_SIBL
(31,12),(31,23),-0.100639 # DEPENDENCYPART_SIBL
(31,12),(31,24),-0.231133 # DEPENDENCYPART_SIBL
(31,12),(31,25),-0.0198966 # DEPENDENCYPART_SIBL
(31,12),(31,26),-0.0473832 # DEPENDENCYPART_SIBL
(31,12),(31,27),-0.128492 # DEPENDENCYPART_SIBL
(31,12),(31,28),0.132888 # DEPENDENCYPART_SIBL
(31,12),(31,29),-0.0573759 # DEPENDENCYPART_SIBL
(31,12),(31,30),0.258264 # DEPENDENCYPART_SIBL
(31,12),(31,32),0.0782492 # DEPENDENCYPART_SIBL
(31,12),(31,33),0.037022 # DEPENDENCYPART_SIBL
(31,15),(31,17),0.144909 # DEPENDENCYPART_SIBL
(31,15),(31,21),0.19503 # DEPENDENCYPART_SIBL
(31,15),(31,22),0.132535 # DEPENDENCYPART_SIBL
(31,15),(31,23),0.0297257 # DEPENDENCYPART_SIBL
(31,15),(31,24),-0.704679 # DEPENDENCYPART_SIBL
(31,15),(31,25),0.29667 # DEPENDENCYPART_SIBL
(31,15),(31,26),0.177079 # DEPENDENCYPART_SIBL
(31,15),(31,27),-0.54282 # DEPENDENCYPART_SIBL
(31,15),(31,28),0.223619 # DEPENDENCYPART_SIBL
(31,15),(31,29),0.262536 # DEPENDENCYPART_SIBL
(31,15),(31,30),0.117387 # DEPENDENCYPART_SIBL
(31,15),(31,32),0.0946857 # DEPENDENCYPART_SIBL
(31,15),(31,33),-0.501959 # DEPENDENCYPART_SIBL
(31,17),(31,21),-0.0044533 # DEPENDENCYPART_SIBL
(31,17),(31,22),-0.0454095 # DEPENDENCYPART_SIBL
(31,17),(31,23),-0.156025 # DEPENDENCYPART_SIBL
(31,17),(31,24),-0.711105 # DEPENDENCYPART_SIBL
(31,17),(31,25),0.0716133 # DEPENDENCYPART_SIBL
(31,17),(31,26),-0.0141313 # DEPENDENCYPART_SIBL
(31,17),(31,27),-0.495851 # DEPENDENCYPART_SIBL
(31,17),(31,28),0.0164909 # DEPENDENCYPART_SIBL
(31,17),(31,29),0.00287774 # DEPENDENCYPART_SIBL
(31,17),(31,30),-0.00742293 # DEPENDENCYPART_SIBL
(31,17),(31,32),0.0430846 # DEPENDENCYPART_SIBL
(31,17),(31,33),0.00769513 # DEPENDENCYPART_SIBL
(31,21),(31,22),0.010741 # DEPENDENCYPART_SIBL
(31,21),(31,23),-0.10446 # DEPENDENCYPART_SIBL
(31,21),(31,24),-0.253174 # DEPENDENCYPART_SIBL
(31,21),(31,25),-0.0436356 # DEPENDENCYPART_SIBL
(31,21),(31,26),-0.0711222 # DEPENDENCYPART_SIBL
(31,21),(31,27),-0.138275 # DEPENDENCYPART_SIBL
(31,21),(31,28),0.110847 # DEPENDENCYPART_SIBL
(31,21),(31,29),-0.081115 # DEPENDENCYPART_SIBL
(31,21),(31,30),0.254941 # DEPENDENCYPART_SIBL
(31,21),(31,32),0.0404471 # DEPENDENCYPART_SIBL
(31,21),(31,33),0.0142368 # DEPENDENCYPART_SIBL
(31,22),(31,23),-0.0625444 # DEPENDENCYPART_SIBL
(31,22),(31,24),-0.26185 # DEPENDENCYPART_SIBL
(31,22),(31,25),0.0554558 # DEPENDENCYPART_SIBL
(31,22),(31,26),0.0380622 # DEPENDENCYPART_SIBL
(31,22),(31,27),-0.292613 # DEPENDENCYPART_SIBL
(31,22),(31,28),0.148469 # DEPENDENCYPART_SIBL
(31,22),(31,29),0.114124 # DEPENDENCYPART_SIBL
(31,22),(31,30),0.0706814 # DEPENDENCYPART_SIBL
(31,22),(31,32),0.0622192 # DEPENDENCYPART_SIBL
(31,22),(31,33),0.0127632 # DEPENDENCYPART_SIBL
(31,23),(31,24),-0.496168 # DEPENDENCYPART_SIBL
(31,23),(31,25),-0.129415 # DEPENDENCYPART_SIBL
(31,23),(31,26),-0.136611 # DEPENDENCYPART_SIBL
(31,23),(31,27),-0.349719 # DEPENDENCYPART_SIBL
(31,23),(31,28),0.0301544 # DEPENDENCYPART_SIBL
(31,23),(31,29),-0.0408461 # DEPENDENCYPART_SIBL
(31,23),(31,30),-0.0908837 # DEPENDENCYPART_SIBL
(31,23),(31,32),0.0506808 # DEPENDENCYPART_SIBL
(31,23),(31,33),-0.0382485 # DEPENDENCYPART_SIBL
(31,24),(31,25),0.43974 # DEPENDENCYPART_SIBL
(31,24),(31,26),0.215364 # DEPENDENCYPART_SIBL
(31,24),(31,27),-0.5001 # DEPENDENCYPART_SIBL
(31,24),(31,28),0.140929 # DEPENDENCYPART_SIBL
(31,24),(31,29),0.320049 # DEPENDENCYPART_SIBL
(31,24),(31,30),0.475602 # DEPENDENCYPART_SIBL
(31,24),(31,32),0.0319806 # DEPENDENCYPART_SIBL
(31,24),(31,33),-0.498488 # DEPENDENCYPART_SIBL
(31,25),(31,26),-0.110244 # DEPENDENCYPART_SIBL
(31,25),(31,27),-0.130048 # DEPENDENCYPART_SIBL
(31,25),(31,28),0.0993659 # DEPENDENCYPART_SIBL
(31,25),(31,29),-0.120236 # DEPENDENCYPART_SIBL
(31,25),(31,30),0.325781 # DEPENDENCYPART_SIBL
(31,25),(31,32),0.0644955 # DEPENDENCYPART_SIBL
(31,25),(31,33),0.0971157 # DEPENDENCYPART_SIBL
(31,26),(31,27),-0.135908 # DEPENDENCYPART_SIBL
(31,26),(31,28),0.113263 # DEPENDENCYPART_SIBL
(31,26),(31,29),-0.0790123 # DEPENDENCYPART_SIBL
(31,26),(31,30),0.262212 # DEPENDENCYPART_SIBL
(31,26),(31,32),0.0493322 # DEPENDENCYPART_SIBL
(31,26),(31,33),0.0227165 # DEPENDENCYPART_SIBL
(31,27),(31,28),0.0739365 # DEPENDENCYPART_SIBL
(31,27),(31,29),0.11945 # DEPENDENCYPART_SIBL
(31,27),(31,30),-0.00200507 # DEPENDENCYPART_SIBL
(31,27),(31,32),-0.00439457 # DEPENDENCYPART_SIBL
(31,27),(31,33),-0.489363 # DEPENDENCYPART_SIBL
(31,28),(31,29),0.213046 # DEPENDENCYPART_SIBL
(31,28),(31,30),0.354831 # DEPENDENCYPART_SIBL
(31,28),(31,32),0.013652 # DEPENDENCYPART_SIBL
(31,28),(31,33),0.0789176 # DEPENDENCYPART_SIBL
(31,29),(31,30),0.34084 # DEPENDENCYPART_SIBL
(31,29),(31,32),0.131072 # DEPENDENCYPART_SIBL
(31,29),(31,33),0.134301 # DEPENDENCYPART_SIBL
(31,30),(31,32),0.125295 # DEPENDENCYPART_SIBL
(31,30),(31,33),0.0416665 # DEPENDENCYPART_SIBL
(31,32),(31,33),0.081395 # DEPENDENCYPART_SIBL
(32,1),(32,4),-0.0397285 # DEPENDENCYPART_SIBL
(32,1),(32,5),-0.653898 # DEPENDENCYPART_SIBL
(32,1),(32,7),0.236694 # DEPENDENCYPART_SIBL
(32,1),(32,12),0.0815953 # DEPENDENCYPART_SIBL
(32,1),(32,13),-0.0289062 # DEPENDENCYPART_SIBL
(32,1),(32,14),-0.351264 # DEPENDENCYPART_SIBL
(32,1),(32,15),-0.653898 # DEPENDENCYPART_SIBL
(32,1),(32,17),0.221073 # DEPENDENCYPART_SIBL
(32,1),(32,20),0.253691 # DEPENDENCYPART_SIBL
(32,1),(32,21),0.0204346 # DEPENDENCYPART_SIBL
