# _root_ Per_tant , els que se sentin posseïts per aquesta tendència es mereixen tota la comprensió i el respecte , però l' han de dominar i no exercir -la en actes concrets .
#goldHeads=12,1,6,6,6,12,6,7,10,8,12,0,14,15,12,15,18,15,12,12,24,24,24,12,24,27,24,27,27,29,30,12,
#predictedHeads=12,1,6,6,6,12,6,7,10,8,12,0,14,15,12,15,18,15,12,12,24,24,24,12,24,27,24,27,27,29,30,12,
(6,10),(10,7),0.643126 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.306132 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.197767 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.0111864 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.0521218 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),0.0384267 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),0.0494777 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),-1.13407 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-1.15755 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-0.377498 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-0.553564 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.774328 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),0.4789 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.130928 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.465163 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.122288 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),0.590109 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.0237421 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.026923 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),0.0763754 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.0345673 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.265558 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),0.680334 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),-0.0277794 # DEPENDENCYPART_GRANDPAR
(6,12),(12,23),0.196249 # DEPENDENCYPART_GRANDPAR
(6,12),(12,24),0.177878 # DEPENDENCYPART_GRANDPAR
(6,12),(12,25),-0.248153 # DEPENDENCYPART_GRANDPAR
(6,12),(12,27),0.286416 # DEPENDENCYPART_GRANDPAR
(6,12),(12,29),-0.00507673 # DEPENDENCYPART_GRANDPAR
(6,12),(12,31),-0.343054 # DEPENDENCYPART_GRANDPAR
(6,12),(12,32),-1.03163 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-0.512515 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,8),0.300183 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),0.240481 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.0805498 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.170465 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),0.0642787 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),0.0469197 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.25385 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.390921 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),0.663432 # DEPENDENCYPART_GRANDPAR
(6,15),(15,22),0.0736721 # DEPENDENCYPART_GRANDPAR
(6,15),(15,23),0.344322 # DEPENDENCYPART_GRANDPAR
(6,15),(15,24),0.27968 # DEPENDENCYPART_GRANDPAR
(6,15),(15,27),0.385931 # DEPENDENCYPART_GRANDPAR
(6,15),(15,31),-0.358296 # DEPENDENCYPART_GRANDPAR
(6,15),(15,32),-1.13262 # DEPENDENCYPART_GRANDPAR
(6,18),(18,6),-0.485541 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,18),(18,8),0.317175 # DEPENDENCYPART_GRANDPAR
(6,18),(18,12),0.267455 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),-0.0598043 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),-0.14971 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),0.22219 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.318593 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-0.299357 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.4194 # DEPENDENCYPART_GRANDPAR
(6,18),(18,21),0.650394 # DEPENDENCYPART_GRANDPAR
(6,18),(18,22),0.0480585 # DEPENDENCYPART_GRANDPAR
(6,18),(18,23),0.347174 # DEPENDENCYPART_GRANDPAR
(6,18),(18,24),0.254067 # DEPENDENCYPART_GRANDPAR
(6,18),(18,25),-0.201069 # DEPENDENCYPART_GRANDPAR
(6,18),(18,31),-0.371294 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-0.0162561 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),-0.275544 # DEPENDENCYPART_GRANDPAR
(6,22),(22,2),-1.15996 # DEPENDENCYPART_GRANDPAR
(6,22),(22,4),-0.555961 # DEPENDENCYPART_GRANDPAR
(6,22),(22,15),-0.0559104 # DEPENDENCYPART_GRANDPAR
(6,22),(22,18),0.0441078 # DEPENDENCYPART_GRANDPAR
(6,22),(22,19),0.114307 # DEPENDENCYPART_GRANDPAR
(6,22),(22,20),-0.474696 # DEPENDENCYPART_GRANDPAR
(6,22),(22,21),0.75126 # DEPENDENCYPART_GRANDPAR
(6,22),(22,23),0.116507 # DEPENDENCYPART_GRANDPAR
(6,22),(22,24),0.109936 # DEPENDENCYPART_GRANDPAR
(6,22),(22,25),-0.298014 # DEPENDENCYPART_GRANDPAR
(6,22),(22,27),0.218473 # DEPENDENCYPART_GRANDPAR
(6,22),(22,29),-0.0690768 # DEPENDENCYPART_GRANDPAR
(6,22),(22,32),-1.09874 # DEPENDENCYPART_GRANDPAR
(6,23),(23,14),-0.39726 # DEPENDENCYPART_GRANDPAR
(6,23),(23,24),0.288683 # DEPENDENCYPART_GRANDPAR
(6,23),(23,25),-0.258802 # DEPENDENCYPART_GRANDPAR
(6,23),(23,26),-0.203614 # DEPENDENCYPART_GRANDPAR
(6,23),(23,27),0.378676 # DEPENDENCYPART_GRANDPAR
(6,23),(23,29),-0.194716 # DEPENDENCYPART_GRANDPAR
(6,24),(24,1),-1.13402 # DEPENDENCYPART_GRANDPAR
(6,24),(24,2),-1.1575 # DEPENDENCYPART_GRANDPAR
(6,24),(24,4),-0.553514 # DEPENDENCYPART_GRANDPAR
(6,24),(24,6),-0.778626 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,24),(24,7),0.473223 # DEPENDENCYPART_GRANDPAR
(6,24),(24,8),0.12399 # DEPENDENCYPART_GRANDPAR
(6,24),(24,10),0.115786 # DEPENDENCYPART_GRANDPAR
(6,24),(24,12),-0.0338667 # DEPENDENCYPART_GRANDPAR
(6,24),(24,14),-0.45296 # DEPENDENCYPART_GRANDPAR
(6,24),(24,15),-0.0220169 # DEPENDENCYPART_GRANDPAR
(6,24),(24,16),-0.186367 # DEPENDENCYPART_GRANDPAR
(6,24),(24,17),-0.613694 # DEPENDENCYPART_GRANDPAR
(6,24),(24,18),0.0780013 # DEPENDENCYPART_GRANDPAR
(6,24),(24,19),0.153768 # DEPENDENCYPART_GRANDPAR
(6,24),(24,20),-0.434682 # DEPENDENCYPART_GRANDPAR
(6,24),(24,21),0.835595 # DEPENDENCYPART_GRANDPAR
(6,24),(24,22),0.263405 # DEPENDENCYPART_GRANDPAR
(6,24),(24,23),0.235217 # DEPENDENCYPART_GRANDPAR
(6,24),(24,25),-0.251687 # DEPENDENCYPART_GRANDPAR
(6,24),(24,26),-0.186187 # DEPENDENCYPART_GRANDPAR
(6,24),(24,27),0.274908 # DEPENDENCYPART_GRANDPAR
(6,24),(24,28),-0.0712479 # DEPENDENCYPART_GRANDPAR
(6,24),(24,29),-0.00102411 # DEPENDENCYPART_GRANDPAR
(6,24),(24,31),-0.348377 # DEPENDENCYPART_GRANDPAR
(6,24),(24,32),-1.04147 # DEPENDENCYPART_GRANDPAR
(6,27),(27,1),-1.13402 # DEPENDENCYPART_GRANDPAR
(6,27),(27,2),-1.1575 # DEPENDENCYPART_GRANDPAR
(6,27),(27,6),-0.765833 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,27),(27,7),0.481095 # DEPENDENCYPART_GRANDPAR
(6,27),(27,8),0.147323 # DEPENDENCYPART_GRANDPAR
(6,27),(27,12),-0.0210737 # DEPENDENCYPART_GRANDPAR
(6,27),(27,14),-0.445081 # DEPENDENCYPART_GRANDPAR
(6,27),(27,15),-0.0199447 # DEPENDENCYPART_GRANDPAR
(6,27),(27,18),0.0800735 # DEPENDENCYPART_GRANDPAR
(6,27),(27,19),0.162408 # DEPENDENCYPART_GRANDPAR
(6,27),(27,20),-0.420428 # DEPENDENCYPART_GRANDPAR
(6,27),(27,21),0.84338 # DEPENDENCYPART_GRANDPAR
(6,27),(27,22),0.276198 # DEPENDENCYPART_GRANDPAR
(6,27),(27,23),0.26237 # DEPENDENCYPART_GRANDPAR
(6,27),(27,24),0.275935 # DEPENDENCYPART_GRANDPAR
(6,27),(27,25),-0.393722 # DEPENDENCYPART_GRANDPAR
(6,27),(27,26),0.0420129 # DEPENDENCYPART_GRANDPAR
(6,27),(27,28),-0.0566152 # DEPENDENCYPART_GRANDPAR
(6,27),(27,29),0.0225664 # DEPENDENCYPART_GRANDPAR
(6,27),(27,30),-0.390533 # DEPENDENCYPART_GRANDPAR
(6,27),(27,31),-0.333721 # DEPENDENCYPART_GRANDPAR
(6,27),(27,32),-1.02682 # DEPENDENCYPART_GRANDPAR
(6,29),(29,25),-0.248674 # DEPENDENCYPART_GRANDPAR
(6,29),(29,28),0.444552 # DEPENDENCYPART_GRANDPAR
(6,29),(29,30),-0.222806 # DEPENDENCYPART_GRANDPAR
(6,29),(29,31),-0.368941 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),0.0156756 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.446072 # DEPENDENCYPART_GRANDPAR
(7,1),(1,8),-0.372205 # DEPENDENCYPART_GRANDPAR
(7,1),(1,12),-0.735135 # DEPENDENCYPART_GRANDPAR
(7,1),(1,19),-1.07405 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.217465 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.957211 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-1.10585 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-1.32277 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.571762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,10),0.27952 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.137352 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.0843763 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.292612 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),-0.135069 # DEPENDENCYPART_GRANDPAR
(7,8),(8,23),-0.0825558 # DEPENDENCYPART_GRANDPAR
(7,8),(8,25),-0.307802 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.881077 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-1.33041 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.509057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.377706 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.0399032 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.103024 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.386273 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.442675 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.148073 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-0.895854 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-0.890216 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-1.11457 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-0.0437662 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-1.4094 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.58316 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),0.316024 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.243742 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.0608722 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.203158 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.289252 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.390581 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.0522708 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-0.346009 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),-0.141906 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),-0.419381 # DEPENDENCYPART_GRANDPAR
(7,12),(12,22),-0.507072 # DEPENDENCYPART_GRANDPAR
(7,12),(12,23),-0.0866342 # DEPENDENCYPART_GRANDPAR
(7,12),(12,24),-0.318331 # DEPENDENCYPART_GRANDPAR
(7,12),(12,25),-0.405771 # DEPENDENCYPART_GRANDPAR
(7,12),(12,27),-0.231248 # DEPENDENCYPART_GRANDPAR
(7,12),(12,29),0.185052 # DEPENDENCYPART_GRANDPAR
(7,12),(12,31),-0.0547447 # DEPENDENCYPART_GRANDPAR
(7,12),(12,32),-0.9271 # DEPENDENCYPART_GRANDPAR
(7,15),(15,6),-1.33041 # DEPENDENCYPART_GRANDPAR
(7,15),(15,8),0.378913 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),0.16374 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.229089 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.148839 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.420791 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.142783 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.411569 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-0.261005 # DEPENDENCYPART_GRANDPAR
(7,15),(15,21),-0.526081 # DEPENDENCYPART_GRANDPAR
(7,15),(15,22),-0.543553 # DEPENDENCYPART_GRANDPAR
(7,15),(15,23),-0.0784437 # DEPENDENCYPART_GRANDPAR
(7,15),(15,24),-0.358073 # DEPENDENCYPART_GRANDPAR
(7,15),(15,27),-0.270314 # DEPENDENCYPART_GRANDPAR
(7,15),(15,31),-0.116589 # DEPENDENCYPART_GRANDPAR
(7,15),(15,32),-0.965899 # DEPENDENCYPART_GRANDPAR
(7,18),(18,6),-1.33041 # DEPENDENCYPART_GRANDPAR
(7,18),(18,8),0.374087 # DEPENDENCYPART_GRANDPAR
(7,18),(18,12),0.1662 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),-0.232597 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),-0.152337 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.187447 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.0309738 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.431476 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),-0.27292 # DEPENDENCYPART_GRANDPAR
(7,18),(18,21),-0.529973 # DEPENDENCYPART_GRANDPAR
(7,18),(18,22),-0.553153 # DEPENDENCYPART_GRANDPAR
(7,18),(18,23),-0.0735745 # DEPENDENCYPART_GRANDPAR
(7,18),(18,24),-0.367673 # DEPENDENCYPART_GRANDPAR
(7,18),(18,25),-0.45637 # DEPENDENCYPART_GRANDPAR
(7,18),(18,31),-0.12011 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.0978412 # DEPENDENCYPART_GRANDPAR
(7,20),(20,19),-0.39746 # DEPENDENCYPART_GRANDPAR
(7,23),(23,14),-0.118495 # DEPENDENCYPART_GRANDPAR
(7,23),(23,24),-0.190394 # DEPENDENCYPART_GRANDPAR
(7,23),(23,25),-0.357995 # DEPENDENCYPART_GRANDPAR
(7,23),(23,26),-0.158799 # DEPENDENCYPART_GRANDPAR
(7,23),(23,27),-0.113792 # DEPENDENCYPART_GRANDPAR
(7,23),(23,29),-0.0684012 # DEPENDENCYPART_GRANDPAR
(7,24),(24,1),-0.895854 # DEPENDENCYPART_GRANDPAR
(7,24),(24,2),-0.890216 # DEPENDENCYPART_GRANDPAR
(7,24),(24,4),-0.0437662 # DEPENDENCYPART_GRANDPAR
(7,24),(24,6),-1.4094 # DEPENDENCYPART_GRANDPAR
(7,24),(24,7),-0.582757 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,24),(24,8),0.315781 # DEPENDENCYPART_GRANDPAR
(7,24),(24,10),0.0605424 # DEPENDENCYPART_GRANDPAR
(7,24),(24,12),0.012193 # DEPENDENCYPART_GRANDPAR
(7,24),(24,14),-0.350289 # DEPENDENCYPART_GRANDPAR
(7,24),(24,15),-0.311209 # DEPENDENCYPART_GRANDPAR
(7,24),(24,16),-0.434352 # DEPENDENCYPART_GRANDPAR
(7,24),(24,17),-0.24757 # DEPENDENCYPART_GRANDPAR
(7,24),(24,18),-0.0811421 # DEPENDENCYPART_GRANDPAR
(7,24),(24,19),-0.170245 # DEPENDENCYPART_GRANDPAR
(7,24),(24,20),-0.130488 # DEPENDENCYPART_GRANDPAR
(7,24),(24,21),-0.208419 # DEPENDENCYPART_GRANDPAR
(7,24),(24,22),-0.326465 # DEPENDENCYPART_GRANDPAR
(7,24),(24,23),-0.093186 # DEPENDENCYPART_GRANDPAR
(7,24),(24,25),-0.40429 # DEPENDENCYPART_GRANDPAR
(7,24),(24,26),-0.137374 # DEPENDENCYPART_GRANDPAR
(7,24),(24,27),-0.234389 # DEPENDENCYPART_GRANDPAR
(7,24),(24,28),-0.628243 # DEPENDENCYPART_GRANDPAR
(7,24),(24,29),0.193673 # DEPENDENCYPART_GRANDPAR
(7,24),(24,31),-0.0547344 # DEPENDENCYPART_GRANDPAR
(7,24),(24,32),-0.928296 # DEPENDENCYPART_GRANDPAR
(7,27),(27,1),-0.895854 # DEPENDENCYPART_GRANDPAR
(7,27),(27,2),-0.890216 # DEPENDENCYPART_GRANDPAR
(7,27),(27,6),-1.4094 # DEPENDENCYPART_GRANDPAR
(7,27),(27,7),-0.582766 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,27),(27,8),0.325411 # DEPENDENCYPART_GRANDPAR
(7,27),(27,12),0.0137946 # DEPENDENCYPART_GRANDPAR
(7,27),(27,14),-0.350293 # DEPENDENCYPART_GRANDPAR
(7,27),(27,15),-0.312031 # DEPENDENCYPART_GRANDPAR
(7,27),(27,18),-0.0819648 # DEPENDENCYPART_GRANDPAR
(7,27),(27,19),-0.170862 # DEPENDENCYPART_GRANDPAR
(7,27),(27,20),-0.126499 # DEPENDENCYPART_GRANDPAR
(7,27),(27,21),-0.208507 # DEPENDENCYPART_GRANDPAR
(7,27),(27,22),-0.324864 # DEPENDENCYPART_GRANDPAR
(7,27),(27,23),-0.079573 # DEPENDENCYPART_GRANDPAR
(7,27),(27,24),-0.241529 # DEPENDENCYPART_GRANDPAR
(7,27),(27,25),-0.445744 # DEPENDENCYPART_GRANDPAR
(7,27),(27,26),0.00510595 # DEPENDENCYPART_GRANDPAR
(7,27),(27,28),-0.628257 # DEPENDENCYPART_GRANDPAR
(7,27),(27,29),0.195348 # DEPENDENCYPART_GRANDPAR
(7,27),(27,30),-0.233194 # DEPENDENCYPART_GRANDPAR
(7,27),(27,31),-0.0547344 # DEPENDENCYPART_GRANDPAR
(7,27),(27,32),-0.931754 # DEPENDENCYPART_GRANDPAR
(7,29),(29,25),-0.263309 # DEPENDENCYPART_GRANDPAR
(7,29),(29,28),-0.227089 # DEPENDENCYPART_GRANDPAR
(7,29),(29,30),-0.2225 # DEPENDENCYPART_GRANDPAR
(7,29),(29,31),-0.109216 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.456082 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.453851 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.138365 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.250095 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.529347 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.603123 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.299562 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.262979 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.5875 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,10),-0.290068 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.750424 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.833086 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.575022 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-0.720452 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-1.40481 # DEPENDENCYPART_GRANDPAR
(8,6),(6,20),-1.37328 # DEPENDENCYPART_GRANDPAR
(8,6),(6,22),-1.43618 # DEPENDENCYPART_GRANDPAR
(8,6),(6,23),-1.7197 # DEPENDENCYPART_GRANDPAR
(8,6),(6,24),-1.23358 # DEPENDENCYPART_GRANDPAR
(8,6),(6,25),-0.945091 # DEPENDENCYPART_GRANDPAR
(8,6),(6,27),-1.25076 # DEPENDENCYPART_GRANDPAR
(8,6),(6,29),-1.12852 # DEPENDENCYPART_GRANDPAR
(8,6),(6,32),-2.2581 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.371748 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.419266 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.59528 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.48169 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,10),-0.168059 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.578189 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.711078 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.474851 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-0.598443 # DEPENDENCYPART_GRANDPAR
(8,7),(7,19),-1.29906 # DEPENDENCYPART_GRANDPAR
(8,7),(7,20),-1.27357 # DEPENDENCYPART_GRANDPAR
(8,7),(7,23),-1.60908 # DEPENDENCYPART_GRANDPAR
(8,7),(7,24),-1.06134 # DEPENDENCYPART_GRANDPAR
(8,7),(7,25),-0.84492 # DEPENDENCYPART_GRANDPAR
(8,7),(7,27),-1.07853 # DEPENDENCYPART_GRANDPAR
(8,7),(7,29),-1.0112 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-1.10474 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-1.33836 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-1.07953 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.735053 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),1.0058 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.438596 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),0.0696771 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),0.307332 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),0.178913 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-1.1188 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-1.28878 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-1.46833 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-1.41239 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-1.43691 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-1.07816 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.695679 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.932445 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.588223 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.0965998 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),0.290651 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),0.362008 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),0.40279 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.365089 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.446202 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),0.00793219 # DEPENDENCYPART_GRANDPAR
(8,12),(12,22),-0.376002 # DEPENDENCYPART_GRANDPAR
(8,12),(12,23),-0.9191 # DEPENDENCYPART_GRANDPAR
(8,12),(12,24),-0.12727 # DEPENDENCYPART_GRANDPAR
(8,12),(12,25),-0.00806039 # DEPENDENCYPART_GRANDPAR
(8,12),(12,27),-0.139598 # DEPENDENCYPART_GRANDPAR
(8,12),(12,29),-0.199145 # DEPENDENCYPART_GRANDPAR
(8,12),(12,31),-0.19597 # DEPENDENCYPART_GRANDPAR
(8,12),(12,32),-1.32728 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-1.33836 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.737769 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,12),0.235008 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.560112 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.53057 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),0.323868 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),0.17894 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.373616 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.617052 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.0428498 # DEPENDENCYPART_GRANDPAR
(8,15),(15,22),-0.30433 # DEPENDENCYPART_GRANDPAR
(8,15),(15,23),-0.620007 # DEPENDENCYPART_GRANDPAR
(8,15),(15,24),-0.051531 # DEPENDENCYPART_GRANDPAR
(8,15),(15,27),-0.0570569 # DEPENDENCYPART_GRANDPAR
(8,15),(15,31),-0.242568 # DEPENDENCYPART_GRANDPAR
(8,15),(15,32),-1.34366 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),-0.55804 # DEPENDENCYPART_GRANDPAR
(8,23),(23,14),-0.155646 # DEPENDENCYPART_GRANDPAR
(8,23),(23,24),-0.20919 # DEPENDENCYPART_GRANDPAR
(8,23),(23,25),-0.18883 # DEPENDENCYPART_GRANDPAR
(8,23),(23,26),-0.381208 # DEPENDENCYPART_GRANDPAR
(8,23),(23,27),-0.237172 # DEPENDENCYPART_GRANDPAR
(8,23),(23,29),-0.527266 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),0.0359437 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),0.00338848 # DEPENDENCYPART_GRANDPAR
(10,1),(1,8),0.13266 # DEPENDENCYPART_GRANDPAR
(10,1),(1,12),-1.38111 # DEPENDENCYPART_GRANDPAR
(10,1),(1,19),-1.55353 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.602071 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.0341966 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.861202 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),0.318836 # DEPENDENCYPART_GRANDPAR
