# _root_ Una altra de les marques de tabac negre , Gitanes , fixarà el_seu preu en 310 pessetes tant en la varietat amb filtre com sense filtre .
#goldHeads=2,12,2,5,3,5,6,7,10,2,10,0,14,12,12,17,15,19,12,21,19,21,22,19,19,25,12,
#predictedHeads=2,12,2,5,3,5,6,7,10,12,10,0,14,12,14,17,15,19,12,21,19,21,22,19,19,25,12,
(10,8),(8,9),0.516805 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.77286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.57959 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.971273 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-1.09719 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-0.971111 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.0694964 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.436913 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-1.09797 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-1.03856 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-1.23833 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.908338 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-1.22694 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.823656 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.593655 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.916622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.423148 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.163784 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),0.0631046 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.289713 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.177976 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.162584 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.123294 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.270836 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-0.00690348 # DEPENDENCYPART_GRANDPAR
(10,12),(12,23),-0.466792 # DEPENDENCYPART_GRANDPAR
(10,12),(12,24),-0.0350523 # DEPENDENCYPART_GRANDPAR
(10,12),(12,25),-0.294175 # DEPENDENCYPART_GRANDPAR
(10,12),(12,27),-1.19119 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-0.749886 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.736429 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.48711 # DEPENDENCYPART_GRANDPAR
(10,14),(14,11),0.4561 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.171346 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.703447 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.156193 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.363729 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.291828 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.2151 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.342592 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),-0.420489 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),-0.223299 # DEPENDENCYPART_GRANDPAR
(10,14),(14,24),-0.220171 # DEPENDENCYPART_GRANDPAR
(10,14),(14,25),-0.515582 # DEPENDENCYPART_GRANDPAR
(10,14),(14,27),-1.15142 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.0925233 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.335301 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.112873 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.18786 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.347579 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.314245 # DEPENDENCYPART_GRANDPAR
(10,15),(15,24),-0.226802 # DEPENDENCYPART_GRANDPAR
(10,15),(15,25),-0.503779 # DEPENDENCYPART_GRANDPAR
(10,16),(16,3),-0.845456 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.285486 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.053126 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.358801 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.191185 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.262133 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.391521 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-0.20539 # DEPENDENCYPART_GRANDPAR
(10,16),(16,25),-0.442314 # DEPENDENCYPART_GRANDPAR
(10,17),(17,3),-0.849086 # DEPENDENCYPART_GRANDPAR
(10,17),(17,6),-0.718866 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),0.00332098 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.0772743 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.204657 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.277223 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.381326 # DEPENDENCYPART_GRANDPAR
(10,17),(17,22),-0.223601 # DEPENDENCYPART_GRANDPAR
(10,17),(17,23),-0.577192 # DEPENDENCYPART_GRANDPAR
(10,24),(24,25),-0.342628 # DEPENDENCYPART_GRANDPAR
(10,24),(24,26),-0.445378 # DEPENDENCYPART_GRANDPAR
(10,24),(24,27),-1.18984 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.53455 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),0.582801 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),0.227619 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),0.482627 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),0.0469344 # DEPENDENCYPART_GRANDPAR
(12,2),(2,7),-0.0196667 # DEPENDENCYPART_GRANDPAR
(12,2),(2,8),-0.0354181 # DEPENDENCYPART_GRANDPAR
(12,2),(2,9),0.167941 # DEPENDENCYPART_GRANDPAR
(12,2),(2,10),0.201419 # DEPENDENCYPART_GRANDPAR
(12,2),(2,11),0.374447 # DEPENDENCYPART_GRANDPAR
(12,2),(2,12),-1.37018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,2),(2,14),-0.316477 # DEPENDENCYPART_GRANDPAR
(12,2),(2,15),-0.403177 # DEPENDENCYPART_GRANDPAR
(12,2),(2,21),-0.637076 # DEPENDENCYPART_GRANDPAR
(12,2),(2,23),-0.873232 # DEPENDENCYPART_GRANDPAR
(12,2),(2,27),-1.57405 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),0.633116 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.0845084 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.593084 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),0.276493 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-0.279236 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),-0.225627 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),-0.336325 # DEPENDENCYPART_GRANDPAR
(12,3),(3,9),0.210792 # DEPENDENCYPART_GRANDPAR
(12,3),(3,10),-0.0045395 # DEPENDENCYPART_GRANDPAR
(12,3),(3,11),0.417298 # DEPENDENCYPART_GRANDPAR
(12,3),(3,12),-1.56616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,3),(3,17),-0.792988 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),0.750583 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),0.0988116 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.435225 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.00261394 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),0.149442 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.0133226 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),0.00793607 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),0.370851 # DEPENDENCYPART_GRANDPAR
(12,5),(5,11),0.214442 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-1.44452 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,14),-0.37731 # DEPENDENCYPART_GRANDPAR
(12,5),(5,15),-0.342661 # DEPENDENCYPART_GRANDPAR
(12,5),(5,16),-0.864879 # DEPENDENCYPART_GRANDPAR
(12,5),(5,17),-0.646098 # DEPENDENCYPART_GRANDPAR
(12,5),(5,18),-0.556071 # DEPENDENCYPART_GRANDPAR
(12,5),(5,22),-0.475092 # DEPENDENCYPART_GRANDPAR
(12,5),(5,27),-1.6576 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.662942 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.225627 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.336325 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),0.210792 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),-0.0045395 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),0.417298 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-1.56616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,17),-0.792988 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),0.763304 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.414956 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.111293 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.00828469 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),0.0149074 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),0.367959 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),0.221413 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-1.44452 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,14),-0.377306 # DEPENDENCYPART_GRANDPAR
(12,7),(7,16),-0.864879 # DEPENDENCYPART_GRANDPAR
(12,7),(7,17),-0.646098 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.510542 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.135573 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),0.249944 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),0.201216 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.45645 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-1.46635 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,14),-0.38641 # DEPENDENCYPART_GRANDPAR
(12,8),(8,19),-0.352238 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.117962 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),0.0801427 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.100541 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.0469702 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.0851881 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.229443 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.44452 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,14),-0.377306 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.342611 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.864879 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.646098 # DEPENDENCYPART_GRANDPAR
(12,10),(10,24),-0.959538 # DEPENDENCYPART_GRANDPAR
(12,10),(10,27),-1.6576 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.0156678 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-0.225968 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.786925 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.803916 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.59741 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.442169 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),1.70836 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.247735 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.250192 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.0811369 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),0.0928635 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.123798 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),0.00874874 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.227951 # DEPENDENCYPART_GRANDPAR
(12,14),(14,24),-0.165547 # DEPENDENCYPART_GRANDPAR
(12,14),(14,25),-0.166473 # DEPENDENCYPART_GRANDPAR
(12,14),(14,27),-0.934873 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.498724 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.193389 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),0.0318562 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),0.149035 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),0.00515361 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),0.207166 # DEPENDENCYPART_GRANDPAR
(12,15),(15,24),-0.282249 # DEPENDENCYPART_GRANDPAR
(12,15),(15,25),-0.0829332 # DEPENDENCYPART_GRANDPAR
(12,16),(16,3),-0.226638 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.383723 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.0131148 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.161825 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),0.130937 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),0.0708057 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),0.0619216 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),-0.123291 # DEPENDENCYPART_GRANDPAR
(12,16),(16,25),0.0129212 # DEPENDENCYPART_GRANDPAR
(12,17),(17,3),-0.227519 # DEPENDENCYPART_GRANDPAR
(12,17),(17,6),-0.408203 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.0377975 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.111709 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),0.102519 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),0.0120198 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),0.0637269 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),-0.188673 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),-0.171228 # DEPENDENCYPART_GRANDPAR
(12,18),(18,3),-0.379655 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.551814 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),0.00347429 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),0.0266376 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),0.1269 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),-0.085572 # DEPENDENCYPART_GRANDPAR
(12,18),(18,25),0.0503277 # DEPENDENCYPART_GRANDPAR
(12,18),(18,27),-0.927791 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),0.0619872 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),0.0795732 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.595896 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),0.207166 # DEPENDENCYPART_GRANDPAR
(12,19),(19,22),-0.19839 # DEPENDENCYPART_GRANDPAR
(12,19),(19,23),-0.0282032 # DEPENDENCYPART_GRANDPAR
(12,19),(19,24),-0.282249 # DEPENDENCYPART_GRANDPAR
(12,19),(19,25),-0.0829332 # DEPENDENCYPART_GRANDPAR
(12,19),(19,27),-0.845623 # DEPENDENCYPART_GRANDPAR
(12,21),(21,15),0.147728 # DEPENDENCYPART_GRANDPAR
(12,21),(21,16),-0.150221 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),0.143497 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),0.271665 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-0.360357 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),-0.197485 # DEPENDENCYPART_GRANDPAR
(12,21),(21,23),-0.235192 # DEPENDENCYPART_GRANDPAR
(12,21),(21,24),-0.165965 # DEPENDENCYPART_GRANDPAR
(12,21),(21,25),-0.137284 # DEPENDENCYPART_GRANDPAR
(12,21),(21,27),-0.929953 # DEPENDENCYPART_GRANDPAR
(12,22),(22,18),0.0913702 # DEPENDENCYPART_GRANDPAR
(12,22),(22,20),-0.615242 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),-0.0753426 # DEPENDENCYPART_GRANDPAR
(12,22),(22,24),-0.21717 # DEPENDENCYPART_GRANDPAR
(12,22),(22,25),0.00139017 # DEPENDENCYPART_GRANDPAR
(12,22),(22,26),-0.125925 # DEPENDENCYPART_GRANDPAR
(12,23),(23,19),0.274968 # DEPENDENCYPART_GRANDPAR
(12,23),(23,20),-0.354837 # DEPENDENCYPART_GRANDPAR
(12,23),(23,24),-0.165985 # DEPENDENCYPART_GRANDPAR
(12,23),(23,25),-0.136588 # DEPENDENCYPART_GRANDPAR
(12,24),(24,25),0.203996 # DEPENDENCYPART_GRANDPAR
(12,24),(24,26),0.0783257 # DEPENDENCYPART_GRANDPAR
(12,24),(24,27),-0.751567 # DEPENDENCYPART_GRANDPAR
(12,25),(25,20),-0.527663 # DEPENDENCYPART_GRANDPAR
(12,25),(25,22),-0.146547 # DEPENDENCYPART_GRANDPAR
(12,25),(25,24),-0.19171 # DEPENDENCYPART_GRANDPAR
(12,25),(25,26),-0.195907 # DEPENDENCYPART_GRANDPAR
(12,25),(25,27),-0.875741 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-0.903467 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.292677 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.68921 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),-0.358005 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),-0.847078 # DEPENDENCYPART_GRANDPAR
(14,3),(3,7),-0.59852 # DEPENDENCYPART_GRANDPAR
(14,3),(3,8),-0.533736 # DEPENDENCYPART_GRANDPAR
(14,3),(3,9),-0.137714 # DEPENDENCYPART_GRANDPAR
(14,3),(3,10),-0.602388 # DEPENDENCYPART_GRANDPAR
(14,3),(3,11),-0.178954 # DEPENDENCYPART_GRANDPAR
(14,3),(3,12),-0.435168 # DEPENDENCYPART_GRANDPAR
(14,3),(3,17),-0.710334 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.939654 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.948203 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),0.0106196 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.65893 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.0306202 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),-0.34412 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-1.51215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,19),-0.781614 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.482769 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.266707 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.0925381 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-1.041 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.358883 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.872843 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.606084 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.325111 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.184512 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.604491 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.225752 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.63528 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.565213 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.969436 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.752508 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.814696 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.871541 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-0.89687 # DEPENDENCYPART_GRANDPAR
(14,12),(12,22),-0.856915 # DEPENDENCYPART_GRANDPAR
(14,12),(12,23),-0.925672 # DEPENDENCYPART_GRANDPAR
(14,12),(12,24),-0.718465 # DEPENDENCYPART_GRANDPAR
(14,12),(12,25),-0.927342 # DEPENDENCYPART_GRANDPAR
(14,12),(12,27),-1.74536 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.513234 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.111128 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.302903 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.078301 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.149139 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),0.113209 # DEPENDENCYPART_GRANDPAR
(14,15),(15,24),0.0164532 # DEPENDENCYPART_GRANDPAR
(14,15),(15,25),-0.148493 # DEPENDENCYPART_GRANDPAR
(14,16),(16,3),-1.7561 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.705315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.351455 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.0341982 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.0923417 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.0809526 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),0.0331098 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.077075 # DEPENDENCYPART_GRANDPAR
(14,16),(16,25),-0.104292 # DEPENDENCYPART_GRANDPAR
(14,17),(17,3),-1.75973 # DEPENDENCYPART_GRANDPAR
(14,17),(17,6),-1.59157 # DEPENDENCYPART_GRANDPAR
(14,17),(17,15),0.297721 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.10903 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.108774 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.0990051 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),0.0403447 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.098249 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),0.0118485 # DEPENDENCYPART_GRANDPAR
(14,18),(18,3),-1.80417 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-1.02702 # DEPENDENCYPART_GRANDPAR
(14,18),(18,15),0.415107 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.164189 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),0.0541475 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.0753891 # DEPENDENCYPART_GRANDPAR
(14,18),(18,25),-0.117473 # DEPENDENCYPART_GRANDPAR
(14,18),(18,27),-1.1018 # DEPENDENCYPART_GRANDPAR
(14,19),(19,15),0.455561 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),0.134343 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-1.0617 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),0.113209 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.123997 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),0.0851347 # DEPENDENCYPART_GRANDPAR
(14,19),(19,24),0.0164532 # DEPENDENCYPART_GRANDPAR
(14,19),(19,25),-0.148493 # DEPENDENCYPART_GRANDPAR
(14,19),(19,27),-0.95723 # DEPENDENCYPART_GRANDPAR
(14,21),(21,15),0.418132 # DEPENDENCYPART_GRANDPAR
(14,21),(21,16),-0.113344 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),0.130503 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),0.111804 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.630253 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.0601572 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),-0.0267177 # DEPENDENCYPART_GRANDPAR
(14,21),(21,24),0.00771584 # DEPENDENCYPART_GRANDPAR
(14,21),(21,25),-0.144011 # DEPENDENCYPART_GRANDPAR
(14,21),(21,27),-0.867272 # DEPENDENCYPART_GRANDPAR
(14,22),(22,18),0.14018 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),-0.779727 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),0.169351 # DEPENDENCYPART_GRANDPAR
(14,22),(22,24),0.0447144 # DEPENDENCYPART_GRANDPAR
(14,22),(22,25),-0.134718 # DEPENDENCYPART_GRANDPAR
(14,22),(22,26),-0.0369435 # DEPENDENCYPART_GRANDPAR
(14,24),(24,25),-0.00161683 # DEPENDENCYPART_GRANDPAR
(14,24),(24,26),-0.0537314 # DEPENDENCYPART_GRANDPAR
(14,24),(24,27),-0.892103 # DEPENDENCYPART_GRANDPAR
(14,25),(25,20),-0.749036 # DEPENDENCYPART_GRANDPAR
(14,25),(25,22),0.0410653 # DEPENDENCYPART_GRANDPAR
(14,25),(25,24),0.166138 # DEPENDENCYPART_GRANDPAR
(14,25),(25,26),-0.10512 # DEPENDENCYPART_GRANDPAR
(14,25),(25,27),-0.94464 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),-0.266682 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.388593 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.442469 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.446973 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.267276 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.536261 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.58352 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),0.215975 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.354892 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.738576 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.924634 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-0.890094 # DEPENDENCYPART_GRANDPAR
(15,14),(14,22),-0.659312 # DEPENDENCYPART_GRANDPAR
(15,14),(14,24),-0.829714 # DEPENDENCYPART_GRANDPAR
(15,14),(14,25),-0.854515 # DEPENDENCYPART_GRANDPAR
(15,14),(14,27),-1.6105 # DEPENDENCYPART_GRANDPAR
(15,16),(16,3),-1.08549 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-1.17379 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.898217 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.385966 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.0192326 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.345504 # DEPENDENCYPART_GRANDPAR
